 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = BX   
 -7.8970 -7.8002 -7.7097 -7.6204 -7.5199 -7.3865 -7.1823 -6.8339 -6.3303 -5.7904
 -5.3202 -4.9551 -4.6747 -4.4509 -4.2610 -3.8676 -3.5512 -3.2928 -3.0758 -2.8889
 -2.7263 -2.5825
 -7.5421 -7.4255 -7.3173 -7.2151 -7.1124 -6.9950 -6.8372 -6.5897 -6.2044 -5.7386
 -5.2969 -4.9334 -4.6490 -4.4220 -4.2311 -3.8373 -3.5191 -3.2625 -3.0510 -2.8712
 -2.7162 -2.5807 -2.4607 -2.3539
 -7.2846 -7.1344 -7.0005 -6.8775 -6.7608 -6.6427 -6.5076 -6.3252 -6.0455 -5.6678
 -5.2702 -4.9197 -4.6350 -4.4056 -4.2134 -3.8200 -3.4994 -3.2420 -3.0341 -2.8599
 -2.7111 -2.5821 -2.4691 -2.3690 -2.2803 -2.2013 -2.1300 -2.0620 -2.0079 -1.9722
 -7.1746 -6.9605 -6.7793 -6.6214 -6.4793 -6.3453 -6.2102 -6.0584 -5.8554 -5.5689
 -5.2311 -4.9060 -4.6276 -4.3976 -4.2049 -3.8131 -3.4904 -3.2304 -3.0236 -2.8535
 -2.7095 -2.5860 -2.4790 -2.3851 -2.3026 -2.2308 -2.1668 -2.1075 -2.0525 -2.0095
 -1.9835
 -7.1859 -6.8775 -6.6269 -6.4276 -6.2611 -6.1094 -5.9612 -5.8117 -5.6483 -5.4368
 -5.1687 -4.8829 -4.6199 -4.3946 -4.2030 -3.8147 -3.4916 -3.2270 -3.0187 -2.8508
 -2.7105 -2.5913 -2.4894 -2.4012 -2.3246 -2.2578 -2.1993 -2.1479 -2.1016 -2.0587
 -2.0254
 -7.2855 -6.9130 -6.5847 -6.3074 -6.0795 -5.8901 -5.7251 -5.5768 -5.4278 -5.2606
 -5.0619 -4.8330 -4.6013 -4.3889 -4.2024 -3.8203 -3.4991 -3.2296 -3.0172 -2.8491
 -2.7113 -2.5957 -2.4981 -2.4151 -2.3442 -2.2833 -2.2308 -2.1850 -2.1447 -2.1090
 -2.0773
 -7.4802 -7.0455 -6.6599 -6.3200 -6.0271 -5.7794 -5.5691 -5.3873 -5.2223 -5.0628
 -4.8996 -4.7267 -4.5473 -4.3706 -4.2024 -3.8344 -3.5181 -3.2442 -3.0252 -2.8538
 -2.7163 -2.6028 -2.5083 -2.4293 -2.3632 -2.3077 -2.2609 -2.2209 -2.1861 -2.1558
 -2.1296
 -7.7832 -7.2788 -6.8318 -6.4353 -6.0869 -5.7846 -5.5250 -5.3019 -5.1065 -4.9310
 -4.7675 -4.6107 -4.4578 -4.3113 -4.1731 -3.8482 -3.5428 -3.2672 -3.0404 -2.8631
 -2.7234 -2.6104 -2.5177 -2.4417 -2.3795 -2.3286 -2.2871 -2.2528 -2.2237 -2.1990
 -2.1823
 -8.1957 -7.6225 -7.1057 -6.6478 -6.2436 -5.8893 -5.5815 -5.3156 -5.0863 -4.8866
 -4.7095 -4.5485 -4.3992 -4.2608 -4.1145 -3.8617 -3.5732 -3.2986 -3.0628
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = BX   
 -9.5513 -9.5246 -9.4273 -9.2489 -8.9783 -8.6072 -8.1293 -7.5404 -6.8631 -6.2062
 -5.6530 -5.2486 -4.9520 -4.7200 -4.5257 -4.1309 -3.8092 -3.5309 -3.2719
 -9.0207 -8.9797 -8.9987 -8.9945 -8.8855 -8.6062 -8.1041 -7.4056 -6.7260 -6.0808
 -5.5435 -5.1451 -4.8504 -4.6202 -4.4275 -4.0349 -3.7168 -3.4454 -3.2062 -2.9928
 -8.5257 -8.4684 -8.4140 -8.3488 -8.2518 -8.0906 -7.8039 -7.2823 -6.6375 -6.0171
 -5.4895 -5.0880 -4.7880 -4.5549 -4.3614 -3.9687 -3.6515 -3.3852 -3.1551 -2.9534
 -2.7758
 -8.0783 -8.0039 -7.9361 -7.8673 -7.7826 -7.6584 -7.4550 -7.0944 -6.5549 -5.9787
 -5.4654 -5.0583 -4.7509 -4.5121 -4.3163 -3.9226 -3.6049 -3.3417 -3.1186 -2.9254
 -2.7571 -2.6089
 -7.6904 -7.5977 -7.5126 -7.4331 -7.3504 -7.2482 -7.0993 -6.8516 -6.4478 -5.9401
 -5.4532 -5.0463 -4.7310 -4.4854 -4.2859 -3.8907 -3.5719 -3.3100 -3.0920 -2.9055
 -2.7444 -2.6038 -2.4796 -2.3687
 -7.3845 -7.2610 -7.1547 -7.0574 -6.9650 -6.8682 -6.7492 -6.5750 -6.2908 -5.8830
 -5.4390 -5.0426 -4.7232 -4.4710 -4.2671 -3.8700 -3.5501 -3.2875 -3.0727 -2.8917
 -2.7364 -2.6020 -2.4843 -2.3800 -2.2871 -2.2041 -2.1283 -2.0570 -2.0027 -1.9659
 -7.1926 -7.0230 -6.8781 -6.7538 -6.6413 -6.5340 -6.4223 -6.2866 -6.0889 -5.7886
 -5.4113 -5.0399 -4.7224 -4.4659 -4.2581 -3.8588 -3.5384 -3.2735 -3.0596 -2.8827
 -2.7320 -2.6027 -2.4905 -2.3923 -2.3056 -2.2299 -2.1623 -2.0997 -2.0425 -2.0000
 -1.9736
 -7.1381 -6.8902 -6.6983 -6.5390 -6.3962 -6.2649 -6.1398 -6.0123 -5.8609 -5.6480
 -5.3554 -5.0281 -4.7245 -4.4678 -4.2572 -3.8559 -3.5362 -3.2682 -3.0526 -2.8774
 -2.7306 -2.6054 -2.4979 -2.4051 -2.3240 -2.2530 -2.1912 -2.1376 -2.0891 -2.0450
 -2.0126
 -7.2003 -6.8668 -6.5849 -6.3588 -6.1803 -6.0336 -5.9008 -5.7681 -5.6316 -5.4677
 -5.2533 -4.9879 -4.7144 -4.4682 -4.2587 -3.8575 -3.5402 -3.2692 -3.0496 -2.8739
 -2.7295 -2.6077 -2.5043 -2.4162 -2.3404 -2.2750 -2.2189 -2.1707 -2.1292 -2.0932
 -2.0610
 -7.3489 -6.9575 -6.6103 -6.3101 -6.0593 -5.8540 -5.6829 -5.5330 -5.3947 -5.2551
 -5.0984 -4.9053 -4.6858 -4.4668 -4.2668 -3.8688 -3.5550 -3.2825 -3.0570 -2.8778
 -2.7333 -2.6135 -2.5130 -2.4285 -2.3571 -2.2967 -2.2459 -2.2032 -2.1672 -2.1375
 -2.1096
 -7.5933 -7.1410 -6.7370 -6.3796 -6.0677 -5.8009 -5.5759 -5.3843 -5.2153 -5.0604
 -4.9116 -4.7576 -4.5909 -4.4195 -4.2527 -3.8839 -3.5758 -3.3041 -3.0726 -2.8873
 -2.7401 -2.6206 -2.5219 -2.4400 -2.3720 -2.3158 -2.2699 -2.2323 -2.2017 -2.1765
 -2.1560
 -7.9621 -7.4340 -6.9642 -6.5483 -6.1814 -5.8606 -5.5831 -5.3448 -5.1394 -4.9588
 -4.7946 -4.6402 -4.4902 -4.3431 -4.2164 -3.9028 -3.6026 -3.3340 -3.0964
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value = BX   
 -9.7271 -9.7328 -9.4409 -9.0121 -8.5481 -8.1288 -7.8302 -7.6048 -6.9929 -6.3620
 -5.7832 -5.3416 -5.0218 -4.7776 -4.5797 -4.1843 -3.8629 -3.5816 -3.3273
 -9.2021 -9.1940 -9.1611 -9.2632 -9.1210 -8.7582 -8.1959 -7.5064 -6.8751 -6.2468
 -5.6833 -5.2482 -4.9291 -4.6857 -4.4881 -4.0959 -3.7775 -3.5028 -3.2585 -3.0398
 -8.7126 -8.6811 -8.6386 -8.5949 -8.5069 -8.3492 -8.0406 -7.4367 -6.7994 -6.1907
 -5.6378 -5.1999 -4.8732 -4.6248 -4.4247 -4.0320 -3.7151 -3.4453 -3.2091 -3.0006
 -2.8171
 -8.2377 -8.1891 -8.1471 -8.1006 -8.0313 -7.9131 -7.7045 -7.3156 -6.7436 -6.1568
 -5.6191 -5.1792 -4.8420 -4.5854 -4.3802 -3.9850 -3.6683 -3.4019 -3.1724 -2.9718
 -2.7962 -2.6420
 -7.8289 -7.7596 -7.6993 -7.6430 -7.5790 -7.4883 -7.3431 -7.0889 -6.6565 -6.1301
 -5.6141 -5.1737 -4.8279 -4.5607 -4.3495 -3.9499 -3.6333 -3.3683 -3.1441 -2.9503
 -2.7815 -2.6343 -2.5047 -2.3893
 -7.4809 -7.3892 -7.3076 -7.2343 -7.1638 -7.0843 -6.9761 -6.8056 -6.5131 -6.0792
 -5.6091 -5.1770 -4.8253 -4.5488 -4.3301 -3.9248 -3.6081 -3.3430 -3.1220 -2.9340
 -2.7711 -2.6297 -2.5063 -2.3973 -2.3000 -2.2122 -2.1308 -2.0556 -2.0002 -1.9611
 -7.2218 -7.0958 -6.9856 -6.8891 -6.8016 -6.7170 -6.6234 -6.4994 -6.3051 -5.9917
 -5.5866 -5.1817 -4.8303 -4.5466 -4.3209 -3.9086 -3.5921 -3.3259 -3.1059 -2.9219
 -2.7641 -2.6276 -2.5095 -2.4062 -2.3149 -2.2336 -2.1613 -2.0951 -2.0347 -1.9920
 -1.9644
 -7.1087 -6.9217 -6.7626 -6.6278 -6.5114 -6.4071 -6.3069 -6.1992 -6.0596 -5.8477
 -5.5356 -5.1770 -4.8377 -4.5522 -4.3207 -3.9007 -3.5850 -3.3173 -3.0958 -2.9136
 -2.7598 -2.6277 -2.5141 -2.4157 -2.3299 -2.2543 -2.1881 -2.1301 -2.0784 -2.0320
 -2.0002
 -7.1144 -6.8273 -6.5995 -6.4269 -6.2903 -6.1681 -6.0492 -5.9308 -5.8092 -5.6537
 -5.4333 -5.1426 -4.8342 -4.5563 -4.3240 -3.8983 -3.5836 -3.3153 -3.0905 -2.9075
 -2.7561 -2.6276 -2.5178 -2.4240 -2.3430 -2.2727 -2.2121 -2.1603 -2.1160 -2.0776
 -2.0442
 -7.2250 -6.8729 -6.5653 -6.3089 -6.1028 -5.9413 -5.8095 -5.6924 -5.5758 -5.4461
 -5.2871 -5.0751 -4.8200 -4.5647 -4.3369 -3.9067 -3.5930 -3.3252 -3.0963 -2.9097
 -2.7579 -2.6315 -2.5247 -2.4342 -2.3573 -2.2917 -2.2360 -2.1892 -2.1502 -2.1183
 -2.0919
 -7.4185 -7.0112 -6.6476 -6.3274 -6.0526 -5.8240 -5.6366 -5.4799 -5.3429 -5.2149
 -5.0851 -4.9361 -4.7518 -4.5449 -4.3408 -3.9214 -3.6089 -3.3432 -3.1107 -2.9186
 -2.7638 -2.6374 -2.5323 -2.4444 -2.3706 -2.3088 -2.2577 -2.2156 -2.1815 -2.1546
 -2.1336
 -7.7259 -7.2495 -6.8266 -6.4515 -6.1213 -5.8342 -5.5893 -5.3825 -5.2058 -5.0496
 -4.9052 -4.7648 -4.6195 -4.4624 -4.3357 -3.9424 -3.6313 -3.3693 -3.1337
