 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.6589 -8.2400 -7.8706 -7.5440 -7.2554 -7.0012 -6.7763 -6.5750 -6.3918 -6.2213
 -6.0387 -5.8258 -5.6019 -5.3729 -5.1300 -4.5589 -4.0958 -3.7066 -3.3817 -3.1341
 -2.9621 -2.8433 -2.7590 -2.6971 -2.6500 -2.6124 -2.5804 -2.5506 -2.5209 -2.4925
 -8.9536 -8.4754 -8.0521 -7.6760 -7.3405 -7.0407 -6.7725 -6.5312 -6.3115 -6.1072
 -5.9138 -5.7245 -5.5237 -5.3068 -5.0721 -4.5043 -4.0481 -3.6711 -3.3532 -3.1024
 -2.9259 -2.8077 -2.7268 -2.6695 -2.6279 -2.5970 -2.5730 -2.5522 -2.5332 -2.5153
 -2.4981
 -9.3418 -8.8092 -8.3281 -7.8958 -7.5082 -7.1611 -6.8497 -6.5695 -6.3156 -6.0829
 -5.8650 -5.6584 -5.4599 -5.2656 -5.0603 -4.5061 -4.0398 -3.6652 -3.3497 -3.0922
 -2.9036 -2.7775 -2.6948 -2.6393 -2.6012 -2.5747 -2.5563 -2.5425 -2.5311 -2.5212
 -2.5140
 -9.7991 -9.2075 -8.6780 -8.1932 -7.7519 -7.3528 -6.9942 -6.6725 -6.3825 -6.1193
 -5.8770 -5.6508 -5.4371 -5.2347 -5.0401 -4.5312 -4.0606 -3.6777 -3.3612 -3.0977
 -2.8949 -2.7546 -2.6638 -2.6059 -2.5688 -2.5453 -2.5310 -2.5226 -2.5176 -2.5140
 -2.5120
-10.2881 -9.6640 -9.0904 -8.5610 -8.0716 -7.6221 -7.2134 -6.8453 -6.5151 -6.2180
 -5.9479 -5.6995 -5.4681 -5.2510 -5.0466 -4.5585 -4.1046 -3.7115 -3.3893 -3.1207
 -2.9055 -2.7478 -2.6418 -2.5748 -2.5339 -2.5100 -2.4975 -2.4924 -2.4921 -2.4942
 -2.4970
-10.7747-10.1363 -9.5306 -8.9661 -8.4384 -7.9469 -7.4937 -7.0794 -6.7058 -6.3700
 -6.0679 -5.7937 -5.5416 -5.3074 -5.0881 -4.5875 -4.1473 -3.7554 -3.4244 -3.1507
 -2.9271 -2.7550 -2.6320 -2.5505 -2.5002 -2.4717 -2.4579 -2.4536 -2.4557 -2.4619
 -2.4703
-11.2520-10.5951 -9.9732 -9.3842 -8.8281 -8.3055 -7.8170 -7.3647 -6.9501 -6.5743
 -6.2358 -5.9307 -5.6539 -5.3997 -5.1646 -4.6182 -4.1887 -3.8094 -3.4665
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.5738 -8.5813 -8.5927 -8.6009 -8.6001 -8.5823 -8.5401 -8.4670 -8.3548 -8.1935
 -7.9758 -7.7029 -7.3922 -7.0724 -6.7604 -6.0309 -5.3426 -4.6979 -4.1580
 -8.0598 -8.0422 -8.0375 -8.0348 -8.0251 -8.0001 -7.9527 -7.8764 -7.7648 -7.6107
 -7.4068 -7.1498 -6.8512 -6.5403 -6.2392 -5.5561 -4.9464 -4.3992 -3.9374 -3.5793
 -7.7012 -7.6162 -7.5683 -7.5396 -7.5137 -7.4782 -7.4243 -7.3458 -7.2378 -7.0956
 -6.9137 -6.6869 -6.4157 -6.1220 -5.8346 -5.1944 -4.6463 -4.1684 -3.7660 -3.4491
 -3.2148
 -7.6334 -7.4449 -7.2905 -7.1920 -7.1197 -7.0604 -6.9950 -6.9121 -6.8067 -6.6753
 -6.5139 -6.3182 -6.0831 -5.8147 -5.5416 -4.9339 -4.4286 -3.9974 -3.6359 -3.3485
 -3.1356 -2.9812
 -7.7764 -7.4921 -7.2623 -7.0785 -6.9330 -6.8190 -6.7251 -6.6241 -6.5073 -6.3729
 -6.2193 -6.0439 -5.8412 -5.6043 -5.3473 -4.7600 -4.2800 -3.8780 -3.5419 -3.2732
 -3.0731 -2.9304 -2.8272 -2.7495
 -8.0123 -7.6711 -7.3742 -7.1200 -6.9072 -6.7305 -6.5865 -6.4685 -6.3540 -6.2203
 -6.0554 -5.8734 -5.6801 -5.4697 -5.2333 -4.6574 -4.1882 -3.8016 -3.4791 -3.2198
 -3.0253 -2.8878 -2.7912 -2.7213 -2.6681 -2.6252 -2.5888 -2.5554 -2.5223 -2.4899
 -8.3358 -7.9304 -7.5775 -7.2694 -7.0014 -6.7710 -6.5739 -6.4029 -6.2505 -6.1109
 -5.9720 -5.8088 -5.6132 -5.4018 -5.1800 -4.6130 -4.1425 -3.7610 -3.4439 -3.1865
 -2.9905 -2.8523 -2.7578 -2.6919 -2.6443 -2.6084 -2.5801 -2.5561 -2.5342 -2.5130
 -2.4919
 -8.7935 -8.3001 -7.8739 -7.5037 -7.1805 -6.8973 -6.6494 -6.4320 -6.2389 -6.0625
 -5.8962 -5.7357 -5.5725 -5.3888 -5.1786 -4.6161 -4.1348 -3.7500 -3.4328 -3.1726
 -2.9829 -2.8244 -2.7267 -2.6613 -2.6165 -2.5851 -2.5626 -2.5452 -2.5312 -2.5194
 -2.5090
 -9.4062 -8.8059 -8.2870 -7.8379 -7.4463 -7.1026 -6.7998 -6.5327 -6.2954 -6.0820
 -5.8856 -5.7002 -5.5220 -5.3488 -5.1704 -4.6508 -4.1558 -3.7602 -3.4388 -3.1735
 -2.9615 -2.8044 -2.6978 -2.6287 -2.5841 -2.5552 -2.5368 -2.5251 -2.5176 -2.5123
 -2.5083
-10.1249 -9.4406 -8.8305 -8.2965 -7.8239 -7.4069 -7.0388 -6.7144 -6.4267 -6.1704
 -5.9390 -5.7262 -5.5266 -5.3369 -5.1549 -4.6899 -4.2118 -3.7982 -3.4671 -3.1946
 -2.9724 -2.8007 -2.6791 -2.5997 -2.5502 -2.5203 -2.5034 -2.4951 -2.4923 -2.4927
 -2.4941
-10.8843-10.1435 -9.4674 -8.8529 -8.3029 -7.8091 -7.3689 -6.9779 -6.6318 -6.3254
 -6.0522 -5.8060 -5.5803 -5.3705 -5.1729 -4.7104 -4.2687 -3.8559 -3.5100 -3.2283
 -2.9963 -2.8109 -2.6727 -2.5781 -2.5182 -2.4829 -2.4643 -2.4567 -2.4564 -2.4608
 -2.4678
-11.6299-10.8535-10.1322 -9.4632 -8.8500 -8.2901 -7.7821 -7.3237 -6.9142 -6.5507
 -6.2286 -5.9421 -5.6844 -5.4493 -5.2244 -4.7123 -4.3265 -3.9333 -3.5675
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = UX   
 -8.4472 -8.4768 -8.4992 -8.5103 -8.5070 -8.4829 -8.4318 -8.3486 -8.2293 -8.0721
 -7.8785 -7.6492 -7.3899 -7.1112 -6.8258 -6.1355 -5.4994 -4.8942 -4.3517
 -7.9010 -7.9245 -7.9435 -7.9535 -7.9499 -7.9284 -7.8840 -7.8102 -7.7030 -7.5588
 -7.3750 -7.1518 -6.8950 -6.6193 -6.3398 -5.6814 -5.0931 -4.5690 -4.1131 -3.7369
 -7.4431 -7.4495 -7.4587 -7.4636 -7.4582 -7.4378 -7.3973 -7.3319 -7.2371 -7.1094
 -6.9453 -6.7426 -6.5038 -6.2413 -5.9729 -5.3467 -4.8028 -4.3302 -3.9267 -3.5948
 -3.3337
 -7.1413 -7.0961 -7.0761 -7.0658 -7.0534 -7.0311 -6.9931 -6.9342 -6.8508 -6.7394
 -6.5967 -6.4196 -6.2066 -5.9640 -5.7090 -5.1084 -4.5955 -4.1573 -3.7870 -3.4844
 -3.2462 -3.0670
 -7.1654 -6.9913 -6.8753 -6.8022 -6.7576 -6.7227 -6.6815 -6.6252 -6.5494 -6.4509
 -6.3265 -6.1732 -5.9874 -5.7691 -5.5296 -4.9472 -4.4529 -4.0363 -3.6862 -3.4013
 -3.1776 -3.0099 -2.8876 -2.7959
 -7.4216 -7.1548 -6.9343 -6.7622 -6.6358 -6.5478 -6.4829 -6.4206 -6.3424 -6.2461
 -6.1304 -5.9929 -5.8300 -5.6372 -5.4166 -4.8484 -4.3619 -3.9570 -3.6181 -3.3423
 -3.1260 -2.9637 -2.8471 -2.7630 -2.6997 -2.6488 -2.6057 -2.5665 -2.5284 -2.4906
 -7.7386 -7.4123 -7.1273 -6.8838 -6.6830 -6.5216 -6.3948 -6.2994 -6.2232 -6.1373
 -6.0239 -5.8857 -5.7285 -5.5514 -5.3526 -4.8003 -4.3127 -3.9117 -3.5781 -3.3048
 -3.0900 -2.9279 -2.8118 -2.7307 -2.6727 -2.6291 -2.5944 -2.5652 -2.5389 -2.5133
 -2.4864
 -8.1356 -7.7373 -7.3910 -7.0894 -6.8287 -6.6084 -6.4252 -6.2742 -6.1498 -6.0434
 -5.9423 -5.8299 -5.6884 -5.5168 -5.3258 -4.7944 -4.3000 -3.8954 -3.5620 -3.2870
 -3.0685 -2.9020 -2.7819 -2.6994 -2.6432 -2.6038 -2.5752 -2.5531 -2.5347 -2.5193
 -2.5032
 -8.6920 -8.1752 -7.7440 -7.3732 -7.0524 -6.7751 -6.5371 -6.3350 -6.1632 -6.0148
 -5.8805 -5.7523 -5.6236 -5.4843 -5.3199 -4.8176 -4.3154 -3.9012 -3.5633 -3.2843
 -3.0589 -2.8842 -2.7561 -2.6682 -2.6105 -2.5728 -2.5483 -2.5316 -2.5200 -2.5113
 -2.5043
 -9.4442 -8.8056 -8.2538 -7.7842 -7.3825 -7.0369 -6.7386 -6.4804 -6.2570 -6.0628
 -5.8905 -5.7322 -5.5811 -5.4329 -5.2836 -4.8558 -4.3666 -3.9373 -3.5896 -3.3034
 -3.0685 -2.8821 -2.7416 -2.6429 -2.5785 -2.5384 -2.5147 -2.5013 -2.4943 -2.4915
 -2.4907
-10.3803 -9.6182 -8.9463 -8.3578 -7.8506 -7.4154 -7.0403 -6.7154 -6.4325 -6.1855
 -5.9677 -5.7725 -5.5934 -5.4243 -5.2612 -4.8619 -4.4286 -3.9967 -3.6341 -3.3377
 -3.0924 -2.8933 -2.7386 -2.6257 -2.5498 -2.5029 -2.4764 -2.4632 -2.4587 -2.4599
 -2.4642
-11.3773-10.5351 -9.7634 -9.0740 -8.4613 -7.9261 -7.4603 -7.0543 -6.7004 -6.3909
 -6.1191 -5.8786 -5.6630 -5.4662 -5.2527 -4.8359 -4.5014 -4.0794 -3.6968
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = UX   
 -8.4624 -8.4935 -8.5144 -8.5213 -8.5107 -8.4770 -8.4150 -8.3207 -8.1931 -8.0390
 -7.8621 -7.6612 -7.4344 -7.1848 -6.9196 -6.2483 -5.6089 -5.0177 -4.4833
 -7.9133 -7.9423 -7.9631 -7.9721 -7.9657 -7.9402 -7.8913 -7.8127 -7.7032 -7.5633
 -7.3937 -7.1950 -6.9684 -6.7190 -6.4568 -5.8099 -5.2166 -4.6877 -4.2276 -3.8414
 -7.4411 -7.4618 -7.4789 -7.4877 -7.4839 -7.4641 -7.4245 -7.3599 -7.2674 -7.1451
 -6.9919 -6.8078 -6.5940 -6.3560 -6.1044 -5.4873 -4.9330 -4.4486 -4.0347 -3.6920
 -3.4167
 -7.0821 -7.0788 -7.0829 -7.0859 -7.0814 -7.0646 -7.0316 -6.9779 -6.9000 -6.7952
 -6.6615 -6.4976 -6.3034 -6.0824 -5.8443 -5.2535 -4.7288 -4.2753 -3.8909 -3.5759
 -3.3241 -3.1296
 -6.9467 -6.8533 -6.8048 -6.7816 -6.7663 -6.7472 -6.7168 -6.6704 -6.6037 -6.5140
 -6.3986 -6.2556 -6.0833 -5.8824 -5.6595 -5.0900 -4.5846 -4.1524 -3.7869 -3.4882
 -3.2513 -3.0688 -2.9329 -2.8301
 -7.1515 -6.9293 -6.7626 -6.6472 -6.5712 -6.5222 -6.4842 -6.4378 -6.3765 -6.2968
 -6.1958 -6.0711 -5.9199 -5.7404 -5.5351 -4.9841 -4.4886 -4.0693 -3.7157 -3.4256
 -3.1963 -3.0200 -2.8896 -2.7948 -2.7235 -2.6667 -2.6189 -2.5757 -2.5338 -2.4925
 -7.4683 -7.1760 -6.9257 -6.7204 -6.5586 -6.4361 -6.3479 -6.2868 -6.2278 -6.1509
 -6.0542 -5.9383 -5.8021 -5.6424 -5.4565 -4.9264 -4.4333 -4.0194 -3.6722 -3.3854
 -3.1577 -2.9825 -2.8529 -2.7603 -2.6942 -2.6448 -2.6059 -2.5729 -2.5434 -2.5146
 -2.4842
 -7.8387 -7.4826 -7.1714 -6.9016 -6.6733 -6.4850 -6.3325 -6.2119 -6.1215 -6.0471
 -5.9668 -5.8644 -5.7347 -5.5829 -5.4119 -4.9091 -4.4142 -3.9985 -3.6526 -3.3654
 -3.1348 -2.9558 -2.8226 -2.7284 -2.6632 -2.6178 -2.5848 -2.5595 -2.5388 -2.5202
 -2.5022
 -8.3189 -7.8727 -7.4882 -7.1555 -6.8672 -6.6202 -6.4122 -6.2396 -6.0979 -5.9814
 -5.8788 -5.7797 -5.6734 -5.5471 -5.3926 -4.9199 -4.4232 -4.0003 -3.6508 -3.3603
 -3.1233 -2.9374 -2.7974 -2.6974 -2.6301 -2.5859 -2.5569 -2.5369 -2.5226 -2.5117
 -2.5023
 -9.0132 -8.4334 -7.9384 -7.5174 -7.1566 -6.8468 -6.5807 -6.3539 -6.1620 -5.9996
 -5.8588 -5.7306 -5.6068 -5.4824 -5.3519 -4.9486 -4.4667 -4.0326 -3.6748 -3.3777
 -3.1318 -2.9349 -2.7839 -2.6739 -2.5994 -2.5519 -2.5232 -2.5062 -2.4966 -2.4911
 -2.4887
 -9.9410 -9.2162 -8.5849 -8.0396 -7.5771 -7.1831 -6.8463 -6.5572 -6.3087 -6.0948
 -5.9094 -5.7449 -5.5937 -5.4490 -5.3071 -4.9464 -4.5248 -4.0879 -3.7174 -3.4108
 -3.1552 -2.9461 -2.7818 -2.6589 -2.5730 -2.5178 -2.4855 -2.4684 -2.4610 -2.4598
 -2.4614
-11.1023-10.1735 -9.4195 -8.7518 -8.1668 -7.6643 -7.2348 -6.8663 -6.5493 -6.2750
 -6.0363 -5.8267 -5.6393 -5.4677 -5.2582 -4.9133 -4.5975 -4.1662 -3.7786
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.5314 -8.5612 -8.5756 -8.5742 -8.5503 -8.4999 -8.4208 -8.3113 -8.1742 -8.0242
 -7.8650 -7.6923 -7.5013 -7.2869 -7.0504 -6.4091 -5.7702 -5.1736 -4.6161
 -7.9783 -8.0079 -8.0263 -8.0306 -8.0173 -7.9832 -7.9245 -7.8352 -7.7194 -7.5833
 -7.4299 -7.2581 -7.0653 -6.8492 -6.6127 -5.9886 -5.3860 -4.8407 -4.3670 -3.9665
 -7.4952 -7.5221 -7.5412 -7.5492 -7.5428 -7.5191 -7.4751 -7.4060 -7.3107 -7.1918
 -7.0513 -6.8893 -6.7051 -6.4980 -6.2714 -5.6754 -5.1085 -4.6026 -4.1692 -3.8099
 -3.5185
 -7.1049 -7.1203 -7.1347 -7.1427 -7.1400 -7.1236 -7.0905 -7.0368 -6.9594 -6.8580
 -6.7334 -6.5859 -6.4153 -6.2217 -6.0081 -5.4414 -4.9050 -4.4292 -4.0227 -3.6887
 -3.4206 -3.2091
 -6.8522 -6.8261 -6.8189 -6.8173 -6.8125 -6.7990 -6.7727 -6.7299 -6.6669 -6.5816
 -6.4732 -6.3420 -6.1873 -6.0091 -5.8096 -5.2686 -4.7553 -4.3031 -3.9157 -3.5973
 -3.3434 -3.1444 -2.9922 -2.8762
 -6.9149 -6.7588 -6.6581 -6.5994 -6.5679 -6.5464 -6.5206 -6.4834 -6.4303 -6.3582
 -6.2649 -6.1497 -6.0116 -5.8499 -5.6653 -5.1479 -4.6493 -4.2136 -3.8406 -3.5313
 -3.2847 -3.0923 -2.9457 -2.8368 -2.7550 -2.6904 -2.6365 -2.5883 -2.5422 -2.4971
 -7.2167 -6.9596 -6.7506 -6.5910 -6.4754 -6.3948 -6.3401 -6.2993 -6.2494 -6.1846
 -6.1023 -6.0009 -5.8786 -5.7338 -5.5654 -5.0730 -4.5822 -4.1555 -3.7919 -3.4876
 -3.2430 -3.0521 -2.9069 -2.7999 -2.7227 -2.6656 -2.6209 -2.5834 -2.5504 -2.5186
 -2.4855
 -7.5700 -7.2504 -6.9721 -6.7360 -6.5428 -6.3889 -6.2686 -6.1790 -6.1182 -6.0608
 -5.9881 -5.8953 -5.7831 -5.6519 -5.4998 -5.0370 -4.5510 -4.1260 -3.7665 -3.4639
 -3.2170 -3.0231 -2.8755 -2.7667 -2.6900 -2.6364 -2.5979 -2.5681 -2.5439 -2.5231
 -2.5032
 -7.9962 -7.6011 -7.2580 -6.9597 -6.7030 -6.4869 -6.3083 -6.1623 -6.0469 -5.9594
 -5.8840 -5.8062 -5.7140 -5.5985 -5.4593 -5.0288 -4.5490 -4.1203 -3.7590 -3.4548
 -3.2030 -3.0028 -2.8493 -2.7359 -2.6566 -2.6034 -2.5684 -2.5425 -2.5232 -2.5099
 -2.5021
 -8.5952 -8.0835 -7.6486 -7.2749 -6.9527 -6.6755 -6.4393 -6.2408 -6.0761 -5.9411
 -5.8287 -5.7282 -5.6304 -5.5288 -5.4155 -5.0428 -4.5802 -4.1458 -3.7782 -3.4687
 -3.2095 -2.9992 -2.8358 -2.7136 -2.6271 -2.5699 -2.5345 -2.5129 -2.5000 -2.4919
 -2.4875
 -9.4472 -8.7825 -8.2119 -7.7284 -7.3163 -6.9644 -6.6636 -6.4068 -6.1887 -6.0048
 -5.8491 -5.7136 -5.5897 -5.4701 -5.3511 -5.0327 -4.6292 -4.1940 -3.8170 -3.4995
 -3.2317 -3.0101 -2.8342 -2.7001 -2.6031 -2.5379 -2.4979 -2.4753 -2.4642 -2.4603
 -2.4594
-10.5315 -9.7218 -9.0061 -8.3832 -7.8470 -7.3922 -7.0054 -6.6757 -6.3942 -6.1534
 -5.9468 -5.7680 -5.6094 -5.4639 -5.2661 -4.9985 -4.6960 -4.2649 -3.8754
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = UX   
 -8.6544 -8.6780 -8.6873 -8.6758 -8.6368 -8.5652 -8.4569 -8.3171 -8.1742 -8.0316
 -7.8889 -7.7422 -7.5850 -7.4088 -7.2082 -6.6199 -5.9807 -5.3694 -4.7932
 -8.0954 -8.1235 -8.1352 -8.1309 -8.1061 -8.0581 -7.9832 -7.8765 -7.7513 -7.6197
 -7.4824 -7.3365 -7.1771 -6.9983 -6.7958 -6.2147 -5.6065 -5.0366 -4.5393 -4.1185
 -7.5996 -7.6279 -7.6451 -7.6485 -7.6352 -7.6028 -7.5488 -7.4686 -7.3653 -7.2482
 -7.1208 -6.9818 -6.8280 -6.6556 -6.4614 -5.9071 -5.3329 -4.7995 -4.3379 -3.9547
 -3.6432
 -7.1836 -7.2078 -7.2257 -7.2336 -7.2284 -7.2076 -7.1692 -7.1094 -7.0265 -6.9251
 -6.8093 -6.6799 -6.5353 -6.3727 -6.1900 -5.6675 -5.1268 -4.6250 -4.1890 -3.8290
 -3.5399 -3.3091
 -6.8683 -6.8737 -6.8831 -6.8894 -6.8874 -6.8738 -6.8461 -6.8013 -6.7360 -6.6503
 -6.5472 -6.4288 -6.2946 -6.1429 -5.9721 -5.4797 -4.9677 -4.4937 -4.0788 -3.7338
 -3.4579 -3.2397 -3.0691 -2.9368
 -6.8050 -6.6776 -6.6397 -6.6239 -6.6145 -6.6014 -6.5789 -6.5436 -6.4918 -6.4208
 -6.3311 -6.2245 -6.1015 -5.9611 -5.8021 -5.3368 -4.8466 -4.3952 -3.9985 -3.6642
 -3.3952 -3.1833 -3.0188 -2.8929 -2.7968 -2.7217 -2.6599 -2.6054 -2.5536 -2.5032
 -6.9851 -6.7736 -6.6196 -6.5131 -6.4424 -6.3985 -6.3688 -6.3362 -6.2923 -6.2329
 -6.1558 -6.0615 -5.9504 -5.8220 -5.6750 -5.2363 -4.7614 -4.3249 -3.9426 -3.6164
 -3.3499 -3.1395 -2.9767 -2.8531 -2.7616 -2.6937 -2.6410 -2.5979 -2.5601 -2.5236
 -2.4862
 -7.3264 -7.0394 -6.7956 -6.5980 -6.4447 -6.3287 -6.2427 -6.1809 -6.1364 -6.0844
 -6.0173 -5.9340 -5.8346 -5.7184 -5.5841 -5.1736 -4.7115 -4.2822 -3.9087 -3.5877
 -3.3208 -3.1079 -2.9430 -2.8182 -2.7270 -2.6622 -2.6157 -2.5802 -2.5517 -2.5271
 -2.5033
 -7.7147 -7.3617 -7.0534 -6.7873 -6.5635 -6.3802 -6.2316 -6.1117 -6.0219 -5.9591
 -5.9005 -5.8317 -5.7462 -5.6424 -5.5205 -5.1398 -4.6911 -4.2636 -3.8919 -3.5728
 -3.3036 -3.0854 -2.9154 -2.7866 -2.6929 -2.6279 -2.5844 -2.5542 -2.5324 -2.5157
 -2.5017
 -8.2262 -7.7812 -7.3953 -7.0620 -6.7740 -6.5282 -6.3218 -6.1502 -6.0089 -5.8964
 -5.8085 -5.7311 -5.6539 -5.5688 -5.4682 -5.1322 -4.7040 -4.2772 -3.9024 -3.5808
 -3.3069 -3.0806 -2.9016 -2.7650 -2.6646 -2.5952 -2.5503 -2.5223 -2.5049 -2.4935
 -2.4860
 -8.9632 -8.3757 -7.8760 -7.4499 -7.0847 -6.7711 -6.5030 -6.2756 -6.0846 -5.9257
 -5.7946 -5.6839 -5.5845 -5.4887 -5.3918 -5.1137 -4.7367 -4.3137 -3.9337 -3.6064
 -3.3261 -3.0904 -2.9002 -2.7528 -2.6429 -2.5654 -2.5151 -2.4851 -2.4688 -2.4613
 -2.4563
 -9.9682 -9.2299 -8.5781 -8.0179 -7.5429 -7.1385 -6.7937 -6.5000 -6.2503 -6.0389
 -5.8606 -5.7091 -5.5768 -5.4559 -5.2913 -5.0843 -4.7892 -4.3731 -3.9858
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = UX   
 -8.8226 -8.8393 -8.8265 -8.7826 -8.7090 -8.6061 -8.4823 -8.3217 -8.1874 -8.0549
 -7.9260 -7.8001 -7.6717 -7.5321 -7.3723 -6.8613 -6.2411 -5.6109 -5.0047
 -8.2608 -8.2831 -8.2876 -8.2704 -8.2284 -8.1591 -8.0591 -7.9263 -7.7932 -7.6655
 -7.5418 -7.4179 -7.2879 -7.1454 -6.9824 -6.4723 -5.8751 -5.2798 -4.7502 -4.3013
 -7.7498 -7.7766 -7.7888 -7.7837 -7.7587 -7.7117 -7.6407 -7.5423 -7.4264 -7.3088
 -7.1923 -7.0740 -6.9480 -6.8096 -6.6522 -6.1656 -5.6021 -5.0434 -4.5473 -4.1324
 -3.7944
