 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -5.6223 -5.6498 -5.6668 -5.6703 -5.6577 -5.6271 -5.5769 -5.5039 -5.4087 -5.3025
 -5.1928 -5.0801 -4.9596 -4.8272 -4.6779 -4.2191 -3.6869 -3.1578 -2.6843 -2.2900
 -1.9737 -1.7211
 -5.2626 -5.2821 -5.2979 -5.3053 -5.3007 -5.2818 -5.2468 -5.1936 -5.1189 -5.0269
 -4.9257 -4.8189 -4.7046 -4.5792 -4.4388 -4.0110 -3.5136 -3.0183 -2.5688 -2.1894
 -1.8849 -1.6440 -1.4540 -1.3042
 -5.0269 -5.0079 -5.0051 -5.0059 -5.0023 -4.9892 -4.9639 -4.9240 -4.8668 -4.7901
 -4.6991 -4.5992 -4.4911 -4.3725 -4.2402 -3.8402 -3.3723 -2.9066 -2.4805 -2.1135
 -1.8156 -1.5801 -1.3959 -1.2525 -1.1418 -1.0553 -0.9853 -0.9250 -0.8686 -0.8137
 -5.1013 -4.9557 -4.8602 -4.8039 -4.7734 -4.7531 -4.7302 -4.6975 -4.6520 -4.5899
 -4.5108 -4.4192 -4.3180 -4.2062 -4.0817 -3.7063 -3.2619 -2.8195 -2.4139 -2.0587
 -1.7639 -1.5293 -1.3465 -1.2053 -1.0983 -1.0180 -0.9569 -0.9082 -0.8664 -0.8263
 -0.7853
 -5.4120 -5.1595 -4.9575 -4.8068 -4.6969 -4.6163 -4.5574 -4.5159 -4.4753 -4.4238
 -4.3566 -4.2749 -4.1815 -4.0772 -3.9607 -3.6088 -3.1849 -2.7572 -2.3670 -2.0220
 -1.7291 -1.4920 -1.3065 -1.1638 -1.0569 -0.9791 -0.9232 -0.8818 -0.8491 -0.8217
 -0.7950
 -5.7766 -5.4560 -5.1798 -4.9471 -4.7587 -4.6097 -4.4927 -4.4053 -4.3385 -4.2825
 -4.2269 -4.1578 -4.0747 -3.9791 -3.8710 -3.5417 -3.1369 -2.7180 -2.3355 -1.9975
 -1.7056 -1.4645 -1.2739 -1.1273 -1.0174 -0.9387 -0.8847 -0.8479 -0.8216 -0.8017
 -0.7856
 -6.2227 -5.8267 -5.4813 -5.1820 -4.9258 -4.7113 -4.5345 -4.3908 -4.2748 -4.1818
 -4.1076 -4.0448 -3.9763 -3.8972 -3.8039 -3.5042 -3.1220 -2.7115 -2.3312 -1.9952
 -1.7027 -1.4559 -1.2571 -1.1026 -0.9862 -0.9023 -0.8456 -0.8094 -0.7866 -0.7714
 -0.7623
 -6.8441 -6.3294 -5.8909 -5.5134 -5.1874 -4.9075 -4.6697 -4.4702 -4.3033 -4.1647
 -4.0532 -3.9611 -3.8801 -3.8024 -3.7214 -3.4738 -3.1286 -2.7289 -2.3484 -2.0106
 -1.7153 -1.4623 -1.2537 -1.0890 -0.9631 -0.8709 -0.8078 -0.7680 -0.7452 -0.7334
 -0.7251
 -7.7439 -7.0646 -6.4860 -5.9948 -5.5753 -5.2161 -4.9088 -4.6470 -4.4256 -4.2393
 -4.0833 -3.9527 -3.8410 -3.7409 -3.6235 -3.4505 -3.1567 -2.7702 -2.3871
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = UX   
 -7.3471 -7.3570 -7.2999 -7.1956 -7.0628 -6.9170 -6.7709 -6.6352 -6.5137 -6.3946
 -6.2768 -6.1652 -6.0574 -5.9480 -5.8263 -5.4122 -4.8311 -4.1855 -3.5443
 -6.7766 -6.7931 -6.7867 -6.7526 -6.6861 -6.5833 -6.4415 -6.2763 -6.1438 -6.0224
 -5.9089 -5.8009 -5.6929 -5.5805 -5.4549 -5.0374 -4.4749 -3.8595 -3.2908 -2.8068
 -6.2516 -6.2750 -6.2797 -6.2623 -6.2196 -6.1504 -6.0534 -5.9266 -5.7958 -5.6773
 -5.5683 -5.4652 -5.3611 -5.2509 -5.1283 -4.7287 -4.2001 -3.6235 -3.0874 -2.6340
 -2.2635
 -5.7851 -5.8132 -5.8267 -5.8226 -5.7985 -5.7527 -5.6841 -5.5911 -5.4783 -5.3660
 -5.2611 -5.1617 -5.0624 -4.9569 -4.8400 -4.4666 -3.9767 -3.4410 -2.9341 -2.5014
 -2.1503 -1.8684
 -5.3882 -5.4160 -5.4323 -5.4369 -5.4258 -5.3972 -5.3498 -5.2822 -5.1926 -5.0905
 -4.9900 -4.8933 -4.7975 -4.6966 -4.5858 -4.2391 -3.7871 -3.2915 -2.8142 -2.3982
 -2.0588 -1.7882 -1.5725 -1.4001
 -5.0718 -5.0910 -5.1024 -5.1083 -5.1039 -5.0863 -5.0535 -5.0044 -4.9365 -4.8497
 -4.7551 -4.6610 -4.5676 -4.4705 -4.3650 -4.0421 -3.6243 -3.1651 -2.7178 -2.3182
 -1.9861 -1.7210 -1.5113 -1.3457 -1.2148 -1.1105 -1.0258 -0.9539 -0.8879 -0.8254
 -4.9813 -4.9070 -4.8657 -4.8497 -4.8393 -4.8246 -4.7998 -4.7623 -4.7105 -4.6409
 -4.5561 -4.4659 -4.3745 -4.2803 -4.1793 -3.8764 -3.4877 -3.0585 -2.6397 -2.2575
 -1.9310 -1.6672 -1.4589 -1.2961 -1.1692 -1.0711 -0.9949 -0.9345 -0.8840 -0.8366
 -0.7898
 -5.2102 -5.0043 -4.8582 -4.7552 -4.6814 -4.6310 -4.5954 -4.5615 -4.5185 -4.4629
 -4.3910 -4.3075 -4.2192 -4.1276 -4.0304 -3.7444 -3.3802 -2.9742 -2.5782 -2.2127
 -1.8922 -1.6274 -1.4168 -1.2529 -1.1264 -1.0303 -0.9590 -0.9054 -0.8642 -0.8306
 -0.7983
 -5.5559 -5.2684 -5.0258 -4.8317 -4.6840 -4.5730 -4.4868 -4.4162 -4.3625 -4.3128
 -4.2535 -4.1800 -4.0971 -4.0089 -3.9154 -3.6437 -3.3007 -2.9112 -2.5298 -2.1780
 -1.8640 -1.5976 -1.3829 -1.2150 -1.0861 -0.9892 -0.9193 -0.8699 -0.8346 -0.8083
 -0.7877
 -5.9627 -5.6057 -5.2943 -5.0268 -4.8033 -4.6220 -4.4762 -4.3582 -4.2618 -4.1868
 -4.1293 -4.0692 -3.9988 -3.9192 -3.8316 -3.5752 -3.2532 -2.8796 -2.5072 -2.1640
 -1.8554 -1.5873 -1.3661 -1.1908 -1.0554 -0.9536 -0.8807 -0.8312 -0.7986 -0.7769
 -0.7636
 -6.4928 -6.0411 -5.6512 -5.3132 -5.0212 -4.7732 -4.5661 -4.3943 -4.2509 -4.1323
 -4.0366 -3.9616 -3.8940 -3.8253 -3.7516 -3.5277 -3.2288 -2.8719 -2.5056 -2.1659
 -1.8603 -1.5908 -1.3627 -1.1782 -1.0337 -0.9240 -0.8448 -0.7911 -0.7575 -0.7382
 -0.7277
 -7.2578 -6.6615 -6.1549 -5.7220 -5.3503 -5.0304 -4.7572 -4.5260 -4.3317 -4.1685
 -4.0316 -3.9180 -3.8234 -3.7400 -3.6754 -3.5012 -3.2275 -2.8881 -2.5250
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value = UX   
 -7.6014 -7.6053 -7.4824 -7.2904 -7.0744 -6.8745 -6.7003 -6.6327 -6.5315 -6.4254
 -6.3156 -6.2121 -6.1177 -6.0288 -5.9360 -5.6247 -5.1229 -4.4838 -3.8501
 -7.0155 -7.0269 -6.9935 -6.9021 -6.7823 -6.6370 -6.4687 -6.2977 -6.1778 -6.0654
 -5.9592 -5.8609 -5.7679 -5.6762 -5.5803 -5.2638 -4.7743 -4.1671 -3.5737 -3.0498
 -6.4766 -6.4954 -6.4801 -6.4481 -6.3812 -6.2836 -6.1516 -5.9812 -5.8435 -5.7291
 -5.6255 -5.5322 -5.4433 -5.3538 -5.2588 -4.9538 -4.4968 -3.9328 -3.3681 -2.8772
 -2.4710
 -5.9754 -6.0030 -6.0116 -5.9975 -5.9575 -5.8900 -5.7956 -5.6741 -5.5400 -5.4223
 -5.3198 -5.2294 -5.1448 -5.0594 -4.9679 -4.6811 -4.2620 -3.7451 -3.2156 -2.7454
 -2.3561 -2.0402
 -5.5460 -5.5764 -5.5932 -5.5923 -5.5711 -5.5276 -5.4615 -5.3729 -5.2621 -5.1487
 -5.0463 -4.9561 -4.8736 -4.7916 -4.7046 -4.4369 -4.0550 -3.5839 -3.0918 -2.6415
 -2.2641 -1.9587 -1.7131 -1.5148
 -5.1896 -5.2129 -5.2303 -5.2363 -5.2271 -5.2005 -5.1554 -5.0912 -5.0068 -4.9052
 -4.8053 -4.7142 -4.6317 -4.5518 -4.4683 -4.2181 -3.8702 -3.4405 -2.9863 -2.5583
 -2.1902 -1.8904 -1.6505 -1.4591 -1.3056 -1.1810 -1.0787 -0.9915 -0.9131 -0.8409
 -4.9580 -4.9428 -4.9375 -4.9382 -4.9324 -4.9153 -4.8837 -4.8365 -4.7731 -4.6909
 -4.5969 -4.5060 -4.4221 -4.3424 -4.2615 -4.0256 -3.7070 -3.3132 -2.8945 -2.4908
 -2.1325 -1.8352 -1.5971 -1.4084 -1.2589 -1.1400 -1.0458 -0.9703 -0.9076 -0.8505
 -0.7965
 -5.0483 -4.9065 -4.8080 -4.7464 -4.7091 -4.6831 -4.6553 -4.6179 -4.5679 -4.5035
 -4.4223 -4.3339 -4.2486 -4.1679 -4.0879 -3.8630 -3.5687 -3.2038 -2.8152 -2.4359
 -2.0892 -1.7935 -1.5542 -1.3644 -1.2156 -1.0990 -1.0088 -0.9394 -0.8858 -0.8431
 -0.8035
 -5.3606 -5.1053 -4.9035 -4.7566 -4.6516 -4.5695 -4.5007 -4.4443 -4.3956 -4.3429
 -4.2762 -4.1957 -4.1108 -4.0287 -3.9485 -3.7312 -3.4557 -3.1138 -2.7466 -2.3880
 -2.0541 -1.7610 -1.5189 -1.3261 -1.1749 -1.0575 -0.9685 -0.9027 -0.8544 -0.8186
 -0.7916
 -5.7417 -5.4167 -5.1356 -4.9007 -4.7118 -4.5656 -4.4525 -4.3618 -4.2820 -4.2141
 -4.1556 -4.0870 -4.0077 -3.9260 -3.8450 -3.6326 -3.3734 -3.0525 -2.7015 -2.3583
 -2.0369 -1.7474 -1.5015 -1.3022 -1.1451 -1.0231 -0.9311 -0.8642 -0.8178 -0.7862
 -0.7646
 -6.2088 -5.8046 -5.4525 -5.1471 -4.8863 -4.6695 -4.4925 -4.3480 -4.2291 -4.1303
 -4.0484 -3.9819 -3.9155 -3.8425 -3.7658 -3.5613 -3.3160 -3.0138 -2.6761 -2.3427
 -2.0306 -1.7458 -1.4969 -1.2902 -1.1247 -0.9952 -0.8973 -0.8262 -0.7778 -0.7471
 -0.7286
 -6.8586 -6.3326 -5.8845 -5.4989 -5.1657 -4.8797 -4.6375 -4.4350 -4.2662 -4.1244
 -4.0049 -3.9066 -3.8238 -3.7508 -3.7109 -3.5173 -3.2835 -2.9977 -2.6704
