 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -0.9697
 -3.8088 -3.7849 -3.5975 -3.3203 -3.0547 -2.8215 -2.6148 -2.4415 -2.2947 -2.1663
 -2.0521 -1.9460 -1.8472 -1.7552 -1.6697 -1.4851 -1.3381 -1.2200 -1.1229 -1.0412
 -0.9717 -0.9129
 -3.7051 -3.5041 -3.4672 -3.3368 -3.0941 -2.8530 -2.6383 -2.4522 -2.2959 -2.1624
 -2.0463 -1.9407 -1.8423 -1.7508 -1.6654 -1.4803 -1.3328 -1.2155 -1.1202 -1.0411
 -0.9746 -0.9189 -0.8723 -0.8330
 -3.7327 -3.4412 -3.2388 -3.1584 -3.0871 -2.8890 -2.6735 -2.4788 -2.3100 -2.1676
 -2.0460 -1.9397 -1.8417 -1.7504 -1.6653 -1.4796 -1.3310 -1.2134 -1.1191 -1.0419
 -0.9778 -0.9248 -0.8811 -0.8444 -0.8133 -0.7877 -0.7676 -0.7537 -0.7467 -0.7478
 -3.8134 -3.4762 -3.2090 -3.0100 -2.8892 -2.8244 -2.6989 -2.5141 -2.3384 -2.1843
 -2.0536 -1.9427 -1.8442 -1.7531 -1.6681 -1.4818 -1.3316 -1.2131 -1.1190 -1.0430
 -0.9809 -0.9303 -0.8893 -0.8556 -0.8274 -0.8040 -0.7854 -0.7719 -0.7639 -0.7629
 -0.7699
 -3.9306 -3.5593 -3.2525 -3.0056 -2.8137 -2.6746 -2.5790 -2.4943 -2.3670 -2.2134
 -2.0725 -1.9522 -1.8500 -1.7584 -1.6735 -1.4866 -1.3346 -1.2144 -1.1196 -1.0440
 -0.9833 -0.9348 -0.8963 -0.8658 -0.8408 -0.8203 -0.8035 -0.7910 -0.7838 -0.7825
 -0.7874
 -4.0750 -3.6742 -3.3362 -3.0549 -2.8258 -2.6433 -2.5004 -2.3866 -2.2928 -2.2013
 -2.0916 -1.9696 -1.8594 -1.7649 -1.6795 -1.4920 -1.3383 -1.2158 -1.1197 -1.0438
 -0.9840 -0.9372 -0.9011 -0.8735 -0.8521 -0.8353 -0.8225 -0.8132 -0.8072 -0.8055
 -0.8089
 -4.2164 -3.8088 -3.4533 -3.1449 -2.8855 -2.6721 -2.4990 -2.3582 -2.2403 -2.1380
 -2.0469 -1.9598 -1.8687 -1.7754 -1.6897 -1.5015 -1.3459 -1.2207 -1.1222 -1.0449
 -0.9849 -0.9389 -0.9045 -0.8795 -0.8615 -0.8485 -0.8395 -0.8337 -0.8306 -0.8307
 -0.8338
 -4.3873 -3.9613 -3.5876 -3.2612 -2.9785 -2.7384 -2.5387 -2.3743 -2.2379 -2.1214
 -2.0185 -1.9262 -1.8425 -1.7640 -1.6886 -1.5116 -1.3553 -1.2275 -1.1260 -1.0465
 -0.9853 -0.9392 -0.9057 -0.8826 -0.8674 -0.8582 -0.8534 -0.8516 -0.8522 -0.8551
 -0.8595
 -4.5878 -4.1317 -3.7234 -3.3901 -3.0933 -2.8338 -2.6109 -2.4231 -2.2665 -2.1347
 -2.0213 -1.9211 -1.8309 -1.7493 -1.6762 -1.5223 -1.3665 -1.2362 -1.1311
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.0476 -3.7360 -3.4671 -3.2368 -3.0008 -2.8025 -2.6338 -2.4840 -2.3490 -2.2259
 -2.1120 -2.0055 -1.9063 -1.8142 -1.7288 -1.5419 -1.3832 -1.2543 -1.1442
 -4.1346 -3.7835 -3.4816 -3.2242 -2.9927 -2.7819 -2.6050 -2.4521 -2.3122 -2.1907
 -2.0771 -1.9712 -1.8726 -1.7811 -1.6961 -1.5116 -1.3612 -1.2369 -1.1324 -1.0425
 -4.1484 -3.8460 -3.5285 -3.2464 -3.0064 -2.7833 -2.5935 -2.4348 -2.2920 -2.1695
 -2.0566 -1.9513 -1.8533 -1.7622 -1.6775 -1.4938 -1.3455 -1.2244 -1.1239 -1.0382
 -0.9643
 -3.8557 -3.8465 -3.5814 -3.2920 -3.0305 -2.8032 -2.6000 -2.4305 -2.2856 -2.1578
 -2.0450 -1.9403 -1.8428 -1.7521 -1.6677 -1.4839 -1.3361 -1.2168 -1.1187 -1.0361
 -0.9655 -0.9052
 -3.7200 -3.6144 -3.5602 -3.3348 -3.0738 -2.8340 -2.6239 -2.4403 -2.2867 -2.1543
 -2.0395 -1.9351 -1.8380 -1.7477 -1.6634 -1.4793 -1.3310 -1.2123 -1.1157 -1.0354
 -0.9675 -0.9100 -0.8617 -0.8213
 -3.7258 -3.4512 -3.3124 -3.2787 -3.1062 -2.8753 -2.6575 -2.4650 -2.2996 -2.1596
 -2.0390 -1.9339 -1.8370 -1.7470 -1.6629 -1.4785 -1.3291 -1.2102 -1.1145 -1.0358
 -0.9699 -0.9149 -0.8691 -0.8310 -0.7992 -0.7728 -0.7523 -0.7382 -0.7316 -0.7332
 -3.8098 -3.4687 -3.2138 -3.0521 -2.9925 -2.8909 -2.6966 -2.5008 -2.3264 -2.1745
 -2.0465 -1.9365 -1.8392 -1.7492 -1.6653 -1.4806 -1.3299 -1.2098 -1.1143 -1.0365
 -0.9725 -0.9195 -0.8761 -0.8405 -0.8111 -0.7868 -0.7677 -0.7539 -0.7462 -0.7460
 -0.7537
 -3.9506 -3.5540 -3.2446 -3.0059 -2.8358 -2.7352 -2.6640 -2.5320 -2.3622 -2.2032
 -2.0638 -1.9456 -1.8446 -1.7540 -1.6700 -1.4850 -1.3328 -1.2112 -1.1149 -1.0375
 -0.9746 -0.9235 -0.8823 -0.8492 -0.8225 -0.8008 -0.7839 -0.7717 -0.7645 -0.7630
 -0.7687
 -4.1242 -3.6870 -3.3304 -3.0465 -2.8231 -2.6538 -2.5312 -2.4413 -2.3524 -2.2302
 -2.0907 -1.9626 -1.8537 -1.7602 -1.6756 -1.4900 -1.3364 -1.2128 -1.1152 -1.0375
 -0.9752 -0.9255 -0.8863 -0.8558 -0.8321 -0.8135 -0.7995 -0.7897 -0.7842 -0.7833
 -0.7880
 -4.3363 -3.8606 -3.4644 -3.1400 -2.8771 -2.6673 -2.5024 -2.3732 -2.2685 -2.1777
 -2.0870 -1.9847 -1.8741 -1.7736 -1.6864 -1.4994 -1.3442 -1.2181 -1.1182 -1.0391
 -0.9766 -0.9275 -0.8897 -0.8613 -0.8403 -0.8249 -0.8143 -0.8075 -0.8045 -0.8048
 -0.8097
 -4.6211 -4.0748 -3.6285 -3.2724 -2.9750 -2.7306 -2.5327 -2.3736 -2.2445 -2.1357
 -2.0400 -1.9528 -1.8685 -1.7828 -1.6972 -1.5109 -1.3542 -1.2256 -1.1229 -1.0416
 -0.9779 -0.9286 -0.8915 -0.8646 -0.8458 -0.8335 -0.8264 -0.8233 -0.8236 -0.8269
 -0.8334
 -4.9784 -4.3296 -3.8010 -3.4290 -3.1059 -2.8324 -2.6043 -2.4169 -2.2636 -2.1366
 -2.0284 -1.9327 -1.8462 -1.7665 -1.7080 -1.5245 -1.3664 -1.2353 -1.1293
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.9812 -3.6880 -3.4326 -3.2114 -2.9765 -2.7882 -2.6248 -2.4756 -2.3397 -2.2163
 -2.1039 -1.9988 -1.9008 -1.8097 -1.7251 -1.5393 -1.3811 -1.2515 -1.1410
 -4.0689 -3.7329 -3.4451 -3.2009 -2.9722 -2.7682 -2.5956 -2.4423 -2.3047 -2.1829
 -2.0718 -1.9672 -1.8699 -1.7794 -1.6953 -1.5116 -1.3606 -1.2354 -1.1299 -1.0395
 -4.1436 -3.8058 -3.4915 -3.2190 -2.9875 -2.7689 -2.5845 -2.4278 -2.2852 -2.1642
 -2.0524 -1.9484 -1.8517 -1.7617 -1.6780 -1.4952 -1.3459 -1.2236 -1.1218 -1.0351
 -0.9604
 -4.0634 -3.8567 -3.5546 -3.2646 -3.0109 -2.7901 -2.5899 -2.4233 -2.2804 -2.1529
 -2.0412 -1.9377 -1.8413 -1.7517 -1.6682 -1.4857 -1.3370 -1.2162 -1.1167 -1.0327
 -0.9609 -0.8991
 -3.7729 -3.7479 -3.5872 -3.3187 -3.0533 -2.8191 -2.6119 -2.4324 -2.2809 -2.1494
 -2.0356 -1.9322 -1.8362 -1.7469 -1.6636 -1.4809 -1.3319 -1.2117 -1.1136 -1.0317
 -0.9622 -0.9028 -0.8527 -0.8109
 -3.7195 -3.4854 -3.4394 -3.3321 -3.0995 -2.8597 -2.6451 -2.4556 -2.2925 -2.1545
 -2.0348 -1.9306 -1.8348 -1.7457 -1.6626 -1.4797 -1.3298 -1.2093 -1.1120 -1.0316
 -0.9640 -0.9068 -0.8588 -0.8190 -0.7859 -0.7587 -0.7375 -0.7228 -0.7164 -0.7181
 -3.7923 -3.4616 -3.2340 -3.1436 -3.0860 -2.8983 -2.6852 -2.4894 -2.3171 -2.1680
 -2.0417 -1.9327 -1.8363 -1.7472 -1.6643 -1.4812 -1.3303 -1.2087 -1.1115 -1.0320
 -0.9659 -0.9106 -0.8648 -0.8271 -0.7961 -0.7706 -0.7506 -0.7362 -0.7282 -0.7284
 -0.7365
 -3.9446 -3.5364 -3.2357 -3.0156 -2.8869 -2.8308 -2.7112 -2.5291 -2.3521 -2.1946
 -2.0575 -1.9411 -1.8410 -1.7513 -1.6682 -1.4851 -1.3329 -1.2099 -1.1119 -1.0328
 -0.9678 -0.9141 -0.8701 -0.8345 -0.8058 -0.7825 -0.7642 -0.7512 -0.7438 -0.7426
 -0.7490
 -4.1315 -3.6761 -3.3140 -3.0360 -2.8253 -2.6792 -2.5908 -2.5122 -2.3826 -2.2273
 -2.0826 -1.9567 -1.8493 -1.7567 -1.6729 -1.4893 -1.3362 -1.2115 -1.1122 -1.0326
 -0.9682 -0.9158 -0.8736 -0.8402 -0.8139 -0.7932 -0.7777 -0.7668 -0.7607 -0.7601
 -0.7653
 -4.4049 -3.8775 -3.4541 -3.1245 -2.8654 -2.6645 -2.5136 -2.4032 -2.3169 -2.2270
 -2.1135 -1.9870 -1.8702 -1.7699 -1.6832 -1.4980 -1.3436 -1.2168 -1.1154 -1.0345
 -0.9698 -0.9179 -0.8769 -0.8452 -0.8211 -0.8031 -0.7904 -0.7821 -0.7783 -0.7791
 -0.7846
 -4.7712 -4.1406 -3.6426 -3.2641 -2.9606 -2.7183 -2.5268 -2.3768 -2.2589 -2.1615
 -2.0742 -1.9864 -1.8912 -1.7906 -1.6980 -1.5094 -1.3535 -1.2245 -1.1205 -1.0375
 -0.9716 -0.9195 -0.8790 -0.8485 -0.8263 -0.8108 -0.8009 -0.7957 -0.7948 -0.7978
 -0.8050
 -5.2303 -4.4654 -3.8588 -3.4439 -3.1000 -2.8195 -2.5921 -2.4089 -2.2620 -2.1424
 -2.0415 -1.9521 -1.8692 -1.7888 -1.7173 -1.5235 -1.3659 -1.2346 -1.1275
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.9157 -3.6591 -3.4188 -3.1934 -2.9656 -2.7632 -2.5894 -2.4389 -2.3071 -2.1901
 -2.0846 -1.9876 -1.8966 -1.8095 -1.7255 -1.5402 -1.3817 -1.2476 -1.1379
 -4.0270 -3.6946 -3.4170 -3.1889 -2.9612 -2.7612 -2.5912 -2.4392 -2.3021 -2.1821
 -2.0709 -1.9674 -1.8711 -1.7816 -1.6983 -1.5152 -1.3634 -1.2355 -1.1293 -1.0381
 -4.1254 -3.7657 -3.4594 -3.2014 -2.9762 -2.7604 -2.5803 -2.4244 -2.2831 -2.1631
 -2.0523 -1.9493 -1.8536 -1.7646 -1.6818 -1.4998 -1.3499 -1.2259 -1.1225 -1.0344
 -0.9585
 -4.1263 -3.8416 -3.5250 -3.2406 -3.0000 -2.7806 -2.5836 -2.4198 -2.2781 -2.1516
 -2.0409 -1.9384 -1.8431 -1.7544 -1.6719 -1.4905 -1.3412 -1.2188 -1.1175 -1.0319
 -0.9585 -0.8951
 -3.8969 -3.8268 -3.5841 -3.2986 -3.0356 -2.8120 -2.6047 -2.4273 -2.2781 -2.1469
 -2.0347 -1.9324 -1.8373 -1.7489 -1.6666 -1.4854 -1.3360 -1.2142 -1.1143 -1.0306
 -0.9593 -0.8980 -0.8459 -0.8022
 -3.7244 -3.5754 -3.5420 -3.3420 -3.0866 -2.8461 -2.6385 -2.4486 -2.2886 -2.1525
 -2.0333 -1.9302 -1.8351 -1.7469 -1.6647 -1.4834 -1.3334 -1.2115 -1.1123 -1.0301
 -0.9605 -0.9012 -0.8510 -0.8090 -0.7743 -0.7461 -0.7240 -0.7086 -0.7017 -0.7031
 -3.7721 -3.4616 -3.2896 -3.2612 -3.1148 -2.8920 -2.6746 -2.4829 -2.3112 -2.1645
 -2.0400 -1.9316 -1.8359 -1.7477 -1.6655 -1.4841 -1.3333 -1.2104 -1.1114 -1.0300
 -0.9619 -0.9043 -0.8559 -0.8159 -0.7830 -0.7562 -0.7352 -0.7197 -0.7109 -0.7109
 -0.7189
 -3.9131 -3.5160 -3.2316 -3.0457 -2.9824 -2.8993 -2.7152 -2.5212 -2.3452 -2.1891
 -2.0542 -1.9394 -1.8398 -1.7509 -1.6686 -1.4870 -1.3353 -1.2112 -1.1115 -1.0304
 -0.9633 -0.9072 -0.8605 -0.8223 -0.7913 -0.7664 -0.7469 -0.7327 -0.7240 -0.7221
 -0.7287
 -4.1069 -3.6498 -3.2936 -3.0283 -2.8394 -2.7345 -2.6733 -2.5487 -2.3813 -2.2202
 -2.0763 -1.9534 -1.8472 -1.7553 -1.6724 -1.4904 -1.3380 -1.2124 -1.1114 -1.0300
 -0.9636 -0.9086 -0.8635 -0.8271 -0.7981 -0.7753 -0.7580 -0.7456 -0.7385 -0.7370
 -0.7420
 -4.4249 -3.8660 -3.4298 -3.1042 -2.8550 -2.6685 -2.5404 -2.4578 -2.3760 -2.2549
 -2.1142 -1.9822 -1.8668 -1.7677 -1.6817 -1.4981 -1.3447 -1.2174 -1.1145 -1.0318
 -0.9651 -0.9107 -0.8667 -0.8317 -0.8045 -0.7838 -0.7688 -0.7586 -0.7533 -0.7533
 -0.7587
 -4.8546 -4.1646 -3.6323 -3.2421 -2.9410 -2.7060 -2.5245 -2.3882 -2.2869 -2.2034
 -2.1156 -2.0116 -1.8971 -1.7896 -1.6967 -1.5089 -1.3539 -1.2248 -1.1196 -1.0350
 -0.9671 -0.9126 -0.8690 -0.8350 -0.8093 -0.7906 -0.7780 -0.7704 -0.7674 -0.7694
 -0.7761
 -5.3960 -4.5456 -3.9011 -3.4348 -3.0811 -2.8008 -2.5786 -2.4027 -2.2649 -2.1557
 -2.0646 -1.9816 -1.8981 -1.8100 -1.7174 -1.5228 -1.3656 -1.2346 -1.1267
