 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.0686 -2.9682 -2.8747 -2.7878 -2.7070 -2.5328 -2.3938 -2.2828 -2.1935 -2.1201
 -2.0593
 -4.7278 -4.7093 -4.5317 -4.2663 -4.0119 -3.7884 -3.5902 -3.4246 -3.2853 -3.1640
 -3.0566 -2.9570 -2.8644 -2.7781 -2.6979 -2.5244 -2.3865 -2.2776 -2.1908 -2.1204
 -2.0627 -2.0154
 -4.6255 -4.4350 -4.4032 -4.2806 -4.0486 -3.8179 -3.6124 -3.4344 -3.2857 -3.1594
 -3.0501 -2.9511 -2.8591 -2.7736 -2.6939 -2.5209 -2.3832 -2.2751 -2.1900 -2.1218
 -2.0665 -2.0217 -1.9856 -1.9562
 -4.6490 -4.3723 -4.1799 -4.1053 -4.0398 -3.8509 -3.6451 -3.4592 -3.2982 -3.1630
 -3.0484 -2.9488 -2.8572 -2.7723 -2.6931 -2.5205 -2.3825 -2.2745 -2.1902 -2.1236
 -2.0703 -2.0278 -1.9940 -1.9668 -1.9445 -1.9273 -1.9156 -1.9099 -1.9105 -1.9178
 -4.7219 -4.4032 -4.1495 -3.9600 -3.8456 -3.7859 -3.6677 -3.4917 -3.3243 -3.1777
 -3.0540 -2.9498 -2.8578 -2.7732 -2.6944 -2.5222 -2.3835 -2.2751 -2.1910 -2.1253
 -2.0736 -2.0331 -2.0017 -1.9771 -1.9573 -1.9416 -1.9305 -1.9244 -1.9239 -1.9298
 -1.9422
 -4.8283 -4.4784 -4.1885 -3.9543 -3.7716 -3.6391 -3.5490 -3.4700 -3.3499 -3.2042
 -3.0705 -2.9570 -2.8612 -2.7760 -2.6974 -2.5254 -2.3861 -2.2766 -2.1920 -2.1267
 -2.0761 -2.0373 -2.0081 -1.9863 -1.9693 -1.9563 -1.9466 -1.9410 -1.9403 -1.9453
 -1.9563
 -4.9591 -4.5826 -4.2644 -3.9989 -3.7818 -3.6082 -3.4719 -3.3638 -3.2754 -3.1897
 -3.0868 -2.9717 -2.8680 -2.7798 -2.7006 -2.5285 -2.3884 -2.2776 -2.1921 -2.1265
 -2.0766 -2.0393 -2.0122 -1.9931 -1.9795 -1.9698 -1.9636 -1.9604 -1.9603 -1.9644
 -1.9737
 -5.0913 -4.7060 -4.3708 -4.0808 -3.8362 -3.6343 -3.4699 -3.3357 -3.2235 -3.1265
 -3.0407 -2.9593 -2.8743 -2.7871 -2.7075 -2.5349 -2.3936 -2.2811 -2.1938 -2.1270
 -2.0769 -2.0403 -2.0147 -1.9979 -1.9875 -1.9815 -1.9788 -1.9787 -1.9811 -1.9864
 -1.9946
 -5.2518 -4.8474 -4.4938 -4.1863 -3.9208 -3.6949 -3.5064 -3.3505 -3.2208 -3.1099
 -3.0122 -2.9251 -2.8464 -2.7733 -2.7033 -2.5413 -2.4000 -2.2856 -2.1961 -2.1274
 -2.0763 -2.0396 -2.0149 -1.9998 -1.9921 -1.9896 -1.9909 -1.9947 -2.0005 -2.0082
 -2.0174
 -5.4408 -5.0067 -4.6192 -4.3042 -4.0250 -3.7815 -3.5723 -3.3955 -3.2474 -3.1223
 -3.0145 -2.9195 -2.8342 -2.7575 -2.6880 -2.5477 -2.4076 -2.2911 -2.1990
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.9633 -4.6652 -4.4074 -4.1861 -3.9583 -3.7673 -3.6061 -3.4637 -3.3357 -3.2191
 -3.1112 -3.0103 -2.9162 -2.8288 -2.7478 -2.5702 -2.4200 -2.2996 -2.1998
 -5.0478 -4.7116 -4.4222 -4.1751 -3.9522 -3.7492 -3.5796 -3.4343 -3.3018 -3.1868
 -3.0794 -2.9793 -2.8862 -2.7996 -2.7191 -2.5442 -2.4019 -2.2862 -2.1917 -2.1135
 -5.0596 -4.7711 -4.4671 -4.1965 -3.9662 -3.7515 -3.5693 -3.4180 -3.2827 -3.1668
 -3.0603 -2.9610 -2.8687 -2.7829 -2.7030 -2.5294 -2.3894 -2.2769 -2.1862 -2.1118
 -2.0501
 -4.7743 -4.7699 -4.5168 -4.2396 -3.9889 -3.7709 -3.5758 -3.4137 -3.2761 -3.1552
 -3.0489 -2.9505 -2.8590 -2.7738 -2.6944 -2.5216 -2.3825 -2.2717 -2.1833 -2.1116
 -2.0526 -2.0040
 -4.6408 -4.5427 -4.4943 -4.2793 -4.0293 -3.7997 -3.5986 -3.4228 -3.2764 -3.1510
 -3.0428 -2.9448 -2.8538 -2.7693 -2.6904 -2.5181 -2.3792 -2.2692 -2.1822 -2.1124
 -2.0556 -2.0092 -1.9716 -1.9413
 -4.6437 -4.3826 -4.2517 -4.2228 -4.0588 -3.8380 -3.6298 -3.4459 -3.2880 -3.1550
 -3.0411 -2.9424 -2.8518 -2.7677 -2.6894 -2.5177 -2.3785 -2.2686 -2.1823 -2.1138
 -2.0587 -2.0143 -1.9788 -1.9505 -1.9278 -1.9101 -1.8983 -1.8930 -1.8942 -1.9022
 -4.7203 -4.3971 -4.1546 -4.0011 -3.9464 -3.8512 -3.6658 -3.4789 -3.3127 -3.1680
 -3.0467 -2.9432 -2.8521 -2.7683 -2.6903 -2.5191 -2.3796 -2.2691 -2.1830 -2.1153
 -2.0616 -2.0189 -1.9854 -1.9592 -1.9385 -1.9224 -1.9111 -1.9051 -1.9053 -1.9119
 -1.9253
 -4.8498 -4.4751 -4.1819 -3.9551 -3.7931 -3.6981 -3.6320 -3.5070 -3.3455 -3.1942
 -3.0618 -2.9501 -2.8552 -2.7708 -2.6929 -2.5221 -2.3821 -2.2708 -2.1842 -2.1166
 -2.0639 -2.0228 -1.9911 -1.9671 -1.9488 -1.9348 -1.9252 -1.9199 -1.9196 -1.9252
 -1.9371
 -5.0093 -4.5972 -4.2605 -3.9918 -3.7796 -3.6183 -3.5017 -3.4170 -3.3335 -3.2182
 -3.0858 -2.9645 -2.8619 -2.7743 -2.6958 -2.5249 -2.3844 -2.2721 -2.1845 -2.1167
 -2.0645 -2.0246 -1.9947 -1.9729 -1.9573 -1.9462 -1.9391 -1.9358 -1.9364 -1.9416
 -1.9523
 -5.2069 -4.7576 -4.3836 -4.0776 -3.8292 -3.6301 -3.4733 -3.3501 -3.2507 -3.1650
 -3.0797 -2.9836 -2.8793 -2.7848 -2.7035 -2.5312 -2.3899 -2.2760 -2.1868 -2.1179
 -2.0653 -2.0259 -1.9972 -1.9773 -1.9642 -1.9561 -1.9521 -1.9515 -1.9542 -1.9598
 -1.9702
 -5.4720 -4.9563 -4.5351 -4.1992 -3.9190 -3.6884 -3.5011 -3.3499 -3.2270 -3.1235
 -3.0327 -2.9504 -2.8713 -2.7911 -2.7111 -2.5392 -2.3967 -2.2811 -2.1900 -2.1193
 -2.0656 -2.0260 -1.9979 -1.9794 -1.9684 -1.9631 -1.9625 -1.9653 -1.9710 -1.9794
 -1.9907
 -5.8047 -5.1933 -4.6958 -4.3438 -4.0390 -3.7817 -3.5669 -3.3900 -3.2447 -3.1240
 -3.0210 -2.9302 -2.8484 -2.7734 -2.7186 -2.5489 -2.4048 -2.2874 -2.1941
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.9001 -4.6194 -4.3744 -4.1617 -3.9347 -3.7536 -3.5974 -3.4554 -3.3263 -3.2092
 -3.1025 -3.0028 -2.9098 -2.8233 -2.7430 -2.5665 -2.4164 -2.2953 -2.1943
 -4.9845 -4.6631 -4.3873 -4.1527 -3.9323 -3.7357 -3.5702 -3.4243 -3.2939 -3.1784
 -3.0732 -2.9742 -2.8821 -2.7964 -2.7168 -2.5425 -2.3995 -2.2824 -2.1863 -2.1070
 -5.0556 -4.7328 -4.4317 -4.1703 -3.9479 -3.7373 -3.5602 -3.4107 -3.2754 -3.1608
 -3.0552 -2.9570 -2.8657 -2.7808 -2.7017 -2.5288 -2.3877 -2.2734 -2.1808 -2.1049
 -2.0420
 -4.9762 -4.7804 -4.4914 -4.2135 -3.9701 -3.7581 -3.5657 -3.4063 -3.2705 -3.1497
 -3.0443 -2.9467 -2.8560 -2.7718 -2.6932 -2.5212 -2.3810 -2.2683 -2.1778 -2.1043
 -2.0437 -1.9937
 -4.6928 -4.6729 -4.5210 -4.2641 -4.0098 -3.7855 -3.5868 -3.4147 -3.2703 -3.1457
 -3.0382 -2.9409 -2.8508 -2.7670 -2.6890 -2.5177 -2.3778 -2.2657 -2.1765 -2.1047
 -2.0461 -1.9979 -1.9588 -1.9275
 -4.6386 -4.4164 -4.3756 -4.2750 -4.0527 -3.8232 -3.6180 -3.4366 -3.2807 -3.1495
 -3.0363 -2.9383 -2.8484 -2.7651 -2.6875 -2.5168 -2.3768 -2.2649 -2.1763 -2.1056
 -2.0486 -2.0022 -1.9648 -1.9350 -1.9115 -1.8934 -1.8814 -1.8760 -1.8774 -1.8859
 -4.7051 -4.3911 -4.1746 -4.0902 -4.0376 -3.8586 -3.6549 -3.4680 -3.3035 -3.1613
 -3.0415 -2.9388 -2.8484 -2.7652 -2.6879 -2.5178 -2.3777 -2.2653 -2.1768 -2.1069
 -2.0510 -2.0062 -1.9705 -1.9424 -1.9205 -1.9037 -1.8918 -1.8857 -1.8860 -1.8932
 -1.9072
 -4.8462 -4.4598 -4.1742 -3.9648 -3.8428 -3.7912 -3.6781 -3.5044 -3.3357 -3.1857
 -3.0553 -2.9451 -2.8510 -2.7673 -2.6900 -2.5203 -2.3800 -2.2668 -2.1779 -2.1082
 -2.0531 -2.0096 -1.9755 -1.9492 -1.9292 -1.9142 -1.9036 -1.8979 -1.8978 -1.9039
 -1.9165
 -5.0192 -4.5889 -4.2462 -3.9825 -3.7820 -3.6430 -3.5595 -3.4859 -3.3630 -3.2153
 -3.0778 -2.9583 -2.8569 -2.7702 -2.6922 -2.5225 -2.3820 -2.2681 -2.1784 -2.1083
 -2.0537 -2.0112 -1.9786 -1.9542 -1.9364 -1.9236 -1.9153 -1.9112 -1.9117 -1.9175
 -1.9292
 -5.2743 -4.7760 -4.3758 -4.0641 -3.8187 -3.6277 -3.4841 -3.3790 -3.2974 -3.2127
 -3.1054 -2.9856 -2.8750 -2.7805 -2.6995 -2.5284 -2.3871 -2.2720 -2.1809 -2.1098
 -2.0548 -2.0127 -1.9811 -1.9582 -1.9424 -1.9320 -1.9263 -1.9245 -1.9268 -1.9333
 -1.9444
 -5.6163 -5.0211 -4.5508 -4.1931 -3.9065 -3.6774 -3.4957 -3.3529 -3.2406 -3.1481
 -3.0655 -2.9826 -2.8930 -2.7982 -2.7112 -2.5364 -2.3940 -2.2774 -2.1846 -2.1118
 -2.0557 -2.0133 -1.9822 -1.9604 -1.9463 -1.9382 -1.9352 -1.9363 -1.9411 -1.9495
 -1.9616
 -6.0452 -5.3242 -4.7535 -4.3603 -4.0352 -3.7707 -3.5560 -3.3827 -3.2431 -3.1293
 -3.0333 -2.9484 -2.8701 -2.7943 -2.7273 -2.5465 -2.4027 -2.2843 -2.1895
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.8370 -4.5915 -4.3608 -4.1437 -3.9236 -3.7286 -3.5618 -3.4181 -3.2926 -3.1817
 -3.0817 -2.9900 -2.9039 -2.8214 -2.7416 -2.5656 -2.4156 -2.2895 -2.1891
 -4.9451 -4.6263 -4.3599 -4.1408 -3.9211 -3.7283 -3.5654 -3.4205 -3.2903 -3.1763
 -3.0708 -2.9726 -2.8814 -2.7966 -2.7176 -2.5439 -2.4001 -2.2801 -2.1828 -2.1020
 -5.0387 -4.6944 -4.4009 -4.1533 -3.9367 -3.7285 -3.5554 -3.4067 -3.2725 -3.1586
 -3.0536 -2.9562 -2.8657 -2.7816 -2.7033 -2.5310 -2.3891 -2.2729 -2.1781 -2.1002
 -2.0357
 -5.0377 -4.7663 -4.4632 -4.1905 -3.9596 -3.7486 -3.5590 -3.4022 -3.2674 -3.1474
 -3.0427 -2.9459 -2.8560 -2.7725 -2.6947 -2.5236 -2.3826 -2.2679 -2.1750 -2.0993
 -2.0369 -1.9852
 -4.8136 -4.7500 -4.5184 -4.2450 -3.9930 -3.7786 -3.5794 -3.4092 -3.2669 -3.1424
 -3.0363 -2.9398 -2.8503 -2.7673 -2.6899 -2.5197 -2.3791 -2.2651 -2.1735 -2.0993
 -2.0386 -1.9886 -1.9476 -1.9148
 -4.6443 -4.5042 -4.4757 -4.2849 -4.0404 -3.8103 -3.6115 -3.4295 -3.2764 -3.1468
 -3.0340 -2.9368 -2.8474 -2.7647 -2.6878 -2.5182 -2.3778 -2.2640 -2.1730 -2.0999
 -2.0406 -1.9921 -1.9526 -1.9211 -1.8963 -1.8778 -1.8655 -1.8595 -1.8607 -1.8693
 -4.6871 -4.3919 -4.2290 -4.2049 -4.0657 -3.8526 -3.6448 -3.4616 -3.2974 -3.1573
 -3.0392 -2.9368 -2.8469 -2.7643 -2.6876 -2.5186 -2.3782 -2.2640 -2.1732 -2.1008
 -2.0426 -1.9954 -1.9574 -1.9274 -1.9040 -1.8862 -1.8739 -1.8672 -1.8671 -1.8742
 -1.8885
 -4.8178 -4.4414 -4.1709 -3.9941 -3.9356 -3.8578 -3.6820 -3.4968 -3.3290 -3.1801
 -3.0515 -2.9427 -2.8489 -2.7657 -2.6890 -2.5204 -2.3799 -2.2653 -2.1741 -2.1018
 -2.0443 -1.9984 -1.9618 -1.9332 -1.9113 -1.8950 -1.8837 -1.8773 -1.8764 -1.8823
 -1.8952
 -4.9982 -4.5655 -4.2278 -3.9757 -3.7959 -3.6966 -3.6397 -3.5213 -3.3617 -3.2083
 -3.0714 -2.9546 -2.8542 -2.7679 -2.6905 -2.5219 -2.3815 -2.2663 -2.1743 -2.1019
 -2.0448 -1.9998 -1.9645 -1.9375 -1.9173 -1.9027 -1.8932 -1.8881 -1.8878 -1.8932
 -1.9051
 -5.2963 -4.7673 -4.3543 -4.0458 -3.8092 -3.6318 -3.5099 -3.4318 -3.3546 -3.2396
 -3.1059 -2.9806 -2.8712 -2.7776 -2.6971 -2.5269 -2.3861 -2.2700 -2.1769 -2.1034
 -2.0461 -2.0013 -1.9669 -1.9411 -1.9226 -1.9099 -1.9023 -1.8991 -1.9003 -1.9063
 -1.9176
 -5.6996 -5.0468 -4.5431 -4.1737 -3.8888 -3.6661 -3.4937 -3.3639 -3.2675 -3.1883
 -3.1052 -3.0067 -2.8983 -2.7966 -2.7091 -2.5344 -2.3924 -2.2752 -2.1806 -2.1057
 -2.0473 -2.0023 -1.9683 -1.9434 -1.9262 -1.9153 -1.9099 -1.9089 -1.9121 -1.9198
 -1.9319
 -6.2081 -5.4040 -4.7942 -4.3532 -4.0187 -3.7539 -3.5437 -3.3769 -3.2458 -3.1418
 -3.0552 -2.9764 -2.8973 -2.8140 -2.7265 -2.5444 -2.4004 -2.2819 -2.1854
