 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -1.6494 -1.6416 -1.6361 -1.6327 -1.6314 -1.6310 -1.6335 -1.6410 -1.6554 -1.6777
 -1.7076
 -3.4674 -3.3133 -3.1704 -3.0245 -2.8799 -2.7406 -2.6108 -2.4923 -2.3873 -2.2966
 -2.2206 -2.1574 -2.1036 -2.0548 -2.0064 -1.8896 -1.7944 -1.7240 -1.6799 -1.6588
 -1.6516 -1.6493 -1.6486 -1.6488 -1.6500 -1.6503 -1.6517 -1.6569 -1.6679 -1.6865
 -1.7136
 -3.4213 -3.2666 -3.1288 -2.9937 -2.8586 -2.7259 -2.5994 -2.4816 -2.3747 -2.2806
 -2.2003 -2.1331 -2.0754 -2.0244 -1.9781 -1.8726 -1.7831 -1.7157 -1.6718 -1.6511
 -1.6471 -1.6505 -1.6557 -1.6611 -1.6664 -1.6717 -1.6775 -1.6854 -1.6956 -1.7078
 -1.7218
 -3.3987 -3.2348 -3.0938 -2.9644 -2.8384 -2.7137 -2.5920 -2.4766 -2.3697 -2.2729
 -2.1885 -2.1172 -2.0572 -2.0050 -1.9579 -1.8560 -1.7713 -1.7064 -1.6628 -1.6408
 -1.6373 -1.6444 -1.6555 -1.6670 -1.6778 -1.6877 -1.6972 -1.7063 -1.7158 -1.7265
 -1.7382
 -3.4076 -3.2191 -3.0678 -2.9380 -2.8180 -2.6999 -2.5846 -2.4727 -2.3673 -2.2699
 -2.1822 -2.1062 -2.0422 -1.9883 -1.9411 -1.8408 -1.7590 -1.6962 -1.6534 -1.6302
 -1.6251 -1.6332 -1.6480 -1.6652 -1.6822 -1.6980 -1.7126 -1.7259 -1.7385 -1.7509
 -1.7642
 -3.4416 -3.2196 -3.0507 -2.9146 -2.7967 -2.6846 -2.5753 -2.4686 -2.3658 -2.2690
 -2.1802 -2.1005 -2.0314 -1.9733 -1.9245 -1.8262 -1.7471 -1.6859 -1.6438
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.5177 -4.3439 -4.0490 -3.7442 -3.4505 -3.2012 -3.0185 -2.8700 -2.7376 -2.6159
 -2.5015 -2.3945 -2.2952 -2.2038 -2.1201 -1.9447 -1.8099 -1.7072 -1.6335
 -4.1123 -4.0315 -3.9314 -3.6882 -3.4185 -3.1666 -2.9621 -2.8055 -2.6726 -2.5538
 -2.4430 -2.3402 -2.2455 -2.1590 -2.0805 -1.9183 -1.7958 -1.7044 -1.6393 -1.5951
 -3.9525 -3.7421 -3.6218 -3.5613 -3.3883 -3.1569 -2.9417 -2.7684 -2.6309 -2.5135
 -2.4060 -2.3068 -2.2159 -2.1333 -2.0587 -1.9051 -1.7900 -1.7053 -1.6459 -1.6062
 -1.5797
 -3.8776 -3.6439 -3.4440 -3.2947 -3.2130 -3.1185 -2.9406 -2.7577 -2.6070 -2.4865
 -2.3811 -2.2849 -2.1972 -2.1177 -2.0462 -1.8991 -1.7889 -1.7082 -1.6526 -1.6164
 -1.5925 -1.5762
 -3.8283 -3.6001 -3.3878 -3.1992 -3.0417 -2.9244 -2.8481 -2.7450 -2.6015 -2.4697
 -2.3632 -2.2689 -2.1836 -2.1067 -2.0377 -1.8960 -1.7894 -1.7115 -1.6584 -1.6250
 -1.6041 -1.5899 -1.5805 -1.5744
 -3.7916 -3.5734 -3.3642 -3.1698 -2.9935 -2.8397 -2.7128 -2.6165 -2.5438 -2.4544
 -2.3507 -2.2563 -2.1721 -2.0972 -2.0302 -1.8931 -1.7896 -1.7136 -1.6623 -1.6312
 -1.6135 -1.6025 -1.5952 -1.5912 -1.5892 -1.5910 -1.5984 -1.6132 -1.6349 -1.6594
 -3.7646 -3.5551 -3.3525 -3.1608 -2.9833 -2.8224 -2.6785 -2.5529 -2.4492 -2.3701
 -2.3047 -2.2362 -2.1611 -2.0878 -2.0221 -1.8888 -1.7881 -1.7137 -1.6636 -1.6341
 -1.6195 -1.6124 -1.6085 -1.6068 -1.6073 -1.6087 -1.6132 -1.6230 -1.6403 -1.6652
 -1.6939
 -3.7444 -3.5429 -3.3469 -3.1594 -2.9839 -2.8219 -2.6744 -2.5415 -2.4244 -2.3243
 -2.2426 -2.1796 -2.1250 -2.0693 -2.0113 -1.8822 -1.7842 -1.7113 -1.6617 -1.6332
 -1.6211 -1.6182 -1.6187 -1.6208 -1.6238 -1.6281 -1.6327 -1.6397 -1.6520 -1.6716
 -1.6999
 -3.7371 -3.5333 -3.3442 -3.1613 -2.9877 -2.8269 -2.6792 -2.5443 -2.4225 -2.3147
 -2.2219 -2.1453 -2.0837 -2.0322 -1.9849 -1.8708 -1.7765 -1.7052 -1.6563 -1.6280
 -1.6174 -1.6184 -1.6241 -1.6311 -1.6383 -1.6457 -1.6538 -1.6640 -1.6765 -1.6910
 -1.7073
 -3.7527 -3.5396 -3.3469 -3.1702 -2.9999 -2.8392 -2.6914 -2.5562 -2.4328 -2.3211
 -2.2223 -2.1376 -2.0675 -2.0095 -1.9600 -1.8558 -1.7662 -1.6975 -1.6489 -1.6202
 -1.6094 -1.6125 -1.6230 -1.6356 -1.6481 -1.6600 -1.6717 -1.6832 -1.6950 -1.7082
 -1.7242
 -3.8048 -3.5492 -3.3535 -3.1802 -3.0160 -2.8575 -2.7086 -2.5720 -2.4477 -2.3343
 -2.2318 -2.1414 -2.0644 -2.0003 -1.9465 -1.8401 -1.7550 -1.6873 -1.6397 -1.6105
 -1.5987 -1.6021 -1.6155 -1.6332 -1.6515 -1.6690 -1.6856 -1.7011 -1.7160 -1.7309
 -1.7464
 -3.9046 -3.5935 -3.3717 -3.1933 -3.0306 -2.8774 -2.7317 -2.5933 -2.4665 -2.3513
 -2.2467 -2.1525 -2.0697 -1.9991 -1.9401 -1.8280 -1.7436 -1.6772 -1.6295
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  r   
 -4.5641 -4.3118 -3.9843 -3.6776 -3.3891 -3.1420 -2.9602 -2.8169 -2.6918 -2.5740
 -2.4642 -2.3613 -2.2654 -2.1769 -2.0955 -1.9233 -1.7922 -1.6937 -1.6214
 -4.2078 -4.1528 -3.9374 -3.6482 -3.3719 -3.1174 -2.9180 -2.7652 -2.6378 -2.5222
 -2.4151 -2.3154 -2.2231 -2.1384 -2.0610 -1.9003 -1.7799 -1.6910 -1.6269 -1.5827
 -3.9846 -3.8138 -3.7614 -3.6180 -3.3689 -3.1244 -2.9069 -2.7376 -2.6042 -2.4891
 -2.3844 -2.2876 -2.1983 -2.1167 -2.0426 -1.8894 -1.7755 -1.6921 -1.6329 -1.5927
 -1.5663
 -3.9173 -3.6757 -3.4946 -3.4016 -3.3231 -3.1323 -2.9200 -2.7330 -2.5862 -2.4675
 -2.3641 -2.2695 -2.1828 -2.1038 -2.0322 -1.8848 -1.7752 -1.6952 -1.6391 -1.6018
 -1.5780 -1.5621
 -3.8874 -3.6383 -3.4163 -3.2349 -3.1037 -3.0255 -2.9166 -2.7471 -2.5855 -2.4552
 -2.3500 -2.2566 -2.1717 -2.0948 -2.0254 -1.8828 -1.7765 -1.6987 -1.6448 -1.6097
 -1.5883 -1.5746 -1.5658 -1.5605
 -3.8733 -3.6278 -3.4001 -3.1960 -3.0214 -2.8771 -2.7689 -2.6897 -2.5866 -2.4560
 -2.3411 -2.2468 -2.1628 -2.0873 -2.0196 -1.8809 -1.7774 -1.7014 -1.6489 -1.6155
 -1.5964 -1.5856 -1.5790 -1.5758 -1.5758 -1.5797 -1.5883 -1.6028 -1.6238 -1.6501
 -3.8707 -3.6296 -3.4031 -3.1947 -3.0077 -2.8433 -2.7010 -2.5815 -2.4894 -2.4149
 -2.3301 -2.2394 -2.1552 -2.0802 -2.0135 -1.8780 -1.7770 -1.7023 -1.6507 -1.6186
 -1.6017 -1.5941 -1.5908 -1.5900 -1.5914 -1.5953 -1.6021 -1.6131 -1.6301 -1.6557
 -1.6852
 -3.8749 -3.6399 -3.4158 -3.2071 -3.0165 -2.8454 -2.6928 -2.5580 -2.4412 -2.3434
 -2.2659 -2.2014 -2.1380 -2.0715 -2.0067 -1.8733 -1.7744 -1.7009 -1.6499 -1.6184
 -1.6031 -1.5987 -1.5996 -1.6024 -1.6066 -1.6121 -1.6182 -1.6270 -1.6408 -1.6615
 -1.6903
 -3.8911 -3.6532 -3.4333 -3.2254 -3.0333 -2.8592 -2.7025 -2.5617 -2.4362 -2.3260
 -2.2319 -2.1543 -2.0928 -2.0399 -1.9883 -1.8649 -1.7682 -1.6960 -1.6455 -1.6144
 -1.6002 -1.5986 -1.6038 -1.6115 -1.6197 -1.6284 -1.6379 -1.6483 -1.6606 -1.6769
 -1.6974
 -3.9279 -3.6762 -3.4582 -3.2537 -3.0609 -2.8838 -2.7242 -2.5802 -2.4504 -2.3341
 -2.2316 -2.1436 -2.0707 -2.0114 -1.9613 -1.8531 -1.7601 -1.6896 -1.6393 -1.6079
 -1.5936 -1.5934 -1.6024 -1.6151 -1.6285 -1.6416 -1.6546 -1.6675 -1.6809 -1.6957
 -1.7132
 -3.9992 -3.7122 -3.4868 -3.2849 -3.0952 -2.9166 -2.7530 -2.6057 -2.4730 -2.3530
 -2.2453 -2.1504 -2.0692 -2.0018 -1.9460 -1.8377 -1.7500 -1.6804 -1.6309 -1.5991
 -1.5841 -1.5841 -1.5952 -1.6124 -1.6312 -1.6497 -1.6675 -1.6843 -1.7006 -1.7170
 -1.7337
 -4.1246 -3.7745 -3.5248 -3.3186 -3.1315 -2.9553 -2.7899 -2.6382 -2.5015 -2.3783
 -2.2671 -2.1673 -2.0795 -2.0046 -1.9421 -1.8256 -1.7396 -1.6708 -1.6210
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.5871 -4.2531 -3.9186 -3.6188 -3.3469 -3.1034 -2.9198 -2.7743 -2.6520 -2.5381
 -2.4320 -2.3326 -2.2399 -2.1538 -2.0743 -1.9043 -1.7744 -1.6771 -1.6071
 -4.3449 -4.1977 -3.9070 -3.6048 -3.3318 -3.0840 -2.8862 -2.7336 -2.6069 -2.4945
 -2.3904 -2.2936 -2.2035 -2.1204 -2.0440 -1.8837 -1.7635 -1.6757 -1.6126 -1.5685
 -4.0259 -3.9437 -3.8562 -3.6097 -3.3388 -3.0928 -2.8795 -2.7125 -2.5797 -2.4668
 -2.3645 -2.2699 -2.1824 -2.1018 -2.0280 -1.8742 -1.7599 -1.6769 -1.6181 -1.5774
 -1.5508
 -3.9425 -3.7102 -3.5874 -3.5334 -3.3504 -3.1137 -2.8960 -2.7111 -2.5660 -2.4492
 -2.3475 -2.2546 -2.1691 -2.0907 -2.0192 -1.8705 -1.7601 -1.6801 -1.6240 -1.5857
 -1.5613 -1.5459
 -3.9283 -3.6621 -3.4432 -3.2911 -3.2134 -3.1110 -2.9204 -2.7298 -2.5679 -2.4401
 -2.3361 -2.2438 -2.1598 -2.0831 -2.0135 -1.8691 -1.7617 -1.6838 -1.6293 -1.5930
 -1.5704 -1.5569 -1.5487 -1.5446
 -3.9372 -3.6644 -3.4217 -3.2165 -3.0548 -2.9387 -2.8584 -2.7426 -2.5867 -2.4437
 -2.3296 -2.2361 -2.1525 -2.0769 -2.0086 -1.8679 -1.7632 -1.6867 -1.6335 -1.5985
 -1.5777 -1.5664 -1.5604 -1.5579 -1.5582 -1.5627 -1.5730 -1.5903 -1.6139 -1.6392
 -3.9611 -3.6863 -3.4364 -3.2146 -3.0238 -2.8644 -2.7330 -2.6316 -2.5497 -2.4500
 -2.3325 -2.2315 -2.1468 -2.0714 -2.0038 -1.8658 -1.7634 -1.6882 -1.6356 -1.6016
 -1.5823 -1.5735 -1.5705 -1.5704 -1.5728 -1.5780 -1.5859 -1.5984 -1.6178 -1.6442
 -1.6732
 -3.9932 -3.7205 -3.4674 -3.2382 -3.0356 -2.8591 -2.7073 -2.5761 -2.4656 -2.3766
 -2.3012 -2.2218 -2.1417 -2.0664 -1.9989 -1.8623 -1.7617 -1.6877 -1.6355 -1.6020
 -1.5839 -1.5773 -1.5777 -1.5812 -1.5864 -1.5932 -1.6022 -1.6134 -1.6284 -1.6493
 -1.6788
 -4.0376 -3.7610 -3.5065 -3.2732 -3.0634 -2.8780 -2.7155 -2.5729 -2.4478 -2.3391
 -2.2473 -2.1717 -2.1083 -2.0490 -1.9895 -1.8560 -1.7569 -1.6839 -1.6321 -1.5989
 -1.5816 -1.5771 -1.5810 -1.5889 -1.5980 -1.6079 -1.6188 -1.6309 -1.6450 -1.6622
 -1.6852
 -4.1006 -3.8085 -3.5551 -3.3216 -3.1067 -2.9139 -2.7438 -2.5935 -2.4605 -2.3427
 -2.2395 -2.1509 -2.0768 -2.0168 -1.9651 -1.8481 -1.7510 -1.6787 -1.6270 -1.5936
 -1.5763 -1.5728 -1.5795 -1.5917 -1.6056 -1.6197 -1.6340 -1.6485 -1.6637 -1.6803
 -1.6996
 -4.1933 -3.8692 -3.6080 -3.3749 -3.1594 -2.9615 -2.7840 -2.6268 -2.4875 -2.3634
 -2.2531 -2.1562 -2.0729 -2.0033 -1.9459 -1.8343 -1.7425 -1.6712 -1.6198 -1.5860
 -1.5683 -1.5649 -1.5731 -1.5888 -1.6076 -1.6267 -1.6456 -1.6639 -1.6818 -1.7000
 -1.7182
 -4.3372 -3.9528 -3.6692 -3.4309 -3.2158 -3.0173 -2.8348 -2.6705 -2.5246 -2.3947
 -2.2788 -2.1756 -2.0849 -2.0072 -1.9422 -1.8221 -1.7337 -1.6623 -1.6108
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.5828 -4.2148 -3.8758 -3.5804 -3.3140 -3.0760 -2.8926 -2.7413 -2.6178 -2.5082
 -2.4047 -2.3079 -2.2177 -2.1339 -2.0562 -1.8880 -1.7578 -1.6616 -1.5921
 -4.3418 -4.2037 -3.8782 -3.5713 -3.2979 -3.0555 -2.8617 -2.7073 -2.5810 -2.4708
 -2.3689 -2.2742 -2.1862 -2.1046 -2.0292 -1.8689 -1.7474 -1.6591 -1.5965 -1.5525
 -4.1255 -4.0865 -3.8775 -3.5884 -3.3117 -3.0623 -2.8554 -2.6900 -2.5583 -2.4472
 -2.3466 -2.2538 -2.1678 -2.0883 -2.0151 -1.8603 -1.7440 -1.6603 -1.6015 -1.5606
 -1.5335
 -3.9654 -3.7770 -3.7321 -3.5889 -3.3382 -3.0915 -2.8721 -2.6910 -2.5479 -2.4323
 -2.3320 -2.2406 -2.1563 -2.0787 -2.0073 -1.8569 -1.7443 -1.6633 -1.6068 -1.5680
 -1.5428 -1.5274
 -3.9519 -3.6793 -3.4853 -3.3984 -3.3200 -3.1206 -2.9042 -2.7107 -2.5516 -2.4253
 -2.3225 -2.2314 -2.1482 -2.0720 -2.0022 -1.8558 -1.7460 -1.6669 -1.6119 -1.5746
 -1.5508 -1.5370 -1.5294 -1.5259
 -3.9804 -3.6835 -3.4345 -3.2426 -3.1157 -3.0413 -2.9217 -2.7422 -2.5724 -2.4304
 -2.3177 -2.2249 -2.1420 -2.0666 -1.9981 -1.8550 -1.7478 -1.6700 -1.6159 -1.5798
 -1.5573 -1.5451 -1.5393 -1.5376 -1.5392 -1.5451 -1.5569 -1.5755 -1.6002 -1.6263
 -4.0311 -3.7221 -3.4526 -3.2244 -3.0399 -2.8968 -2.7916 -2.7071 -2.5919 -2.4502
 -2.3229 -2.2218 -2.1374 -2.0620 -1.9941 -1.8534 -1.7484 -1.6719 -1.6183 -1.5830
 -1.5616 -1.5511 -1.5478 -1.5483 -1.5516 -1.5579 -1.5676 -1.5821 -1.6030 -1.6305
 -1.6600
 -4.0977 -3.7810 -3.4990 -3.2533 -3.0442 -2.8694 -2.7251 -2.6053 -2.5089 -2.4252
 -2.3306 -2.2256 -2.1354 -2.0586 -1.9902 -1.8506 -1.7474 -1.6721 -1.6188 -1.5838
 -1.5634 -1.5545 -1.5538 -1.5574 -1.5634 -1.5713 -1.5817 -1.5945 -1.6115 -1.6346
 -1.6650
 -4.1726 -3.8485 -3.5604 -3.3027 -3.0779 -2.8857 -2.7227 -2.5833 -2.4631 -2.3602
 -2.2741 -2.1989 -2.1244 -2.0528 -1.9852 -1.8457 -1.7436 -1.6691 -1.6163 -1.5815
 -1.5619 -1.5546 -1.5564 -1.5637 -1.5734 -1.5842 -1.5965 -1.6099 -1.6257 -1.6456
 -1.6705
 -4.2665 -3.9271 -3.6346 -3.3715 -3.1352 -2.9291 -2.7519 -2.5994 -2.4672 -2.3513
 -2.2501 -2.1633 -2.0897 -2.0273 -1.9709 -1.8408 -1.7392 -1.6651 -1.6123 -1.5772
 -1.5577 -1.5513 -1.5552 -1.5658 -1.5797 -1.5945 -1.6099 -1.6260 -1.6430 -1.6609
 -1.6832
 -4.3866 -4.0172 -3.7144 -3.4480 -3.2067 -2.9903 -2.8004 -2.6361 -2.4935 -2.3686
 -2.2585 -2.1619 -2.0783 -2.0074 -1.9486 -1.8308 -1.7328 -1.6592 -1.6062 -1.5708
 -1.5509 -1.5447 -1.5497 -1.5631 -1.5810 -1.6004 -1.6201 -1.6397 -1.6593 -1.6794
 -1.6995
 -4.5507 -4.1257 -3.8022 -3.5283 -3.2844 -3.0634 -2.8646 -2.6890 -2.5359 -2.4019
 -2.2839 -2.1798 -2.0885 -2.0094 -1.9426 -1.8186 -1.7258 -1.6516 -1.5986
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.4818 -4.1192 -3.8007 -3.5254 -3.2665 -3.0384 -2.8641 -2.7180 -2.5918 -2.4831
 -2.3819 -2.2871 -2.1990 -2.1170 -2.0409 -1.8747 -1.7443 -1.6460 -1.5753
 -4.4038 -4.1498 -3.8220 -3.5259 -3.2628 -3.0253 -2.8400 -2.6872 -2.5597 -2.4507
 -2.3505 -2.2575 -2.1712 -2.0910 -2.0166 -1.8565 -1.7327 -1.6423 -1.5789 -1.5347
 -4.2592 -4.1341 -3.8532 -3.5548 -3.2823 -3.0377 -2.8338 -2.6721 -2.5407 -2.4301
 -2.3309 -2.2395 -2.1549 -2.0765 -2.0038 -1.8482 -1.7291 -1.6430 -1.5832 -1.5420
 -1.5145
 -4.0713 -3.8992 -3.8253 -3.5854 -3.3171 -3.0700 -2.8518 -2.6736 -2.5324 -2.4174
 -2.3181 -2.2278 -2.1447 -2.0678 -1.9967 -1.8450 -1.7291 -1.6456 -1.5879 -1.5486
 -1.5226 -1.5069
 -3.9569 -3.6993 -3.5717 -3.5267 -3.3435 -3.1074 -2.8868 -2.6939 -2.5367 -2.4119
 -2.3099 -2.2197 -2.1374 -2.0618 -1.9922 -1.8440 -1.7307 -1.6489 -1.5925 -1.5544
 -1.5297 -1.5152 -1.5079 -1.5049
 -3.9974 -3.6884 -3.4486 -3.2935 -3.2251 -3.1190 -2.9232 -2.7286 -2.5575 -2.4176
 -2.3061 -2.2142 -2.1318 -2.0569 -1.9884 -1.8432 -1.7325 -1.6521 -1.5964 -1.5592
 -1.5355 -1.5221 -1.5163 -1.5152 -1.5179 -1.5247 -1.5377 -1.5583 -1.5840 -1.6113
 -4.0742 -3.7363 -3.4564 -3.2327 -3.0678 -2.9596 -2.8812 -2.7548 -2.5905 -2.4384
 -2.3121 -2.2118 -2.1279 -2.0527 -1.9847 -1.8418 -1.7335 -1.6543 -1.5991 -1.5624
 -1.5396 -1.5275 -1.5234 -1.5242 -1.5282 -1.5355 -1.5467 -1.5631 -1.5857 -1.6143
 -1.6447
 -4.1750 -3.8167 -3.5112 -3.2559 -3.0479 -2.8842 -2.7567 -2.6584 -2.5708 -2.4601
 -2.3321 -2.2178 -2.1269 -2.0501 -1.9813 -1.8394 -1.7329 -1.6550 -1.6001 -1.5637
 -1.5416 -1.5307 -1.5284 -1.5317 -1.5381 -1.5469 -1.5585 -1.5730 -1.5920 -1.6172
 -1.6488
 -4.2847 -3.9137 -3.5918 -3.3143 -3.0805 -2.8876 -2.7301 -2.5994 -2.4894 -2.3968
 -2.3127 -2.2233 -2.1292 -2.0481 -1.9778 -1.8351 -1.7296 -1.6528 -1.5984 -1.5622
 -1.5408 -1.5312 -1.5308 -1.5368 -1.5463 -1.5578 -1.5711 -1.5865 -1.6042 -1.6259
 -1.6532
 -4.4060 -4.0257 -3.6921 -3.4008 -3.1472 -2.9322 -2.7529 -2.6029 -2.4753 -2.3644
 -2.2681 -2.1849 -2.1105 -2.0398 -1.9743 -1.8321 -1.7262 -1.6497 -1.5954 -1.5590
 -1.5377 -1.5288 -1.5300 -1.5385 -1.5514 -1.5664 -1.5826 -1.6000 -1.6188 -1.6397
 -1.6634
 -4.5510 -4.1492 -3.8009 -3.5009 -3.2357 -3.0034 -2.8049 -2.6373 -2.4951 -2.3725
 -2.2650 -2.1706 -2.0883 -2.0169 -1.9555 -1.8266 -1.7218 -1.6450 -1.5905 -1.5536
 -1.5320 -1.5234 -1.5255 -1.5360 -1.5521 -1.5710 -1.5911 -1.6118 -1.6330 -1.6552
 -1.6777
 -4.7197 -4.2843 -3.9175 -3.6071 -3.3344 -3.0929 -2.8795 -2.6953 -2.5381 -2.4031
 -2.2859 -2.1830 -2.0925 -2.0134 -1.9214 -1.8186 -1.7164 -1.6387 -1.5837
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.4230 -4.0615 -3.7530 -3.4924 -3.2348 -3.0146 -2.8395 -2.6964 -2.5707 -2.4635
 -2.3631 -2.2696 -2.1829 -2.1024 -2.0277 -1.8634 -1.7328 -1.6324 -1.5580
 -4.4569 -4.1060 -3.7800 -3.4913 -3.2366 -3.0048 -2.8184 -2.6699 -2.5422 -2.4345
 -2.3351 -2.2432 -2.1581 -2.0791 -2.0056 -1.8460 -1.7200 -1.6262 -1.5606 -1.5155
 -4.2375 -4.1386 -3.8177 -3.5255 -3.2591 -3.0186 -2.8164 -2.6573 -2.5259 -2.4163
 -2.3177 -2.2271 -2.1435 -2.0660 -1.9939 -1.8380 -1.7159 -1.6262 -1.5641 -1.5219
 -1.4940
