 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.6925 -4.4349 -4.2868 -4.2051 -3.9986 -3.7342 -3.4912 -3.2876 -3.1125 -2.9543
 -2.8081 -2.6745 -2.5542 -2.4466 -2.3506 -2.1518 -1.9947 -1.8674 -1.7652 -1.6850
 -1.6218
 -4.6035 -4.3129 -4.0774 -3.9034 -3.8020 -3.6826 -3.4712 -3.2573 -3.0754 -2.9188
 -2.7759 -2.6451 -2.5268 -2.4208 -2.3260 -2.1304 -1.9785 -1.8582 -1.7639 -1.6909
 -1.6331 -1.5853
 -4.5594 -4.2610 -4.0041 -3.7869 -3.6080 -3.4703 -3.3726 -3.2401 -3.0630 -2.8994
 -2.7587 -2.6304 -2.5138 -2.4090 -2.3148 -2.1201 -1.9702 -1.8538 -1.7646 -1.6970
 -1.6443 -1.6006 -1.5631 -1.5296
 -4.5497 -4.2435 -3.9755 -3.7440 -3.5432 -3.3707 -3.2252 -3.1072 -3.0097 -2.8889
 -2.7523 -2.6246 -2.5091 -2.4052 -2.3116 -2.1166 -1.9664 -1.8516 -1.7654 -1.7020
 -1.6542 -1.6152 -1.5813 -1.5516 -1.5243 -1.5010 -1.4838 -1.4745 -1.4734 -1.4787
 -4.5715 -4.2554 -3.9757 -3.7327 -3.5229 -3.3417 -3.1815 -3.0378 -2.9129 -2.8102
 -2.7184 -2.6182 -2.5101 -2.4064 -2.3126 -2.1172 -1.9654 -1.8502 -1.7654 -1.7046
 -1.6611 -1.6273 -1.5982 -1.5721 -1.5486 -1.5263 -1.5074 -1.4943 -1.4892 -1.4930
 -1.5044
 -4.6169 -4.2943 -4.0024 -3.7456 -3.5237 -3.3327 -3.1669 -3.0191 -2.8855 -2.7654
 -2.6613 -2.5732 -2.4906 -2.4047 -2.3164 -2.1201 -1.9663 -1.8492 -1.7639 -1.7044
 -1.6640 -1.6352 -1.6116 -1.5906 -1.5710 -1.5530 -1.5352 -1.5201 -1.5109 -1.5100
 -1.5190
 -4.6868 -4.3523 -4.0518 -3.7813 -3.5442 -3.3405 -3.1655 -3.0131 -2.8774 -2.7541
 -2.6427 -2.5442 -2.4579 -2.3804 -2.3061 -2.1225 -1.9670 -1.8473 -1.7605 -1.7006
 -1.6619 -1.6373 -1.6195 -1.6044 -1.5902 -1.5765 -1.5637 -1.5533 -1.5454 -1.5399
 -1.5364
 -4.7830 -4.4369 -4.1257 -3.8458 -3.5939 -3.3734 -3.1845 -3.0223 -2.8813 -2.7559
 -2.6425 -2.5401 -2.4484 -2.3662 -2.2918 -2.1236 -1.9708 -1.8481 -1.7582 -1.6963
 -1.6569 -1.6343 -1.6213 -1.6123 -1.6044 -1.5964 -1.5885 -1.5804 -1.5729 -1.5669
 -1.5641
 -4.9007 -4.5322 -4.2150 -3.9292 -3.6687 -3.4330 -3.2264 -3.0491 -2.8973 -2.7654
 -2.6487 -2.5441 -2.4497 -2.3644 -2.2869 -2.1200 -1.9747 -1.8506 -1.7569 -1.6919
 -1.6504 -1.6274 -1.6171 -1.6132 -1.6115 -1.6100 -1.6081 -1.6053 -1.6019 -1.5987
 -1.5964
 -5.0396 -4.6470 -4.3165 -4.0254 -3.7588 -3.5150 -3.2948 -3.0995 -2.9315 -2.7874
 -2.6629 -2.5536 -2.4561 -2.3684 -2.2886 -2.1181 -1.9758 -1.8542 -1.7575
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.4074 -5.0898 -4.7023 -4.3611 -4.0534 -3.7862 -3.5714 -3.3853 -3.2149 -3.0542
 -2.9049 -2.7676 -2.6433 -2.5317 -2.4314 -2.2197 -2.0463 -1.8982 -1.7725
 -4.9811 -4.8933 -4.6252 -4.2912 -3.9876 -3.7141 -3.4891 -3.2992 -3.1290 -2.9709
 -2.8244 -2.6900 -2.5687 -2.4604 -2.3637 -2.1637 -2.0044 -1.8719 -1.7615 -1.6726
 -4.7154 -4.5026 -4.4260 -4.2464 -3.9584 -3.6870 -3.4472 -3.2492 -3.0782 -2.9226
 -2.7789 -2.6470 -2.5277 -2.4211 -2.3261 -2.1314 -1.9795 -1.8563 -1.7558 -1.6754
 -1.6118
 -4.6372 -4.3408 -4.1259 -4.0099 -3.9069 -3.6809 -3.4393 -3.2272 -3.0507 -2.8959
 -2.7549 -2.6252 -2.5075 -2.4018 -2.3074 -2.1144 -1.9660 -1.8481 -1.7540 -1.6800
 -1.6217 -1.5738
 -4.6162 -4.2970 -4.0317 -3.8222 -3.6687 -3.5698 -3.4331 -3.2319 -3.0424 -2.8830
 -2.7438 -2.6162 -2.4997 -2.3947 -2.3006 -2.1074 -1.9597 -1.8443 -1.7544 -1.6850
 -1.6314 -1.5876 -1.5503 -1.5174
 -4.6343 -4.2974 -4.0113 -3.7708 -3.5724 -3.4080 -3.2794 -3.1777 -3.0456 -2.8845
 -2.7407 -2.6145 -2.4992 -2.3948 -2.3009 -2.1066 -1.9578 -1.8430 -1.7554 -1.6893
 -1.6397 -1.6004 -1.5669 -1.5377 -1.5122 -1.4909 -1.4746 -1.4650 -1.4635 -1.4702
 -4.6891 -4.3330 -4.0266 -3.7672 -3.5484 -3.3631 -3.2034 -3.0647 -2.9513 -2.8526
 -2.7390 -2.6182 -2.5033 -2.3991 -2.3052 -2.1096 -1.9586 -1.8428 -1.7559 -1.6919
 -1.6458 -1.6109 -1.5820 -1.5566 -1.5339 -1.5140 -1.4974 -1.4853 -1.4796 -1.4840
 -1.4962
 -4.7704 -4.4021 -4.0745 -3.7939 -3.5570 -3.3572 -3.1861 -3.0355 -2.9012 -2.7834
 -2.6838 -2.5949 -2.5024 -2.4055 -2.3121 -2.1151 -1.9616 -1.8433 -1.7557 -1.6924
 -1.6484 -1.6176 -1.5939 -1.5733 -1.5547 -1.5377 -1.5213 -1.5079 -1.5001 -1.5003
 -1.5097
 -4.8754 -4.4930 -4.1506 -3.8484 -3.5903 -3.3731 -3.1895 -3.0312 -2.8912 -2.7650
 -2.6523 -2.5540 -2.4691 -2.3904 -2.3111 -2.1201 -1.9644 -1.8432 -1.7536 -1.6899
 -1.6471 -1.6194 -1.6007 -1.5858 -1.5724 -1.5598 -1.5483 -1.5379 -1.5296 -1.5258
 -1.5266
 -5.0028 -4.6075 -4.2558 -3.9380 -3.6576 -3.4183 -3.2172 -3.0466 -2.8994 -2.7691
 -2.6518 -2.5467 -2.4536 -2.3714 -2.2972 -2.1258 -1.9703 -1.8459 -1.7529 -1.6871
 -1.6435 -1.6172 -1.6023 -1.5930 -1.5855 -1.5785 -1.5717 -1.5649 -1.5589 -1.5545
 -1.5531
 -5.1496 -4.7360 -4.3766 -4.0508 -3.7559 -3.4948 -3.2712 -3.0826 -2.9225 -2.7842
 -2.6624 -2.5535 -2.4559 -2.3687 -2.2905 -2.1240 -1.9767 -1.8502 -1.7533 -1.6842
 -1.6386 -1.6116 -1.5986 -1.5937 -1.5921 -1.5912 -1.5902 -1.5886 -1.5866 -1.5848
 -1.5836
 -5.3165 -4.8768 -4.5070 -4.1766 -3.8749 -3.6003 -3.3560 -3.1452 -2.9664 -2.8143
 -2.6833 -2.5686 -2.4668 -2.3757 -2.2939 -2.1221 -1.9800 -1.8560 -1.7555
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.4121 -4.9903 -4.6019 -4.2763 -3.9913 -3.7317 -3.5166 -3.3282 -3.1610 -3.0050
 -2.8596 -2.7252 -2.6029 -2.4929 -2.3943 -2.1879 -2.0225 -1.8824 -1.7624
 -5.1221 -4.9195 -4.5648 -4.2239 -3.9312 -3.6695 -3.4483 -3.2590 -3.0896 -2.9355
 -2.7920 -2.6598 -2.5398 -2.4323 -2.3363 -2.1396 -1.9855 -1.8585 -1.7517 -1.6634
 -4.7515 -4.6362 -4.5131 -4.2160 -3.9116 -3.6459 -3.4144 -3.2196 -3.0495 -2.8964
 -2.7552 -2.6250 -2.5065 -2.4001 -2.3053 -2.1124 -1.9640 -1.8442 -1.7456 -1.6650
 -1.6007
 -4.6572 -4.3737 -4.2206 -4.1422 -3.9189 -3.6493 -3.4095 -3.2034 -3.0291 -2.8762
 -2.7371 -2.6087 -2.4914 -2.3857 -2.2912 -2.0988 -1.9527 -1.8369 -1.7435 -1.6684
 -1.6091 -1.5610
 -4.6535 -4.3193 -4.0592 -3.8795 -3.7798 -3.6491 -3.4255 -3.2096 -3.0247 -2.8682
 -2.7301 -2.6035 -2.4874 -2.3821 -2.2875 -2.0942 -1.9480 -1.8338 -1.7436 -1.6726
 -1.6172 -1.5731 -1.5359 -1.5038
 -4.6974 -4.3324 -4.0332 -3.7930 -3.6070 -3.4697 -3.3676 -3.2235 -3.0390 -2.8713
 -2.7301 -2.6048 -2.4897 -2.3849 -2.2903 -2.0953 -1.9474 -1.8331 -1.7446 -1.6764
 -1.6244 -1.5841 -1.5506 -1.5217 -1.4961 -1.4752 -1.4606 -1.4536 -1.4541 -1.4602
 -4.7855 -4.3893 -4.0590 -3.7876 -3.5664 -3.3858 -3.2352 -3.1136 -3.0092 -2.8823
 -2.7376 -2.6102 -2.4960 -2.3916 -2.2969 -2.1003 -1.9498 -1.8340 -1.7456 -1.6790
 -1.6297 -1.5930 -1.5638 -1.5387 -1.5168 -1.4979 -1.4820 -1.4713 -1.4680 -1.4731
 -1.4847
 -4.9055 -4.4877 -4.1257 -3.8241 -3.5765 -3.3725 -3.2018 -3.0536 -2.9246 -2.8153
 -2.7171 -2.6121 -2.5044 -2.4007 -2.3059 -2.1079 -1.9545 -1.8359 -1.7463 -1.6801
 -1.6325 -1.5989 -1.5741 -1.5536 -1.5357 -1.5198 -1.5064 -1.4956 -1.4888 -1.4885
 -1.4984
 -5.0504 -4.6120 -4.2280 -3.8958 -3.6193 -3.3920 -3.2036 -3.0435 -2.9030 -2.7776
 -2.6672 -2.5713 -2.4855 -2.3999 -2.3128 -2.1152 -1.9595 -1.8376 -1.7458 -1.6788
 -1.6319 -1.6006 -1.5799 -1.5646 -1.5517 -1.5400 -1.5298 -1.5210 -1.5144 -1.5114
 -1.5147
 -5.2141 -4.7647 -4.3651 -4.0095 -3.7029 -3.4472 -3.2363 -3.0604 -2.9103 -2.7781
 -2.6598 -2.5542 -2.4613 -2.3798 -2.3046 -2.1246 -1.9676 -1.8424 -1.7470 -1.6777
 -1.6300 -1.5995 -1.5815 -1.5710 -1.5636 -1.5573 -1.5516 -1.5463 -1.5419 -1.5393
 -1.5396
 -5.3907 -4.9270 -4.5194 -4.1515 -3.8233 -3.5392 -3.3007 -3.1027 -2.9369 -2.7950
 -2.6706 -2.5597 -2.4606 -2.3728 -2.2945 -2.1269 -1.9764 -1.8487 -1.7494 -1.6767
 -1.6268 -1.5956 -1.5788 -1.5718 -1.5696 -1.5690 -1.5688 -1.5684 -1.5679 -1.5678
 -1.5679
 -5.5833 -5.0979 -4.6814 -4.3078 -3.9687 -3.6653 -3.4006 -3.1761 -2.9883 -2.8302
 -2.6950 -2.5772 -2.4730 -2.3802 -2.2973 -2.1252 -1.9829 -1.8566 -1.7536
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.3977 -4.9355 -4.5457 -4.2277 -3.9499 -3.6964 -3.4817 -3.2861 -3.1171 -2.9670
 -2.8247 -2.6928 -2.5722 -2.4633 -2.3654 -2.1614 -2.0005 -1.8670 -1.7521
 -5.1136 -4.9087 -4.5170 -4.1773 -3.8896 -3.6359 -3.4193 -3.2279 -3.0589 -2.9081
 -2.7672 -2.6370 -2.5182 -2.4110 -2.3152 -2.1191 -1.9678 -1.8445 -1.7409 -1.6535
 -4.8622 -4.7897 -4.5174 -4.1771 -3.8741 -3.6110 -3.3882 -3.1953 -3.0264 -2.8759
 -2.7368 -2.6083 -2.4906 -2.3843 -2.2892 -2.0958 -1.9490 -1.8316 -1.7347 -1.6541
 -1.5887
 -4.6799 -4.4449 -4.3735 -4.1858 -3.8913 -3.6191 -3.3836 -3.1833 -3.0114 -2.8601
 -2.7227 -2.5958 -2.4791 -2.3732 -2.2781 -2.0847 -1.9393 -1.8250 -1.7323 -1.6565
 -1.5956 -1.5468
 -4.6739 -4.3365 -4.1038 -3.9913 -3.8838 -3.6455 -3.4021 -3.1900 -3.0101 -2.8553
 -2.7185 -2.5930 -2.4773 -2.3718 -2.2766 -2.0817 -1.9356 -1.8224 -1.7322 -1.6598
 -1.6025 -1.5572 -1.5199 -1.4879
 -4.7368 -4.3489 -4.0465 -3.8215 -3.6701 -3.5732 -3.4238 -3.2151 -3.0234 -2.8604
 -2.7205 -2.5959 -2.4813 -2.3763 -2.2809 -2.0842 -1.9360 -1.8222 -1.7332 -1.6632
 -1.6087 -1.5666 -1.5327 -1.5040 -1.4794 -1.4598 -1.4464 -1.4402 -1.4416 -1.4485
 -4.8567 -4.4209 -4.0731 -3.7986 -3.5849 -3.4199 -3.2941 -3.1874 -3.0452 -2.8781
 -2.7293 -2.6027 -2.4889 -2.3845 -2.2891 -2.0905 -1.9396 -1.8238 -1.7346 -1.6659
 -1.6136 -1.5743 -1.5440 -1.5189 -1.4974 -1.4794 -1.4652 -1.4563 -1.4542 -1.4603
 -1.4724
 -5.0201 -4.5467 -4.1531 -3.8373 -3.5861 -3.3851 -3.2213 -3.0831 -2.9671 -2.8617
 -2.7422 -2.6136 -2.4991 -2.3951 -2.2998 -2.0996 -1.9457 -1.8270 -1.7362 -1.6677
 -1.6166 -1.5798 -1.5529 -1.5320 -1.5143 -1.4992 -1.4870 -1.4773 -1.4723 -1.4745
 -1.4853
 -5.2062 -4.7097 -4.2801 -3.9213 -3.6317 -3.4000 -3.2124 -3.0555 -2.9187 -2.7983
 -2.6933 -2.5972 -2.5004 -2.4038 -2.3100 -2.1089 -1.9525 -1.8304 -1.7371 -1.6675
 -1.6170 -1.5818 -1.5581 -1.5415 -1.5285 -1.5174 -1.5083 -1.5006 -1.4956 -1.4952
 -1.5004
 -5.4100 -4.9001 -4.4496 -4.0575 -3.7276 -3.4597 -3.2440 -3.0673 -2.9182 -2.7874
 -2.6705 -2.5667 -2.4748 -2.3926 -2.3128 -2.1211 -1.9626 -1.8372 -1.7402 -1.6680
 -1.6166 -1.5819 -1.5602 -1.5473 -1.5392 -1.5330 -1.5282 -1.5243 -1.5216 -1.5198
 -1.5233
 -5.6214 -5.1010 -4.6394 -4.2284 -3.8685 -3.5642 -3.3142 -3.1108 -2.9432 -2.8011
 -2.6768 -2.5660 -2.4669 -2.3793 -2.3014 -2.1288 -1.9737 -1.8456 -1.7447 -1.6689
 -1.6153 -1.5798 -1.5588 -1.5485 -1.5446 -1.5437 -1.5439 -1.5446 -1.5456 -1.5474
 -1.5492
 -5.8415 -5.3033 -4.8360 -4.4165 -4.0405 -3.7096 -3.4269 -3.1915 -2.9978 -2.8370
 -2.7006 -2.5822 -2.4775 -2.3842 -2.3011 -2.1284 -1.9834 -1.8554 -1.7510
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.2280 -4.7892 -4.4367 -4.1500 -3.8868 -3.6466 -3.4435 -3.2563 -3.0858 -2.9382
 -2.7994 -2.6698 -2.5509 -2.4427 -2.3452 -2.1416 -1.9779 -1.8457 -1.7406
 -5.1539 -4.8116 -4.4306 -4.1134 -3.8437 -3.5993 -3.3932 -3.2052 -3.0358 -2.8878
 -2.7496 -2.6213 -2.5037 -2.3970 -2.3009 -2.1037 -1.9525 -1.8310 -1.7295 -1.6429
 -4.9990 -4.8167 -4.4642 -4.1244 -3.8348 -3.5825 -3.3655 -3.1775 -3.0094 -2.8604
 -2.7236 -2.5967 -2.4800 -2.3739 -2.2783 -2.0830 -1.9356 -1.8191 -1.7232 -1.6428
 -1.5764
 -4.7915 -4.5730 -4.4601 -4.1615 -3.8569 -3.5925 -3.3632 -3.1676 -2.9980 -2.8477
 -2.7121 -2.5865 -2.4707 -2.3649 -2.2692 -2.0734 -1.9270 -1.8130 -1.7206 -1.6444
 -1.5820 -1.5319
 -4.6721 -4.3559 -4.1949 -4.1224 -3.8922 -3.6214 -3.3816 -3.1747 -2.9981 -2.8449
 -2.7094 -2.5850 -2.4701 -2.3646 -2.2688 -2.0713 -1.9239 -1.8106 -1.7203 -1.6470
 -1.5878 -1.5407 -1.5029 -1.4708
 -4.7445 -4.3508 -4.0621 -3.8757 -3.7832 -3.6444 -3.4146 -3.1980 -3.0108 -2.8510
 -2.7123 -2.5888 -2.4748 -2.3699 -2.2739 -2.0745 -1.9248 -1.8108 -1.7214 -1.6500
 -1.5933 -1.5489 -1.5139 -1.4851 -1.4611 -1.4419 -1.4293 -1.4247 -1.4271 -1.4351
 -4.8889 -4.4281 -4.0754 -3.8088 -3.6157 -3.4845 -3.3830 -3.2278 -3.0382 -2.8674
 -2.7220 -2.5962 -2.4830 -2.3785 -2.2828 -2.0816 -1.9291 -1.8130 -1.7232 -1.6528
 -1.5979 -1.5558 -1.5236 -1.4979 -1.4766 -1.4591 -1.4459 -1.4384 -1.4381 -1.4453
 -1.4583
 -5.0947 -4.5737 -4.1593 -3.8384 -3.5914 -3.4023 -3.2544 -3.1361 -3.0268 -2.8914
 -2.7412 -2.6082 -2.4938 -2.3900 -2.2943 -2.0917 -1.9362 -1.8171 -1.7256 -1.6551
 -1.6012 -1.5610 -1.5315 -1.5092 -1.4913 -1.4766 -1.4652 -1.4572 -1.4542 -1.4579
 -1.4698
 -5.3396 -4.7710 -4.3034 -3.9269 -3.6323 -3.4030 -3.2220 -3.0730 -2.9454 -2.8344
 -2.7301 -2.6187 -2.5045 -2.4012 -2.3059 -2.1024 -1.9443 -1.8219 -1.7276 -1.6559
 -1.6024 -1.5635 -1.5364 -1.5175 -1.5036 -1.4926 -1.4841 -1.4782 -1.4749 -1.4761
 -1.4836
 -5.5931 -5.0050 -4.5031 -4.0791 -3.7335 -3.4601 -3.2451 -3.0724 -2.9279 -2.8013
 -2.6887 -2.5883 -2.4954 -2.4058 -2.3181 -2.1168 -1.9562 -1.8304 -1.7324 -1.6580
 -1.6034 -1.5648 -1.5391 -1.5230 -1.5130 -1.5064 -1.5019 -1.4990 -1.4980 -1.4993
 -1.5040
 -5.8396 -5.2489 -4.7304 -4.2773 -3.8902 -3.5708 -3.3149 -3.1109 -2.9456 -2.8063
 -2.6844 -2.5755 -2.4779 -2.3906 -2.3119 -2.1295 -1.9694 -1.8407 -1.7389 -1.6608
 -1.6038 -1.5644 -1.5391 -1.5248 -1.5182 -1.5159 -1.5160 -1.5174 -1.5197 -1.5234
 -1.5275
 -6.0790 -5.5027 -4.9641 -4.4991 -4.0863 -3.7322 -3.4351 -3.1932 -2.9979 -2.8380
 -2.7035 -2.5867 -2.4829 -2.3900 -2.2873 -2.1405 -1.9839 -1.8528 -1.7471
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.1210 -4.7121 -4.3770 -4.1085 -3.8491 -3.6175 -3.4138 -3.2309 -3.0626 -2.9185
 -2.7820 -2.6546 -2.5370 -2.4298 -2.3326 -2.1281 -1.9641 -1.8326 -1.7292
 -5.1825 -4.7432 -4.3734 -4.0708 -3.8135 -3.5767 -3.3703 -3.1872 -3.0187 -2.8739
 -2.7380 -2.6115 -2.4950 -2.3889 -2.2926 -2.0935 -1.9407 -1.8191 -1.7184 -1.6323
 -4.9587 -4.7971 -4.4103 -4.0833 -3.8067 -3.5624 -3.3490 -3.1641 -2.9964 -2.8501
 -2.7152 -2.5898 -2.4741 -2.3683 -2.2724 -2.0746 -1.9250 -1.8079 -1.7122 -1.6317
 -1.5642
