 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -6.2029 -6.0382 -5.8589 -5.6750 -5.4923 -5.0363 -4.5649 -4.1266 -3.7461 -3.4380
 -3.2206 -3.0822 -3.0016 -2.9590 -2.9411 -2.9397 -2.9499 -2.9673 -2.9867 -3.0070
 -3.0280
 -6.8363 -6.8432 -6.8300 -6.7989 -6.7516 -6.6898 -6.6131 -6.5177 -6.4101 -6.2931
 -6.1637 -6.0157 -5.8475 -5.6694 -5.4867 -5.0259 -4.5790 -4.1531 -3.7786 -3.4658
 -3.2287 -3.0646 -2.9603 -2.9004 -2.8707 -2.8614 -2.8661 -2.8802 -2.9000 -2.9222
 -2.9452
 -6.7499 -6.7577 -6.7471 -6.7199 -6.6778 -6.6223 -6.5547 -6.4738 -6.3729 -6.2572
 -6.1316 -5.9952 -5.8432 -5.6742 -5.4931 -5.0351 -4.5985 -4.1835 -3.8119 -3.4984
 -3.2504 -3.0675 -2.9407 -2.8595 -2.8132 -2.7918 -2.7880 -2.7961 -2.8124 -2.8336
 -2.8568
 -6.6502 -6.6054 -6.5825 -6.5698 -6.5561 -6.5323 -6.4910 -6.4274 -6.3428 -6.2394
 -6.1193 -5.9851 -5.8410 -5.6849 -5.5151 -5.0611 -4.6229 -4.2165 -3.8484
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.3875 -8.3811 -8.3354 -8.2013 -8.0327 -7.8582 -7.6915 -7.5390 -7.3959 -7.2543
 -7.1107 -6.9641 -6.8151 -6.6634 -6.5094 -6.1044 -5.6095 -5.0371 -4.5703
 -8.1465 -8.0554 -8.0155 -8.0027 -7.9144 -7.7713 -7.6156 -7.4597 -7.3106 -7.1633
 -7.0102 -6.8494 -6.6825 -6.5111 -6.3353 -5.8676 -5.3371 -4.7977 -4.3635 -4.0603
 -7.9859 -7.8781 -7.7788 -7.7060 -7.6799 -7.6408 -7.5353 -7.3970 -7.2451 -7.0918
 -6.9276 -6.7493 -6.5597 -6.3631 -6.1624 -5.6457 -5.1086 -4.5948 -4.1837 -3.9010
 -3.7174
 -7.8458 -7.7482 -7.6403 -7.5348 -7.4465 -7.3878 -7.3543 -7.2930 -7.1780 -7.0305
 -6.8623 -6.6691 -6.4574 -6.2360 -6.0116 -5.4575 -4.9228 -4.4338 -4.0405 -3.7694
 -3.5969 -3.4902
 -7.7074 -7.6310 -7.5311 -7.4240 -7.3214 -7.2251 -7.1392 -7.0706 -7.0134 -6.9245
 -6.7883 -6.6073 -6.3882 -6.1486 -5.9054 -5.3232 -4.7917 -4.3196 -3.9352 -3.6654
 -3.4951 -3.3920 -3.3325 -3.2949
 -7.5670 -7.5128 -7.4312 -7.3295 -7.2231 -7.1196 -7.0166 -6.9108 -6.8078 -6.7165
 -6.6214 -6.4955 -6.3215 -6.1003 -5.8520 -5.2482 -4.7163 -4.2528 -3.8690 -3.5896
 -3.4120 -3.3059 -3.2455 -3.2147 -3.2032 -3.2037 -3.2103 -3.2182 -3.2235 -3.2224
 -7.4208 -7.3874 -7.3295 -7.2435 -7.1401 -7.0331 -6.9267 -6.8161 -6.6952 -6.5662
 -6.4373 -6.3127 -6.1791 -6.0162 -5.8152 -5.2263 -4.6895 -4.2283 -3.8408 -3.5442
 -3.3487 -3.2323 -3.1663 -3.1322 -3.1189 -3.1197 -3.1287 -3.1410 -3.1526 -3.1607
 -3.1651
 -7.2782 -7.2544 -7.2212 -7.1570 -7.0669 -6.9610 -6.8514 -6.7403 -6.6219 -6.4895
 -6.3431 -6.1896 -6.0389 -5.8896 -5.7284 -5.2327 -4.7000 -4.2369 -3.8448 -3.5306
 -3.3099 -3.1735 -3.0960 -3.0551 -3.0375 -3.0353 -3.0432 -3.0569 -3.0729 -3.0883
 -3.1012
 -7.1499 -7.1268 -7.1055 -7.0635 -6.9936 -6.8989 -6.7897 -6.6756 -6.5586 -6.4328
 -6.2915 -6.1339 -5.9675 -5.8019 -5.6396 -5.2109 -4.7249 -4.2634 -3.8678 -3.5407
 -3.2951 -3.1330 -3.0368 -2.9845 -2.9599 -2.9534 -2.9592 -2.9705 -2.9857 -3.0042
 -3.0257
 -7.0521 -7.0184 -6.9940 -6.9634 -6.9165 -6.8423 -6.7437 -6.6300 -6.5107 -6.3874
 -6.2558 -6.1092 -5.9466 -5.7747 -5.6022 -5.1854 -4.7487 -4.3047 -3.9087 -3.5740
 -3.3087 -3.1197 -2.9982 -2.9272 -2.8903 -2.8756 -2.8760 -2.8864 -2.9032 -2.9229
 -2.9438
 -7.0103 -6.9320 -6.8898 -6.8614 -6.8316 -6.7799 -6.7026 -6.6006 -6.4824 -6.3568
 -6.2272 -6.0905 -5.9409 -5.7769 -5.6035 -5.1755 -4.7635 -4.3457 -3.9537 -3.6157
 -3.3384 -3.1283 -2.9822 -2.8883 -2.8337 -2.8065 -2.7983 -2.8030 -2.8163 -2.8352
 -2.8564
 -7.0044 -6.8676 -6.7929 -6.7587 -6.7378 -6.7062 -6.6534 -6.5746 -6.4708 -6.3483
 -6.2167 -6.0807 -5.9390 -5.7873 -5.6235 -5.1922 -4.7802 -4.3832 -4.0006
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.5767 -8.5084 -8.3428 -8.1574 -7.9612 -7.7737 -7.6121 -7.4673 -7.3274 -7.1902
 -7.0538 -6.9166 -6.7779 -6.6364 -6.4906 -6.1030 -5.6645 -5.1738 -4.7118
 -8.2555 -8.2463 -8.2183 -8.0803 -7.9106 -7.7336 -7.5589 -7.4001 -7.2495 -7.1026
 -6.9535 -6.8005 -6.6434 -6.4821 -6.3161 -5.8815 -5.4161 -4.9367 -4.5026 -4.1716
 -8.0888 -7.9822 -7.9317 -7.9249 -7.8335 -7.6858 -7.5241 -7.3551 -7.1923 -7.0346
 -6.8724 -6.7023 -6.5253 -6.3433 -6.1573 -5.6829 -5.2024 -4.7376 -4.3295 -4.0177
 -3.8065
 -7.9693 -7.8493 -7.7339 -7.6514 -7.6214 -7.5827 -7.4706 -7.3240 -7.1559 -6.9863
 -6.8140 -6.6299 -6.4356 -6.2351 -6.0317 -5.5261 -5.0366 -4.5831 -4.1929 -3.8920
 -3.6881 -3.5594
 -7.8550 -7.7502 -7.6273 -7.5072 -7.4082 -7.3398 -7.3033 -7.2406 -7.1190 -6.9547
 -6.7777 -6.5868 -6.3815 -6.1674 -5.9503 -5.4197 -4.9225 -4.4736 -4.0918 -3.7942
 -3.5892 -3.4610 -3.3851 -3.3411
 -7.7360 -7.6556 -7.5439 -7.4183 -7.2976 -7.1893 -7.0971 -7.0248 -6.9673 -6.8808
 -6.7388 -6.5630 -6.3598 -6.1399 -5.9140 -5.3631 -4.8567 -4.4066 -4.0248 -3.7233
 -3.5103 -3.3759 -3.2972 -3.2543 -3.2331 -3.2252 -3.2247 -3.2267 -3.2265 -3.2190
 -7.6110 -7.5545 -7.4668 -7.3505 -7.2237 -7.1021 -6.9886 -6.8798 -6.7766 -6.6853
 -6.5974 -6.4839 -6.3298 -6.1356 -5.9146 -5.3504 -4.8333 -4.3778 -3.9909 -3.6799
 -3.4525 -3.3051 -3.2183 -3.1711 -3.1486 -3.1412 -3.1430 -3.1491 -3.1559 -3.1600
 -3.1583
 -7.4857 -7.4439 -7.3826 -7.2891 -7.1695 -7.0411 -6.9169 -6.7975 -6.6778 -6.5549
 -6.4344 -6.3200 -6.2043 -6.0698 -5.9026 -5.3733 -4.8460 -4.3827 -3.9877 -3.6648
 -3.4187 -3.2516 -3.1504 -3.0944 -3.0668 -3.0572 -3.0586 -3.0664 -3.0771 -3.0877
 -3.0962
 -7.3732 -7.3290 -7.2856 -7.2190 -7.1207 -6.9984 -6.8678 -6.7396 -6.6144 -6.4860
 -6.3512 -6.2132 -6.0764 -5.9443 -5.8097 -5.3938 -4.8831 -4.4113 -4.0077 -3.6728
 -3.4077 -3.2168 -3.0952 -3.0254 -2.9895 -2.9751 -2.9746 -2.9804 -2.9906 -3.0047
 -3.0224
 -7.2933 -7.2322 -7.1827 -7.1367 -7.0661 -6.9648 -6.8407 -6.7075 -6.5752 -6.4443
 -6.3101 -6.1687 -6.0207 -5.8713 -5.7259 -5.3640 -4.9333 -4.4678 -4.0552 -3.7087
 -3.4263 -3.2104 -3.0624 -2.9716 -2.9215 -2.8979 -2.8919 -2.8969 -2.9089 -2.9245
 -2.9412
 -7.2800 -7.1437 -7.0845 -7.0451 -6.9963 -6.9228 -6.8198 -6.6942 -6.5587 -6.4220
 -6.2861 -6.1476 -6.0019 -5.8488 -5.6929 -5.3203 -4.9475 -4.5296 -4.1173 -3.7607
 -3.4641 -3.2271 -3.0531 -2.9373 -2.8675 -2.8302 -2.8150 -2.8142 -2.8231 -2.8381
 -2.8561
 -7.3465 -7.1194 -7.0095 -6.9558 -6.9138 -6.8630 -6.7897 -6.6861 -6.5597 -6.4217
 -6.2811 -6.1407 -5.9982 -5.8501 -5.6949 -5.3041 -4.9411 -4.5708 -4.1825
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.6351 -8.5058 -8.3169 -8.1303 -7.9374 -7.7397 -7.5722 -7.4297 -7.2957 -7.1591
 -7.0254 -6.8921 -6.7584 -6.6232 -6.4845 -6.1134 -5.7004 -5.2475 -4.7950
 -8.3430 -8.3548 -8.2455 -8.0726 -7.8957 -7.7071 -7.5247 -7.3644 -7.2168 -7.0698
 -6.9233 -6.7752 -6.6249 -6.4718 -6.3144 -5.9014 -5.4622 -5.0120 -4.5899 -4.2474
 -8.1324 -8.0542 -8.0565 -7.9919 -7.8422 -7.6787 -7.5000 -7.3219 -7.1591 -7.0004
 -6.8411 -6.6775 -6.5102 -6.3395 -6.1652 -5.7180 -5.2622 -4.8187 -4.4191 -4.0965
 -3.8676
 -8.0183 -7.8906 -7.7891 -7.7528 -7.7304 -7.6203 -7.4726 -7.3027 -7.1236 -6.9524
 -6.7829 -6.6067 -6.4246 -6.2385 -6.0499 -5.5760 -5.1090 -4.6699 -4.2842 -3.9733
 -3.7510 -3.6067
 -7.9170 -7.7962 -7.6632 -7.5491 -7.4740 -7.4432 -7.3885 -7.2683 -7.1097 -6.9263
 -6.7482 -6.5649 -6.3729 -6.1755 -5.9755 -5.4800 -5.0034 -4.5643 -4.1838 -3.8770
 -3.6540 -3.5090 -3.4212 -3.3686
 -7.8124 -7.7137 -7.5859 -7.4506 -7.3301 -7.2326 -7.1640 -7.1175 -7.0425 -6.9082
 -6.7312 -6.5470 -6.3518 -6.1484 -5.9409 -5.4278 -4.9416 -4.4986 -4.1164 -3.8069
 -3.5773 -3.4250 -3.3333 -3.2815 -3.2539 -3.2412 -3.2363 -3.2335 -3.2284 -3.2178
 -7.7014 -7.6268 -7.5209 -7.3887 -7.2522 -7.1278 -7.0173 -6.9205 -6.8406 -6.7697
 -6.6719 -6.5251 -6.3480 -6.1491 -5.9395 -5.4145 -4.9184 -4.4689 -4.0805 -3.7634
 -3.5222 -3.3568 -3.2553 -3.1982 -3.1690 -3.1567 -3.1541 -3.1562 -3.1591 -3.1596
 -3.1534
 -7.5892 -7.5298 -7.4510 -7.3395 -7.2044 -7.0665 -6.9378 -6.8188 -6.7051 -6.5960
 -6.4965 -6.3991 -6.2826 -6.1347 -5.9533 -5.4332 -4.9289 -4.4716 -4.0752 -3.7469
 -3.4903 -3.3067 -3.1896 -3.1220 -3.0871 -3.0722 -3.0693 -3.0735 -3.0808 -3.0881
 -3.0932
 -7.4903 -7.4267 -7.3668 -7.2836 -7.1682 -7.0311 -6.8907 -6.7575 -6.6313 -6.5060
 -6.3801 -6.2578 -6.1401 -6.0234 -5.8943 -5.4670 -4.9632 -4.4987 -4.0932 -3.7531
 -3.4802 -3.2753 -3.1375 -3.0548 -3.0102 -2.9900 -2.9852 -2.9894 -2.9987 -3.0093
 -3.0205
 -7.4236 -7.3326 -7.2751 -7.2139 -7.1276 -7.0104 -6.8724 -6.7294 -6.5916 -6.4590
 -6.3265 -6.1915 -6.0556 -5.9222 -5.7935 -5.4551 -5.0211 -4.5556 -4.1415 -3.7890
 -3.4994 -3.2720 -3.1087 -3.0039 -2.9436 -2.9134 -2.9027 -2.9042 -2.9132 -2.9261
 -2.9404
 -7.4204 -7.2649 -7.1879 -7.1329 -7.0696 -6.9815 -6.8638 -6.7255 -6.5807 -6.4384
 -6.3003 -6.1627 -6.0221 -5.8787 -5.7359 -5.3986 -5.0434 -4.6247 -4.2076 -3.8439
 -3.5391 -3.2918 -3.1033 -2.9731 -2.8920 -2.8469 -2.8264 -2.8220 -2.8280 -2.8404
 -2.8560
 -7.5133 -7.2511 -7.1234 -7.0534 -6.9984 -6.9342 -6.8455 -6.7284 -6.5907 -6.4442
 -6.2982 -6.1555 -6.0137 -5.8695 -5.7220 -5.3610 -5.0268 -4.6708 -4.2810
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.6595 -8.4808 -8.2872 -8.1054 -7.9206 -7.7192 -7.5458 -7.3970 -7.2647 -7.1310
 -7.0006 -6.8716 -6.7431 -6.6139 -6.4824 -6.1312 -5.7419 -5.3248 -4.8865
 -8.4571 -8.4068 -8.2427 -8.0590 -7.8811 -7.6869 -7.4974 -7.3331 -7.1831 -7.0390
 -6.8967 -6.7548 -6.6123 -6.4683 -6.3208 -5.9331 -5.5182 -5.0930 -4.6866 -4.3375
 -8.1814 -8.1687 -8.1486 -8.0081 -7.8385 -7.6652 -7.4737 -7.2894 -7.1235 -6.9665
 -6.8124 -6.6574 -6.5011 -6.3430 -6.1821 -5.7659 -5.3344 -4.9091 -4.5188 -4.1896
 -3.9426
 -8.0574 -7.9340 -7.8779 -7.8749 -7.7771 -7.6264 -7.4607 -7.2713 -7.0868 -6.9166
 -6.7522 -6.5858 -6.4173 -6.2470 -6.0747 -5.6366 -5.1938 -4.7679 -4.3863 -4.0684
 -3.8284 -3.6659
 -7.9680 -7.8323 -7.6990 -7.6091 -7.5806 -7.5376 -7.4173 -7.2628 -7.0768 -6.8904
 -6.7159 -6.5420 -6.3646 -6.1847 -6.0030 -5.5471 -5.0953 -4.6667 -4.2871 -3.9731
 -3.7335 -3.5696 -3.4666 -3.4032
 -7.8786 -7.7602 -7.6177 -7.4792 -7.3699 -7.3004 -7.2630 -7.1943 -7.0645 -6.8893
 -6.7007 -6.5220 -6.3401 -6.1544 -5.9661 -5.4958 -5.0356 -4.6024 -4.2198 -3.9033
 -3.6590 -3.4877 -3.3794 -3.3157 -3.2790 -3.2592 -3.2489 -3.2425 -3.2342 -3.2180
 -7.7839 -7.6883 -7.5627 -7.4170 -7.2745 -7.1541 -7.0574 -6.9852 -6.9273 -6.8412
 -6.6969 -6.5181 -6.3369 -6.1499 -5.9587 -5.4787 -5.0112 -4.5721 -4.1832 -3.8593
 -3.6056 -3.4221 -3.3030 -3.2326 -3.1944 -3.1755 -3.1675 -3.1650 -3.1639 -3.1604
 -3.1502
 -7.6883 -7.6070 -7.5080 -7.3773 -7.2282 -7.0837 -6.9559 -6.8431 -6.7428 -6.6554
 -6.5738 -6.4688 -6.3266 -6.1583 -5.9729 -5.4905 -5.0174 -4.5729 -4.1762 -3.8417
 -3.5749 -3.3752 -3.2400 -3.1577 -3.1126 -3.0908 -3.0830 -3.0826 -3.0858 -3.0894
 -3.0905
 -7.6074 -7.5278 -7.4391 -7.3366 -7.2028 -7.0518 -6.9043 -6.7699 -6.6467 -6.5293
 -6.4174 -6.3137 -6.2110 -6.0971 -5.9613 -5.5203 -5.0458 -4.5968 -4.1925 -3.8465
 -3.5645 -3.3463 -3.1912 -3.0925 -3.0364 -3.0085 -2.9983 -2.9982 -3.0037 -3.0114
 -3.0189
 -7.5600 -7.4407 -7.3618 -7.2821 -7.1778 -7.0431 -6.8913 -6.7405 -6.6003 -6.4690
 -6.3415 -6.2161 -6.0951 -5.9786 -5.8647 -5.5358 -5.0992 -4.6496 -4.2394 -3.8817
 -3.5834 -3.3448 -3.1661 -3.0451 -2.9719 -2.9328 -2.9162 -2.9133 -2.9187 -2.9284
 -2.9398
 -7.5726 -7.3901 -7.2888 -7.2142 -7.1343 -7.0295 -6.8957 -6.7442 -6.5908 -6.4450
 -6.3073 -6.1733 -6.0404 -5.9090 -5.7812 -5.4788 -5.1358 -4.7173 -4.3046 -3.9371
 -3.6238 -3.3661 -3.1644 -3.0185 -2.9235 -2.8682 -2.8409 -2.8317 -2.8340 -2.8434
 -2.8561
 -7.6812 -7.3910 -7.2395 -7.1479 -7.0754 -6.9956 -6.8916 -6.7598 -6.6097 -6.4549
 -6.3047 -6.1614 -6.0225 -5.8846 -5.7471 -5.4203 -5.1149 -4.7705 -4.3802
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.6446 -8.4478 -8.2580 -8.0823 -7.8977 -7.6981 -7.5248 -7.3690 -7.2353 -7.1081
 -6.9820 -6.8576 -6.7347 -6.6119 -6.4874 -6.1577 -5.7922 -5.3969 -4.9896
 -8.4556 -8.4161 -8.2293 -8.0445 -7.8610 -7.6599 -7.4696 -7.3015 -7.1523 -7.0129
 -6.8766 -6.7422 -6.6085 -6.4741 -6.3371 -5.9768 -5.5866 -5.1824 -4.7912 -4.4408
 -8.2634 -8.2855 -8.1807 -8.0083 -7.8313 -7.6413 -7.4409 -7.2534 -7.0885 -6.9361
 -6.7895 -6.6448 -6.5006 -6.3559 -6.2090 -5.8263 -5.4206 -5.0115 -4.6293 -4.2966
 -4.0330
 -8.0914 -7.9994 -8.0055 -7.9402 -7.7891 -7.6224 -7.4353 -7.2334 -7.0484 -6.8813
 -6.7247 -6.5703 -6.4164 -6.2624 -6.1070 -5.7080 -5.2926 -4.8800 -4.5016 -4.1780
 -3.9220 -3.7392
 -8.0072 -7.8627 -7.7474 -7.7116 -7.6882 -7.5712 -7.4187 -7.2370 -7.0364 -6.8516
 -6.6834 -6.5210 -6.3590 -6.1969 -6.0341 -5.6216 -5.1994 -4.7839 -4.4052 -4.0842
 -3.8298 -3.6457 -3.5240 -3.4461
 -7.9328 -7.7950 -7.6430 -7.5132 -7.4351 -7.4057 -7.3441 -7.2158 -7.0472 -6.8492
 -6.6645 -6.4951 -6.3275 -6.1595 -5.9908 -5.5668 -5.1389 -4.7202 -4.3384 -4.0147
 -3.7570 -3.5666 -3.4386 -3.3592 -3.3112 -3.2830 -3.2661 -3.2539 -3.2407 -3.2197
 -7.8541 -7.7371 -7.5925 -7.4360 -7.2973 -7.1929 -7.1249 -7.0775 -6.9973 -6.8572
 -6.6710 -6.4883 -6.3173 -6.1465 -5.9744 -5.5420 -5.1094 -4.6873 -4.3005 -3.9701
 -3.7043 -3.5034 -3.3645 -3.2771 -3.2265 -3.1987 -3.1838 -3.1759 -3.1704 -3.1626
 -3.1475
 -7.7797 -7.6728 -7.5519 -7.4028 -7.2442 -7.0982 -6.9781 -6.8807 -6.8033 -6.7342
 -6.6404 -6.4928 -6.3219 -6.1514 -5.9790 -5.5436 -5.1082 -4.6836 -4.2907 -3.9508
 -3.6730 -3.4583 -3.3041 -3.2039 -3.1452 -3.1139 -3.0993 -3.0939 -3.0927 -3.0919
 -3.0888
 -7.7201 -7.6023 -7.5000 -7.3765 -7.2243 -7.0623 -6.9124 -6.7818 -6.6669 -6.5634
 -6.4706 -6.3821 -6.2754 -6.1430 -5.9898 -5.5626 -5.1276 -4.7016 -4.3035 -3.9530
 -3.6611 -3.4299 -3.2579 -3.1411 -3.0701 -3.0318 -3.0144 -3.0090 -3.0101 -3.0140
 -3.0178
 -7.6981 -7.5436 -7.4394 -7.3393 -7.2150 -7.0624 -6.8989 -6.7440 -6.6053 -6.4791
 -6.3604 -6.2484 -6.1440 -6.0408 -5.9326 -5.5928 -5.1702 -4.7469 -4.3464 -3.9861
 -3.6788 -3.4286 -3.2355 -3.0973 -3.0085 -2.9577 -2.9330 -2.9245 -2.9255 -2.9322
 -2.9396
 -7.7352 -7.5149 -7.3839 -7.2873 -7.1886 -7.0653 -6.9143 -6.7504 -6.5913 -6.4454
 -6.3110 -6.1835 -6.0607 -5.9434 -5.8306 -5.5561 -5.2153 -4.8063 -4.4069 -4.0399
 -3.7189 -3.4506 -3.2362 -3.0749 -2.9640 -2.8959 -2.8593 -2.8438 -2.8415 -2.8471
 -2.8564
 -7.8615 -7.5371 -7.3538 -7.2367 -7.1446 -7.0477 -6.9267 -6.7789 -6.6164 -6.4547
 -6.3027 -6.1616 -6.0278 -5.8985 -5.7728 -5.4821 -5.2013 -4.8640 -4.4781
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.6049 -8.4095 -8.2292 -8.0580 -7.8645 -7.6650 -7.4996 -7.3516 -7.2163 -7.0932
 -6.9729 -6.8541 -6.7372 -6.6206 -6.5033 -6.1949 -5.8553 -5.4874 -5.0964
 -8.5243 -8.4016 -8.2104 -8.0270 -7.8368 -7.6258 -7.4407 -7.2757 -7.1284 -6.9953
 -6.8669 -6.7408 -6.6163 -6.4917 -6.3650 -6.0324 -5.6681 -5.2833 -4.9052 -4.5563
 -8.3809 -8.3446 -8.1849 -8.0019 -7.8183 -7.6128 -7.4037 -7.2200 -7.0587 -6.9131
 -6.7763 -6.6427 -6.5110 -6.3795 -6.2462 -5.8976 -5.5198 -5.1274 -4.7518 -4.4172
 -4.1401
 -8.1912 -8.1113 -8.0990 -7.9607 -7.7908 -7.6097 -7.4003 -7.1925 -7.0115 -6.8510
 -6.7049 -6.5633 -6.4243 -6.2862 -6.1473 -5.7881 -5.4035 -5.0070 -4.6314 -4.3025
 -4.0327 -3.8289
 -8.0368 -7.8969 -7.8327 -7.8336 -7.7328 -7.5801 -7.4056 -7.1984 -6.9929 -6.8141
 -6.6552 -6.5056 -6.3593 -6.2148 -6.0703 -5.7023 -5.3143 -4.9165 -4.5399 -4.2116
 -3.9434 -3.7389 -3.5961 -3.5004
 -7.9735 -7.8203 -7.6694 -7.5693 -7.5434 -7.4957 -7.3694 -7.2073 -7.0075 -6.8055
 -6.6283 -6.4701 -6.3174 -6.1669 -6.0172 -5.6405 -5.2503 -4.8525 -4.4744 -4.1435
 -3.8724 -3.6630 -3.5136 -3.4149 -3.3525 -3.3126 -3.2868 -3.2682 -3.2490 -3.2229
 -7.9132 -7.7727 -7.6127 -7.4544 -7.3318 -7.2617 -7.2248 -7.1488 -7.0115 -6.8281
 -6.6299 -6.4555 -6.2971 -6.1420 -5.9883 -5.6042 -5.2119 -4.8143 -4.4342 -4.0980
 -3.8198 -3.6018 -3.4423 -3.3347 -3.2677 -3.2279 -3.2044 -3.1899 -3.1789 -3.1662
 -3.1463
 -7.8571 -7.7249 -7.5823 -7.4177 -7.2542 -7.1176 -7.0161 -6.9459 -6.8879 -6.7986
 -6.6524 -6.4655 -6.2948 -6.1368 -5.9807 -5.5923 -5.1990 -4.8017 -4.4192 -4.0759
 -3.7871 -3.5572 -3.3842 -3.2639 -3.1877 -3.1435 -3.1196 -3.1070 -3.1004 -3.0956
 -3.0882
 -7.7792 -7.6735 -7.5472 -7.4026 -7.2348 -7.0674 -6.9213 -6.8008 -6.7017 -6.6190
 -6.5410 -6.4435 -6.2998 -6.1419 -5.9861 -5.5981 -5.2057 -4.8098 -4.4247 -4.0734
 -3.7725 -3.5279 -3.3394 -3.2036 -3.1146 -3.0622 -3.0348 -3.0225 -3.0182 -3.0175
 -3.0175
 -7.7794 -7.6371 -7.5052 -7.3828 -7.2379 -7.0695 -6.8990 -6.7451 -6.6124 -6.4956
 -6.3905 -6.2951 -6.2039 -6.0994 -5.9791 -5.6216 -5.2348 -4.8440 -4.4598 -4.1015
 -3.7871 -3.5253 -3.3181 -3.1631 -3.0565 -2.9905 -2.9547 -2.9385 -2.9339 -2.9355
 -2.9396
 -7.8445 -7.6333 -7.4697 -7.3489 -7.2296 -7.0865 -6.9194 -6.7470 -6.5869 -6.4446
 -6.3167 -6.1986 -6.0885 -5.9862 -5.8854 -5.6183 -5.2741 -4.8916 -4.5123 -4.1511
 -3.8252 -3.5466 -3.3199 -3.1440 -3.0164 -2.9325 -2.8836 -2.8592 -2.8507 -2.8516
 -2.8572
 -7.9745 -7.6622 -7.4586 -7.3145 -7.2031 -7.0871 -6.9475 -6.7838 -6.6117 -6.4467
 -6.2967 -6.1606 -6.0342 -5.9154 -5.7050 -5.5882 -5.3236 -4.9526 -4.5822
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.5532 -8.3756 -8.2028 -8.0345 -7.8319 -7.6375 -7.4726 -7.3328 -7.2033 -7.0867
 -6.9721 -6.8592 -6.7481 -6.6381 -6.5277 -6.2398 -5.9221 -5.5764 -5.2079
 -8.5688 -8.3781 -8.1899 -8.0051 -7.8071 -7.5931 -7.4067 -7.2514 -7.1104 -6.9860
 -6.8657 -6.7483 -6.6327 -6.5174 -6.4007 -6.0952 -5.7583 -5.3947 -5.0291 -4.6838
 -8.3771 -8.3619 -8.1772 -7.9918 -7.7985 -7.5782 -7.3655 -7.1881 -7.0339 -6.8980
 -6.7713 -6.6489 -6.5290 -6.4098 -6.2892 -5.9739 -5.6267 -5.2547 -4.8871 -4.5513
 -4.2637
