 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -3.8846 -3.6994 -3.5802 -3.5106 -3.4745 -3.4604 -3.4612 -3.4718 -3.4887 -3.5086
 -3.5296
 -7.2817 -7.2049 -7.1656 -7.1424 -7.1211 -7.0817 -7.0209 -6.9382 -6.8399 -6.7331
 -6.6211 -6.5015 -6.3695 -6.2234 -6.0674 -5.6752 -5.2897 -4.8919 -4.5137 -4.1848
 -3.9136 -3.7077 -3.5642 -3.4720 -3.4186 -3.3922 -3.3845 -3.3895 -3.4031 -3.4221
 -3.4435
 -7.2750 -7.1395 -7.0668 -7.0361 -7.0212 -6.9989 -6.9595 -6.8984 -6.8152 -6.7143
 -6.6033 -6.4864 -6.3627 -6.2287 -6.0824 -5.6891 -5.3044 -4.9272 -4.5589
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.8478 -8.7805 -8.6161 -8.4320 -8.2386 -8.0566 -7.9029 -7.7653 -7.6327 -7.5033
 -7.3757 -7.2482 -7.1202 -6.9903 -6.8571 -6.5061 -6.1113 -5.6637 -5.2330
 -8.5296 -8.5220 -8.4954 -8.3589 -8.1908 -8.0177 -7.8517 -7.7033 -7.5629 -7.4267
 -7.2896 -7.1500 -7.0071 -6.8607 -6.7101 -6.3160 -5.8915 -5.4469 -5.0368 -4.7200
 -8.3655 -8.2629 -8.2150 -8.2097 -8.1197 -7.9740 -7.8179 -7.6607 -7.5113 -7.3673
 -7.2204 -7.0672 -6.9078 -6.7435 -6.5749 -6.1422 -5.6984 -5.2620 -4.8730 -4.5727
 -4.3681
 -8.2471 -8.1334 -8.0235 -7.9446 -7.9166 -7.8794 -7.7700 -7.6306 -7.4772 -7.3243
 -7.1698 -7.0055 -6.8316 -6.6511 -6.4666 -6.0027 -5.5465 -5.1171 -4.7429 -4.4520
 -4.2537 -4.1282
 -8.1326 -8.0354 -7.9205 -7.8074 -7.7132 -7.6483 -7.6147 -7.5559 -7.4427 -7.2946
 -7.1371 -6.9677 -6.7848 -6.5925 -6.3956 -5.9072 -5.4411 -5.0139 -4.6462 -4.3576
 -4.1580 -4.0328 -3.9586 -3.9156
 -8.0122 -7.9393 -7.8378 -7.7221 -7.6096 -7.5080 -7.4220 -7.3558 -7.3049 -7.2277
 -7.1011 -6.9452 -6.7649 -6.5681 -6.3637 -5.8562 -5.3801 -4.9506 -4.5821 -4.2892
 -4.0814 -3.9500 -3.8730 -3.8311 -3.8104 -3.8029 -3.8026 -3.8049 -3.8051 -3.7982
 -7.8854 -7.8352 -7.7577 -7.6538 -7.5389 -7.4273 -7.3226 -7.2229 -7.1298 -7.0490
 -6.9723 -6.8726 -6.7361 -6.5627 -6.3636 -5.8449 -5.3587 -4.9236 -4.5497 -4.2472
 -4.0252 -3.8810 -3.7960 -3.7498 -3.7280 -3.7210 -3.7229 -3.7292 -3.7363 -3.7409
 -3.7397
 -7.7585 -7.7212 -7.6683 -7.5876 -7.4826 -7.3680 -7.2558 -7.1475 -7.0394 -6.9295
 -6.8226 -6.7216 -6.6195 -6.5001 -6.3502 -5.8657 -5.3710 -4.9285 -4.5469 -4.2327
 -3.9923 -3.8287 -3.7296 -3.6748 -3.6479 -3.6388 -3.6405 -3.6485 -3.6594 -3.6702
 -3.6791
 -7.6449 -7.6037 -7.5662 -7.5103 -7.4269 -7.3213 -7.2066 -7.0924 -6.9803 -6.8655
 -6.7454 -6.6225 -6.5005 -6.3824 -6.2616 -5.8828 -5.4058 -4.9561 -4.5665 -4.2407
 -3.9816 -3.7946 -3.6754 -3.6071 -3.5721 -3.5582 -3.5580 -3.5641 -3.5745 -3.5888
 -3.6067
 -7.5643 -7.5044 -7.4593 -7.4209 -7.3627 -7.2783 -7.1727 -7.0574 -6.9410 -6.8250
 -6.7057 -6.5797 -6.4475 -6.3133 -6.1821 -5.8522 -5.4520 -5.0101 -4.6125 -4.2758
 -3.9998 -3.7883 -3.6431 -3.5541 -3.5051 -3.4822 -3.4766 -3.4820 -3.4942 -3.5100
 -3.5270
 -7.5506 -7.4153 -7.3585 -7.3238 -7.2838 -7.2243 -7.1398 -7.0345 -6.9185 -6.7996
 -6.6800 -6.5572 -6.4274 -6.2903 -6.1496 -5.8093 -5.4635 -5.0685 -4.6725 -4.3264
 -4.0369 -3.8047 -3.6339 -3.5202 -3.4518 -3.4153 -3.4007 -3.4004 -3.4096 -3.4249
 -3.4430
 -7.6166 -7.3904 -7.2820 -7.2310 -7.1948 -7.1540 -7.0955 -7.0116 -6.9070 -6.7901
 -6.6688 -6.5460 -6.4201 -6.2881 -6.1487 -5.7926 -5.4557 -5.1067 -4.7351
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.9061 -8.7778 -8.5901 -8.4051 -8.2157 -8.0263 -7.8680 -7.7330 -7.6064 -7.4777
 -7.3527 -7.2288 -7.1054 -6.9813 -6.8545 -6.5175 -6.1442 -5.7312 -5.3106
 -8.6169 -8.6299 -8.5223 -8.3508 -8.1761 -7.9939 -7.8228 -7.6736 -7.5363 -7.4001
 -7.2655 -7.1300 -6.9931 -6.8538 -6.7108 -6.3353 -5.9338 -5.5168 -5.1194 -4.7924
 -8.4095 -8.3348 -8.3389 -8.2758 -8.1276 -7.9672 -7.7976 -7.6338 -7.4847 -7.3398
 -7.1953 -7.0475 -6.8963 -6.7418 -6.5836 -6.1748 -5.7536 -5.3381 -4.9584 -4.6485
 -4.4271
 -8.2968 -8.1755 -8.0788 -8.0449 -8.0239 -7.9154 -7.7719 -7.6133 -7.4516 -7.2972
 -7.1448 -6.9869 -6.8234 -6.6554 -6.4840 -6.0487 -5.6139 -5.1992 -4.8304 -4.5303
 -4.3147 -4.1742
 -8.1950 -8.0823 -7.9575 -7.8495 -7.7781 -7.7494 -7.6970 -7.5819 -7.4359 -7.2723
 -7.1135 -6.9501 -6.7785 -6.6007 -6.4191 -5.9628 -5.5168 -5.1001 -4.7348 -4.4378
 -4.2209 -4.0794 -3.9936 -3.9422
 -8.0887 -7.9982 -7.8811 -7.7557 -7.6428 -7.5509 -7.4866 -7.4444 -7.3754 -7.2534
 -7.0962 -6.9328 -6.7590 -6.5766 -6.3885 -5.9160 -5.4599 -5.0383 -4.6705 -4.3702
 -4.1466 -3.9979 -3.9082 -3.8576 -3.8307 -3.8184 -3.8138 -3.8115 -3.8069 -3.7970
 -7.9756 -7.9077 -7.8127 -7.6936 -7.5689 -7.4539 -7.3513 -7.2622 -7.1901 -7.1275
 -7.0411 -6.9109 -6.7536 -6.5759 -6.3867 -5.9041 -5.4388 -5.0106 -4.6363 -4.3283
 -4.0931 -3.9314 -3.8321 -3.7763 -3.7478 -3.7360 -3.7337 -3.7361 -3.7394 -3.7404
 -3.7347
 -7.8617 -7.8069 -7.7371 -7.6392 -7.5193 -7.3951 -7.2779 -7.1693 -7.0661 -6.9683
 -6.8802 -6.7946 -6.6918 -6.5602 -6.3972 -5.9212 -5.4490 -5.0135 -4.6315 -4.3126
 -4.0621 -3.8825 -3.7678 -3.7018 -3.6677 -3.6534 -3.6509 -3.6554 -3.6629 -3.6705
 -3.6760
 -7.7617 -7.7009 -7.6472 -7.5753 -7.4758 -7.3560 -7.2314 -7.1119 -6.9981 -6.8855
 -6.7730 -6.6641 -6.5594 -6.4555 -6.3398 -5.9509 -5.4811 -5.0397 -4.6492 -4.3189
 -4.0524 -3.8519 -3.7168 -3.6358 -3.5922 -3.5727 -3.5683 -3.5729 -3.5823 -3.5932
 -3.6048
 -7.6944 -7.6049 -7.5513 -7.4979 -7.4248 -7.3254 -7.2065 -7.0813 -6.9592 -6.8408
 -6.7223 -6.6017 -6.4801 -6.3603 -6.2444 -5.9369 -5.5346 -5.0939 -4.6960 -4.3540
 -4.0713 -3.8486 -3.6885 -3.5857 -3.5267 -3.4973 -3.4872 -3.4891 -3.4983 -3.5115
 -3.5260
 -7.6908 -7.5362 -7.4614 -7.4111 -7.3571 -7.2839 -7.1855 -7.0679 -6.9426 -6.8177
 -6.6953 -6.5727 -6.4470 -6.3182 -6.1892 -5.8818 -5.5534 -5.1592 -4.7597 -4.4075
 -4.1102 -3.8681 -3.6832 -3.5554 -3.4758 -3.4317 -3.4119 -3.4080 -3.4143 -3.4270
 -3.4428
 -7.7834 -7.5219 -7.3955 -7.3281 -7.2788 -7.2250 -7.1523 -7.0557 -6.9401 -6.8147
 -6.6877 -6.5619 -6.4359 -6.3069 -6.1740 -5.8450 -5.5359 -5.2017 -4.8300
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.9304 -8.7527 -8.5604 -8.3806 -8.2008 -8.0098 -7.8465 -7.7060 -7.5810 -7.4549
 -7.3328 -7.2127 -7.0937 -6.9749 -6.8545 -6.5351 -6.1822 -5.8005 -5.3957
 -8.7303 -8.6815 -8.5190 -8.3370 -8.1624 -7.9775 -7.8012 -7.6486 -7.5092 -7.3754
 -7.2442 -7.1139 -6.9836 -6.8521 -6.7178 -6.3646 -5.9850 -5.5918 -5.2104 -4.8784
 -8.4587 -8.4483 -8.4299 -8.2910 -8.1234 -7.9554 -7.7769 -7.6082 -7.4564 -7.3126
 -7.1722 -7.0314 -6.8895 -6.7459 -6.5993 -6.2185 -5.8201 -5.4227 -5.0530 -4.7378
 -4.4994
 -8.3365 -8.2192 -8.1667 -8.1654 -8.0689 -7.9207 -7.7622 -7.5888 -7.4223 -7.2684
 -7.1199 -6.9700 -6.8178 -6.6635 -6.5066 -6.1041 -5.6924 -5.2915 -4.9278 -4.6219
 -4.3895 -4.2316
 -8.2467 -8.1194 -7.9940 -7.9090 -7.8828 -7.8413 -7.7239 -7.5779 -7.4100 -7.2435
 -7.0872 -6.9313 -6.7719 -6.6094 -6.4441 -6.0243 -5.6023 -5.1969 -4.8337 -4.5306
 -4.2980 -4.1383 -4.0378 -3.9759
 -8.1552 -8.0457 -7.9143 -7.7853 -7.6825 -7.6170 -7.5824 -7.5173 -7.3961 -7.2389
 -7.0716 -6.9123 -6.7496 -6.5824 -6.4114 -5.9784 -5.5477 -5.1367 -4.7697 -4.4635
 -4.2259 -4.0588 -3.9531 -3.8908 -3.8550 -3.8358 -3.8261 -3.8202 -3.8125 -3.7970
 -8.0581 -7.9696 -7.8559 -7.7234 -7.5926 -7.4807 -7.3905 -7.3241 -7.2718 -7.1939
 -7.0647 -6.9062 -6.7448 -6.5772 -6.4043 -5.9631 -5.5255 -5.1086 -4.7350 -4.4213
 -4.1742 -3.9951 -3.8786 -3.8099 -3.7726 -3.7543 -3.7467 -3.7446 -3.7440 -3.7411
 -3.7315
 -7.9606 -7.8840 -7.7948 -7.6787 -7.5453 -7.4142 -7.2971 -7.1936 -7.1022 -7.0239
 -6.9518 -6.8591 -6.7327 -6.5823 -6.4154 -5.9738 -5.5317 -5.1098 -4.7287 -4.4046
 -4.1445 -3.9494 -3.8171 -3.7365 -3.6925 -3.6714 -3.6641 -3.6641 -3.6677 -3.6717
 -3.6732
 -7.8786 -7.8010 -7.7196 -7.6293 -7.5124 -7.3793 -7.2473 -7.1258 -7.0141 -6.9083
 -6.8081 -6.7159 -6.6249 -6.5235 -6.4018 -6.0001 -5.5582 -5.1328 -4.7448 -4.4095
 -4.1346 -3.9212 -3.7693 -3.6726 -3.6178 -3.5907 -3.5810 -3.5813 -3.5872 -3.5952
 -3.6031
 -7.8306 -7.7128 -7.6377 -7.5664 -7.4761 -7.3603 -7.2283 -7.0951 -6.9698 -6.8520
 -6.7376 -6.6253 -6.5170 -6.4126 -6.3102 -6.0118 -5.6075 -5.1831 -4.7901 -4.4440
 -4.1533 -3.9199 -3.7448 -3.6261 -3.5544 -3.5163 -3.5003 -3.4979 -3.5036 -3.5136
 -3.5253
 -7.8429 -7.6613 -7.5620 -7.4923 -7.4223 -7.3332 -7.2196 -7.0894 -6.9556 -6.8267
 -6.7039 -6.5840 -6.4648 -6.3467 -6.2312 -5.9561 -5.6399 -5.2469 -4.8528 -4.4979
 -4.1929 -3.9410 -3.7432 -3.5999 -3.5067 -3.4526 -3.4260 -3.4174 -3.4201 -3.4298
 -3.4427
 -7.9512 -7.6616 -7.5113 -7.4224 -7.3559 -7.2871 -7.1999 -7.0895 -6.9620 -6.8283
 -6.6965 -6.5695 -6.4455 -6.3217 -6.1976 -5.8997 -5.6181 -5.2960 -4.9251
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.9154 -8.7196 -8.5312 -8.3585 -8.1814 -7.9935 -7.8308 -7.6837 -7.5572 -7.4369
 -7.3182 -7.2019 -7.0876 -6.9742 -6.8598 -6.5596 -6.2280 -5.8673 -5.4912
 -8.7291 -8.6902 -8.5051 -8.3225 -8.1447 -7.9561 -7.7800 -7.6238 -7.4848 -7.3547
 -7.2283 -7.1041 -6.9811 -6.8578 -6.7326 -6.4040 -6.0471 -5.6740 -5.3084 -4.9765
 -8.5401 -8.5639 -8.4609 -8.2902 -8.1164 -7.9357 -7.7514 -7.5800 -7.4286 -7.2883
 -7.1538 -7.0213 -6.8895 -6.7573 -6.6231 -6.2729 -5.8989 -5.5178 -5.1574 -4.8400
 -4.5864
 -8.3711 -8.2841 -8.2925 -8.2289 -8.0795 -7.9171 -7.7422 -7.5592 -7.3919 -7.2400
 -7.0976 -6.9573 -6.8174 -6.6771 -6.5352 -6.1686 -5.7833 -5.3964 -5.0373 -4.7271
 -4.4799 -4.3026
 -8.2867 -8.1507 -8.0423 -8.0098 -7.9880 -7.8728 -7.7255 -7.5578 -7.3781 -7.2124
 -7.0606 -6.9140 -6.7674 -6.6202 -6.4717 -6.0919 -5.6986 -5.3071 -4.9463 -4.6375
 -4.3912 -4.2122 -4.0936 -4.0176
 -8.2099 -8.0816 -7.9408 -7.8197 -7.7466 -7.7196 -7.6601 -7.5374 -7.3829 -7.2068
 -7.0420 -6.8899 -6.7390 -6.5870 -6.4334 -6.0430 -5.6434 -5.2478 -4.8831 -4.5710
 -4.3210 -4.1355 -4.0107 -3.9332 -3.8864 -3.8590 -3.8428 -3.8312 -3.8188 -3.7986
 -8.1286 -8.0193 -7.8875 -7.7445 -7.6165 -7.5192 -7.4560 -7.4123 -7.3376 -7.2096
 -7.0442 -6.8816 -6.7283 -6.5744 -6.4183 -6.0209 -5.6167 -5.2174 -4.8473 -4.5283
 -4.2700 -4.0742 -3.9386 -3.8532 -3.8038 -3.7768 -3.7625 -3.7551 -3.7503 -3.7431
 -3.7287
 -8.0520 -7.9501 -7.8399 -7.7064 -7.5635 -7.4305 -7.3200 -7.2303 -7.1598 -7.0977
 -7.0135 -6.8820 -6.7297 -6.5768 -6.4211 -6.0222 -5.6161 -5.2144 -4.8383 -4.5100
 -4.2400 -4.0304 -3.8796 -3.7817 -3.7243 -3.6939 -3.6799 -3.6750 -3.6743 -3.6740
 -3.6714
 -7.9912 -7.8763 -7.7810 -7.6708 -7.5367 -7.3928 -7.2578 -7.1392 -7.0346 -6.9410
 -6.8579 -6.7792 -6.6844 -6.5662 -6.4284 -6.0388 -5.6341 -5.2317 -4.8510 -4.5125
 -4.2287 -4.0029 -3.8345 -3.7201 -3.6507 -3.6134 -3.5967 -3.5917 -3.5933 -3.5976
 -3.6019
 -7.9686 -7.8156 -7.7154 -7.6241 -7.5152 -7.3827 -7.2393 -7.1015 -6.9769 -6.8631
 -6.7563 -6.6559 -6.5624 -6.4702 -6.3731 -6.0646 -5.6733 -5.2747 -4.8924 -4.5449
 -4.2461 -4.0018 -3.8126 -3.6772 -3.5901 -3.5405 -3.5166 -3.5087 -3.5101 -3.5172
 -3.5250
 -8.0055 -7.7860 -7.6570 -7.5655 -7.4773 -7.3709 -7.2414 -7.0994 -6.9596 -6.8297
 -6.7093 -6.5948 -6.4844 -6.3788 -6.2771 -6.0277 -5.7139 -5.3306 -4.9505 -4.5972
 -4.2855 -4.0235 -3.8135 -3.6552 -3.5464 -3.4796 -3.4440 -3.4291 -3.4273 -3.4333
 -3.4429
 -8.1315 -7.8077 -7.6256 -7.5113 -7.4253 -7.3400 -7.2371 -7.1118 -6.9725 -6.8316
 -6.6975 -6.5718 -6.4519 -6.3355 -6.2219 -5.9570 -5.6984 -5.3839 -5.0184
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.8755 -8.6811 -8.5027 -8.3362 -8.1530 -7.9664 -7.8110 -7.6710 -7.5425 -7.4253
 -7.3115 -7.1997 -7.0903 -6.9820 -6.8738 -6.5924 -6.2829 -5.9469 -5.5894
 -8.7968 -8.6752 -8.4857 -8.3058 -8.1246 -7.9289 -7.7579 -7.6041 -7.4660 -7.3410
 -7.2209 -7.1035 -6.9880 -6.8730 -6.7567 -6.4529 -6.1203 -5.7663 -5.4144 -5.0856
 -8.6564 -8.6219 -8.4640 -8.2831 -8.1052 -7.9134 -7.7225 -7.5542 -7.4053 -7.2700
 -7.1433 -7.0199 -6.8986 -6.7776 -6.6553 -6.3360 -5.9887 -5.6248 -5.2723 -4.9546
 -4.6892
 -8.4701 -8.3944 -8.3841 -8.2476 -8.0804 -7.9071 -7.7152 -7.5275 -7.3629 -7.2157
 -7.0815 -6.9517 -6.8243 -6.6977 -6.5702 -6.2401 -5.8845 -5.5144 -5.1599 -4.8461
 -4.5865 -4.3893
 -8.3171 -8.1854 -8.1262 -8.1293 -8.0302 -7.8806 -7.7156 -7.5280 -7.3438 -7.1822
 -7.0375 -6.9012 -6.7678 -6.6356 -6.5032 -6.1643 -5.8039 -5.4309 -5.0739 -4.7596
 -4.5009 -4.3025 -4.1636 -4.0704
 -8.2513 -8.1084 -7.9683 -7.8752 -7.8524 -7.8065 -7.6835 -7.5315 -7.3518 -7.1718
 -7.0123 -6.8690 -6.7304 -6.5934 -6.4565 -6.1095 -5.7460 -5.3717 -5.0123 -4.6947
 -4.4326 -4.2292 -4.0836 -3.9874 -3.9266 -3.8879 -3.8629 -3.8451 -3.8267 -3.8016
 -8.1878 -8.0563 -7.9098 -7.7646 -7.6512 -7.5863 -7.5523 -7.4797 -7.3515 -7.1867
 -7.0107 -6.8542 -6.7111 -6.5706 -6.4305 -6.0771 -5.7113 -5.3365 -4.9745 -4.6513
 -4.3820 -4.1699 -4.0144 -3.9093 -3.8439 -3.8052 -3.7825 -3.7687 -3.7584 -3.7465
 -3.7273
 -8.1294 -8.0029 -7.8723 -7.7241 -7.5761 -7.4511 -7.3575 -7.2929 -7.2398 -7.1578
 -7.0258 -6.8599 -6.7068 -6.5643 -6.4226 -6.0662 -5.6999 -5.3253 -4.9607 -4.6304
 -4.3505 -4.1267 -3.9578 -3.8402 -3.7657 -3.7227 -3.6996 -3.6877 -3.6817 -3.6774
 -3.6707
 -8.0528 -7.9476 -7.8293 -7.6994 -7.5507 -7.4010 -7.2688 -7.1590 -7.0686 -6.9935
 -6.9235 -6.8360 -6.7078 -6.5662 -6.4255 -6.0709 -5.7062 -5.3332 -4.9664 -4.6283
 -4.3367 -4.0983 -3.9141 -3.7812 -3.6941 -3.6430 -3.6165 -3.6048 -3.6011 -3.6009
 -3.6014
 -8.0537 -7.9091 -7.7814 -7.6690 -7.5410 -7.3937 -7.2432 -7.1056 -6.9858 -6.8801
 -6.7853 -6.6995 -6.6178 -6.5243 -6.4161 -6.0909 -5.7328 -5.3656 -5.0003 -4.6559
 -4.3511 -4.0960 -3.8934 -3.7415 -3.6371 -3.5726 -3.5377 -3.5223 -3.5181 -3.5202
 -3.5248
 -8.1171 -7.9044 -7.7429 -7.6276 -7.5198 -7.3953 -7.2509 -7.1004 -6.9587 -6.8314
 -6.7164 -6.6100 -6.5109 -6.4187 -6.3278 -6.0853 -5.7682 -5.4102 -5.0505 -4.7040
 -4.3885 -4.1171 -3.8953 -3.7229 -3.5978 -3.5155 -3.4677 -3.4441 -3.4361 -3.4375
 -3.4435
 -8.2430 -7.9334 -7.7305 -7.5893 -7.4844 -7.3811 -7.2611 -7.1212 -6.9724 -6.8278
 -6.6946 -6.5728 -6.4591 -6.3519 -6.1606 -6.0541 -5.8124 -5.4670 -5.1170
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.8265 -8.6472 -8.4773 -8.3160 -8.1262 -7.9448 -7.7894 -7.6564 -7.5325 -7.4209
 -7.3116 -7.2046 -7.0999 -6.9970 -6.8946 -6.6309 -6.3413 -6.0266 -5.6914
 -8.8405 -8.6511 -8.4651 -8.2862 -8.1008 -7.9036 -7.7309 -7.5854 -7.4521 -7.3341
 -7.2206 -7.1102 -7.0021 -6.8950 -6.7871 -6.5073 -6.2004 -5.8674 -5.5288 -5.2052
 -8.6527 -8.6379 -8.4541 -8.2732 -8.0893 -7.8869 -7.6929 -7.5295 -7.3859 -7.2583
 -7.1398 -7.0256 -6.9141 -6.8035 -6.6922 -6.4027 -6.0845 -5.7412 -5.3982 -5.0814
 -4.8072
