 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -5.2912 -5.1051 -4.8991 -4.6870 -4.4746 -3.9563 -3.4713 -3.0200 -2.6291 -2.3054
 -2.0610 -1.8923 -1.7852 -1.7234 -1.6926 -1.6825 -1.6867 -1.7005 -1.7201 -1.7421
 -1.7649
 -6.2006 -6.2066 -6.1844 -6.1371 -6.0671 -5.9768 -5.8682 -5.7413 -5.5932 -5.4323
 -5.2654 -5.0907 -4.9020 -4.6981 -4.4854 -3.9678 -3.4931 -3.0524 -2.6638 -2.3391
 -2.0836 -1.8957 -1.7655 -1.6821 -1.6342 -1.6117 -1.6072 -1.6148 -1.6307 -1.6516
 -1.6746
 -6.1030 -6.0526 -6.0204 -5.9935 -5.9593 -5.9076 -5.8304 -5.7231 -5.5901 -5.4374
 -5.2699 -5.0925 -4.9097 -4.7181 -4.5159 -3.9984 -3.5199 -3.0875 -2.7020
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  u   
 -7.8422 -7.8332 -7.7845 -7.6467 -7.4738 -7.2916 -7.1092 -6.9376 -6.7765 -6.6156
 -6.4494 -6.2775 -6.1010 -5.9198 -5.7337 -5.2418 -4.6409 -3.9900 -3.4752
 -7.5944 -7.4960 -7.4508 -7.4342 -7.3416 -7.1927 -7.0249 -6.8461 -6.6720 -6.4988
 -6.3153 -6.1208 -5.9181 -5.7099 -5.4965 -4.9331 -4.3163 -3.7170 -3.2498 -2.9295
 -7.4280 -7.3078 -7.1973 -7.1164 -7.0851 -7.0412 -6.9278 -6.7728 -6.5916 -6.4057
 -6.2035 -5.9829 -5.7495 -5.5100 -5.2682 -4.6605 -4.0537 -3.4941 -3.0570 -2.7606
 -2.5697
 -7.2844 -7.1702 -7.0451 -6.9254 -6.8258 -6.7577 -6.7156 -6.6430 -6.5073 -6.3269
 -6.1167 -5.8741 -5.6118 -5.3429 -5.0759 -4.4371 -3.8450 -3.3195 -2.9047 -2.6218
 -2.4430 -2.3331
 -7.1454 -7.0498 -6.9272 -6.7991 -6.6790 -6.5668 -6.4643 -6.3785 -6.3034 -6.1909
 -6.0204 -5.7933 -5.5214 -5.2310 -4.9436 -4.2811 -3.6997 -3.1966 -2.7933 -2.5127
 -2.3366 -2.2304 -2.1694 -2.1309
 -7.0074 -6.9335 -6.8256 -6.6962 -6.5652 -6.4404 -6.3160 -6.1855 -6.0551 -5.9371
 -5.8141 -5.6549 -5.4391 -5.1712 -4.8783 -4.1946 -3.6164 -3.1248 -2.7234 -2.4335
 -2.2500 -2.1407 -2.0787 -2.0471 -2.0354 -2.0358 -2.0424 -2.0501 -2.0549 -2.0532
 -6.8646 -6.8136 -6.7295 -6.6113 -6.4758 -6.3404 -6.2084 -6.0710 -5.9193 -5.7566
 -5.5940 -5.4377 -5.2723 -5.0746 -4.8366 -4.1691 -3.5865 -3.0981 -2.6935 -2.3861
 -2.1843 -2.0643 -1.9965 -1.9614 -1.9477 -1.9484 -1.9573 -1.9696 -1.9809 -1.9885
 -1.9923
 -6.7256 -6.6877 -6.6318 -6.5353 -6.4077 -6.2654 -6.1235 -5.9827 -5.8336 -5.6669
 -5.4840 -5.2946 -5.1112 -4.9320 -4.7416 -4.1770 -3.5972 -3.1065 -2.6973 -2.3719
 -2.1442 -2.0038 -1.9240 -1.8819 -1.8635 -1.8609 -1.8687 -1.8824 -1.8982 -1.9134
 -1.9258
 -6.6004 -6.5672 -6.5277 -6.4575 -6.3499 -6.2130 -6.0633 -5.9132 -5.7632 -5.6040
 -5.4273 -5.2328 -5.0312 -4.8342 -4.6443 -4.1562 -3.6244 -3.1343 -2.7210 -2.3823
 -2.1290 -1.9623 -1.8633 -1.8094 -1.7838 -1.7767 -1.7822 -1.7933 -1.8082 -1.8265
 -1.8479
 -6.5053 -6.4646 -6.4263 -6.3745 -6.2950 -6.1789 -6.0339 -5.8759 -5.7171 -5.5581
 -5.3918 -5.2099 -5.0119 -4.8068 -4.6049 -4.1311 -3.6516 -3.1780 -2.7635 -2.4167
 -2.1432 -1.9489 -1.8240 -1.7509 -1.7126 -1.6971 -1.6969 -1.7070 -1.7235 -1.7430
 -1.7638
 -6.4655 -6.3825 -6.3304 -6.2869 -6.2313 -6.1443 -6.0218 -5.8702 -5.7041 -5.5358
 -5.3683 -5.1962 -5.0122 -4.8147 -4.6105 -4.1227 -3.6696 -3.2221 -2.8105 -2.4597
 -2.1738 -1.9579 -1.8079 -1.7115 -1.6552 -1.6269 -1.6178 -1.6219 -1.6349 -1.6534
 -1.6744
 -6.4610 -6.3207 -6.2399 -6.1949 -6.1561 -6.0967 -6.0054 -5.8793 -5.7234 -5.5499
 -5.3728 -5.1970 -5.0193 -4.8341 -4.6390 -4.1436 -3.6892 -3.2627 -2.8596
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.0326 -7.9613 -7.7920 -7.6025 -7.3975 -7.1936 -7.0091 -6.8434 -6.6830 -6.5248
 -6.3652 -6.2029 -6.0378 -5.8686 -5.6938 -5.2275 -4.7048 -4.1399 -3.6288
 -7.7021 -7.6881 -7.6559 -7.5134 -7.3386 -7.1501 -6.9497 -6.7615 -6.5831 -6.4082
 -6.2283 -6.0427 -5.8525 -5.6580 -5.4591 -4.9443 -4.4061 -3.8701 -3.3993 -3.0475
 -7.5277 -7.4087 -7.3504 -7.3393 -7.2438 -7.0900 -6.9122 -6.7099 -6.5106 -6.3178
 -6.1178 -5.9083 -5.6923 -5.4730 -5.2520 -4.7003 -4.1578 -3.6487 -3.2121 -2.8834
 -2.6630
 -7.4044 -7.2658 -7.1342 -7.0412 -7.0056 -6.9625 -6.8426 -6.6761 -6.4683 -6.2559
 -6.0403 -5.8114 -5.5734 -5.3323 -5.0926 -4.5129 -3.9694 -3.4792 -3.0655 -2.7503
 -2.5382 -2.4051
 -7.2910 -7.1636 -7.0172 -6.8772 -6.7646 -6.6865 -6.6420 -6.5686 -6.4248 -6.2190
 -5.9954 -5.7561 -5.5034 -5.2460 -4.9911 -4.3879 -3.8413 -3.3600 -2.9576 -2.6471
 -2.4344 -2.3020 -2.2239 -2.1788
 -7.1762 -7.0731 -6.9318 -6.7778 -6.6347 -6.5084 -6.4000 -6.3117 -6.2376 -6.1281
 -5.9493 -5.7289 -5.4775 -5.2120 -4.9464 -4.3216 -3.7676 -3.2872 -2.8862 -2.5725
 -2.3520 -2.2132 -2.1322 -2.0881 -2.0662 -2.0580 -2.0573 -2.0590 -2.0583 -2.0500
 -7.0567 -6.9812 -6.8633 -6.7113 -6.5521 -6.4043 -6.2682 -6.1367 -6.0090 -5.8929
 -5.7795 -5.6357 -5.4447 -5.2091 -4.9476 -4.3059 -3.7408 -3.2555 -2.8499 -2.5269
 -2.2918 -2.1398 -2.0503 -2.0017 -1.9785 -1.9707 -1.9722 -1.9780 -1.9845 -1.9881
 -1.9857
 -6.9362 -6.8807 -6.7938 -6.6636 -6.5034 -6.3385 -6.1840 -6.0377 -5.8904 -5.7378
 -5.5875 -5.4447 -5.3014 -5.1374 -4.9378 -4.3316 -3.7538 -3.2598 -2.8458 -2.5107
 -2.2566 -2.0844 -1.9801 -1.9224 -1.8939 -1.8837 -1.8848 -1.8923 -1.9028 -1.9130
 -1.9210
 -6.8272 -6.7740 -6.7120 -6.6139 -6.4732 -6.3060 -6.1350 -5.9727 -5.8170 -5.6580
 -5.4916 -5.3223 -5.1561 -4.9973 -4.8374 -4.3572 -3.7939 -3.2896 -2.8662 -2.5187
 -2.2451 -2.0485 -1.9234 -1.8515 -1.8143 -1.7992 -1.7981 -1.8034 -1.8133 -1.8272
 -1.8447
 -6.7496 -6.6842 -6.6215 -6.5527 -6.4455 -6.2974 -6.1247 -5.9477 -5.7779 -5.6138
 -5.4478 -5.2745 -5.0954 -4.9172 -4.7461 -4.3290 -3.8499 -3.3495 -2.9155 -2.5555
 -2.2640 -2.0419 -1.8899 -1.7965 -1.7447 -1.7202 -1.7134 -1.7180 -1.7296 -1.7449
 -1.7614
 -6.7378 -6.5980 -6.5315 -6.4773 -6.4021 -6.2882 -6.1348 -5.9574 -5.7750 -5.5982
 -5.4271 -5.2560 -5.0789 -4.8957 -4.7122 -4.2840 -3.8684 -3.4159 -2.9803 -2.6090
 -2.3027 -2.0591 -1.8804 -1.7616 -1.6898 -1.6511 -1.6350 -1.6336 -1.6420 -1.6567
 -1.6743
 -6.8053 -6.5757 -6.4615 -6.3988 -6.3387 -6.2584 -6.1430 -5.9864 -5.8056 -5.6180
 -5.4348 -5.2576 -5.0821 -4.9032 -4.7192 -4.2689 -3.8641 -3.4615 -3.0490
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.0915 -7.9589 -7.7662 -7.5750 -7.3713 -7.1487 -6.9548 -6.7907 -6.6368 -6.4790
 -6.3229 -6.1656 -6.0068 -5.8455 -5.6796 -5.2355 -4.7462 -4.2239 -3.7203
 -7.7904 -7.7982 -7.6842 -7.5066 -7.3229 -7.1155 -6.9004 -6.7092 -6.5339 -6.3591
 -6.1832 -6.0046 -5.8236 -5.6399 -5.4521 -4.9653 -4.4584 -3.9537 -3.4937 -3.1281
 -7.5698 -7.4811 -7.4781 -7.4090 -7.2548 -7.0821 -6.8771 -6.6594 -6.4600 -6.2666
 -6.0716 -5.8718 -5.6690 -5.4645 -5.2583 -4.7397 -4.2247 -3.7371 -3.3078 -2.9666
 -2.7270
 -7.4515 -7.3049 -7.1892 -7.1456 -7.1192 -7.0045 -6.8449 -6.6431 -6.4184 -6.2052
 -5.9949 -5.7777 -5.5563 -5.3339 -5.1122 -4.5693 -4.0496 -3.5728 -3.1623 -2.8356
 -2.6039 -2.4544
 -7.3515 -7.2066 -7.0497 -6.9183 -6.8329 -6.7960 -6.7351 -6.6008 -6.4089 -6.1758
 -5.9523 -5.7245 -5.4900 -5.2538 -5.0194 -4.4557 -3.9302 -3.4572 -3.0546 -2.7337
 -2.5020 -2.3519 -2.2614 -2.2073
 -7.2522 -7.1290 -6.9701 -6.8068 -6.6655 -6.5530 -6.4725 -6.4152 -6.3243 -6.1593
 -5.9355 -5.7050 -5.4649 -5.2204 -4.9767 -4.3942 -3.8604 -3.3853 -2.9825 -2.6597
 -2.4217 -2.2643 -2.1697 -2.1163 -2.0879 -2.0747 -2.0694 -2.0662 -2.0604 -2.0490
 -7.1477 -7.0529 -6.9144 -6.7452 -6.5767 -6.4278 -6.2969 -6.1808 -6.0817 -5.9908
 -5.8665 -5.6827 -5.4641 -5.2233 -4.9756 -4.3777 -3.8336 -3.3525 -2.9438 -2.6137
 -2.3641 -2.1934 -2.0887 -2.0298 -1.9996 -1.9867 -1.9837 -1.9855 -1.9880 -1.9878
 -1.9807
 -7.0407 -6.9673 -6.8613 -6.7107 -6.5335 -6.3595 -6.2019 -6.0579 -5.9191 -5.7840
 -5.6590 -5.5361 -5.3914 -5.2111 -4.9949 -4.3987 -3.8440 -3.3543 -2.9374 -2.5959
 -2.3307 -2.1413 -2.0207 -1.9511 -1.9149 -1.8993 -1.8960 -1.8998 -1.9067 -1.9135
 -1.9180
 -6.9454 -6.8730 -6.7939 -6.6772 -6.5170 -6.3336 -6.1531 -5.9872 -5.8320 -5.6781
 -5.5231 -5.3728 -5.2290 -5.0876 -4.9331 -4.4385 -3.8812 -3.3826 -2.9556 -2.6019
 -2.3199 -2.1089 -1.9671 -1.8818 -1.8357 -1.8146 -1.8092 -1.8130 -1.8219 -1.8322
 -1.8430
 -6.8808 -6.7847 -6.7154 -6.6303 -6.5053 -6.3390 -6.1512 -5.9646 -5.7905 -5.6261
 -5.4634 -5.2987 -5.1345 -4.9750 -4.8228 -4.4304 -3.9453 -3.4429 -3.0057 -2.6386
 -2.3393 -2.1052 -1.9374 -1.8297 -1.7676 -1.7361 -1.7247 -1.7256 -1.7342 -1.7468
 -1.7607
 -6.8788 -6.7203 -6.6365 -6.5665 -6.4755 -6.3447 -6.1746 -5.9836 -5.7922 -5.6107
 -5.4388 -5.2703 -5.1002 -4.9290 -4.7608 -4.3717 -3.9729 -3.5172 -3.0748 -2.6951
 -2.3798 -2.1253 -1.9319 -1.7983 -1.7150 -1.6683 -1.6469 -1.6417 -1.6471 -1.6592
 -1.6743
 -6.9726 -6.7083 -6.5767 -6.4981 -6.4255 -6.3303 -6.1959 -6.0241 -5.8314 -5.6359
 -5.4484 -5.2702 -5.0970 -4.9238 -4.7493 -4.3329 -3.9581 -3.5684 -3.1523
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.1162 -7.9343 -7.7368 -7.5489 -7.3486 -7.1167 -6.9143 -6.7425 -6.5904 -6.4367
 -6.2854 -6.1343 -5.9827 -5.8294 -5.6726 -5.2536 -4.7939 -4.3139 -3.8216
 -7.9064 -7.8517 -7.6827 -7.4938 -7.3056 -7.0839 -6.8569 -6.6606 -6.4830 -6.3127
 -6.1435 -5.9742 -5.8042 -5.6324 -5.4573 -5.0012 -4.5225 -4.0442 -3.5988 -3.2244
 -7.6183 -7.5984 -7.5733 -7.4280 -7.2525 -7.0634 -6.8349 -6.6080 -6.4060 -6.2163
 -6.0299 -5.8427 -5.6552 -5.4671 -5.2773 -4.7948 -4.3063 -3.8365 -3.4149 -3.0653
 -2.8059
 -7.4886 -7.3471 -7.2804 -7.2725 -7.1706 -7.0130 -6.8266 -6.5934 -6.3622 -6.1523
 -5.9509 -5.7484 -5.5455 -5.3431 -5.1412 -4.6389 -4.1443 -3.6794 -3.2711 -2.9359
 -2.6850 -2.5161
 -7.4007 -7.2396 -7.0837 -6.9797 -6.9447 -6.8973 -6.7690 -6.5911 -6.3581 -6.1225
 -5.9062 -5.6928 -5.4782 -5.2642 -5.0518 -4.5324 -4.0320 -3.5678 -3.1641 -2.8346
 -2.5851 -2.4151 -2.3086 -2.2432
 -7.3176 -7.1726 -6.9979 -6.8326 -6.7053 -6.6250 -6.5802 -6.5017 -6.3493 -6.1297
 -5.8916 -5.6704 -5.4489 -5.2269 -5.0063 -4.4714 -3.9641 -3.4970 -3.0917 -2.7605
 -2.5067 -2.3294 -2.2176 -2.1518 -2.1139 -2.0933 -2.0826 -2.0756 -2.0665 -2.0493
 -7.2304 -7.1128 -6.9522 -6.7693 -6.5953 -6.4526 -6.3389 -6.2524 -6.1804 -6.0740
 -5.8942 -5.6709 -5.4483 -5.2231 -4.9979 -4.4505 -3.9356 -3.4633 -3.0520 -2.7138
 -2.4507 -2.2611 -2.1381 -2.0655 -2.0260 -2.0063 -1.9977 -1.9948 -1.9931 -1.9888
 -1.9777
 -7.1404 -7.0445 -6.9162 -6.7435 -6.5515 -6.3720 -6.2174 -6.0820 -5.9602 -5.8518
 -5.7487 -5.6169 -5.4414 -5.2373 -5.0170 -4.4636 -3.9413 -3.4630 -3.0438 -2.6947
 -2.4183 -2.2122 -2.0729 -1.9880 -1.9413 -1.9186 -1.9102 -1.9094 -1.9121 -1.9151
 -1.9155
 -7.0631 -6.9766 -6.8659 -6.7274 -6.5460 -6.3477 -6.1611 -5.9958 -5.8457 -5.7023
 -5.5648 -5.4367 -5.3102 -5.1716 -5.0088 -4.4987 -3.9721 -3.4878 -3.0602 -2.6990
 -2.4070 -2.1821 -2.0224 -1.9208 -1.8628 -1.8338 -1.8228 -1.8222 -1.8273 -1.8346
 -1.8415
 -7.0177 -6.8936 -6.8027 -6.6979 -6.5522 -6.3658 -6.1631 -5.9695 -5.7946 -5.6335
 -5.4778 -5.3252 -5.1789 -5.0390 -4.9034 -4.5204 -4.0313 -3.5439 -3.1088 -2.7350
 -2.4260 -2.1802 -1.9965 -1.8721 -1.7968 -1.7562 -1.7387 -1.7352 -1.7400 -1.7493
 -1.7602
 -7.0314 -6.8461 -6.7382 -6.6483 -6.5391 -6.3890 -6.2004 -5.9952 -5.7958 -5.6123
 -5.4425 -5.2794 -5.1193 -4.9626 -4.8119 -4.4616 -4.0745 -3.6169 -3.1772 -2.7921
 -2.4672 -2.2017 -1.9946 -1.8449 -1.7473 -1.6903 -1.6618 -1.6518 -1.6535 -1.6624
 -1.6746
 -7.1407 -6.8486 -6.6935 -6.5933 -6.5026 -6.3900 -6.2379 -6.0495 -5.8436 -5.6402
 -5.4498 -5.2728 -5.1042 -4.9392 -4.7770 -4.3995 -4.0552 -3.6759 -3.2571
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.1015 -7.9016 -7.7073 -7.5224 -7.3152 -7.0810 -6.8783 -6.6989 -6.5463 -6.4015
 -6.2567 -6.1125 -5.9689 -5.8244 -5.6769 -5.2844 -4.8526 -4.3953 -3.9367
 -7.9042 -7.8624 -7.6709 -7.4792 -7.2783 -7.0406 -6.8110 -6.6111 -6.4360 -6.2733
 -6.1134 -5.9552 -5.7975 -5.6386 -5.4768 -5.0531 -4.6018 -4.1450 -3.7135 -3.3353
 -7.7020 -7.7190 -7.6087 -7.4311 -7.2445 -7.0273 -6.7819 -6.5517 -6.3527 -6.1713
 -5.9966 -5.8244 -5.6536 -5.4828 -5.3103 -4.8664 -4.4050 -3.9502 -3.5346 -3.1792
 -2.9012
 -7.5210 -7.4139 -7.4133 -7.3430 -7.1867 -7.0076 -6.7861 -6.5333 -6.3038 -6.1008
 -5.9120 -5.7268 -5.5437 -5.3622 -5.1807 -4.7225 -4.2560 -3.8026 -3.3950 -3.0518
 -2.7833 -2.5927
 -7.4376 -7.2676 -7.1323 -7.0871 -7.0591 -6.9369 -6.7698 -6.5500 -6.2960 -6.0658
 -5.8607 -5.6644 -5.4706 -5.2793 -5.0896 -4.6188 -4.1488 -3.6957 -3.2904 -2.9516
 -2.6858 -2.4944 -2.3683 -2.2878
 -7.3702 -7.2037 -7.0195 -6.8654 -6.7736 -6.7376 -6.6700 -6.5267 -6.3217 -6.0704
 -5.8406 -5.6340 -5.4323 -5.2332 -5.0362 -4.5533 -4.0793 -3.6251 -3.2181 -2.8776
 -2.6091 -2.4115 -2.2791 -2.1970 -2.1473 -2.1181 -2.1004 -2.0874 -2.0733 -2.0512
 -7.2999 -7.1590 -6.9769 -6.7825 -6.6152 -6.4919 -6.4118 -6.3547 -6.2605 -6.0907
 -5.8563 -5.6301 -5.4226 -5.2186 -5.0168 -4.5234 -4.0449 -3.5882 -3.1767 -2.8300
 -2.5535 -2.3454 -2.2020 -2.1117 -2.0593 -2.0304 -2.0147 -2.0061 -1.9999 -1.9913
 -1.9751
 -7.2322 -7.1094 -6.9563 -6.7626 -6.5618 -6.3820 -6.2379 -6.1216 -6.0277 -5.9420
 -5.8259 -5.6428 -5.4332 -5.2279 -5.0240 -4.5247 -4.0423 -3.5829 -3.1653 -2.8090
 -2.5203 -2.2984 -2.1393 -2.0359 -1.9752 -1.9426 -1.9272 -1.9211 -1.9193 -1.9178
 -1.9139
 -7.1762 -7.0495 -6.9255 -6.7627 -6.5601 -6.3506 -6.1634 -6.0042 -5.8652 -5.7394
 -5.6253 -5.5156 -5.3841 -5.2236 -5.0410 -4.5473 -4.0631 -3.6013 -3.1780 -2.8105
 -2.5074 -2.2686 -2.0913 -1.9711 -1.8978 -1.8580 -1.8397 -1.8335 -1.8341 -1.8374
 -1.8407
 -7.1561 -6.9968 -6.8802 -6.7533 -6.5842 -6.3770 -6.1621 -5.9659 -5.7947 -5.6411
 -5.4969 -5.3609 -5.2341 -5.1098 -4.9805 -4.5845 -4.1105 -3.6496 -3.2225 -2.8443
 -2.5250 -2.2667 -2.0680 -1.9259 -1.8345 -1.7820 -1.7562 -1.7469 -1.7473 -1.7535
 -1.7602
 -7.1941 -6.9712 -6.8335 -6.7211 -6.5911 -6.4193 -6.2107 -5.9923 -5.7885 -5.6069
 -5.4427 -5.2883 -5.1406 -5.0008 -4.8676 -4.5482 -4.1625 -3.7139 -3.2861 -2.8998
 -2.5659 -2.2888 -2.0684 -1.9028 -1.7890 -1.7189 -1.6810 -1.6644 -1.6614 -1.6665
 -1.6752
 -7.3210 -6.9949 -6.8080 -6.6821 -6.5710 -6.4394 -6.2675 -6.0606 -5.8414 -5.6319
 -5.4414 -5.2687 -5.1074 -4.9533 -4.8052 -4.4689 -4.1509 -3.7777 -3.3617
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.0624 -7.8638 -7.6776 -7.4918 -7.2676 -7.0312 -6.8380 -6.6690 -6.5162 -6.3778
 -6.2416 -6.1058 -5.9708 -5.8350 -5.6971 -5.3308 -4.9319 -4.5056 -4.0570
 -7.9757 -7.8498 -7.6533 -7.4592 -7.2419 -6.9869 -6.7637 -6.5693 -6.3989 -6.2463
 -6.0981 -5.9520 -5.8071 -5.6614 -5.5128 -5.1218 -4.6980 -4.2600 -3.8398 -3.4603
 -7.8233 -7.7816 -7.6165 -7.4265 -7.2263 -6.9808 -6.7222 -6.4988 -6.3072 -6.1371
 -5.9770 -5.8208 -5.6668 -5.5132 -5.3577 -4.9527 -4.5203 -4.0805 -3.6685 -3.3085
 -3.0146
 -7.6232 -7.5304 -7.5123 -7.3686 -7.1907 -6.9867 -6.7292 -6.4693 -6.2482 -6.0567
 -5.8838 -5.7169 -5.5539 -5.3927 -5.2313 -4.8181 -4.3833 -3.9439 -3.5358 -3.1845
 -2.8999 -2.6866
 -7.4646 -7.3003 -7.2213 -7.2160 -7.1104 -6.9488 -6.7475 -6.4885 -6.2303 -6.0115
 -5.8213 -5.6436 -5.4711 -5.3021 -5.1346 -4.7140 -4.2793 -3.8421 -3.4356 -3.0868
 -2.8051 -2.5918 -2.4434 -2.3442
 -7.4084 -7.2248 -7.0429 -6.9230 -6.8886 -6.8361 -6.7006 -6.5115 -6.2607 -6.0068
 -5.7902 -5.6007 -5.4194 -5.2428 -5.0690 -4.6397 -4.2051 -3.7704 -3.3642 -3.0139
 -2.7299 -2.5120 -2.3571 -2.2548 -2.1903 -2.1489 -2.1219 -2.1023 -2.0820 -2.0547
 -7.3580 -7.1905 -6.9912 -6.7963 -6.6488 -6.5650 -6.5206 -6.4355 -6.2752 -6.0468
 -5.7983 -5.5861 -5.3965 -5.2134 -5.0342 -4.5961 -4.1603 -3.7273 -3.3201 -2.9650
 -2.6743 -2.4479 -2.2828 -2.1715 -2.1021 -2.0607 -2.0361 -2.0207 -2.0088 -1.9951
 -1.9741
 -7.3095 -7.1595 -6.9809 -6.7698 -6.5647 -6.3983 -6.2768 -6.1928 -6.1228 -6.0161
 -5.8370 -5.6047 -5.3977 -5.2096 -5.0263 -4.5816 -4.1444 -3.7122 -3.3030 -2.9409
 -2.6394 -2.4011 -2.2223 -2.0981 -2.0193 -1.9734 -1.9484 -1.9349 -1.9275 -1.9219
 -1.9135
 -7.2284 -7.1202 -6.9697 -6.7815 -6.5614 -6.3477 -6.1672 -6.0213 -5.9020 -5.8015
 -5.7060 -5.5865 -5.4106 -5.2205 -5.0360 -4.5888 -4.1511 -3.7198 -3.3079 -2.9374
 -2.6236 -2.3702 -2.1756 -2.0357 -1.9439 -1.8896 -1.8610 -1.8478 -1.8427 -1.8413
 -1.8406
 -7.2275 -7.0905 -6.9453 -6.7929 -6.5989 -6.3736 -6.1529 -5.9603 -5.7979 -5.6565
 -5.5293 -5.4136 -5.3028 -5.1766 -5.0331 -4.6177 -4.1834 -3.7561 -3.3442 -2.9660
 -2.6379 -2.3669 -2.1533 -1.9938 -1.8841 -1.8160 -1.7788 -1.7616 -1.7562 -1.7571
 -1.7606
 -7.2962 -7.0898 -6.9194 -6.7815 -6.6276 -6.4317 -6.2048 -5.9786 -5.7760 -5.6006
 -5.4454 -5.3032 -5.1711 -5.0490 -4.9295 -4.6182 -4.2286 -3.8078 -3.3994 -3.0172
 -2.6767 -2.3882 -2.1546 -1.9739 -1.8429 -1.7566 -1.7061 -1.6806 -1.6712 -1.6714
 -1.6763
 -7.4346 -7.1181 -6.9129 -6.7593 -6.6278 -6.4740 -6.2794 -6.0542 -5.8257 -5.6150
 -5.4289 -5.2636 -5.1120 -4.9708 -4.7252 -4.5903 -4.2867 -3.8749 -3.4735
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.0035 -7.8300 -7.6479 -7.4583 -7.2182 -6.9874 -6.7967 -6.6393 -6.4953 -6.3664
 -6.2385 -6.1114 -5.9850 -5.8582 -5.7297 -5.3890 -5.0149 -4.6115 -4.1843
 -8.0228 -7.8280 -7.6329 -7.4302 -7.1950 -6.9341 -6.7112 -6.5311 -6.3712 -6.2310
 -6.0949 -5.9611 -5.8286 -5.6955 -5.5597 -5.2013 -4.8070 -4.3891 -3.9787 -3.5996
 -7.8190 -7.8025 -7.6152 -7.4160 -7.1947 -6.9238 -6.6616 -6.4491 -6.2693 -6.1140
 -5.9689 -5.8284 -5.6904 -5.5528 -5.4132 -5.0472 -4.6469 -4.2256 -3.8183 -3.4536
 -3.1462
