 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -7.8714 -7.7771 -7.7349 -7.7205 -7.6303 -7.4846 -7.3237 -7.1577 -6.9974 -6.8384
 -6.6713 -6.4948 -6.3109 -6.1217 -5.9275 -5.4113 -4.8354 -4.2635 -3.8112 -3.4985
 -7.7083 -7.5951 -7.4909 -7.4145 -7.3862 -7.3450 -7.2360 -7.0903 -6.9252 -6.7570
 -6.5751 -6.3768 -6.1661 -5.9483 -5.7268 -5.1630 -4.5886 -4.0497 -3.6242 -3.3339
 -3.1462
 -7.5667 -7.4619 -7.3464 -7.2347 -7.1414 -7.0785 -7.0411 -6.9747 -6.8503 -6.6877
 -6.4998 -6.2829 -6.0464 -5.8011 -5.5549 -4.9562 -4.3904 -3.8813 -3.4760 -3.1984
 -3.0224 -2.9139
 -7.4280 -7.3433 -7.2334 -7.1170 -7.0065 -6.9030 -6.8096 -6.7331 -6.6676 -6.5677
 -6.4153 -6.2120 -5.9668 -5.7014 -5.4353 -4.8103 -4.2516 -3.7623 -3.3674 -3.0916
 -2.9181 -2.8133 -2.7529 -2.7147
 -7.2886 -7.2259 -7.1327 -7.0187 -6.9012 -6.7880 -6.6752 -6.5579 -6.4420 -6.3380
 -6.2294 -6.0872 -5.8923 -5.6473 -5.3758 -4.7292 -4.1719 -3.6928 -3.2992 -3.0139
 -2.8331 -2.7252 -2.6639 -2.6326 -2.6209 -2.6213 -2.6279 -2.6357 -2.6407 -2.6393
 -7.1438 -7.1029 -7.0335 -6.9332 -6.8154 -6.6953 -6.5771 -6.4539 -6.3184 -6.1731
 -6.0276 -5.8872 -5.7376 -5.5568 -5.3365 -4.7054 -4.1435 -3.6671 -3.2701 -2.9675
 -2.7685 -2.6501 -2.5831 -2.5484 -2.5349 -2.5356 -2.5446 -2.5568 -2.5682 -2.5760
 -2.5801
 -7.0029 -6.9730 -6.9300 -6.8515 -6.7445 -6.6219 -6.4973 -6.3722 -6.2391 -6.0900
 -5.9255 -5.7540 -5.5866 -5.4219 -5.2453 -4.7128 -4.1541 -3.6757 -3.2740 -2.9536
 -2.7290 -2.5904 -2.5116 -2.4700 -2.4520 -2.4496 -2.4574 -2.4711 -2.4870 -2.5022
 -2.5148
 -6.8760 -6.8485 -6.8193 -6.7649 -6.6783 -6.5643 -6.4364 -6.3052 -6.1724 -6.0303
 -5.8714 -5.6952 -5.5108 -5.3288 -5.1521 -4.6915 -4.1804 -3.7029 -3.2974 -2.9638
 -2.7140 -2.5493 -2.4515 -2.3984 -2.3733 -2.3664 -2.3720 -2.3832 -2.3982 -2.4166
 -2.4381
 -6.7794 -6.7426 -6.7121 -6.6724 -6.6111 -6.5181 -6.3982 -6.2636 -6.1254 -5.9847
 -5.8359 -5.6715 -5.4908 -5.3016 -5.1136 -4.6662 -4.2061 -3.7457 -3.3393 -2.9978
 -2.7279 -2.5359 -2.4126 -2.3404 -2.3028 -2.2876 -2.2877 -2.2980 -2.3146 -2.3341
 -2.3550
 -6.7385 -6.6580 -6.6115 -6.5767 -6.5356 -6.4682 -6.3705 -6.2455 -6.1046 -5.9582
 -5.8099 -5.6554 -5.4882 -5.3068 -5.1172 -4.6572 -4.2226 -3.7884 -3.3854 -3.0402
 -2.7581 -2.5448 -2.3965 -2.3012 -2.2457 -2.2179 -2.2093 -2.2136 -2.2268 -2.2454
 -2.2665
 -6.7330 -6.5947 -6.5174 -6.4786 -6.4500 -6.4062 -6.3362 -6.2359 -6.1078 -5.9608
 -5.8069 -5.6510 -5.4909 -5.3220 -5.1418 -4.6762 -4.2410 -3.8277 -3.4336
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.3050 -8.2354 -8.0682 -7.8811 -7.6811 -7.4864 -7.3148 -7.1607 -7.0116 -6.8649
 -6.7179 -6.5690 -6.4179 -6.2632 -6.1035 -5.6769 -5.1952 -4.6650 -4.1763
 -7.9798 -7.9686 -7.9387 -7.7988 -7.6268 -7.4449 -7.2588 -7.0869 -6.9237 -6.7640
 -6.6006 -6.4321 -6.2591 -6.0816 -5.8993 -5.4240 -4.9203 -4.4103 -3.9560 -3.6135
 -7.8098 -7.6978 -7.6439 -7.6353 -7.5420 -7.3917 -7.2229 -7.0390 -6.8596 -6.6857
 -6.5056 -6.3166 -6.1206 -5.9199 -5.7162 -5.2017 -4.6880 -4.1991 -3.7752 -3.4540
 -3.2376
 -7.6886 -7.5606 -7.4381 -7.3509 -7.3185 -7.2778 -7.1622 -7.0067 -6.8205 -6.6310
 -6.4382 -6.2323 -6.0164 -5.7954 -5.5733 -5.0287 -4.5101 -4.0363 -3.6331 -3.3243
 -3.1158 -2.9846
 -7.5747 -7.4601 -7.3269 -7.1979 -7.0928 -7.0200 -6.9800 -6.9124 -6.7806 -6.5970
 -6.3979 -6.1834 -5.9545 -5.7183 -5.4816 -4.9125 -4.3884 -3.9216 -3.5283 -3.2235
 -3.0142 -2.8837 -2.8066 -2.7620
 -7.4575 -7.3673 -7.2426 -7.1043 -6.9736 -6.8571 -6.7574 -6.6776 -6.6124 -6.5151
 -6.3556 -6.1580 -5.9308 -5.6876 -5.4411 -4.8508 -4.3183 -3.8514 -3.4589 -3.1506
 -2.9334 -2.7966 -2.7166 -2.6730 -2.6514 -2.6434 -2.6428 -2.6445 -2.6439 -2.6360
 -7.3349 -7.2703 -7.1693 -7.0371 -6.8956 -6.7620 -6.6380 -6.5185 -6.4038 -6.3006
 -6.2004 -6.0720 -5.8994 -5.6842 -5.4421 -4.8366 -4.2932 -3.8211 -3.4237 -3.1060
 -2.8743 -2.7244 -2.6361 -2.5880 -2.5652 -2.5577 -2.5592 -2.5651 -2.5717 -2.5755
 -2.5734
 -7.2117 -7.1641 -7.0916 -6.9819 -6.8440 -6.6988 -6.5605 -6.4284 -6.2955 -6.1582
 -6.0230 -5.8945 -5.7648 -5.6153 -5.4313 -4.8611 -4.3061 -3.8257 -3.4201 -3.0903
 -2.8398 -2.6699 -2.5669 -2.5100 -2.4819 -2.4720 -2.4732 -2.4809 -2.4913 -2.5017
 -2.5099
 -7.1007 -7.0527 -7.0012 -6.9208 -6.8036 -6.6608 -6.5115 -6.3671 -6.2272 -6.0839
 -5.9335 -5.7798 -5.6280 -5.4822 -5.3344 -4.8844 -4.3449 -3.8551 -3.4403 -3.0984
 -2.8285 -2.6345 -2.5109 -2.4399 -2.4034 -2.3885 -2.3877 -2.3933 -2.4033 -2.4173
 -2.4348
 -7.0218 -6.9589 -6.9037 -6.8478 -6.7611 -6.6388 -6.4922 -6.3384 -6.1881 -6.0410
 -5.8910 -5.7337 -5.5698 -5.4055 -5.2467 -4.8554 -4.3984 -3.9135 -3.4889 -3.1348
 -2.8473 -2.6279 -2.4777 -2.3855 -2.3344 -2.3104 -2.3039 -2.3087 -2.3205 -2.3360
 -2.3525
 -7.0092 -6.8713 -6.8090 -6.7632 -6.7029 -6.6116 -6.4858 -6.3361 -6.1782 -6.0220
 -5.8688 -5.7139 -5.5521 -5.3836 -5.2132 -4.8110 -4.4149 -3.9779 -3.5526 -3.1877
 -2.8857 -2.6449 -2.4683 -2.3509 -2.2800 -2.2419 -2.2262 -2.2251 -2.2337 -2.2485
 -2.2663
 -7.0761 -6.8479 -6.7361 -6.6786 -6.6289 -6.5652 -6.4731 -6.3453 -6.1935 -6.0316
 -5.8701 -5.7113 -5.5520 -5.3881 -5.2179 -4.7954 -4.4097 -4.0216 -3.6198
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.3637 -8.2329 -8.0424 -7.8538 -7.6563 -7.4477 -7.2686 -7.1164 -6.9734 -6.8271
 -6.6830 -6.5385 -6.3930 -6.2453 -6.0934 -5.6861 -5.2339 -4.7443 -4.2641
 -8.0677 -8.0778 -7.9664 -7.7915 -7.6116 -7.4148 -7.2179 -7.0438 -6.8835 -6.7237
 -6.5634 -6.4008 -6.2356 -6.0675 -5.8950 -5.4444 -4.9697 -4.4902 -4.0473 -3.6920
 -7.8527 -7.7700 -7.7700 -7.7034 -7.5518 -7.3842 -7.1939 -6.9980 -6.8184 -6.6436
 -6.4673 -6.2862 -6.1014 -5.9138 -5.7233 -5.2391 -4.7517 -4.2842 -3.8682 -3.5353
 -3.3004
 -7.7368 -7.6009 -7.4932 -7.4536 -7.4294 -7.3173 -7.1644 -6.9801 -6.7802 -6.5892
 -6.4002 -6.2040 -6.0024 -5.7979 -5.5923 -5.0821 -4.5867 -4.1270 -3.7275 -3.4078
 -3.1803 -3.0331
 -7.6361 -7.5048 -7.3612 -7.2395 -7.1597 -7.1262 -7.0687 -6.9422 -6.7683 -6.5617
 -6.3618 -6.1567 -5.9435 -5.7263 -5.5085 -4.9768 -4.4737 -4.0159 -3.6231 -3.3085
 -3.0806 -2.9328 -2.8434 -2.7899
 -7.5338 -7.4245 -7.2830 -7.1351 -7.0053 -6.9009 -6.8268 -6.7754 -6.6930 -6.5444
 -6.3450 -6.1381 -5.9204 -5.6961 -5.4698 -4.9197 -4.4076 -3.9468 -3.5531 -3.2362
 -3.0019 -2.8468 -2.7534 -2.7008 -2.6728 -2.6597 -2.6545 -2.6515 -2.6460 -2.6349
 -7.4256 -7.3423 -7.2221 -7.0734 -6.9224 -6.7867 -6.6667 -6.5609 -6.4719 -6.3915
 -6.2810 -6.1161 -5.9182 -5.6980 -5.4686 -4.9048 -4.3825 -3.9155 -3.5157 -3.1913
 -2.9455 -2.7771 -2.6739 -2.6157 -2.5860 -2.5733 -2.5704 -2.5724 -2.5751 -2.5752
 -2.5685
 -7.3156 -7.2502 -7.1596 -7.0308 -6.8767 -6.7221 -6.5800 -6.4492 -6.3234 -6.2018
 -6.0898 -5.9798 -5.8492 -5.6848 -5.4854 -4.9249 -4.3931 -3.9178 -3.5099 -3.1742
 -2.9128 -2.7259 -2.6069 -2.5382 -2.5026 -2.4873 -2.4842 -2.4881 -2.4952 -2.5022
 -2.5070
 -7.2182 -7.1509 -7.0827 -6.9849 -6.8494 -6.6912 -6.5321 -6.3834 -6.2432 -6.1040
 -5.9637 -5.8274 -5.6965 -5.5671 -5.4249 -4.9620 -4.4291 -3.9456 -3.5281 -3.1803
 -2.9023 -2.6940 -2.5540 -2.4698 -2.4244 -2.4037 -2.3986 -2.4026 -2.4116 -2.4220
 -2.4330
 -7.1524 -7.0592 -6.9967 -6.9252 -6.8219 -6.6825 -6.5215 -6.3579 -6.2027 -6.0546
 -5.9071 -5.7571 -5.6069 -5.4600 -5.3191 -4.9521 -4.4904 -4.0045 -3.5775 -3.2168
 -2.9216 -2.6905 -2.5247 -2.4183 -2.3570 -2.3261 -2.3150 -2.3162 -2.3249 -2.3377
 -2.3517
 -7.1498 -6.9930 -6.9131 -6.8516 -6.7763 -6.6693 -6.5278 -6.3650 -6.1979 -6.0365
 -5.8817 -5.7286 -5.5730 -5.4152 -5.2592 -4.8944 -4.5157 -4.0766 -3.6453 -3.2726
 -2.9619 -2.7105 -2.5192 -2.3872 -2.3048 -2.2589 -2.2379 -2.2331 -2.2387 -2.2509
 -2.2663
 -7.2431 -6.9800 -6.8506 -6.7769 -6.7143 -6.6366 -6.5275 -6.3854 -6.2219 -6.0518
 -5.8855 -5.7250 -5.5673 -5.4081 -5.2466 -4.8562 -4.5000 -4.1255 -3.7210
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.3882 -8.2081 -8.0128 -7.8284 -7.6369 -7.4222 -7.2359 -7.0767 -6.9354 -6.7924
 -6.6523 -6.5130 -6.3735 -6.2328 -6.0889 -5.7041 -5.2787 -4.8285 -4.3610
 -8.1826 -8.1304 -7.9642 -7.7783 -7.5958 -7.3896 -7.1835 -7.0046 -6.8420 -6.6856
 -6.5306 -6.3756 -6.2197 -6.0621 -5.9008 -5.4783 -5.0300 -4.5763 -4.1486 -3.7855
 -7.9016 -7.8857 -7.8634 -7.7209 -7.5487 -7.3685 -7.1605 -6.9569 -6.7743 -6.6019
 -6.4323 -6.2617 -6.0900 -5.9169 -5.7413 -5.2908 -4.8290 -4.3795 -3.9720 -3.6315
 -3.3775
 -7.7751 -7.6438 -7.5830 -7.5779 -7.4782 -7.3245 -7.1496 -6.9405 -6.7343 -6.5453
 -6.3631 -6.1790 -5.9933 -5.8068 -5.6192 -5.1475 -4.6769 -4.2297 -3.8333 -3.5058
 -3.2597 -3.0936
 -7.6863 -7.5395 -7.3963 -7.3001 -7.2687 -7.2237 -7.0998 -6.9348 -6.7271 -6.5175
 -6.3228 -6.1294 -5.9334 -5.7361 -5.5385 -5.0490 -4.5710 -4.1228 -3.7299 -3.4073
 -3.1621 -2.9947 -2.8898 -2.8253
 -7.5997 -7.4697 -7.3130 -7.1625 -7.0450 -6.9706 -6.9299 -6.8567 -6.7164 -6.5204
 -6.3080 -6.1083 -5.9066 -5.7023 -5.4973 -4.9927 -4.5069 -4.0550 -3.6598 -3.3351
 -3.0855 -2.9108 -2.8005 -2.7357 -2.6983 -2.6780 -2.6674 -2.6607 -2.6520 -2.6351
 -7.5082 -7.4031 -7.2621 -7.0998 -6.9430 -6.8123 -6.7077 -6.6289 -6.5644 -6.4687
 -6.3073 -6.1067 -5.9048 -5.6983 -5.4894 -4.9737 -4.4804 -4.0229 -3.6215 -3.2896
 -3.0306 -2.8437 -2.7225 -2.6509 -2.6119 -2.5925 -2.5841 -2.5814 -2.5800 -2.5761
 -2.5654
 -7.4149 -7.3274 -7.2157 -7.0664 -6.8979 -6.7372 -6.5968 -6.4734 -6.3628 -6.2653
 -6.1732 -6.0551 -5.8963 -5.7097 -5.5063 -4.9863 -4.4864 -4.0231 -3.6139 -3.2712
 -2.9990 -2.7958 -2.6583 -2.5745 -2.5286 -2.5062 -2.4981 -2.4975 -2.5004 -2.5036
 -2.5043
 -7.3356 -7.2531 -7.1549 -7.0366 -6.8815 -6.7089 -6.5431 -6.3940 -6.2578 -6.1278
 -6.0033 -5.8874 -5.7727 -5.6462 -5.4965 -5.0191 -4.5162 -4.0477 -3.6303 -3.2758
 -2.9882 -2.7662 -2.6086 -2.5082 -2.4511 -2.4226 -2.4120 -2.4116 -2.4168 -2.4243
 -2.4315
 -7.2891 -7.1677 -7.0837 -6.9931 -6.8706 -6.7126 -6.5372 -6.3661 -6.2091 -6.0633
 -5.9218 -5.7828 -5.6489 -5.5205 -5.3953 -5.0379 -4.5729 -4.1024 -3.6783 -3.3115
 -3.0072 -2.7646 -2.5831 -2.4602 -2.3858 -2.3459 -2.3287 -2.3255 -2.3306 -2.3401
 -2.3512
 -7.3022 -7.1185 -7.0143 -6.9332 -6.8405 -6.7157 -6.5569 -6.3803 -6.2049 -6.0407
 -5.8870 -5.7385 -5.5917 -5.4473 -5.3075 -4.9798 -4.6132 -4.1731 -3.7453 -3.3680
 -3.0481 -2.7860 -2.5812 -2.4332 -2.3368 -2.2806 -2.2526 -2.2430 -2.2449 -2.2541
 -2.2665
 -7.4110 -7.1200 -6.9670 -6.8717 -6.7914 -6.6973 -6.5718 -6.4141 -6.2377 -6.0595
 -5.8894 -5.7292 -5.5752 -5.4234 -5.2730 -4.9194 -4.5931 -4.2296 -3.8234
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.3733 -8.1752 -7.9835 -7.8038 -7.6094 -7.3946 -7.2081 -7.0416 -6.8993 -6.7639
 -6.6291 -6.4953 -6.3626 -6.2293 -6.0936 -5.7327 -5.3334 -4.9055 -4.4706
 -8.1808 -8.1403 -7.9515 -7.7637 -7.5726 -7.3554 -7.1475 -6.9648 -6.8036 -6.6533
 -6.5058 -6.3599 -6.2145 -6.0680 -5.9187 -5.5263 -5.1042 -4.6719 -4.2588 -3.8931
 -7.9843 -8.0042 -7.8970 -7.7223 -7.5412 -7.3392 -7.1186 -6.9116 -6.7307 -6.5646
 -6.4044 -6.2463 -6.0889 -5.9311 -5.7713 -5.3570 -4.9219 -4.4882 -4.0876 -3.7423
 -3.4707
 -7.8084 -7.7098 -7.7129 -7.6455 -7.4921 -7.3199 -7.1175 -6.8923 -6.6865 -6.5023
 -6.3301 -6.1605 -5.9920 -5.8240 -5.6553 -5.2253 -4.7827 -4.3479 -3.9534 -3.6189
 -3.3559 -3.1688
 -7.7246 -7.5689 -7.4448 -7.4048 -7.3793 -7.2601 -7.1010 -6.9020 -6.6766 -6.4701
 -6.2839 -6.1048 -5.9268 -5.7498 -5.5731 -5.1299 -4.6820 -4.2459 -3.8525 -3.5216
 -3.2608 -3.0726 -2.9485 -2.8691
 -7.6532 -7.5029 -7.3366 -7.1960 -7.1117 -7.0793 -7.0149 -6.8798 -6.6944 -6.4711
 -6.2645 -6.0767 -5.8919 -5.7080 -5.5246 -5.0695 -4.6167 -4.1785 -3.7827 -3.4496
 -3.1859 -2.9915 -2.8610 -2.7801 -2.7311 -2.7023 -2.6850 -2.6724 -2.6586 -2.6370
 -7.5780 -7.4507 -7.2897 -7.1162 -6.9645 -6.8514 -6.7778 -6.7259 -6.6392 -6.4851
 -6.2756 -6.0714 -5.8821 -5.6943 -5.5068 -5.0421 -4.5846 -4.1434 -3.7429 -3.4034
 -3.1316 -2.9267 -2.7853 -2.6963 -2.6447 -2.6162 -2.6009 -2.5926 -2.5867 -2.5784
 -2.5627
 -7.5065 -7.3928 -7.2579 -7.0890 -6.9112 -6.7496 -6.6183 -6.5119 -6.4267 -6.3497
 -6.2451 -6.0800 -5.8897 -5.7015 -5.5128 -5.0436 -4.5828 -4.1389 -3.7323 -3.3833
 -3.0994 -2.8806 -2.7237 -2.6217 -2.5619 -2.5298 -2.5148 -2.5091 -2.5075 -2.5063
 -2.5027
 -7.4485 -7.3269 -7.2152 -7.0745 -6.8997 -6.7158 -6.5484 -6.4042 -6.2777 -6.1634
 -6.0601 -5.9611 -5.8420 -5.6953 -5.5270 -5.0647 -4.6030 -4.1573 -3.7451 -3.3851
 -3.0869 -2.8514 -2.6765 -2.5578 -2.4856 -2.4464 -2.4285 -2.4227 -2.4235 -2.4271
 -2.4306
 -7.4273 -7.2708 -7.1613 -7.0495 -6.9054 -6.7281 -6.5407 -6.3661 -6.2118 -6.0721
 -5.9409 -5.8168 -5.7011 -5.5871 -5.4681 -5.0987 -4.6484 -4.2043 -3.7890 -3.4186
 -3.1046 -2.8499 -2.6536 -2.5133 -2.4230 -2.3713 -2.3460 -2.3370 -2.3377 -2.3442
 -2.3512
 -7.4648 -7.2434 -7.1095 -7.0061 -6.8938 -6.7489 -6.5716 -6.3822 -6.2016 -6.0382
 -5.8890 -5.7480 -5.6125 -5.4837 -5.3603 -5.0622 -4.6973 -4.2666 -3.8514 -3.4735
 -3.1452 -2.8719 -2.6542 -2.4905 -2.3780 -2.3087 -2.2714 -2.2554 -2.2526 -2.2580
 -2.2669
 -7.5913 -7.2662 -7.0814 -6.9605 -6.8602 -6.7481 -6.6044 -6.4294 -6.2402 -6.0552
 -5.8842 -5.7272 -5.5795 -5.4374 -5.3001 -4.9853 -4.6846 -4.3277 -3.9251
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.3339 -8.1372 -7.9543 -7.7768 -7.5699 -7.3540 -7.1761 -7.0185 -6.8751 -6.7449
 -6.6172 -6.4903 -6.3647 -6.2389 -6.1116 -5.7746 -5.4049 -5.0064 -4.5847
 -8.2507 -8.1266 -7.9331 -7.7452 -7.5431 -7.3126 -7.1102 -6.9316 -6.7736 -6.6312
 -6.4933 -6.3577 -6.2232 -6.0882 -5.9506 -5.5885 -5.1934 -4.7804 -4.3795 -4.0138
 -8.1034 -8.0648 -7.9028 -7.7167 -7.5259 -7.3027 -7.0712 -6.8691 -6.6935 -6.5362
 -6.3881 -6.2434 -6.1007 -5.9581 -5.8136 -5.4361 -5.0296 -4.6118 -4.2164 -3.8677
 -3.5813
 -7.9092 -7.8237 -7.8089 -7.6682 -7.4948 -7.3036 -7.0726 -6.8407 -6.6407 -6.4654
 -6.3061 -6.1520 -6.0010 -5.8512 -5.7008 -5.3135 -4.9023 -4.4827 -4.0893 -3.7480
 -3.4699 -3.2608
 -7.7530 -7.6024 -7.5317 -7.5299 -7.4269 -7.2703 -7.0838 -6.8529 -6.6225 -6.4244
 -6.2502 -6.0867 -5.9271 -5.7701 -5.6138 -5.2182 -4.8052 -4.3860 -3.9930 -3.6534
 -3.3776 -3.1682 -3.0222 -2.9246
 -7.6928 -7.5263 -7.3617 -7.2527 -7.2230 -7.1732 -7.0427 -6.8683 -6.6447 -6.4178
 -6.2213 -6.0475 -5.8804 -5.7165 -5.5543 -5.1499 -4.7358 -4.3179 -3.9243 -3.5826
 -3.3043 -3.0902 -2.9377 -2.8370 -2.7734 -2.7327 -2.7062 -2.6869 -2.6671 -2.6404
 -7.6368 -7.4845 -7.3072 -7.1325 -6.9986 -6.9221 -6.8818 -6.8016 -6.6536 -6.4489
 -6.2262 -6.0330 -5.8588 -5.6894 -5.5225 -5.1098 -4.6941 -4.2771 -3.8820 -3.5353
 -3.2501 -3.0274 -2.8648 -2.7551 -2.6867 -2.6461 -2.6220 -2.6069 -2.5954 -2.5822
 -2.5616
 -7.5839 -7.4441 -7.2857 -7.1004 -6.9179 -6.7676 -6.6567 -6.5800 -6.5163 -6.4188
 -6.2567 -6.0474 -5.8584 -5.6850 -5.5148 -5.0967 -4.6797 -4.2632 -3.8659 -3.5121
 -3.2162 -2.9816 -2.8054 -2.6829 -2.6052 -2.5601 -2.5356 -2.5225 -2.5155 -2.5102
 -2.5022
 -7.5045 -7.3979 -7.2611 -7.0974 -6.9060 -6.7172 -6.5549 -6.4223 -6.3135 -6.2221
 -6.1356 -6.0273 -5.8675 -5.6932 -5.5225 -5.1033 -4.6865 -4.2711 -3.8711 -3.5091
 -3.2010 -2.9514 -2.7596 -2.6215 -2.5309 -2.4775 -2.4494 -2.4366 -2.4319 -2.4308
 -2.4304
 -7.5042 -7.3643 -7.2267 -7.0913 -6.9247 -6.7304 -6.5364 -6.3641 -6.2170 -6.0881
 -5.9721 -5.8666 -5.7655 -5.6500 -5.5177 -5.1298 -4.7175 -4.3066 -3.9070 -3.5376
 -3.2155 -2.9485 -2.7377 -2.5802 -2.4719 -2.4048 -2.3682 -2.3514 -2.3463 -2.3475
 -2.3514
 -7.5707 -7.3619 -7.1954 -7.0672 -6.9328 -6.7662 -6.5716 -6.3738 -6.1932 -6.0347
 -5.8933 -5.7630 -5.6418 -5.5293 -5.4189 -5.1286 -4.7600 -4.3566 -3.9611 -3.5882
 -3.2540 -2.9699 -2.7393 -2.5607 -2.4312 -2.3460 -2.2962 -2.2712 -2.2622 -2.2627
 -2.2679
 -7.7043 -7.3906 -7.1863 -7.0381 -6.9180 -6.7854 -6.6211 -6.4291 -6.2302 -6.0429
 -5.8750 -5.7242 -5.5850 -5.4546 -5.2261 -5.0997 -4.8140 -4.4211 -4.0334
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -8.2791 -8.1033 -7.9265 -7.7490 -7.5299 -7.3192 -7.1426 -6.9947 -6.8584 -6.7361
 -6.6153 -6.4957 -6.3772 -6.2591 -6.1399 -5.8261 -5.4799 -5.1044 -4.7048
 -8.2963 -8.1038 -7.9127 -7.7202 -7.5059 -7.2708 -7.0677 -6.9009 -6.7510 -6.6190
 -6.4912 -6.3659 -6.2420 -6.1181 -5.9919 -5.6598 -5.2934 -4.9013 -4.5115 -4.1478
 -8.0993 -8.0837 -7.8978 -7.7064 -7.5009 -7.2581 -7.0226 -6.8288 -6.6624 -6.5172
 -6.3816 -6.2503 -6.1215 -5.9931 -5.8630 -5.5218 -5.1469 -4.7487 -4.3596 -4.0079
 -3.7093
