 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.0476 -0.9605 -0.8785 -0.8019 -0.7312 -0.5822 -0.4707 -0.3919 -0.3410
 -1.8438 -1.7635 -1.7327 -1.7277 -1.6508 -1.5242 -1.3954 -1.2845 -1.1867 -1.0945
 -1.0065 -0.9229 -0.8445 -0.7720 -0.7057 -0.5679 -0.4660 -0.3953 -0.3485 -0.3174
 -1.7320 -1.6366 -1.5514 -1.4913 -1.4749 -1.4460 -1.3565 -1.2483 -1.1504 -1.0617
 -0.9774 -0.8974 -0.8223 -0.7529 -0.6897 -0.5596 -0.4646 -0.3993 -0.3572 -0.3297
 -0.3109
 -1.6386 -1.5524 -1.4619 -1.3746 -1.3035 -1.2604 -1.2415 -1.1990 -1.1192 -1.0348
 -0.9547 -0.8784 -0.8066 -0.7401 -0.6795 -0.5551 -0.4649 -0.4037 -0.3653 -0.3412
 -0.3250 -0.3138
 -1.5470 -1.4779 -1.3968 -1.3128 -1.2331 -1.1609 -1.1029 -1.0641 -1.0389 -0.9948
 -0.9310 -0.8612 -0.7934 -0.7299 -0.6717 -0.5520 -0.4655 -0.4071 -0.3719 -0.3513
 -0.3382 -0.3292 -0.3234 -0.3208
 -1.4542 -1.4004 -1.3353 -1.2605 -1.1838 -1.1103 -1.0420 -0.9810 -0.9323 -0.8991
 -0.8691 -0.8279 -0.7755 -0.7187 -0.6638 -0.5486 -0.4649 -0.4086 -0.3758 -0.3589
 -0.3497 -0.3439 -0.3404 -0.3388 -0.3379 -0.3390 -0.3433 -0.3521 -0.3662 -0.3859
 -1.3541 -1.3163 -1.2677 -1.2075 -1.1398 -1.0707 -1.0040 -0.9413 -0.8838 -0.8339
 -0.7933 -0.7611 -0.7289 -0.6912 -0.6486 -0.5435 -0.4625 -0.4075 -0.3761 -0.3624
 -0.3577 -0.3562 -0.3562 -0.3571 -0.3589 -0.3605 -0.3636 -0.3702 -0.3821 -0.4002
 -0.4242
 -1.2534 -1.2256 -1.1923 -1.1467 -1.0923 -1.0318 -0.9701 -0.9103 -0.8539 -0.8014
 -0.7542 -0.7128 -0.6777 -0.6466 -0.6153 -0.5325 -0.4575 -0.4038 -0.3728 -0.3610
 -0.3607 -0.3643 -0.3688 -0.3736 -0.3783 -0.3815 -0.3850 -0.3910 -0.4011 -0.4167
 -0.4387
 -1.1566 -1.1342 -1.1099 -1.0771 -1.0354 -0.9867 -0.9335 -0.8789 -0.8257 -0.7753
 -0.7284 -0.6855 -0.6465 -0.6119 -0.5810 -0.5111 -0.4474 -0.3971 -0.3664 -0.3552
 -0.3578 -0.3666 -0.3766 -0.3863 -0.3953 -0.4036 -0.4117 -0.4209 -0.4314 -0.4431
 -0.4558
 -1.0686 -1.0482 -1.0278 -1.0021 -0.9715 -0.9341 -0.8913 -0.8448 -0.7971 -0.7502
 -0.7057 -0.6643 -0.6261 -0.5908 -0.5585 -0.4905 -0.4338 -0.3885 -0.3587 -0.3467
 -0.3499 -0.3620 -0.3773 -0.3928 -0.4072 -0.4202 -0.4323 -0.4435 -0.4544 -0.4658
 -0.4781
 -0.9946 -0.9687 -0.9478 -0.9260 -0.9031 -0.8742 -0.8409 -0.8035 -0.7635 -0.7220
 -0.6811 -0.6423 -0.6062 -0.5727 -0.5414 -0.4738 -0.4197 -0.3781 -0.3501 -0.3374
 -0.3396 -0.3527 -0.3715 -0.3921 -0.4123 -0.4310 -0.4483 -0.4639 -0.4783 -0.4922
 -0.5063
 -0.9307 -0.8959 -0.8701 -0.8497 -0.8308 -0.8096 -0.7843 -0.7549 -0.7227 -0.6882
 -0.6527 -0.6176 -0.5841 -0.5529 -0.5238 -0.4597 -0.4072 -0.3674 -0.3410
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.2122 -2.1433 -1.9803 -1.8029 -1.6270 -1.4752 -1.3620 -1.2652 -1.1738 -1.0867
 -1.0040 -0.9253 -0.8509 -0.7808 -0.7153 -0.5739 -0.4641 -0.3837 -0.3299
 -1.9426 -1.9343 -1.9078 -1.7741 -1.6143 -1.4608 -1.3336 -1.2319 -1.1398 -1.0542
 -0.9734 -0.8968 -0.8245 -0.7569 -0.6941 -0.5607 -0.4594 -0.3865 -0.3374 -0.3053
 -1.8246 -1.7240 -1.6794 -1.6765 -1.5903 -1.4536 -1.3202 -1.2093 -1.1161 -1.0316
 -0.9529 -0.8785 -0.8083 -0.7428 -0.6821 -0.5541 -0.4582 -0.3900 -0.3446 -0.3156
 -0.2965
 -1.7519 -1.6404 -1.5385 -1.4673 -1.4447 -1.4122 -1.3123 -1.1982 -1.0994 -1.0148
 -0.9379 -0.8657 -0.7977 -0.7341 -0.6752 -0.5512 -0.4590 -0.3940 -0.3513 -0.3249
 -0.3084 -0.2974
 -1.6839 -1.5850 -1.4799 -1.3809 -1.2995 -1.2457 -1.2214 -1.1745 -1.0887 -1.0016
 -0.9256 -0.8555 -0.7896 -0.7279 -0.6707 -0.5500 -0.4604 -0.3976 -0.3569 -0.3330
 -0.3192 -0.3106 -0.3052 -0.3022
 -1.6116 -1.5302 -1.4365 -1.3387 -1.2454 -1.1631 -1.0972 -1.0521 -1.0231 -0.9776
 -0.9120 -0.8455 -0.7819 -0.7222 -0.6666 -0.5488 -0.4612 -0.4001 -0.3610 -0.3391
 -0.3283 -0.3228 -0.3199 -0.3192 -0.3198 -0.3225 -0.3285 -0.3388 -0.3538 -0.3738
 -1.5335 -1.4688 -1.3909 -1.3041 -1.2148 -1.1296 -1.0520 -0.9835 -0.9278 -0.8882
 -0.8568 -0.8182 -0.7688 -0.7146 -0.6615 -0.5468 -0.4609 -0.4008 -0.3628 -0.3425
 -0.3345 -0.3327 -0.3333 -0.3353 -0.3384 -0.3419 -0.3471 -0.3557 -0.3688 -0.3874
 -0.4119
 -1.4520 -1.3996 -1.3371 -1.2646 -1.1856 -1.1050 -1.0275 -0.9557 -0.8908 -0.8341
 -0.7878 -0.7525 -0.7217 -0.6877 -0.6479 -0.5432 -0.4589 -0.3996 -0.3619 -0.3425
 -0.3369 -0.3390 -0.3438 -0.3496 -0.3557 -0.3622 -0.3683 -0.3758 -0.3869 -0.4033
 -0.4260
 -1.3723 -1.3253 -1.2745 -1.2155 -1.1489 -1.0777 -1.0057 -0.9359 -0.8705 -0.8104
 -0.7566 -0.7104 -0.6721 -0.6401 -0.6105 -0.5314 -0.4539 -0.3955 -0.3581 -0.3390
 -0.3348 -0.3404 -0.3500 -0.3605 -0.3708 -0.3808 -0.3908 -0.4019 -0.4144 -0.4280
 -0.4426
 -1.3001 -1.2546 -1.2081 -1.1596 -1.1048 -1.0447 -0.9813 -0.9172 -0.8548 -0.7957
 -0.7410 -0.6915 -0.6478 -0.6100 -0.5772 -0.5086 -0.4446 -0.3901 -0.3527 -0.3330
 -0.3288 -0.3363 -0.3501 -0.3658 -0.3812 -0.3957 -0.4096 -0.4228 -0.4357 -0.4494
 -0.4649
 -1.2410 -1.1867 -1.1421 -1.0990 -1.0534 -1.0033 -0.9494 -0.8932 -0.8366 -0.7811
 -0.7281 -0.6789 -0.6340 -0.5939 -0.5582 -0.4865 -0.4296 -0.3812 -0.3456 -0.3253
 -0.3202 -0.3280 -0.3444 -0.3647 -0.3855 -0.4054 -0.4242 -0.4416 -0.4580 -0.4740
 -0.4901
 -1.1959 -1.1318 -1.0822 -1.0395 -0.9979 -0.9552 -0.9100 -0.8619 -0.8124 -0.7625
 -0.7133 -0.6664 -0.6224 -0.5822 -0.5459 -0.4710 -0.4146 -0.3701 -0.3370
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.2643 -2.1303 -1.9403 -1.7595 -1.5871 -1.4371 -1.3245 -1.2319 -1.1468 -1.0623
 -0.9831 -0.9078 -0.8366 -0.7696 -0.7068 -0.5693 -0.4608 -0.3798 -0.3236
 -2.0208 -2.0298 -1.9181 -1.7470 -1.5809 -1.4262 -1.3032 -1.2046 -1.1173 -1.0341
 -0.9564 -0.8828 -0.8133 -0.7482 -0.6874 -0.5566 -0.4557 -0.3817 -0.3310 -0.2977
 -1.8588 -1.7826 -1.7864 -1.7227 -1.5770 -1.4287 -1.2943 -1.1870 -1.0972 -1.0148
 -0.9387 -0.8669 -0.7993 -0.7359 -0.6768 -0.5504 -0.4542 -0.3847 -0.3375 -0.3070
 -0.2876
 -1.7923 -1.6713 -1.5798 -1.5495 -1.5304 -1.4256 -1.2966 -1.1791 -1.0837 -1.0008
 -0.9260 -0.8561 -0.7902 -0.7285 -0.6709 -0.5479 -0.4549 -0.3883 -0.3436 -0.3154
 -0.2983 -0.2872
 -1.7378 -1.6223 -1.5070 -1.4106 -1.3481 -1.3252 -1.2785 -1.1794 -1.0772 -0.9906
 -0.9159 -0.8476 -0.7835 -0.7233 -0.6673 -0.5472 -0.4563 -0.3917 -0.3489 -0.3227
 -0.3078 -0.2991 -0.2940 -0.2914
 -1.6800 -1.5801 -1.4712 -1.3635 -1.2688 -1.1930 -1.1429 -1.1135 -1.0632 -0.9840
 -0.9072 -0.8399 -0.7773 -0.7188 -0.6642 -0.5467 -0.4575 -0.3943 -0.3529 -0.3282
 -0.3157 -0.3098 -0.3072 -0.3068 -0.3085 -0.3126 -0.3194 -0.3300 -0.3452 -0.3658
 -1.6157 -1.5323 -1.4375 -1.3368 -1.2381 -1.1485 -1.0710 -1.0081 -0.9637 -0.9310
 -0.8868 -0.8294 -0.7703 -0.7137 -0.6606 -0.5456 -0.4578 -0.3956 -0.3549 -0.3316
 -0.3212 -0.3184 -0.3190 -0.3214 -0.3252 -0.3304 -0.3374 -0.3468 -0.3599 -0.3790
 -0.4037
 -1.5468 -1.4765 -1.3969 -1.3089 -1.2172 -1.1277 -1.0447 -0.9706 -0.9065 -0.8534
 -0.8134 -0.7807 -0.7447 -0.7017 -0.6544 -0.5434 -0.4570 -0.3952 -0.3550 -0.3323
 -0.3233 -0.3236 -0.3281 -0.3342 -0.3411 -0.3485 -0.3558 -0.3648 -0.3771 -0.3943
 -0.4173
 -1.4786 -1.4144 -1.3466 -1.2719 -1.1915 -1.1090 -1.0283 -0.9526 -0.8837 -0.8222
 -0.7688 -0.7246 -0.6894 -0.6588 -0.6271 -0.5372 -0.4536 -0.3924 -0.3523 -0.3298
 -0.3219 -0.3247 -0.3333 -0.3439 -0.3549 -0.3657 -0.3768 -0.3882 -0.4006 -0.4157
 -0.4335
 -1.4165 -1.3532 -1.2920 -1.2279 -1.1591 -1.0865 -1.0128 -0.9405 -0.8721 -0.8089
 -0.7516 -0.7008 -0.6571 -0.6203 -0.5889 -0.5187 -0.4482 -0.3885 -0.3481 -0.3251
 -0.3171 -0.3212 -0.3332 -0.3485 -0.3643 -0.3796 -0.3945 -0.4088 -0.4231 -0.4381
 -0.4549
 -1.3653 -1.2967 -1.2371 -1.1788 -1.1188 -1.0561 -0.9910 -0.9254 -0.8611 -0.7995
 -0.7420 -0.6895 -0.6424 -0.6011 -0.5652 -0.4940 -0.4346 -0.3820 -0.3423 -0.3186
 -0.3099 -0.3140 -0.3279 -0.3472 -0.3679 -0.3884 -0.4081 -0.4265 -0.4442 -0.4615
 -0.4786
 -1.3290 -1.2498 -1.1864 -1.1296 -1.0742 -1.0186 -0.9618 -0.9037 -0.8456 -0.7883
 -0.7333 -0.6815 -0.6339 -0.5908 -0.5526 -0.4759 -0.4186 -0.3715 -0.3348
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.2804 -2.0916 -1.8942 -1.7177 -1.5577 -1.4113 -1.2978 -1.2036 -1.1211 -1.0397
 -0.9632 -0.8908 -0.8224 -0.7581 -0.6978 -0.5644 -0.4575 -0.3760 -0.3168
 -2.1245 -2.0661 -1.8955 -1.7127 -1.5495 -1.4010 -1.2800 -1.1819 -1.0954 -1.0150
 -0.9397 -0.8688 -0.8018 -0.7389 -0.6800 -0.5521 -0.4517 -0.3767 -0.3241 -0.2894
 -1.8954 -1.8808 -1.8584 -1.7154 -1.5508 -1.4021 -1.2724 -1.1674 -1.0784 -0.9980
 -0.9242 -0.8548 -0.7895 -0.7281 -0.6706 -0.5463 -0.4498 -0.3790 -0.3300 -0.2978
 -0.2775
 -1.8202 -1.7012 -1.6501 -1.6488 -1.5513 -1.4085 -1.2753 -1.1608 -1.0671 -0.9859
 -0.9131 -0.8452 -0.7815 -0.7216 -0.6655 -0.5440 -0.4502 -0.3820 -0.3355 -0.3053
 -0.2870 -0.2759
 -1.7783 -1.6477 -1.5306 -1.4535 -1.4313 -1.3917 -1.2814 -1.1639 -1.0620 -0.9778
 -0.9044 -0.8378 -0.7756 -0.7172 -0.6624 -0.5435 -0.4515 -0.3851 -0.3403 -0.3119
 -0.2954 -0.2863 -0.2812 -0.2791
 -1.7363 -1.6169 -1.4943 -1.3824 -1.2950 -1.2405 -1.2133 -1.1578 -1.0647 -0.9739
 -0.8976 -0.8313 -0.7703 -0.7133 -0.6598 -0.5434 -0.4530 -0.3877 -0.3441 -0.3170
 -0.3023 -0.2954 -0.2928 -0.2927 -0.2946 -0.2992 -0.3073 -0.3196 -0.3361 -0.3565
 -1.6885 -1.5841 -1.4715 -1.3583 -1.2540 -1.1658 -1.0964 -1.0486 -1.0147 -0.9642
 -0.8927 -0.8251 -0.7650 -0.7092 -0.6570 -0.5430 -0.4538 -0.3893 -0.3463 -0.3203
 -0.3070 -0.3026 -0.3029 -0.3056 -0.3099 -0.3160 -0.3238 -0.3344 -0.3492 -0.3690
 -0.3935
 -1.6350 -1.5438 -1.4451 -1.3412 -1.2382 -1.1420 -1.0577 -0.9858 -0.9273 -0.8832
 -0.8478 -0.8058 -0.7558 -0.7036 -0.6532 -0.5417 -0.4537 -0.3897 -0.3469 -0.3213
 -0.3092 -0.3070 -0.3106 -0.3167 -0.3241 -0.3324 -0.3421 -0.3531 -0.3664 -0.3835
 -0.4069
 -1.5807 -1.4972 -1.4093 -1.3174 -1.2228 -1.1298 -1.0425 -0.9637 -0.8945 -0.8346
 -0.7846 -0.7448 -0.7113 -0.6775 -0.6397 -0.5379 -0.4515 -0.3878 -0.3450 -0.3196
 -0.3083 -0.3080 -0.3148 -0.3251 -0.3364 -0.3481 -0.3603 -0.3731 -0.3869 -0.4028
 -0.4226
 -1.5308 -1.4487 -1.3688 -1.2872 -1.2030 -1.1177 -1.0343 -0.9553 -0.8830 -0.8180
 -0.7604 -0.7104 -0.6682 -0.6335 -0.6032 -0.5272 -0.4486 -0.3853 -0.3421 -0.3161
 -0.3048 -0.3053 -0.3147 -0.3289 -0.3447 -0.3606 -0.3765 -0.3921 -0.4078 -0.4244
 -0.4427
 -1.4896 -1.4041 -1.3267 -1.2512 -1.1756 -1.0992 -1.0227 -0.9481 -0.8771 -0.8111
 -0.7510 -0.6970 -0.6494 -0.6082 -0.5730 -0.5027 -0.4391 -0.3810 -0.3377 -0.3109
 -0.2989 -0.2995 -0.3102 -0.3275 -0.3478 -0.3684 -0.3888 -0.4084 -0.4274 -0.4462
 -0.4645
 -1.4614 -1.3667 -1.2873 -1.2139 -1.1431 -1.0736 -1.0046 -0.9362 -0.8697 -0.8061
 -0.7463 -0.6912 -0.6414 -0.5970 -0.5580 -0.4813 -0.4230 -0.3725 -0.3318
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.2545 -2.0442 -1.8483 -1.6797 -1.5278 -1.3885 -1.2774 -1.1796 -1.0963 -1.0191
 -0.9449 -0.8746 -0.8086 -0.7465 -0.6883 -0.5590 -0.4539 -0.3719 -0.3114
 -2.1094 -2.0577 -1.8617 -1.6783 -1.5181 -1.3762 -1.2596 -1.1610 -1.0751 -0.9970
 -0.9238 -0.8550 -0.7902 -0.7293 -0.6722 -0.5472 -0.4474 -0.3715 -0.3171 -0.2804
 -1.9641 -1.9808 -1.8674 -1.6909 -1.5233 -1.3747 -1.2514 -1.1481 -1.0606 -0.9818
 -0.9098 -0.8425 -0.7791 -0.7196 -0.6637 -0.5415 -0.4451 -0.3729 -0.3221 -0.2881
 -0.2665
 -1.8411 -1.7498 -1.7560 -1.6877 -1.5361 -1.3855 -1.2532 -1.1427 -1.0509 -0.9710
 -0.8998 -0.8338 -0.7719 -0.7138 -0.6591 -0.5395 -0.4451 -0.3753 -0.3268 -0.2948
 -0.2749 -0.2632
 -1.8051 -1.6654 -1.5626 -1.5332 -1.5110 -1.3962 -1.2640 -1.1456 -1.0469 -0.9642
 -0.8920 -0.8271 -0.7665 -0.7097 -0.6563 -0.5392 -0.4464 -0.3780 -0.3311 -0.3006
 -0.2822 -0.2722 -0.2671 -0.2652
 -1.7788 -1.6404 -1.5091 -1.4032 -1.3404 -1.3182 -1.2622 -1.1554 -1.0504 -0.9613
 -0.8862 -0.8212 -0.7617 -0.7062 -0.6540 -0.5393 -0.4480 -0.3805 -0.3346 -0.3053
 -0.2882 -0.2800 -0.2770 -0.2770 -0.2796 -0.2852 -0.2943 -0.3073 -0.3247 -0.3458
 -1.7482 -1.6219 -1.4929 -1.3714 -1.2679 -1.1904 -1.1412 -1.1081 -1.0497 -0.9643
 -0.8839 -0.8162 -0.7570 -0.7025 -0.6516 -0.5392 -0.4492 -0.3824 -0.3369 -0.3084
 -0.2926 -0.2860 -0.2855 -0.2880 -0.2928 -0.2995 -0.3086 -0.3207 -0.3365 -0.3572
 -0.3820
 -1.7140 -1.5986 -1.4799 -1.3616 -1.2503 -1.1524 -1.0719 -1.0085 -0.9621 -0.9244
 -0.8754 -0.8121 -0.7523 -0.6985 -0.6484 -0.5383 -0.4496 -0.3833 -0.3379 -0.3097
 -0.2948 -0.2899 -0.2919 -0.2975 -0.3051 -0.3141 -0.3248 -0.3369 -0.3516 -0.3706
 -0.3947
 -1.6759 -1.5682 -1.4600 -1.3505 -1.2429 -1.1417 -1.0512 -0.9731 -0.9071 -0.8524
 -0.8087 -0.7717 -0.7319 -0.6881 -0.6423 -0.5355 -0.4481 -0.3822 -0.3368 -0.3087
 -0.2944 -0.2910 -0.2954 -0.3046 -0.3158 -0.3279 -0.3411 -0.3549 -0.3701 -0.3881
 -0.4095
 -1.6408 -1.5365 -1.4356 -1.3353 -1.2354 -1.1382 -1.0469 -0.9637 -0.8903 -0.8261
 -0.7704 -0.7232 -0.6839 -0.6502 -0.6180 -0.5309 -0.4465 -0.3808 -0.3349 -0.3063
 -0.2919 -0.2892 -0.2955 -0.3077 -0.3229 -0.3389 -0.3555 -0.3724 -0.3896 -0.4074
 -0.4281
 -1.6120 -1.5059 -1.4084 -1.3141 -1.2219 -1.1315 -1.0442 -0.9619 -0.8862 -0.8180
 -0.7573 -0.7037 -0.6569 -0.6169 -0.5830 -0.5117 -0.4416 -0.3782 -0.3318 -0.3023
 -0.2874 -0.2847 -0.2920 -0.3066 -0.3254 -0.3457 -0.3665 -0.3870 -0.4074 -0.4279
 -0.4477
 -1.5933 -1.4806 -1.3822 -1.2906 -1.2031 -1.1188 -1.0373 -0.9590 -0.8852 -0.8166
 -0.7538 -0.6973 -0.6469 -0.6023 -0.5635 -0.4878 -0.4275 -0.3726 -0.3276
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.1966 -1.9866 -1.8012 -1.6434 -1.4940 -1.3601 -1.2551 -1.1618 -1.0763 -1.0003
 -0.9283 -0.8597 -0.7955 -0.7351 -0.6787 -0.5532 -0.4509 -0.3694 -0.3059
 -2.1616 -2.0203 -1.8202 -1.6432 -1.4897 -1.3507 -1.2404 -1.1434 -1.0570 -0.9805
 -0.9091 -0.8419 -0.7788 -0.7196 -0.6640 -0.5417 -0.4428 -0.3662 -0.3101 -0.2711
 -2.0654 -2.0170 -1.8452 -1.6598 -1.4957 -1.3516 -1.2310 -1.1311 -1.0444 -0.9665
 -0.8962 -0.8304 -0.7687 -0.7108 -0.6563 -0.5364 -0.4401 -0.3667 -0.3140 -0.2780
 -0.2549
 -1.9242 -1.8411 -1.8242 -1.6788 -1.5121 -1.3627 -1.2331 -1.1256 -1.0357 -0.9566
 -0.8869 -0.8224 -0.7621 -0.7054 -0.6521 -0.5345 -0.4399 -0.3684 -0.3178 -0.2838
 -0.2622 -0.2496
 -1.8189 -1.6836 -1.6262 -1.6279 -1.5241 -1.3786 -1.2443 -1.1284 -1.0319 -0.9507
 -0.8796 -0.8160 -0.7570 -0.7016 -0.6495 -0.5342 -0.4410 -0.3707 -0.3215 -0.2888
 -0.2685 -0.2572 -0.2519 -0.2501
 -1.8044 -1.6529 -1.5225 -1.4404 -1.4215 -1.3753 -1.2583 -1.1391 -1.0350 -0.9482
 -0.8744 -0.8105 -0.7523 -0.6982 -0.6473 -0.5345 -0.4427 -0.3731 -0.3246 -0.2930
 -0.2738 -0.2639 -0.2602 -0.2603 -0.2633 -0.2692 -0.2790 -0.2933 -0.3116 -0.3334
 -1.7926 -1.6452 -1.5042 -1.3808 -1.2887 -1.2366 -1.2088 -1.1440 -1.0452 -0.9516
 -0.8728 -0.8060 -0.7479 -0.6946 -0.6448 -0.5345 -0.4442 -0.3752 -0.3270 -0.2960
 -0.2778 -0.2691 -0.2672 -0.2695 -0.2743 -0.2815 -0.2914 -0.3046 -0.3219 -0.3435
 -0.3689
 -1.7775 -1.6387 -1.5015 -1.3720 -1.2572 -1.1641 -1.0952 -1.0485 -1.0105 -0.9526
 -0.8758 -0.8044 -0.7440 -0.6910 -0.6419 -0.5337 -0.4449 -0.3765 -0.3284 -0.2976
 -0.2800 -0.2726 -0.2726 -0.2774 -0.2847 -0.2941 -0.3055 -0.3189 -0.3352 -0.3554
 -0.3805
 -1.7610 -1.6270 -1.4972 -1.3713 -1.2532 -1.1478 -1.0584 -0.9853 -0.9270 -0.8813
 -0.8412 -0.7943 -0.7387 -0.6858 -0.6374 -0.5312 -0.4438 -0.3760 -0.3280 -0.2972
 -0.2802 -0.2739 -0.2758 -0.2832 -0.2936 -0.3059 -0.3196 -0.3348 -0.3516 -0.3710
 -0.3941
 -1.7412 -1.6136 -1.4902 -1.3707 -1.2560 -1.1491 -1.0529 -0.9689 -0.8974 -0.8365
 -0.7852 -0.7423 -0.7045 -0.6666 -0.6275 -0.5289 -0.4430 -0.3756 -0.3271 -0.2957
 -0.2787 -0.2730 -0.2762 -0.2859 -0.2996 -0.3152 -0.3321 -0.3498 -0.3685 -0.3885
 -0.4106
 -1.7226 -1.5988 -1.4799 -1.3656 -1.2563 -1.1527 -1.0563 -0.9687 -0.8910 -0.8229
 -0.7635 -0.7118 -0.6672 -0.6289 -0.5954 -0.5183 -0.4407 -0.3741 -0.3252 -0.2929
 -0.2752 -0.2696 -0.2736 -0.2851 -0.3016 -0.3209 -0.3415 -0.3627 -0.3842 -0.4063
 -0.4283
 -1.7052 -1.5825 -1.4668 -1.3576 -1.2522 -1.1530 -1.0596 -0.9727 -0.8934 -0.8218
 -0.7581 -0.7017 -0.6520 -0.6083 -0.5411 -0.4994 -0.4369 -0.3715 -0.3223
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.1422 -1.9346 -1.7592 -1.6129 -1.4654 -1.3376 -1.2322 -1.1421 -1.0577 -0.9838
 -0.9130 -0.8459 -0.7829 -0.7241 -0.6692 -0.5468 -0.4461 -0.3649 -0.3004
 -2.1850 -1.9753 -1.7795 -1.6100 -1.4638 -1.3297 -1.2188 -1.1259 -1.0399 -0.9654
 -0.8953 -0.8295 -0.7677 -0.7099 -0.6556 -0.5359 -0.4379 -0.3608 -0.3031 -0.2618
 -2.0412 -2.0089 -1.8069 -1.6285 -1.4709 -1.3310 -1.2123 -1.1149 -1.0289 -0.9524
 -0.8833 -0.8188 -0.7584 -0.7018 -0.6485 -0.5308 -0.4350 -0.3605 -0.3059 -0.2678
 -0.2429
