 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.1185 -9.0519 -8.8884 -8.7053 -8.5142 -8.3363 -8.1885 -8.0567 -7.9298 -7.8066
 -7.6860 -7.5666 -7.4475 -7.3274 -7.2051 -6.8872 -6.5350 -6.1328 -5.7372
 -8.8025 -8.7962 -8.7706 -8.6352 -8.4684 -8.2983 -8.1390 -7.9987 -7.8663 -7.7388
 -7.6117 -7.4832 -7.3527 -7.2194 -7.0827 -6.7273 -6.3446 -5.9383 -5.5562 -5.2564
 -8.6404 -8.5409 -8.4950 -8.4908 -8.4018 -8.2577 -8.1058 -7.9579 -7.8193 -7.6864
 -7.5523 -7.4136 -7.2699 -7.1217 -6.9696 -6.5783 -6.1738 -5.7696 -5.4033 -5.1171
 -4.9205
 -8.5229 -8.4140 -8.3083 -8.2321 -8.2056 -8.1696 -8.0624 -7.9285 -7.7869 -7.6477
 -7.5084 -7.3612 -7.2059 -7.0440 -6.8780 -6.4569 -6.0373 -5.6358 -5.2810 -5.0022
 -4.8111 -4.6896
 -8.4082 -8.3167 -8.2080 -8.1003 -8.0099 -7.9479 -7.9166 -7.8609 -7.7543 -7.6197
 -7.4785 -7.3280 -7.1657 -6.9941 -6.8173 -6.3728 -5.9417 -5.5400 -5.1896 -4.9121
 -4.7191 -4.5976 -4.5256 -4.4839
 -8.2867 -8.2195 -8.1258 -8.0180 -7.9119 -7.8157 -7.7347 -7.6736 -7.6280 -7.5586
 -7.4451 -7.3067 -7.1472 -6.9724 -6.7894 -6.3277 -5.8862 -5.4810 -5.1289 -4.8465
 -4.6453 -4.5177 -4.4428 -4.4021 -4.3821 -4.3750 -4.3751 -4.3779 -4.3788 -4.3726
 -8.1586 -8.1130 -8.0434 -7.9492 -7.8438 -7.7402 -7.6427 -7.5505 -7.4659 -7.3943
 -7.3273 -7.2398 -7.1195 -6.9660 -6.7883 -6.3178 -5.8668 -5.4559 -5.0983 -4.8063
 -4.5910 -4.4508 -4.3681 -4.3232 -4.3022 -4.2957 -4.2980 -4.3046 -4.3121 -4.3172
 -4.3168
 -8.0306 -7.9966 -7.9501 -7.8791 -7.7858 -7.6824 -7.5800 -7.4810 -7.3829 -7.2843
 -7.1895 -7.1008 -7.0113 -6.9063 -6.7735 -6.3362 -5.8784 -5.4609 -5.0958 -4.7925
 -4.5591 -4.4000 -4.3034 -4.2502 -4.2242 -4.2156 -4.2177 -4.2260 -4.2372 -4.2484
 -4.2578
 -7.9161 -7.8770 -7.8441 -7.7963 -7.7246 -7.6324 -7.5307 -7.4284 -7.3275 -7.2247
 -7.1178 -7.0089 -6.9009 -6.7965 -6.6894 -6.3495 -5.9103 -5.4870 -5.1147 -4.8003
 -4.5488 -4.3667 -4.2505 -4.1840 -4.1501 -4.1369 -4.1371 -4.1435 -4.1542 -4.1689
 -4.1870
 -7.8350 -7.7761 -7.7342 -7.7014 -7.6528 -7.5817 -7.4912 -7.3907 -7.2881 -7.1851
 -7.0792 -6.9676 -6.8504 -6.7313 -6.6143 -6.3181 -5.9518 -5.5379 -5.1589 -4.8342
 -4.5665 -4.3604 -4.2189 -4.1321 -4.0844 -4.0624 -4.0574 -4.0631 -4.0757 -4.0917
 -4.1089
 -7.8208 -7.6865 -7.6313 -7.6002 -7.5669 -7.5182 -7.4484 -7.3597 -7.2603 -7.1569
 -7.0520 -6.9438 -6.8291 -6.7076 -6.5823 -6.2762 -5.9602 -5.5921 -5.2161 -4.8832
 -4.6025 -4.3764 -4.2097 -4.0987 -4.0319 -3.9966 -3.9827 -3.9829 -3.9925 -4.0080
 -4.0264
 -7.8865 -7.6610 -7.5537 -7.5049 -7.4730 -7.4397 -7.3928 -7.3246 -7.2380 -7.1394
 -7.0352 -6.9286 -6.8183 -6.7020 -6.5784 -6.2587 -5.9510 -5.6267 -5.2754
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -9.1766 -9.0491 -8.8623 -8.6785 -8.4918 -8.3087 -8.1574 -8.0285 -7.9077 -7.7853
 -7.6674 -7.5513 -7.4366 -7.3219 -7.2055 -6.8996 -6.5647 -6.1933 -5.8085
 -8.8896 -8.9036 -8.7972 -8.6269 -8.4539 -8.2765 -8.1141 -7.9737 -7.8447 -7.7173
 -7.5925 -7.4679 -7.3426 -7.2156 -7.0857 -6.7458 -6.3828 -6.0021 -5.6331 -5.3248
 -8.6847 -8.6127 -8.6181 -8.5562 -8.4091 -8.2511 -8.0885 -7.9359 -7.7980 -7.6645
 -7.5325 -7.3984 -7.2617 -7.1220 -6.9789 -6.6083 -6.2240 -5.8400 -5.4836 -5.1891
 -4.9769
 -8.5730 -8.4566 -8.3636 -8.3316 -8.3116 -8.2044 -8.0641 -7.9146 -7.7667 -7.6262
 -7.4886 -7.3468 -7.2001 -7.0492 -6.8945 -6.4987 -6.0991 -5.7125 -5.3638 -5.0771
 -4.8696 -4.7338
 -8.4710 -8.3644 -8.2459 -8.1427 -8.0742 -8.0471 -7.9964 -7.8854 -7.7495 -7.6023
 -7.4600 -7.3144 -7.1615 -7.0024 -6.8389 -6.4234 -6.0114 -5.6208 -5.2738 -4.9889
 -4.7796 -4.6427 -4.5594 -4.5095
 -8.3633 -8.2789 -8.1701 -8.0525 -7.9456 -7.8581 -7.7975 -7.7586 -7.6946 -7.5828
 -7.4424 -7.2975 -7.1434 -6.9809 -6.8122 -6.3822 -5.9599 -5.5635 -5.2131 -4.9244
 -4.7082 -4.5640 -4.4768 -4.4277 -4.4018 -4.3901 -4.3861 -4.3843 -4.3804 -4.3713
 -8.2486 -8.1857 -8.0991 -7.9902 -7.8749 -7.7675 -7.6714 -7.5886 -7.5231 -7.4676
 -7.3909 -7.2755 -7.1362 -6.9787 -6.8097 -6.3718 -5.9410 -5.5380 -5.1810 -4.8844
 -4.6566 -4.4996 -4.4031 -4.3488 -4.3214 -4.3101 -4.3082 -4.3111 -4.3150 -4.3166
 -4.3117
 -8.1335 -8.0820 -8.0191 -7.9317 -7.8239 -7.7109 -7.6031 -7.5031 -7.4090 -7.3209
 -7.2431 -7.1681 -7.0779 -6.9617 -6.8167 -6.3867 -5.9506 -5.5411 -5.1768 -4.8695
 -4.6268 -4.4521 -4.3406 -4.2763 -4.2434 -4.2297 -4.2276 -4.2325 -4.2404 -4.2485
 -4.2546
 -8.0327 -7.9740 -7.9250 -7.8617 -7.7745 -7.6687 -7.5572 -7.4491 -7.3460 -7.2446
 -7.1441 -7.0475 -6.9551 -6.8634 -6.7611 -6.4120 -5.9800 -5.5659 -5.1938 -4.8758
 -4.6175 -4.4223 -4.2908 -4.2119 -4.1696 -4.1509 -4.1471 -4.1520 -4.1618 -4.1731
 -4.1850
 -7.9648 -7.8766 -7.8258 -7.7783 -7.7154 -7.6299 -7.5266 -7.4164 -7.3077 -7.2018
 -7.0961 -6.9888 -6.8808 -6.7743 -6.6711 -6.3956 -6.0284 -5.6167 -5.2386 -4.9098
 -4.6359 -4.4192 -4.2630 -4.1629 -4.1055 -4.0771 -4.0676 -4.0699 -4.0795 -4.0930
 -4.1078
 -7.9609 -7.8072 -7.7339 -7.6872 -7.6402 -7.5784 -7.4953 -7.3949 -7.2862 -7.1766
 -7.0683 -6.9597 -6.8481 -6.7336 -6.6185 -6.3422 -6.0433 -5.6774 -5.2993 -4.9614
 -4.6738 -4.4382 -4.2578 -4.1330 -4.0554 -4.0125 -3.9936 -3.9902 -3.9969 -4.0100
 -4.0260
 -8.0532 -7.7924 -7.6669 -7.6016 -7.5565 -7.5106 -7.4504 -7.3702 -7.2729 -7.1657
 -7.0556 -6.9454 -6.8343 -6.7201 -6.6018 -6.3063 -6.0247 -5.7157 -5.3658
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -9.2008 -9.0239 -8.8325 -8.6542 -8.4784 -8.2952 -8.1398 -8.0059 -7.8868 -7.7669
 -7.6515 -7.5388 -7.4280 -7.3180 -7.2074 -6.9170 -6.5992 -6.2541 -5.8862
 -9.0026 -8.9549 -8.7935 -8.6128 -8.4408 -8.2630 -8.0970 -7.9537 -7.8229 -7.6976
 -7.5757 -7.4554 -7.3357 -7.2155 -7.0932 -6.7729 -6.4290 -6.0703 -5.7174 -5.4057
 -8.7340 -8.7254 -8.7083 -8.5706 -8.4045 -8.2406 -8.0721 -7.9159 -7.7755 -7.6428
 -7.5142 -7.3857 -7.2568 -7.1265 -6.9936 -6.6478 -6.2841 -5.9177 -5.5722 -5.2737
 -5.0460
 -8.6133 -8.5005 -8.4508 -8.4508 -8.3554 -8.2090 -8.0561 -7.8954 -7.7436 -7.6034
 -7.4687 -7.3333 -7.1962 -7.0569 -6.9150 -6.5486 -6.1705 -5.7980 -5.4556 -5.1643
 -4.9413 -4.7890
 -8.5231 -8.4022 -8.2829 -8.2017 -8.1773 -8.1370 -8.0219 -7.8826 -7.7292 -7.5796
 -7.4389 -7.2993 -7.1565 -7.0105 -6.8613 -6.4789 -6.0897 -5.7110 -5.3674 -5.0777
 -4.8538 -4.6994 -4.6021 -4.5422
 -8.4300 -8.3272 -8.2043 -8.0828 -7.9852 -7.9230 -7.8906 -7.8284 -7.7142 -7.5718
 -7.4229 -7.2810 -7.1360 -6.9865 -6.8328 -6.4386 -6.0405 -5.6556 -5.3073 -5.0138
 -4.7846 -4.6228 -4.5202 -4.4599 -4.4254 -4.4070 -4.3979 -4.3927 -4.3858 -4.3712
 -8.3311 -8.2480 -8.1434 -8.0212 -7.8997 -7.7947 -7.7100 -7.6481 -7.6006 -7.5296
 -7.4134 -7.2728 -7.1296 -6.9805 -6.8257 -6.4251 -6.0207 -5.6298 -5.2748 -4.9737
 -4.7349 -4.5612 -4.4480 -4.3813 -4.3453 -4.3278 -4.3208 -4.3193 -4.3193 -4.3171
 -4.3084
 -8.2323 -8.1592 -8.0773 -7.9726 -7.8517 -7.7315 -7.6232 -7.5274 -7.4437 -7.3732
 -7.3094 -7.2276 -7.1158 -6.9824 -6.8336 -6.4343 -6.0267 -5.6313 -5.2693 -4.9580
 -4.7064 -4.5170 -4.3883 -4.3100 -4.2674 -4.2471 -4.2404 -4.2410 -4.2450 -4.2495
 -4.2518
 -8.1494 -8.0733 -7.9974 -7.9164 -7.8127 -7.6940 -7.5749 -7.4644 -7.3626 -7.2669
 -7.1772 -7.0955 -7.0153 -6.9260 -6.8180 -6.4568 -6.0509 -5.6531 -5.2848 -4.9630
 -4.6970 -4.4897 -4.3418 -4.2477 -4.1944 -4.1683 -4.1593 -4.1601 -4.1664 -4.1749
 -4.1832
 -8.1010 -7.9843 -7.9121 -7.8469 -7.7676 -7.6666 -7.5507 -7.4324 -7.3201 -7.2141
 -7.1116 -7.0114 -6.9151 -6.8224 -6.7314 -6.4643 -6.0954 -5.7001 -5.3281 -4.9963
 -4.7153 -4.4886 -4.3178 -4.2021 -4.1323 -4.0954 -4.0802 -4.0784 -4.0845 -4.0949
 -4.1069
 -8.1130 -7.9320 -7.8343 -7.7683 -7.7056 -7.6288 -7.5314 -7.4188 -7.3017 -7.1876
 -7.0783 -6.9715 -6.8654 -6.7601 -6.6570 -6.4100 -6.1229 -5.7592 -5.3876 -5.0483
 -4.7538 -4.5091 -4.3163 -4.1765 -4.0855 -4.0328 -4.0072 -3.9992 -4.0025 -4.0126
 -4.0258
 -8.2211 -7.9320 -7.7826 -7.6957 -7.6336 -7.5731 -7.4992 -7.4059 -7.2973 -7.1818
 -7.0666 -6.9546 -6.8446 -6.7346 -6.6238 -6.3561 -6.1002 -5.8035 -5.4557
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -9.1858 -8.9907 -8.8034 -8.6330 -8.4615 -8.2828 -8.1283 -7.9881 -7.8675 -7.7527
 -7.6403 -7.5307 -7.4238 -7.3184 -7.2130 -6.9396 -6.6404 -6.3152 -5.9730
 -9.0015 -8.9632 -8.7792 -8.5983 -8.4249 -8.2459 -8.0809 -7.9344 -7.8036 -7.6814
 -7.5633 -7.4479 -7.3343 -7.2210 -7.1065 -6.8080 -6.4846 -6.1447 -5.8077 -5.4975
 -8.8150 -8.8401 -8.7384 -8.5691 -8.3977 -8.2241 -8.0524 -7.8940 -7.7538 -7.6237
 -7.4996 -7.3779 -7.2574 -7.1367 -7.0145 -6.6960 -6.3550 -6.0047 -5.6692 -5.3702
 -5.1288
 -8.6483 -8.5651 -8.5752 -8.5129 -8.3648 -8.2057 -8.0403 -7.8726 -7.7199 -7.5809
 -7.4508 -7.3232 -7.1961 -7.0688 -6.9399 -6.6060 -6.2527 -5.8945 -5.5581 -5.2641
 -5.0277 -4.8572
 -8.5636 -8.4342 -8.3310 -8.3011 -8.2806 -8.1668 -8.0235 -7.8670 -7.7046 -7.5550
 -7.4175 -7.2852 -7.1529 -7.0200 -6.8854 -6.5392 -6.1772 -5.8130 -5.4734 -5.1794
 -4.9431 -4.7705 -4.6559 -4.5824
 -8.4851 -8.3641 -8.2319 -8.1176 -8.0484 -8.0234 -7.9656 -7.8473 -7.7043 -7.5467
 -7.3992 -7.2627 -7.1274 -6.9907 -6.8521 -6.4964 -6.1279 -5.7588 -5.4143 -5.1164
 -4.8760 -4.6968 -4.5759 -4.5008 -4.4555 -4.4292 -4.4139 -4.4033 -4.3917 -4.3726
 -8.4017 -8.2984 -8.1763 -8.0440 -7.9245 -7.8330 -7.7736 -7.7330 -7.6628 -7.5450
 -7.3975 -7.2528 -7.1161 -6.9784 -6.8381 -6.4769 -6.1041 -5.7310 -5.3810 -5.0760
 -4.8272 -4.6376 -4.5061 -4.4232 -4.3755 -4.3495 -4.3360 -4.3294 -4.3253 -4.3190
 -4.3055
 -8.3235 -8.2254 -8.1235 -8.0021 -7.8716 -7.7492 -7.6466 -7.5634 -7.4986 -7.4425
 -7.3667 -7.2496 -7.1143 -6.9783 -6.8390 -6.4778 -6.1038 -5.7287 -5.3729 -5.0589
 -4.7984 -4.5954 -4.4489 -4.3537 -4.2981 -4.2688 -4.2556 -4.2514 -4.2513 -4.2516
 -4.2498
 -8.2619 -8.1491 -8.0591 -7.9591 -7.8392 -7.7100 -7.5874 -7.4789 -7.3833 -7.2983
 -7.2238 -7.1541 -7.0702 -6.9653 -6.8427 -6.4915 -6.1202 -5.7451 -5.3853 -5.0615
 -4.7878 -4.5688 -4.4050 -4.2938 -4.2263 -4.1902 -4.1744 -4.1701 -4.1722 -4.1770
 -4.1818
 -8.2389 -8.0870 -7.9897 -7.9051 -7.8081 -7.6915 -7.5646 -7.4414 -7.3290 -7.2262
 -7.1301 -7.0403 -6.9572 -6.8754 -6.7891 -6.5125 -6.1554 -5.7852 -5.4248 -5.0928
 -4.8049 -4.5680 -4.3839 -4.2518 -4.1670 -4.1189 -4.0960 -4.0887 -4.0907 -4.0983
 -4.1064
 -8.2755 -8.0567 -7.9293 -7.8416 -7.7613 -7.6680 -7.5558 -7.4319 -7.3086 -7.1930
 -7.0853 -6.9829 -6.8843 -6.7901 -6.6992 -6.4755 -6.1907 -5.8367 -5.4797 -5.1431
 -4.8432 -4.5892 -4.3848 -4.2304 -4.1242 -4.0591 -4.0246 -4.0105 -4.0093 -4.0158
 -4.0258
 -8.4015 -8.0781 -7.8968 -7.7846 -7.7033 -7.6268 -7.5379 -7.4308 -7.3110 -7.1884
 -7.0703 -6.9588 -6.8520 -6.7482 -6.6466 -6.4083 -6.1737 -5.8849 -5.5433
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.1457 -8.9521 -8.7751 -8.6123 -8.4369 -8.2603 -8.1129 -7.9792 -7.8562 -7.7439
 -7.6355 -7.5296 -7.4266 -7.3255 -7.2253 -6.9682 -6.6875 -6.3840 -6.0618
 -9.0685 -8.9477 -8.7595 -8.5823 -8.4079 -8.2241 -8.0643 -7.9197 -7.7892 -7.6710
 -7.5579 -7.4480 -7.3405 -7.2341 -7.1271 -6.8505 -6.5493 -6.2276 -5.9047 -5.5990
 -8.9303 -8.8971 -8.7406 -8.5615 -8.3878 -8.2067 -8.0301 -7.8744 -7.7359 -7.6095
 -7.4916 -7.3773 -7.2652 -7.1540 -7.0420 -6.7510 -6.4349 -6.1016 -5.7753 -5.4777
 -5.2262
 -8.7467 -8.6742 -8.6654 -8.5303 -8.3651 -8.1979 -8.0196 -7.8483 -7.6974 -7.5617
 -7.4381 -7.3189 -7.2022 -7.0863 -6.9699 -6.6686 -6.3434 -6.0023 -5.6720 -5.3763
 -5.1292 -4.9402
 -8.5947 -8.4692 -8.4140 -8.4187 -8.3209 -8.1737 -8.0162 -7.8443 -7.6779 -7.5312
 -7.3990 -7.2749 -7.1534 -7.0332 -6.9126 -6.6031 -6.2721 -5.9267 -5.5926 -5.2951
 -5.0479 -4.8573 -4.7233 -4.6333
 -8.5271 -8.3920 -8.2601 -8.1726 -8.1523 -8.1077 -7.9873 -7.8434 -7.6803 -7.5191
 -7.3753 -7.2457 -7.1203 -6.9962 -6.8720 -6.5553 -6.2207 -5.8730 -5.5354 -5.2339
 -4.9829 -4.7869 -4.6462 -4.5531 -4.4944 -4.4571 -4.4333 -4.4166 -4.3993 -4.3753
 -8.4612 -8.3364 -8.2003 -8.0654 -7.9595 -7.8987 -7.8670 -7.7972 -7.6764 -7.5273
 -7.3708 -7.2305 -7.1018 -6.9752 -6.8486 -6.5268 -6.1900 -5.8411 -5.5004 -5.1930
 -4.9346 -4.7299 -4.5793 -4.4776 -4.4142 -4.3769 -4.3553 -4.3424 -4.3330 -4.3220
 -4.3039
 -8.4009 -8.2788 -8.1573 -8.0220 -7.8863 -7.7708 -7.6838 -7.6238 -7.5748 -7.4990
 -7.3793 -7.2321 -7.0955 -6.9678 -6.8403 -6.5169 -6.1800 -5.8312 -5.4879 -5.1734
 -4.9046 -4.6883 -4.5246 -4.4104 -4.3382 -4.2966 -4.2746 -4.2635 -4.2582 -4.2548
 -4.2489
 -8.3257 -8.2205 -8.1082 -7.9897 -7.8559 -7.7207 -7.6002 -7.4994 -7.4164 -7.3481
 -7.2850 -7.2066 -7.0926 -6.9665 -6.8405 -6.5201 -6.1856 -5.8389 -5.4937 -5.1718
 -4.8916 -4.6611 -4.4823 -4.3531 -4.2684 -4.2189 -4.1935 -4.1826 -4.1795 -4.1799
 -4.1811
 -8.3263 -8.1804 -8.0560 -7.9510 -7.8362 -7.7057 -7.5717 -7.4480 -7.3395 -7.2436
 -7.1579 -7.0811 -7.0083 -6.9252 -6.8287 -6.5364 -6.2093 -5.8689 -5.5258 -5.1985
 -4.9058 -4.6591 -4.4623 -4.3144 -4.2126 -4.1499 -4.1163 -4.1017 -4.0983 -4.1009
 -4.1060
 -8.3893 -8.1751 -8.0151 -7.9040 -7.8050 -7.6949 -7.5689 -7.4366 -7.3109 -7.1970
 -7.0936 -6.9982 -6.9094 -6.8270 -6.7458 -6.5282 -6.2402 -5.9099 -5.5731 -5.2446
 -4.9421 -4.6798 -4.4643 -4.2963 -4.1742 -4.0939 -4.0475 -4.0249 -4.0177 -4.0197
 -4.0261
 -8.5149 -8.2045 -8.0016 -7.8628 -7.7627 -7.6692 -7.5646 -7.4440 -7.3150 -7.1882
 -7.0702 -6.9617 -6.8601 -6.7641 -6.5918 -6.4955 -6.2783 -5.9619 -5.6356
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -9.0987 -8.9182 -8.7505 -8.5945 -8.4146 -8.2433 -8.0955 -7.9680 -7.8487 -7.7412
 -7.6363 -7.5343 -7.4351 -7.3383 -7.2429 -7.0009 -6.7381 -6.4542 -6.1532
 -9.1116 -8.9232 -8.7389 -8.5643 -8.3886 -8.2046 -8.0429 -7.9055 -7.7786 -7.6662
 -7.5584 -7.4541 -7.3526 -7.2527 -7.1527 -6.8968 -6.6192 -6.3176 -6.0085 -5.7095
 -8.9267 -8.9123 -8.7291 -8.5516 -8.3749 -8.1865 -8.0075 -7.8557 -7.7211 -7.6007
 -7.4894 -7.3824 -7.2784 -7.1759 -7.0732 -6.8084 -6.5192 -6.2062 -5.8906 -5.5957
 -5.3375
