 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -1.7527 -1.5938 -1.4871 -1.4200 -1.3795 -1.3563 -1.3447 -1.3407 -1.3415 -1.3448
 -1.3487
 -9.6436 -9.0029 -8.3954 -7.8295 -7.3007 -6.8085 -6.3547 -5.9401 -5.5662 -5.2304
 -4.9282 -4.6538 -4.4016 -4.1672 -3.9475 -3.4454 -3.0026 -2.6081 -2.2749 -1.9994
 -1.7742 -1.6007 -1.4766 -1.3945 -1.3440 -1.3156 -1.3021 -1.2985 -1.3014 -1.3084
 -1.3176
-10.1209 -9.4612 -8.8370 -8.2461 -7.6887 -7.1650 -6.6758 -6.2231 -5.8083 -5.4324
 -5.0938 -4.7887 -4.5118 -4.2576 -4.0223 -3.4753 -3.0442 -2.6622 -2.3170
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = UX   
 -7.4562 -7.4636 -7.4749 -7.4829 -7.4819 -7.4640 -7.4215 -7.3480 -7.2354 -7.0736
 -6.8551 -6.5812 -6.2691 -5.9479 -5.6345 -4.9018 -4.2111 -3.5654 -3.0254
 -6.9411 -6.9232 -6.9184 -6.9155 -6.9055 -6.8803 -6.8325 -6.7559 -6.6438 -6.4891
 -6.2842 -6.0260 -5.7261 -5.4136 -5.1110 -4.4245 -3.8123 -3.2638 -2.8018 -2.4441
 -6.5812 -6.4957 -6.4475 -6.4185 -6.3923 -6.3565 -6.3022 -6.2232 -6.1146 -5.9716
 -5.7887 -5.5607 -5.2881 -4.9929 -4.7038 -4.0602 -3.5095 -3.0302 -2.6273 -2.3106
 -2.0774
 -6.5118 -6.3226 -6.1678 -6.0689 -5.9962 -5.9364 -5.8705 -5.7870 -5.6809 -5.5486
 -5.3862 -5.1895 -4.9530 -4.6831 -4.4084 -3.7972 -3.2893 -2.8566 -2.4943 -2.2069
 -1.9949 -1.8422
 -6.6531 -6.3681 -6.1377 -5.9534 -5.8073 -5.6928 -5.5983 -5.4966 -5.3790 -5.2436
 -5.0890 -4.9125 -4.7087 -4.4704 -4.2120 -3.6212 -3.1386 -2.7348 -2.3978 -2.1288
 -1.9292 -1.7878 -1.6866 -1.6111
 -6.8875 -6.5456 -6.2480 -5.9931 -5.7798 -5.6026 -5.4580 -5.3394 -5.2241 -5.0893
 -4.9231 -4.7399 -4.5455 -4.3338 -4.0962 -3.5171 -3.0452 -2.6566 -2.3329 -2.0730
 -1.8786 -1.7419 -1.6469 -1.5789 -1.5279 -1.4873 -1.4531 -1.4216 -1.3903 -1.3590
 -7.2093 -6.8033 -6.4496 -6.1408 -5.8723 -5.6414 -5.4438 -5.2722 -5.1192 -4.9790
 -4.8392 -4.6746 -4.4774 -4.2645 -4.0414 -3.4715 -2.9983 -2.6147 -2.2962 -2.0379
 -1.8415 -1.7037 -1.6102 -1.5458 -1.5000 -1.4661 -1.4397 -1.4176 -1.3974 -1.3776
 -1.3574
 -7.6655 -7.1712 -6.7443 -6.3735 -6.0496 -5.7660 -5.5176 -5.2997 -5.1062 -4.9293
 -4.7624 -4.6010 -4.4367 -4.2515 -4.0396 -3.4737 -2.9899 -2.6029 -2.2840 -2.0226
 -1.8322 -1.6734 -1.5762 -1.5118 -1.4684 -1.4386 -1.4178 -1.4021 -1.3897 -1.3792
 -1.3699
 -8.2772 -7.6755 -7.1558 -6.7060 -6.3137 -5.9695 -5.6662 -5.3987 -5.1610 -4.9472
 -4.7504 -4.5644 -4.3855 -4.2114 -4.0317 -3.5082 -3.0104 -2.6125 -2.2893 -2.0227
 -1.8096 -1.6518 -1.5451 -1.4764 -1.4326 -1.4049 -1.3879 -1.3776 -1.3715 -1.3675
 -1.3646
 -8.9957 -8.3095 -7.6981 -7.1631 -6.6897 -6.2721 -5.9035 -5.5787 -5.2906 -5.0339
 -4.8022 -4.5891 -4.3890 -4.1987 -4.0159 -3.5478 -3.0663 -2.6503 -2.3173 -2.0433
 -1.8198 -1.6470 -1.5248 -1.4453 -1.3961 -1.3668 -1.3509 -1.3436 -1.3419 -1.3434
 -1.3460
 -9.7555 -9.0124 -8.3344 -7.7184 -7.1674 -6.6727 -6.2320 -5.8405 -5.4940 -5.1873
 -4.9138 -4.6673 -4.4413 -4.2311 -4.0329 -3.5684 -3.1236 -2.7080 -2.3601 -2.0766
 -1.8433 -1.6567 -1.5175 -1.4223 -1.3622 -1.3270 -1.3089 -1.3018 -1.3023 -1.3075
 -1.3153
-10.5023 -9.7231 -8.9993 -8.3283 -7.7135 -7.1525 -6.6436 -6.1846 -5.7746 -5.4108
 -5.0884 -4.8016 -4.5438 -4.3084 -4.0827 -3.5700 -3.1823 -2.7856 -2.4177
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = UX   
 -7.3273 -7.3570 -7.3793 -7.3904 -7.3871 -7.3628 -7.3114 -7.2278 -7.1081 -6.9503
 -6.7559 -6.5258 -6.2653 -5.9852 -5.6983 -5.0045 -4.3659 -3.7596 -3.2173
 -6.7803 -6.8037 -6.8227 -6.8325 -6.8287 -6.8071 -6.7623 -6.6881 -6.5804 -6.4355
 -6.2508 -6.0265 -5.7684 -5.4912 -5.2102 -4.5481 -3.9572 -3.4318 -2.9760 -2.6008
 -6.3212 -6.3276 -6.3366 -6.3413 -6.3357 -6.3149 -6.2741 -6.2081 -6.1128 -5.9843
 -5.8192 -5.6153 -5.3752 -5.1112 -4.8412 -4.2114 -3.6648 -3.1908 -2.7871 -2.4559
 -2.1959
 -6.0182 -5.9727 -5.9525 -5.9420 -5.9293 -5.9066 -5.8681 -5.8086 -5.7245 -5.6123
 -5.4686 -5.2904 -5.0760 -4.8320 -4.5754 -3.9713 -3.4556 -3.0157 -2.6450 -2.3428
 -2.1055 -1.9279
 -6.0412 -5.8666 -5.7503 -5.6768 -5.6317 -5.5964 -5.5547 -5.4977 -5.4212 -5.3218
 -5.1964 -5.0420 -4.8550 -4.6354 -4.3945 -3.8086 -3.3115 -2.8930 -2.5421 -2.2573
 -2.0341 -1.8676 -1.7471 -1.6576
 -6.2963 -6.0290 -5.8080 -5.6354 -5.5085 -5.4199 -5.3545 -5.2915 -5.2124 -5.1152
 -4.9985 -4.8599 -4.6959 -4.5019 -4.2800 -3.7086 -3.2192 -2.8123 -2.4722 -2.1961
 -1.9800 -1.8184 -1.7032 -1.6210 -1.5597 -1.5110 -1.4699 -1.4327 -1.3963 -1.3596
 -6.6120 -6.2852 -5.9998 -5.7558 -5.5544 -5.3925 -5.2651 -5.1691 -5.0922 -5.0054
 -4.8909 -4.7514 -4.5930 -4.4148 -4.2148 -3.6594 -3.1690 -2.7658 -2.4307 -2.1568
 -1.9418 -1.7800 -1.6648 -1.5851 -1.5288 -1.4871 -1.4543 -1.4269 -1.4022 -1.3779
 -1.3518
 -7.0076 -6.6088 -6.2621 -5.9600 -5.6988 -5.4779 -5.2942 -5.1427 -5.0177 -4.9106
 -4.8088 -4.6953 -4.5525 -4.3794 -4.1870 -3.6527 -3.1556 -2.7486 -2.4136 -2.1376
 -1.9186 -1.7519 -1.6321 -1.5505 -1.4956 -1.4577 -1.4307 -1.4102 -1.3933 -1.3792
 -1.3641
 -7.5628 -7.0454 -6.6137 -6.2423 -5.9210 -5.6432 -5.4048 -5.2021 -5.0299 -4.8809
 -4.7460 -4.6171 -4.4876 -4.3471 -4.1813 -3.6753 -3.1705 -2.7539 -2.4142 -2.1339
 -1.9076 -1.7324 -1.6041 -1.5166 -1.4596 -1.4231 -1.3998 -1.3845 -1.3741 -1.3667
 -1.3607
 -8.3145 -7.6749 -7.1222 -6.6519 -6.2497 -5.9036 -5.6048 -5.3461 -5.1223 -4.9276
 -4.7548 -4.5960 -4.4442 -4.2952 -4.1450 -3.7137 -3.2212 -2.7896 -2.4399 -2.1522
 -1.9162 -1.7290 -1.5880 -1.4892 -1.4250 -1.3855 -1.3626 -1.3501 -1.3442 -1.3424
 -1.3426
 -9.2517 -8.4877 -7.8143 -7.2247 -6.7166 -6.2807 -5.9050 -5.5797 -5.2964 -5.0489
 -4.8307 -4.6351 -4.4555 -4.2858 -4.1220 -3.7202 -3.2834 -2.8487 -2.4841 -2.1860
 -1.9394 -1.7394 -1.5838 -1.4704 -1.3943 -1.3475 -1.3214 -1.3087 -1.3049 -1.3068
 -1.3119
-10.2513 -9.4062 -8.6322 -7.9410 -7.3269 -6.7905 -6.3239 -5.9173 -5.5629 -5.2529
 -4.9807 -4.7398 -4.5238 -4.3266 -4.1123 -3.6948 -3.3571 -2.9312 -2.5468
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = UX   
 -7.3414 -7.3725 -7.3933 -7.4002 -7.3895 -7.3557 -7.2935 -7.1989 -7.0709 -6.9162
 -6.7387 -6.5370 -6.3093 -6.0585 -5.7919 -5.1169 -4.4746 -3.8820 -3.3477
 -6.7917 -6.8206 -6.8414 -6.8503 -6.8437 -6.8180 -6.7689 -6.6900 -6.5799 -6.4393
 -6.2689 -6.0694 -5.8416 -5.5908 -5.3271 -4.6766 -4.0803 -3.5498 -3.0897 -2.7045
 -6.3187 -6.3394 -6.3564 -6.3650 -6.3610 -6.3409 -6.3009 -6.2359 -6.1428 -6.0197
 -5.8656 -5.6805 -5.4656 -5.2262 -4.9731 -4.3522 -3.7950 -3.3088 -2.8946 -2.5527
 -2.2786
 -5.9586 -5.9552 -5.9592 -5.9620 -5.9572 -5.9401 -5.9066 -5.8524 -5.7739 -5.6683
 -5.5336 -5.3687 -5.1733 -4.9510 -4.7114 -4.1170 -3.5893 -3.1338 -2.7488 -2.4342
 -2.1834 -1.9904
 -5.8221 -5.7285 -5.6798 -5.6563 -5.6407 -5.6212 -5.5904 -5.5433 -5.4760 -5.3855
 -5.2692 -5.1252 -4.9517 -4.7495 -4.5252 -3.9523 -3.4439 -3.0095 -2.6430 -2.3443
 -2.1081 -1.9267 -1.7925 -1.6917
 -6.0261 -5.8036 -5.6364 -5.5205 -5.4442 -5.3947 -5.3562 -5.3093 -5.2472 -5.1667
 -5.0648 -4.9391 -4.7868 -4.6062 -4.3995 -3.8454 -3.3468 -2.9251 -2.5702 -2.2798
 -2.0507 -1.8752 -1.7460 -1.6528 -1.5836 -1.5289 -1.4831 -1.4418 -1.4017 -1.3614
 -6.3418 -6.0492 -5.7985 -5.5927 -5.4304 -5.3073 -5.2186 -5.1569 -5.0972 -5.0195
 -4.9218 -4.8049 -4.6676 -4.5068 -4.3197 -3.7866 -3.2907 -2.8742 -2.5254 -2.2379
 -2.0101 -1.8352 -1.7062 -1.6150 -1.5505 -1.5029 -1.4658 -1.4345 -1.4067 -1.3792
 -1.3496
 -6.7108 -6.3545 -6.0430 -5.7727 -5.5440 -5.3551 -5.2020 -5.0808 -4.9899 -4.9148
 -4.8337 -4.7302 -4.5993 -4.4463 -4.2740 -3.7684 -3.2708 -2.8526 -2.5048 -2.2165
 -1.9854 -1.8063 -1.6734 -1.5799 -1.5158 -1.4719 -1.4404 -1.4167 -1.3974 -1.3801
 -1.3630
 -7.1898 -6.7432 -6.3583 -6.0252 -5.7364 -5.4890 -5.2805 -5.1073 -4.9652 -4.8480
 -4.7448 -4.6449 -4.5377 -4.4102 -4.2543 -3.7784 -3.2791 -2.8537 -2.5022 -2.2103
 -1.9724 -1.7860 -1.6459 -1.5463 -1.4796 -1.4364 -1.4086 -1.3899 -1.3769 -1.3671
 -1.3587
 -7.8834 -7.3027 -6.8071 -6.3857 -6.0245 -5.7142 -5.4476 -5.2204 -5.0280 -4.8651
 -4.7238 -4.5949 -4.4704 -4.3452 -4.2136 -3.8069 -3.3220 -2.8855 -2.5257 -2.2269
 -1.9799 -1.7822 -1.6307 -1.5206 -1.4462 -1.3993 -1.3713 -1.3553 -1.3467 -1.3421
 -1.3406
 -8.8120 -8.0855 -7.4529 -6.9068 -6.4436 -6.0492 -5.7119 -5.4224 -5.1734 -4.9591
 -4.7731 -4.6081 -4.4563 -4.3110 -4.1683 -3.8050 -3.3799 -2.9404 -2.5678 -2.2594
 -2.0026 -1.7925 -1.6274 -1.5040 -1.4179 -1.3628 -1.3308 -1.3141 -1.3074 -1.3069
 -1.3087
 -9.9756 -9.0446 -8.2882 -7.6188 -7.0326 -6.5293 -6.0991 -5.7301 -5.4127 -5.1379
 -4.8988 -4.6887 -4.5009 -4.3286 -4.1184 -3.7727 -3.4528 -3.0184 -2.6285
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = UX   
 -7.4093 -7.4391 -7.4534 -7.4519 -7.4279 -7.3774 -7.2982 -7.1886 -7.0512 -6.9006
 -6.7408 -6.5677 -6.3760 -6.1607 -5.9229 -5.2779 -4.6357 -4.0371 -3.4795
 -6.8559 -6.8854 -6.9038 -6.9080 -6.8946 -6.8604 -6.8015 -6.7119 -6.5956 -6.4589
 -6.3049 -6.1324 -5.9387 -5.7216 -5.4838 -4.8559 -4.2498 -3.7025 -3.2284 -2.8288
 -6.3724 -6.3992 -6.4182 -6.4261 -6.4194 -6.3955 -6.3513 -6.2817 -6.1860 -6.0665
 -5.9252 -5.7624 -5.5772 -5.3691 -5.1411 -4.5415 -3.9711 -3.4629 -3.0288 -2.6701
 -2.3801
 -5.9814 -5.9967 -6.0110 -6.0188 -6.0159 -5.9992 -5.9657 -5.9115 -5.8336 -5.7315
 -5.6061 -5.4577 -5.2862 -5.0915 -4.8766 -4.3063 -3.7666 -3.2882 -2.8807 -2.5469
 -2.2798 -2.0698
 -5.7277 -5.7014 -5.6941 -5.6924 -5.6873 -5.6735 -5.6468 -5.6035 -5.5398 -5.4538
 -5.3447 -5.2125 -5.0568 -4.8776 -4.6768 -4.1325 -3.6160 -3.1611 -2.7723 -2.4537
 -2.2003 -2.0024 -1.8517 -1.7376
 -5.7895 -5.6331 -5.5322 -5.4732 -5.4414 -5.4196 -5.3934 -5.3556 -5.3020 -5.2291
 -5.1350 -5.0189 -4.8798 -4.7170 -4.5314 -4.0108 -3.5091 -3.0706 -2.6959 -2.3860
 -2.1395 -1.9477 -1.8023 -1.6949 -1.6150 -1.5526 -1.5006 -1.4544 -1.4100 -1.3660
 -6.0903 -5.8331 -5.6238 -5.4638 -5.3477 -5.2666 -5.2115 -5.1702 -5.1197 -5.0542
 -4.9711 -4.8688 -4.7456 -4.5997 -4.4302 -3.9349 -3.4411 -3.0117 -2.6461 -2.3408
 -2.0959 -1.9052 -1.7608 -1.6548 -1.5792 -1.5237 -1.4808 -1.4451 -1.4137 -1.3831
 -1.3509
 -6.4424 -6.1226 -5.8441 -5.6077 -5.4140 -5.2596 -5.1387 -5.0486 -4.9872 -4.9292
 -4.8558 -4.7620 -4.6488 -4.5166 -4.3634 -3.8979 -3.4091 -2.9814 -2.6198 -2.3158
 -2.0683 -1.8742 -1.7268 -1.6187 -1.5431 -1.4908 -1.4537 -1.4254 -1.4027 -1.3830
 -1.3641
 -6.8673 -6.4720 -6.1287 -5.8300 -5.5729 -5.3564 -5.1773 -5.0307 -4.9147 -4.8267
 -4.7507 -4.6721 -4.5789 -4.4624 -4.3220 -3.8888 -3.4062 -2.9750 -2.6114 -2.3056
 -2.0528 -1.8521 -1.6985 -1.5853 -1.5065 -1.4543 -1.4203 -1.3954 -1.3772 -1.3651
 -1.3585
 -7.4653 -6.9531 -6.5179 -6.1438 -5.8212 -5.5436 -5.3070 -5.1080 -4.9428 -4.8073
 -4.6943 -4.5931 -4.4946 -4.3921 -4.2778 -3.9020 -3.4367 -2.9998 -2.6300 -2.3187
 -2.0582 -1.8471 -1.6832 -1.5608 -1.4745 -1.4177 -1.3830 -1.3622 -1.3503 -1.3431
 -1.3395
 -8.3177 -7.6516 -7.0802 -6.5961 -6.1835 -5.8312 -5.5300 -5.2727 -5.0542 -4.8698
 -4.7135 -4.5775 -4.4529 -4.3326 -4.2128 -3.8918 -3.4851 -3.0474 -2.6682 -2.3488
 -2.0796 -1.8569 -1.6803 -1.5457 -1.4485 -1.3832 -1.3435 -1.3214 -1.3109 -1.3076
 -1.3071
 -9.4047 -8.5922 -7.8746 -7.2504 -6.7133 -6.2578 -5.8704 -5.5403 -5.2584 -5.0171
 -4.8101 -4.6308 -4.4716 -4.3255 -4.1270 -3.8582 -3.5514 -3.1178 -2.7260
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = UX   
 -7.5313 -7.5548 -7.5640 -7.5524 -7.5134 -7.4417 -7.3334 -7.1935 -7.0502 -6.9073
 -6.7641 -6.6170 -6.4596 -6.2828 -6.0814 -5.4897 -4.8467 -4.2327 -3.6557
 -6.9724 -7.0004 -7.0120 -7.0075 -6.9826 -6.9345 -6.8595 -6.7526 -6.6270 -6.4949
 -6.3571 -6.2107 -6.0509 -5.8714 -5.6680 -5.0835 -4.4714 -3.8987 -3.4004 -2.9800
 -6.4765 -6.5047 -6.5218 -6.5250 -6.5115 -6.4789 -6.4247 -6.3442 -6.2405 -6.1228
 -5.9948 -5.8553 -5.7009 -5.5278 -5.3326 -4.7750 -4.1969 -3.6605 -3.1977 -2.8146
 -2.5043
 -6.0601 -6.0842 -6.1020 -6.1097 -6.1043 -6.0833 -6.0445 -5.9844 -5.9010 -5.7990
 -5.6825 -5.5525 -5.4072 -5.2439 -5.0602 -4.5346 -3.9902 -3.4853 -3.0476 -2.6873
 -2.3990 -2.1695
 -5.7440 -5.7494 -5.7587 -5.7648 -5.7626 -5.7487 -5.7206 -5.6754 -5.6096 -5.5233
 -5.4195 -5.3004 -5.1654 -5.0129 -4.8412 -4.3459 -3.8305 -3.3534 -2.9364 -2.5907
 -2.3151 -2.0978 -1.9286 -1.7981
 -5.6799 -5.5523 -5.5143 -5.4983 -5.4887 -5.4753 -5.4525 -5.4167 -5.3644 -5.2927
 -5.2023 -5.0949 -4.9711 -4.8298 -4.6699 -4.2020 -3.7086 -3.2542 -2.8551 -2.5197
 -2.2505 -2.0392 -1.8756 -1.7512 -1.6569 -1.5837 -1.5239 -1.4713 -1.4212 -1.3719
 -5.8591 -5.6474 -5.4932 -5.3865 -5.3154 -5.2712 -5.2412 -5.2081 -5.1637 -5.1037
 -5.0259 -4.9308 -4.8189 -4.6895 -4.5416 -4.1003 -3.6226 -3.1832 -2.7984 -2.4707
 -2.2036 -1.9933 -1.8310 -1.7083 -1.6182 -1.5519 -1.5009 -1.4595 -1.4232 -1.3880
 -1.3515
 -6.1992 -5.9122 -5.6681 -5.4703 -5.3165 -5.2001 -5.1136 -5.0514 -5.0065 -4.9539
 -4.8861 -4.8020 -4.7018 -4.5847 -4.4495 -4.0365 -3.5717 -3.1396 -2.7636 -2.4409
 -2.1730 -1.9598 -1.7950 -1.6707 -1.5803 -1.5168 -1.4717 -1.4376 -1.4104 -1.3870
 -1.3641
 -6.5862 -6.2331 -5.9246 -5.6583 -5.4342 -5.2504 -5.1013 -4.9809 -4.8906 -4.8272
 -4.7680 -4.6985 -4.6123 -4.5075 -4.3847 -4.0015 -3.5503 -3.1201 -2.7459 -2.4249
 -2.1544 -1.9356 -1.7653 -1.6366 -1.5433 -1.4791 -1.4366 -1.4075 -1.3868 -1.3712
 -1.3581
 -7.0966 -6.6513 -6.2651 -5.9316 -5.6433 -5.3971 -5.1903 -5.0182 -4.8764 -4.7633
 -4.6748 -4.5968 -4.5188 -4.4329 -4.3314 -3.9929 -3.5621 -3.1329 -2.7557 -2.4320
 -2.1566 -1.9293 -1.7498 -1.6129 -1.5126 -1.4435 -1.3992 -1.3719 -1.3553 -1.3448
 -1.3381
 -7.8334 -7.2450 -6.7447 -6.3181 -5.9525 -5.6386 -5.3701 -5.1423 -4.9508 -4.7914
 -4.6597 -4.5485 -4.4484 -4.3519 -4.2541 -3.9738 -3.5940 -3.1685 -2.7862 -2.4568
 -2.1749 -1.9380 -1.7470 -1.5990 -1.4888 -1.4113 -1.3611 -1.3315 -1.3158 -1.3088
 -1.3041
 -8.8402 -8.0998 -7.4465 -6.8853 -6.4097 -6.0047 -5.6595 -5.3654 -5.1153 -4.9034
 -4.7246 -4.5726 -4.4397 -4.3181 -4.1528 -3.9442 -3.6460 -3.2269 -2.8374
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = UX   
 -7.6988 -7.7154 -7.7025 -7.6584 -7.5847 -7.4817 -7.3577 -7.1970 -7.0626 -6.9298
 -6.8006 -6.6744 -6.5458 -6.4060 -6.2459 -5.7325 -5.1084 -4.4746 -3.8668
 -7.1373 -7.1594 -7.1637 -7.1463 -7.1041 -7.0347 -6.9347 -6.8018 -6.6683 -6.5402
 -6.4161 -6.2919 -6.1617 -6.0189 -5.8554 -5.3428 -4.7417 -4.1428 -3.6113 -3.1624
 -6.6265 -6.6531 -6.6652 -6.6599 -6.6347 -6.5875 -6.5163 -6.4177 -6.3014 -6.1832
 -6.0663 -5.9476 -5.8213 -5.6825 -5.5246 -5.0356 -4.4684 -3.9059 -3.4076 -2.9923
 -2.6550
