 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -5.6469 -5.4802 -5.3231 -5.1749 -5.0288 -4.6672 -4.3607 -4.1264 -3.9437 -3.7959
 -3.6743 -3.5751 -3.4947 -3.4277 -3.3688 -3.3149 -3.2651 -3.2194 -3.1776 -3.1393
 -3.1042
 -7.9850 -7.6934 -7.4113 -7.1372 -6.8697 -6.6168 -6.3857 -6.1780 -5.9901 -5.8138
 -5.6432 -5.4767 -5.3152 -5.1614 -5.0175 -4.6851 -4.3818 -4.1369 -3.9501 -3.8024
 -3.6827 -3.5861 -3.5094 -3.4478 -3.3958 -3.3493 -3.3066 -3.2663 -3.2287 -3.1940
 -3.1631
 -7.9546 -7.6517 -7.3835 -7.1261 -6.8733 -6.6261 -6.3921 -6.1771 -5.9832 -5.8065
 -5.6408 -5.4806 -5.3230 -5.1687 -5.0208 -4.6927 -4.4048 -4.1557 -3.9608 -3.8103
 -3.6905 -3.5946 -3.5196 -3.4616 -3.4154 -3.3762 -3.3410 -3.3081 -3.2770 -3.2479
 -3.2210
 -7.9401 -7.6189 -7.3481 -7.1026 -6.8641 -6.6309 -6.4046 -6.1878 -5.9871 -5.8045
 -5.6377 -5.4816 -5.3308 -5.1825 -5.0365 -4.7027 -4.4211 -4.1775 -3.9763
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -9.4836 -9.0712 -8.5783 -8.1163 -7.6915 -7.3272 -7.0362 -6.7811 -6.5445 -6.3208
 -6.1107 -5.9138 -5.7317 -5.5645 -5.4104 -5.0643 -4.7449 -4.4362 -4.1437
 -8.8841 -8.7559 -8.4342 -8.0120 -7.5993 -7.2159 -6.8989 -6.6303 -6.3868 -6.1596
 -5.9459 -5.7460 -5.5617 -5.3936 -5.2403 -4.9055 -4.6088 -4.3320 -4.0750 -3.8464
 -8.5237 -8.2412 -8.1315 -7.9129 -7.5501 -7.1783 -6.8337 -6.5446 -6.2932 -6.0624
 -5.8461 -5.6433 -5.4556 -5.2844 -5.1292 -4.7970 -4.5135 -4.2582 -4.0263 -3.8191
 -3.6424
 -8.3967 -8.0133 -7.7359 -7.5840 -7.4492 -7.1601 -6.8268 -6.5149 -6.2484 -6.0119
 -5.7937 -5.5882 -5.3968 -5.2214 -5.0624 -4.7268 -4.4495 -4.2079 -3.9939 -3.8038
 -3.6398 -3.5018
 -8.3312 -7.9335 -7.5937 -7.3267 -7.1306 -6.9964 -6.8086 -6.5274 -6.2455 -5.9967
 -5.7751 -5.5675 -5.3726 -5.1926 -5.0286 -4.6851 -4.4087 -4.1752 -3.9735 -3.7968
 -3.6437 -3.5142 -3.4043 -3.3089
 -8.2930 -7.9003 -7.5449 -7.2391 -6.9860 -6.7742 -6.6010 -6.4522 -6.2547 -6.0107
 -5.7807 -5.5712 -5.3735 -5.1890 -5.0196 -4.6645 -4.3848 -4.1552 -3.9617 -3.7951
 -3.6516 -3.5298 -3.4268 -3.3375 -3.2581 -3.1858 -3.1188 -3.0582 -3.0065 -2.9698
 -8.2712 -7.8897 -7.5327 -7.2115 -6.9336 -6.6959 -6.4864 -6.2969 -6.1315 -5.9757
 -5.7906 -5.5890 -5.3919 -5.2044 -5.0299 -4.6608 -4.3738 -4.1443 -3.9556 -3.7966
 -3.6611 -3.5464 -3.4500 -3.3670 -3.2933 -3.2264 -3.1660 -3.1101 -3.0583 -3.0147
 -2.9907
 -8.2545 -7.8913 -7.5396 -7.2130 -6.9205 -6.6664 -6.4447 -6.2438 -6.0558 -5.8814
 -5.7236 -5.5706 -5.4045 -5.2282 -5.0541 -4.6715 -4.3738 -4.1408 -3.9541 -3.7998
 -3.6705 -3.5619 -3.4716 -3.3950 -3.3277 -3.2667 -3.2098 -3.1576 -3.1113 -3.0715
 -3.0388
 -8.2414 -7.8920 -7.5525 -7.2275 -6.9276 -6.6602 -6.4263 -6.2194 -6.0292 -5.8482
 -5.6765 -5.5168 -5.3672 -5.2200 -5.0674 -4.6916 -4.3815 -4.1418 -3.9541 -3.8023
 -3.6772 -3.5737 -3.4888 -3.4184 -3.3578 -3.3035 -3.2538 -3.2078 -3.1657 -3.1283
 -3.0953
 -8.2325 -7.8937 -7.5706 -7.2550 -6.9543 -6.6780 -6.4316 -6.2145 -6.0207 -5.8411
 -5.6694 -5.5045 -5.3475 -5.1986 -5.0574 -4.7173 -4.4037 -4.1533 -3.9609 -3.8086
 -3.6852 -3.5845 -3.5034 -3.4381 -3.3839 -3.3365 -3.2937 -3.2540 -3.2171 -3.1834
 -3.1534
 -8.2306 -7.8878 -7.5791 -7.2795 -6.9879 -6.7101 -6.4546 -6.2258 -6.0229 -5.8403
 -5.6708 -5.5086 -5.3514 -5.1994 -5.0539 -4.7273 -4.4314 -4.1736 -3.9726 -3.8168
 -3.6929 -3.5932 -3.5140 -3.4522 -3.4032 -3.3626 -3.3271 -3.2944 -3.2640 -3.2358
 -3.2094
 -8.2440 -7.8800 -7.5737 -7.2903 -7.0145 -6.7456 -6.4895 -6.2525 -6.0388 -5.8477
 -5.6751 -5.5150 -5.3618 -5.2126 -5.0669 -4.7345 -4.4509 -4.1997 -3.9902
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -9.4329 -8.9175 -8.4050 -7.9548 -7.5623 -7.2143 -6.9278 -6.6733 -6.4438 -6.2301
 -6.0296 -5.8419 -5.6676 -5.5072 -5.3598 -5.0321 -4.7344 -4.4473 -4.1673
 -9.0207 -8.7736 -8.3432 -7.8924 -7.4850 -7.1198 -6.8133 -6.5496 -6.3108 -6.0937
 -5.8896 -5.6988 -5.5219 -5.3599 -5.2120 -4.8911 -4.6094 -4.3461 -4.0985 -3.8725
 -8.5413 -8.3805 -8.2267 -7.8690 -7.4674 -7.0939 -6.7625 -6.4825 -6.2366 -6.0144
 -5.8076 -5.6137 -5.4336 -5.2682 -5.1176 -4.7959 -4.5226 -4.2751 -4.0483 -3.8425
 -3.6623
 -8.4008 -8.0363 -7.8375 -7.7340 -7.4631 -7.1085 -6.7673 -6.4637 -6.2050 -5.9765
 -5.7671 -5.5704 -5.3867 -5.2171 -5.0623 -4.7346 -4.4641 -4.2265 -4.0141 -3.8240
 -3.6568 -3.5138
 -8.3638 -7.9478 -7.6166 -7.3899 -7.2610 -7.0929 -6.7977 -6.4889 -6.2099 -5.9700
 -5.7562 -5.5570 -5.3699 -5.1960 -5.0361 -4.6985 -4.4265 -4.1944 -3.9918 -3.8139
 -3.6576 -3.5233 -3.4088 -3.3102
 -8.3628 -7.9368 -7.5643 -7.2603 -7.0259 -6.8507 -6.7121 -6.5121 -6.2474 -5.9914
 -5.7672 -5.5651 -5.3751 -5.1970 -5.0320 -4.6819 -4.4045 -4.1743 -3.9782 -3.8093
 -3.6626 -3.5360 -3.4283 -3.3356 -3.2539 -3.1805 -3.1136 -3.0516 -2.9972 -2.9631
 -8.3840 -7.9580 -7.5708 -7.2345 -6.9534 -6.7240 -6.5294 -6.3646 -6.2122 -6.0205
 -5.7969 -5.5889 -5.3965 -5.2151 -5.0452 -4.6810 -4.3949 -4.1634 -3.9711 -3.8085
 -3.6694 -3.5501 -3.4488 -3.3623 -3.2865 -3.2187 -3.1572 -3.1012 -3.0500 -3.0064
 -2.9819
 -8.4127 -7.9975 -7.6063 -7.2524 -6.9450 -6.6860 -6.4670 -6.2721 -6.0949 -5.9354
 -5.7817 -5.6092 -5.4263 -5.2453 -5.0725 -4.6942 -4.3963 -4.1603 -3.9689 -3.8103
 -3.6769 -3.5638 -3.4685 -3.3879 -3.3184 -3.2563 -3.2006 -3.1501 -3.1037 -3.0620
 -3.0289
 -8.4443 -8.0375 -7.6530 -7.2924 -6.9684 -6.6869 -6.4472 -6.2398 -6.0519 -5.8760
 -5.7123 -5.5612 -5.4146 -5.2609 -5.1003 -4.7167 -4.4056 -4.1619 -3.9688 -3.8120
 -3.6825 -3.5744 -3.4844 -3.4097 -3.3464 -3.2909 -3.2410 -3.1955 -3.1541 -3.1169
 -3.0848
 -8.4759 -8.0835 -7.7096 -7.3513 -7.0185 -6.7205 -6.4611 -6.2375 -6.0417 -5.8625
 -5.6932 -5.5328 -5.3827 -5.2405 -5.1014 -4.7497 -4.4292 -4.1747 -3.9763 -3.8184
 -3.6901 -3.5849 -3.4987 -3.4288 -3.3713 -3.3223 -3.2790 -3.2396 -3.2035 -3.1708
 -3.1418
 -8.5071 -8.1166 -7.7584 -7.4126 -7.0814 -6.7746 -6.4994 -6.2584 -6.0487 -5.8632
 -5.6930 -5.5318 -5.3777 -5.2308 -5.0905 -4.7661 -4.4610 -4.1962 -3.9892 -3.8274
 -3.6981 -3.5937 -3.5097 -3.4431 -3.3904 -3.3475 -3.3110 -3.2784 -3.2487 -3.2214
 -3.1955
 -8.5490 -8.1409 -7.7903 -7.4612 -7.1428 -6.8385 -6.5556 -6.3004 -6.0751 -5.8773
 -5.7011 -5.5394 -5.3864 -5.2392 -5.0968 -4.7706 -4.4848 -4.2256 -4.0087
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -9.3088 -8.7490 -8.2414 -7.8157 -7.4491 -7.1227 -6.8461 -6.5896 -6.3605 -6.1582
 -5.9662 -5.7862 -5.6191 -5.4649 -5.3228 -5.0094 -4.7288 -4.4588 -4.1942
 -8.9461 -8.7175 -8.2337 -7.7790 -7.3827 -7.0377 -6.7454 -6.4849 -6.2506 -6.0424
 -5.8469 -5.6642 -5.4945 -5.3382 -5.1950 -4.8850 -4.6154 -4.3634 -4.1239 -3.9012
 -8.6299 -8.5309 -8.2211 -7.7977 -7.3858 -7.0157 -6.7021 -6.4304 -6.1906 -5.9767
 -5.7785 -5.5930 -5.4203 -5.2607 -5.1145 -4.8015 -4.5368 -4.2963 -4.0733 -3.8690
 -3.6864
 -8.4010 -8.1019 -8.0050 -7.7877 -7.4214 -7.0488 -6.7104 -6.4192 -6.1686 -5.9471
 -5.7460 -5.5578 -5.3817 -5.2182 -5.0679 -4.7476 -4.4834 -4.2497 -4.0381 -3.8476
 -3.6779 -3.5302
 -8.3747 -7.9553 -7.6615 -7.5185 -7.3866 -7.0907 -6.7579 -6.4475 -6.1786 -5.9459
 -5.7396 -5.5486 -5.3692 -5.2017 -5.0466 -4.7158 -4.4483 -4.2182 -4.0146 -3.8344
 -3.6755 -3.5366 -3.4172 -3.3148
 -8.4065 -7.9515 -7.5740 -7.2906 -7.1019 -6.9782 -6.7857 -6.5022 -6.2203 -5.9703
 -5.7532 -5.5586 -5.3762 -5.2050 -5.0452 -4.7018 -4.4276 -4.1981 -3.9997 -3.8273
 -3.6772 -3.5464 -3.4335 -3.3365 -3.2525 -3.1778 -3.1090 -3.0447 -2.9904 -2.9560
 -8.4700 -7.9992 -7.5872 -7.2441 -6.9746 -6.7675 -6.6067 -6.4625 -6.2633 -6.0190
 -5.7871 -5.5838 -5.3984 -5.2239 -5.0599 -4.7029 -4.4189 -4.1870 -3.9914 -3.8245
 -3.6814 -3.5576 -3.4511 -3.3599 -3.2810 -3.2114 -3.1497 -3.0933 -3.0407 -2.9975
 -2.9726
 -8.5508 -8.0759 -7.6457 -7.2706 -6.9576 -6.7021 -6.4941 -6.3151 -6.1579 -6.0053
 -5.8244 -5.6221 -5.4325 -5.2553 -5.0877 -4.7177 -4.4213 -4.1839 -3.9885 -3.8250
 -3.6867 -3.5690 -3.4684 -3.3829 -3.3099 -3.2460 -3.1894 -3.1376 -3.0911 -3.0511
 -3.0181
 -8.6301 -8.1621 -7.7260 -7.3317 -6.9883 -6.6994 -6.4610 -6.2594 -6.0794 -5.9141
 -5.7617 -5.6133 -5.4541 -5.2881 -5.1223 -4.7419 -4.4321 -4.1862 -3.9884 -3.8261
 -3.6911 -3.5779 -3.4826 -3.4028 -3.3356 -3.2778 -3.2272 -3.1816 -3.1407 -3.1044
 -3.0728
 -8.7089 -8.2525 -7.8223 -7.4212 -7.0585 -6.7429 -6.4755 -6.2511 -6.0582 -5.8836
 -5.7203 -5.5675 -5.4244 -5.2856 -5.1437 -4.7800 -4.4573 -4.2003 -3.9966 -3.8327
 -3.6985 -3.5878 -3.4964 -3.4210 -3.3591 -3.3074 -3.2629 -3.2234 -3.1879 -3.1554
 -3.1281
 -8.7815 -8.3320 -7.9145 -7.5189 -7.1495 -6.8162 -6.5247 -6.2755 -6.0636 -5.8793
 -5.7118 -5.5546 -5.4057 -5.2656 -5.1315 -4.8073 -4.4923 -4.2232 -4.0109 -3.8425
 -3.7070 -3.5969 -3.5075 -3.4354 -3.3779 -3.3316 -3.2933 -3.2603 -3.2309 -3.2045
 -3.1794
 -8.8576 -8.3958 -7.9901 -7.6086 -7.2459 -6.9071 -6.6001 -6.3296 -6.0960 -5.8948
 -5.7183 -5.5583 -5.4080 -5.2651 -5.1283 -4.8119 -4.5220 -4.2550 -4.0321
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -9.1494 -8.5845 -8.0990 -7.7001 -7.3469 -7.0361 -6.7742 -6.5295 -6.3022 -6.1060
 -5.9213 -5.7478 -5.5868 -5.4376 -5.3001 -4.9972 -4.7217 -4.4639 -4.2219
 -9.0120 -8.6225 -8.1216 -7.6776 -7.2992 -6.9673 -6.6912 -6.4386 -6.2080 -6.0069
 -5.8188 -5.6430 -5.4795 -5.3284 -5.1892 -4.8876 -4.6274 -4.3848 -4.1525 -3.9327
 -8.7955 -8.5855 -8.1683 -7.7192 -7.3114 -6.9548 -6.6534 -6.3928 -6.1583 -5.9511
 -5.7604 -5.5821 -5.4159 -5.2618 -5.1198 -4.8140 -4.5563 -4.3219 -4.1025 -3.8990
 -3.7150
 -8.5306 -8.2516 -8.1175 -7.7675 -7.3665 -6.9928 -6.6638 -6.3843 -6.1416 -5.9264
 -5.7328 -5.5519 -5.3827 -5.2251 -5.0793 -4.7659 -4.5072 -4.2777 -4.0672 -3.8755
 -3.7035 -3.5516
 -8.3709 -7.9735 -7.7670 -7.6762 -7.4078 -7.0552 -6.7151 -6.4122 -6.1527 -5.9272
 -5.7280 -5.5442 -5.3719 -5.2108 -5.0608 -4.7372 -4.4740 -4.2470 -4.0430 -3.8601
 -3.6979 -3.5548 -3.4303 -3.3236
 -8.4216 -7.9525 -7.5883 -7.3543 -7.2393 -7.0728 -6.7784 -6.4722 -6.1928 -5.9519
 -5.7416 -5.5541 -5.3788 -5.2142 -5.0600 -4.7245 -4.4539 -4.2266 -4.0270 -3.8508
 -3.6966 -3.5614 -3.4434 -3.3413 -3.2527 -3.1754 -3.1045 -3.0379 -2.9837 -2.9488
 -8.5197 -8.0154 -7.5902 -7.2542 -7.0121 -6.8501 -6.7224 -6.5209 -6.2572 -6.0008
 -5.7756 -5.5787 -5.4001 -5.2322 -5.0742 -4.7263 -4.4455 -4.2149 -4.0175 -3.8461
 -3.6980 -3.5695 -3.4579 -3.3614 -3.2782 -3.2058 -3.1408 -3.0825 -3.0307 -2.9878
 -2.9627
 -8.6487 -8.1225 -7.6624 -7.2745 -6.9634 -6.7249 -6.5399 -6.3893 -6.2427 -6.0522
 -5.8294 -5.6191 -5.4335 -5.2628 -5.1013 -4.7417 -4.4486 -4.2114 -4.0137 -3.8452
 -3.7013 -3.5784 -3.4725 -3.3816 -3.3039 -3.2370 -3.1786 -3.1273 -3.0809 -3.0388
 -3.0061
 -8.7944 -8.2500 -7.7704 -7.3495 -6.9940 -6.7055 -6.4761 -6.2871 -6.1221 -5.9724
 -5.8234 -5.6555 -5.4732 -5.3001 -5.1362 -4.7667 -4.4605 -4.2142 -4.0131 -3.8454
 -3.7043 -3.5854 -3.4847 -3.3992 -3.3270 -3.2658 -3.2132 -3.1671 -3.1262 -3.0903
 -3.0591
 -8.9235 -8.3893 -7.9046 -7.4649 -7.0783 -6.7508 -6.4819 -6.2625 -6.0773 -5.9111
 -5.7575 -5.6135 -5.4727 -5.3264 -5.1756 -4.8061 -4.4871 -4.2294 -4.0218 -3.8520
 -3.7114 -3.5945 -3.4973 -3.4163 -3.3490 -3.2932 -3.2463 -3.2059 -3.1705 -3.1394
 -3.1127
 -9.0375 -8.5202 -8.0415 -7.5981 -7.1942 -6.8385 -6.5354 -6.2831 -6.0737 -5.8943
 -5.7326 -5.5817 -5.4398 -5.3060 -5.1757 -4.8452 -4.5240 -4.2539 -4.0374 -3.8629
 -3.7205 -3.6039 -3.5084 -3.4305 -3.3674 -3.3164 -3.2751 -3.2406 -3.2110 -3.1853
 -3.1615
 -9.1365 -8.6426 -8.1614 -7.7294 -7.3237 -6.9539 -6.6256 -6.3436 -6.1058 -5.9052
 -5.7321 -5.5761 -5.4306 -5.2932 -5.1365 -4.8840 -4.5712 -4.2877 -4.0599
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.9989 -8.4398 -7.9805 -7.6113 -7.2699 -6.9754 -6.7175 -6.4820 -6.2605 -6.0711
 -5.8921 -5.7244 -5.5684 -5.4240 -5.2904 -4.9955 -4.7290 -4.4817 -4.2513
 -9.0490 -8.5147 -8.0170 -7.5907 -7.2327 -6.9165 -6.6457 -6.4035 -6.1780 -5.9841
 -5.8024 -5.6326 -5.4748 -5.3285 -5.1931 -4.8985 -4.6454 -4.4105 -4.1847 -3.9680
 -8.7414 -8.5698 -8.0830 -7.6433 -7.2491 -6.9070 -6.6160 -6.3644 -6.1347 -5.9351
 -5.7509 -5.5791 -5.4189 -5.2700 -5.1320 -4.8330 -4.5810 -4.3521 -4.1364 -3.9337
 -3.7481
