 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  V   
 -0.9227 -0.8771 -0.8377 -0.8030
 -3.7101 -3.3529 -3.0662 -2.8346 -2.6446 -2.4867 -2.3544 -2.2420 -2.1442 -2.0578
 -1.9799 -1.8991 -1.8108 -1.7149 -1.6165 -1.3984 -1.2380 -1.1243 -1.0444 -0.9855
 -0.9377 -0.8966 -0.8604 -0.8281 -0.7990 -0.7731 -0.7518 -0.7370 -0.7335 -0.7386
 -3.6114 -3.2841 -3.0185 -2.7998 -2.6165 -2.4602 -2.3255 -2.2081 -2.1044 -2.0104
 -1.9233 -1.8415 -1.7635 -1.6828 -1.5966 -1.3908 -1.2319 -1.1196 -1.0430 -0.9900
 -0.9487 -0.9133 -0.8817 -0.8530 -0.8264 -0.8019 -0.7803 -0.7626 -0.7517 -0.7534
 -0.7638
 -3.5215 -3.2197 -2.9725 -2.7660 -2.5899 -2.4374 -2.3034 -2.1844 -2.0780 -1.9815
 -1.8918 -1.8071 -1.7271 -1.6497 -1.5729 -1.3849 -1.2284 -1.1152 -1.0388 -0.9888
 -0.9536 -0.9248 -0.8990 -0.8752 -0.8526 -0.8311 -0.8111 -0.7933 -0.7786 -0.7724
 -0.7791
 -3.4433 -3.1612 -2.9271 -2.7302 -2.5610 -2.4125 -2.2802 -2.1616 -2.0545 -1.9570
 -1.8671 -1.7828 -1.7024 -1.6253 -1.5506 -1.3749 -1.2251 -1.1111 -1.0329 -0.9829
 -0.9513 -0.9287 -0.9098 -0.8922 -0.8750 -0.8580 -0.8414 -0.8256 -0.8116 -0.8013
 -0.7983
 -3.3886 -3.1215 -2.8945 -2.7019 -2.5360 -2.3899 -2.2592 -2.1409 -2.0336 -1.9359
 -1.8463 -1.7631 -1.6845 -1.6092 -1.5364 -1.3669 -1.2225 -1.1094 -1.0288 -0.9763
 -0.9448 -0.9258 -0.9129 -0.9022 -0.8916 -0.8806 -0.8691 -0.8573 -0.8458 -0.8357
 -0.8263
 -3.3541 -3.0990 -2.8752 -2.6829 -2.5163 -2.3701 -2.2393 -2.1208 -2.0130 -1.9148
 -1.8251 -1.7426 -1.6658 -1.5931 -1.5232 -1.3599 -1.2191 -1.1075 -1.0254 -0.9703
 -0.9369 -0.9182 -0.9088 -0.9038 -0.9002 -0.8961 -0.8910 -0.8848 -0.8778 -0.8706
 -0.8644
 -3.3351 -3.0908 -2.8722 -2.6776 -2.5069 -2.3570 -2.2236 -2.1033 -1.9940 -1.8945
 -1.8037 -1.7211 -1.6436 -1.5727 -1.5110 -1.3539 -1.2149 -1.1054 -1.0227
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  V   
 -5.9131 -5.3493 -4.8629 -4.4444 -4.0832 -3.7616 -3.4626 -3.1787 -2.9244 -2.7013
 -2.5005 -2.3157 -2.1450 -1.9924 -1.8563 -1.5745 -1.3521 -1.1749 -1.0361
 -5.4622 -4.9076 -4.4259 -4.0179 -3.6757 -3.3858 -3.1320 -2.9009 -2.6949 -2.5114
 -2.3423 -2.1807 -2.0258 -1.8833 -1.7556 -1.4964 -1.3004 -1.1466 -1.0275 -0.9369
 -4.9026 -4.4035 -4.0181 -3.6874 -3.3910 -3.1328 -2.9084 -2.7097 -2.5335 -2.3763
 -2.2315 -2.0915 -1.9517 -1.8177 -1.6956 -1.4488 -1.2680 -1.1305 -1.0249 -0.9437
 -0.8795
 -4.5839 -4.0469 -3.6306 -3.3152 -3.0825 -2.9078 -2.7441 -2.5795 -2.4226 -2.2797
 -2.1497 -2.0273 -1.9043 -1.7801 -1.6630 -1.4228 -1.2498 -1.1220 -1.0259 -0.9524
 -0.8936 -0.8446
 -4.4304 -3.8869 -3.4614 -3.1333 -2.8801 -2.6880 -2.5451 -2.4340 -2.3337 -2.2183
 -2.0965 -1.9803 -1.8694 -1.7574 -1.6464 -1.4107 -1.2406 -1.1182 -1.0285 -0.9613
 -0.9078 -0.8627 -0.8237 -0.7899
 -4.3510 -3.8143 -3.3899 -3.0600 -2.8035 -2.6021 -2.4421 -2.3130 -2.2095 -2.1273
 -2.0452 -1.9486 -1.8446 -1.7405 -1.6372 -1.4067 -1.2366 -1.1162 -1.0306 -0.9685
 -0.9206 -0.8802 -0.8448 -0.8133 -0.7851 -0.7596 -0.7393 -0.7270 -0.7239 -0.7282
 -4.2953 -3.7769 -3.3606 -3.0336 -2.7762 -2.5709 -2.4048 -2.2679 -2.1526 -2.0534
 -1.9680 -1.8921 -1.8127 -1.7239 -1.6294 -1.4069 -1.2357 -1.1147 -1.0307 -0.9724
 -0.9299 -0.8951 -0.8643 -0.8365 -0.8109 -0.7877 -0.7675 -0.7512 -0.7415 -0.7435
 -0.7539
 -4.2421 -3.7506 -3.3488 -3.0274 -2.7713 -2.5642 -2.3942 -2.2517 -2.1301 -2.0241
 -1.9291 -1.8429 -1.7651 -1.6907 -1.6121 -1.4077 -1.2366 -1.1133 -1.0287 -0.9721
 -0.9339 -0.9051 -0.8801 -0.8572 -0.8357 -0.8154 -0.7970 -0.7806 -0.7673 -0.7622
 -0.7693
 -4.1839 -3.7249 -3.3417 -3.0286 -2.7745 -2.5665 -2.3936 -2.2470 -2.1205 -2.0097
 -1.9104 -1.8196 -1.7355 -1.6577 -1.5840 -1.4018 -1.2367 -1.1111 -1.0246 -0.9677
 -0.9319 -0.9083 -0.8897 -0.8730 -0.8569 -0.8411 -0.8259 -0.8115 -0.7991 -0.7913
 -0.7882
 -4.1359 -3.7142 -3.3507 -3.0452 -2.7915 -2.5806 -2.4034 -2.2522 -2.1212 -2.0060
 -1.9031 -1.8098 -1.7234 -1.6427 -1.5667 -1.3932 -1.2378 -1.1116 -1.0217 -0.9624
 -0.9262 -0.9054 -0.8923 -0.8822 -0.8726 -0.8626 -0.8525 -0.8420 -0.8319 -0.8234
 -0.8155
 -4.0991 -3.7115 -3.3693 -3.0733 -2.8204 -2.6053 -2.4217 -2.2639 -2.1271 -2.0071
 -1.9004 -1.8044 -1.7167 -1.6350 -1.5583 -1.3853 -1.2362 -1.1127 -1.0200 -0.9574
 -0.9190 -0.8981 -0.8882 -0.8835 -0.8806 -0.8774 -0.8735 -0.8685 -0.8628 -0.8571
 -0.8523
 -4.0783 -3.7180 -3.3966 -3.1112 -2.8612 -2.6424 -2.4517 -2.2853 -2.1403 -2.0133
 -1.9013 -1.8016 -1.7081 -1.6259 -1.5588 -1.3781 -1.2319 -1.1144 -1.0195
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  V   
 -6.8469 -6.3429 -5.8770 -5.4375 -5.0094 -4.5622 -4.0668 -3.5363 -3.0900 -2.7393
 -2.4681 -2.2524 -2.0723 -1.9192 -1.7861 -1.5192 -1.3162 -1.1537 -1.0225
 -6.4768 -5.9184 -5.4101 -4.9480 -4.5225 -4.1133 -3.6845 -3.2590 -2.8931 -2.5943
 -2.3533 -2.1554 -1.9876 -1.8418 -1.7139 -1.4587 -1.2717 -1.1274 -1.0125 -0.9223
 -6.1550 -5.5944 -5.0743 -4.6021 -4.1786 -3.7964 -3.4298 -3.0743 -2.7620 -2.4997
 -2.2821 -2.0991 -1.9405 -1.8002 -1.6756 -1.4259 -1.2466 -1.1126 -1.0082 -0.9265
 -0.8621
 -5.6255 -5.1171 -4.6869 -4.2903 -3.9123 -3.5609 -3.2379 -2.9354 -2.6641 -2.4305
 -2.2327 -2.0637 -1.9148 -1.7804 -1.6589 -1.4116 -1.2345 -1.1056 -1.0079 -0.9326
 -0.8734 -0.8248
 -5.2701 -4.7049 -4.2335 -3.8467 -3.5367 -3.2866 -3.0510 -2.8112 -2.5812 -2.3744
 -2.1938 -2.0371 -1.8985 -1.7716 -1.6540 -1.4085 -1.2305 -1.1035 -1.0098 -0.9391
 -0.8846 -0.8401 -0.8021 -0.7694
 -5.1171 -4.4916 -3.9795 -3.5717 -3.2470 -2.9873 -2.7782 -2.6074 -2.4600 -2.3116
 -2.1600 -2.0159 -1.8853 -1.7663 -1.6543 -1.4120 -1.2316 -1.1038 -1.0121 -0.9448
 -0.8945 -0.8544 -0.8202 -0.7902 -0.7637 -0.7411 -0.7229 -0.7122 -0.7104 -0.7147
 -5.0769 -4.4255 -3.8854 -3.4544 -3.1158 -2.8477 -2.6314 -2.4535 -2.3058 -2.1860
 -2.0852 -1.9833 -1.8729 -1.7615 -1.6552 -1.4186 -1.2359 -1.1055 -1.0138 -0.9487
 -0.9018 -0.8663 -0.8368 -0.8105 -0.7868 -0.7657 -0.7477 -0.7340 -0.7266 -0.7294
 -0.7395
 -5.0750 -4.4223 -3.8685 -3.4204 -3.0669 -2.7894 -2.5682 -2.3880 -2.2376 -2.1105
 -2.0021 -1.9107 -1.8291 -1.7438 -1.6521 -1.4260 -1.2421 -1.1080 -1.0145 -0.9500
 -0.9056 -0.8743 -0.8499 -0.8286 -0.8090 -0.7909 -0.7747 -0.7609 -0.7508 -0.7471
 -0.7547
 -5.0611 -4.4295 -3.8798 -3.4259 -3.0625 -2.7757 -2.5475 -2.3622 -2.2085 -2.0783
 -1.9654 -1.8661 -1.7784 -1.7005 -1.6258 -1.4287 -1.2475 -1.1098 -1.0134 -0.9480
 -0.9049 -0.8770 -0.8578 -0.8422 -0.8279 -0.8142 -0.8013 -0.7895 -0.7797 -0.7742
 -0.7731
 -5.0377 -4.4460 -3.9136 -3.4643 -3.0953 -2.7978 -2.5604 -2.3675 -2.2076 -2.0721
 -1.9549 -1.8515 -1.7587 -1.6747 -1.5982 -1.4228 -1.2543 -1.1147 -1.0139 -0.9457
 -0.9017 -0.8752 -0.8600 -0.8502 -0.8420 -0.8339 -0.8259 -0.8178 -0.8104 -0.8044
 -0.8014
 -5.0012 -4.4558 -3.9553 -3.5195 -3.1497 -2.8452 -2.5968 -2.3935 -2.2248 -2.0821
 -1.9589 -1.8507 -1.7540 -1.6664 -1.5861 -1.4113 -1.2563 -1.1202 -1.0155 -0.9433
 -0.8969 -0.8699 -0.8567 -0.8514 -0.8492 -0.8474 -0.8454 -0.8426 -0.8392 -0.8360
 -0.8338
 -4.9632 -4.4630 -4.0010 -3.5868 -3.2254 -2.9166 -2.6569 -2.4401 -2.2590 -2.1060
 -1.9747 -1.8601 -1.7586 -1.6674 -1.5895 -1.3942 -1.2535 -1.1263 -1.0182
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value =  V   
 -7.2056 -6.7464 -6.3222 -5.9198 -5.5231 -5.0697 -4.4970 -3.8177 -3.2380 -2.7982
 -2.4773 -2.2388 -2.0508 -1.8943 -1.7601 -1.4956 -1.2982 -1.1423 -1.0140
 -6.8488 -6.3355 -5.8668 -5.4348 -5.0244 -4.5979 -4.0887 -3.5398 -3.0588 -2.6765
 -2.3837 -2.1592 -1.9799 -1.8298 -1.7002 -1.4440 -1.2584 -1.1164 -1.0042 -0.9139
 -6.5950 -6.0468 -5.5422 -5.0793 -4.6551 -4.2496 -3.8146 -3.3576 -2.9462 -2.6051
 -2.3332 -2.1183 -1.9443 -1.7979 -1.6707 -1.4176 -1.2369 -1.1035 -0.9995 -0.9171
 -0.8520
 -6.2197 -5.7301 -5.2556 -4.8026 -4.3774 -3.9831 -3.6035 -3.2175 -2.8610 -2.5553
 -2.3029 -2.0977 -1.9288 -1.7855 -1.6601 -1.4079 -1.2275 -1.0975 -0.9990 -0.9222
 -0.8619 -0.8131
 -5.8398 -5.2698 -4.7694 -4.4064 -4.0752 -3.7463 -3.4161 -3.0912 -2.7841 -2.5117
 -2.2795 -2.0854 -1.9227 -1.7831 -1.6600 -1.4086 -1.2259 -1.0961 -1.0007 -0.9278
 -0.8717 -0.8267 -0.7889 -0.7567
 -5.5485 -4.8788 -4.3814 -3.9785 -3.6481 -3.3712 -3.1342 -2.9103 -2.6828 -2.4589
 -2.2537 -2.0740 -1.9190 -1.7844 -1.6646 -1.4150 -1.2293 -1.0975 -1.0031 -0.9330
 -0.8804 -0.8394 -0.8053 -0.7757 -0.7501 -0.7279 -0.7112 -0.7022 -0.7013 -0.7059
 -5.4052 -4.7547 -4.2063 -3.7602 -3.4026 -3.1118 -2.8689 -2.6607 -2.4839 -2.3344
 -2.1945 -2.0523 -1.9133 -1.7855 -1.6700 -1.4244 -1.2360 -1.1006 -1.0054 -0.9369
 -0.8870 -0.8498 -0.8200 -0.7943 -0.7715 -0.7515 -0.7349 -0.7224 -0.7165 -0.7201
 -0.7301
 -5.4189 -4.7433 -4.1588 -3.6776 -3.2922 -2.9856 -2.7376 -2.5313 -2.3556 -2.2060
 -2.0815 -1.9777 -1.8801 -1.7777 -1.6728 -1.4344 -1.2447 -1.1051 -1.0073 -0.9389
 -0.8908 -0.8569 -0.8317 -0.8107 -0.7920 -0.7750 -0.7601 -0.7479 -0.7392 -0.7370
 -0.7450
 -5.4416 -4.7674 -4.1702 -3.6665 -3.2585 -2.9348 -2.6771 -2.4680 -2.2940 -2.1462
 -2.0190 -1.9097 -1.8164 -1.7342 -1.6532 -1.4410 -1.2527 -1.1095 -1.0080 -0.9382
 -0.8909 -0.8596 -0.8386 -0.8230 -0.8094 -0.7967 -0.7852 -0.7748 -0.7666 -0.7617
 -0.7629
 -5.4487 -4.8073 -4.2155 -3.7050 -3.2818 -2.9414 -2.6711 -2.4530 -2.2746 -2.1248
 -1.9963 -1.8843 -1.7856 -1.6983 -1.6204 -1.4393 -1.2626 -1.1168 -1.0107 -0.9377
 -0.8893 -0.8589 -0.8410 -0.8302 -0.8223 -0.8152 -0.8083 -0.8016 -0.7957 -0.7913
 -0.7898
 -5.4312 -4.8289 -4.2687 -3.7660 -3.3386 -2.9863 -2.7015 -2.4713 -2.2836 -2.1272
 -1.9940 -1.8784 -1.7764 -1.6852 -1.6028 -1.4268 -1.2674 -1.1250 -1.0147 -0.9373
 -0.8863 -0.8552 -0.8387 -0.8316 -0.8290 -0.8278 -0.8267 -0.8250 -0.8231 -0.8214
 -0.8208
 -5.4050 -4.8457 -4.3197 -3.8400 -3.4199 -3.0618 -2.7640 -2.5191 -2.3178 -2.1506
 -2.0091 -1.8871 -1.7802 -1.6851 -1.6004 -1.4035 -1.2671 -1.1341 -1.0200
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value =  V   
 -7.4641 -7.0455 -6.6629 -6.3078 -5.9762 -5.5622 -4.9530 -4.1461 -3.4249 -2.8854
 -2.5097 -2.2414 -2.0397 -1.8777 -1.7417 -1.4759 -1.2816 -1.1300 -1.0057
 -7.1160 -6.6477 -6.2255 -5.8430 -5.4822 -5.0845 -4.5378 -3.8760 -3.2675 -2.7872
 -2.4341 -2.1768 -1.9813 -1.8242 -1.6914 -1.4322 -1.2462 -1.1065 -0.9953 -0.9049
 -6.8890 -6.3779 -5.9126 -5.4923 -5.1066 -4.7206 -4.2508 -3.6989 -3.1765 -2.7407
 -2.4041 -2.1507 -1.9567 -1.8008 -1.6693 -1.4113 -1.2280 -1.0941 -0.9904 -0.9072
 -0.8409
 -6.6637 -6.1528 -5.6720 -5.2263 -4.8152 -4.4281 -4.0221 -3.5587 -3.1071 -2.7137
 -2.3947 -2.1456 -1.9513 -1.7954 -1.6642 -1.4056 -1.2210 -1.0890 -0.9895 -0.9113
 -0.8495 -0.7999
 -6.1803 -5.7368 -5.3391 -4.9535 -4.5692 -4.1901 -3.8190 -3.4289 -3.0399 -2.6880
 -2.3905 -2.1491 -1.9562 -1.7997 -1.6686 -1.4093 -1.2215 -1.0884 -0.9910 -0.9162
 -0.8580 -0.8120 -0.7740 -0.7421
 -5.8054 -5.2703 -4.8309 -4.4696 -4.1606 -3.8767 -3.5876 -3.2759 -2.9549 -2.6505
 -2.3808 -2.1526 -1.9640 -1.8086 -1.6776 -1.4184 -1.2271 -1.0908 -0.9936 -0.9210
 -0.8657 -0.8230 -0.7885 -0.7592 -0.7343 -0.7137 -0.6985 -0.6903 -0.6904 -0.6957
 -5.6643 -5.0555 -4.5410 -4.1188 -3.7735 -3.4815 -3.2245 -2.9894 -2.7680 -2.5536
 -2.3428 -2.1445 -1.9689 -1.8177 -1.6882 -1.4301 -1.2361 -1.0955 -0.9966 -0.9249
 -0.8718 -0.8321 -0.8013 -0.7758 -0.7537 -0.7348 -0.7194 -0.7087 -0.7045 -0.7089
 -0.7193
 -5.6655 -5.0088 -4.4367 -3.9591 -3.5711 -3.2548 -2.9893 -2.7572 -2.5498 -2.3692
 -2.2169 -2.0821 -1.9505 -1.8200 -1.6974 -1.4427 -1.2471 -1.1021 -0.9997 -0.9275
 -0.8758 -0.8387 -0.8116 -0.7904 -0.7722 -0.7563 -0.7429 -0.7322 -0.7251 -0.7247
 -0.7336
 -5.7189 -5.0404 -4.4341 -3.9152 -3.4882 -3.1436 -2.8643 -2.6320 -2.4328 -2.2591
 -2.1091 -1.9830 -1.8775 -1.7825 -1.6873 -1.4526 -1.2575 -1.1088 -1.0022 -0.9281
 -0.8768 -0.8416 -0.8179 -0.8012 -0.7879 -0.7762 -0.7660 -0.7572 -0.7507 -0.7476
 -0.7505
 -5.7658 -5.1066 -4.4886 -3.9469 -3.4903 -3.1186 -2.8202 -2.5786 -2.3790 -2.2098
 -2.0637 -1.9371 -1.8279 -1.7341 -1.6516 -1.4571 -1.2701 -1.1188 -1.0073 -0.9294
 -0.8767 -0.8422 -0.8207 -0.8080 -0.7997 -0.7931 -0.7874 -0.7822 -0.7778 -0.7753
 -0.7757
 -5.7816 -5.1521 -4.5583 -4.0114 -3.5408 -3.1490 -2.8306 -2.5743 -2.3661 -2.1934
 -2.0468 -1.9202 -1.8094 -1.7120 -1.6258 -1.4450 -1.2787 -1.1295 -1.0137 -0.9312
 -0.8756 -0.8402 -0.8197 -0.8098 -0.8059 -0.8047 -0.8043 -0.8039 -0.8035 -0.8036
 -0.8049
 -5.7771 -5.1817 -4.6153 -4.0917 -3.6216 -3.2198 -2.8853 -2.6121 -2.3893 -2.2062
 -2.0529 -1.9220 -1.8081 -1.7077 -1.6099 -1.4163 -1.2833 -1.1409 -1.0214
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value =  V   
 -7.6316 -7.2511 -6.9106 -6.6061 -6.3482 -5.9932 -5.3849 -4.4983 -3.6571 -3.0173
 -2.5747 -2.2680 -2.0455 -1.8735 -1.7321 -1.4625 -1.2686 -1.1195 -0.9983
 -7.2903 -6.8637 -6.4876 -6.1589 -5.8589 -5.5189 -4.9847 -4.2486 -3.5216 -2.9377
 -2.5159 -2.2169 -1.9984 -1.8296 -1.6910 -1.4259 -1.2378 -1.0981 -0.9880 -0.8973
 -7.0746 -6.6034 -6.1829 -5.8140 -5.4865 -5.1536 -4.6957 -4.0817 -3.4524 -2.9148
 -2.5049 -2.2053 -1.9843 -1.8142 -1.6756 -1.4101 -1.2227 -1.0873 -0.9833 -0.8994
 -0.8315
 -6.9117 -6.4160 -5.9614 -5.5531 -5.1880 -4.8463 -4.4550 -3.9426 -3.4008 -2.9115
 -2.5163 -2.2156 -1.9898 -1.8160 -1.6757 -1.4081 -1.2181 -1.0832 -0.9827 -0.9032
 -0.8395 -0.7884
 -6.6083 -6.1691 -5.7428 -5.3363 -4.9528 -4.5913 -4.2327 -3.8079 -3.3439 -2.9060
 -2.5330 -2.2360 -2.0062 -1.8280 -1.6850 -1.4147 -1.2208 -1.0837 -0.9844 -0.9079
 -0.8474 -0.7995 -0.7605 -0.7275
 -6.1102 -5.6622 -5.2958 -4.9786 -4.6726 -4.3545 -4.0187 -3.6606 -3.2697 -2.8855
 -2.5424 -2.2563 -2.0269 -1.8454 -1.6994 -1.4263 -1.2286 -1.0875 -0.9874 -0.9126
 -0.8547 -0.8096 -0.7736 -0.7438 -0.7187 -0.6985 -0.6839 -0.6769 -0.6775 -0.6835
 -5.8655 -5.3220 -4.8714 -4.5068 -4.2050 -3.9401 -3.6892 -3.4244 -3.1318 -2.8250
 -2.5299 -2.2674 -2.0457 -1.8643 -1.7160 -1.4402 -1.2400 -1.0939 -0.9912 -0.9168
 -0.8609 -0.8182 -0.7853 -0.7587 -0.7364 -0.7178 -0.7030 -0.6933 -0.6904 -0.6956
 -0.7065
 -5.8192 -5.2096 -4.6830 -4.2452 -3.8877 -3.5896 -3.3284 -3.0850 -2.8509 -2.6323
 -2.4284 -2.2331 -2.0470 -1.8786 -1.7328 -1.4553 -1.2533 -1.1027 -0.9958 -0.9203
 -0.8653 -0.8247 -0.7947 -0.7719 -0.7532 -0.7374 -0.7247 -0.7148 -0.7093 -0.7102
 -0.7198
 -5.8728 -5.2261 -4.6456 -4.1476 -3.7344 -3.3956 -3.1135 -2.8680 -2.6445 -2.4401
 -2.2604 -2.1086 -1.9775 -1.8552 -1.7348 -1.4681 -1.2656 -1.1118 -1.0002 -0.9221
 -0.8671 -0.8282 -0.8009 -0.7817 -0.7673 -0.7555 -0.7458 -0.7381 -0.7328 -0.7312
 -0.7357
 -5.9620 -5.3078 -4.7000 -4.1609 -3.7013 -3.3224 -3.0125 -2.7557 -2.5365 -2.3436
 -2.1729 -2.0244 -1.8988 -1.7930 -1.6996 -1.4789 -1.2803 -1.1241 -1.0077 -0.9253
 -0.8685 -0.8300 -0.8045 -0.7883 -0.7780 -0.7708 -0.7654 -0.7610 -0.7580 -0.7570
 -0.7590
 -6.0198 -5.3875 -4.7835 -4.2260 -3.7386 -3.3268 -2.9886 -2.7133 -2.4862 -2.2952
 -2.1305 -1.9871 -1.8623 -1.7546 -1.6617 -1.4694 -1.2925 -1.1368 -1.0165 -0.9292
 -0.8692 -0.8296 -0.8048 -0.7908 -0.7841 -0.7815 -0.7808 -0.7810 -0.7817 -0.7832
 -0.7860
 -6.0476 -5.4422 -4.8594 -4.3131 -3.8156 -3.3851 -3.0237 -2.7269 -2.4847 -2.2852
 -2.1179 -1.9747 -1.8504 -1.7417 -1.6211 -1.4396 -1.3022 -1.1499 -1.0266
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value =  V   
 -7.7192 -7.3746 -7.0758 -6.8226 -6.5889 -6.2809 -5.6983 -4.7768 -3.8791 -3.1566
 -2.6526 -2.3068 -2.0613 -1.8752 -1.7275 -1.4510 -1.2555 -1.1072 -0.9875
 -7.3845 -6.9972 -6.6667 -6.3923 -6.1501 -5.8629 -5.3455 -4.5687 -3.7649 -3.0941
 -2.6080 -2.2669 -2.0228 -1.8392 -1.6928 -1.4197 -1.2281 -1.0870 -0.9768 -0.8858
 -7.1742 -6.7410 -6.3648 -6.0483 -5.7799 -5.5037 -5.0734 -4.4276 -3.7210 -3.0939
 -2.6145 -2.2684 -2.0180 -1.8306 -1.6824 -1.4072 -1.2149 -1.0767 -0.9717 -0.8868
 -0.8175
