 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -6.9905 -6.8140 -6.6443 -6.4809 -6.3192 -6.1550 -5.9878 -5.8192 -5.6524 -5.4899
 -5.3344 -5.1875 -5.0493 -4.9184 -4.7936 -4.5104 -4.2657 -4.0624 -3.8948 -3.7613
 -3.6596 -3.5803 -3.5140 -3.4547 -3.3992 -3.3460 -3.2951 -3.2476 -3.2036 -3.1627
 -3.1248
 -6.8061 -6.6508 -6.5033 -6.3559 -6.2117 -6.0674 -5.9198 -5.7684 -5.6149 -5.4616
 -5.3113 -5.1666 -5.0292 -4.8995 -4.7769 -4.5020 -4.2667 -4.0677 -3.9035 -3.7706
 -3.6678 -3.5897 -3.5281 -3.4760 -3.4287 -3.3836 -3.3402 -3.2982 -3.2609 -3.2223
 -3.1847
 -6.6312 -6.4922 -6.3688 -6.2298 -6.0985 -5.9689 -5.8387 -5.7054 -5.5683 -5.4286
 -5.2880 -5.1493 -5.0149 -4.8866 -4.7653 -4.4947 -4.2661 -4.0719 -3.9105 -3.7789
 -3.6755 -3.5966 -3.5365 -3.4890 -3.4488 -3.4120 -3.3770 -3.3428 -3.3093 -3.2770
 -3.2468
 -6.4656 -6.3382 -6.2408 -6.1016 -5.9787 -5.8596 -5.7426 -5.6249 -5.5045 -5.3809
 -5.2544 -5.1264 -4.9990 -4.8748 -4.7588 -4.4885 -4.2639 -4.0750 -3.9158
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = BX   
 -8.7167 -8.2870 -7.9884 -7.7964 -7.6802 -7.5886 -7.4134 -7.2549 -7.0783 -6.8769
 -6.6497 -6.4087 -6.1672 -5.9348 -5.7171 -5.2127 -4.7505 -4.3662 -4.0265
 -8.3405 -7.9915 -7.7383 -7.5191 -7.3212 -7.1461 -6.9877 -6.8346 -6.6745 -6.4979
 -6.2991 -6.0783 -5.8489 -5.6298 -5.4271 -4.9789 -4.5845 -4.2429 -3.9700 -3.7545
 -8.0820 -7.6847 -7.3730 -7.1364 -6.9693 -6.8316 -6.6812 -6.5188 -6.3542 -6.1888
 -6.0136 -5.8212 -5.6126 -5.4071 -5.2182 -4.8131 -4.4707 -4.1732 -3.9301 -3.7392
 -3.5851
 -7.9490 -7.5514 -7.2227 -6.9518 -6.7300 -6.5500 -6.4102 -6.2884 -6.1420 -5.9705
 -5.7969 -5.6231 -5.4385 -5.2477 -5.0702 -4.6930 -4.3872 -4.1251 -3.9067 -3.7329
 -3.5920 -3.4725
 -7.8557 -7.4742 -7.1496 -6.8711 -6.6308 -6.4232 -6.2431 -6.0859 -5.9506 -5.8173
 -5.6578 -5.4865 -5.3143 -5.1391 -4.9695 -4.6120 -4.3301 -4.0937 -3.8952 -3.7351
 -3.6051 -3.4946 -3.3969 -3.3086
 -7.7665 -7.4119 -7.1022 -6.8288 -6.5849 -6.3660 -6.1693 -5.9918 -5.8296 -5.6808
 -5.5415 -5.3957 -5.2382 -5.0723 -4.9089 -4.5620 -4.2941 -4.0748 -3.8910 -3.7417
 -3.6209 -3.5187 -3.4284 -3.3462 -3.2702 -3.1997 -3.1349 -3.0744 -3.0201 -2.9852
 -7.6684 -7.3453 -7.0585 -6.7984 -6.5598 -6.3395 -6.1361 -5.9487 -5.7753 -5.6134
 -5.4612 -5.3172 -5.1778 -5.0323 -4.8810 -4.5364 -4.2743 -4.0650 -3.8913 -3.7497
 -3.6363 -3.5419 -3.4591 -3.3835 -3.3132 -3.2474 -3.1863 -3.1298 -3.0781 -3.0351
 -3.0114
 -7.5622 -7.2694 -7.0078 -6.7667 -6.5397 -6.3249 -6.1220 -5.9308 -5.7517 -5.5837
 -5.4250 -5.2750 -5.1334 -4.9964 -4.8603 -4.5340 -4.2677 -4.0623 -3.8945 -3.7574
 -3.6489 -3.5612 -3.4859 -3.4178 -3.3542 -3.2941 -3.2377 -3.1848 -3.1356 -3.0935
 -3.0614
 -7.4501 -7.1824 -6.9433 -6.7225 -6.5121 -6.3085 -6.1113 -5.9219 -5.7415 -5.5705
 -5.4088 -5.2557 -5.1106 -4.9725 -4.8401 -4.5333 -4.2707 -4.0634 -3.8983 -3.7634
 -3.6571 -3.5740 -3.5056 -3.4453 -3.3895 -3.3364 -3.2859 -3.2380 -3.1931 -3.1524
 -3.1183
 -7.3459 -7.0976 -6.8748 -6.6704 -6.4764 -6.2876 -6.1014 -5.9187 -5.7412 -5.5707
 -5.4080 -5.2534 -5.1065 -4.9669 -4.8342 -4.5349 -4.2798 -4.0712 -3.9057 -3.7717
 -3.6653 -3.5835 -3.5196 -3.4663 -3.4184 -3.3733 -3.3303 -3.2888 -3.2492 -3.2122
 -3.1779
 -7.2456 -7.0129 -6.8008 -6.6079 -6.4268 -6.2525 -6.0802 -5.9088 -5.7390 -5.5728
 -5.4119 -5.2576 -5.1102 -4.9698 -4.8364 -4.5375 -4.2872 -4.0801 -3.9133 -3.7795
 -3.6727 -3.5904 -3.5280 -3.4793 -3.4384 -3.4014 -3.3666 -3.3329 -3.3001 -3.2687
 -3.2393
 -7.1482 -6.9269 -6.7242 -6.5380 -6.3651 -6.2013 -6.0421 -5.8839 -5.7259 -5.5687
 -5.4136 -5.2625 -5.1172 -4.9760 -4.8467 -4.5411 -4.2929 -4.0901 -3.9211
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = BX   
 -9.0012 -8.6321 -8.3244 -8.0644 -7.8376 -7.6261 -7.4138 -7.1911 -6.9623 -6.7266
 -6.4813 -6.2315 -5.9881 -5.7652 -5.5620 -5.1159 -4.7202 -4.3684 -4.0566
 -8.6074 -8.2149 -7.8830 -7.6081 -7.3779 -7.1762 -6.9860 -6.7942 -6.5988 -6.3966
 -6.1824 -5.9560 -5.7283 -5.5157 -5.3232 -4.9135 -4.5671 -4.2592 -3.9926 -3.7751
 -8.2087 -7.8230 -7.5295 -7.2771 -7.0480 -6.8458 -6.6633 -6.4888 -6.3153 -6.1385
 -5.9530 -5.7534 -5.5433 -5.3399 -5.1546 -4.7683 -4.4557 -4.1855 -3.9500 -3.7539
 -3.5941
 -8.0375 -7.5991 -7.2493 -6.9766 -6.7706 -6.6117 -6.4524 -6.2828 -6.1134 -5.9464
 -5.7784 -5.6035 -5.4152 -5.2227 -5.0428 -4.6704 -4.3793 -4.1351 -3.9237 -3.7450
 -3.5980 -3.4743
 -7.9872 -7.5332 -7.1606 -6.8578 -6.6114 -6.4142 -6.2584 -6.1256 -5.9926 -5.8330
 -5.6636 -5.4958 -5.3259 -5.1479 -4.9737 -4.6086 -4.3298 -4.1027 -3.9092 -3.7446
 -3.6082 -3.4934 -3.3932 -3.3036
 -7.9877 -7.5306 -7.1503 -6.8347 -6.5715 -6.3503 -6.1620 -5.9990 -5.8570 -5.7315
 -5.5959 -5.4369 -5.2694 -5.1016 -4.9349 -4.5733 -4.3000 -4.0833 -3.9023 -3.7490
 -3.6216 -3.5149 -3.4220 -3.3386 -3.2621 -3.1923 -3.1277 -3.0667 -3.0124 -2.9791
 -8.0037 -7.5535 -7.1730 -6.8526 -6.5800 -6.3447 -6.1396 -5.9586 -5.7958 -5.6465
 -5.5094 -5.3788 -5.2374 -5.0802 -4.9178 -4.5573 -4.2842 -4.0728 -3.8999 -3.7551
 -3.6353 -3.5359 -3.4503 -3.3736 -3.3029 -3.2373 -3.1768 -3.1209 -3.0694 -3.0260
 -3.0024
 -8.0112 -7.5785 -7.2067 -6.8877 -6.6112 -6.3683 -6.1524 -5.9580 -5.7818 -5.6196
 -5.4677 -5.3248 -5.1910 -5.0571 -4.9135 -4.5575 -4.2791 -4.0686 -3.9002 -3.7612
 -3.6470 -3.5540 -3.4754 -3.4059 -3.3420 -3.2821 -3.2263 -3.1742 -3.1258 -3.0842
 -3.0518
 -7.9918 -7.5854 -7.2310 -6.9212 -6.6475 -6.4021 -6.1799 -5.9769 -5.7906 -5.6185
 -5.4576 -5.3060 -5.1629 -5.0275 -4.8957 -4.5675 -4.2819 -4.0676 -3.9009 -3.7653
 -3.6548 -3.5663 -3.4942 -3.4321 -3.3757 -3.3227 -3.2729 -3.2258 -3.1820 -3.1430
 -3.1087
 -7.9572 -7.5810 -7.2470 -6.9508 -6.6853 -6.4428 -6.2190 -6.0113 -5.8184 -5.6388
 -5.4709 -5.3131 -5.1638 -5.0223 -4.8878 -4.5770 -4.2990 -4.0756 -3.9062 -3.7715
 -3.6625 -3.5760 -3.5081 -3.4524 -3.4036 -3.3584 -3.3158 -3.2751 -3.2366 -3.2008
 -3.1678
 -7.9080 -7.5584 -7.2450 -6.9646 -6.7105 -6.4762 -6.2564 -6.0489 -5.8530 -5.6689
 -5.4959 -5.3332 -5.1794 -5.0333 -4.8950 -4.5832 -4.3149 -4.0899 -3.9143 -3.7781
 -3.6692 -3.5830 -3.5167 -3.4653 -3.4231 -3.3857 -3.3511 -3.3180 -3.2862 -3.2559
 -3.2278
 -7.8506 -7.5230 -7.2277 -6.9613 -6.7188 -6.4940 -6.2823 -6.0803 -5.8867 -5.7018
 -5.5262 -5.3602 -5.2010 -5.0516 -4.9173 -4.5861 -4.3296 -4.1105 -3.9252
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = BX   
 -9.3973 -9.1071 -8.8339 -8.5667 -8.2945 -7.9989 -7.6622 -7.2911 -6.9514 -6.6465
 -6.3668 -6.1064 -5.8654 -5.6493 -5.4558 -5.0463 -4.6975 -4.3794 -4.0910
 -8.9647 -8.6350 -8.3341 -8.0547 -7.7875 -7.5189 -7.2284 -6.9261 -6.6429 -6.3804
 -6.1307 -5.8896 -5.6609 -5.4515 -5.2635 -4.8724 -4.5535 -4.2742 -4.0236 -3.8046
 -8.6577 -8.2945 -7.9659 -7.6704 -7.4024 -7.1525 -6.9030 -6.6492 -6.4073 -6.1791
 -5.9585 -5.7396 -5.5237 -5.3202 -5.1356 -4.7545 -4.4543 -4.2004 -3.9765 -3.7792
 -3.6119
 -8.3563 -7.9776 -7.6662 -7.3850 -7.1213 -6.8795 -6.6545 -6.4348 -6.2236 -6.0225
 -5.8275 -5.6322 -5.4333 -5.2376 -5.0556 -4.6787 -4.3888 -4.1509 -3.9457 -3.7656
 -3.6112 -3.4807
 -8.2327 -7.7797 -7.4036 -7.0969 -6.8529 -6.6578 -6.4733 -6.2818 -6.0901 -5.9052
 -5.7269 -5.5511 -5.3715 -5.1876 -5.0094 -4.6330 -4.3474 -4.1193 -3.9269 -3.7602
 -3.6167 -3.4951 -3.3907 -3.2986
 -8.2339 -7.7347 -7.3154 -6.9705 -6.6909 -6.4639 -6.2782 -6.1238 -5.9857 -5.8328
 -5.6645 -5.4947 -5.3272 -5.1575 -4.9860 -4.6089 -4.3230 -4.1002 -3.9163 -3.7598
 -3.6257 -3.5122 -3.4149 -3.3292 -3.2518 -3.1813 -3.1168 -3.0563 -3.0024 -2.9688
 -8.3108 -7.7780 -7.3289 -6.9571 -6.6518 -6.4001 -6.1907 -6.0134 -5.8605 -5.7280
 -5.6036 -5.4632 -5.3041 -5.1402 -4.9770 -4.6008 -4.3109 -4.0896 -3.9112 -3.7621
 -3.6359 -3.5296 -3.4393 -3.3602 -3.2888 -3.2233 -3.1635 -3.1084 -3.0574 -3.0140
 -2.9898
 -8.4291 -7.8730 -7.3997 -7.0054 -6.6792 -6.4080 -6.1799 -5.9851 -5.8150 -5.6634
 -5.5254 -5.3985 -5.2728 -5.1320 -4.9782 -4.6054 -4.3089 -4.0854 -3.9096 -3.7655
 -3.6454 -3.5452 -3.4615 -3.3893 -3.3245 -3.2648 -3.2098 -3.1591 -3.1128 -3.0711
 -3.0380
 -8.5413 -7.9817 -7.4959 -7.0858 -6.7427 -6.4550 -6.2100 -5.9985 -5.8129 -5.6472
 -5.4958 -5.3552 -5.2233 -5.0972 -4.9676 -4.6179 -4.3132 -4.0844 -3.9087 -3.7674
 -3.6516 -3.5565 -3.4786 -3.4131 -3.3554 -3.3025 -3.2536 -3.2079 -3.1658 -3.1281
 -3.0948
 -8.6253 -8.0870 -7.6042 -7.1893 -6.8351 -6.5332 -6.2736 -6.0470 -5.8464 -5.6665
 -5.5027 -5.3515 -5.2097 -5.0758 -4.9480 -4.6343 -4.3320 -4.0929 -3.9134 -3.7724
 -3.6585 -3.5662 -3.4923 -3.4324 -3.3816 -3.3361 -3.2942 -3.2548 -3.2179 -3.1840
 -3.1535
 -8.6594 -8.1565 -7.6956 -7.2893 -6.9339 -6.6251 -6.3549 -6.1159 -5.9022 -5.7094
 -5.5335 -5.3716 -5.2210 -5.0795 -4.9455 -4.6394 -4.3564 -4.1099 -3.9221 -3.7786
 -3.6646 -3.5734 -3.5015 -3.4455 -3.4005 -3.3622 -3.3279 -3.2957 -3.2654 -3.2369
 -3.2107
 -8.6502 -8.1853 -7.7566 -7.3691 -7.0233 -6.7161 -6.4420 -6.1952 -5.9718 -5.7681
 -5.5816 -5.4099 -5.2505 -5.1016 -4.9601 -4.6332 -4.3864 -4.1354 -3.9348
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = BX   
 -9.6372 -9.3933 -9.1537 -8.9057 -8.6354 -8.3110 -7.9018 -7.4204 -6.9904 -6.6329
 -6.3296 -6.0634 -5.8252 -5.6115 -5.4210 -5.0217 -4.6890 -4.3882 -4.1098
 -9.1759 -8.8989 -8.6348 -8.3750 -8.1078 -7.8131 -7.4596 -7.0705 -6.7121 -6.4006
 -6.1251 -5.8752 -5.6460 -5.4381 -5.2514 -4.8648 -4.5538 -4.2828 -4.0412 -3.8244
 -8.8432 -8.5292 -8.2369 -7.9605 -7.6939 -7.4244 -7.1276 -6.8071 -6.5031 -6.2291
 -5.9802 -5.7481 -5.5291 -5.3258 -5.1413 -4.7601 -4.4621 -4.2119 -3.9921 -3.7963
 -3.6259
 -8.5866 -8.2560 -7.9436 -7.6510 -7.3778 -7.1200 -6.8639 -6.5958 -6.3355 -6.0944
 -5.8711 -5.6591 -5.4535 -5.2566 -5.0740 -4.6937 -4.4017 -4.1638 -3.9595 -3.7797
 -3.6224 -3.4879
 -8.4256 -8.0163 -7.6428 -7.3672 -7.1239 -6.8879 -6.6561 -6.4253 -6.1988 -5.9847
 -5.7840 -5.5919 -5.4027 -5.2155 -5.0360 -4.6544 -4.3636 -4.1328 -3.9390 -3.7713
 -3.6251 -3.4995 -3.3917 -3.2975
 -8.3698 -7.8744 -7.4692 -7.1342 -6.8589 -6.6332 -6.4471 -6.2749 -6.0927 -5.9030
 -5.7174 -5.5393 -5.3654 -5.1911 -5.0177 -4.6346 -4.3413 -4.1137 -3.9270 -3.7682
 -3.6315 -3.5139 -3.4133 -3.3254 -3.2469 -3.1759 -3.1107 -3.0499 -2.9963 -2.9626
 -8.4200 -7.8914 -7.4398 -7.0620 -6.7507 -6.4941 -6.2807 -6.1003 -5.9471 -5.8105
 -5.6672 -5.5070 -5.3406 -5.1760 -5.0117 -4.6294 -4.3309 -4.1032 -3.9208 -3.7685
 -3.6393 -3.5290 -3.4351 -3.3537 -3.2813 -3.2154 -3.1556 -3.1008 -3.0498 -3.0065
 -2.9819
 -8.5626 -7.9894 -7.4974 -7.0851 -6.7435 -6.4616 -6.2273 -6.0295 -5.8589 -5.7090
 -5.5758 -5.4517 -5.3192 -5.1697 -5.0127 -4.6361 -4.3305 -4.0994 -3.9186 -3.7706
 -3.6471 -3.5430 -3.4554 -3.3806 -3.3145 -3.2546 -3.1998 -3.1497 -3.1039 -3.0626
 -3.0293
 -8.7356 -8.1321 -7.6081 -7.1646 -6.7958 -6.4904 -6.2354 -6.0197 -5.8340 -5.6708
 -5.5238 -5.3888 -5.2629 -5.1397 -5.0075 -4.6493 -4.3366 -4.0993 -3.9175 -3.7719
 -3.6523 -3.5533 -3.4713 -3.4028 -3.3436 -3.2903 -3.2416 -3.1966 -3.1552 -3.1180
 -3.0856
 -8.8974 -8.2971 -7.7552 -7.2902 -6.8974 -6.5691 -6.2935 -6.0588 -5.8560 -5.6776
 -5.5178 -5.3717 -5.2355 -5.1070 -4.9837 -4.6680 -4.3560 -4.1090 -3.9227 -3.7768
 -3.6588 -3.5627 -3.4847 -3.4215 -3.3687 -3.3224 -3.2806 -3.2417 -3.2057 -3.1728
 -3.1433
 -9.0027 -8.4281 -7.9004 -7.4291 -7.0236 -6.6777 -6.3835 -6.1307 -5.9106 -5.7163
 -5.5421 -5.3840 -5.2380 -5.1014 -4.9721 -4.6728 -4.3828 -4.1269 -3.9324 -3.7832
 -3.6650 -3.5701 -3.4944 -3.4347 -3.3872 -3.3476 -3.3130 -3.2812 -3.2516 -3.2241
 -3.1991
 -9.0474 -8.5125 -8.0118 -7.5553 -7.1518 -6.7990 -6.4925 -6.2248 -5.9892 -5.7796
 -5.5913 -5.4203 -5.2635 -5.1181 -4.9727 -4.6637 -4.4170 -4.1530 -3.9466
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = BX   
 -9.8773 -9.6761 -9.4737 -9.2561 -9.0089 -8.6772 -8.2055 -7.6051 -7.0642 -6.6418
 -6.3125 -6.0380 -5.7999 -5.5890 -5.4009 -5.0080 -4.6864 -4.3984 -4.1315
 -9.3936 -9.1656 -8.9429 -8.7156 -8.4670 -8.1654 -7.7605 -7.2732 -6.8179 -6.4423
 -6.1356 -5.8750 -5.6445 -5.4380 -5.2525 -4.8680 -4.5614 -4.2975 -4.0606 -3.8466
 -9.0245 -8.7657 -8.5181 -8.2758 -8.0283 -7.7555 -7.4194 -7.0222 -6.6365 -6.3004
 -6.0154 -5.7676 -5.5448 -5.3419 -5.1577 -4.7755 -4.4771 -4.2283 -4.0104 -3.8159
 -3.6436
 -8.7709 -8.4744 -8.1964 -7.9325 -7.6768 -7.4198 -7.1384 -6.8136 -6.4868 -6.1892
 -5.9274 -5.6946 -5.4811 -5.2831 -5.1003 -4.7170 -4.4215 -4.1817 -3.9765 -3.7962
 -3.6370 -3.4986
 -8.5476 -8.2206 -7.9375 -7.6693 -7.4075 -7.1529 -6.9011 -6.6317 -6.3549 -6.0936
 -5.8563 -5.6406 -5.4394 -5.2484 -5.0684 -4.6826 -4.3860 -4.1512 -3.9547 -3.7849
 -3.6365 -3.5070 -3.3954 -3.2981
 -8.4592 -8.0305 -7.6707 -7.3725 -7.1233 -6.9051 -6.6933 -6.4708 -6.2373 -6.0085
 -5.7944 -5.5962 -5.4091 -5.2284 -5.0534 -4.6660 -4.3654 -4.1321 -3.9414 -3.7794
 -3.6398 -3.5185 -3.4138 -3.3228 -3.2425 -3.1709 -3.1050 -3.0430 -2.9896 -2.9560
 -8.4986 -8.0015 -7.5734 -7.2125 -6.9123 -6.6610 -6.4483 -6.2650 -6.0961 -5.9241
 -5.7425 -5.5605 -5.3853 -5.2158 -5.0489 -4.6628 -4.3563 -4.1215 -3.9342 -3.7779
 -3.6451 -3.5309 -3.4328 -3.3482 -3.2738 -3.2072 -3.1473 -3.0923 -3.0411 -2.9982
 -2.9734
 -8.6330 -8.0777 -7.5958 -7.1863 -6.8447 -6.5609 -6.3232 -6.1206 -5.9445 -5.7908
 -5.6533 -5.5169 -5.3674 -5.2088 -5.0501 -4.6707 -4.3572 -4.1181 -3.9314 -3.7787
 -3.6510 -3.5428 -3.4509 -3.3725 -3.3044 -3.2436 -3.1888 -3.1389 -3.0929 -3.0526
 -3.0195
 -8.8376 -8.2281 -7.6977 -7.2448 -6.8656 -6.5508 -6.2890 -6.0688 -5.8801 -5.7151
 -5.5684 -5.4362 -5.3127 -5.1865 -5.0481 -4.6846 -4.3649 -4.1190 -3.9304 -3.7795
 -3.6553 -3.5518 -3.4653 -3.3929 -3.3312 -3.2769 -3.2281 -3.1835 -3.1430 -3.1066
 -3.0749
 -9.0702 -8.4371 -7.8661 -7.3744 -6.9588 -6.6126 -6.3249 -6.0834 -5.8779 -5.6998
 -5.5421 -5.3994 -5.2678 -5.1443 -5.0245 -4.7046 -4.3856 -4.1303 -3.9363 -3.7844
 -3.6615 -3.5608 -3.4783 -3.4108 -3.3549 -3.3071 -3.2649 -3.2265 -3.1912 -3.1594
 -3.1311
 -9.2610 -8.6350 -8.0596 -7.5418 -7.0985 -6.7238 -6.4097 -6.1452 -5.9199 -5.7247
 -5.5528 -5.3987 -5.2576 -5.1262 -5.0021 -4.7098 -4.4138 -4.1496 -3.9473 -3.7916
 -3.6680 -3.5683 -3.4881 -3.4241 -3.3730 -3.3313 -3.2959 -3.2642 -3.2353 -3.2088
 -3.1851
 -9.3801 -8.7845 -8.2254 -7.7146 -7.2586 -6.8657 -6.5298 -6.2435 -5.9976 -5.7839
 -5.5955 -5.4271 -5.2745 -5.1341 -4.9809 -4.7002 -4.4495 -4.1769 -3.9634
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
-10.1124 -9.9456 -9.7766 -9.5909 -9.3781 -9.0566 -8.5411 -7.8342 -7.1771 -6.6797
 -6.3124 -6.0234 -5.7813 -5.5709 -5.3834 -4.9955 -4.6826 -4.4063 -4.1508
 -9.6087 -9.4209 -9.2368 -9.0452 -8.8256 -8.5364 -8.1044 -7.5264 -6.9617 -6.5080
 -6.1607 -5.8828 -5.6473 -5.4403 -5.2552 -4.8717 -4.5685 -4.3099 -4.0788 -3.8686
 -9.2065 -8.9944 -8.7898 -8.5864 -8.3701 -8.1118 -7.7572 -7.2891 -6.8075 -6.3938
 -6.0627 -5.7931 -5.5628 -5.3584 -5.1741 -4.7904 -4.4914 -4.2441 -4.0282 -3.8357
 -3.6637
 -8.9122 -8.6679 -8.4360 -8.2123 -7.9889 -7.7494 -7.4587 -7.0823 -6.6773 -6.3066
 -5.9948 -5.7346 -5.5099 -5.3087 -5.1253 -4.7391 -4.4403 -4.1994 -3.9938 -3.8136
 -3.6539 -3.5129
 -8.7139 -8.4356 -8.1739 -7.9255 -7.6852 -7.4463 -7.1933 -6.8908 -6.5538 -6.2286
 -5.9412 -5.6937 -5.4765 -5.2799 -5.0985 -4.7094 -4.4076 -4.1696 -3.9712 -3.8000
 -3.6502 -3.5182 -3.4027 -3.3014
 -8.5528 -8.1981 -7.9082 -7.6624 -7.4321 -7.1998 -6.9628 -6.7104 -6.4314 -6.1509
 -5.8915 -5.6606 -5.4538 -5.2641 -5.0865 -4.6959 -4.3889 -4.1508 -3.9570 -3.7926
 -3.6506 -3.5266 -3.4180 -3.3234 -3.2399 -3.1659 -3.0992 -3.0355 -2.9819 -2.9480
 -8.5501 -8.1034 -7.7220 -7.4037 -7.1374 -6.9099 -6.7081 -6.5116 -6.2977 -6.0681
 -5.8411 -5.6297 -5.4357 -5.2554 -5.0839 -4.6949 -4.3817 -4.1405 -3.9491 -3.7896
 -3.6536 -3.5363 -3.4344 -3.3457 -3.2684 -3.1998 -3.1390 -3.0833 -3.0311 -2.9882
 -2.9634
 -8.6556 -8.1410 -7.6921 -7.3085 -6.9862 -6.7148 -6.4829 -6.2800 -6.0976 -5.9290
 -5.7640 -5.5933 -5.4193 -5.2498 -5.0867 -4.7044 -4.3847 -4.1380 -3.9461 -3.7896
 -3.6581 -3.5462 -3.4502 -3.3676 -3.2961 -3.2334 -3.1777 -3.1279 -3.0823 -3.0409
 -3.0078
 -8.8506 -8.2728 -7.7648 -7.3270 -6.9562 -6.6454 -6.3845 -6.1620 -5.9677 -5.7955
 -5.6429 -5.5058 -5.3740 -5.2353 -5.0873 -4.7189 -4.3944 -4.1403 -3.9454 -3.7899
 -3.6614 -3.5538 -3.4631 -3.3862 -3.3207 -3.2641 -3.2143 -3.1696 -3.1294 -3.0934
 -3.0620
 -9.1256 -8.4932 -7.9296 -7.4400 -7.0227 -6.6729 -6.3808 -6.1355 -5.9265 -5.7450
 -5.5847 -5.4412 -5.3110 -5.1895 -5.0688 -4.7403 -4.4167 -4.1538 -3.9525 -3.7950
 -3.6675 -3.5624 -3.4754 -3.4032 -3.3431 -3.2925 -3.2489 -3.2102 -3.1753 -3.1442
 -3.1167
 -9.3965 -8.7468 -8.1505 -7.6176 -7.1586 -6.7700 -6.4449 -6.1730 -5.9433 -5.7465
 -5.5747 -5.4222 -5.2839 -5.1564 -5.0367 -4.7482 -4.4463 -4.1752 -3.9652 -3.8031
 -3.6744 -3.5701 -3.4853 -3.4165 -3.3609 -3.3157 -3.2782 -3.2459 -3.2172 -3.1914
 -3.1684
 -9.6017 -8.9679 -8.3716 -7.8260 -7.3381 -6.9184 -6.5622 -6.2622 -6.0085 -5.7917
 -5.6035 -5.4376 -5.2887 -5.1528 -4.9910 -4.7426 -4.4832 -4.2045 -3.9835
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
-10.3521-10.2089-10.0640 -9.9028 -9.6953 -9.3750 -8.8326 -8.0544 -7.3176 -6.7509
 -6.3482 -6.0457 -5.8008 -5.5898 -5.4047 -5.0182 -4.7066 -4.4340 -4.1825
 -9.8341 -9.6745 -9.5192 -9.3569 -9.1626 -8.8872 -8.4359 -7.7869 -7.1305 -6.6032
 -6.2163 -5.9221 -5.6824 -5.4758 -5.2919 -4.9085 -4.6031 -4.3430 -4.1113 -3.9001
 -9.4045 -9.2253 -9.0541 -8.8838 -8.6975 -8.4591 -8.0981 -7.5738 -7.0044 -6.5131
 -6.1358 -5.8450 -5.6078 -5.4030 -5.2199 -4.8356 -4.5322 -4.2806 -4.0612 -3.8656
 -3.6907
