 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -4.9358 -4.8076 -4.7329 -4.6940 -4.6782 -4.6780 -4.6890 -4.7067 -4.7264 -4.7471
 -4.7687
 -7.6542 -7.6630 -7.6611 -7.6495 -7.6294 -7.6014 -7.5646 -7.5138 -7.4523 -7.3816
 -7.3005 -7.2055 -7.0947 -6.9730 -6.8435 -6.4983 -6.1382 -5.7757 -5.4442 -5.1606
 -4.9425 -4.7904 -4.6936 -4.6383 -4.6116 -4.6041 -4.6100 -4.6248 -4.6450 -4.6675
 -4.6908
 -7.5658 -7.5703 -7.5665 -7.5552 -7.5373 -7.5132 -7.4838 -7.4472 -7.3962 -7.3327
 -7.2592 -7.1753 -7.0781 -6.9659 -6.8406 -6.5012 -6.1516 -5.8005 -5.4732 -5.1897
 -4.9619 -4.7923 -4.6742 -4.5989 -4.5564 -4.5376 -4.5355 -4.5448 -4.5618 -4.5835
 -4.6072
 -7.4644 -7.4239 -7.4070 -7.4040 -7.4060 -7.4055 -7.3962 -7.3740 -7.3379 -7.2880
 -7.2242 -7.1474 -7.0598 -6.9598 -6.8457 -6.5165 -6.1693 -5.8275 -5.5050
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  u   
 -9.2006 -9.1962 -9.1528 -9.0214 -8.8562 -8.6877 -8.5333 -8.3960 -8.2678 -8.1428
 -8.0192 -7.8960 -7.7735 -7.6520 -7.5325 -7.2339 -6.8964 -6.4703 -6.1102
 -8.9648 -8.8792 -8.8434 -8.8336 -8.7486 -8.6100 -8.4640 -8.3268 -8.1988 -8.0746
 -7.9496 -7.8222 -7.6928 -7.5629 -7.4329 -7.0989 -6.7170 -6.3018 -5.9447 -5.6840
 -8.8085 -8.7103 -8.6198 -8.5534 -8.5314 -8.4964 -8.3973 -8.2728 -8.1463 -8.0226
 -7.8953 -7.7614 -7.6216 -7.4783 -7.3331 -6.9596 -6.5555 -6.1434 -5.7954 -5.5476
 -5.3833
 -8.6711 -8.5864 -8.4922 -8.3984 -8.3196 -8.2687 -8.2424 -8.1910 -8.0942 -7.9777
 -7.8516 -7.7123 -7.5616 -7.4039 -7.2427 -6.8343 -6.4177 -6.0136 -5.6739 -5.4331
 -5.2771 -5.1797
 -8.5332 -8.4717 -8.3900 -8.3004 -8.2128 -8.1304 -8.0595 -8.0066 -7.9664 -7.9009
 -7.8004 -7.6715 -7.5188 -7.3506 -7.1763 -6.7410 -6.3173 -5.9197 -5.5833 -5.3414
 -5.1865 -5.0918 -5.0370 -5.0026
 -8.3911 -8.3519 -8.2913 -8.2128 -8.1278 -8.0437 -7.9608 -7.8790 -7.8037 -7.7412
 -7.6775 -7.5916 -7.4717 -7.3178 -7.1410 -6.6875 -6.2587 -5.8644 -5.5258 -5.2739
 -5.1117 -5.0141 -4.9583 -4.9301 -4.9200 -4.9213 -4.9285 -4.9373 -4.9440 -4.9450
 -8.2420 -8.2221 -8.1849 -8.1257 -8.0505 -7.9695 -7.8878 -7.8042 -7.7161 -7.6253
 -7.5370 -7.4533 -7.3635 -7.2520 -7.1110 -6.6715 -6.2380 -5.8443 -5.5014 -5.2331
 -5.0541 -4.9468 -4.8859 -4.8546 -4.8430 -4.8447 -4.8542 -4.8671 -4.8795 -4.8890
 -4.8954
 -8.0967 -8.0836 -8.0681 -8.0301 -7.9724 -7.9000 -7.8218 -7.7413 -7.6564 -7.5635
 -7.4626 -7.3574 -7.2542 -7.1513 -7.0385 -6.6733 -6.2465 -5.8520 -5.5052 -5.2208
 -5.0184 -4.8925 -4.8209 -4.7835 -4.7679 -4.7668 -4.7753 -4.7894 -4.8060 -4.8223
 -4.8366
 -7.9660 -7.9507 -7.9431 -7.9235 -7.8851 -7.8283 -7.7583 -7.6814 -7.6008 -7.5141
 -7.4175 -7.3099 -7.1954 -7.0799 -6.9650 -6.6493 -6.2647 -5.8745 -5.5255 -5.2297
 -5.0043 -4.8546 -4.7655 -4.7174 -4.6954 -4.6905 -4.6972 -4.7093 -4.7250 -4.7441
 -4.7661
 -7.8664 -7.8380 -7.8236 -7.8096 -7.7890 -7.7509 -7.6954 -7.6266 -7.5505 -7.4691
 -7.3810 -7.2824 -7.1718 -7.0527 -6.9305 -6.6229 -6.2799 -5.9086 -5.5615 -5.2597
 -5.0164 -4.8416 -4.7289 -4.6632 -4.6296 -4.6170 -4.6188 -4.6301 -4.6475 -4.6677
 -4.6890
 -7.8230 -7.7483 -7.7131 -7.6963 -7.6866 -7.6640 -7.6265 -7.5722 -7.5045 -7.4279
 -7.3455 -7.2561 -7.1565 -7.0449 -6.9238 -6.6098 -6.2875 -5.9413 -5.6006 -5.2971
 -5.0433 -4.8490 -4.7131 -4.6258 -4.5755 -4.5512 -4.5449 -4.5508 -4.5651 -4.5846
 -4.6064
 -7.8155 -7.6818 -7.6117 -7.5855 -7.5783 -7.5685 -7.5477 -7.5117 -7.4593 -7.3923
 -7.3152 -7.2313 -7.1404 -7.0400 -6.9284 -6.6171 -6.2972 -5.9706 -5.6407
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.3888 -9.3227 -9.1599 -8.9777 -8.7882 -8.6135 -8.4703 -8.3428 -8.2204 -8.1020
 -7.9871 -7.8741 -7.7623 -7.6503 -7.5372 -7.2483 -6.9358 -6.5795 -6.2222
 -9.0746 -9.0691 -9.0443 -8.9098 -8.7440 -8.5761 -8.4220 -8.2879 -8.1619 -8.0412
 -7.9222 -7.8029 -7.6826 -7.5606 -7.4362 -7.1161 -6.7747 -6.4089 -6.0583 -5.7785
 -8.9139 -8.8168 -8.7724 -8.7690 -8.6808 -8.5379 -8.3893 -8.2485 -8.1184 -7.9945
 -7.8708 -7.7443 -7.6139 -7.4800 -7.3429 -6.9912 -6.6269 -6.2580 -5.9179 -5.6485
 -5.4617
 -8.7972 -8.6918 -8.5894 -8.5153 -8.4899 -8.4549 -8.3493 -8.2197 -8.0873 -7.9592
 -7.8323 -7.6997 -7.5605 -7.4156 -7.2667 -6.8878 -6.5069 -6.1369 -5.8046 -5.5405
 -5.3581 -5.2416
 -8.6823 -8.5951 -8.4912 -8.3877 -8.3003 -8.2403 -8.2108 -8.1576 -8.0563 -7.9324
 -7.8049 -7.6704 -7.5261 -7.3735 -7.2156 -6.8154 -6.4219 -6.0493 -5.7195 -5.4555
 -5.2706 -5.1539 -5.0845 -5.0444
 -8.5600 -8.4971 -8.4093 -8.3076 -8.2065 -8.1146 -8.0375 -7.9804 -7.9391 -7.8760
 -7.7734 -7.6499 -7.5088 -7.3542 -7.1915 -6.7763 -6.3724 -5.9952 -5.6627 -5.3933
 -5.2002 -5.0773 -5.0051 -4.9659 -4.9469 -4.9405 -4.9413 -4.9447 -4.9464 -4.9412
 -8.4308 -8.3888 -8.3251 -8.2385 -8.1404 -8.0433 -7.9515 -7.8655 -7.7879 -7.7237
 -7.6649 -7.5880 -7.4819 -7.3465 -7.1894 -6.7676 -6.3552 -5.9724 -5.6341 -5.3551
 -5.1481 -5.0130 -4.9332 -4.8899 -4.8699 -4.8641 -4.8668 -4.8738 -4.8819 -4.8878
 -4.8883
 -8.3019 -8.2705 -8.2288 -8.1654 -8.0810 -7.9866 -7.8922 -7.8007 -7.7109 -7.6219
 -7.5375 -7.4595 -7.3815 -7.2897 -7.1730 -6.7832 -6.3658 -5.9773 -5.6320 -5.3420
 -5.1175 -4.9639 -4.8706 -4.8192 -4.7944 -4.7865 -4.7890 -4.7977 -4.8093 -4.8211
 -4.8312
 -8.1869 -8.1494 -8.1199 -8.0782 -8.0155 -7.9339 -7.8427 -7.7501 -7.6587 -7.5660
 -7.4706 -7.3741 -7.2790 -7.1873 -7.0933 -6.7925 -6.3944 -6.0016 -5.6500 -5.3496
 -5.1075 -4.9316 -4.8192 -4.7549 -4.7224 -4.7101 -4.7109 -4.7178 -4.7289 -4.7439
 -4.7623
 -8.1054 -8.0472 -8.0077 -7.9792 -7.9379 -7.8771 -7.7986 -7.7102 -7.6191 -7.5273
 -7.4330 -7.3342 -7.2308 -7.1258 -7.0226 -6.7603 -6.4305 -6.0485 -5.6917 -5.3821
 -5.1245 -4.9254 -4.7883 -4.7042 -4.6583 -4.6374 -4.6331 -4.6393 -4.6522 -4.6686
 -4.6861
 -8.0909 -7.9573 -7.9034 -7.8748 -7.8466 -7.8062 -7.7478 -7.6725 -7.5868 -7.4966
 -7.4045 -7.3092 -7.2084 -7.1015 -6.9910 -6.7195 -6.4354 -6.0978 -5.7455 -5.4288
 -5.1592 -4.9408 -4.7792 -4.6715 -4.6069 -4.5729 -4.5600 -4.5608 -4.5709 -4.5867
 -4.6054
 -8.1563 -7.9314 -7.8249 -7.7776 -7.7489 -7.7212 -7.6833 -7.6276 -7.5556 -7.4721
 -7.3827 -7.2903 -7.1942 -7.0926 -6.9842 -6.7012 -6.4246 -6.1281 -5.8007
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  u   
 -9.4469 -9.3199 -9.1339 -8.9509 -8.7663 -8.5880 -8.4421 -8.3178 -8.2015 -8.0842
 -7.9719 -7.8622 -7.7546 -7.6478 -7.5402 -7.2615 -6.9624 -6.6327 -6.2863
 -9.1615 -9.1763 -9.0707 -8.9013 -8.7296 -8.5559 -8.4002 -8.2666 -8.1441 -8.0238
 -7.9070 -7.7913 -7.6758 -7.5595 -7.4410 -7.1340 -6.8087 -6.4660 -6.1286 -5.8420
 -8.9585 -8.8885 -8.8949 -8.8338 -8.6877 -8.5314 -8.3743 -8.2304 -8.1013 -7.9770
 -7.8554 -7.7328 -7.6086 -7.4821 -7.3528 -7.0185 -6.6718 -6.3219 -5.9922 -5.7160
 -5.5150
 -8.8476 -8.7348 -8.6447 -8.6141 -8.5950 -8.4887 -8.3509 -8.2083 -8.0714 -7.9423
 -7.8169 -7.6888 -7.5570 -7.4215 -7.2824 -6.9253 -6.5624 -6.2071 -5.8818 -5.6111
 -5.4136 -5.2838
 -8.7453 -8.6433 -8.5298 -8.4302 -8.3639 -8.3382 -8.2888 -8.1810 -8.0531 -7.9192
 -7.7905 -7.6601 -7.5237 -7.3818 -7.2355 -6.8606 -6.4850 -6.1239 -5.7984 -5.5282
 -5.3283 -5.1969 -5.1169 -5.0690
 -8.6366 -8.5569 -8.4544 -8.3428 -8.2406 -8.1567 -8.0989 -8.0626 -8.0026 -7.8990
 -7.7726 -7.6434 -7.5068 -7.3627 -7.2123 -6.8250 -6.4393 -6.0717 -5.7420 -5.4674
 -5.2602 -5.1215 -5.0376 -4.9905 -4.9658 -4.9549 -4.9516 -4.9507 -4.9478 -4.9398
 -8.5208 -8.4616 -8.3814 -8.2804 -8.1724 -8.0710 -7.9802 -7.9025 -7.8423 -7.7927
 -7.7242 -7.6214 -7.4980 -7.3588 -7.2090 -6.8159 -6.4226 -6.0486 -5.7121 -5.4296
 -5.2110 -5.0598 -4.9667 -4.9145 -4.8882 -4.8778 -4.8765 -4.8800 -4.8846 -4.8871
 -4.8831
 -8.4048 -8.3558 -8.2980 -8.2186 -8.1203 -8.0162 -7.9161 -7.8231 -7.7364 -7.6567
 -7.5874 -7.5218 -7.4428 -7.3406 -7.2126 -6.8285 -6.4315 -6.0518 -5.7085 -5.4156
 -5.1825 -5.0140 -4.9063 -4.8444 -4.8128 -4.8000 -4.7986 -4.8039 -4.8123 -4.8210
 -4.8279
 -8.3033 -8.2461 -8.2006 -8.1439 -8.0663 -7.9715 -7.8705 -7.7718 -7.6777 -7.5858
 -7.4957 -7.4101 -7.3287 -7.2484 -7.1586 -6.8491 -6.4578 -6.0748 -5.7248 -5.4217
 -5.1736 -4.9852 -4.8580 -4.7818 -4.7412 -4.7235 -4.7203 -4.7258 -4.7360 -4.7477
 -4.7602
 -8.2351 -8.1477 -8.0990 -8.0560 -8.0009 -7.9263 -7.8354 -7.7374 -7.6399 -7.5448
 -7.4501 -7.3547 -7.2591 -7.1651 -7.0740 -6.8304 -6.5003 -6.1216 -5.7670 -5.4543
 -5.1913 -4.9822 -4.8310 -4.7340 -4.6786 -4.6515 -4.6428 -4.6458 -4.6558 -4.6697
 -4.6849
 -8.2309 -8.0778 -8.0057 -7.9616 -7.9199 -7.8669 -7.7959 -7.7091 -7.6142 -7.5176
 -7.4217 -7.3254 -7.2267 -7.1256 -7.0238 -6.7787 -6.5110 -6.1767 -5.8238 -5.5034
 -5.2278 -5.0005 -4.8258 -4.7048 -4.6296 -4.5883 -4.5704 -4.5677 -4.5750 -4.5885
 -4.6049
 -8.3230 -8.0627 -7.9379 -7.8741 -7.8321 -7.7922 -7.7416 -7.6743 -7.5920 -7.5000
 -7.4044 -7.3080 -7.2105 -7.1100 -7.0058 -6.7437 -6.4913 -6.2102 -5.8855
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  u   
 -9.4710 -9.2946 -9.1040 -8.9268 -8.7539 -8.5767 -8.4274 -8.2987 -8.1842 -8.0692
 -7.9593 -7.8526 -7.7485 -7.6460 -7.5437 -7.2787 -6.9936 -6.6850 -6.3558
 -9.2741 -9.2272 -9.0667 -8.8870 -8.7170 -8.5445 -8.3865 -8.2505 -8.1266 -8.0082
 -7.8938 -7.7819 -7.6712 -7.5607 -7.4490 -7.1589 -6.8497 -6.5267 -6.2053 -5.9169
 -9.0078 -9.0006 -8.9845 -8.8477 -8.6828 -8.5219 -8.3612 -8.2147 -8.0836 -7.9599
 -7.8409 -7.7231 -7.6054 -7.4870 -7.3665 -7.0538 -6.7252 -6.3920 -6.0737 -5.7950
 -5.5801
 -8.8882 -8.7790 -8.7313 -8.7323 -8.6378 -8.4927 -8.3442 -8.1934 -8.0533 -7.9243
 -7.8012 -7.6784 -7.5544 -7.4288 -7.3008 -6.9696 -6.6263 -6.2849 -5.9670 -5.6931
 -5.4815 -5.3362
 -8.7977 -8.6818 -8.5671 -8.4888 -8.4659 -8.4265 -8.3131 -8.1791 -8.0373 -7.9014
 -7.7739 -7.6482 -7.5202 -7.3894 -7.2555 -6.9099 -6.5553 -6.2065 -5.8857 -5.6120
 -5.3987 -5.2510 -5.1576 -5.1001
 -8.7035 -8.6057 -8.4894 -8.3737 -8.2802 -8.2205 -8.1898 -8.1299 -8.0213 -7.8910
 -7.7575 -7.6305 -7.5013 -7.3681 -7.2307 -6.8752 -6.5120 -6.1564 -5.8302 -5.5520
 -5.3330 -5.1778 -5.0792 -5.0212 -4.9882 -4.9709 -4.9629 -4.9586 -4.9528 -4.9394
 -8.6032 -8.5242 -8.4265 -8.3123 -8.1981 -8.0986 -8.0182 -7.9601 -7.9164 -7.8511
 -7.7456 -7.6204 -7.4934 -7.3612 -7.2234 -6.8635 -6.4947 -6.1332 -5.8002 -5.5143
 -5.2858 -5.1187 -5.0098 -4.9456 -4.9111 -4.8947 -4.8886 -4.8878 -4.8886 -4.8874
 -4.8798
 -8.5033 -8.4329 -8.3567 -8.2606 -8.1494 -8.0380 -7.9368 -7.8474 -7.7700 -7.7061
 -7.6493 -7.5769 -7.4779 -7.3599 -7.2282 -6.8710 -6.5003 -6.1350 -5.7953 -5.4996
 -5.2587 -5.0763 -4.9521 -4.8767 -4.8358 -4.8166 -4.8107 -4.8119 -4.8166 -4.8218
 -4.8249
 -8.4199 -8.3449 -8.2731 -8.1992 -8.1058 -7.9984 -7.8898 -7.7882 -7.6948 -7.6076
 -7.5271 -7.4546 -7.3842 -7.3057 -7.2107 -6.8892 -6.5217 -6.1552 -5.8101 -5.5046
 -5.2498 -5.0501 -4.9072 -4.8162 -4.7649 -4.7401 -4.7320 -4.7334 -4.7402 -4.7492
 -4.7582
 -8.3712 -8.2553 -8.1852 -8.1247 -8.0537 -7.9644 -7.8614 -7.7553 -7.6538 -7.5580
 -7.4658 -7.3763 -7.2910 -7.2091 -7.1289 -6.8926 -6.5608 -6.1982 -5.8508 -5.5365
 -5.2675 -5.0490 -4.8839 -4.7719 -4.7045 -4.6690 -4.6548 -4.6537 -4.6604 -4.6713
 -4.6838
 -8.3830 -8.2025 -8.1060 -8.0427 -7.9856 -7.9181 -7.8334 -7.7351 -7.6318 -7.5304
 -7.4329 -7.3378 -7.2436 -7.1502 -7.0589 -6.8398 -6.5830 -6.2517 -5.9064 -5.5859
 -5.3046 -5.0689 -4.8824 -4.7468 -4.6587 -4.6078 -4.5835 -4.5763 -4.5802 -4.5907
 -4.6044
 -8.4909 -8.2022 -8.0535 -7.9681 -7.9093 -7.8551 -7.7913 -7.7117 -7.6184 -7.5182
 -7.4174 -7.3187 -7.2215 -7.1242 -7.0262 -6.7883 -6.5593 -6.2905 -5.9694
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  u   
 -9.4559 -9.2614 -9.0749 -8.9062 -8.7390 -8.5673 -8.4192 -8.2844 -8.1684 -8.0581
 -7.9507 -7.8466 -7.7458 -7.6473 -7.5495 -7.2995 -7.0304 -6.7399 -6.4332
 -9.2731 -9.2353 -9.0521 -8.8725 -8.7025 -8.5308 -8.3745 -8.2355 -8.1114 -7.9956
 -7.8844 -7.7764 -7.6707 -7.5661 -7.4610 -7.1900 -6.8988 -6.5928 -6.2869 -6.0015
 -9.0885 -9.1145 -9.0139 -8.8455 -8.6760 -8.5078 -8.3460 -8.1979 -8.0667 -7.9450
 -7.8296 -7.7172 -7.6064 -7.4960 -7.3847 -7.0960 -6.7878 -6.4700 -6.1624 -5.8846
 -5.6579
 -8.9235 -8.8432 -8.8546 -8.7933 -8.6462 -8.4897 -8.3315 -8.1759 -8.0351 -7.9067
 -7.7871 -7.6705 -7.5548 -7.4392 -7.3224 -7.0199 -6.6993 -6.3722 -6.0614 -5.7864
 -5.5631 -5.4009
 -8.8387 -8.7142 -8.6151 -8.5872 -8.5677 -8.4549 -8.3148 -8.1670 -8.0184 -7.8822
 -7.7570 -7.6371 -7.5176 -7.3977 -7.2763 -6.9630 -6.6334 -6.2992 -5.9839 -5.7076
 -5.4834 -5.3186 -5.2090 -5.1387
 -8.7588 -8.6433 -8.5178 -8.4088 -8.3427 -8.3192 -8.2627 -8.1478 -8.0140 -7.8716
 -7.7387 -7.6158 -7.4944 -7.3719 -7.2474 -6.9262 -6.5903 -6.2505 -5.9296 -5.6487
 -5.4199 -5.2484 -5.1324 -5.0604 -5.0171 -4.9923 -4.9781 -4.9686 -4.9584 -4.9406
 -8.6739 -8.5750 -8.4605 -8.3365 -8.2236 -8.1367 -8.0804 -8.0422 -7.9757 -7.8661
 -7.7337 -7.6046 -7.4825 -7.3598 -7.2344 -6.9092 -6.5696 -6.2258 -5.8990 -5.6109
 -5.3737 -5.1919 -5.0654 -4.9858 -4.9400 -4.9154 -4.9030 -4.8973 -4.8941 -4.8889
 -4.8767
 -8.5945 -8.4993 -8.4035 -8.2914 -8.1707 -8.0568 -7.9607 -7.8827 -7.8227 -7.7716
 -7.7028 -7.5980 -7.4779 -7.3571 -7.2333 -6.9095 -6.5695 -6.2241 -5.8919 -5.5951
 -5.3465 -5.1515 -5.0104 -4.9187 -4.8652 -4.8373 -4.8252 -4.8218 -4.8224 -4.8236
 -4.8228
 -8.5323 -8.4211 -8.3351 -8.2428 -8.1340 -8.0164 -7.9039 -7.8038 -7.7156 -7.6380
 -7.5708 -7.5088 -7.4348 -7.3421 -7.2334 -6.9201 -6.5838 -6.2392 -5.9038 -5.5978
 -5.3365 -5.1260 -4.9680 -4.8606 -4.7956 -4.7611 -4.7463 -4.7428 -4.7455 -4.7510
 -4.7566
 -8.5090 -8.3580 -8.2629 -8.1833 -8.0953 -7.9912 -7.8776 -7.7664 -7.6643 -7.5709
 -7.4841 -7.4037 -7.3299 -7.2577 -7.1816 -6.9362 -6.6145 -6.2758 -5.9407 -5.6277
 -5.3531 -5.1254 -4.9476 -4.8199 -4.7379 -4.6916 -4.6699 -4.6635 -4.6661 -4.6742
 -4.6830
 -8.5455 -8.3271 -8.2009 -8.1161 -8.0417 -7.9585 -7.8599 -7.7508 -7.6413 -7.5378
 -7.4413 -7.3496 -7.2618 -7.1781 -7.0975 -6.8990 -6.6442 -6.3221 -5.9917 -5.6753
 -5.3898 -5.1459 -4.9486 -4.7990 -4.6960 -4.6332 -4.6001 -4.5870 -4.5865 -4.5936
 -4.6041
 -8.6713 -8.3483 -8.1677 -8.0569 -7.9791 -7.9094 -7.8313 -7.7387 -7.6348 -7.5276
 -7.4234 -7.3246 -7.2298 -7.1376 -7.0474 -6.8354 -6.6256 -6.3645 -6.0503
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  u   
 -9.4157 -9.2226 -9.0468 -8.8866 -8.7172 -8.5483 -8.4071 -8.2785 -8.1599 -8.0516
 -7.9475 -7.8464 -7.7489 -7.6538 -7.5603 -7.3245 -7.0708 -6.7987 -6.5118
 -9.3396 -9.2194 -9.0322 -8.8569 -8.6878 -8.5132 -8.3621 -8.2248 -8.1005 -7.9878
 -7.8806 -7.7770 -7.6764 -7.5774 -7.4786 -7.2265 -6.9552 -6.6659 -6.3738 -6.0942
 -9.2031 -9.1709 -9.0154 -8.8376 -8.6671 -8.4942 -8.3289 -8.1833 -8.0532 -7.9342
 -7.8237 -7.7172 -7.6132 -7.5107 -7.4079 -7.1433 -6.8578 -6.5562 -6.2585 -5.9837
 -5.7489
 -9.0214 -8.9514 -8.9437 -8.8097 -8.6461 -8.4834 -8.3158 -8.1575 -8.0180 -7.8919
 -7.7773 -7.6673 -7.5601 -7.4540 -7.3477 -7.0740 -6.7791 -6.4688 -6.1655 -5.8906
 -5.6584 -5.4795
 -8.8702 -8.7495 -8.6973 -8.7033 -8.6065 -8.4611 -8.3094 -8.1500 -7.9981 -7.8638
 -7.7424 -7.6289 -7.5182 -7.4088 -7.2993 -7.0184 -6.7175 -6.4018 -6.0934 -5.8155
 -5.5822 -5.4010 -5.2732 -5.1873
 -8.8013 -8.6721 -8.5466 -8.4634 -8.4449 -8.4015 -8.2831 -8.1454 -7.9957 -7.8503
 -7.7199 -7.6022 -7.4888 -7.3766 -7.2643 -6.9775 -6.6728 -6.3539 -6.0413 -5.7587
 -5.5211 -5.3342 -5.1996 -5.1104 -5.0543 -5.0188 -4.9965 -4.9813 -4.9655 -4.9430
 -8.7336 -8.6138 -8.4857 -8.3588 -8.2587 -8.2013 -8.1714 -8.1039 -7.9889 -7.8527
 -7.7128 -7.5867 -7.4709 -7.3572 -7.2434 -6.9528 -6.6461 -6.3256 -6.0094 -5.7207
 -5.4756 -5.2800 -5.1356 -5.0378 -4.9771 -4.9416 -4.9213 -4.9096 -4.9014 -4.8917
 -4.8749
 -8.6720 -8.5531 -8.4386 -8.3131 -8.1872 -8.0793 -7.9976 -7.9414 -7.8956 -7.8249
 -7.7155 -7.5846 -7.4627 -7.3486 -7.2346 -6.9437 -6.6374 -6.3171 -5.9982 -5.7026
 -5.4473 -5.2404 -5.0830 -4.9731 -4.9036 -4.8639 -4.8432 -4.8332 -4.8289 -4.8264
 -4.8216
 -8.5983 -8.4926 -8.3847 -8.2750 -8.1529 -8.0292 -7.9182 -7.8248 -7.7481 -7.6854
 -7.6281 -7.5575 -7.4562 -7.3442 -7.2321 -6.9452 -6.6421 -6.3243 -6.0039 -5.7014
 -5.4352 -5.2144 -5.0423 -4.9176 -4.8360 -4.7885 -4.7644 -4.7546 -4.7524 -4.7536
 -4.7557
 -8.5984 -8.4513 -8.3293 -8.2300 -8.1253 -8.0080 -7.8873 -7.7750 -7.6760 -7.5886
 -7.5109 -7.4418 -7.3770 -7.3034 -7.2179 -6.9575 -6.6625 -6.3515 -6.0340 -5.7268
 -5.4490 -5.2127 -5.0231 -4.8802 -4.7818 -4.7214 -4.6893 -4.6757 -4.6732 -4.6765
 -4.6823
 -8.6604 -8.4454 -8.2867 -8.1786 -8.0863 -7.9874 -7.8758 -7.7586 -7.6462 -7.5438
 -7.4507 -7.3649 -7.2855 -7.2122 -7.1401 -6.9467 -6.6885 -6.3881 -6.0777 -5.7703
 -5.4837 -5.2327 -5.0252 -4.8626 -4.7444 -4.6667 -4.6221 -4.6007 -4.5944 -4.5971
 -4.6041
 -8.7842 -8.4750 -8.2725 -8.1353 -8.0389 -7.9527 -7.8600 -7.7548 -7.6421 -7.5305
 -7.4259 -7.3291 -7.2385 -7.1530 -6.9987 -6.9128 -6.7201 -6.4341 -6.1350
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  u   
 -9.3702 -9.1888 -9.0228 -8.8708 -8.6983 -8.5348 -8.3931 -8.2699 -8.1544 -8.0502
 -7.9490 -7.8510 -7.7564 -7.6648 -7.5752 -7.3521 -7.1140 -6.8597 -6.5923
 -9.3823 -9.1946 -9.0115 -8.8403 -8.6720 -8.4982 -8.3452 -8.2142 -8.0926 -7.9847
 -7.8818 -7.7827 -7.6867 -7.5930 -7.5000 -7.2655 -7.0152 -6.7446 -6.4661 -6.1943
 -9.1996 -9.1854 -9.0027 -8.8278 -8.6565 -8.4789 -8.3118 -8.1694 -8.0422 -7.9279
 -7.8226 -7.7219 -7.6245 -7.5290 -7.4339 -7.1918 -6.9306 -6.6484 -6.3621 -6.0916
 -5.8522
