 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.3227 -3.1222 -2.9499 -2.8191 -2.7493 -2.6627 -2.4984 -2.3179 -2.1586 -2.0152
 -1.8796 -1.7527 -1.6356 -1.5286 -1.4311 -1.2225 -1.0518 -0.9107 -0.7967 -0.7059
 -0.6325
 -3.2042 -3.0105 -2.8274 -2.6595 -2.5192 -2.4185 -2.3492 -2.2474 -2.1016 -1.9597
 -1.8276 -1.7041 -1.5897 -1.4850 -1.3898 -1.1882 -1.0271 -0.8976 -0.7940 -0.7115
 -0.6440 -0.5870
 -3.1050 -2.9265 -2.7495 -2.5826 -2.4304 -2.2928 -2.1766 -2.0857 -2.0107 -1.9110
 -1.7915 -1.6714 -1.5597 -1.4572 -1.3637 -1.1662 -1.0110 -0.8891 -0.7938 -0.7184
 -0.6568 -0.6044 -0.5587 -0.5187
 -3.0223 -2.8540 -2.6889 -2.5270 -2.3749 -2.2348 -2.1058 -1.9891 -1.8896 -1.8103
 -1.7331 -1.6406 -1.5388 -1.4390 -1.3470 -1.1524 -1.0005 -0.8832 -0.7937 -0.7249
 -0.6692 -0.6219 -0.5804 -0.5430 -0.5081 -0.4769 -0.4506 -0.4303 -0.4172 -0.4133
 -2.9423 -2.7867 -2.6346 -2.4821 -2.3342 -2.1956 -2.0673 -1.9484 -1.8391 -1.7417
 -1.6569 -1.5818 -1.5047 -1.4209 -1.3350 -1.1435 -0.9933 -0.8783 -0.7923 -0.7285
 -0.6789 -0.6374 -0.6009 -0.5677 -0.5372 -0.5075 -0.4806 -0.4590 -0.4446 -0.4386
 -0.4407
 -2.8712 -2.7226 -2.5833 -2.4408 -2.3001 -2.1647 -2.0384 -1.9211 -1.8124 -1.7118
 -1.6201 -1.5370 -1.4616 -1.3901 -1.3172 -1.1373 -0.9881 -0.8738 -0.7893 -0.7285
 -0.6841 -0.6486 -0.6180 -0.5901 -0.5640 -0.5375 -0.5123 -0.4908 -0.4750 -0.4663
 -0.4656
 -2.8148 -2.6669 -2.5325 -2.3995 -2.2666 -2.1365 -2.0127 -1.8970 -1.7898 -1.6904
 -1.5985 -1.5137 -1.4350 -1.3620 -1.2933 -1.1291 -0.9830 -0.8688 -0.7844 -0.7246
 -0.6834 -0.6534 -0.6291 -0.6075 -0.5871 -0.5673 -0.5484 -0.5317 -0.5172 -0.5049
 -0.4944
 -2.7797 -2.6252 -2.4890 -2.3616 -2.2364 -2.1126 -1.9923 -1.8782 -1.7721 -1.6737
 -1.5828 -1.4988 -1.4206 -1.3472 -1.2780 -1.1206 -0.9808 -0.8663 -0.7808 -0.7201
 -0.6795 -0.6526 -0.6336 -0.6185 -0.6047 -0.5910 -0.5775 -0.5640 -0.5510 -0.5394
 -0.5290
 -2.7717 -2.5987 -2.4547 -2.3275 -2.2074 -2.0893 -1.9738 -1.8621 -1.7567 -1.6588
 -1.5682 -1.4849 -1.4077 -1.3356 -1.2674 -1.1125 -0.9774 -0.8647 -0.7779 -0.7157
 -0.6739 -0.6476 -0.6317 -0.6218 -0.6145 -0.6077 -0.6007 -0.5930 -0.5849 -0.5770
 -0.5700
 -2.7848 -2.5874 -2.4296 -2.2970 -2.1789 -2.0659 -1.9554 -1.8476 -1.7438 -1.6459
 -1.5551 -1.4715 -1.3945 -1.3234 -1.2568 -1.1056 -0.9735 -0.8626 -0.7755
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.9653 -3.8062 -3.5283 -3.2388 -2.9593 -2.7181 -2.5329 -2.3727 -2.2236 -2.0839
 -1.9514 -1.8269 -1.7113 -1.6046 -1.5061 -1.2914 -1.1091 -0.9495 -0.8137
 -3.5662 -3.4942 -3.4025 -3.1701 -2.9092 -2.6631 -2.4576 -2.2903 -2.1400 -2.0012
 -1.8699 -1.7471 -1.6334 -1.5292 -1.4340 -1.2305 -1.0626 -0.9196 -0.7982 -0.6981
 -3.4004 -3.2016 -3.0891 -3.0339 -2.8663 -2.6374 -2.4204 -2.2391 -2.0859 -1.9480
 -1.8186 -1.6973 -1.5850 -1.4823 -1.3888 -1.1911 -1.0317 -0.8994 -0.7890 -0.6980
 -0.6233
 -3.3158 -3.0936 -2.9028 -2.7603 -2.6824 -2.5889 -2.4078 -2.2172 -2.0539 -1.9147
 -1.7871 -1.6676 -1.5565 -1.4546 -1.3619 -1.1670 -1.0123 -0.8869 -0.7845 -0.7009
 -0.6321 -0.5742
 -3.2564 -3.0384 -2.8349 -2.6536 -2.5015 -2.3863 -2.3083 -2.1984 -2.0430 -1.8955
 -1.7683 -1.6505 -1.5407 -1.4395 -1.3471 -1.1531 -1.0009 -0.8796 -0.7829 -0.7052
 -0.6420 -0.5887 -0.5427 -0.5020
 -3.2106 -3.0008 -2.7991 -2.6113 -2.4409 -2.2911 -2.1645 -2.0642 -1.9834 -1.8801
 -1.7580 -1.6414 -1.5327 -1.4322 -1.3401 -1.1459 -0.9943 -0.8753 -0.7823 -0.7095
 -0.6515 -0.6033 -0.5615 -0.5245 -0.4909 -0.4613 -0.4364 -0.4168 -0.4038 -0.4008
 -3.1750 -2.9730 -2.7765 -2.5901 -2.4176 -2.2614 -2.1202 -1.9931 -1.8835 -1.7945
 -1.7153 -1.6269 -1.5281 -1.4294 -1.3376 -1.1427 -0.9905 -0.8723 -0.7815 -0.7122
 -0.6589 -0.6160 -0.5792 -0.5465 -0.5169 -0.4892 -0.4646 -0.4447 -0.4306 -0.4239
 -0.4276
 -3.1469 -2.9522 -2.7614 -2.5781 -2.4061 -2.2477 -2.1037 -1.9722 -1.8523 -1.7447
 -1.6515 -1.5729 -1.4986 -1.4194 -1.3357 -1.1422 -0.9886 -0.8699 -0.7797 -0.7126
 -0.6630 -0.6252 -0.5939 -0.5664 -0.5412 -0.5179 -0.4953 -0.4752 -0.4602 -0.4520
 -0.4519
 -3.1310 -2.9352 -2.7503 -2.5707 -2.3996 -2.2409 -2.0956 -1.9628 -1.8412 -1.7294
 -1.6279 -1.5378 -1.4585 -1.3867 -1.3170 -1.1405 -0.9865 -0.8665 -0.7761 -0.7098
 -0.6625 -0.6289 -0.6033 -0.5818 -0.5622 -0.5437 -0.5265 -0.5116 -0.4990 -0.4886
 -0.4801
 -3.1350 -2.9328 -2.7460 -2.5714 -2.4027 -2.2433 -2.0964 -1.9621 -1.8396 -1.7270
 -1.6234 -1.5290 -1.4437 -1.3668 -1.2966 -1.1362 -0.9873 -0.8655 -0.7735 -0.7064
 -0.6595 -0.6282 -0.6072 -0.5915 -0.5782 -0.5657 -0.5538 -0.5421 -0.5312 -0.5217
 -0.5151
 -3.1692 -2.9356 -2.7467 -2.5750 -2.4110 -2.2528 -2.1039 -1.9671 -1.8426 -1.7287
 -1.6243 -1.5284 -1.4407 -1.3607 -1.2874 -1.1281 -0.9878 -0.8658 -0.7714 -0.7026
 -0.6548 -0.6238 -0.6054 -0.5944 -0.5871 -0.5811 -0.5754 -0.5694 -0.5632 -0.5574
 -0.5525
 -3.2411 -2.9665 -2.7577 -2.5823 -2.4197 -2.2654 -2.1184 -1.9789 -1.8509 -1.7343
 -1.6281 -1.5310 -1.4420 -1.3604 -1.2854 -1.1227 -0.9858 -0.8671 -0.7707
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.0085 -3.7681 -3.4550 -3.1628 -2.8891 -2.6512 -2.4664 -2.3107 -2.1685 -2.0322
 -1.9039 -1.7834 -1.6712 -1.5677 -1.4724 -1.2653 -1.0918 -0.9414 -0.8098
 -3.6553 -3.6071 -3.4007 -3.1208 -2.8535 -2.6066 -2.4065 -2.2426 -2.0976 -1.9619
 -1.8345 -1.7150 -1.6041 -1.5023 -1.4092 -1.2109 -1.0491 -0.9119 -0.7943 -0.6949
 -3.4299 -3.2685 -3.2211 -3.0829 -2.8385 -2.5971 -2.3796 -2.2029 -2.0537 -1.9183
 -1.7921 -1.6739 -1.5640 -1.4631 -1.3710 -1.1769 -1.0214 -0.8926 -0.7844 -0.6935
 -0.6182
 -3.3542 -3.1238 -2.9505 -2.8621 -2.7862 -2.5957 -2.3809 -2.1880 -2.0295 -1.8923
 -1.7674 -1.6505 -1.5415 -1.4411 -1.3494 -1.1567 -1.0046 -0.8809 -0.7792 -0.6951
 -0.6254 -0.5669
 -3.3146 -3.0762 -2.8628 -2.6880 -2.5608 -2.4836 -2.3720 -2.1954 -2.0237 -1.8791
 -1.7539 -1.6382 -1.5302 -1.4302 -1.3386 -1.1459 -0.9950 -0.8743 -0.7770 -0.6981
 -0.6337 -0.5796 -0.5332 -0.4925
 -3.2917 -3.0554 -2.8356 -2.6380 -2.4687 -2.3273 -2.2188 -2.1356 -2.0232 -1.8794
 -1.7481 -1.6329 -1.5258 -1.4263 -1.3347 -1.1410 -0.9898 -0.8705 -0.7762 -0.7013
 -0.6416 -0.5923 -0.5501 -0.5131 -0.4804 -0.4517 -0.4271 -0.4079 -0.3957 -0.3926
 -3.2807 -3.0482 -2.8281 -2.6253 -2.4431 -2.2829 -2.1425 -2.0213 -1.9238 -1.8399
 -1.7408 -1.6316 -1.5256 -1.4266 -1.3351 -1.1400 -0.9875 -0.8683 -0.7755 -0.7036
 -0.6479 -0.6034 -0.5660 -0.5332 -0.5040 -0.4778 -0.4550 -0.4358 -0.4214 -0.4151
 -0.4191
 -3.2777 -3.0505 -2.8320 -2.6275 -2.4404 -2.2728 -2.1232 -1.9894 -1.8698 -1.7654
 -1.6777 -1.5994 -1.5166 -1.4273 -1.3379 -1.1417 -0.9872 -0.8668 -0.7745 -0.7042
 -0.6514 -0.6113 -0.5791 -0.5514 -0.5267 -0.5041 -0.4826 -0.4638 -0.4499 -0.4425
 -0.4425
 -3.2860 -3.0570 -2.8419 -2.6373 -2.4474 -2.2753 -2.1207 -1.9819 -1.8564 -1.7425
 -1.6406 -1.5517 -1.4748 -1.4029 -1.3291 -1.1431 -0.9869 -0.8647 -0.7717 -0.7021
 -0.6512 -0.6146 -0.5874 -0.5655 -0.5461 -0.5284 -0.5122 -0.4973 -0.4845 -0.4755
 -0.4704
 -3.3117 -3.0739 -2.8605 -2.6581 -2.4668 -2.2905 -2.1314 -1.9883 -1.8594 -1.7422
 -1.6353 -1.5388 -1.4530 -1.3768 -1.3074 -1.1432 -0.9895 -0.8651 -0.7701 -0.6996
 -0.6491 -0.6143 -0.5910 -0.5744 -0.5611 -0.5491 -0.5380 -0.5275 -0.5178 -0.5098
 -0.5044
 -3.3657 -3.1019 -2.8838 -2.6836 -2.4941 -2.3155 -2.1513 -2.0033 -1.8703 -1.7500
 -1.6405 -1.5408 -1.4503 -1.3688 -1.2951 -1.1358 -0.9921 -0.8667 -0.7691 -0.6968
 -0.6453 -0.6108 -0.5896 -0.5772 -0.5695 -0.5637 -0.5586 -0.5536 -0.5486 -0.5440
 -0.5401
 -3.4623 -3.1514 -2.9153 -2.7124 -2.5249 -2.3474 -2.1807 -2.0273 -1.8888 -1.7641
 -1.6515 -1.5491 -1.4559 -1.3711 -1.2940 -1.1296 -0.9917 -0.8697 -0.7694
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.0233 -3.7013 -3.3794 -3.0944 -2.8380 -2.6050 -2.4188 -2.2603 -2.1206 -1.9882
 -1.8636 -1.7465 -1.6374 -1.5365 -1.4437 -1.2422 -1.0752 -0.9309 -0.8047
 -3.7849 -3.6445 -3.3608 -3.0674 -2.8047 -2.5663 -2.3688 -2.2051 -2.0606 -1.9284
 -1.8043 -1.6879 -1.5796 -1.4799 -1.3884 -1.1939 -1.0363 -0.9037 -0.7895 -0.6914
 -3.4684 -3.3920 -3.3084 -3.0659 -2.7998 -2.5588 -2.3475 -2.1735 -2.0250 -1.8922
 -1.7690 -1.6536 -1.5461 -1.4469 -1.3561 -1.1644 -1.0117 -0.8856 -0.7793 -0.6888
 -0.6128
 -3.3790 -3.1566 -3.0391 -2.9878 -2.8062 -2.5700 -2.3518 -2.1630 -2.0066 -1.8717
 -1.7493 -1.6349 -1.5281 -1.4293 -1.3386 -1.1474 -0.9969 -0.8748 -0.7737 -0.6890
 -0.6184 -0.5591
 -3.3557 -3.1005 -2.8894 -2.7421 -2.6666 -2.5639 -2.3700 -2.1741 -2.0042 -1.8627
 -1.7394 -1.6259 -1.5199 -1.4215 -1.3307 -1.1388 -0.9887 -0.8686 -0.7710 -0.6909
 -0.6250 -0.5700 -0.5229 -0.4820
 -3.3556 -3.0931 -2.8585 -2.6593 -2.5015 -2.3872 -2.3057 -2.1845 -2.0197 -1.8658
 -1.7366 -1.6232 -1.5178 -1.4198 -1.3290 -1.1357 -0.9847 -0.8653 -0.7700 -0.6933
 -0.6314 -0.5807 -0.5378 -0.5004 -0.4674 -0.4389 -0.4156 -0.3976 -0.3859 -0.3833
 -3.3713 -3.1061 -2.8631 -2.6469 -2.4606 -2.3044 -2.1739 -2.0705 -1.9830 -1.8731
 -1.7422 -1.6249 -1.5197 -1.4220 -1.3312 -1.1363 -0.9836 -0.8637 -0.7694 -0.6951
 -0.6366 -0.5901 -0.5516 -0.5185 -0.4894 -0.4638 -0.4413 -0.4231 -0.4104 -0.4047
 -0.4083
 -3.3964 -3.1327 -2.8856 -2.6607 -2.4616 -2.2883 -2.1388 -2.0079 -1.8945 -1.7993
 -1.7142 -1.6210 -1.5230 -1.4266 -1.3361 -1.1399 -0.9846 -0.8632 -0.7689 -0.6958
 -0.6398 -0.5969 -0.5631 -0.5348 -0.5101 -0.4881 -0.4689 -0.4524 -0.4393 -0.4311
 -0.4315
 -3.4330 -3.1659 -2.9176 -2.6876 -2.4799 -2.2964 -2.1357 -1.9947 -1.8692 -1.7569
 -1.6581 -1.5726 -1.4957 -1.4182 -1.3373 -1.1435 -0.9859 -0.8623 -0.7670 -0.6943
 -0.6399 -0.5999 -0.5703 -0.5473 -0.5278 -0.5105 -0.4952 -0.4816 -0.4702 -0.4619
 -0.4588
 -3.4851 -3.2089 -2.9609 -2.7294 -2.5155 -2.3231 -2.1534 -2.0039 -1.8715 -1.7527
 -1.6454 -1.5493 -1.4644 -1.3899 -1.3204 -1.1482 -0.9906 -0.8642 -0.7666 -0.6930
 -0.6387 -0.6002 -0.5738 -0.5555 -0.5415 -0.5297 -0.5194 -0.5100 -0.5017 -0.4953
 -0.4914
 -3.5611 -3.2620 -3.0093 -2.7779 -2.5622 -2.3636 -2.1850 -2.0269 -1.8873 -1.7628
 -1.6508 -1.5495 -1.4582 -1.3766 -1.3036 -1.1438 -0.9956 -0.8674 -0.7670 -0.6913
 -0.6361 -0.5978 -0.5731 -0.5583 -0.5493 -0.5433 -0.5387 -0.5346 -0.5309 -0.5278
 -0.5250
 -3.6777 -3.3334 -3.0644 -2.8300 -2.6143 -2.4138 -2.2292 -2.0626 -1.9146 -1.7833
 -1.6660 -1.5605 -1.4650 -1.3788 -1.3010 -1.1366 -0.9975 -0.8720 -0.7687
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.0041 -3.6476 -3.3231 -3.0451 -2.7966 -2.5706 -2.3855 -2.2212 -2.0798 -1.9523
 -1.8306 -1.7162 -1.6097 -1.5111 -1.4202 -1.2230 -1.0604 -0.9219 -0.8001
 -3.7733 -3.6386 -3.3194 -3.0233 -2.7632 -2.5322 -2.3395 -2.1743 -2.0301 -1.9008
 -1.7794 -1.6657 -1.5598 -1.4619 -1.3719 -1.1800 -1.0251 -0.8956 -0.7843 -0.6874
 -3.5620 -3.5268 -3.3201 -3.0345 -2.7645 -2.5232 -2.3197 -2.1478 -2.0007 -1.8703
 -1.7496 -1.6367 -1.5315 -1.4340 -1.3443 -1.1542 -1.0030 -0.8788 -0.7739 -0.6839
 -0.6072
 -3.4011 -3.2202 -3.1781 -3.0358 -2.7858 -2.5412 -2.3242 -2.1406 -1.9867 -1.8535
 -1.7333 -1.6213 -1.5167 -1.4195 -1.3298 -1.1397 -0.9899 -0.8687 -0.7680 -0.6830
 -0.6114 -0.5510
 -3.3803 -3.1182 -2.9303 -2.8460 -2.7679 -2.5667 -2.3483 -2.1523 -1.9868 -1.8473
 -1.7258 -1.6144 -1.5104 -1.4136 -1.3238 -1.1326 -0.9827 -0.8629 -0.7651 -0.6839
 -0.6164 -0.5601 -0.5122 -0.4709
 -3.3998 -3.1138 -2.8726 -2.6855 -2.5610 -2.4868 -2.3644 -2.1794 -2.0030 -1.8522
 -1.7249 -1.6131 -1.5096 -1.4131 -1.3234 -1.1308 -0.9796 -0.8600 -0.7638 -0.6855
 -0.6215 -0.5690 -0.5249 -0.4870 -0.4543 -0.4265 -0.4035 -0.3856 -0.3748 -0.3726
 -3.4422 -3.1436 -2.8814 -2.6587 -2.4778 -2.3367 -2.2314 -2.1440 -2.0219 -1.8707
 -1.7326 -1.6162 -1.5125 -1.4163 -1.3267 -1.1325 -0.9793 -0.8589 -0.7633 -0.6870
 -0.6259 -0.5768 -0.5367 -0.5027 -0.4734 -0.4481 -0.4268 -0.4098 -0.3976 -0.3927
 -0.3966
 -3.5011 -3.1948 -2.9192 -2.6781 -2.4726 -2.3003 -2.1574 -2.0371 -1.9375 -1.8474
 -1.7424 -1.6247 -1.5187 -1.4224 -1.3327 -1.1372 -0.9814 -0.8592 -0.7632 -0.6879
 -0.6287 -0.5828 -0.5466 -0.5170 -0.4919 -0.4701 -0.4517 -0.4358 -0.4239 -0.4178
 -0.4187
 -3.5681 -3.2566 -2.9739 -2.7194 -2.4969 -2.3065 -2.1449 -2.0065 -1.8853 -1.7787
 -1.6863 -1.6016 -1.5144 -1.4259 -1.3384 -1.1424 -0.9841 -0.8593 -0.7621 -0.6868
 -0.6291 -0.5855 -0.5529 -0.5280 -0.5077 -0.4904 -0.4758 -0.4630 -0.4530 -0.4467
 -0.4449
 -3.6508 -3.3298 -3.0435 -2.7822 -2.5467 -2.3409 -2.1640 -2.0121 -1.8802 -1.7629
 -1.6578 -1.5643 -1.4814 -1.4067 -1.3337 -1.1507 -0.9904 -0.8627 -0.7630 -0.6865
 -0.6289 -0.5866 -0.5565 -0.5355 -0.5201 -0.5079 -0.4980 -0.4896 -0.4828 -0.4771
 -0.4758
 -3.7543 -3.4122 -3.1195 -2.8550 -2.6130 -2.3954 -2.2042 -2.0388 -1.8957 -1.7704
 -1.6585 -1.5578 -1.4672 -1.3865 -1.3146 -1.1518 -0.9979 -0.8676 -0.7649 -0.6861
 -0.6275 -0.5853 -0.5566 -0.5385 -0.5274 -0.5204 -0.5158 -0.5124 -0.5099 -0.5085
 -0.5071
 -3.8925 -3.5089 -3.2016 -2.9323 -2.6876 -2.4639 -2.2623 -2.0840 -1.9286 -1.7932
 -1.6739 -1.5676 -1.4719 -1.3856 -1.3081 -1.1447 -1.0026 -0.8739 -0.7682
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.9019 -3.5490 -3.2439 -2.9853 -2.7443 -2.5276 -2.3514 -2.1931 -2.0495 -1.9236
 -1.8048 -1.6927 -1.5885 -1.4917 -1.4025 -1.2083 -1.0457 -0.9090 -0.7947
 -3.8312 -3.5780 -3.2562 -2.9716 -2.7229 -2.4977 -2.3137 -2.1509 -2.0062 -1.8790
 -1.7600 -1.6486 -1.5448 -1.4486 -1.3599 -1.1697 -1.0161 -0.8883 -0.7790 -0.6832
 -3.6912 -3.5684 -3.2874 -2.9928 -2.7288 -2.4944 -2.2953 -2.1278 -1.9816 -1.8526
 -1.7341 -1.6234 -1.5202 -1.4244 -1.3359 -1.1468 -0.9961 -0.8727 -0.7687 -0.6791
 -0.6020
 -3.5049 -3.3386 -3.2654 -3.0240 -2.7569 -2.5144 -2.3012 -2.1219 -1.9704 -1.8384
 -1.7201 -1.6102 -1.5075 -1.4120 -1.3234 -1.1340 -0.9843 -0.8632 -0.7626 -0.6773
 -0.6046 -0.5431
 -3.3871 -3.1385 -3.0143 -2.9697 -2.7843 -2.5467 -2.3265 -2.1338 -1.9714 -1.8339
 -1.7140 -1.6044 -1.5023 -1.4071 -1.3185 -1.1281 -0.9777 -0.8577 -0.7594 -0.6773
 -0.6083 -0.5504 -0.5015 -0.4595
 -3.4186 -3.1211 -2.8878 -2.7355 -2.6676 -2.5594 -2.3599 -2.1618 -1.9870 -1.8395
 -1.7139 -1.6038 -1.5020 -1.4071 -1.3186 -1.1269 -0.9751 -0.8550 -0.7580 -0.6783
 -0.6123 -0.5577 -0.5122 -0.4734 -0.4402 -0.4122 -0.3895 -0.3723 -0.3621 -0.3606
 -3.4859 -3.1604 -2.8879 -2.6687 -2.5060 -2.3982 -2.3185 -2.1875 -2.0167 -1.8577
 -1.7224 -1.6075 -1.5054 -1.4105 -1.3221 -1.1293 -0.9754 -0.8542 -0.7576 -0.6794
 -0.6159 -0.5643 -0.5221 -0.4869 -0.4569 -0.4314 -0.4101 -0.3936 -0.3829 -0.3789
 -0.3834
 -3.5781 -3.2328 -2.9343 -2.6835 -2.4783 -2.3161 -2.1890 -2.0893 -1.9978 -1.8797
 -1.7423 -1.6178 -1.5121 -1.4171 -1.3285 -1.1345 -0.9782 -0.8550 -0.7579 -0.6804
 -0.6185 -0.5695 -0.5306 -0.4992 -0.4730 -0.4509 -0.4328 -0.4183 -0.4077 -0.4022
 -0.4040
 -3.6854 -3.3239 -3.0082 -2.7340 -2.5023 -2.3108 -2.1541 -2.0234 -1.9119 -1.8155
 -1.7250 -1.6258 -1.5203 -1.4241 -1.3354 -1.1405 -0.9818 -0.8561 -0.7574 -0.6799
 -0.6192 -0.5721 -0.5362 -0.5086 -0.4867 -0.4688 -0.4543 -0.4427 -0.4339 -0.4289
 -0.4288
 -3.7961 -3.4303 -3.1044 -2.8147 -2.5616 -2.3467 -2.1675 -2.0176 -1.8898 -1.7772
 -1.6770 -1.5878 -1.5048 -1.4230 -1.3422 -1.1506 -0.9895 -0.8607 -0.7594 -0.6805
 -0.6197 -0.5737 -0.5399 -0.5155 -0.4978 -0.4845 -0.4743 -0.4666 -0.4610 -0.4577
 -0.4575
 -3.9218 -3.5453 -3.2100 -2.9119 -2.6452 -2.4113 -2.2112 -2.0424 -1.8997 -1.7764
 -1.6670 -1.5688 -1.4803 -1.4008 -1.3285 -1.1578 -0.9989 -0.8671 -0.7627 -0.6814
 -0.6194 -0.5735 -0.5408 -0.5188 -0.5046 -0.4958 -0.4905 -0.4873 -0.4858 -0.4859
 -0.4866
 -4.0623 -3.6690 -3.3202 -3.0162 -2.7420 -2.4969 -2.2800 -2.0928 -1.9334 -1.7970
 -1.6785 -1.5735 -1.4790 -1.3938 -1.2943 -1.1621 -1.0100 -0.8753 -0.7673
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.8323 -3.4835 -3.1901 -2.9467 -2.7082 -2.4994 -2.3225 -2.1679 -2.0257 -1.9024
 -1.7852 -1.6752 -1.5726 -1.4776 -1.3897 -1.1978 -1.0371 -0.9022 -0.7896
 -3.8725 -3.5246 -3.2064 -2.9312 -2.6925 -2.4739 -2.2894 -2.1313 -1.9872 -1.8626
 -1.7455 -1.6359 -1.5339 -1.4393 -1.3517 -1.1628 -1.0097 -0.8826 -0.7743 -0.6793
 -3.6644 -3.5637 -3.2424 -2.9560 -2.7005 -2.4721 -2.2760 -2.1117 -1.9661 -1.8392
 -1.7225 -1.6136 -1.5121 -1.4178 -1.3304 -1.1423 -0.9914 -0.8680 -0.7643 -0.6748
