 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -2.6932 -2.6032 -2.5263 -2.4568 -2.3923 -2.3313 -2.2725 -2.2176 -2.1688 -2.1276
 -2.0951
 -6.2375 -6.0622 -5.8881 -5.7114 -5.5383 -5.3627 -5.1882 -5.0189 -4.8559 -4.6952
 -4.5347 -4.3760 -4.2225 -4.0763 -3.9374 -3.6220 -3.3520 -3.1334 -2.9568 -2.8135
 -2.7025 -2.6167 -2.5467 -2.4851 -2.4282 -2.3742 -2.3229 -2.2742 -2.2296 -2.1893
 -2.1528
 -6.0781 -5.9186 -5.7588 -5.5988 -5.4389 -5.2793 -5.1197 -4.9599 -4.8037 -4.6525
 -4.5034 -4.3547 -4.2075 -4.0653 -3.9293 -3.6202 -3.3581 -3.1414 -2.9660 -2.8237
 -2.7120 -2.6271 -2.5613 -2.5067 -2.4578 -2.4119 -2.3680 -2.3258 -2.2856 -2.2479
 -2.2132
 -5.9348 -5.7847 -5.6353 -5.4866 -5.3388 -5.1919 -5.0460 -4.9006 -4.7543 -4.6098
 -4.4689 -4.3303 -4.1925 -4.0563 -3.9235 -3.6200 -3.3629 -3.1487 -2.9739 -2.8328
 -2.7207 -2.6350 -2.5705 -2.5203 -2.4784 -2.4406 -2.4050 -2.3706 -2.3372 -2.3052
 -2.2753
 -5.7935 -5.6323 -5.4851 -5.3477 -5.2163 -5.0874 -4.9585 -4.8278 -4.6958 -4.5634
 -4.4314 -4.3005 -4.1715 -4.0439 -3.9176 -3.6210 -3.3662 -3.1549 -2.9811
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = BX   
 -8.3993 -8.2278 -8.0186 -7.6850 -7.2999 -6.9127 -6.5718 -6.2805 -6.0100 -5.7514
 -5.5046 -5.2746 -5.0625 -4.8651 -4.6787 -4.2528 -3.8349 -3.4375 -3.1115
 -7.8865 -7.5574 -7.3657 -7.2408 -7.0020 -6.6738 -6.3354 -6.0309 -5.7562 -5.4952
 -5.2470 -5.0168 -4.8066 -4.6145 -4.4367 -4.0343 -3.6680 -3.3328 -3.0487 -2.8230
 -7.5919 -7.2253 -6.9294 -6.7098 -6.5771 -6.4217 -6.1562 -5.8562 -5.5758 -5.3154
 -5.0668 -4.8355 -4.6249 -4.4343 -4.2607 -3.8812 -3.5525 -3.2587 -3.0056 -2.8012
 -2.6371
 -7.3800 -7.0238 -6.7091 -6.4357 -6.2097 -6.0374 -5.9002 -5.7099 -5.4532 -5.1964
 -4.9503 -4.7184 -4.5061 -4.3147 -4.1420 -3.7747 -3.4709 -3.2077 -2.9797 -2.7923
 -2.6410 -2.5146
 -7.2050 -6.8757 -6.5672 -6.2924 -6.0500 -5.8293 -5.6322 -5.4625 -5.3059 -5.1058
 -4.8773 -4.6501 -4.4374 -4.2439 -4.0698 -3.7064 -3.4170 -3.1745 -2.9661 -2.7925
 -2.6516 -2.5341 -2.4321 -2.3399
 -7.0586 -6.7504 -6.4604 -6.1889 -5.9447 -5.7229 -5.5128 -5.3117 -5.1269 -4.9638
 -4.7956 -4.6030 -4.4017 -4.2094 -4.0332 -3.6675 -3.3846 -3.1547 -2.9605 -2.7981
 -2.6658 -2.5562 -2.4615 -2.3766 -2.2983 -2.2260 -2.1601 -2.1005 -2.0487 -2.0118
 -6.9158 -6.6356 -6.3690 -6.1092 -5.8668 -5.6465 -5.4420 -5.2443 -5.0506 -4.8657
 -4.6935 -4.5322 -4.3667 -4.1935 -4.0220 -3.6510 -3.3682 -3.1447 -2.9598 -2.8056
 -2.6804 -2.5780 -2.4905 -2.4123 -2.3406 -2.2722 -2.2084 -2.1516 -2.1035 -2.0651
 -2.0359
 -6.7808 -6.5253 -6.2835 -6.0411 -5.8060 -5.5861 -5.3849 -5.1955 -5.0105 -4.8272
 -4.6483 -4.4777 -4.3193 -4.1678 -4.0157 -3.6535 -3.3642 -3.1420 -2.9623 -2.8136
 -2.6935 -2.5970 -2.5165 -2.4455 -2.3804 -2.3181 -2.2595 -2.2061 -2.1589 -2.1189
 -2.0866
 -6.6589 -6.4205 -6.1968 -5.9737 -5.7518 -5.5364 -5.3351 -5.1489 -4.9727 -4.7997
 -4.6273 -4.4570 -4.2937 -4.1412 -3.9979 -3.6609 -3.3693 -3.1432 -2.9652 -2.8199
 -2.7027 -2.6104 -2.5361 -2.4725 -2.4148 -2.3609 -2.3102 -2.2633 -2.2202 -2.1805
 -2.1439
 -6.5549 -6.3232 -6.1109 -5.9080 -5.7027 -5.4987 -5.3001 -5.1131 -4.9396 -4.7748
 -4.6132 -4.4518 -4.2917 -4.1376 -3.9926 -3.6678 -3.3847 -3.1531 -2.9730 -2.8285
 -2.7122 -2.6213 -2.5508 -2.4936 -2.4435 -2.3974 -2.3540 -2.3126 -2.2734 -2.2369
 -2.2034
 -6.4680 -6.2339 -6.0269 -5.8363 -5.6464 -5.4585 -5.2707 -5.0870 -4.9124 -4.7493
 -4.5945 -4.4433 -4.2926 -4.1432 -3.9985 -3.6737 -3.3977 -3.1666 -2.9825 -2.8372
 -2.7208 -2.6296 -2.5604 -2.5072 -2.4638 -2.4255 -2.3901 -2.3563 -2.3238 -2.2929
 -2.2643
 -6.3928 -6.1526 -5.9446 -5.7564 -5.5797 -5.4067 -5.2337 -5.0615 -4.8920 -4.7288
 -4.5750 -4.4291 -4.2873 -4.1470 -4.0079 -3.6839 -3.4088 -3.1797 -2.9931
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = BX   
 -8.5415 -8.2491 -7.8135 -7.3593 -6.9194 -6.5374 -6.2380 -5.9714 -5.7198 -5.4852
 -5.2629 -5.0548 -4.8628 -4.6863 -4.5227 -4.1505 -3.8014 -3.4643 -3.1572
 -7.8763 -7.7092 -7.5361 -7.1872 -6.7891 -6.4016 -6.0688 -5.7892 -5.5322 -5.2938
 -5.0681 -4.8573 -4.6638 -4.4879 -4.3271 -3.9722 -3.6544 -3.3586 -3.0885 -2.8570
 -7.5898 -7.2452 -7.0458 -6.9326 -6.6754 -6.3260 -5.9799 -5.6776 -5.4141 -5.1727
 -4.9448 -4.7311 -4.5346 -4.3564 -4.1951 -3.8477 -3.5496 -3.2824 -3.0414 -2.8316
 -2.6578
 -7.4420 -7.0604 -6.7514 -6.5257 -6.3881 -6.2254 -5.9389 -5.6298 -5.3510 -5.1046
 -4.8753 -4.6592 -4.4590 -4.2770 -4.1129 -3.7659 -3.4788 -3.2304 -3.0110 -2.8188
 -2.6574 -2.5232
 -7.3410 -6.9646 -6.6325 -6.3495 -6.1176 -5.9332 -5.7907 -5.5951 -5.3324 -5.0759
 -4.8448 -4.6270 -4.4233 -4.2367 -4.0682 -3.7161 -3.4336 -3.1968 -2.9927 -2.8147
 -2.6640 -2.5382 -2.4312 -2.3378
 -7.2634 -6.9028 -6.5674 -6.2695 -6.0096 -5.7829 -5.5845 -5.4129 -5.2580 -5.0625
 -4.8389 -4.6224 -4.4167 -4.2256 -4.0518 -3.6902 -3.4069 -3.1765 -2.9827 -2.8160
 -2.6745 -2.5565 -2.4565 -2.3689 -2.2904 -2.2189 -2.1527 -2.0904 -2.0353 -2.0015
 -7.1998 -6.8582 -6.5306 -6.2283 -5.9592 -5.7231 -5.5090 -5.3081 -5.1230 -4.9590
 -4.7998 -4.6199 -4.4257 -4.2350 -4.0568 -3.6828 -3.3942 -3.1657 -2.9783 -2.8200
 -2.6864 -2.5753 -2.4820 -2.4010 -2.3280 -2.2611 -2.1997 -2.1433 -2.0918 -2.0480
 -2.0239
 -7.1406 -6.8218 -6.5074 -6.2078 -5.9328 -5.6877 -5.4697 -5.2684 -5.0761 -4.8925
 -4.7225 -4.5657 -4.4095 -4.2437 -4.0736 -3.6906 -3.3928 -3.1623 -2.9777 -2.8251
 -2.6976 -2.5925 -2.5055 -2.4312 -2.3647 -2.3037 -2.2462 -2.1933 -2.1462 -2.1060
 -2.0734
 -7.0875 -6.7838 -6.4866 -6.1959 -5.9201 -5.6683 -5.4435 -5.2411 -5.0524 -4.8701
 -4.6937 -4.5259 -4.3678 -4.2185 -4.0715 -3.7076 -3.3990 -3.1628 -2.9783 -2.8288
 -2.7056 -2.6052 -2.5238 -2.4561 -2.3967 -2.3424 -2.2923 -2.2463 -2.2043 -2.1657
 -2.1304
 -7.0445 -6.7516 -6.4679 -6.1920 -5.9227 -5.6682 -5.4358 -5.2272 -5.0383 -4.8613
 -4.6897 -4.5222 -4.3597 -4.2048 -4.0599 -3.7255 -3.4202 -3.1735 -2.9850 -2.8357
 -2.7144 -2.6164 -2.5387 -2.4764 -2.4239 -2.3770 -2.3339 -2.2934 -2.2556 -2.2208
 -2.1897
 -7.0134 -6.7095 -6.4400 -6.1811 -5.9267 -5.6778 -5.4423 -5.2261 -5.0311 -4.8535
 -4.6870 -4.5259 -4.3674 -4.2120 -4.0632 -3.7330 -3.4432 -3.1924 -2.9959 -2.8438
 -2.7225 -2.6252 -2.5491 -2.4903 -2.4436 -2.4039 -2.3685 -2.3353 -2.3041 -2.2748
 -2.2478
 -6.9981 -6.6760 -6.4042 -6.1575 -5.9176 -5.6830 -5.4552 -5.2370 -5.0350 -4.8513
 -4.6836 -4.5267 -4.3751 -4.2259 -4.0789 -3.7430 -3.4595 -3.2143 -3.0116
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = BX   
 -8.5538 -8.1405 -7.6461 -7.1820 -6.7547 -6.3881 -6.0953 -5.8388 -5.6008 -5.3758
 -5.1645 -4.9664 -4.7831 -4.6148 -4.4597 -4.1109 -3.7887 -3.4768 -3.1811
 -7.9502 -7.8214 -7.4994 -7.0763 -6.6618 -6.2762 -5.9571 -5.6867 -5.4415 -5.2129
 -4.9979 -4.7968 -4.6113 -4.4420 -4.2877 -3.9503 -3.6509 -3.3713 -3.1115 -2.8803
 -7.5871 -7.3035 -7.1936 -6.9749 -6.6115 -6.2381 -5.8913 -5.6002 -5.3470 -5.1146
 -4.8969 -4.6927 -4.5037 -4.3315 -4.1752 -3.8405 -3.5543 -3.2965 -3.0621 -2.8526
 -2.6739
 -7.4588 -7.0737 -6.7955 -6.6434 -6.5084 -6.2187 -5.8841 -5.5702 -5.3017 -5.0634
 -4.8436 -4.6367 -4.4440 -4.2674 -4.1073 -3.7693 -3.4896 -3.2456 -3.0293 -2.8369
 -2.6711 -2.5317
 -7.3926 -6.9928 -6.6517 -6.3840 -6.1876 -6.0531 -5.8646 -5.5822 -5.2986 -5.0479
 -4.8245 -4.6154 -4.4192 -4.2379 -4.0728 -3.7269 -3.4482 -3.2125 -3.0086 -2.8298
 -2.6749 -2.5441 -2.4332 -2.3370
 -7.3541 -6.9590 -6.6020 -6.2950 -6.0413 -5.8290 -5.6551 -5.5058 -5.3071 -5.0618
 -4.8300 -4.6189 -4.4197 -4.2339 -4.0634 -3.7059 -3.4239 -3.1921 -2.9966 -2.8281
 -2.6829 -2.5598 -2.4558 -2.3657 -2.2857 -2.2129 -2.1455 -2.0845 -2.0324 -1.9952
 -7.3323 -6.9484 -6.5893 -6.2666 -5.9877 -5.7492 -5.5391 -5.3489 -5.1826 -5.0259
 -4.8396 -4.6366 -4.4379 -4.2492 -4.0734 -3.7019 -3.4126 -3.1812 -2.9905 -2.8297
 -2.6925 -2.5765 -2.4791 -2.3954 -2.3211 -2.2538 -2.1930 -2.1367 -2.0845 -2.0405
 -2.0162
 -7.3156 -6.9501 -6.5962 -6.2678 -5.9739 -5.7188 -5.4964 -5.2947 -5.1059 -4.9306
 -4.7717 -4.6176 -4.4503 -4.2728 -4.0975 -3.7123 -3.4126 -3.1777 -2.9891 -2.8331
 -2.7021 -2.5922 -2.5008 -2.4235 -2.3557 -2.2942 -2.2369 -2.1845 -2.1379 -2.0978
 -2.0647
 -7.3022 -6.9509 -6.6093 -6.2824 -5.9808 -5.7121 -5.4772 -5.2695 -5.0785 -4.8966
 -4.7239 -4.5632 -4.4126 -4.2643 -4.1107 -3.7325 -3.4202 -3.1786 -2.9892 -2.8358
 -2.7091 -2.6042 -2.5182 -2.4471 -2.3859 -2.3311 -2.2811 -2.2349 -2.1925 -2.1548
 -2.1216
 -7.2929 -6.9526 -6.6277 -6.3102 -6.0076 -5.7297 -5.4821 -5.2639 -5.0693 -4.8890
 -4.7164 -4.5505 -4.3925 -4.2426 -4.1004 -3.7581 -3.4425 -3.1903 -2.9962 -2.8423
 -2.7174 -2.6153 -2.5330 -2.4669 -2.4121 -2.3643 -2.3212 -2.2812 -2.2441 -2.2102
 -2.1800
 -7.2903 -6.9463 -6.6362 -6.3350 -6.0416 -5.7621 -5.5051 -5.2750 -5.0711 -4.8877
 -4.7174 -4.5544 -4.3962 -4.2432 -4.0967 -3.7680 -3.4702 -3.2107 -3.0081 -2.8508
 -2.7254 -2.6243 -2.5439 -2.4812 -2.4316 -2.3905 -2.3546 -2.3217 -2.2911 -2.2627
 -2.2363
 -7.3028 -6.9379 -6.6305 -6.3459 -6.0686 -5.7981 -5.5403 -5.3019 -5.0869 -4.8948
 -4.7214 -4.5604 -4.4064 -4.2563 -4.1097 -3.7751 -3.4898 -3.2369 -3.0260
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = BX   
 -8.5040 -7.9873 -7.4726 -7.0200 -6.6251 -6.2750 -5.9866 -5.7306 -5.4998 -5.2849
 -5.0833 -4.8944 -4.7190 -4.5577 -4.4092 -4.0790 -3.7787 -3.4887 -3.2057
 -8.0875 -7.8401 -7.4090 -6.9567 -6.5473 -6.1798 -5.8713 -5.6058 -5.3655 -5.1470
 -4.9417 -4.7497 -4.5717 -4.4086 -4.2596 -3.9363 -3.6521 -3.3862 -3.1358 -2.9073
 -7.6050 -7.4435 -7.2897 -6.9318 -6.5290 -6.1536 -5.8200 -5.5381 -5.2903 -5.0667
 -4.8585 -4.6634 -4.4821 -4.3156 -4.1639 -3.8398 -3.5641 -3.3142 -3.0849 -2.8768
 -2.6945
 -7.4630 -7.0970 -6.8978 -6.7942 -6.5233 -6.1677 -5.8247 -5.5190 -5.2584 -5.0282
 -4.8173 -4.6193 -4.4343 -4.2636 -4.1077 -3.7776 -3.5048 -3.2649 -3.0502 -2.8580
 -2.6888 -2.5442
 -7.4253 -7.0073 -6.6749 -6.4478 -6.3188 -6.1505 -5.8545 -5.5442 -5.2632 -5.0214
 -4.8060 -4.6053 -4.4169 -4.2418 -4.0808 -3.7409 -3.4667 -3.2323 -3.0275 -2.8476
 -2.6896 -2.5537 -2.4381 -2.3387
 -7.4241 -6.9958 -6.6216 -6.3166 -6.0818 -5.9063 -5.7673 -5.5665 -5.3006 -5.0428
 -4.8168 -4.6132 -4.4218 -4.2424 -4.0763 -3.7238 -3.4442 -3.2119 -3.0138 -2.8430
 -2.6945 -2.5665 -2.4577 -2.3642 -2.2819 -2.2080 -2.1406 -2.0780 -2.0230 -1.9885
 -7.4455 -7.0169 -6.6276 -6.2899 -6.0079 -5.7780 -5.5829 -5.4175 -5.2644 -5.0716
 -4.8467 -4.6370 -4.4431 -4.2603 -4.0893 -3.7226 -3.4344 -3.2009 -3.0066 -2.8422
 -2.7015 -2.5807 -2.4783 -2.3909 -2.3145 -2.2462 -2.1843 -2.1279 -2.0763 -2.0323
 -2.0074
 -7.4744 -7.0566 -6.6631 -6.3074 -5.9987 -5.7388 -5.5191 -5.3236 -5.1457 -4.9854
 -4.8308 -4.6571 -4.4728 -4.2906 -4.1165 -3.7356 -3.4356 -3.1976 -3.0045 -2.8441
 -2.7092 -2.5946 -2.4981 -2.4167 -2.3465 -2.2840 -2.2279 -2.1770 -2.1303 -2.0883
 -2.0549
 -7.5059 -7.0969 -6.7101 -6.3474 -6.0218 -5.7391 -5.4984 -5.2904 -5.1017 -4.9250
 -4.7605 -4.6084 -4.4607 -4.3059 -4.1442 -3.7581 -3.4448 -3.1993 -3.0045 -2.8460
 -2.7149 -2.6054 -2.5142 -2.4386 -2.3747 -2.3187 -2.2685 -2.2227 -2.1810 -2.1435
 -2.1112
 -7.5371 -7.1430 -6.7672 -6.4068 -6.0721 -5.7725 -5.5118 -5.2873 -5.0907 -4.9108
 -4.7407 -4.5794 -4.4283 -4.2852 -4.1451 -3.7910 -3.4684 -3.2121 -3.0121 -2.8526
 -2.7228 -2.6162 -2.5288 -2.4579 -2.3998 -2.3503 -2.3066 -2.2669 -2.2306 -2.1977
 -2.1685
 -7.5677 -7.1758 -6.8162 -6.4685 -6.1354 -5.8268 -5.5501 -5.3079 -5.0973 -4.9109
 -4.7400 -4.5780 -4.4230 -4.2752 -4.1339 -3.8073 -3.5003 -3.2337 -3.0252 -2.8618
 -2.7311 -2.6253 -2.5401 -2.4724 -2.4190 -2.3755 -2.3387 -2.3059 -2.2759 -2.2484
 -2.2224
 -7.6087 -7.1995 -6.8478 -6.5173 -6.1972 -5.8912 -5.6066 -5.3500 -5.1235 -4.9247
 -4.7476 -4.5852 -4.4314 -4.2833 -4.1401 -3.8117 -3.5241 -3.2633 -3.0449
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = BX   
 -8.3809 -7.8189 -7.3085 -6.8802 -6.5114 -6.1830 -5.9048 -5.6468 -5.4163 -5.2130
 -5.0199 -4.8389 -4.6707 -4.5156 -4.3725 -4.0567 -3.7736 -3.5009 -3.2335
 -8.0138 -7.7851 -7.2999 -6.8431 -6.4446 -6.0974 -5.8033 -5.5411 -5.3052 -5.0958
 -4.8992 -4.7154 -4.5447 -4.3873 -4.2431 -3.9307 -3.6587 -3.4042 -3.1621 -2.9369
 -7.6943 -7.5949 -7.2852 -6.8611 -6.4474 -6.0753 -5.7596 -5.4860 -5.2445 -5.0292
 -4.8298 -4.6431 -4.4692 -4.3086 -4.1614 -3.8461 -3.5791 -3.3361 -3.1107 -2.9041
 -2.7195
 -7.4633 -7.1632 -7.0661 -6.8490 -6.4823 -6.1082 -5.7678 -5.4746 -5.2221 -4.9990
 -4.7966 -4.6071 -4.4298 -4.2652 -4.1139 -3.7913 -3.5248 -3.2888 -3.0750 -2.8823
 -2.7107 -2.5613
 -7.4363 -7.0151 -6.7203 -6.5772 -6.4455 -6.1493 -5.8152 -5.5030 -5.2320 -4.9975
 -4.7898 -4.5974 -4.4167 -4.2481 -4.0920 -3.7589 -3.4892 -3.2569 -3.0511 -2.8690
 -2.7082 -2.5677 -2.4470 -2.3437
 -7.4680 -7.0106 -6.6315 -6.3474 -6.1585 -6.0348 -5.8420 -5.5575 -5.2740 -5.0221
 -4.8033 -4.6072 -4.4235 -4.2510 -4.0901 -3.7443 -3.4680 -3.2364 -3.0360 -2.8617
 -2.7099 -2.5774 -2.4633 -2.3654 -2.2807 -2.2054 -2.1361 -2.0712 -2.0164 -1.9816
 -7.5318 -7.0583 -6.6442 -6.2997 -6.0295 -5.8221 -5.6610 -5.5164 -5.3165 -5.0709
 -4.8373 -4.6324 -4.4455 -4.2697 -4.1046 -3.7451 -3.4590 -3.2251 -3.0276 -2.8589
 -2.7141 -2.5888 -2.4811 -2.3889 -2.3093 -2.2391 -2.1770 -2.1202 -2.0671 -2.0234
 -1.9982
 -7.6130 -7.1354 -6.7027 -6.3258 -6.0116 -5.7554 -5.5469 -5.3674 -5.2096 -5.0563
 -4.8745 -4.6708 -4.4797 -4.3012 -4.1323 -3.7596 -3.4612 -3.2220 -3.0247 -2.8594
 -2.7196 -2.6004 -2.4985 -2.4121 -2.3383 -2.2739 -2.2169 -2.1647 -2.1179 -2.0775
 -2.0441
 -7.6924 -7.2221 -6.7834 -6.3869 -6.0418 -5.7518 -5.5126 -5.3105 -5.1299 -4.9639
 -4.8107 -4.6614 -4.5011 -4.3339 -4.1669 -3.7838 -3.4719 -3.2242 -3.0247 -2.8606
 -2.7241 -2.6095 -2.5130 -2.4321 -2.3642 -2.3058 -2.2548 -2.2089 -2.1676 -2.1311
 -2.0992
 -7.7710 -7.3127 -6.8802 -6.4768 -6.1122 -5.7950 -5.5265 -5.3012 -5.1077 -4.9325
 -4.7684 -4.6148 -4.4708 -4.3312 -4.1882 -3.8219 -3.4970 -3.2383 -3.0330 -2.8674
 -2.7318 -2.6197 -2.5269 -2.4505 -2.3879 -2.3355 -2.2907 -2.2508 -2.2151 -2.1823
 -2.1549
 -7.8430 -7.3920 -6.9728 -6.5751 -6.2037 -5.8686 -5.5756 -5.3252 -5.1124 -4.9274
 -4.7593 -4.6013 -4.4516 -4.3106 -4.1756 -3.8492 -3.5321 -3.2612 -3.0473 -2.8774
 -2.7405 -2.6290 -2.5384 -2.4652 -2.4068 -2.3599 -2.3212 -2.2878 -2.2582 -2.2316
 -2.2065
 -7.9182 -7.4553 -7.0483 -6.6652 -6.3006 -5.9599 -5.6512 -5.3793 -5.1445 -4.9424
 -4.7653 -4.6045 -4.4535 -4.3097 -4.1721 -3.8536 -3.5618 -3.2931 -3.0686
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = BX   
 -8.2222 -7.6543 -7.1658 -6.7642 -6.4089 -6.0962 -5.8328 -5.5867 -5.3581 -5.1608
 -4.9752 -4.8008 -4.6388 -4.4887 -4.3502 -4.0451 -3.7673 -3.5070 -3.2621
 -8.0807 -7.6910 -7.1880 -6.7415 -6.3608 -6.0270 -5.7491 -5.4949 -5.2628 -5.0606
 -4.8715 -4.6946 -4.5301 -4.3780 -4.2379 -3.9340 -3.6714 -3.4264 -3.1917 -2.9694
 -7.8609 -7.6508 -7.2334 -6.7828 -6.3730 -6.0142 -5.7109 -5.4485 -5.2125 -5.0039
 -4.8121 -4.6327 -4.4655 -4.3104 -4.1673 -3.8593 -3.5993 -3.3626 -3.1408 -2.9351
 -2.7490
 -7.5936 -7.3137 -7.1798 -6.8299 -6.4278 -6.0523 -5.7212 -5.4398 -5.1954 -4.9787
 -4.7838 -4.6017 -4.4315 -4.2728 -4.1260 -3.8104 -3.5494 -3.3177 -3.1050 -2.9112
 -2.7372 -2.5835
 -7.4326 -7.0336 -6.8265 -6.7359 -6.4678 -6.1144 -5.7727 -5.4678 -5.2064 -4.9792
 -4.7786 -4.5936 -4.4201 -4.2579 -4.1068 -3.7809 -3.5157 -3.2865 -3.0804 -2.8955
 -2.7314 -2.5867 -2.4607 -2.3529
 -7.4832 -7.0117 -6.6462 -6.4118 -6.2968 -6.1304 -5.8355 -5.5280 -5.2468 -5.0040
 -4.7921 -4.6032 -4.4267 -4.2609 -4.1056 -3.7677 -3.4951 -3.2657 -3.0641 -2.8860
 -2.7300 -2.5932 -2.4738 -2.3707 -2.2812 -2.2032 -2.1318 -2.0646 -2.0098 -1.9745
 -7.5817 -7.0746 -6.6473 -6.3102 -6.0676 -5.9056 -5.7777 -5.5759 -5.3111 -5.0531
 -4.8262 -4.6277 -4.4478 -4.2786 -4.1195 -3.7692 -3.4864 -3.2537 -3.0545 -2.8813
 -2.7315 -2.6015 -2.4885 -2.3909 -2.3069 -2.2338 -2.1682 -2.1094 -2.0572 -2.0139
 -1.9884
 -7.7112 -7.1822 -6.7195 -6.3299 -6.0177 -5.7787 -5.5934 -5.4425 -5.2955 -5.1043
 -4.8802 -4.6684 -4.4813 -4.3092 -4.1465 -3.7843 -3.4891 -3.2501 -3.0505 -2.8803
 -2.7348 -2.6104 -2.5033 -2.4112 -2.3327 -2.2651 -2.2063 -2.1546 -2.1077 -2.0653
 -2.0322
 -7.8576 -7.3102 -6.8280 -6.4049 -6.0478 -5.7582 -5.5282 -5.3388 -5.1733 -5.0231
 -4.8735 -4.7046 -4.5211 -4.3466 -4.1814 -3.8092 -3.5008 -3.2528 -3.0500 -2.8806
 -2.7380 -2.6176 -2.5156 -2.4290 -2.3559 -2.2941 -2.2410 -2.1945 -2.1533 -2.1171
 -2.0856
 -7.9866 -7.4499 -6.9628 -6.5208 -6.1322 -5.8031 -5.5331 -5.3131 -5.1273 -4.9606
 -4.8064 -4.6618 -4.5201 -4.3729 -4.2209 -3.8486 -3.5274 -3.2680 -3.0587 -2.8873
 -2.7452 -2.6269 -2.5285 -2.4463 -2.3781 -2.3217 -2.2743 -2.2336 -2.1978 -2.1665
 -2.1395
 -8.0999 -7.5808 -7.1002 -6.6546 -6.2485 -5.8910 -5.5864 -5.3331 -5.1230 -4.9430
 -4.7806 -4.6291 -4.4864 -4.3519 -4.2207 -3.8878 -3.5644 -3.2924 -3.0744 -2.8983
 -2.7546 -2.6365 -2.5398 -2.4608 -2.3967 -2.3450 -2.3032 -2.2684 -2.2385 -2.2125
 -2.1887
 -8.1974 -7.7030 -7.2202 -6.7864 -6.3787 -6.0068 -5.6769 -5.3934 -5.1546 -4.9532
 -4.7794 -4.6228 -4.4766 -4.3385 -4.1808 -3.9268 -3.6118 -3.3260 -3.0971
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = BX   
 -8.0727 -7.5094 -7.0468 -6.6751 -6.3317 -6.0355 -5.7761 -5.5393 -5.3166 -5.1262
 -4.9463 -4.7777 -4.6208 -4.4756 -4.3410 -4.0439 -3.7751 -3.5254 -3.2924
 -8.1199 -7.5838 -7.0833 -6.6544 -6.2942 -5.9761 -5.7037 -5.4599 -5.2330 -5.0382
 -4.8554 -4.6847 -4.5259 -4.3788 -4.2425 -3.9456 -3.6903 -3.4530 -3.2248 -3.0057
 -7.8079 -7.6367 -7.1486 -6.7070 -6.3106 -5.9664 -5.6736 -5.4204 -5.1892 -4.9883
 -4.8031 -4.6302 -4.4691 -4.3193 -4.1804 -3.8792 -3.6249 -3.3937 -3.1757 -2.9708
 -2.7831
