 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = BX   
 -5.3942 -5.1791 -4.9781 -4.7870 -4.6065 -4.2192 -3.9206 -3.6836 -3.4847 -3.3128
 -3.1623 -3.0311 -2.9179 -2.8194
 -7.9750 -7.5492 -7.1917 -6.8956 -6.6484 -6.4322 -6.2225 -6.0021 -5.7707 -5.5436
 -5.3308 -5.1333 -4.9465 -4.7658 -4.5904 -4.2015 -3.8992 -3.6639 -3.4711 -3.3071
 -3.1654 -3.0424 -2.9363 -2.8441 -2.7628 -2.6904 -2.6237 -2.5608 -2.5066 -2.4723
 -8.0198 -7.5253 -7.0993 -6.7402 -6.4413 -6.1912 -5.9798 -5.7977 -5.6300 -5.4589
 -5.2782 -5.0967 -4.9217 -4.7522 -4.5850 -4.1976 -3.8895 -3.6530 -3.4637 -3.3054
 -3.1707 -3.0549 -2.9554 -2.8697 -2.7943 -2.7269 -2.6664 -2.6107 -2.5587 -2.5151
 -2.4898
 -8.1592 -7.6058 -7.1255 -6.7174 -6.3768 -6.0937 -5.8567 -5.6548 -5.4794 -5.3263
 -5.1893 -5.0529 -4.9034 -4.7447 -4.5857 -4.2050 -3.8900 -3.6492 -3.4608 -3.3062
 -3.1768 -3.0670 -2.9736 -2.8941 -2.8251 -2.7635 -2.7081 -2.6576 -2.6111 -2.5702
 -2.5365
 -8.3699 -7.7609 -7.2312 -6.7791 -6.4004 -6.0859 -5.8244 -5.6044 -5.4159 -5.2511
 -5.1046 -4.9723 -4.8487 -4.7223 -4.5835 -4.2186 -3.8974 -3.6499 -3.4597 -3.3071
 -3.1812 -3.0761 -2.9883 -2.9147 -2.8521 -2.7970 -2.7476 -2.7026 -2.6615 -2.6247
 -2.5926
 -8.6102 -7.9759 -7.4042 -6.9122 -6.4964 -6.1502 -5.8622 -5.6206 -5.4148 -5.2365
 -5.0786 -4.9357 -4.8038 -4.6799 -4.5598 -4.2386 -3.9179 -3.6611 -3.4657 -3.3122
 -3.1877 -3.0854 -3.0015 -2.9328 -2.8760 -2.8275 -2.7847 -2.7458 -2.7101 -2.6779
 -2.6492
 -8.8088 -8.1805 -7.6032 -7.0840 -6.6397 -6.2641 -5.9493 -5.6842 -5.4582 -5.2624
 -5.0900 -4.9353 -4.7938 -4.6619 -4.5373 -4.2437 -3.9462 -3.6804 -3.4767 -3.3196
 -3.1944 -3.0933 -3.0117 -2.9464 -2.8944 -2.8520 -2.8159 -2.7838 -2.7544 -2.7276
 -2.7036
 -8.9341 -8.3359 -7.7743 -7.2615 -6.8038 -6.4093 -6.0722 -5.7848 -5.5377 -5.3231
 -5.1337 -4.9646 -4.8112 -4.6700 -4.5160 -4.2339 -3.9823 -3.7078 -3.4927
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = BX   
 -9.6162 -9.4536 -9.2884 -9.1060 -8.8965 -8.5792 -8.0700 -7.3710 -6.7193 -6.2247
 -5.8586 -5.5701 -5.3279 -5.1171 -4.9292 -4.5393 -4.2237 -3.9445 -3.6860
 -9.1101 -8.9273 -8.7475 -8.5597 -8.3436 -8.0584 -7.6323 -7.0610 -6.5013 -6.0504
 -5.7044 -5.4271 -5.1917 -4.9844 -4.7987 -4.4133 -4.1076 -3.8463 -3.6124 -3.3996
 -8.7055 -8.4988 -8.2991 -8.1000 -7.8876 -7.6332 -7.2836 -6.8213 -6.3444 -5.9336
 -5.6040 -5.3352 -5.1050 -4.9004 -4.7157 -4.3302 -4.0290 -3.7791 -3.5606 -3.3657
 -3.1913
 -8.4096 -8.1707 -7.9439 -7.7250 -7.5058 -7.2703 -6.9838 -6.6122 -6.2116 -5.8439
 -5.5339 -5.2747 -5.0503 -4.8489 -4.6652 -4.2775 -3.9766 -3.7333 -3.5253 -3.3428
 -3.1810 -3.0380
 -8.2141 -7.9394 -7.6819 -7.4379 -7.2019 -6.9670 -6.7177 -6.4192 -6.0860 -5.7638
 -5.4783 -5.2319 -5.0152 -4.8187 -4.6370 -4.2466 -3.9429 -3.7027 -3.5020 -3.3287
 -3.1769 -3.0431 -2.9259 -2.8232
 -8.0611 -7.7089 -7.4213 -7.1780 -6.9504 -6.7211 -6.4873 -6.2380 -5.9622 -5.6843
 -5.4269 -5.1972 -4.9911 -4.8016 -4.6238 -4.2320 -3.9233 -3.6833 -3.4875 -3.3209
 -3.1771 -3.0513 -2.9412 -2.8452 -2.7606 -2.6858 -2.6182 -2.5536 -2.4992 -2.4646
 -8.0650 -7.6209 -7.2417 -6.9252 -6.6605 -6.4346 -6.2346 -6.0401 -5.8283 -5.6007
 -5.3753 -5.1651 -4.9718 -4.7919 -4.6203 -4.2302 -3.9155 -3.6726 -3.4793 -3.3178
 -3.1800 -3.0610 -2.9576 -2.8677 -2.7893 -2.7199 -2.6584 -2.6019 -2.5489 -2.5053
 -2.4799
 -8.1758 -7.6634 -7.2166 -6.8345 -6.5135 -6.2432 -6.0124 -5.8107 -5.6297 -5.4623
 -5.2982 -5.1283 -4.9547 -4.7854 -4.6224 -4.2391 -3.9179 -3.6697 -3.4761 -3.3177
 -3.1845 -3.0710 -2.9735 -2.8897 -2.8172 -2.7536 -2.6973 -2.6468 -2.6006 -2.5587
 -2.5250
 -8.3765 -7.7999 -7.2933 -6.8567 -6.4869 -6.1768 -5.9166 -5.6947 -5.5012 -5.3298
 -5.1777 -5.0411 -4.9095 -4.7707 -4.6226 -4.2532 -3.9272 -3.6718 -3.4752 -3.3180
 -3.1878 -3.0787 -2.9866 -2.9084 -2.8420 -2.7846 -2.7341 -2.6889 -2.6481 -2.6117
 -2.5798
 -8.6590 -8.0261 -7.4626 -6.9734 -6.5566 -6.2071 -5.9152 -5.6701 -5.4613 -5.2801
 -5.1200 -4.9767 -4.8465 -4.7249 -4.6040 -4.2745 -3.9494 -3.6851 -3.4823 -3.3233
 -3.1942 -3.0875 -2.9991 -2.9257 -2.8646 -2.8132 -2.7689 -2.7297 -2.6943 -2.6628
 -2.6350
 -8.9389 -8.2870 -7.6893 -7.1556 -6.6961 -6.3071 -5.9818 -5.7097 -5.4797 -5.2827
 -5.1108 -4.9580 -4.8196 -4.6918 -4.5718 -4.2823 -3.9790 -3.7065 -3.4951 -3.3315
 -3.2013 -3.0955 -3.0093 -2.9393 -2.8827 -2.8367 -2.7985 -2.7656 -2.7365 -2.7103
 -2.6870
 -9.1520 -8.5154 -7.9167 -7.3692 -6.8799 -6.4591 -6.1020 -5.8012 -5.5469 -5.3294
 -5.1406 -4.9741 -4.8248 -4.6885 -4.5260 -4.2766 -4.0160 -3.7360 -3.5136
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = BX   
 -9.8565 -9.7171 -9.5750 -9.4160 -9.2104 -8.8935 -8.3577 -7.5887 -6.8585 -6.2954
 -5.8944 -5.5926 -5.3480 -5.1369 -4.9514 -4.5631 -4.2489 -3.9735 -3.7190
 -9.3355 -9.1803 -9.0285 -8.8689 -8.6770 -8.4050 -7.9597 -7.3187 -6.6687 -6.1451
 -5.7601 -5.4668 -5.2274 -5.0207 -4.8364 -4.4514 -4.1435 -3.8807 -3.6462 -3.4323
 -8.9027 -8.7285 -8.5614 -8.3946 -8.2113 -7.9762 -7.6202 -7.1028 -6.5396 -6.0522
 -5.6771 -5.3874 -5.1506 -4.9459 -4.7625 -4.3768 -4.0712 -3.8169 -3.5950 -3.3969
 -3.2196
