 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.2130 -1.1919 -1.1751 -1.1571 -1.1379 -1.1124 -1.0825 -1.0485 -1.0116 -0.9731
 -0.9349 -0.8986 -0.8648 -0.8336 -0.8046 -0.7427 -0.6943 -0.6581 -0.6350 -0.6265
 -0.6328 -0.6497 -0.6720 -0.6958 -0.7189 -0.7405 -0.7605 -0.7788 -0.7959 -0.8124
 -0.8292
 -1.1467 -1.1169 -1.0956 -1.0792 -1.0639 -1.0463 -1.0245 -0.9985 -0.9696 -0.9383
 -0.9056 -0.8732 -0.8423 -0.8134 -0.7867 -0.7282 -0.6813 -0.6468 -0.6254
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.4308 -2.3646 -2.2053 -2.0317 -1.8598 -1.7116 -1.6015 -1.5074 -1.4187 -1.3341
 -1.2539 -1.1776 -1.1055 -1.0376 -0.9740 -0.8374 -0.7325 -0.6576 -0.6101
 -2.1651 -2.1588 -2.1345 -2.0043 -1.8484 -1.6988 -1.5750 -1.4763 -1.3870 -1.3041
 -1.2259 -1.1519 -1.0820 -1.0166 -0.9559 -0.8271 -0.7306 -0.6628 -0.6195 -0.5932
 -2.0486 -1.9513 -1.9090 -1.9081 -1.8251 -1.6923 -1.5627 -1.4550 -1.3648 -1.2831
 -1.2070 -1.1353 -1.0676 -1.0044 -0.9459 -0.8227 -0.7314 -0.6681 -0.6280 -0.6044
 -0.5906
 -1.9764 -1.8685 -1.7698 -1.7015 -1.6811 -1.6512 -1.5550 -1.4445 -1.3489 -1.2672
 -1.1931 -1.1236 -1.0581 -0.9970 -0.9403 -0.8213 -0.7337 -0.6734 -0.6356 -0.6144
 -0.6027 -0.5963
 -1.9082 -1.8133 -1.7117 -1.6159 -1.5375 -1.4864 -1.4646 -1.4206 -1.3383 -1.2544
 -1.1812 -1.1139 -1.0505 -0.9913 -0.9365 -0.8209 -0.7360 -0.6778 -0.6419 -0.6227
 -0.6136 -0.6094 -0.6083 -0.6094
 -1.8352 -1.7580 -1.6681 -1.5737 -1.4836 -1.4045 -1.3414 -1.2989 -1.2725 -1.2300
 -1.1675 -1.1038 -1.0430 -0.9858 -0.9326 -0.8202 -0.7374 -0.6808 -0.6463 -0.6290
 -0.6226 -0.6214 -0.6225 -0.6257 -0.6300 -0.6364 -0.6462 -0.6602 -0.6789 -0.7019
 -1.7560 -1.6956 -1.6218 -1.5387 -1.4528 -1.3708 -1.2961 -1.2305 -1.1776 -1.1405
 -1.1117 -1.0760 -1.0295 -0.9780 -0.9275 -0.8183 -0.7373 -0.6819 -0.6483 -0.6324
 -0.6287 -0.6310 -0.6355 -0.6412 -0.6479 -0.6549 -0.6635 -0.6755 -0.6921 -0.7142
 -0.7414
 -1.6730 -1.6250 -1.5668 -1.4983 -1.4230 -1.3456 -1.2713 -1.2023 -1.1403 -1.0864
 -1.0426 -1.0097 -0.9815 -0.9502 -0.9132 -0.8145 -0.7354 -0.6807 -0.6475 -0.6324
 -0.6309 -0.6370 -0.6455 -0.6548 -0.6644 -0.6742 -0.6836 -0.6944 -0.7088 -0.7283
 -0.7541
 -1.5914 -1.5490 -1.5026 -1.4478 -1.3851 -1.3177 -1.2489 -1.1821 -1.1195 -1.0622
 -1.0111 -0.9673 -0.9314 -0.9018 -0.8747 -0.8022 -0.7302 -0.6767 -0.6437 -0.6288
 -0.6286 -0.6381 -0.6513 -0.6652 -0.6788 -0.6919 -0.7050 -0.7192 -0.7347 -0.7513
 -0.7689
 -1.5169 -1.4762 -1.4342 -1.3900 -1.3395 -1.2832 -1.2234 -1.1626 -1.1032 -1.0469
 -0.9949 -0.9479 -0.9067 -0.8712 -0.8408 -0.7782 -0.7203 -0.6709 -0.6381 -0.6226
 -0.6223 -0.6336 -0.6510 -0.6699 -0.6885 -0.7060 -0.7228 -0.7389 -0.7547 -0.7712
 -0.7895
 -1.4549 -1.4061 -1.3661 -1.3273 -1.2859 -1.2400 -1.1900 -1.1374 -1.0840 -1.0315
 -0.9813 -0.9347 -0.8923 -0.8546 -0.8213 -0.7552 -0.7042 -0.6614 -0.6306 -0.6146
 -0.6133 -0.6249 -0.6448 -0.6683 -0.6921 -0.7149 -0.7365 -0.7566 -0.7757 -0.7943
 -0.8131
 -1.4063 -1.3483 -1.3037 -1.2655 -1.2282 -1.1896 -1.1485 -1.1043 -1.0584 -1.0117
 -0.9656 -0.9214 -0.8800 -0.8423 -0.8083 -0.7392 -0.6883 -0.6493 -0.6213
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.4830 -2.3523 -2.1662 -1.9894 -1.8209 -1.6745 -1.5651 -1.4753 -1.3929 -1.3110
 -1.2342 -1.1614 -1.0925 -1.0277 -0.9669 -0.8340 -0.7300 -0.6540 -0.6035
 -2.2429 -2.2536 -2.1451 -1.9779 -1.8158 -1.6650 -1.5454 -1.4499 -1.3654 -1.2849
 -1.2098 -1.1388 -1.0718 -1.0089 -0.9501 -0.8240 -0.7274 -0.6581 -0.6128 -0.5852
 -2.0828 -2.0095 -2.0151 -1.9542 -1.8123 -1.6679 -1.5374 -1.4334 -1.3466 -1.2669
 -1.1935 -1.1244 -1.0592 -0.9982 -0.9413 -0.8197 -0.7278 -0.6629 -0.6206 -0.5954
 -0.5812
 -2.0167 -1.8994 -1.8109 -1.7828 -1.7660 -1.6648 -1.5397 -1.4259 -1.3336 -1.2536
 -1.1815 -1.1143 -1.0511 -0.9917 -0.9365 -0.8184 -0.7298 -0.6677 -0.6277 -0.6045
 -0.5922 -0.5859
 -1.9618 -1.8505 -1.7387 -1.6453 -1.5856 -1.5650 -1.5213 -1.4258 -1.3271 -1.2437
 -1.1717 -1.1061 -1.0446 -0.9870 -0.9333 -0.8183 -0.7320 -0.6719 -0.6336 -0.6120
 -0.6019 -0.5977 -0.5968 -0.5983
 -1.9031 -1.8076 -1.7026 -1.5985 -1.5068 -1.4339 -1.3865 -1.3598 -1.3126 -1.2367
 -1.1630 -1.0984 -1.0385 -0.9825 -0.9303 -0.8182 -0.7337 -0.6750 -0.6380 -0.6178
 -0.6098 -0.6082 -0.6096 -0.6132 -0.6187 -0.6265 -0.6371 -0.6514 -0.6702 -0.6939
 -1.8373 -1.7587 -1.6681 -1.5713 -1.4760 -1.3895 -1.3150 -1.2549 -1.2132 -1.1831
 -1.1420 -1.0875 -1.0312 -0.9772 -0.9266 -0.8172 -0.7343 -0.6766 -0.6403 -0.6213
 -0.6151 -0.6164 -0.6210 -0.6272 -0.6345 -0.6433 -0.6538 -0.6667 -0.6833 -0.7057
 -0.7332
 -1.7667 -1.7011 -1.6261 -1.5423 -1.4544 -1.3682 -1.2883 -1.2172 -1.1558 -1.1055
 -1.0681 -1.0380 -1.0048 -0.9645 -0.9200 -0.8148 -0.7334 -0.6763 -0.6405 -0.6219
 -0.6171 -0.6213 -0.6297 -0.6394 -0.6497 -0.6605 -0.6712 -0.6834 -0.6989 -0.7193
 -0.7454
 -1.6963 -1.6370 -1.5739 -1.5038 -1.4275 -1.3487 -1.2713 -1.1986 -1.1327 -1.0739
 -1.0232 -0.9815 -0.9488 -0.9207 -0.8916 -0.8082 -0.7298 -0.6734 -0.6377 -0.6194
 -0.6155 -0.6222 -0.6344 -0.6485 -0.6628 -0.6769 -0.6911 -0.7056 -0.7210 -0.7391
 -0.7600
 -1.6315 -1.5735 -1.5171 -1.4577 -1.3933 -1.3247 -1.2547 -1.1857 -1.1204 -1.0599
 -1.0053 -0.9572 -0.9159 -0.8815 -0.8525 -0.7885 -0.7239 -0.6693 -0.6334 -0.6145
 -0.6105 -0.6183 -0.6339 -0.6525 -0.6715 -0.6899 -0.7078 -0.7250 -0.7422 -0.7600
 -0.7796
 -1.5772 -1.5143 -1.4597 -1.4061 -1.3506 -1.2923 -1.2313 -1.1693 -1.1083 -1.0497
 -0.9950 -0.9452 -0.9006 -0.8618 -0.8282 -0.7627 -0.7092 -0.6622 -0.6272 -0.6077
 -0.6029 -0.6108 -0.6282 -0.6507 -0.6746 -0.6980 -0.7204 -0.7417 -0.7620 -0.7819
 -0.8017
 -1.5370 -1.4642 -1.4062 -1.3542 -1.3035 -1.2523 -1.1998 -1.1457 -1.0913 -1.0374
 -0.9853 -0.9363 -0.8913 -0.8508 -0.8149 -0.7439 -0.6921 -0.6507 -0.6191
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.4991 -2.3143 -2.1210 -1.9485 -1.7923 -1.6495 -1.5393 -1.4479 -1.3682 -1.2893
 -1.2154 -1.1454 -1.0794 -1.0172 -0.9589 -0.8301 -0.7275 -0.6507 -0.5966
 -2.3457 -2.2898 -2.1230 -1.9442 -1.7850 -1.6403 -1.5229 -1.4279 -1.3442 -1.2664
 -1.1938 -1.1254 -1.0609 -1.0003 -0.9435 -0.8202 -0.7240 -0.6533 -0.6057 -0.5764
 -2.1194 -2.1068 -2.0865 -1.9471 -1.7866 -1.6418 -1.5159 -1.4142 -1.3283 -1.2505
 -1.1794 -1.1127 -1.0498 -0.9908 -0.9355 -0.8160 -0.7237 -0.6572 -0.6129 -0.5857
 -0.5706
 -2.0447 -1.9291 -1.8805 -1.8810 -1.7868 -1.6480 -1.5187 -1.4078 -1.3173 -1.2390
 -1.1688 -1.1037 -1.0425 -0.9851 -0.9313 -0.8148 -0.7252 -0.6614 -0.6193 -0.5939
 -0.5805 -0.5741
 -2.0023 -1.8759 -1.7621 -1.6878 -1.6678 -1.6308 -1.5243 -1.4106 -1.3121 -1.2310
 -1.1603 -1.0965 -1.0368 -0.9810 -0.9286 -0.8148 -0.7273 -0.6652 -0.6248 -0.6009
 -0.5891 -0.5845 -0.5837 -0.5858
 -1.9592 -1.8443 -1.7257 -1.6172 -1.5327 -1.4808 -1.4561 -1.4037 -1.3142 -1.2268
 -1.1534 -1.0898 -1.0315 -0.9770 -0.9260 -0.8150 -0.7292 -0.6682 -0.6290 -0.6063
 -0.5960 -0.5935 -0.5949 -0.5988 -0.6046 -0.6130 -0.6249 -0.6409 -0.6611 -0.6846
 -1.9095 -1.8102 -1.7021 -1.5927 -1.4917 -1.4066 -1.3400 -1.2949 -1.2637 -1.2162
 -1.1480 -1.0833 -1.0259 -0.9727 -0.9229 -0.8145 -0.7302 -0.6701 -0.6314 -0.6097
 -0.6007 -0.6004 -0.6047 -0.6111 -0.6191 -0.6288 -0.6401 -0.6543 -0.6726 -0.6958
 -0.7231
 -1.8538 -1.7678 -1.6741 -1.5745 -1.4753 -1.3825 -1.3012 -1.2322 -1.1764 -1.1350
 -1.1023 -1.0632 -1.0160 -0.9665 -0.9187 -0.8130 -0.7301 -0.6706 -0.6321 -0.6107
 -0.6027 -0.6045 -0.6120 -0.6217 -0.6326 -0.6444 -0.6574 -0.6716 -0.6882 -0.7086
 -0.7351
 -1.7970 -1.7189 -1.6361 -1.5490 -1.4587 -1.3695 -1.2854 -1.2097 -1.1433 -1.0862
 -1.0389 -1.0017 -0.9706 -0.9395 -0.9044 -0.8088 -0.7276 -0.6686 -0.6303 -0.6090
 -0.6017 -0.6052 -0.6158 -0.6296 -0.6443 -0.6592 -0.6746 -0.6905 -0.7074 -0.7263
 -0.7491
 -1.7441 -1.6676 -1.5930 -1.5164 -1.4370 -1.3559 -1.2762 -1.2005 -1.1311 -1.0689
 -1.0140 -0.9667 -0.9270 -0.8947 -0.8668 -0.7971 -0.7242 -0.6658 -0.6271 -0.6054
 -0.5979 -0.6023 -0.6152 -0.6329 -0.6519 -0.6709 -0.6898 -0.7083 -0.7270 -0.7464
 -0.7675
 -1.6994 -1.6199 -1.5480 -1.4776 -1.4069 -1.3352 -1.2629 -1.1919 -1.1243 -1.0612
 -1.0039 -0.9526 -0.9075 -0.8688 -0.8359 -0.7714 -0.7137 -0.6610 -0.6223 -0.5999
 -0.5918 -0.5961 -0.6103 -0.6310 -0.6544 -0.6780 -0.7012 -0.7236 -0.7453 -0.7668
 -0.7877
 -1.6673 -1.5792 -1.5055 -1.4374 -1.3715 -1.3068 -1.2423 -1.1781 -1.1153 -1.0550
 -0.9982 -0.9459 -0.8987 -0.8568 -0.8202 -0.7492 -0.6965 -0.6516 -0.6159
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.4730 -2.2671 -2.0754 -1.9108 -1.7627 -1.6272 -1.5193 -1.4246 -1.3441 -1.2694
 -1.1978 -1.1299 -1.0662 -1.0064 -0.9502 -0.8255 -0.7245 -0.6468 -0.5910
 -2.3306 -2.2813 -2.0894 -1.9101 -1.7540 -1.6160 -1.5029 -1.4074 -1.3244 -1.2489
 -1.1784 -1.1120 -1.0497 -0.9911 -0.9361 -0.8157 -0.7201 -0.6483 -0.5985 -0.5669
 -2.1873 -2.2056 -2.0953 -1.9228 -1.7593 -1.6147 -1.4951 -1.3952 -1.3107 -1.2346
 -1.1653 -1.1006 -1.0397 -0.9825 -0.9288 -0.8115 -0.7192 -0.6512 -0.6048 -0.5755
 -0.5590
 -2.0655 -1.9772 -1.9851 -1.9195 -1.7718 -1.6252 -1.4968 -1.3900 -1.3013 -1.2242
 -1.1557 -1.0924 -1.0331 -0.9773 -0.9250 -0.8104 -0.7202 -0.6545 -0.6104 -0.5829
 -0.5678 -0.5609
 -2.0291 -1.8935 -1.7937 -1.7665 -1.7465 -1.6353 -1.5070 -1.3924 -1.2972 -1.2174
 -1.1480 -1.0858 -1.0278 -0.9735 -0.9225 -0.8105 -0.7221 -0.6579 -0.6153 -0.5892
 -0.5753 -0.5699 -0.5692 -0.5715
 -2.0014 -1.8679 -1.7405 -1.6377 -1.5775 -1.5575 -1.5045 -1.4014 -1.3000 -1.2142
 -1.1421 -1.0797 -1.0229 -0.9699 -0.9202 -0.8109 -0.7241 -0.6609 -0.6192 -0.5941
 -0.5815 -0.5775 -0.5787 -0.5829 -0.5895 -0.5989 -0.6117 -0.6285 -0.6497 -0.6738
 -1.9687 -1.8479 -1.7235 -1.6058 -1.5055 -1.4308 -1.3841 -1.3536 -1.2984 -1.2165
 -1.1393 -1.0743 -1.0178 -0.9659 -0.9174 -0.8107 -0.7255 -0.6630 -0.6217 -0.5974
 -0.5858 -0.5834 -0.5869 -0.5934 -0.6018 -0.6122 -0.6250 -0.6406 -0.6599 -0.6840
 -0.7116
 -1.9320 -1.8223 -1.7088 -1.5950 -1.4875 -1.3928 -1.3152 -1.2545 -1.2107 -1.1758
 -1.1298 -1.0696 -1.0126 -0.9613 -0.9138 -0.8095 -0.7258 -0.6640 -0.6228 -0.5988
 -0.5879 -0.5870 -0.5929 -0.6023 -0.6135 -0.6259 -0.6401 -0.6555 -0.6735 -0.6957
 -0.7230
 -1.8910 -1.7892 -1.6866 -1.5821 -1.4788 -1.3814 -1.2941 -1.2189 -1.1557 -1.1037
 -1.0627 -1.0283 -0.9913 -0.9502 -0.9071 -0.8062 -0.7241 -0.6628 -0.6217 -0.5978
 -0.5875 -0.5879 -0.5961 -0.6089 -0.6235 -0.6390 -0.6554 -0.6723 -0.6907 -0.7117
 -0.7361
 -1.8525 -1.7543 -1.6592 -1.5643 -1.4693 -1.3764 -1.2888 -1.2089 -1.1384 -1.0769
 -1.0239 -0.9793 -0.9425 -0.9113 -0.8816 -0.8009 -0.7220 -0.6611 -0.6197 -0.5952
 -0.5848 -0.5859 -0.5958 -0.6116 -0.6300 -0.6492 -0.6689 -0.6887 -0.7089 -0.7296
 -0.7530
 -1.8200 -1.7204 -1.6287 -1.5400 -1.4530 -1.3674 -1.2843 -1.2058 -1.1334 -1.0681
 -1.0101 -0.9592 -0.9150 -0.8773 -0.8458 -0.7805 -0.7163 -0.6580 -0.6162 -0.5909
 -0.5799 -0.5810 -0.5919 -0.6099 -0.6319 -0.6553 -0.6790 -0.7023 -0.7254 -0.7485
 -0.7711
 -1.7972 -1.6913 -1.5990 -1.5131 -1.4309 -1.3517 -1.2749 -1.2009 -1.1308 -1.0654
 -1.0056 -0.9519 -0.9041 -0.8620 -0.8255 -0.7556 -0.7009 -0.6516 -0.6114
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.4161 -2.2106 -2.0293 -1.8752 -1.7296 -1.5993 -1.4974 -1.4072 -1.3246 -1.2511
 -1.1816 -1.1155 -1.0535 -0.9954 -0.9411 -0.8201 -0.7220 -0.6448 -0.5854
 -2.3822 -2.2445 -2.0484 -1.8756 -1.7259 -1.5908 -1.4838 -1.3901 -1.3065 -1.2327
 -1.1638 -1.0991 -1.0385 -0.9816 -0.9281 -0.8106 -0.7158 -0.6431 -0.5913 -0.5571
 -2.2875 -2.2414 -2.0733 -1.8920 -1.7320 -1.5918 -1.4749 -1.3783 -1.2946 -1.2194
 -1.1518 -1.0885 -1.0293 -0.9737 -0.9215 -0.8064 -0.7143 -0.6449 -0.5964 -0.5650
 -0.5467
 -2.1479 -2.0675 -2.0525 -1.9106 -1.7479 -1.6025 -1.4768 -1.3729 -1.2861 -1.2098
 -1.1427 -1.0809 -1.0231 -0.9689 -0.9178 -0.8053 -0.7150 -0.6474 -0.6010 -0.5715
 -0.5545 -0.5466
 -2.0431 -1.9116 -1.8566 -1.8600 -1.7593 -1.6177 -1.4874 -1.3752 -1.2822 -1.2039
 -1.1356 -1.0746 -1.0181 -0.9652 -0.9155 -0.8055 -0.7167 -0.6504 -0.6052 -0.5769
 -0.5611 -0.5543 -0.5534 -0.5558
 -2.0272 -1.8805 -1.7538 -1.6744 -1.6575 -1.6138 -1.5006 -1.3851 -1.2846 -1.2011
 -1.1301 -1.0689 -1.0133 -0.9617 -0.9133 -0.8059 -0.7187 -0.6532 -0.6088 -0.5814
 -0.5665 -0.5609 -0.5614 -0.5657 -0.5727 -0.5825 -0.5962 -0.6144 -0.6364 -0.6613
 -2.0132 -1.8713 -1.7349 -1.6152 -1.5259 -1.4763 -1.4508 -1.3891 -1.2939 -1.2037
 -1.1281 -1.0640 -1.0086 -0.9578 -0.9105 -0.8058 -0.7203 -0.6555 -0.6114 -0.5845
 -0.5705 -0.5660 -0.5682 -0.5744 -0.5831 -0.5940 -0.6075 -0.6243 -0.6452 -0.6703
 -0.6985
 -1.9950 -1.8624 -1.7305 -1.6055 -1.4944 -1.4043 -1.3380 -1.2939 -1.2585 -1.2037
 -1.1302 -1.0619 -1.0041 -0.9537 -0.9071 -0.8047 -0.7210 -0.6569 -0.6130 -0.5862
 -0.5727 -0.5693 -0.5733 -0.5818 -0.5929 -0.6058 -0.6206 -0.6374 -0.6571 -0.6806
 -0.7088
 -1.9749 -1.8476 -1.7237 -1.6030 -1.4893 -1.3875 -1.3012 -1.2309 -1.1752 -1.1322
 -1.0947 -1.0508 -0.9981 -0.9479 -0.9020 -0.8018 -0.7196 -0.6564 -0.6126 -0.5858
 -0.5729 -0.5705 -0.5762 -0.5872 -0.6012 -0.6168 -0.6339 -0.6523 -0.6721 -0.6946
 -0.7208
 -1.9517 -1.8307 -1.7134 -1.5996 -1.4901 -1.3875 -1.2949 -1.2140 -1.1453 -1.0871
 -1.0384 -0.9982 -0.9630 -0.9276 -0.8911 -0.7987 -0.7183 -0.6556 -0.6115 -0.5842
 -0.5711 -0.5693 -0.5762 -0.5895 -0.6066 -0.6254 -0.6454 -0.6662 -0.6878 -0.7107
 -0.7356
 -1.9295 -1.8122 -1.6995 -1.5912 -1.4874 -1.3887 -1.2966 -1.2127 -1.1381 -1.0728
 -1.0161 -0.9671 -0.9250 -0.8892 -0.8580 -0.7871 -0.7152 -0.6535 -0.6091 -0.5811
 -0.5674 -0.5656 -0.5732 -0.5882 -0.6080 -0.6304 -0.6540 -0.6780 -0.7023 -0.7271
 -0.7517
 -1.9082 -1.7920 -1.6825 -1.5794 -1.4798 -1.3858 -1.2973 -1.2147 -1.1391 -1.0707
 -1.0099 -0.9562 -0.9090 -0.8678 -0.8027 -0.7670 -0.7103 -0.6501 -0.6054
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.3622 -2.1589 -1.9875 -1.8449 -1.7011 -1.5769 -1.4747 -1.3877 -1.3061 -1.2347
 -1.1665 -1.1018 -1.0411 -0.9845 -0.9317 -0.8140 -0.7176 -0.6405 -0.5799
 -2.4049 -2.1996 -2.0080 -1.8425 -1.7001 -1.5697 -1.4623 -1.3725 -1.2894 -1.2175
 -1.1501 -1.0867 -1.0273 -0.9718 -0.9197 -0.8047 -0.7109 -0.6377 -0.5840 -0.5473
 -2.2634 -2.2331 -2.0352 -1.8608 -1.7072 -1.5712 -1.4562 -1.3620 -1.2791 -1.2052
 -1.1388 -1.0768 -1.0188 -0.9645 -0.9135 -0.8007 -0.7090 -0.6385 -0.5879 -0.5542
 -0.5339
