#Id,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ,BC_K,BC_G,A_K,sfd_A_K,Lumo,gLumo
212695529,,-0.1402,-0.12,-0.285,0.0237,-0.4355,0.175,2.0778,1.9152,2.3098,1.71,2.4699,7.190329189316441,51.58,327.543,-0.4905,-0.5908,-0.3903,-0.6916,-0.3103,0.0567,-0.0596,0.1698,-0.17,0.2678,1.6047,1.45,1.7532,1.31,1.8898,-0.5770000000000001,-0.6842,-0.4899,-0.77,-0.4006,4810,100,-0.6164,-0.71,-0.5176,-0.81,-0.445,-0.5428,-0.6492,-0.4503,-0.7498,-0.3703,-0.6427,-0.7428,-0.5503,-0.836,-0.4702,-0.6512,-0.75,-0.5583,-0.85,-0.4855,-7.15362764104516,-0.7255655890481031,1.72783132797768,8.783999999999999,5.8966,12.7309,4.0841,17.5728,,,2175.6244,2172.7006,2096.7173,2256.8785,2030.0179999999998,2346.2872,7.812,0.10800000000000001,0.05,0.2,griJHKs,2.3543,2.19,2.573,1.99,2.7296,1.2803,1.15,1.4288,0.9974,1.5302,9.94369232710602,2.81,2.8025,2.8221,2.7925,2.8304,-2.4515,-2.4645,-2.4387,-2.4765,-2.4263,1.22909170251806,1.0359,0.9682,1.1709,0.8912,1.2767,,1.4991,1.37,1.6365,1.2392,1.7497,11.6879,11.685,11.6077,11.7675,11.5375,11.8519,6,81.11,1.65,1.5281,1.3886,1.6897,1.2338,1.8097,8.00849755973279e-05,6.6616,6.3973,6.9235,6.2064,7.21,,1.1506,1.01,1.2706,0.89,1.3883,2.81708783921267,0.0800806,0.156887405837324,3.41715,0.10135,7.267749721851093,6.86,-0.8055573282673091,2.69914295571502,0.38582,0.0259,2.59225922592259,0.18066196890979397,2.037,-0.061,0.00713042406812573,0.0,21.326910118350966,25.38462556130769
212673978,,-0.2104,-0.21,-0.345,-0.0463,-0.4766,0.095,2.5835,2.4026,2.7498,2.2404,2.8698,7.67599047954157,51.284,326.487,-0.0473,-0.1386,0.0298,-0.213,0.0897,0.5013,0.3956,0.5897,0.3078,0.6497,2.0649,1.9296,2.1898,1.8064,2.2697,-0.138,-0.2134,-0.0503,-0.3036,-0.0103,4580,100,-0.1769,-0.251,-0.0903,-0.3414,-0.0502,-0.1006,-0.19,-0.0234,-0.268,0.0297,-0.2051,-0.29,-0.1291,-0.3612,-0.0703,-0.2082,-0.29,-0.1307,-0.3798,-0.0899,-7.66456078318469,-0.4187336180438139,0.9710327962929559,12.0569,8.414,16.2673,6.4521,20.1774,,,1212.5439999999999,1213.3889,1173.5456,1253.735,1138.9379,1292.9457,10.255999999999998,0.124,-0.35,0.2,grJHKs,2.845,2.67,3.0029,2.5066,3.1101,1.7372,1.61,1.8482,1.49,1.9108,10.0812356588856,2.9601,2.9525,2.9702,2.9438,2.9774,-2.2132,-2.2238,-2.2026,-2.2351,-2.1938,1.1166483645132201,0.9929,0.9204,1.0801,0.8749,1.1743,,1.9601,1.83,2.0574,1.7288,2.1298,10.4185,10.42,10.3475,10.491,10.2825,10.5579,5,115.73,2.16,1.9896,1.8506,2.1096,1.7306,2.1897,0.000192182728624,5.4409,5.2694,5.6236,5.1286,5.7987,,1.5971,1.47,1.692,1.3778,1.7697,2.96081959174982,0.0400947,0.13561611257669698,3.92665,0.07985,6.250194265802622,5.79,-0.41170614108715003,2.9555661983048997,0.70972,0.0399,1.4131413141314098,0.082046601917585,2.177,-0.14800000000000002,0.013607455938261872,0.0,11.694830447032517,15.432613299801456
212703189,,0.1351,0.14,0.0326,0.2549,-0.3478,0.6648,0.7517,0.63,1.3418,0.59,1.6284,7.53574003659603,53.76,317.14099999999996,-1.6368,-1.69,-1.2807,-1.71,-1.1023,-1.1281,-1.19,-0.7132,-1.21,-0.5135,0.34299999999999997,0.27,0.8799,0.2122,1.0898,-1.7152,-1.75,-1.3524,-1.79,-1.196,4730,100,-1.7466,-1.79,-1.3958,-1.82,-1.2303,-1.6852,-1.73,-1.3282,-1.77,-1.1687,-1.7796,-1.81,-1.4177,-1.85,-1.2633,-1.7857,-1.83,-1.4404,-1.855,-1.2703,-7.4994844031659404,-0.73831672460208,1.5053019024988503,2.9789999999999996,2.4266,8.3455,2.2605,16.0276,,,1836.0945,1836.5381,1800.9433,1873.1432,1493.5852,1938.6577,4.373,0.073,-0.41,0.2,griJHKs,1.04,0.93,1.6488,0.8644,1.9098,0.0427,-0.03,0.5392,-0.07,0.7501,9.474070503215039,2.4803,2.4668,2.4924,2.4525,2.5004,-2.9969,-3.0038,-2.9449,-3.0138,-2.9254,1.2111446978131,1.3877,1.0084,1.4519,0.8538,1.4926,,0.2818,0.21,0.7531,0.163,0.95,11.3195,11.32,11.2775,11.3629,10.8712,11.4375,6,37.55,0.92,0.2755,0.19,0.8011,0.15,1.0274,1.15207062989866e-05,11.0664,9.5728,11.2185,8.9726,11.4273,,-0.0757,-0.15,0.3858,-0.18600000000000005,0.5898,2.47898141133394,0.03609995,0.06948217323374001,5.3665,0.3793,10.62241333427904,9.61,-1.5991662054924198,2.44358618414235,0.5452199999999999,0.0632,1.8511851185118504,0.2456116093346389,2.08,-0.09699999999999999,0.00646249117062356,0.0,55.03612148716292,50.70858427628669
212686303,,0.1606,0.18,0.0118,0.2948,-0.1501,0.4147,1.7298,1.59,1.921,1.49,2.1173,7.376264292852699,52.201,323.784,-0.5021,-0.61,-0.4301,-0.69,-0.3296,-0.0186,-0.13,0.0755,-0.21,0.1933,1.392,1.25,1.5204,1.17,1.6826,-0.5693,-0.67,-0.4954,-0.75,-0.3978,4910,100,-0.6051,-0.7026,-0.53,-0.7794,-0.4303,-0.5617,-0.6532,-0.4703,-0.735,-0.3703,-0.6296,-0.73,-0.5572,-0.81,-0.4605,-0.6469,-0.7442,-0.5702,-0.83,-0.4787,-7.34326072528175,-0.696991275805015,1.5447780281573102,3.5182,2.6002,5.1851,1.9806,7.497000000000001,,,1924.7631,1914.2558,1868.5297,1986.4576,1805.0942,2050.3601,8.905,0.11699999999999999,-0.52,0.2,grJHKs,1.9995,1.8698,2.2097,1.75,2.3915,1.1004,0.99,1.2383,0.895,1.3697,9.54632052427082,2.9041,2.8934,2.9124,2.8859,2.9224,-2.3449,-2.3572,-2.3338,-2.3688,-2.3217,1.35320129649973,1.2385,1.1481,1.367,1.0519,1.4906,,1.3274,1.22,1.4698,1.13,1.6041,11.4219,11.41,11.3575,11.4904,11.2825,11.5592,5,98.71,1.88,1.3184,1.19,1.4556,1.1052,1.61,0.000127952679295,6.4886,6.2806,6.7435,6.0534,7.0031,,1.0121,0.89,1.1243,0.7992,1.2496,2.9068427975943303,0.05896395,0.12017710721247099,1.29245,0.10945,6.6083271641676395,6.37,-0.613389338072722,2.6703193810302404,0.48012,0.0391,2.08820882088209,0.18086372810909399,1.964,-0.055,0.005140413071861396,0.0,21.969415508021306,22.787651552018485
212670245,,0.2302,0.23,0.16899999999999998,0.3448,0.085,0.4327,0.9466,0.7872,1.0898,0.67,1.4504,7.18640444774716,53.146,315.564,-1.5997,-1.63,-1.5548,-1.73,-1.2726,-1.0649,-1.1132,-1.0102,-1.21,-0.6827,0.4751,0.3712,0.5697,0.27,0.9348,-1.6828,-1.71,-1.6427,-1.81,-1.3611,4740,100,-1.7203,-1.75,-1.6857,-1.837,-1.3903,-1.6523,-1.6876,-1.6103,-1.77,-1.3198,-1.7535,-1.7768,-1.7103,-1.87,-1.4273,-1.7586,-1.79,-1.7224,-1.8702,-1.4303,-7.0888014443095,-1.1803825522921798,2.27235113932397,4.5518,3.8459,5.5457,2.9174,11.5664,,,2811.0141,2824.8801,2770.1286,2852.195,2732.1213,2903.6279999999997,4.14,0.085,-0.09,0.2,griJHKs,1.2453,1.0866,1.3897,0.95,1.7335,0.1541,0.07,0.2377,-0.0328,0.5898,9.65818317148794,2.4426,2.4316,2.4524,2.4212,2.4624,-3.0372,-3.0487,-3.0247,-3.0623,-2.9887,1.18533127970099,1.2451,1.1912,1.3101,0.937,1.4124,,0.3815,0.31,0.4683,0.1992,0.7896,12.2443,12.255,12.2125,12.2759,12.1825,12.3147,6,34.62,0.9,0.4019,0.2958,0.4897,0.19,0.8578,9.53008019862775e-06,10.9779,10.8813,11.2188,9.6002,11.5351,,0.0189,-0.0566,0.0898,-0.15,0.4370000000000001,2.44415713400126,0.0410332,0.04983867031047701,0.8499,0.05945,11.559154113074193,9.7,-1.7903817924682501,2.2065383043923,0.30162,0.065,3.2553255325532597,0.9086441493886908,2.08,-0.084,0.004991781006831591,0.0,54.618835596138055,60.55583606281407
212702587,,0.3673,0.37,0.3012,0.445,0.225,0.5189,0.7479,0.63,0.8586,0.47,1.0229,6.572442890954809,53.258,320.371,-1.6199,-1.6592,-1.5899,-1.7604,-1.5303,-1.1141,-1.1638,-1.0703,-1.281,-1.0102,0.3542,0.2684,0.4301,0.13,0.5441,-1.6961,-1.73,-1.6696,-1.8318,-1.6099,4890,100,-1.7271,-1.75,-1.6902,-1.87,-1.6456,-1.6742,-1.71,-1.6376,-1.825,-1.5899,-1.7596,-1.7882,-1.7303,-1.891,-1.6703,-1.7716,-1.7938,-1.7304,-1.913,-1.69,-6.379303126175751,-1.5816122088637001,3.3424970947209705,4.0710000000000015,3.5011,4.8403,2.5468,5.9551,,,4145.2293,4149.5407,4087.8973,4205.1435,4031.808,4283.0389,4.178999999999999,0.076,-0.26,0.2,griJHKs,1.0366,0.9094,1.1501,0.75,1.3224,0.0557,-0.01,0.1298,-0.15,0.2163,9.6097011023794,2.4402,2.4316,2.4524,2.4175,2.4587,-3.0368,-3.0467,-3.0263,-3.0612,-3.0139,1.10739216218756,1.2262,1.1723,1.2763,1.1015,1.4094,,0.2903,0.2114,0.3497,0.09,0.4489,13.0877,13.09,13.0575,13.1189,13.0275,13.1588,6,33.74,0.89,0.2874,0.21,0.3666,0.0666,0.4697,9.61222413195294e-06,10.936,10.8143,11.0404,10.5196,11.5898,,-0.0631,-0.13,-0.0051,-0.25,0.0859,2.4397404074397597,0.0586231,0.05400542043531202,0.6696,0.052000000000000005,10.342587136403537,,-1.5866025796,2.19407581595632,0.21322,0.0351,4.53045304530453,0.823137801474372,1.983,-0.048,0.004391721185611543,0.0,61.39640884608917,54.91415982388575
212703357,,0.2666,0.27,0.1105,0.415,-0.0278,0.5549,1.4783,1.39,1.7434,1.23,1.9337,7.93668715450194,53.788999999999994,316.957,-0.8633,-0.93,-0.7345,-1.03,-0.6492,-0.3476,-0.43,-0.2084,-0.53,-0.096,1.1222,1.0234,1.3098,0.8856,1.4498,-0.9354,-1.01,-0.8205,-1.1002,-0.7302,4760,100,-0.971,-1.0378,-0.8503,-1.13,-0.7643,-0.9179999999999999,-0.99,-0.7933,-1.09,-0.7062,-0.9993,-1.07,-0.8821,-1.157,-0.7903,-1.0136,-1.09,-0.9009999999999999,-1.17,-0.8022,-7.92922223990878,-0.34414772783233194,0.7144344749028,4.777,3.4277,7.1978,2.4723,10.5882,,,853.4913,853.1,819.7849,882.0692,789.7689,908.9719,6.621,0.091,-0.6,0.2,griJHKs,1.7582,1.67,2.0287,1.51,2.2201,0.825,0.7256,0.99,0.609,1.1297,9.67915524128335,2.7243,2.7125,2.7329,2.7025,2.7427,-2.5973,-2.6088,-2.5839999999999996,-2.6212,-2.5725,1.2807048944736898,1.1649,1.0478,1.2647,0.9593,1.3883,,1.0492,0.95,1.2106,0.83,1.3406,9.656,9.655,9.5685,9.7275,9.4875,9.7928,6,66.3,1.39,1.0584,0.95,1.2326,0.83,1.3872,4.67782337039775e-05,7.681,7.3858,7.9792,7.0795,8.2371,,0.7033,0.61,0.8604,0.49,0.9819,2.7272579043898704,0.03114215,0.128093577413046,1.88505,0.10845,6.992088264096133,6.6,-0.70832225210361,2.6160425833620398,1.2597200000000002,0.0734,0.798079807980798,0.048279416124938,2.057,-0.095,0.019241890590714416,0.0,27.192796395080048,22.53368114050057
212670413,,0.0183,0.02,-0.0605,0.1249,-0.1578,0.2248,1.0622,0.8988,1.2098,0.73,1.4028,7.59847764182237,49.7,331.8830000000001,-1.577,-1.61,-1.5251,-1.73,-1.3104,-1.023,-1.081,-0.9704,-1.2082,-0.7303,0.5562,0.4426,0.65,0.31,0.8928,-1.6645,-1.6924,-1.6102,-1.81,-1.3940000000000001,4690,100,-1.7042,-1.7314,-1.6503,-1.85,-1.4351,-1.6277,-1.67,-1.5823,-1.7834,-1.3699,-1.735,-1.7686,-1.6902,-1.8822,-1.4702,-1.7416,-1.77,-1.6913,-1.89,-1.4826,-7.58905896394849,-0.37821490582403294,0.971007945636864,6.0934,4.9545,7.3892,3.5075,12.1135,,,1240.795,1241.6519,1220.3938,1260.5808,1200.8811,1284.394,3.964,0.08800000000000001,-0.07,0.2,griJHKs,1.3558,1.19,1.4969,1.0184,1.6901,0.2221,0.13,0.305,-0.01,0.5406,9.78485968823292,2.4149,2.4025,2.4247,2.3925,2.436,-3.0639,-3.0769,-3.0512,-3.0938,-3.0237,1.1869153995979298,1.1578,1.0998,1.2301,0.9287,1.3612,,0.4462,0.35,0.5123,0.23,0.7485,10.4685,10.47,10.4325,10.5029,10.3975,10.5435,6,32.86,0.87,0.4805,0.37,0.5736,0.23,0.8186,8.248992539902409e-06,10.969000000000001,10.7885,11.2184,9.8728,11.7471,,0.0809,-0.0026,0.1498,-0.13,0.3907,2.41919488008143,0.0200935,0.075226457522942,1.21735,0.06515,10.083496201728273,9.6,-1.4792824308834698,2.60046215348771,0.8519200000000001,0.035,1.1761176117611798,0.049173650697702,2.112,-0.099,0.004521983947782179,0.0,52.26560400448326,44.16763841953472
212670372,,-0.3720000000000001,-0.36,-0.475,-0.2825,-0.5676,-0.1751,1.5855,1.45,1.7166,1.315,1.8497,6.76610002834451,53.032,316.498,-0.9616,-1.0362,-0.9103,-1.143,-0.8903,-0.3822,-0.486,-0.3503,-0.6032,-0.3302,1.1657,1.05,1.2447,0.91,1.2954,-1.0466,-1.13,-1.0051,-1.2224,-0.9702,4730,100,-1.0872,-1.17,-1.0449,-1.2616,-1.0103,-1.0176,-1.0948,-0.9703,-1.2016,-0.9503,-1.1198,-1.1936,-1.0703,-1.3,-1.0503,-1.1309,-1.213,-1.0899,-1.31,-1.0587,-6.5651779310487495,-1.63662711917957,3.18008703414397,19.9526,13.2526,20.1769,8.7056,20.1788,,,3953.4746,3944.5722,3874.0029,4059.6024,3806.2738,4187.8393,4.931,0.079,-0.34,0.2,griJHKs,1.8687,1.746,2.0101,1.6028,2.1297,0.8522,0.7362,0.9098,0.6054,0.9498,10.299999496117001,2.5115,2.5025,2.5203,2.4925,2.5284,-2.8523,-2.8644,-2.8388,-2.8768,-2.8263,0.9385677318037492,0.8343,0.7906,0.9015,0.7632,0.9907,,1.0575,0.9452,1.1098,0.8216,1.1497,12.9849,12.98,12.9408,13.0424,12.9025,13.11,6,40.48,1.04,1.1043,0.9790000000000001,1.1701,0.8514,1.2297,1.5791403038381798e-05,8.3507,8.1283,8.61,7.9799,8.964,,0.7114,0.59,0.75,0.47200000000000003,0.7897,2.5116119738255,0.09279975,0.082642600369156,6.7,0.05545,8.787785709942344,5.12,-1.1883369225287599,2.55055592747586,0.20751999999999998,0.0265,4.70747074707471,0.6419313910427049,2.081,-0.095,0.0063519000075757505,0.0,31.338691308403757,34.70515664791987
212697467,,0.2677,0.27,0.055,0.4588,-0.155,0.6244,0.5882,0.4096,0.8697,0.2516,1.1098,7.0870834601791,50.248999999999995,332.431,-1.9814,-2.1374,-1.8498,-2.266,-1.7103,-1.4155,-1.57,-1.2538,-1.71,-1.1008,0.1575,-0.03,0.3562,-0.17,0.56,-2.0647,-2.2118,-1.9302,-2.35,-1.8044,4610,100,-2.1122,-2.25,-1.9703,-2.39,-1.848,-2.0436,-2.19,-1.9038,-2.323,-1.7703,-2.1394,-2.29,-2.0102,-2.4134,-1.8702,-2.1487,-2.3094,-2.0302,-2.4302,-1.8903,-7.057599055679389,-0.645792180827207,1.7006284552736002,4.6933,2.9174,7.9359,1.9724,13.525,,,2182.0932,2182.7296,2077.3034,2300.5469,1979.2471,2420.3349,2.826,0.065,-0.45,0.2,griJHKs,0.8958,0.7090000000000001,1.1697,0.5539999999999999,1.4097,-0.1721,-0.35,0.013999999999999999,-0.49,0.2023,9.67147831559762,2.2378,2.2264,2.2524,2.2125,2.2622,-3.3275,-3.3487,-3.3053,-3.3711,-3.2863,1.34376463437067,1.1761,1.0045,1.3259,0.8842,1.5134,,0.0347,-0.139,0.2101,-0.2738,0.3898,11.6944,11.695,11.5875,11.8092,11.4825,11.9194,6,22.0,0.6,0.0962,-0.09,0.2952,-0.23,0.5004,2.78289677372109e-06,13.3948,12.6427,14.2563,11.9674,15.1081,,-0.3174,-0.49,-0.1432,-0.63,0.0316,2.2412140431418797,0.11162175,0.24546049600494396,2.50925,0.1607,12.508344616335803,9.88,-1.92174530497975,2.34252383010104,0.45821999999999996,0.0346,2.18721872187219,0.173848210648531,2.158,-0.136,0.007760536767601104,0.0,72.75564552210446,63.44448950889828
212694769,,0.14800000000000002,0.15,0.0379,0.2549,-0.065,0.3699,0.7481,0.6374,0.8498,0.547,1.1097,6.371263025318759,52.53,323.231,-1.4742,-1.59,-1.4040000000000001,-1.624,-1.3103,-0.9899,-1.11,-0.9298,-1.15,-0.8166,0.4009,0.31,0.4956,0.22899999999999998,0.6698,-1.5418,-1.6568,-1.4703,-1.7002,-1.3898,4880,100,-1.5741,-1.69,-1.5030000000000001,-1.73,-1.4174,-1.5317,-1.65,-1.4621,-1.6868,-1.3703,-1.6059999999999999,-1.7178,-1.5303,-1.7616,-1.4503,-1.6204,-1.7386,-1.5502,-1.77,-1.4568,-6.17174430203581,-1.58194968569878,3.4679707811498797,19.9526,8.4703,20.179000000000002,5.2565,20.1789,,,4344.2065,4345.1014,4212.1137,4485.9824,4059.7558,4623.7956,4.185,0.09,-0.58,0.2,griJHKs,1.0249,0.9048,1.13,0.7934,1.3898,0.1307,0.0492,0.2297,-0.0332,0.3697,10.299999496117001,2.3737,2.3625,2.388,2.3575,2.4071,-3.0691,-3.0788,-3.0513,-3.0863,-3.0269,0.7434217186722649,0.7822,0.7726,0.9467,0.7644,1.0863,,0.3597,0.27,0.4558,0.19,0.6042,13.1896,13.19,13.1225,13.2593,13.0425,13.325,6,29.63,0.91,0.3402,0.25,0.4318,0.17,0.598,8.45691812260963e-06,10.0528,9.594,10.4654,9.3265,10.8133,,0.0292,-0.07,0.111,-0.1334,0.2497,2.38288246210625,0.13693435,0.12637243263624198,11.4823,0.1645,10.555158619331268,,-1.62318228949466,2.40221389457229,0.18062,0.0337,5.2175217521752195,1.0349878463962698,1.983,-0.061,0.005683924269803521,0.0,51.4569336282075,56.728244748248635
212713897,,-0.1502,-0.15,-0.5388,-0.0051,-0.7718,0.3049,0.8370000000000001,0.7472,1.3498,0.6274,1.6497,7.690201670908282,54.218,315.625,-1.6353,-1.67,-1.3177,-1.71,-1.1588,-1.1167,-1.17,-0.7582,-1.21,-0.5721,0.3933,0.3292,0.8496,0.23,1.0633,-1.7193,-1.75,-1.4057,-1.7862,-1.2503,4660,100,-1.7568,-1.77,-1.4319,-1.81,-1.2803,-1.6809,-1.71,-1.3622,-1.75,-1.2077,-1.7812,-1.81,-1.4719,-1.85,-1.3203,-1.7833,-1.81,-1.475,-1.85,-1.3254,-7.6654133515176,-0.61696020099858,1.2489330371087,2.1153,1.7989,4.8977,1.6406,9.2449,,,1508.7759,1503.1421,1331.6802,1575.7539,1227.948,1601.3465,4.631,0.076,-0.41,0.2,griJHKs,1.1508,1.03,1.6316,0.91,1.9277,0.0805,0.01,0.499,-0.05,0.7218,9.325371969396713,2.5392,2.5275,2.5506,2.5135,2.5574,-2.8983,-2.9435,-2.8913,-2.955,-2.8738,1.4559337546403601,1.5997,1.2077,1.6482,1.0345,1.6980000000000002,,0.3186,0.25,0.7140000000000001,0.19,0.924,10.8931,10.885,10.622,10.9874,10.4459,11.0224,6,43.42,0.98,0.3179,0.25,0.7732,0.17,1.0024,1.48290038594529e-05,11.0996,9.7859,11.219000000000001,9.2079,11.4272,,-0.0445,-0.11,0.3509,-0.17,0.5533,2.5388236770882497,0.12203685,0.280640915130463,2.7824,0.392,14.18122374194958,13.31,-2.20628143258025,2.1407625340777,0.5108199999999999,0.0743,1.98019801980198,0.357676052340339,2.125,-0.11900000000000001,0.005877395658691847,0.0,52.16135362178562,85.14548326369942
212690825,,0.1979,0.2,0.0639,0.355,-0.075,0.5023,1.6733,1.439,1.7698,1.31,1.9741,7.59352800075066,51.361999999999995,327.911,-0.7814,-0.89,-0.6883,-0.9744,-0.5899,-0.2583,-0.3752,-0.1503,-0.47,-0.0374,1.238,1.0718,1.3497,0.97,1.5159,-0.8541,-0.9676,-0.7698,-1.0454,-0.6703,4830,100,-0.8895,-0.99,-0.7942,-1.0828,-0.71,-0.8382,-0.95,-0.7475,-1.03,-0.6436,-0.9216,-1.0258,-0.8303,-1.11,-0.7378,-0.9355,-1.0464,-0.8499,-1.1234,-0.7503,-7.58023373667448,-0.44913694522538106,1.08230526223148,7.4625,5.1156,11.0889,3.7584,16.6505,,,1354.0286,1355.1893,1307.6752,1405.9171,1262.0016,1457.0878,6.412999999999999,0.08900000000000001,-0.54,0.2,griJHKs,1.9567,1.7132,2.0497,1.59,2.2609,0.9506,0.77,1.0309,0.6808,1.1898,9.87288434413742,2.6876,2.676,2.6974,2.6665,2.7074,-2.6246,-2.6373,-2.6113,-2.6497,-2.5988,1.1425190014139899,1.0069,0.9162,1.1208,0.8317,1.218,,1.1442,1.01,1.2665,0.91,1.4084,10.6581,10.66,10.5825,10.7398,10.5053,10.8174,6,60.72,1.35,1.1763,1.01,1.286,0.9092,1.4497,4.0486240149668e-05,7.4686,7.2111,7.8317,6.8865,8.058,,0.7978,0.6609999999999999,0.9102,0.57,1.0535,2.6922462278880297,0.04912095,0.154940151353642,2.98665,0.1023,7.313898251119824,6.42,-0.811623486602015,2.68142359593546,0.72012,0.0503,1.3951395139514,0.10250077268289899,2.0140000000000002,-0.07400000000000001,0.0044312831896696795,0.0,27.25570709766648,26.13827250316963
212769723,,0.2704,0.27,0.0772,0.4748,-0.1718,0.645,0.9039,0.71,1.2035,0.49,1.3897,7.943581059073138,54.038999999999994,325.964,-1.6116,-1.7128,-1.4502,-1.8848,-1.3503,-1.0779,-1.19,-0.8822,-1.37,-0.7604,0.4618,0.3046,0.7096,0.09,0.8545,-1.6953,-1.79,-1.535,-1.9524,-1.4303,4710,100,-1.7326,-1.83,-1.5776,-1.99,-1.4729,-1.6598,-1.77,-1.5105,-1.93,-1.4016,-1.7591,-1.8619999999999999,-1.6103,-2.0262,-1.5102,-1.7698,-1.87,-1.6194,-2.03,-1.5165,-7.939897419038321,-0.241886372526706,0.6214997312838921,4.2435,2.5592,5.8196,1.6788,8.8903,,,735.922,739.605,710.9188,769.9836,676.8618,812.3552,4.016,0.077,-0.44,0.2,grJHKs,1.219,1.01,1.5038,0.77,1.6735,0.1441,-0.01,0.3644,-0.207,0.5096,9.62772420651267,2.4496,2.4375,2.46,2.4289,2.4724,-3.0323,-3.0488,-3.0114,-3.0688,-2.9915,1.4649879274829798,1.2648,1.1239,1.419,1.0172,1.6594,,0.3735,0.23,0.584,0.03,0.715,9.3342,9.345,9.2591,9.4324,9.1525,9.5487,5,35.79,0.86,0.3883,0.23,0.6357,0.0242,0.7897,9.24143044107128e-06,10.9905,10.4232,11.5389,9.9541,12.3301,,0.0114,-0.13,0.2199,-0.32799999999999996,0.35,2.4572130515793,0.0295324,0.17274432083208,1.6302,0.14755,10.2211620890796,9.34,-1.50895271766296,2.6801813082103,1.43822,0.0531,0.696069606960696,0.026116290670226004,2.093,-0.10400000000000001,0.005265944466128498,0.0,53.371457081887606,46.16094693744668
212733833,,-0.3659,-0.37,-0.575,-0.1854,-0.825,-0.0273,0.6456,0.53,0.9753,0.35,1.2449,6.430070047593699,54.038000000000004,320.567,-2.0569,-2.125,-1.8502,-2.25,-1.7126,-1.4951,-1.55,-1.2508,-1.69,-1.0964,0.1261,0.03,0.39799999999999996,-0.13,0.6002,-2.0972,-2.21,-1.9399,-2.3366,-1.8103,4530,100,-2.1376,-2.25,-1.9809,-2.3734,-1.8503,-2.1148,-2.17,-1.8979,-2.3032,-1.7702,-2.1628,-2.29,-2.0206,-2.41,-1.8865,-2.1697,-2.29,-2.0225,-2.43,-1.909,-6.19558629732823,-1.7206136258092202,3.75381576025004,1.9574,1.7989,4.4507,1.1614,6.9299,,,4612.8125,4613.1751,4350.6065,4791.6023,4106.7648,4973.1354,3.1519999999999997,0.07200000000000001,-0.24,0.2,grJHKs,0.9446,0.8106,1.2501,0.65,1.5279,-0.218,-0.2966,0.0498,-0.4576,0.2296,9.29167958398284,2.3344,2.3225,2.346,2.3113,2.3574,-3.2326,-3.2563,-3.2131,-3.2763,-3.1929,1.6663938716274198,1.4626,1.2673,1.6517,1.1271,1.8746,,-0.012,-0.0798,0.2496,-0.2432,0.4097,13.3198,13.32,13.1927,13.4024,13.0675,13.4832,5,27.58,0.68,0.0582,-0.0384,0.3301,-0.2036,0.5297,4.3022477808209504e-06,13.5158,12.7644,14.352,12.0415,15.067,,-0.3743,-0.4384,-0.11,-0.6016,0.0497,2.33558426247109,0.22049789999999997,0.188091595816224,2.4933,0.1922,11.835608754515716,,-1.77940274681631,2.62215252100649,0.22161999999999998,0.0398,4.34743474347435,0.8795888267130609,2.213,-0.161,0.006491400059312582,0.0,69.0664050423914,52.96201972311979
