EPIC,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ
212595534,-0.025,0.1193,0.32,-0.095,0.3102,-0.295,0.5012,2.1629,1.95,2.381,1.7612,2.5897,8.05333649969837,49.717,324.978,-0.7025,-0.8032,-0.6102,-0.89,-0.5137,-0.1311,-0.23,-0.0121,-0.3364,0.0896,1.5234,1.37,1.6745,1.23,1.8229,-0.801,-0.8936,-0.7099,-0.99,-0.6297,4547,100,-0.8453,-0.931,-0.7504,-1.024,-0.6703,-0.7548,-0.85,-0.6622,-0.9378,-0.5702,-0.8695,-0.9532,-0.7702,-1.047,-0.6904,-0.8807,-0.97,-0.7919,-1.0594,-0.7102,-8.05147116321776,-0.173323066113175,0.382529013283609,6.4102,4.5186,9.1567,3.1989,12.7429,,-0.025,467.1044,454.9881,449.2623,485.5442,433.012,504.5745,7.031,0.089,0.153,0.21,riJHKs,2.4088,2.21,2.619,2.03,2.8187,1.1641,1.03,1.303,0.897,1.43,9.80687157983728,2.7743,2.7633,2.7824,2.755,2.7924,-2.54,-2.5512,-2.528,-2.5618,-2.5163,1.43143847167198,1.2269,1.1428,1.3665,1.0465,1.4857,,1.3723,1.25,1.5066,1.13,1.6293,8.3471,8.29,8.2625,8.4311,8.1825,8.5146,5,76.27,1.48,1.4468,1.29,1.5955,1.1538,1.7497,5.93102914454067E-05,7.5248,7.2778,7.8333,7.0146,8.0996,,1.0061,0.8794,1.1298,0.761,1.2497,2.77815712311612,0.01814095,0.148053699954418,2.31905,0.11185,8.69582826611426,6.5,-0.606503619022658,2.64507653557841,2.29702,0.047,0.435043504350435,0.008956696780103
212596229,0.09,0.2135,0.21,0.1194,0.3049,0.0111,0.4048,0.8641,0.734,0.9897,0.5732,1.1897,7.30868712918916,49.602,325.537,-1.5532,-1.59,-1.4737,-1.7204,-1.3902,-1.038,-1.09,-0.9598,-1.23,-0.8592,0.4482,0.37,0.5594,0.21,0.7039,-1.6272,-1.67,-1.5568,-1.7916,-1.4702,4841,100,-1.6618,-1.71,-1.5967,-1.8292,-1.5102,-1.605,-1.65,-1.5322,-1.77,-1.4388,-1.6945,-1.73,-1.6159,-1.85,-1.5308,-1.7042,-1.75,-1.636,-1.8698,-1.5502,-7.2750715886896,-0.700172073005408,1.47762693077423,7.5215,6.1066,11.0878,4.6238,17.0041,,0.09,1909.1746,1909.853,1869.4335,1943.0621,1825.9967,1977.9836,3.849,0.076,-0.359,0.211,grJHKs,1.1582,1.0234,1.29,0.8584,1.4897,0.1432,0.07,0.2384,-0.0818,0.3698,9.87630445984172,2.374,2.3625,2.3842,2.3538,2.3974,-3.0805,-3.096,-3.0763,-3.115,-3.0663,1.0422633494416,0.9919,0.9157,1.0568,0.8355,1.1623,,0.3748,0.31,0.4765,0.1512,0.5897,11.4042,11.405,11.3586,11.4424,11.3075,11.4811,5,29.78,0.82,0.3807,0.306,0.4898,0.1418,0.6296,7.16090142989773E-06,10.6195,10.3276,10.8835,9.8728,11.3246,,0.0201,-0.0462,0.1101,-0.193,0.2297,2.38333313436145,0.0368143,0.07470142045814,3.5663,0.07055,12.2107416817244,10.7,-1.79998732218739,2.24638567534087,0.44812,0.0461,2.23822382238224,0.25372143487398
212601036,0.11,0.2624,0.26,0.145,0.3934,0.025,0.5189,1.5465,1.41,1.7047,0.7092,1.8301,7.67254529315957,51.965,311.296,-0.7645,-0.87,-0.6538,-1.47,-0.5703,-0.262,-0.3802,-0.1499,-1.01,-0.0567,1.18,1.0468,1.31,0.37,1.427,-0.8359,-0.944,-0.7303,-1.5424,-0.6504,5129,100,-0.8713,-0.9834,-0.77,-1.57,-0.683,-0.8226,-0.93,-0.715,-1.53,-0.6385,-0.9007,-1.01,-0.7977,-1.5954,-0.7104,-0.9174,-1.022,-0.8103,-1.61,-0.7282,-7.63564867024726,-0.751545514347831,1.30357299599953,5.6991,3.8459,8.3387,0.8222,10.8783,,0.11,1623.5035,1625.549,1572.1718,1679.4065,1518.7981,1732.9793,6.871,0.114,-0.225,0.212,griJHKs,1.8069,1.67,1.971,0.9746,2.1098,0.8881,0.7576,1.0101,0.1014,1.1298,9.75580627744535,2.7299,2.7215,2.7424,2.7075,2.7484,-2.5726,-2.5897,-2.5563,-2.6982,-2.5388,1.20241964338231,1.0676,0.9606,1.1967,0.9027,1.995,,1.1133,0.99,1.2402,0.3342,1.3498,11.0523,11.055,10.9825,11.1258,10.9075,11.194,6,65.71,1.48,1.1162,0.9874,1.2501,0.31,1.3691,5.18283463772835E-05,7.3364,7.0062,7.6914,6.7571,9.9548,,0.7708,0.65,0.8946,-0.0086,0.9898,2.73958871634824,0.05361735,0.101381468964232,2.2464,0.11805,5.20171274351646,7.08,-0.934596541534299,3.0314738091764,0.55482,0.0633,1.81818181818182,0.236702022835055
212601342,0.055,-0.2499,-0.25,-0.345,-0.1225,-0.442,0.1451,1.637,1.3022,1.6697,0.9268,1.6896,7.87612394070687,49.818,325.146,-1.5652,-1.6634,-1.5103,-1.81,-1.4114,-0.9647,-1.0872,-0.9103,-1.25,-0.7853,0.8075,0.6376,0.8897,0.37,0.9642,-1.6837,-1.7822,-1.6303,-1.9248,-1.5299,4500,100,-1.7374,-1.8404,-1.6902,-1.966,-1.5704,-1.6314,-1.7412,-1.5899,-1.87,-1.4759,-1.7568,-1.8608,-1.7103,-1.99,-1.5959,-1.7765,-1.878,-1.7303,-1.9996,-1.6103,-7.87049612822933,-0.297689477313443,0.642402232021322,12.7957,9.2555,16.0265,5.559,19.7073,,0.055,807.3257,809.0959,787.9525,825.2591,764.7155,851.8948,3.4,0.077,0.138,0.211,grJHKs,1.9031,1.5778,1.9301,1.2176,1.9498,0.4052,0.2482,0.4698,0.03,0.5837,10.1070640493339,2.3192,2.3075,2.3282,2.3009,2.3424,-3.1826,-3.2014,-3.1663,-3.2199,-3.1463,1.1421000818678,1.0061,0.9953,1.1325,0.8721,1.2647,,0.5845,0.4524,0.6498,0.245,0.7497,9.5352,9.54,9.4825,9.583,9.4175,9.6519,5,26.99,0.74,0.7719,0.5552,0.8098,0.29,0.8954,4.88254904317278E-06,11.55,11.324,12.0652,10.7152,12.7003,,0.2058,0.0698,0.2697,-0.1258,0.3896,2.32475004106904,0.0186533,0.08867835359531,3.3855,0.1264,14.1071537566499,10.86,-1.73337973852023,2.23189300087045,1.21962,0.0465,0.822082208220822,0.031826774827085
212606989,0.115,0.12,0.12,-0.015,0.2941,-0.1569,0.5549,0.8969,0.63,1.0288,0.41,1.1526,7.88951257092335,51.647,315.667,-1.5432,-1.7104,-1.4702,-1.87,-1.4358,-1.0187,-1.21,-0.9491,-1.37,-0.897,0.4785,0.26,0.5898,0.05,0.6577,-1.621,-1.7846,-1.5499,-1.95,-1.5209,4899,100,-1.658,-1.8234,-1.5903,-1.9764,-1.5503,-1.5955,-1.77,-1.5276,-1.927,-1.4903,-1.691,-1.844,-1.6103,-2.01,-1.5848,-1.6989,-1.8646,-1.6299,-2.0178,-1.5903,-7.87890311394066,-0.409016292944045,0.765328728860169,9.1079,5.0362,13.0261,3.1261,15.9899,,0.115,943.244,946.2368,917.2759,966.9674,889.4057,1050.7049,3.686,0.081,-0.281,0.212,grJHKs,1.1927,0.91,1.3168,0.6902,1.4497,0.1704,-0.036,0.2698,-0.2312,0.3301,9.95941825364199,2.3616,2.348,2.3724,2.3375,2.3853,-3.1058,-3.1312,-3.0913,-3.158,-3.0838,1.15299061006725,0.9664,0.8824,1.1219,0.8511,1.3294,,0.3999,0.1904,0.4901,0.0002,0.5497,9.8731,9.88,9.8125,9.9271,9.7455,10.1074,5,28.9,0.8,0.4111,0.1846,0.5097,-0.01,0.5902,6.41123746576936E-06,10.6487,10.3276,11.4362,10.1747,12.301,,0.0434,-0.1606,0.1298,-0.3416,0.1897,2.37289246210956,0.02484575,0.086022272832502,3.99495,0.11975,12.3681137369748,9.62,-1.5018581464831,2.21439041086511,1.07352,0.0474,0.933093309330933,0.04211441369718
212607299,-99.9,0.1506,0.15,0.055,0.2469,-0.0372,0.3449,0.8133,0.7088,0.9298,0.61,1.0704,6.87134655904526,50.913,320.533,-1.5046,-1.57,-1.4373,-1.61,-1.3527,-1.0065,-1.07,-0.9344,-1.1232,-0.8503,0.4387,0.3578,0.5297,0.29,0.6483,-1.576,-1.6416,-1.5103,-1.69,-1.4402,4952,100,-1.609,-1.67,-1.5389,-1.718,-1.4703,-1.5576,-1.6254,-1.4903,-1.6714,-1.4103,-1.6405,-1.71,-1.5786,-1.7596,-1.5099,-1.6519,-1.723,-1.5902,-1.7628,-1.5104,-6.75358641000914,-1.26667838737506,2.47522604410015,9.7571,6.6834,14.3069,5.8479,20.1783,,-99.9,3160.624,3162.2777,3079.8529,3239.5543,3002.6172,3308.839,4,0.087,-0.291,0.2,griJHKs,1.0987,0.99,1.2249,0.89,1.3722,0.146,0.0728,0.2298,0.003,0.33,9.98932075607385,2.37,2.361,2.3824,2.3525,2.3959,-3.0781,-3.0852,-3.0688,-3.0988,-3.0586,0.88410474966258,0.9258,0.8447,0.9953,0.8016,1.0749,,0.3797,0.31,0.4698,0.2376,0.5697,12.4989,12.5,12.4426,12.5524,12.3875,12.5984,6,29.34,0.87,0.3743,0.29,0.4569,0.2226,0.5698,7.70637341238866E-06,10.3113,9.9834,10.6159,9.6828,10.8535,,0.0314,-0.041,0.1098,-0.1006,0.2098,2.38179132713814,0.0798507,0.090705737131681,3.81175,0.0753,9.37659567956225,10.13,-1.73025165378842,2.47532628580895,0.25892,0.0261,3.83138313831383,0.410439849557728
212607892,0.115,-0.0384,-0.04,-0.2121,0.115,-0.3709,0.2748,1.8403,1.6428,2.05,1.45,2.2617,7.86755015184369,49.86,325.629,-0.8523,-0.9514,-0.75,-1.05,-0.6545,-0.2882,-0.4098,-0.1808,-0.52,-0.0699,1.299,1.15,1.4552,1.0038,1.6097,-0.9399,-1.045,-0.8502,-1.1306,-0.7503,4632,100,-0.9791,-1.0822,-0.8899,-1.17,-0.794,-0.9021,-1.0094,-0.8103,-1.101,-0.7103,-1.006,-1.1034,-0.9102,-1.19,-0.8109,-1.0165,-1.11,-0.9186,-1.21,-0.8356,-7.86189569603948,-0.298230542318492,0.652020086933633,5.9483,4.043,8.6112,2.851,12.5839,,0.115,819.444,818.465,789.7686,850.7746,761.4473,882.0262,6.385,0.089,-0.1,0.212,grJHKs,2.1162,1.9164,2.3098,1.73,2.5145,0.9583,0.83,1.1088,0.69,1.2423,9.77439286386118,2.7144,2.7026,2.7224,2.6936,2.7324,-2.6221,-2.6346,-2.6088,-2.6488,-2.5983,1.3933711216514,1.199,1.0986,1.3303,0.9999,1.4539,,1.1777,1.05,1.3154,0.9242,1.4496,9.5676,9.565,9.4875,9.6491,9.4082,9.7274,5,65.86,1.34,1.2228,1.0856,1.3896,0.93,1.5337,4.2629225633768E-05,7.9112,7.6208,8.2496,7.3451,8.5735,,0.8127,0.6898,0.9498,0.5556,1.0698,2.71844690136043,0.030503,0.144749701428107,2.2841,0.11585,8.36556634738547,6.73,-0.879843066046506,2.68013166584411,1.23322,0.0496,0.813081308130813,0.033273285980007
212612064,0.07,0.1203,0.15,-0.0479,0.2948,-0.2132,0.4749,1.1432,0.89,1.3304,0.628,1.5097,7.6189699346382,50.57,322.9,-2.054,-2.22,-1.9903,-2.393,-1.9503,-1.368,-1.5592,-1.3099,-1.7452,-1.2703,0.4381,0.2254,0.5501,0.01,0.6495,-2.1771,-2.3382,-2.1103,-2.51,-2.0702,4273,100,-2.2295,-2.3992,-2.1702,-2.57,-2.1278,-2.1213,-2.2794,-2.0504,-2.47,-2.0292,-2.2487,-2.4184,-2.19,-2.5894,-2.1502,-2.2811,-2.4368,-2.2103,-2.608,-2.1703,-7.60077871863981,-0.526180325737207,1.08555342807675,16.21,9.2704,20.1761,4.8596,20.1788,,0.07,1373.4082,1370.8814,1328.9237,1441.5759,1298.6736,1527.546,2.18,0.066,-0.042,0.211,griJHKs,1.4195,1.1886,1.6096,0.9242,1.7697,0.041,-0.1672,0.1298,-0.37,0.2076,10.2097830148485,2.0722,2.0575,2.0827,2.0483,2.0974,-3.5458,-3.5712,-3.5248,-3.5986,-3.5063,1.19579560088763,0.966,0.8871,1.1099,0.8472,1.3074,,0.1786,-0.0008,0.2696,-0.2108,0.3101,10.689,10.685,10.6175,10.7942,10.5675,10.92,6,15.55,0.48,0.3802,0.17,0.5016,-0.0674,0.5897,1.12691060454247E-06,14.8679,14.3562,15.9204,13.9959,17.1275,,-0.1648,-0.3636,-0.0903,-0.5564,-0.0303,2.0740377393963,0.0563261,0.15174984107861,5.45285,0.1114,16.9563531598717,14.85,-2.36997611392498,1.97545990374144,0.63732,0.0782,1.59015901590159,0.229593627946778
212613949,-99.9,0.1716,0.17,0.025,0.3142,-0.1473,0.465,0.7311,0.55,0.9359,0.079,1.0098,7.6348913769093,51.617,317.101,-1.4756,-1.6368,-1.3299,-1.903,-1.2702,-0.9858,-1.15,-0.8246,-1.47,-0.7652,0.4238,0.2478,0.6097,-0.186,0.6701,-1.5436,-1.6938,-1.3903,-1.95,-1.3315,5063,100,-1.5778,-1.7316,-1.4303,-1.9816,-1.3702,-1.57,-1.73,-1.4243,-1.9878,-1.3699,-1.6201,-1.7706,-1.4702,-2.0166,-1.4103,-1.6425,-1.791,-1.4902,-2.0354,-1.4303,-7.60807568391855,-0.639336159599415,1.21047727278632,7.5907,4.086,11.6096,2.2646,15.5024,,-99.9,1512.636,1510.0805,1451.677,1575.747,1389.9845,1653.8195,3.879,0.069,-1.443,0.2,griJHKs,0.9876,0.8068,1.2097,0.3122,1.2896,0.1465,-0.03,0.3194,-0.4162,0.3897,9.88028182755812,2.3907,2.3777,2.4024,2.3675,2.4158,-3.0535,-3.0772,-3.0338,-3.1145,-3.0238,1.11256517948394,0.9353,0.8235,1.1116,0.747,1.3242,,0.3499,0.17,0.5234,-0.2142,0.5897,10.8987,10.895,10.8094,10.9874,10.715,11.0924,6,30.07,0.82,0.3739,0.19,0.5508,-0.2278,0.6297,7.51028797177391E-06,10.1475,9.5896,10.9134,9.247,11.8797,,0.0282,-0.1314,0.2097,-0.497,0.2698,2.39727829141879,0.062035,0.137705268014664,3.7618,0.14405,11.7634263583155,10.49,-1.70572622411919,2.24929148941375,0.57872,0.0406,1.73417341734173,0.127635924381816
212622100,0.17,0.1302,0.13,0.025,0.2543,-0.0853,0.3649,2.012,1.8562,2.1097,1.75,2.2442,7.90672512455054,52.108,314.755,-0.2084,-0.29,-0.1222,-0.37,-0.057,0.2735,0.186,0.3696,0.0908,0.4298,1.669,1.53,1.7507,1.45,1.8672,-0.2722,-0.35,-0.1844,-0.4394,-0.1303,5055,100,-0.302,-0.39,-0.225,-0.47,-0.1628,-0.2662,-0.35,-0.1814,-0.4436,-0.1298,-0.3352,-0.4142,-0.2502,-0.4966,-0.1903,-0.3487,-0.43,-0.2656,-0.5158,-0.2099,-7.89636313908285,-0.40466204533212,0.757900021768926,5.6876,4.1918,7.8503,3.0939,9.8822,,0.17,927.8219,926.8298,900.5338,956.0789,874.0374,985.109,10.287,0.125,-0.623,0.213,griJHKs,2.2691,2.11,2.3743,2.01,2.5256,1.3869,1.282,1.4897,1.19,1.5802,9.75492904554498,2.9629,2.9541,2.9724,2.9425,2.9788,-2.2227,-2.2355,-2.2113,-2.2463,-2.1997,1.15702379737881,1.0546,0.9772,1.1583,0.9162,1.264,,1.6185,1.4998,1.7096,1.41,1.8043,9.8373,9.835,9.7725,9.9025,9.7077,9.9674,6,111.92,2.16,1.6087,1.49,1.7091,1.39,1.8014,0.000196437953,5.6009,5.3827,5.7802,5.2723,6.0307,,1.2954,1.19,1.3894,1.09,1.4616,2.96770918107213,0.02777255,0.09718691828723,1.82925,0.09055,4.58555991282848,5.21,-0.194429705295663,3.06999120260189,1.08112,0.05,0.927092709270927,0.043906187121475
212624462,0.1,-0.0362,-0.07,-0.1862,0.1449,-0.3478,0.3049,1.3017,1.13,1.5392,0.97,1.8477,7.74628976332931,51.545,319.199,-1.1604,-1.2796,-1.0502,-1.39,-0.9208,-0.6316,-0.75,-0.4914,-0.87,-0.337,0.9214,0.73,1.0619,0.59,1.2857,-1.2423,-1.353,-1.1303,-1.465,-1.0103,4748,100,-1.2953,-1.3906,-1.1703,-1.501,-1.0503,-1.2231,-1.3396,-1.1103,-1.45,-0.9804,-1.3336,-1.43,-1.2095,-1.53,-1.0781,-1.3305,-1.4318,-1.2104,-1.55,-1.0983,-7.73086472136735,-0.488605932606508,0.9667192131466,6.148,4.0448,9.6561,2.7403,16.4089,,0.1,1202.3614,1207.8138,1153.2671,1251.6691,1110.0176,1301.62,4.981,0.079,-0.443,0.212,griJHKs,1.6628,1.4196,1.8296,1.25,2.1245,0.6209,0.43,0.738,0.29,0.9324,9.78873385882771,2.5546,2.5425,2.5655,2.532,2.5775,-2.8399,-2.8561,-2.8262,-2.8702,-2.8088,1.26046556262828,1.0544,0.9764,1.2188,0.859,1.3527,,0.83,0.6516,0.9497,0.5296,1.1497,10.4002,10.41,10.3096,10.4874,10.2266,10.5724,6,45.18,1.05,0.8805,0.67,0.999,0.53,1.2198,1.80183203468017E-05,9.0458,8.6696,9.5051,8.2035,9.8971,,0.4903,0.31,0.6015,0.17,0.7754,2.56014248135047,0.049201,0.14269076175986,2.80565,0.1644,10.161955177079,9.69,-1.63653342486779,2.41131583581847,0.67882,0.0553,1.48214821482148,0.129308713725308
212625614,0.195,-0.0713,-0.07,-0.135,0.0152,-0.1961,0.1149,1.2825,1.1214,1.3497,0.99,1.8891,7.67113676913805,48.489,332.063,-1.5707,-1.61,-1.5382,-1.65,-1.1949,-1.0135,-1.05,-0.9793,-1.11,-0.5802,0.6594,0.5768,0.6897,0.49,1.1862,-1.6726,-1.71,-1.6333,-1.77,-1.3183,4519,100,-1.7145,-1.77,-1.6898,-1.83,-1.3726,-1.6298,-1.6644,-1.5903,-1.71,-1.2576,-1.7501,-1.7856,-1.7103,-1.85,-1.395,-1.754,-1.7904,-1.7102,-1.85,-1.4011,-7.66377593505278,-0.335972838377806,0.835178475268114,5.173,4.3152,6.0076,3.5892,15.8252,,0.195,1082.0145,1083.9265,1065.3444,1100.2252,1048.4554,1118.1073,4.126,0.077,0.326,0.213,griJHKs,1.5667,1.413,1.6297,1.27,2.1379,0.293,0.23,0.3219,0.15,0.79,9.71374247840908,2.4437,2.4325,2.4524,2.4233,2.4624,-3.0436,-3.0587,-3.0308,-3.0707,-2.9913,1.16164856220127,1.2921,1.2245,1.3829,0.9425,1.4722,,0.5024,0.4488,0.5298,0.37,0.9579,10.1712,10.175,10.1375,10.2074,10.1027,10.2424,6,35.06,0.88,0.5815,0.4962,0.6098,0.41,1.1153,9.35989913022803E-06,11.16,10.9961,11.5325,9.7096,11.8582,,0.1224,0.0722,0.1497,0.01,0.6017,2.43927398204822,0.0174404,0.073482546446685,0.8462,0.0792,11.0339745178878,9.48,-1.51351385021753,2.43894703321476,0.97492,0.0369,1.02610261026103,0.039488249530008
212627690,0.26,0.2386,0.24,0.0903,0.3849,-0.045,0.5233,1.4191,1.2858,1.6098,1.139,1.81,7.6291274166259,49.261,329.729,-0.9367,-1.03,-0.8355,-1.1106,-0.7302,-0.4228,-0.53,-0.3143,-0.6152,-0.1903,1.0101,0.919,1.1897,0.8048,1.3497,-1.0134,-1.1008,-0.9104,-1.1832,-0.8103,4871,100,-1.0433,-1.1392,-0.9502,-1.2202,-0.8499,-1.0009,-1.09,-0.8949,-1.1724,-0.7903,-1.0761,-1.17,-0.9811,-1.25,-0.8804,-1.0929,-1.1798,-0.9902,-1.2612,-0.8903,-7.61885256309103,-0.395816574936116,0.936419108939758,5.2467,3.6991,7.6709,2.7485,11.61,,0.26,1203.1691,1202.2642,1160.1118,1247.0119,1120.9339,1286.7348,6.093,0.086,-0.505,0.214,grJHKs,1.7134,1.5582,1.8896,1.41,2.0922,0.7125,0.63,0.8824,0.5262,1.0298,9.71988623247176,2.6697,2.6614,2.6824,2.6475,2.6894,-2.6702,-2.6824,-2.6563,-2.6951,-2.6438,1.25237750614455,1.1001,1.0092,1.2256,0.9078,1.3318,,0.9333,0.85,1.099,0.75,1.2454,10.4016,10.4,10.3225,10.4794,10.2479,10.5474,5,58.23,1.28,0.9547,0.85,1.1177,0.7322,1.2698,3.51963680025447E-05,8.0115,7.6913,8.3341,7.3451,8.5967,,0.6005,0.5108,0.7497,0.41,0.8856,2.67589675451876,0.04345005,0.155452102688595,1.9859,0.1082,8.09033653045171,7.52,-0.987545294798256,2.60212135311105,0.80512,0.0651,1.25112511251125,0.108511455162448
212632370,0.2,0.0806,0.1,-0.0022,0.1549,-0.0901,0.2251,0.9674,0.91,1.1067,0.83,1.229,7.7607982588408,50.454,325.636,-1.4497,-1.49,-1.4232,-1.53,-1.3976,-0.9256,-0.9632,-0.8902,-1.0106,-0.8702,0.5585,0.51,0.6388,0.4496,0.7098,-1.5328,-1.57,-1.5034,-1.61,-1.4766,4678,100,-1.5711,-1.61,-1.5426,-1.65,-1.5154,-1.5014,-1.5362,-1.4703,-1.581,-1.4502,-1.6005,-1.636,-1.5702,-1.6836,-1.5502,-1.61,-1.65,-1.5823,-1.6842,-1.5503,-7.75182807020569,-0.373029736612963,0.825612847420546,19.9526,16.248,20.1772,12.738,20.1787,,0.2,1037.9682,1035.1421,1021.4333,1055.5757,1005.773,1073.2391,3.914,0.09,-0.098,0.213,grJHKs,1.2633,1.19,1.3929,1.11,1.5188,0.2493,0.21,0.3191,0.1514,0.3698,10.299999496117,2.3345,2.3275,2.3444,2.32,2.3524,-3.1155,-3.1286,-3.1037,-3.1381,-3.0888,0.582695222812407,0.8336,0.809,0.8665,0.7957,0.9119,,0.4859,0.445,0.5498,0.39,0.5968,10.0809,10.075,10.0461,10.1174,10.0125,10.1535,5,25.52,0.85,0.4853,0.4446,0.5698,0.3762,0.6301,6.23780882108211E-06,10.2353,10.0563,10.4222,9.9541,10.6918,,0.1291,0.09,0.1864,0.0378,0.2297,2.30885167841054,0.0170712,0.064794457339373,3.7046,0.02875,7.28177808443481,8.68,-1.28861582882152,2.78545828420518,1.05002,0.0444,0.954095409540954,0.041148907969725
212319503,0.235,0.2772,0.28,0.2171,0.3549,0.1475,0.4248,1.1311,1.05,1.2188,0.9566,1.3097,7.48055027577847,44.816,316.727,-1.4342,-1.483,-1.3699,-1.5354,-1.3303,-0.8717,-0.9196,-0.8303,-0.9922,-0.8102,0.6712,0.612,0.7097,0.5266,0.7497,-1.5322,-1.57,-1.4517,-1.6226,-1.4102,4610,100,-1.5736,-1.61,-1.489,-1.6656,-1.4503,-1.4821,-1.53,-1.4158,-1.58,-1.3704,-1.5989,-1.631,-1.5102,-1.69,-1.4746,-1.6084,-1.65,-1.5288,-1.7074,-1.4902,-7.43665632699913,-0.809181748776604,1.19710466956255,19.9526,12.933,20.1775,8.7801,20.1784,,0.235,1664.0933,1667.2469,1631.1729,1698.1128,1601.4007,1731.0647,4.42,0.19,0.051,0.214,griJHKs,1.4285,1.35,1.5189,1.2576,1.6097,0.3527,0.3096,0.3897,0.2162,0.4097,10.299999496117,2.3715,2.3625,2.3798,2.3525,2.388,-3.0881,-3.0938,-3.07,-3.0963,-3.0461,0.519677224981779,0.864,0.8279,0.9478,0.8128,1.0377,,0.5854,0.5316,0.6097,0.4456,0.6298,11.1059,11.11,11.0625,11.1498,11.0225,11.1916,6,29.1,0.9,0.5957,0.55,0.6461,0.4504,0.6697,9.00466642472108E-06,10.3761,9.9302,10.6152,9.6427,10.8126,,0.2193,0.1752,0.2497,0.0878,0.2697,2.36268435130558,0.03346995,0.058840969140221,7.0196,0.0838,12.2585766808937,8.69,-1.52176356672835,2.26592221536614,0.56532,0.0437,1.77617761776178,0.14553946586215
212357642,0.125,0.0992,0.1,-0.0229,0.2249,-0.1505,0.3648,1.0192,0.8878,1.21,0.66,1.3298,7.64723085133312,45.95,316.217,-1.5027,-1.57,-1.4189,-1.8356,-1.3702,-0.9636,-1.05,-0.8892,-1.3418,-0.83,0.5723,0.47,0.707,0.219,0.8096,-1.5878,-1.661,-1.5103,-1.9132,-1.4503,4717,100,-1.6269,-1.7016,-1.5503,-1.952,-1.4903,-1.5543,-1.63,-1.4785,-1.89,-1.4302,-1.6569,-1.73,-1.5794,-1.989,-1.5302,-1.666,-1.7418,-1.5902,-1.9868,-1.5302,-7.61964207444414,-0.648994877438709,0.994370073161134,12.7174,8.9248,18.8301,4.4617,20.1789,,0.125,1349.0094,1352.0724,1316.7398,1379.5629,1284.4284,1417.3921,3.66,0.14,-0.234,0.212,grJHKs,1.3197,1.1858,1.5096,0.9604,1.6297,0.2516,0.15,0.3598,-0.0984,0.4696,10.104398331354,2.3497,2.3323,2.3674,2.3175,2.3868,-3.1147,-3.1357,-3.0888,-3.1761,-3.0738,1.01915672209978,0.9139,0.8394,1.0102,0.8016,1.2592,,0.4815,0.39,0.5888,0.1288,0.6697,10.6501,10.655,10.5975,10.6987,10.5435,10.7575,5,28,1.6,0.5019,0.3966,0.6296,0.15,0.7475,6.00942305775549E-06,10.5696,10.1391,10.936,9.9541,12.2387,,0.1211,0.03,0.2214,-0.2356,0.3097,2.35093186908992,0.03141155,0.068696201777794,4.95265,0.0854,12.054527197191,10.13,-1.67108819614713,2.29486708400533,0.69072,0.0616,1.45814581458146,0.141397127394498
