 ID                  log(g) [Fe/H] Teff  E(B-V)  BC_1     BC_2    BC_3    BC_4   BC_5
206021755            2.3598 -0.359 4950   0      1.944   -0.037  0.579   -0.019  0.251  
206022274            2.3607 -0.327 4815   0      2.029   -0.070  0.573   -0.051  0.245  
206023114            2.4447 -0.536 4690   0      2.104   -0.113  0.550   -0.103  0.224  
206027510            2.2578 0.228  4558   0      2.200   -0.139  0.568   -0.105  0.238  
206028891            2.3019 -0.295 4977   0      1.929   -0.029  0.584   -0.008  0.256  
206035736            2.9959 -0.5770000000000001 4915   0      1.959   -0.056  0.560   -0.046  0.232  
206037023            2.4989 -0.473 4774   0      2.051   -0.086  0.561   -0.074  0.234  
206038132            2.3247 -0.196 4754   0      2.069   -0.083  0.574   -0.060  0.246  
206039882            2.6184 -0.142 4731   0      2.084   -0.089  0.572   -0.066  0.243  
206041863            2.6733 -0.268 4821   0      2.025   -0.068  0.573   -0.049  0.245  
206043157            2.1888 -1.138 4767   0      2.046   -0.104  0.538   -0.106  0.212  
206047309            2.1031 -0.222 4442   0      2.273   -0.195  0.529   -0.182  0.203  
206048937            2.9619999999999997 0.113  4690   0      2.114   -0.098  0.578   -0.067  0.248  
206054711            2.6603 -0.33  4734   0      2.079   -0.094  0.563   -0.079  0.236  
206057551            2.432  -0.228 4606   0      2.163   -0.132  0.554   -0.115  0.227  
206058287            2.4090000000000003 -0.349 4947   0      1.946   -0.038  0.579   -0.020  0.251  
206063364            2.3021 -1.1740000000000002 4851   0      1.992   -0.083  0.540   -0.086  0.214  
206066993            2.4787 -0.07  4528   0      2.216   -0.158  0.548   -0.137  0.220  
206069707            2.5419 -0.37200000000000005 4650   0      2.132   -0.122  0.552   -0.108  0.226  
206069764            2.6494 -0.044000000000000004 4631   0      2.149   -0.120  0.564   -0.095  0.236  
206070270            2.5911 -0.027999999999999997 4637   0      2.146   -0.117  0.566   -0.091  0.237  
206072213            2.8535 0.067  4734   0      2.085   -0.084  0.581   -0.053  0.251  
206072393            2.6733 0.358  4489   0      2.247   -0.169  0.559   -0.138  0.231  
206074623            2.6741 0.012  4624   0      2.155   -0.121  0.566   -0.094  0.237  
206077618            2.3655 -0.018000000000000002 4728   0      2.088   -0.085  0.580   -0.056  0.250  
206081428            2.3506 -0.087 4607   0      2.165   -0.128  0.561   -0.104  0.233  
206081658            2.4071 -0.09699999999999999 4562   0      2.194   -0.145  0.553   -0.123  0.225  
206084311            2.5143 0.11900000000000001 4684   0      2.118   -0.097  0.580   -0.064  0.250  
206086346            2.4141 0.062  4700   0      2.107   -0.092  0.580   -0.060  0.250  
206090123            3.0039 -0.006 4845   0      2.014   -0.054  0.587   -0.025  0.257  
206092674            2.9675 0.028999999999999998 4696   0      2.109   -0.098  0.574   -0.069  0.245  
206093273            2.3706 -0.032 4749   0      2.075   -0.079  0.582   -0.050  0.252  
206095220            2.6418 -0.136 4717   0      2.093   -0.094  0.570   -0.070  0.242  
206097958            2.9406 -0.013000000000000001 4675   0      2.121   -0.105  0.570   -0.079  0.241  
206098732            2.2425 -0.257 4509   0      2.227   -0.169  0.539   -0.155  0.213  
206100164            3.1293 -0.005 4872   0      1.998   -0.048  0.588   -0.019  0.258  
206100485            2.7427 -1.291 5009   0      1.889   -0.055  0.536   -0.059  0.208  
206101493            2.4154 -0.782 5353   0      1.695   0.017   0.552   0.021   0.221  
206102116            2.9302 -0.092 4808   0      2.036   -0.067  0.580   -0.042  0.250  
206102411            2.8174 -0.32899999999999996 4836   0      2.014   -0.066  0.570   -0.050  0.242  
206102910            2.3532 -0.256 4882   0      1.988   -0.050  0.581   -0.028  0.253  
206104478            2.3535 0.071  4606   0      2.167   -0.124  0.568   -0.094  0.238  
206107113            2.3712 -0.473 5031   0      1.892   -0.024  0.575   -0.009  0.246  
206108556            2.4783 -0.14400000000000002 4708   0      2.099   -0.096  0.570   -0.072  0.242  
206111212            2.4019999999999997 -0.061 4736   0      2.083   -0.084  0.578   -0.056  0.249  
206111552            3.2137 0.121  4843   0      2.018   -0.052  0.592   -0.020  0.262  
206112764            2.4567 -1.117 5166   0      1.799   -0.022  0.543   -0.023  0.214  
206115828            2.2339 -0.33  4570   0      2.186   -0.147  0.546   -0.134  0.220  
206116318            2.5015 -0.541 4687   0      2.105   -0.114  0.549   -0.105  0.223  
206117168            2.3813 0.078  4571   0      2.190   -0.137  0.562   -0.108  0.233  
206118982            2.6957 -0.207 4648   0      2.136   -0.119  0.559   -0.100  0.231  
206120536            2.6351 -0.04  4720   0      2.093   -0.090  0.576   -0.063  0.246  
206122257            2.3907 -0.44  4985   0      1.921   -0.032  0.576   -0.017  0.247  
206123368            2.3404 -0.151 4723   0      2.090   -0.091  0.573   -0.067  0.245  
206123736            2.5738 -0.40399999999999997 4664   0      2.122   -0.118  0.552   -0.106  0.226  
206123865            2.3335 -0.27899999999999997 5008   0      1.910   -0.021  0.586   -0.001  0.257  
206124763            2.8699 0.35700000000000004 4707   0      2.106   -0.086  0.593   -0.047  0.262  
206124932            2.4973 -0.175 4553   0      2.199   -0.151  0.548   -0.133  0.221  
206125783            2.4657 -0.03  4554   0      2.200   -0.147  0.554   -0.123  0.226  
206126685            2.5212 -0.345 4672   0      2.119   -0.114  0.556   -0.099  0.230  
206127655            2.3696 0.039  4677   0      2.121   -0.100  0.577   -0.069  0.247  
206129709            2.783  -0.506 4809   0      2.028   -0.079  0.559   -0.068  0.232  
206133963            2.4607 0.1    4701   0      2.107   -0.091  0.582   -0.058  0.251  
206135638            2.3598 0.068  4679   0      2.121   -0.099  0.578   -0.067  0.248  
206142277            2.7816 -0.071 4740   0      2.079   -0.085  0.575   -0.060  0.246  
206142903            2.5842 -0.153 4598   0      2.169   -0.134  0.555   -0.114  0.227  
206143948            2.3545 0.134  4593   0      2.176   -0.128  0.569   -0.096  0.239  
206144769            2.2745 -0.818 4741   0      2.067   -0.104  0.545   -0.101  0.219  
206153754            2.9241 -0.982 4841   0      1.998   -0.085  0.539   -0.085  0.212  
206154875            2.5937 0.026000000000000002 4663   0      2.130   -0.106  0.572   -0.078  0.243  
206155723            2.8017 0.076  4620   0      2.158   -0.122  0.567   -0.093  0.238  
206159629            2.6718 0.225  4576   0      2.188   -0.135  0.568   -0.103  0.239  
206166172            2.6685 0.084  4635   0      2.149   -0.115  0.571   -0.086  0.241  
206174388            2.592  -0.10800000000000001 4607   0      2.164   -0.130  0.558   -0.108  0.230  
206177144            2.6871 -0.034 4617   0      2.159   -0.125  0.562   -0.100  0.234  
206183134            2.363  0.055999999999999994 4656   0      2.135   -0.107  0.575   -0.076  0.245  
206187398            2.004  -0.257 4407   0      2.296   -0.211  0.521   -0.200  0.195  
206188223            3.1498 -0.07  4971   0      1.936   -0.026  0.590   0.001   0.260  
206188504            2.4526 -0.36200000000000004 4614   0      2.156   -0.133  0.549   -0.120  0.223  
206188891            2.5594 -0.214 4763   0      2.063   -0.082  0.572   -0.061  0.244  
206189690            2.8298 -0.155 4716   0      2.093   -0.096  0.568   -0.074  0.240  
206191788            2.7872 -0.721 4812   0      2.022   -0.085  0.550   -0.079  0.223  
206192826            2.613  -0.324 4784   0      2.047   -0.079  0.568   -0.062  0.240  
206196455            2.3005 -0.371 4922   0      1.961   -0.044  0.578   -0.026  0.250  
206196672            2.7399 0.41   4807   0      2.044   -0.052  0.609   -0.008  0.276  
206198028            2.3826 -0.35600000000000004 4578   0      2.180   -0.146  0.545   -0.133  0.219  
206201523            2.2218 -0.292 4516   0      2.222   -0.167  0.539   -0.154  0.213  
206207543            2.4621 -0.042 4765   0      2.064   -0.075  0.582   -0.046  0.252  
206211780            2.8531 -0.364 4806   0      2.032   -0.076  0.566   -0.060  0.238  
206212160            2.4422 -0.183 4532   0      2.212   -0.159  0.544   -0.142  0.217  
206212324            2.5882 -0.32  4740   0      2.075   -0.092  0.564   -0.075  0.237  
206220686            2.8643 -0.204 4783   0      2.050   -0.077  0.572   -0.057  0.244  
206224320            2.5339 -0.381 4685   0      2.109   -0.110  0.556   -0.097  0.230  
206226228            2.8057 -0.507 4907   0      1.966   -0.054  0.565   -0.043  0.237  
206229087            2.6411 -0.22899999999999998 4617   0      2.156   -0.130  0.554   -0.112  0.227  
206234446            2.3739 -0.08800000000000001 4767   0      2.063   -0.076  0.581   -0.048  0.251  
206238956            3.0336 0.223  4639   0      2.148   -0.114  0.576   -0.081  0.247  
206249284            2.4398 -0.21  4849   0      2.009   -0.057  0.581   -0.034  0.252  
206254014            2.5158 -0.295 4643   0      2.138   -0.122  0.555   -0.106  0.228  
206255139            2.3442 -0.19399999999999998 4840   0      2.015   -0.058  0.582   -0.035  0.253  
206257164            2.3893 -0.35700000000000004 4585   0      2.175   -0.143  0.545   -0.131  0.219  
206265026            2.6474 -0.489 4732   0      2.077   -0.100  0.555   -0.089  0.228  
206271510            2.6739 -0.15  4696   0      2.106   -0.101  0.567   -0.079  0.239  
206272120            2.5847 -0.188 4670   0      2.122   -0.110  0.563   -0.090  0.235  
206284191            2.7644 -0.139 4704   0      2.101   -0.099  0.568   -0.076  0.240  
206305916            2.7455 -0.325 4727   0      2.083   -0.097  0.562   -0.081  0.234  
206319951            2.3564 -0.462 4776   0      2.051   -0.085  0.563   -0.071  0.236  
206322094            2.6269 -0.315 4630   0      2.146   -0.127  0.552   -0.113  0.225  
206328599            2.8242 -0.247 4799   0      2.039   -0.074  0.571   -0.055  0.243  
206333372            2.5991 -0.129 4599   0      2.169   -0.133  0.556   -0.112  0.228  
206348972            2.4626 -0.529 4716   0      2.087   -0.105  0.553   -0.095  0.227  
206350227            2.3676 -0.195 4824   0      2.025   -0.063  0.580   -0.040  0.252  
206357578            2.6065 -0.49  4747   0      2.068   -0.095  0.557   -0.084  0.230  
206358304            2.3982 -0.6629999999999999 4774   0      2.048   -0.091  0.553   -0.084  0.227  
206362356            2.4141 -0.442 4597   0      2.166   -0.141  0.543   -0.131  0.218  
206363486            2.4161 -0.15  4834   0      2.020   -0.059  0.583   -0.034  0.254  
206378264            2.3596 -0.054000000000000006 4551   0      2.202   -0.148  0.553   -0.124  0.225  
206389784            2.2769999999999997 -0.24600000000000002 4420   0      2.287   -0.206  0.522   -0.196  0.197  
206409829            2.4299 -0.491 4846   0      2.006   -0.067  0.566   -0.054  0.239  
206420120            2.8739 -0.11699999999999999 4742   0      2.077   -0.087  0.572   -0.063  0.244  
206420485            2.3975 -0.377 4958   0      1.939   -0.036  0.578   -0.019  0.250  
206429616            2.3553 -0.23600000000000002 4739   0      2.078   -0.089  0.571   -0.068  0.243  
206550119            2.4084 0.368  4548   0      2.207   -0.142  0.572   -0.105  0.242  
212281962            2.3008 0.217  4492   0      2.243   -0.166  0.555   -0.137  0.226  
212290958            2.3783 -0.494 5264   0      1.753   0.016   0.572   0.028   0.241  
212293577            2.2827 0.20600000000000002 4481   0      2.250   -0.171  0.553   -0.142  0.224  
212294534            2.6338 0.109  4551   0      2.203   -0.146  0.559   -0.118  0.230  
212294563            2.0161 -0.271 4485   0      2.244   -0.178  0.536   -0.164  0.210  
212299704            2.7058 -0.35200000000000004 5044   0      1.886   -0.019  0.578   -0.002  0.249  
212301465            2.3206 -0.209 5162   0      1.819   0.011   0.592   0.034   0.261  
212302713            2.4243 -0.18899999999999997 4862   0      2.001   -0.053  0.583   -0.029  0.254  
212302714            2.309  -0.474 4504   0      2.227   -0.176  0.528   -0.170  0.203  
212305279            2.2962 -0.371 4660   0      2.127   -0.117  0.556   -0.103  0.229  
212309315            2.7778 -0.154 4709   0      2.097   -0.097  0.568   -0.076  0.240  
212311460            2.5169 -0.162 4579   0      2.182   -0.141  0.552   -0.122  0.225  
212312807            2.7244 0.271  4558   0      2.201   -0.141  0.567   -0.109  0.238  
212315127            2.3388 -0.071 4893   0      1.985   -0.041  0.592   -0.011  0.262  
212316597            2.3389 -0.365 4849   0      2.007   -0.062  0.574   -0.044  0.246  
212317267            2.8956 -0.444 4879   0      1.985   -0.060  0.566   -0.046  0.238  
212319503            2.3715 0.051  4610   0      2.165   -0.123  0.568   -0.094  0.238  
212319585            2.3485 -1.831 4970   0      1.908   -0.070  0.529   -0.080  0.202  
212320660            2.6725 0.185  4604   0      2.170   -0.125  0.571   -0.093  0.241  
212321350            2.4117 -0.12  4767   0      2.062   -0.077  0.579   -0.051  0.250  
212321868            2.3788 -0.41100000000000003 5001   0      1.912   -0.028  0.578   -0.012  0.249  
212322695            2.5486 -0.17600000000000002 4699   0      2.104   -0.100  0.567   -0.079  0.239  
212323768            2.0812 -0.441 4542   0      2.203   -0.160  0.538   -0.150  0.213  
212325264            2.6509 -0.01  4556   0      2.199   -0.146  0.554   -0.123  0.226  
212326456            2.1306 -0.15  4428   0      2.283   -0.200  0.528   -0.184  0.202  
212326550            2.4698 -0.114 4519   0      2.222   -0.162  0.544   -0.143  0.217  
212327329            2.367  -0.478 5093   0      1.855   -0.012  0.576   0.002   0.246  
212327530            2.437  -0.40399999999999997 4637   0      2.140   -0.126  0.550   -0.114  0.224  
212328003            2.2665 -0.366 4469   0      2.252   -0.188  0.527   -0.179  0.202  
212328705            2.6481 -0.235 4808   0      2.034   -0.070  0.574   -0.050  0.246  
212329105            2.2357 0.214  4487   0      2.246   -0.168  0.555   -0.138  0.225  
212330307            2.5478 -0.043 4695   0      2.109   -0.097  0.573   -0.070  0.244  
212330911            2.2705 -0.634 4708   0      2.091   -0.109  0.550   -0.102  0.224  
212333310            2.5286 -0.574 4800   0      2.033   -0.082  0.558   -0.073  0.231  
212334630            2.6009 -0.149 4586   0      2.177   -0.138  0.553   -0.119  0.226  
212335603            2.5803 -0.652 4842   0      2.005   -0.074  0.556   -0.066  0.229  
212336452            2.5199 -2.5810000000000004 4970   0      1.897   -0.082  0.515   -0.099  0.189  
212336755            2.3743 -0.20199999999999999 4837   0      2.017   -0.060  0.581   -0.037  0.252  
212336837            2.4186 0.17800000000000002 4598   0      2.174   -0.125  0.571   -0.092  0.241  
212338139            2.3789 -0.21600000000000003 4829   0      2.022   -0.062  0.580   -0.040  0.251  
212338248            2.24   -0.631 4675   0      2.113   -0.119  0.547   -0.112  0.221  
212339359            2.5815 -0.183 4663   0      2.127   -0.112  0.562   -0.092  0.235  
212341571            2.7625 -0.048 4681   0      2.117   -0.103  0.570   -0.078  0.241  
212342273            2.4529 0.135  4685   0      2.117   -0.096  0.582   -0.062  0.251  
212342710            2.4806 0.132  4716   0      2.098   -0.086  0.585   -0.051  0.254  
212343137            2.5095 0.025  4461   0      2.262   -0.184  0.539   -0.162  0.212  
212345443            2.4493 0.157  4674   0      2.125   -0.099  0.581   -0.064  0.251  
212346731            2.5761 -0.012 4589   0      2.177   -0.134  0.560   -0.108  0.231  
212349887            2.4212 -0.152 4827   0      2.024   -0.061  0.582   -0.036  0.253  
212350881            2.6045 -0.13  4689   0      2.111   -0.102  0.568   -0.079  0.240  
212351370            2.5641 -0.405 5125   0      1.836   -0.005  0.577   0.011   0.248  
212352700            2.3573 -0.7020000000000001 5027   0      1.890   -0.032  0.564   -0.024  0.235  
212352865            2.2495 -0.131 4484   0      2.245   -0.176  0.539   -0.158  0.212  
212353324            2.1253 -2.551 4950   0      1.915   -0.083  0.521   -0.099  0.196  
212355230            2.2188 -0.628 4664   0      2.120   -0.122  0.546   -0.116  0.220  
212356919            2.6263 -0.22  4739   0      2.078   -0.089  0.569   -0.069  0.241  
212357017            2.949  0.192  4717   0      2.098   -0.087  0.585   -0.053  0.255  
212357642            2.3497 -0.23399999999999999 4717   0      2.092   -0.095  0.568   -0.075  0.241  
212357707            2.2663 -0.081 4644   0      2.141   -0.114  0.567   -0.088  0.238  
212362900            2.7282 -1.214 4698   0      2.086   -0.127  0.524   -0.133  0.198  
212363050            2.3598 0.16   4646   0      2.143   -0.108  0.578   -0.074  0.248  
212364586            2.7865 -0.38  4953   0      1.940   -0.040  0.574   -0.024  0.245  
212367428            2.5189 -0.192 4607   0      2.163   -0.131  0.555   -0.113  0.228  
212373022            2.254  -2.311 5044   0      1.859   -0.066  0.519   -0.081  0.192  
212378061            2.3707 -1.413 4638   0      2.124   -0.146  0.518   -0.155  0.193  
212381326            2.9334 -0.358 4795   0      2.039   -0.079  0.565   -0.064  0.237  
212386335            1.9953 -0.297 4440   0      2.274   -0.197  0.526   -0.186  0.201  
212386819            2.4241 0.01   4763   0      2.067   -0.074  0.585   -0.043  0.255  
212389940            2.0432 0.049  4341   0      2.343   -0.236  0.516   -0.219  0.189  
212390165            2.2766 -0.098 4816   0      2.032   -0.061  0.586   -0.034  0.256  
212390470            2.3725 -0.175 4771   0      2.059   -0.077  0.577   -0.054  0.248  
212392830            3.1482 -0.337 4938   0      1.950   -0.043  0.573   -0.026  0.244  
212398408            2.66   0.016  4557   0      2.198   -0.146  0.555   -0.121  0.227  
212401077            2.0934 -0.715 4805   0      2.029   -0.083  0.557   -0.075  0.231  
212406980            2.3866 -0.8959999999999999 4939   0      1.941   -0.057  0.552   -0.054  0.225  
212407479            2.8216 -0.47200000000000003 4852   0      2.001   -0.067  0.564   -0.054  0.236  
212409442            2.0964 -0.28  4354   0      2.331   -0.236  0.507   -0.230  0.183  
212411709            2.6796 0.151  4619   0      2.160   -0.120  0.572   -0.088  0.242  
212413629            2.4105 -0.102 4512   0      2.227   -0.165  0.544   -0.145  0.217  
212415256            2.7023 -0.45299999999999996 5024   0      1.896   -0.027  0.572   -0.013  0.244  
212416240            2.9653 -0.33899999999999997 4752   0      2.066   -0.091  0.562   -0.076  0.235  
212416597            2.0869999999999997 0.23199999999999998 4238   0      2.415   -0.291  0.495   -0.284  0.171  
212422971            3.096  0.07400000000000001 4775   0      2.059   -0.072  0.584   -0.042  0.255  
212423781            3.123  -0.42  5219   0      1.779   0.007   0.570   0.020   0.240  
212425365            2.5802 -0.38299999999999995 4734   0      2.078   -0.096  0.561   -0.081  0.234  
212425409            2.4309 -0.46799999999999997 4705   0      2.095   -0.106  0.555   -0.094  0.229  
212434738            2.3656 -0.142 4925   0      1.964   -0.035  0.590   -0.009  0.260  
212435800            2.4584 0.091  4592   0      2.177   -0.130  0.566   -0.100  0.236  
212436758            2.4572 -0.081 4639   0      2.144   -0.117  0.565   -0.092  0.236  
212441928            2.3769 -0.16699999999999998 4960   0      1.942   -0.028  0.590   -0.003  0.261  
212442296            2.553  -0.20600000000000002 4607   0      2.163   -0.132  0.554   -0.114  0.227  
212443190            2.4155 -0.642 5077   0      1.861   -0.021  0.566   -0.012  0.237  
212445815            2.4224 -1.114 4816   0      2.014   -0.092  0.538   -0.094  0.212  
212446522            2.5154 -0.109 4545   0      2.205   -0.152  0.549   -0.132  0.221  
212448713            2.05   0.19   4295   0      2.375   -0.259  0.510   -0.244  0.184  
212448715            2.3767 -0.217 4429   0      2.281   -0.202  0.524   -0.190  0.199  
212451374            2.673  0.359  4533   0      2.218   -0.150  0.567   -0.116  0.238  
212453259            2.3644 0.023  4531   0      2.216   -0.154  0.553   -0.128  0.225  
212465262            2.7126 -0.32  4653   0      2.131   -0.120  0.554   -0.106  0.227  
212479984            2.6664 -0.75  4898   0      1.968   -0.064  0.554   -0.058  0.227  
212483502            2.44   -0.28800000000000003 4866   0      1.997   -0.055  0.578   -0.036  0.249  
212486984            2.6227 -0.493 5074   0      1.865   -0.018  0.572   -0.005  0.242  
212488258            2.9956 -0.43700000000000006 5127   0      1.833   -0.008  0.571   0.005   0.242  
212491285            2.2964 -1.015 4616   0      2.145   -0.147  0.525   -0.151  0.200  
212492071            2.6764 -0.385 4689   0      2.106   -0.110  0.555   -0.097  0.229  
212495315            2.4929 -0.253 4586   0      2.176   -0.141  0.549   -0.125  0.223  
212496557            2.8013 -0.094 4493   0      2.239   -0.175  0.539   -0.157  0.213  
212501221            2.3338 -0.057 4676   0      2.121   -0.103  0.572   -0.076  0.243  
212510633            2.3181 0.244  4525   0      2.222   -0.152  0.563   -0.120  0.233  
212512682            2.3725 -0.162 4567   0      2.190   -0.145  0.551   -0.125  0.224  
212513794            2.4091 -0.012 4656   0      2.134   -0.109  0.571   -0.081  0.241  
212517958            2.6053 -0.373 4503   0      2.228   -0.176  0.530   -0.167  0.205  
212522599            2.3374 -0.159 4437   0      2.276   -0.197  0.528   -0.182  0.202  
212527968            3.0564 -0.467 5170   0      1.807   -0.002  0.569   0.010   0.239  
212529275            2.8949 -0.111 4754   0      2.069   -0.083  0.574   -0.059  0.245  
212539507            2.5892 -0.474 5031   0      1.891   -0.025  0.572   -0.012  0.244  
212549346            2.3201 -0.327 4378   0      2.314   -0.227  0.509   -0.222  0.185  
212559006            2.4752 -0.46  4704   0      2.096   -0.106  0.555   -0.095  0.229  
212561900            2.4949 -0.136 4790   0      2.047   -0.071  0.579   -0.046  0.250  
212565090            2.3783 -0.509 4758   0      2.061   -0.091  0.559   -0.080  0.232  
212566197            3.0218 -0.439 4985   0      1.919   -0.036  0.570   -0.022  0.241  
212569083            2.8895 -0.741 4693   0      2.097   -0.119  0.538   -0.116  0.213  
212576093            2.7363 -0.975 4937   0      1.939   -0.062  0.545   -0.061  0.217  
212578933            2.2738 0.373  4380   0      2.319   -0.215  0.538   -0.190  0.211  
212587278            2.5934 0.084  4590   0      2.178   -0.131  0.564   -0.103  0.235  
212587553            2.5473 -0.7190000000000001 5275   0      1.741   0.007   0.557   0.013   0.226  
212587733            2.5093 0.024  4691   0      2.112   -0.097  0.576   -0.067  0.247  
212590644            3.0326 -0.057 4900   0      1.979   -0.042  0.588   -0.015  0.258  
212590687            2.4468 -0.348 4638   0      2.141   -0.125  0.553   -0.111  0.226  
212595534            2.7743 0.153  4547   0      2.207   -0.148  0.560   -0.120  0.231  
212596229            2.374  -0.359 4841   0      2.012   -0.064  0.573   -0.046  0.245  
212601036            2.7299 -0.225 5129   0      1.837   0.002   0.586   0.023   0.256  
212601342            2.3192 0.138  4500   0      2.237   -0.164  0.553   -0.136  0.224  
212606989            2.3616 -0.281 4899   0      1.977   -0.047  0.581   -0.026  0.252  
212607299            2.37   -0.29100000000000004 4952   0      1.944   -0.034  0.583   -0.014  0.254  
212607892            2.7144 -0.1   4632   0      2.148   -0.121  0.561   -0.099  0.233  
212612064            2.0722 -0.042 4273   0      2.389   -0.273  0.495   -0.265  0.170  
212613949            2.3907 -1.443 5063   0      1.856   -0.047  0.536   -0.052  0.208  
212622100            2.9629 -0.623 5055   0      1.873   -0.028  0.561   -0.019  0.233  
212624462            2.5546 -0.44299999999999995 4748   0      2.068   -0.093  0.559   -0.080  0.233  
212625614            2.4437 0.326  4519   0      2.226   -0.154  0.565   -0.121  0.235  
212627690            2.6697 -0.505 4871   0      1.989   -0.062  0.564   -0.050  0.237  
212632370            2.3345 -0.098 4678   0      2.119   -0.103  0.570   -0.078  0.242  
212663752            2.5746 -1.64  4860   0      1.977   -0.091  0.528   -0.100  0.202  
212670245            2.4426 -0.09  4740   0      2.080   -0.084  0.577   -0.058  0.248  
212670372            2.5115 -0.34  4730   0      2.081   -0.095  0.563   -0.079  0.236  
212670413            2.4149 -0.07  4690   0      2.112   -0.099  0.572   -0.073  0.243  
212673978            2.9601 -0.35  4580   0      2.177   -0.148  0.542   -0.136  0.216  
212681600            2.5993 -0.25  4790   0      2.045   -0.075  0.572   -0.056  0.244  
