 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.0477 -2.9530 -2.8607 -2.7707 -2.6829 -2.5971 -2.5127 -2.4282 -2.3459 -2.2681
 -2.1962 -2.1300 -2.0680 -2.0080 -1.9497 -1.8133 -1.6941 -1.5983 -1.5270 -1.4785
 -1.4477 -1.4281 -1.4146 -1.4036 -1.3931 -1.3822 -1.3710 -1.3594 -1.3482 -1.3382
 -1.3294
 -2.9927 -2.8944 -2.8005 -2.7106 -2.6246 -2.5420 -2.4627 -2.3859 -2.3098 -2.2358
 -2.1657 -2.1008 -2.0408 -1.9846 -1.9305 -1.8018 -1.6871 -1.5934 -1.5226 -1.4728
 -1.4410 -1.4222 -1.4120 -1.4065 -1.4026 -1.3986 -1.3938 -1.3880 -1.3816 -1.3751
 -1.3694
 -2.9375 -2.8248 -2.7263 -2.6385 -2.5583 -2.4829 -2.4101 -2.3385 -2.2683 -2.2000
 -2.1342 -2.0714 -2.0128 -1.9586 -1.9075 -1.7883 -1.6793 -1.5880 -1.5178
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.3737 -4.3138 -4.2102 -4.0015 -3.7592 -3.5252 -3.3264 -3.1602 -3.0084 -2.8639
 -2.7262 -2.5970 -2.4770 -2.3658 -2.2627 -2.0396 -1.8455 -1.6733 -1.5455
 -4.0962 -3.9272 -3.8338 -3.7784 -3.6307 -3.4232 -3.2208 -3.0487 -2.8981 -2.7568
 -2.6230 -2.4978 -2.3823 -2.2765 -2.1795 -1.9698 -1.7954 -1.6506 -1.5355 -1.4459
 -3.9388 -3.7463 -3.5804 -3.4545 -3.3883 -3.3059 -3.1473 -2.9729 -2.8195 -2.6821
 -2.5523 -2.4308 -2.3187 -2.2163 -2.1231 -1.9248 -1.7644 -1.6343 -1.5312 -1.4501
 -1.3850
 -3.8229 -3.6376 -3.4615 -3.2994 -3.1639 -3.0674 -3.0020 -2.9052 -2.7656 -2.6297
 -2.5036 -2.3859 -2.2768 -2.1771 -2.0865 -1.8952 -1.7438 -1.6242 -1.5305 -1.4569
 -1.3971 -1.3470
 -3.7250 -3.5551 -3.3855 -3.2247 -3.0776 -2.9448 -2.8332 -2.7467 -2.6763 -2.5823
 -2.4690 -2.3550 -2.2489 -2.1517 -2.0630 -1.8763 -1.7305 -1.6177 -1.5315 -1.4645
 -1.4102 -1.3642 -1.3244 -1.2900
 -3.6422 -3.4830 -3.3256 -3.1704 -3.0238 -2.8884 -2.7639 -2.6519 -2.5572 -2.4825
 -2.4106 -2.3242 -2.2284 -2.1342 -2.0474 -1.8640 -1.7216 -1.6130 -1.5320 -1.4712
 -1.4226 -1.3814 -1.3453 -1.3131 -1.2832 -1.2566 -1.2350 -1.2193 -1.2107 -1.2108
 -3.5616 -3.4152 -3.2711 -3.1257 -2.9838 -2.8503 -2.7264 -2.6120 -2.5074 -2.4148
 -2.3349 -2.2648 -2.1932 -2.1153 -2.0350 -1.8556 -1.7151 -1.6086 -1.5307 -1.4746
 -1.4320 -1.3964 -1.3651 -1.3368 -1.3108 -1.2855 -1.2629 -1.2455 -1.2352 -1.2332
 -1.2391
 -3.4895 -3.3499 -3.2187 -3.0837 -2.9496 -2.8198 -2.6982 -2.5852 -2.4809 -2.3849
 -2.2980 -2.2199 -2.1495 -2.0830 -2.0155 -1.8485 -1.7097 -1.6040 -1.5274 -1.4741
 -1.4366 -1.4070 -1.3815 -1.3582 -1.3365 -1.3141 -1.2929 -1.2752 -1.2632 -1.2582
 -1.2613
 -3.4318 -3.2927 -3.1665 -3.0410 -2.9151 -2.7912 -2.6727 -2.5615 -2.4585 -2.3634
 -2.2760 -2.1960 -2.1224 -2.0543 -1.9905 -1.8386 -1.7037 -1.5985 -1.5219 -1.4696
 -1.4352 -1.4112 -1.3920 -1.3748 -1.3585 -1.3426 -1.3274 -1.3143 -1.3033 -1.2943
 -1.2872
 -3.3952 -3.2496 -3.1214 -3.0013 -2.8832 -2.7660 -2.6515 -2.5426 -2.4409 -2.3467
 -2.2600 -2.1804 -2.1070 -2.0385 -1.9742 -1.8286 -1.6998 -1.5949 -1.5174 -1.4641
 -1.4303 -1.4095 -1.3957 -1.3850 -1.3752 -1.3652 -1.3551 -1.3449 -1.3351 -1.3266
 -1.3192
 -3.3863 -3.2217 -3.0855 -2.9654 -2.8524 -2.7408 -2.6316 -2.5255 -2.4252 -2.3316
 -2.2452 -2.1659 -2.0932 -2.0258 -1.9624 -1.8192 -1.6949 -1.5918 -1.5134 -1.4585
 -1.4235 -1.4034 -1.3929 -1.3876 -1.3842 -1.3809 -1.3772 -1.3726 -1.3675 -1.3623
 -1.3581
 -3.3989 -3.2092 -3.0587 -2.9333 -2.8220 -2.7156 -2.6114 -2.5095 -2.4111 -2.3181
 -2.2317 -2.1522 -2.0793 -2.0126 -1.9505 -1.8109 -1.6896 -1.5884 -1.5098
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.5694 -4.4169 -4.1471 -3.8656 -3.5934 -3.3587 -3.1791 -3.0244 -2.8808 -2.7462
 -2.6187 -2.4988 -2.3874 -2.2844 -2.1894 -1.9831 -1.8105 -1.6624 -1.5388
 -4.1807 -4.1135 -4.0265 -3.8010 -3.5473 -3.3081 -3.1086 -2.9471 -2.8024 -2.6690
 -2.5431 -2.4252 -2.3160 -2.2158 -2.1243 -1.9293 -1.7705 -1.6377 -1.5273 -1.4378
 -4.0191 -3.8278 -3.7202 -3.6687 -3.5068 -3.2847 -3.0743 -2.8989 -2.7515 -2.6192
 -2.4954 -2.3794 -2.2719 -2.1735 -2.0839 -1.8950 -1.7444 -1.6215 -1.5210 -1.4397
 -1.3738
 -3.9360 -3.7223 -3.5381 -3.4006 -3.3266 -3.2375 -3.0627 -2.8785 -2.7211 -2.5876
 -2.4657 -2.3516 -2.2458 -2.1486 -2.0601 -1.8745 -1.7286 -1.6119 -1.5186 -1.4439
 -1.3833 -1.3327
 -3.8765 -3.6676 -3.4716 -3.2963 -3.1491 -3.0382 -2.9644 -2.8597 -2.7104 -2.5688
 -2.4473 -2.3352 -2.2308 -2.1346 -2.0469 -1.8628 -1.7194 -1.6066 -1.5183 -1.4490
 -1.3935 -1.3471 -1.3072 -1.2720
 -3.8293 -3.6293 -3.4358 -3.2548 -3.0899 -2.9447 -2.8226 -2.7268 -2.6505 -2.5526
 -2.4363 -2.3255 -2.2224 -2.1273 -2.0401 -1.8566 -1.7141 -1.6035 -1.5185 -1.4536
 -1.4030 -1.3613 -1.3253 -1.2938 -1.2653 -1.2404 -1.2202 -1.2055 -1.1974 -1.1981
 -3.7912 -3.5995 -3.4120 -3.2332 -3.0669 -2.9158 -2.7791 -2.6565 -2.5513 -2.4668
 -2.3923 -2.3094 -2.2165 -2.1235 -2.0369 -1.8536 -1.7109 -1.6011 -1.5181 -1.4563
 -1.4102 -1.3736 -1.3424 -1.3148 -1.2899 -1.2666 -1.2464 -1.2308 -1.2211 -1.2188
 -1.2259
 -3.7601 -3.5757 -3.3946 -3.2197 -3.0548 -2.9021 -2.7629 -2.6357 -2.5202 -2.4170
 -2.3283 -2.2543 -2.1851 -2.1114 -2.0333 -1.8523 -1.7089 -1.5988 -1.5163 -1.4565
 -1.4138 -1.3822 -1.3564 -1.3338 -1.3131 -1.2941 -1.2755 -1.2594 -1.2482 -1.2438
 -1.2475
 -3.7411 -3.5554 -3.3802 -3.2097 -3.0466 -2.8946 -2.7547 -2.6265 -2.5091 -2.4015
 -2.3043 -2.2187 -2.1441 -2.0772 -2.0126 -1.8490 -1.7061 -1.5950 -1.5125 -1.4532
 -1.4127 -1.3853 -1.3651 -1.3484 -1.3331 -1.3186 -1.3052 -1.2940 -1.2850 -1.2780
 -1.2729
 -3.7421 -3.5495 -3.3722 -3.2069 -3.0468 -2.8950 -2.7544 -2.6254 -2.5073 -2.3988
 -2.2993 -2.2091 -2.1285 -2.0562 -1.9908 -1.8424 -1.7051 -1.5931 -1.5091 -1.4491
 -1.4088 -1.3838 -1.3682 -1.3573 -1.3481 -1.3394 -1.3311 -1.3228 -1.3151 -1.3089
 -1.3053
 -3.7741 -3.5495 -3.3695 -3.2067 -3.0514 -2.9013 -2.7597 -2.6290 -2.5096 -2.4002
 -2.2998 -2.2079 -2.1245 -2.0490 -1.9804 -1.8326 -1.7035 -1.5917 -1.5059 -1.4443
 -1.4031 -1.3783 -1.3654 -1.3593 -1.3562 -1.3539 -1.3517 -1.3488 -1.3457 -1.3427
 -1.3406
 -3.8447 -3.5787 -3.3780 -3.2109 -3.0566 -2.9104 -2.7710 -2.6385 -2.5164 -2.4049
 -2.3031 -2.2101 -2.1250 -2.0476 -1.9770 -1.8258 -1.6997 -1.5911 -1.5037
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.6143 -4.3817 -4.0777 -3.7935 -3.5270 -3.2952 -3.1160 -2.9658 -2.8289 -2.6977
 -2.5743 -2.4582 -2.3501 -2.2503 -2.1584 -1.9589 -1.7939 -1.6536 -1.5335
 -4.2699 -4.2260 -4.0265 -3.7545 -3.4945 -3.2543 -3.0601 -2.9020 -2.7625 -2.6321
 -2.5098 -2.3952 -2.2887 -2.1908 -2.1012 -1.9108 -1.7571 -1.6293 -1.5219 -1.4329
 -4.0498 -3.8947 -3.8510 -3.7182 -3.4810 -3.2466 -3.0355 -2.8646 -2.7210 -2.5912
 -2.4704 -2.3572 -2.2520 -2.1554 -2.0671 -1.8812 -1.7339 -1.6139 -1.5150 -1.4336
 -1.3672
 -3.9752 -3.7530 -3.5857 -3.5015 -3.4297 -3.2456 -3.0373 -2.8507 -2.6979 -2.5663
 -2.4469 -2.3352 -2.2313 -2.1355 -2.0480 -1.8641 -1.7202 -1.6049 -1.5119 -1.4365
 -1.3752 -1.3241
 -3.9349 -3.7058 -3.4998 -3.3306 -3.2079 -3.1347 -3.0280 -2.8578 -2.6921 -2.5530
 -2.4334 -2.3231 -2.2204 -2.1253 -2.0383 -1.8551 -1.7126 -1.6001 -1.5111 -1.4404
 -1.3838 -1.3369 -1.2968 -1.2618
 -3.9099 -3.6838 -3.4724 -3.2815 -3.1175 -2.9808 -2.8765 -2.7975 -2.6905 -2.5526
 -2.4268 -2.3171 -2.2153 -2.1210 -2.0343 -1.8510 -1.7087 -1.5976 -1.5112 -1.4441
 -1.3918 -1.3493 -1.3132 -1.2817 -1.2542 -1.2305 -1.2108 -1.1964 -1.1889 -1.1899
 -3.8956 -3.6740 -3.4634 -3.2684 -3.0923 -2.9370 -2.8011 -2.6844 -2.5912 -2.5118
 -2.4180 -2.3143 -2.2138 -2.1202 -2.0338 -1.8499 -1.7068 -1.5960 -1.5110 -1.4465
 -1.3979 -1.3600 -1.3284 -1.3010 -1.2765 -1.2550 -1.2366 -1.2217 -1.2117 -1.2098
 -1.2175
 -3.8886 -3.6726 -3.4644 -3.2688 -3.0890 -2.9270 -2.7822 -2.6527 -2.5374 -2.4373
 -2.3540 -2.2803 -2.2028 -2.1189 -2.0349 -1.8508 -1.7064 -1.5946 -1.5101 -1.4470
 -1.4011 -1.3673 -1.3408 -1.3182 -1.2981 -1.2799 -1.2625 -1.2477 -1.2377 -1.2342
 -1.2382
 -3.8929 -3.6748 -3.4703 -3.2755 -3.0940 -2.9287 -2.7796 -2.6452 -2.5239 -2.4142
 -2.3166 -2.2320 -2.1596 -2.0925 -2.0239 -1.8507 -1.7053 -1.5922 -1.5071 -1.4445
 -1.4004 -1.3701 -1.3485 -1.3315 -1.3166 -1.3030 -1.2906 -1.2795 -1.2702 -1.2647
 -1.2631
 -3.9150 -3.6875 -3.4843 -3.2921 -3.1100 -2.9417 -2.7890 -2.6512 -2.5267 -2.4135
 -2.3108 -2.2184 -2.1369 -2.0653 -2.0005 -1.8484 -1.7064 -1.5916 -1.5048 -1.4415
 -1.3975 -1.3689 -1.3513 -1.3396 -1.3306 -1.3226 -1.3152 -1.3080 -1.3017 -1.2968
 -1.2946
 -3.9661 -3.7120 -3.5035 -3.3130 -3.1330 -2.9631 -2.8066 -2.6648 -2.5369 -2.4210
 -2.3155 -2.2197 -2.1333 -2.0562 -1.9870 -1.8390 -1.7067 -1.5917 -1.5027 -1.4376
 -1.3927 -1.3644 -1.3489 -1.3415 -1.3381 -1.3362 -1.3346 -1.3328 -1.3309 -1.3293
 -1.3282
 -4.0611 -3.7592 -3.5318 -3.3377 -3.1592 -2.9907 -2.8322 -2.6861 -2.5538 -2.4342
 -2.3260 -2.2276 -2.1382 -2.0575 -1.9847 -1.8314 -1.7043 -1.5926 -1.5015
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.6304 -4.3184 -4.0058 -3.7286 -3.4788 -3.2517 -3.0711 -2.9182 -2.7838 -2.6564
 -2.5365 -2.4238 -2.3186 -2.2213 -2.1317 -1.9374 -1.7779 -1.6426 -1.5269
 -4.3984 -4.2643 -3.9891 -3.7038 -3.4483 -3.2163 -3.0245 -2.8665 -2.7275 -2.6005
 -2.4813 -2.3696 -2.2656 -2.1697 -2.0817 -1.8946 -1.7443 -1.6202 -1.5156 -1.4276
 -4.0887 -4.0170 -3.9380 -3.7029 -3.4443 -3.2101 -3.0050 -2.8367 -2.6938 -2.5663
 -2.4483 -2.3378 -2.2349 -2.1399 -2.0528 -1.8689 -1.7237 -1.6058 -1.5083 -1.4271
 -1.3600
 -4.0007 -3.7861 -3.6735 -3.6258 -3.4505 -3.2212 -3.0096 -2.8268 -2.6760 -2.5465
 -2.4293 -2.3201 -2.2182 -2.1238 -2.0372 -1.8545 -1.7117 -1.5975 -1.5048 -1.4288
 -1.3665 -1.3149
 -3.9764 -3.7306 -3.5264 -3.3842 -3.3125 -3.2144 -3.0269 -2.8374 -2.6733 -2.5373
 -2.4193 -2.3110 -2.2100 -2.1164 -2.0300 -1.8474 -1.7053 -1.5931 -1.5036 -1.4316
 -1.3736 -1.3259 -1.2855 -1.2507
 -3.9736 -3.7217 -3.4955 -3.3027 -3.1500 -3.0399 -2.9624 -2.8465 -2.6877 -2.5394
 -2.4156 -2.3073 -2.2072 -2.1141 -2.0280 -1.8449 -1.7024 -1.5910 -1.5035 -1.4345
 -1.3802 -1.3364 -1.2998 -1.2682 -1.2405 -1.2171 -1.1987 -1.1858 -1.1791 -1.1803
 -3.9852 -3.7317 -3.4984 -3.2900 -3.1098 -2.9583 -2.8322 -2.7329 -2.6498 -2.5450
 -2.4197 -2.3076 -2.2076 -2.1151 -2.0292 -1.8453 -1.7017 -1.5900 -1.5035 -1.4366
 -1.3852 -1.3454 -1.3131 -1.2854 -1.2613 -1.2405 -1.2226 -1.2088 -1.2006 -1.1993
 -1.2064
 -4.0054 -3.7539 -3.5177 -3.3019 -3.1101 -2.9424 -2.7975 -2.6709 -2.5617 -2.4707
 -2.3900 -2.3018 -2.2090 -2.1178 -2.0325 -1.8479 -1.7025 -1.5897 -1.5031 -1.4373
 -1.3882 -1.3517 -1.3238 -1.3008 -1.2810 -1.2634 -1.2485 -1.2361 -1.2269 -1.2227
 -1.2270
 -4.0371 -3.7822 -3.5452 -3.3255 -3.1264 -2.9497 -2.7944 -2.6578 -2.5364 -2.4282
 -2.3336 -2.2523 -2.1798 -2.1072 -2.0314 -1.8501 -1.7031 -1.5884 -1.5010 -1.4355
 -1.3879 -1.3542 -1.3304 -1.3126 -1.2977 -1.2847 -1.2734 -1.2636 -1.2558 -1.2510
 -1.2514
 -4.0849 -3.8199 -3.5831 -3.3624 -3.1584 -2.9741 -2.8109 -2.6666 -2.5386 -2.4238
 -2.3205 -2.2283 -2.1476 -2.0774 -2.0125 -1.8524 -1.7062 -1.5894 -1.5000 -1.4336
 -1.3860 -1.3537 -1.3331 -1.3199 -1.3105 -1.3028 -1.2962 -1.2904 -1.2854 -1.2822
 -1.2815
 -4.1574 -3.8687 -3.6264 -3.4056 -3.2001 -3.0108 -2.8400 -2.6882 -2.5536 -2.4335
 -2.3254 -2.2280 -2.1406 -2.0632 -1.9944 -1.8457 -1.7089 -1.5911 -1.4993 -1.4310
 -1.3825 -1.3504 -1.3314 -1.3218 -1.3174 -1.3154 -1.3144 -1.3136 -1.3130 -1.3129
 -1.3129
 -4.2718 -3.9371 -3.6776 -3.4528 -3.2469 -3.0560 -2.8802 -2.7211 -2.5793 -2.4531
 -2.3401 -2.2384 -2.1468 -2.0644 -1.9908 -1.8371 -1.7086 -1.5935 -1.4995
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.6124 -4.2670 -3.9520 -3.6817 -3.4397 -3.2194 -3.0399 -2.8812 -2.7452 -2.6224
 -2.5053 -2.3952 -2.2926 -2.1975 -2.1097 -1.9193 -1.7635 -1.6329 -1.5208
 -4.3878 -4.2595 -3.9497 -3.6619 -3.4088 -3.1839 -2.9968 -2.8372 -2.6985 -2.5742
 -2.4576 -2.3484 -2.2467 -2.1525 -2.0659 -1.8810 -1.7329 -1.6111 -1.5087 -1.4216
 -4.1813 -4.1500 -3.9505 -3.6731 -3.4106 -3.1760 -2.9785 -2.8121 -2.6705 -2.5453
 -2.4295 -2.3214 -2.2206 -2.1271 -2.0411 -1.8585 -1.7143 -1.5976 -1.5012 -1.4202
 -1.3525
 -4.0232 -3.8491 -3.8106 -3.6739 -3.4313 -3.1937 -2.9831 -2.8053 -2.6568 -2.5289
 -2.4137 -2.3067 -2.2067 -2.1138 -2.0281 -1.8462 -1.7036 -1.5899 -1.4974 -1.4208
 -1.3575 -1.3051
 -4.0016 -3.7485 -3.5670 -3.4867 -3.4127 -3.2180 -3.0062 -2.8164 -2.6565 -2.5222
 -2.4059 -2.2995 -2.2003 -2.1081 -2.0226 -1.8404 -1.6981 -1.5859 -1.4959 -1.4227
 -1.3631 -1.3143 -1.2733 -1.2382
 -4.0181 -3.7429 -3.5099 -3.3288 -3.2087 -3.1383 -3.0208 -2.8420 -2.6715 -2.5261
 -2.4039 -2.2972 -2.1986 -2.1069 -2.0217 -1.8390 -1.6960 -1.5841 -1.4956 -1.4250
 -1.3685 -1.3231 -1.2856 -1.2537 -1.2264 -1.2037 -1.1859 -1.1734 -1.1676 -1.1693
 -4.0557 -3.7694 -3.5171 -3.3020 -3.1268 -2.9902 -2.8889 -2.8056 -2.6887 -2.5430
 -2.4102 -2.2988 -2.2001 -2.1088 -2.0239 -1.8404 -1.6961 -1.5836 -1.4957 -1.4268
 -1.3728 -1.3306 -1.2969 -1.2686 -1.2445 -1.2241 -1.2075 -1.1950 -1.1875 -1.1871
 -1.1945
 -4.1088 -3.8157 -3.5516 -3.3196 -3.1211 -2.9543 -2.8158 -2.6996 -2.6040 -2.5182
 -2.4181 -2.3056 -2.2044 -2.1131 -2.0283 -1.8441 -1.6979 -1.5840 -1.4957 -1.4277
 -1.3755 -1.3361 -1.3061 -1.2821 -1.2620 -1.2448 -1.2308 -1.2191 -1.2113 -1.2092
 -1.2141
 -4.1700 -3.8716 -3.6012 -3.3575 -3.1436 -2.9599 -2.8035 -2.6694 -2.5521 -2.4496
 -2.3612 -2.2807 -2.1982 -2.1145 -2.0319 -1.8477 -1.6997 -1.5839 -1.4946 -1.4265
 -1.3756 -1.3385 -1.3118 -1.2923 -1.2769 -1.2640 -1.2535 -1.2446 -1.2381 -1.2355
 -1.2374
 -4.2474 -3.9387 -3.6647 -3.4150 -3.1897 -2.9920 -2.8215 -2.6747 -2.5469 -2.4336
 -2.3323 -2.2428 -2.1638 -2.0933 -2.0248 -1.8538 -1.7046 -1.5863 -1.4948 -1.4257
 -1.3748 -1.3388 -1.3146 -1.2989 -1.2883 -1.2804 -1.2744 -1.2696 -1.2662 -1.2638
 -1.2658
 -4.3468 -4.0160 -3.7347 -3.4816 -3.2506 -3.0425 -2.8592 -2.7001 -2.5620 -2.4408
 -2.3328 -2.2358 -2.1490 -2.0722 -2.0042 -1.8524 -1.7098 -1.5896 -1.4956 -1.4244
 -1.3725 -1.3366 -1.3138 -1.3010 -1.2947 -1.2919 -1.2911 -1.2911 -1.2918 -1.2934
 -1.2949
 -4.4820 -4.1091 -3.8119 -3.5532 -3.3192 -3.1057 -2.9131 -2.7424 -2.5933 -2.4628
 -2.3477 -2.2451 -2.1531 -2.0705 -1.9969 -1.8436 -1.7121 -1.5938 -1.4974
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.5152 -4.1729 -3.8765 -3.6249 -3.3899 -3.1785 -3.0076 -2.8547 -2.7164 -2.5951
 -2.4807 -2.3727 -2.2723 -2.1790 -2.0928 -1.9053 -1.7496 -1.6204 -1.5139
 -4.4463 -4.2019 -3.8893 -3.6126 -3.3704 -3.1510 -2.9723 -2.8149 -2.6756 -2.5532
 -2.4388 -2.3317 -2.2320 -2.1395 -2.0540 -1.8707 -1.7234 -1.6027 -1.5017 -1.4152
 -4.3090 -4.1921 -3.9196 -3.6332 -3.3766 -3.1485 -2.9551 -2.7930 -2.6521 -2.5280
 -2.4144 -2.3082 -2.2093 -2.1173 -2.0324 -1.8506 -1.7064 -1.5901 -1.4941 -1.4132
 -1.3449
 -4.1258 -3.9659 -3.8971 -3.6631 -3.4036 -3.1681 -2.9610 -2.7872 -2.6410 -2.5141
 -2.4007 -2.2954 -2.1973 -2.1059 -2.0211 -1.8397 -1.6968 -1.5827 -1.4900 -1.4129
 -1.3485 -1.2950
 -4.0091 -3.7689 -3.6498 -3.6087 -3.4294 -3.1989 -2.9853 -2.7984 -2.6414 -2.5090
 -2.3941 -2.2894 -2.1919 -2.1010 -2.0166 -1.8349 -1.6918 -1.5789 -1.4882 -1.4139
 -1.3528 -1.3025 -1.2608 -1.2253
 -4.0376 -3.7507 -3.5251 -3.3780 -3.3137 -3.2102 -3.0169 -2.8250 -2.6559 -2.5136
 -2.3930 -2.2877 -2.1907 -2.1003 -2.0162 -1.8340 -1.6901 -1.5773 -1.4878 -1.4156
 -1.3572 -1.3098 -1.2711 -1.2386 -1.2111 -1.1885 -1.1712 -1.1595 -1.1544 -1.1569
 -4.0998 -3.7868 -3.5241 -3.3121 -3.1545 -3.0507 -2.9748 -2.8489 -2.6839 -2.5304
 -2.4001 -2.2900 -2.1926 -2.1025 -2.0186 -1.8360 -1.6907 -1.5771 -1.4880 -1.4172
 -1.3609 -1.3162 -1.2806 -1.2514 -1.2269 -1.2065 -1.1901 -1.1785 -1.1725 -1.1730
 -1.1810
 -4.1854 -3.8541 -3.5672 -3.3254 -3.1270 -2.9698 -2.8469 -2.7510 -2.6636 -2.5503
 -2.4181 -2.2986 -2.1976 -2.1072 -2.0233 -1.8402 -1.6932 -1.5781 -1.4884 -1.4183
 -1.3635 -1.3211 -1.2885 -1.2629 -1.2420 -1.2248 -1.2112 -1.2009 -1.1946 -1.1933
 -1.1992
 -4.2844 -3.9385 -3.6359 -3.3725 -3.1493 -2.9642 -2.8124 -2.6859 -2.5782 -2.4857
 -2.3992 -2.3046 -2.2038 -2.1123 -2.0282 -1.8447 -1.6959 -1.5789 -1.4880 -1.4177
 -1.3639 -1.3234 -1.2936 -1.2717 -1.2549 -1.2417 -1.2314 -1.2238 -1.2187 -1.2175
 -1.2212
 -4.3895 -4.0380 -3.7253 -3.4478 -3.2049 -2.9981 -2.8251 -2.6800 -2.5563 -2.4474
 -2.3510 -2.2656 -2.1865 -2.1089 -2.0326 -1.8525 -1.7020 -1.5825 -1.4893 -1.4178
 -1.3639 -1.3244 -1.2966 -1.2778 -1.2651 -1.2562 -1.2501 -1.2461 -1.2440 -1.2442
 -1.2473
 -4.5105 -4.1469 -3.8241 -3.5383 -3.2829 -3.0587 -2.8665 -2.7038 -2.5659 -2.4465
 -2.3408 -2.2462 -2.1614 -2.0855 -2.0171 -1.8571 -1.7093 -1.5873 -1.4915 -1.4178
 -1.3629 -1.3234 -1.2967 -1.2801 -1.2709 -1.2665 -1.2652 -1.2656 -1.2674 -1.2705
 -1.2741
 -4.6474 -4.2652 -3.9282 -3.6359 -3.3732 -3.1387 -2.9311 -2.7515 -2.5981 -2.4664
 -2.3519 -2.2506 -2.1597 -2.0779 -1.9817 -1.8585 -1.7178 -1.5933 -1.4946
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.4487 -4.1101 -3.8250 -3.5882 -3.3554 -3.1516 -2.9799 -2.8306 -2.6935 -2.5747
 -2.4618 -2.3557 -2.2568 -2.1651 -2.0803 -1.8949 -1.7407 -1.6126 -1.5071
 -4.4880 -4.1506 -3.8414 -3.5738 -3.3412 -3.1281 -2.9489 -2.7960 -2.6572 -2.5372
 -2.4245 -2.3191 -2.2210 -2.1299 -2.0455 -1.8634 -1.7162 -1.5957 -1.4951 -1.4089
 -4.2835 -4.1883 -3.8764 -3.5980 -3.3494 -3.1272 -2.9364 -2.7773 -2.6369 -2.5148
 -2.4027 -2.2982 -2.2008 -2.1102 -2.0262 -1.8453 -1.7006 -1.5837 -1.4875 -1.4064
