 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -5.5249 -5.3261 -5.1303 -4.9338 -4.7359 -4.5405 -4.3532 -4.1735 -3.9976 -3.8225
 -3.6494 -3.4818 -3.3228 -3.1725 -3.0277 -2.6895 -2.4065 -2.1817 -1.9962 -1.8471
 -1.7314 -1.6392 -1.5607 -1.4898 -1.4242 -1.3622 -1.3026 -1.2469 -1.1973 -1.1553
 -1.1218
 -5.3455 -5.1668 -4.9894 -4.8096 -4.6331 -4.4542 -4.2765 -4.1044 -3.9389 -3.7757
 -3.6125 -3.4509 -3.2946 -3.1457 -3.0043 -2.6832 -2.4080 -2.1843 -2.0030 -1.8554
 -1.7412 -1.6531 -1.5813 -1.5185 -1.4605 -1.4056 -1.3535 -1.3041 -1.2589 -1.2178
 -1.1807
 -5.1856 -5.0232 -4.8604 -4.6974 -4.5344 -4.3716 -4.2088 -4.0458 -3.8868 -3.7329
 -3.5813 -3.4300 -3.2800 -3.1350 -2.9965 -2.6814 -2.4142 -2.1928 -2.0129 -1.8664
 -1.7514 -1.6641 -1.5965 -1.5405 -1.4905 -1.4437 -1.3991 -1.3562 -1.3154 -1.2772
 -1.2420
 -5.0419 -4.8894 -4.7374 -4.5860 -4.4352 -4.2853 -4.1363 -3.9877 -3.8383 -3.6908
 -3.5472 -3.4061 -3.2657 -3.1267 -2.9912 -2.6815 -2.4193 -2.2005 -2.0213 -1.8763
 -1.7608 -1.6725 -1.6061 -1.5545 -1.5115 -1.4728 -1.4365 -1.4014 -1.3675 -1.3351
 -1.3048
 -4.9004 -4.7373 -4.5879 -4.4481 -4.3140 -4.1823 -4.0504 -3.9166 -3.7815 -3.6460
 -3.5109 -3.3771 -3.2455 -3.1151 -2.9862 -2.6831 -2.4230 -2.2070 -2.0290
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = BX   
 -7.5239 -7.3503 -7.1396 -6.8046 -6.4176 -6.0270 -5.6819 -5.3868 -5.1130 -4.8514
 -4.6018 -4.3690 -4.1542 -3.9541 -3.7647 -3.3314 -2.9052 -2.4971 -2.1637
 -7.0055 -6.6734 -6.4801 -6.3544 -6.1148 -5.7850 -5.4433 -5.1347 -4.8562 -4.5919
 -4.3406 -4.1073 -3.8941 -3.6990 -3.5181 -3.1079 -2.7335 -2.3902 -2.0989 -1.8678
 -6.7075 -6.3371 -6.0388 -5.8178 -5.6842 -5.5280 -5.2609 -4.9579 -4.6734 -4.4093
 -4.1572 -3.9225 -3.7087 -3.5150 -3.3382 -2.9510 -2.6150 -2.3139 -2.0542 -1.8447
 -1.6768
 -6.4933 -6.1329 -5.8151 -5.5395 -5.3120 -5.1384 -4.9999 -4.8079 -4.5485 -4.2881
 -4.0384 -3.8029 -3.5871 -3.3925 -3.2166 -2.8418 -2.5310 -2.2613 -2.0272 -1.8350
 -1.6801 -1.5510
 -6.3169 -5.9831 -5.6710 -5.3935 -5.1491 -4.9266 -4.7276 -4.5559 -4.3973 -4.1948
 -3.9633 -3.7329 -3.5167 -3.3198 -3.1425 -2.7716 -2.4757 -2.2272 -2.0131 -1.8348
 -1.6905 -1.5704 -1.4663 -1.3723
 -6.1699 -5.8571 -5.5630 -5.2883 -5.0415 -4.8176 -4.6054 -4.4019 -4.2148 -4.0494
 -3.8790 -3.6839 -3.4797 -3.2844 -3.1050 -2.7317 -2.4426 -2.2070 -2.0075 -1.8404
 -1.7047 -1.5926 -1.4959 -1.4094 -1.3297 -1.2562 -1.1890 -1.1282 -1.0752 -1.0371
 -6.0267 -5.7422 -5.4713 -5.2078 -4.9622 -4.7395 -4.5328 -4.3328 -4.1366 -3.9491
 -3.7744 -3.6108 -3.4430 -3.2674 -3.0932 -2.7150 -2.4260 -2.1971 -2.0071 -1.8483
 -1.7196 -1.6146 -1.5252 -1.4455 -1.3724 -1.3027 -1.2379 -1.1802 -1.1311 -1.0917
 -1.0615
 -5.8917 -5.6323 -5.3863 -5.1398 -4.9010 -4.6781 -4.4745 -4.2828 -4.0955 -3.9096
 -3.7280 -3.5549 -3.3941 -3.2403 -3.0860 -2.7176 -2.4222 -2.1947 -2.0101 -1.8569
 -1.7332 -1.6340 -1.5515 -1.4790 -1.4126 -1.3493 -1.2897 -1.2354 -1.1874 -1.1466
 -1.1134
 -5.7698 -5.5279 -5.3005 -5.0734 -4.8475 -4.6285 -4.4242 -4.2354 -4.0569 -3.8815
 -3.7066 -3.5336 -3.3678 -3.2128 -3.0672 -2.7247 -2.4276 -2.1963 -2.0136 -1.8639
 -1.7429 -1.6478 -1.5715 -1.5063 -1.4475 -1.3926 -1.3410 -1.2933 -1.2495 -1.2091
 -1.1719
 -5.6656 -5.4310 -5.2155 -5.0090 -4.7999 -4.5920 -4.3898 -4.1997 -4.0236 -3.8564
 -3.6924 -3.5285 -3.3658 -3.2091 -3.0616 -2.7314 -2.4432 -2.2067 -2.0221 -1.8734
 -1.7533 -1.6594 -1.5867 -1.5279 -1.4766 -1.4295 -1.3853 -1.3431 -1.3033 -1.2663
 -1.2324
 -5.5783 -5.3418 -5.1321 -4.9385 -4.7452 -4.5536 -4.3621 -4.1748 -3.9970 -3.8311
 -3.6739 -3.5203 -3.3672 -3.2152 -3.0679 -2.7373 -2.4564 -2.2208 -2.0322 -1.8828
 -1.7627 -1.6685 -1.5969 -1.5420 -1.4973 -1.4580 -1.4219 -1.3874 -1.3543 -1.3229
 -1.2939
 -5.5027 -5.2605 -5.0503 -4.8595 -4.6799 -4.5038 -4.3272 -4.1514 -3.9783 -3.8119
 -3.6552 -3.5067 -3.3625 -3.2197 -3.0781 -2.7481 -2.4678 -2.2342 -2.0434
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.6680 -7.3738 -6.9367 -6.4803 -6.0362 -5.6496 -5.3463 -5.0764 -4.8216 -4.5843
 -4.3593 -4.1486 -3.9540 -3.7751 -3.6090 -3.2301 -2.8737 -2.5286 -2.2137
 -6.9956 -6.8269 -6.6531 -6.3037 -5.9038 -5.5127 -5.1754 -4.8917 -4.6311 -4.3896
 -4.1608 -3.9472 -3.7510 -3.5725 -3.4090 -3.0473 -2.7226 -2.4196 -2.1425 -1.9049
 -6.7051 -6.3575 -6.1569 -6.0434 -5.7860 -5.4350 -5.0854 -4.7786 -4.5109 -4.2660
 -4.0347 -3.8180 -3.6186 -3.4377 -3.2736 -2.9195 -2.6146 -2.3409 -2.0935 -1.8781
 -1.6998
 -6.5551 -6.1694 -5.8581 -5.6314 -5.4933 -5.3302 -5.0422 -4.7299 -4.4468 -4.1962
 -3.9634 -3.7439 -3.5407 -3.3558 -3.1889 -2.8352 -2.5416 -2.2871 -2.0619 -1.8644
 -1.6988 -1.5613
 -6.4531 -6.0720 -5.7366 -5.4515 -5.2184 -5.0331 -4.8897 -4.6926 -4.4272 -4.1668
 -3.9318 -3.7106 -3.5036 -3.3139 -3.1426 -2.7838 -2.4949 -2.2524 -2.0429 -1.8599
 -1.7050 -1.5761 -1.4667 -1.3713
 -6.3755 -6.0098 -5.6702 -5.3693 -5.1074 -4.8792 -4.6794 -4.5062 -4.3496 -4.1520
 -3.9252 -3.7054 -3.4964 -3.3021 -3.1253 -2.7569 -2.4674 -2.2315 -2.0325 -1.8611
 -1.7155 -1.5944 -1.4921 -1.4026 -1.3226 -1.2497 -1.1822 -1.1185 -1.0619 -1.0269
 -6.3123 -5.9657 -5.6334 -5.3272 -5.0553 -4.8171 -4.6012 -4.3985 -4.2114 -4.0454
 -3.8841 -3.7018 -3.5049 -3.3113 -3.1302 -2.7491 -2.4543 -2.2205 -2.0281 -1.8653
 -1.7277 -1.6134 -1.5179 -1.4350 -1.3605 -1.2924 -1.2299 -1.1725 -1.1197 -1.0746
 -1.0496
 -6.2537 -5.9304 -5.6111 -5.3071 -5.0284 -4.7804 -4.5602 -4.3570 -4.1626 -3.9768
 -3.8045 -3.6456 -3.4872 -3.3193 -3.1468 -2.7571 -2.4530 -2.2172 -2.0278 -1.8708
 -1.7394 -1.6311 -1.5417 -1.4656 -1.3976 -1.3354 -1.2769 -1.2230 -1.1750 -1.1339
 -1.1003
 -6.2011 -5.8935 -5.5918 -5.2964 -5.0163 -4.7609 -4.5332 -4.3285 -4.1378 -3.9534
 -3.7746 -3.6045 -3.4441 -3.2928 -3.1437 -2.7743 -2.4596 -2.2181 -2.0290 -1.8751
 -1.7481 -1.6443 -1.5605 -1.4909 -1.4301 -1.3746 -1.3235 -1.2767 -1.2338 -1.1945
 -1.1586
 -6.1581 -5.8622 -5.5747 -5.2944 -5.0206 -4.7619 -4.5259 -4.3143 -4.1231 -3.9439
 -3.7702 -3.6004 -3.4355 -3.2783 -3.1313 -2.7920 -2.4814 -2.2295 -2.0364 -1.8828
 -1.7576 -1.6563 -1.5759 -1.5117 -1.4577 -1.4096 -1.3656 -1.3244 -1.2858 -1.2504
 -1.2188
 -6.1267 -5.8203 -5.5478 -5.2853 -5.0268 -4.7736 -4.5339 -4.3141 -4.1161 -3.9360
 -3.7673 -3.6040 -3.4432 -3.2855 -3.1344 -2.7990 -2.5046 -2.2491 -2.0481 -1.8918
 -1.7667 -1.6660 -1.5871 -1.5262 -1.4779 -1.4370 -1.4006 -1.3667 -1.3348 -1.3050
 -1.2776
 -6.1108 -5.7867 -5.5125 -5.2631 -5.0198 -4.7812 -4.5492 -4.3269 -4.1213 -3.9346
 -3.7643 -3.6050 -3.4512 -3.2997 -3.1505 -2.8091 -2.5210 -2.2715 -2.0645
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = BX   
 -7.6816 -7.2666 -6.7701 -6.3028 -5.8711 -5.4996 -5.2029 -4.9432 -4.7022 -4.4746
 -4.2607 -4.0601 -3.8744 -3.7038 -3.5463 -3.1913 -2.8623 -2.5432 -2.2399
 -7.0704 -6.9405 -6.6181 -6.1940 -5.7768 -5.3866 -5.0631 -4.7888 -4.5401 -4.3085
 -4.0907 -3.8868 -3.6987 -3.5270 -3.3702 -3.0265 -2.7206 -2.4343 -2.1677 -1.9302
 -6.7025 -6.4166 -6.3062 -6.0876 -5.7236 -5.3477 -4.9965 -4.7008 -4.4436 -4.2078
 -3.9870 -3.7799 -3.5882 -3.4133 -3.2545 -2.9134 -2.6209 -2.3568 -2.1163 -1.9010
 -1.7175
 -6.5719 -6.1830 -5.9030 -5.7505 -5.6156 -5.3255 -4.9884 -4.6704 -4.3974 -4.1552
 -3.9320 -3.7219 -3.5263 -3.3470 -3.1843 -2.8399 -2.5540 -2.3041 -2.0821 -1.8844
 -1.7140 -1.5710
 -6.5048 -6.1003 -5.7561 -5.4868 -5.2898 -5.1550 -4.9659 -4.6814 -4.3941 -4.1391
 -3.9120 -3.6995 -3.5001 -3.3160 -3.1483 -2.7959 -2.5111 -2.2697 -2.0605 -1.8767
 -1.7175 -1.5831 -1.4696 -1.3713
 -6.4665 -6.0662 -5.7049 -5.3952 -5.1399 -4.9265 -4.7518 -4.6013 -4.4010 -4.1528
 -3.9172 -3.7025 -3.5000 -3.3113 -3.1379 -2.7740 -2.4859 -2.2486 -2.0481 -1.8748
 -1.7253 -1.5988 -1.4923 -1.4001 -1.3184 -1.2441 -1.1752 -1.1128 -1.0592 -1.0208
 -6.4455 -6.0562 -5.6922 -5.3657 -5.0841 -4.8439 -4.6324 -4.4407 -4.2729 -4.1144
 -3.9260 -3.7200 -3.5182 -3.3264 -3.1477 -2.7696 -2.4743 -2.2374 -2.0419 -1.8765
 -1.7353 -1.6158 -1.5158 -1.4301 -1.3542 -1.2855 -1.2234 -1.1660 -1.1127 -1.0673
 -1.0420
 -6.4297 -6.0593 -5.7003 -5.3672 -5.0696 -4.8119 -4.5875 -4.3841 -4.1936 -4.0163
 -3.8556 -3.6994 -3.5298 -3.3499 -3.1720 -2.7801 -2.4743 -2.2340 -2.0407 -1.8802
 -1.7452 -1.6319 -1.5379 -1.4586 -1.3891 -1.3264 -1.2681 -1.2146 -1.1670 -1.1259
 -1.0918
 -6.4170 -6.0615 -5.7150 -5.3831 -5.0771 -4.8048 -4.5672 -4.3574 -4.1646 -3.9807
 -3.8060 -3.6432 -3.4904 -3.3402 -3.1846 -2.8006 -2.4822 -2.2352 -2.0411 -1.8834
 -1.7528 -1.6445 -1.5557 -1.4825 -1.4198 -1.3637 -1.3127 -1.2655 -1.2223 -1.1838
 -1.1499
 -6.4078 -6.0642 -5.7352 -5.4130 -5.1056 -4.8234 -4.5723 -4.3514 -4.1545 -3.9722
 -3.7975 -3.6295 -3.4693 -3.3173 -3.1732 -2.8262 -2.5051 -2.2475 -2.0488 -1.8907
 -1.7619 -1.6564 -1.5712 -1.5029 -1.4464 -1.3974 -1.3532 -1.3124 -1.2746 -1.2400
 -1.2092
 -6.4050 -6.0584 -5.7451 -5.4399 -5.1420 -4.8579 -4.5967 -4.3631 -4.1563 -3.9705
 -3.7981 -3.6330 -3.4727 -3.3175 -3.1689 -2.8355 -2.5332 -2.2687 -2.0615 -1.9000
 -1.7708 -1.6663 -1.5829 -1.5178 -1.4664 -1.4240 -1.3871 -1.3534 -1.3221 -1.2932
 -1.2662
 -6.4169 -6.0499 -5.7400 -5.4523 -5.1712 -4.8964 -4.6343 -4.3918 -4.1733 -3.9781
 -3.8022 -3.6391 -3.4830 -3.3308 -3.1819 -2.8423 -2.5526 -2.2955 -2.0802
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = BX   
 -7.6333 -7.1147 -6.5968 -6.1403 -5.7409 -5.3861 -5.0940 -4.8347 -4.6010 -4.3837
 -4.1797 -3.9884 -3.8107 -3.6471 -3.4964 -3.1604 -2.8538 -2.5570 -2.2669
 -7.2093 -6.9611 -6.5295 -6.0750 -5.6621 -5.2899 -4.9770 -4.7077 -4.4640 -4.2427
 -4.0348 -3.8402 -3.6597 -3.4943 -3.3430 -3.0137 -2.7233 -2.4511 -2.1943 -1.9596
 -6.7209 -6.5581 -6.4042 -6.0465 -5.6421 -5.2632 -4.9249 -4.6386 -4.3870 -4.1601
 -3.9491 -3.7512 -3.5673 -3.3983 -3.2443 -2.9142 -2.6324 -2.3765 -2.1413 -1.9275
 -1.7401
 -6.5761 -6.2069 -6.0067 -5.9032 -5.6327 -5.2758 -4.9295 -4.6191 -4.3541 -4.1202
 -3.9062 -3.7052 -3.5174 -3.3441 -3.1858 -2.8498 -2.5710 -2.3252 -2.1050 -1.9076
 -1.7336 -1.5851
 -6.5376 -6.1149 -5.7799 -5.5519 -5.4229 -5.2547 -4.9577 -4.6444 -4.3590 -4.1129
 -3.8939 -3.6901 -3.4988 -3.3209 -3.1574 -2.8115 -2.5314 -2.2913 -2.0813 -1.8965
 -1.7339 -1.5942 -1.4757 -1.3740
 -6.5368 -6.1029 -5.7247 -5.4173 -5.1815 -5.0055 -4.8662 -4.6646 -4.3963 -4.1347
 -3.9046 -3.6975 -3.5030 -3.3208 -3.1520 -2.7934 -2.5081 -2.2702 -2.0670 -1.8915
 -1.7387 -1.6070 -1.4953 -1.3995 -1.3153 -1.2397 -1.1708 -1.1067 -1.0502 -1.0144
 -6.5592 -6.1250 -5.7306 -5.3892 -5.1048 -4.8735 -4.6775 -4.5112 -4.3570 -4.1625
 -3.9347 -3.7214 -3.5243 -3.3384 -3.1646 -2.7917 -2.4978 -2.2588 -2.0595 -1.8907
 -1.7458 -1.6214 -1.5161 -1.4265 -1.3483 -1.2785 -1.2152 -1.1575 -1.1047 -1.0594
 -1.0334
 -6.5893 -6.1663 -5.7673 -5.4068 -5.0945 -4.8322 -4.6110 -4.4141 -4.2348 -4.0731
 -3.9169 -3.7410 -3.5540 -3.3689 -3.1920 -2.8046 -2.4989 -2.2555 -2.0575 -1.8928
 -1.7538 -1.6357 -1.5363 -1.4526 -1.3806 -1.3167 -1.2594 -1.2074 -1.1597 -1.1167
 -1.0821
 -6.6218 -6.2080 -5.8162 -5.4483 -5.1181 -4.8319 -4.5888 -4.3789 -4.1886 -4.0103
 -3.8439 -3.6901 -3.5405 -3.3836 -3.2197 -2.8274 -2.5082 -2.2574 -2.0578 -1.8951
 -1.7601 -1.6470 -1.5528 -1.4749 -1.4092 -1.3518 -1.3005 -1.2537 -1.2111 -1.1729
 -1.1397
 -6.6534 -6.2556 -5.8752 -5.5098 -5.1701 -4.8662 -4.6021 -4.3750 -4.1764 -3.9947
 -3.8227 -3.6595 -3.5065 -3.3614 -3.2195 -2.8607 -2.5324 -2.2708 -2.0661 -1.9024
 -1.7687 -1.6585 -1.5681 -1.4947 -1.4348 -1.3838 -1.3391 -1.2985 -1.2613 -1.2278
 -1.1979
 -6.6837 -6.2890 -5.9258 -5.5738 -5.2359 -4.9225 -4.6416 -4.3960 -4.1826 -3.9941
 -3.8212 -3.6573 -3.5004 -3.3505 -3.2073 -2.8764 -2.5648 -2.2932 -2.0799 -1.9123
 -1.7778 -1.6685 -1.5802 -1.5100 -1.4545 -1.4096 -1.3717 -1.3379 -1.3072 -1.2791
 -1.2526
 -6.7242 -6.3128 -5.9583 -5.6244 -5.3001 -4.9895 -4.7004 -4.4397 -4.2097 -4.0081
 -3.8287 -3.6642 -3.5084 -3.3584 -3.2131 -2.8801 -2.5884 -2.3234 -2.1005
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = BX   
 -7.5120 -6.9471 -6.4326 -6.0000 -5.6266 -5.2939 -5.0121 -4.7509 -4.5175 -4.3119
 -4.1166 -3.9334 -3.7630 -3.6057 -3.4605 -3.1393 -2.8503 -2.5713 -2.2972
 -7.1368 -6.9084 -6.4217 -5.9616 -5.5589 -5.2072 -4.9089 -4.6430 -4.4039 -4.1919
 -3.9929 -3.8066 -3.6336 -3.4740 -3.3275 -3.0096 -2.7318 -2.4712 -2.2230 -1.9917
 -6.8114 -6.7114 -6.4022 -5.9774 -5.5610 -5.1847 -4.8644 -4.5866 -4.3414 -4.1232
 -3.9210 -3.7318 -3.5555 -3.3925 -3.2431 -2.9222 -2.6493 -2.4005 -2.1694 -1.9573
 -1.7674
 -6.5768 -6.2743 -6.1768 -5.9604 -5.5936 -5.2171 -4.8726 -4.5748 -4.3181 -4.0915
 -3.8862 -3.6939 -3.5141 -3.3471 -3.1933 -2.8652 -2.5930 -2.3514 -2.1321 -1.9342
 -1.7578 -1.6041
 -6.5486 -6.1230 -5.8263 -5.6829 -5.5517 -5.2557 -4.9197 -4.6035 -4.3280 -4.0894
 -3.8784 -3.6831 -3.4997 -3.3285 -3.1699 -2.8312 -2.5559 -2.3180 -2.1070 -1.9200
 -1.7547 -1.6101 -1.4861 -1.3802
 -6.5808 -6.1178 -5.7349 -5.4489 -5.2596 -5.1361 -4.9433 -4.6574 -4.3705 -4.1143
 -3.8916 -3.6923 -3.5057 -3.3305 -3.1671 -2.8156 -2.5337 -2.2967 -2.0912 -1.9122
 -1.7561 -1.6197 -1.5024 -1.4019 -1.3151 -1.2380 -1.1670 -1.1004 -1.0440 -1.0078
 -6.6460 -6.1664 -5.7472 -5.3992 -5.1271 -4.9189 -4.7575 -4.6125 -4.4116 -4.1635
 -3.9262 -3.7175 -3.5275 -3.3489 -3.1811 -2.8157 -2.5241 -2.2849 -2.0824 -1.9092
 -1.7602 -1.6312 -1.5203 -1.4255 -1.3440 -1.2721 -1.2086 -1.1504 -1.0959 -1.0508
 -1.0244
 -6.7288 -6.2453 -5.8069 -5.4251 -5.1076 -4.8493 -4.6397 -4.4593 -4.3007 -4.1463
 -3.9629 -3.7564 -3.5620 -3.3805 -3.2088 -2.8300 -2.5261 -2.2816 -2.0795 -1.9098
 -1.7659 -1.6431 -1.5380 -1.4490 -1.3733 -1.3073 -1.2490 -1.1957 -1.1478 -1.1062
 -1.0716
 -6.8094 -6.3340 -5.8897 -5.4877 -5.1380 -4.8447 -4.6033 -4.3997 -4.2179 -4.0506
 -3.8961 -3.7453 -3.5830 -3.4134 -3.2437 -2.8543 -2.5369 -2.2840 -2.0796 -1.9113
 -1.7708 -1.6526 -1.5529 -1.4694 -1.3995 -1.3396 -1.2873 -1.2403 -1.1982 -1.1608
 -1.1280
 -6.8885 -6.4262 -5.9888 -5.5799 -5.2101 -4.8886 -4.6167 -4.3892 -4.1939 -4.0171
 -3.8515 -3.6963 -3.5508 -3.4093 -3.2644 -2.8929 -2.5625 -2.2985 -2.0885 -1.9186
 -1.7791 -1.6635 -1.5675 -1.4885 -1.4237 -1.3698 -1.3237 -1.2828 -1.2462 -1.2128
 -1.1846
 -6.9604 -6.5064 -6.0831 -5.6807 -5.3041 -4.9641 -4.6669 -4.4132 -4.1979 -4.0109
 -3.8411 -3.6814 -3.5300 -3.3873 -3.2505 -2.9199 -2.5982 -2.3222 -2.1035 -1.9294
 -1.7886 -1.6736 -1.5798 -1.5039 -1.4433 -1.3947 -1.3547 -1.3203 -1.2899 -1.2626
 -1.2369
 -7.0351 -6.5698 -6.1597 -5.7727 -5.4036 -5.0581 -4.7447 -4.4688 -4.2306 -4.0258
 -3.8465 -3.6839 -3.5312 -3.3856 -3.2461 -2.9234 -2.6278 -2.3549 -2.1257
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.3550 -6.7828 -6.2896 -5.8835 -5.5238 -5.2071 -4.9403 -4.6912 -4.4597 -4.2603
 -4.0726 -3.8961 -3.7320 -3.5799 -3.4394 -3.1290 -2.8456 -2.5793 -2.3284
 -7.2059 -6.8164 -6.3105 -5.8600 -5.4749 -5.1366 -4.8549 -4.5972 -4.3620 -4.1575
 -3.9660 -3.7869 -3.6202 -3.4660 -3.3237 -3.0145 -2.7464 -2.4956 -2.2550 -2.0269
 -6.9800 -6.7699 -6.3526 -5.9001 -5.4867 -5.1235 -4.8158 -4.5495 -4.3099 -4.0986
 -3.9044 -3.7226 -3.5531 -3.3957 -3.2505 -2.9372 -2.6717 -2.4293 -2.2020 -1.9908
 -1.7995
 -6.7082 -6.4265 -6.2928 -5.9437 -5.5403 -5.1616 -4.8261 -4.5403 -4.2919 -4.0719
 -3.8744 -3.6898 -3.5171 -3.3561 -3.2071 -2.8861 -2.6197 -2.3825 -2.1644 -1.9655
 -1.7867 -1.6286
 -6.5450 -6.1422 -5.9340 -5.8436 -5.5765 -5.2225 -4.8778 -4.5686 -4.3028 -4.0717
 -3.8681 -3.6803 -3.5044 -3.3397 -3.1863 -2.8551 -2.5845 -2.3498 -2.1385 -1.9487
 -1.7802 -1.6313 -1.5017 -1.3909
 -6.5959 -6.1190 -5.7502 -5.5146 -5.3998 -5.2342 -4.9390 -4.6290 -4.3437 -4.0967
 -3.8811 -3.6893 -3.5100 -3.3417 -3.1840 -2.8407 -2.5628 -2.3281 -2.1214 -1.9386
 -1.7783 -1.6376 -1.5147 -1.4086 -1.3168 -1.2368 -1.1635 -1.0945 -1.0379 -1.0012
 -6.6959 -6.1826 -5.7503 -5.4101 -5.1663 -5.0041 -4.8765 -4.6746 -4.4081 -4.1466
 -3.9156 -3.7136 -3.5308 -3.3590 -3.1973 -2.8414 -2.5534 -2.3156 -2.1113 -1.9335
 -1.7796 -1.6458 -1.5294 -1.4289 -1.3427 -1.2677 -1.2004 -1.1401 -1.0864 -1.0417
 -1.0150
 -6.8276 -6.2921 -5.8235 -5.4292 -5.1140 -4.8735 -4.6876 -4.5364 -4.3891 -4.1968
 -3.9704 -3.7549 -3.5644 -3.3896 -3.2242 -2.8561 -2.5558 -2.3117 -2.1072 -1.9325
 -1.7829 -1.6549 -1.5444 -1.4495 -1.3687 -1.2994 -1.2391 -1.1861 -1.1380 -1.0944
 -1.0600
 -6.9762 -6.4224 -5.9342 -5.5054 -5.1439 -4.8514 -4.6196 -4.4291 -4.2629 -4.1119
 -3.9613 -3.7909 -3.6048 -3.4273 -3.2594 -2.8810 -2.5674 -2.3143 -2.1067 -1.9329
 -1.7863 -1.6623 -1.5571 -1.4677 -1.3924 -1.3287 -1.2742 -1.2265 -1.1844 -1.1472
 -1.1146
 -7.1050 -6.5638 -6.0715 -5.6237 -5.2299 -4.8966 -4.6236 -4.4015 -4.2143 -4.0465
 -3.8910 -3.7452 -3.6023 -3.4532 -3.2990 -2.9209 -2.5943 -2.3299 -2.1160 -1.9402
 -1.7942 -1.6723 -1.5706 -1.4856 -1.4151 -1.3568 -1.3080 -1.2661 -1.2294 -1.1972
 -1.1695
 -7.2192 -6.6961 -6.2109 -5.7602 -5.3488 -4.9863 -4.6776 -4.4211 -4.2087 -4.0271
 -3.8633 -3.7103 -3.5663 -3.4303 -3.2974 -2.9602 -2.6319 -2.3549 -2.1323 -1.9519
 -1.8042 -1.6826 -1.5826 -1.5008 -1.4342 -1.3807 -1.3374 -1.3014 -1.2706 -1.2439
 -1.2194
 -7.3188 -6.8194 -6.3324 -5.8942 -5.4817 -5.1048 -4.7702 -4.4827 -4.2406 -4.0367
 -3.8610 -3.7028 -3.5551 -3.4154 -3.2546 -2.9989 -2.6802 -2.3893 -2.1556
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = BX   
 -7.2071 -6.6379 -6.1702 -5.7941 -5.4464 -5.1464 -4.8839 -4.6442 -4.4188 -4.2265
 -4.0446 -3.8741 -3.7152 -3.5680 -3.4316 -3.1295 -2.8554 -2.6000 -2.3613
 -7.2491 -6.7107 -6.2061 -5.7726 -5.4081 -5.0857 -4.8097 -4.5627 -4.3329 -4.1359
 -3.9511 -3.7783 -3.6174 -3.4682 -3.3299 -3.0280 -2.7674 -2.5246 -2.2907 -2.0659
 -6.9289 -6.7589 -6.2694 -5.8248 -5.4242 -5.0757 -4.7787 -4.5218 -4.2873 -4.0839
 -3.8965 -3.7215 -3.5582 -3.4063 -3.2653 -2.9590 -2.6995 -2.4629 -2.2394 -2.0291
 -1.8364
