 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.8875 -4.3691 -3.9090 -3.4993 -3.1406 -2.8370 -2.5874 -2.3840 -2.2161 -2.0737
 -1.9490 -1.8377 -1.7380 -1.6498 -1.5711 -1.3963 -1.2385 -1.1075 -1.0041 -0.9265
 -0.8715 -0.8348 -0.8129 -0.8017 -0.7970 -0.7954 -0.7950 -0.7951 -0.7955 -0.7968
 -0.7980
 -5.1049 -4.5690 -4.1034 -3.6853 -3.3104 -2.9805 -2.6986 -2.4636 -2.2701 -2.1091
 -1.9725 -1.8538 -1.7486 -1.6547 -1.5709 -1.3962 -1.2489 -1.1184 -1.0113
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.5069 -4.0671 -3.7138 -3.4265 -3.1627 -2.9218 -2.7180 -2.5298 -2.3583 -2.2095
 -2.0695 -1.9387 -1.8187 -1.7097 -1.6115 -1.4064 -1.2413 -1.1076 -1.0010
 -4.4339 -4.0902 -3.7081 -3.3899 -3.1193 -2.8740 -2.6670 -2.4781 -2.3077 -2.1585
 -2.0191 -1.8896 -1.7709 -1.6633 -1.5664 -1.3677 -1.2153 -1.0924 -0.9892 -0.9008
 -4.2795 -4.0963 -3.7422 -3.4011 -3.1104 -2.8570 -2.6391 -2.4501 -2.2811 -2.1310
 -1.9931 -1.8650 -1.7472 -1.6400 -1.5436 -1.3465 -1.1979 -1.0800 -0.9825 -0.9004
 -0.8325
 -4.0718 -3.8526 -3.7388 -3.4389 -3.1329 -2.8672 -2.6368 -2.4403 -2.2698 -2.1184
 -1.9818 -1.8550 -1.7381 -1.6312 -1.5345 -1.3367 -1.1888 -1.0734 -0.9796 -0.9018
 -0.8380 -0.7865
 -3.9516 -3.6350 -3.4733 -3.4001 -3.1687 -2.8966 -2.6556 -2.4477 -2.2701 -2.1160
 -1.9795 -1.8540 -1.7379 -1.6314 -1.5344 -1.3347 -1.1855 -1.0708 -0.9791 -0.9042
 -0.8437 -0.7954 -0.7564 -0.7232
 -4.0228 -3.6293 -3.3400 -3.1529 -3.0598 -2.9201 -2.6892 -2.4715 -2.2832 -2.1226
 -1.9830 -1.8584 -1.7433 -1.6373 -1.5402 -1.3383 -1.1866 -1.0709 -0.9800 -0.9072
 -0.8491 -0.8036 -0.7675 -0.7377 -0.7129 -0.6928 -0.6793 -0.6739 -0.6754 -0.6827
 -4.1652 -3.7055 -3.3528 -3.0857 -2.8918 -2.7600 -2.6579 -2.5018 -2.3113 -2.1395
 -1.9933 -1.8665 -1.7523 -1.6468 -1.5498 -1.3460 -1.1911 -1.0731 -0.9817 -0.9100
 -0.8538 -0.8105 -0.7774 -0.7507 -0.7285 -0.7102 -0.6962 -0.6879 -0.6868 -0.6933
 -0.7056
 -4.3686 -3.8493 -3.4356 -3.1149 -2.8673 -2.6775 -2.5290 -2.4102 -2.3003 -2.1641
 -2.0131 -1.8793 -1.7639 -1.6591 -1.5623 -1.3569 -1.1988 -1.0775 -0.9842 -0.9123
 -0.8572 -0.8159 -0.7853 -0.7621 -0.7434 -0.7279 -0.7158 -0.7071 -0.7033 -0.7063
 -0.7175
 -4.6110 -4.0443 -3.5780 -3.2023 -2.9077 -2.6780 -2.4965 -2.3469 -2.2188 -2.1073
 -2.0025 -1.8904 -1.7755 -1.6712 -1.5749 -1.3686 -1.2077 -1.0828 -0.9865 -0.9133
 -0.8585 -0.8185 -0.7903 -0.7706 -0.7558 -0.7441 -0.7349 -0.7283 -0.7243 -0.7249
 -0.7317
 -4.8625 -4.2760 -3.7755 -3.3527 -3.0077 -2.7345 -2.5192 -2.3461 -2.2011 -2.0741
 -1.9610 -1.8601 -1.7667 -1.6765 -1.5879 -1.3840 -1.2205 -1.0921 -0.9918 -0.9157
 -0.8597 -0.8199 -0.7932 -0.7762 -0.7654 -0.7580 -0.7528 -0.7494 -0.7477 -0.7484
 -0.7525
 -5.1068 -4.5178 -4.0007 -3.5488 -3.1626 -2.8440 -2.5882 -2.3842 -2.2185 -2.0789
 -1.9566 -1.8473 -1.7492 -1.6614 -1.5821 -1.3976 -1.2349 -1.1033 -0.9990 -0.9190
 -0.8605 -0.8197 -0.7934 -0.7782 -0.7708 -0.7677 -0.7672 -0.7679 -0.7697 -0.7728
 -0.7764
 -5.3440 -4.7696 -4.2323 -3.7686 -3.3568 -3.0035 -2.7070 -2.4655 -2.2703 -2.1102
 -1.9754 -1.8583 -1.7541 -1.6607 -1.5575 -1.4094 -1.2509 -1.1164 -1.0081
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.3972 -3.9882 -3.6529 -3.3841 -3.1243 -2.8921 -2.6877 -2.5039 -2.3347 -2.1895
 -2.0519 -1.9234 -1.8048 -1.6968 -1.5988 -1.3929 -1.2276 -1.0948 -0.9900
 -4.4607 -4.0202 -3.6496 -3.3464 -3.0883 -2.8508 -2.6437 -2.4597 -2.2903 -2.1444
 -2.0074 -1.8798 -1.7623 -1.6552 -1.5582 -1.3576 -1.2037 -1.0808 -0.9786 -0.8908
 -4.2380 -4.0755 -3.6873 -3.3592 -3.0816 -2.8364 -2.6222 -2.4364 -2.2678 -2.1205
 -1.9845 -1.8580 -1.7413 -1.6345 -1.5377 -1.3383 -1.1876 -1.0692 -0.9720 -0.8898
 -0.8207
