 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -1.7741
 -6.6276 -6.3033 -6.0287 -5.7788 -5.5349 -5.2955 -5.0626 -4.8394 -4.6330 -4.4455
 -4.2745 -4.1147 -3.9604 -3.8085 -3.6587 -3.3161 -3.0270 -2.7763 -2.5681
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -8.1953 -7.7804 -7.2842 -6.8171 -6.3853 -6.0133 -5.7162 -5.4560 -5.2147 -4.9868
 -4.7727 -4.5718 -4.3858 -4.2149 -4.0570 -3.7010 -3.3707 -3.0500 -2.7449
 -7.5840 -7.4541 -7.1318 -6.7080 -6.2909 -5.9005 -5.5763 -5.3015 -5.0525 -4.8205
 -4.6023 -4.3981 -4.2097 -4.0376 -3.8803 -3.5354 -3.2281 -2.9402 -2.6718 -2.4327
 -7.2159 -6.9299 -6.8194 -6.6010 -6.2373 -5.8614 -5.5099 -5.2136 -4.9559 -4.7196
 -4.4984 -4.2908 -4.0987 -3.9234 -3.7641 -3.4217 -3.1277 -2.8621 -2.6199 -2.4030
 -2.2181
 -7.0851 -6.6959 -6.4158 -6.2633 -6.1286 -5.8388 -5.5018 -5.1833 -4.9096 -4.6668
 -4.4432 -4.2326 -4.0366 -3.8568 -3.6935 -3.3477 -3.0603 -2.8088 -2.5853 -2.3860
 -2.2142 -2.0702
 -7.0182 -6.6132 -6.2685 -5.9991 -5.8021 -5.6674 -5.4785 -5.1942 -4.9065 -4.6508
 -4.4231 -4.2101 -4.0102 -3.8256 -3.6573 -3.3035 -3.0171 -2.7741 -2.5634 -2.3781
 -2.2175 -2.0822 -1.9679 -1.8690
 -6.9803 -6.5793 -6.2174 -5.9072 -5.6517 -5.4383 -5.2636 -5.1132 -4.9130 -4.6646
 -4.4284 -4.2132 -4.0101 -3.8208 -3.6469 -3.2814 -2.9917 -2.7529 -2.5508 -2.3762
 -2.2254 -2.0978 -1.9905 -1.8978 -1.8157 -1.7409 -1.6716 -1.6087 -1.5548 -1.5160
 -6.9598 -6.5698 -6.2051 -5.8778 -5.5958 -5.3553 -5.1436 -4.9518 -4.7840 -4.6255
 -4.4370 -4.2306 -4.0284 -3.8360 -3.6568 -3.2770 -2.9801 -2.7416 -2.5446 -2.3779
 -2.2353 -2.1148 -2.0140 -1.9278 -1.8514 -1.7823 -1.7199 -1.6622 -1.6086 -1.5629
 -1.5373
 -6.9445 -6.5735 -6.2137 -5.8798 -5.5814 -5.3232 -5.0985 -4.8948 -4.7041 -4.5267
 -4.3658 -4.2095 -4.0398 -3.8595 -3.6812 -3.2878 -2.9802 -2.7383 -2.5435 -2.3817
 -2.2455 -2.1311 -2.0362 -1.9563 -1.8865 -1.8233 -1.7646 -1.7110 -1.6632 -1.6219
 -1.5875
 -6.9324 -6.5763 -6.2291 -5.8964 -5.5895 -5.3165 -5.0783 -4.8680 -4.6749 -4.4908
 -4.3158 -4.1527 -3.9998 -3.8493 -3.6935 -3.3085 -2.9883 -2.7397 -2.5442 -2.3851
 -2.2533 -2.1438 -2.0542 -1.9804 -1.9172 -1.8608 -1.8095 -1.7621 -1.7187 -1.6801
 -1.6460
 -6.9237 -6.5797 -6.2500 -5.9271 -5.6188 -5.3358 -5.0838 -4.8622 -4.6649 -4.4822
 -4.3072 -4.1389 -3.9783 -3.8261 -3.6817 -3.3340 -3.0116 -2.7524 -2.5522 -2.3927
 -2.2626 -2.1560 -2.0699 -2.0009 -1.9440 -1.8946 -1.8502 -1.8091 -1.7712 -1.7365
 -1.7056
 -6.9214 -6.5744 -6.2607 -5.9548 -5.6561 -5.3711 -5.1089 -4.8745 -4.6670 -4.4807
 -4.3079 -4.1424 -3.9817 -3.8262 -3.6773 -3.3431 -3.0398 -2.7739 -2.5652 -2.4024
 -2.2719 -2.1662 -2.0818 -2.0160 -1.9642 -1.9214 -1.8842 -1.8503 -1.8189 -1.7898
 -1.7628
 -6.9338 -6.5665 -6.2561 -5.9680 -5.6862 -5.4105 -5.1475 -4.9040 -4.6847 -4.4888
 -4.3124 -4.1487 -3.9922 -3.8395 -3.6903 -3.3497 -3.0591 -2.8010 -2.5843
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.1471 -7.6288 -7.1113 -6.6549 -6.2553 -5.8999 -5.6073 -5.3476 -5.1137 -4.8960
 -4.6918 -4.5002 -4.3223 -4.1583 -4.0073 -3.6704 -3.3627 -3.0645 -2.7726
 -7.7230 -7.4748 -7.0435 -6.5894 -6.1764 -5.8038 -5.4902 -5.2205 -4.9764 -4.7548
 -4.5465 -4.3516 -4.1708 -4.0050 -3.8533 -3.5230 -3.2313 -2.9577 -2.6993 -2.4629
 -7.2343 -7.0715 -6.9176 -6.5602 -6.1562 -5.7771 -5.4383 -5.1513 -4.8992 -4.6719
 -4.4605 -4.2623 -4.0779 -3.9086 -3.7541 -3.4229 -3.1398 -2.8824 -2.6456 -2.4303
 -2.2414
 -7.0894 -6.7199 -6.5196 -6.4162 -6.1460 -5.7894 -5.4429 -5.1319 -4.8663 -4.6319
 -4.4174 -4.2160 -4.0278 -3.8541 -3.6953 -3.3580 -3.0779 -2.8306 -2.6089 -2.4100
 -2.2345 -2.0849
 -7.0510 -6.6278 -6.2924 -6.0643 -5.9353 -5.7675 -5.4707 -5.1572 -4.8712 -4.6245
 -4.4050 -4.2007 -4.0090 -3.8306 -3.6667 -3.3195 -3.0379 -2.7963 -2.5849 -2.3986
 -2.2347 -2.0938 -1.9744 -1.8720
 -7.0505 -6.6160 -6.2371 -5.9293 -5.6933 -5.5175 -5.3783 -5.1769 -4.9086 -4.6465
 -4.4157 -4.2081 -4.0131 -3.8304 -3.6611 -3.3013 -3.0144 -2.7750 -2.5704 -2.3935
 -2.2394 -2.1065 -1.9939 -1.8975 -1.8128 -1.7368 -1.6674 -1.6028 -1.5458 -1.5097
 -7.0735 -6.6385 -6.2433 -5.9012 -5.6164 -5.3849 -5.1888 -5.0226 -4.8685 -4.6741
 -4.4460 -4.2321 -4.0345 -3.8481 -3.6738 -3.2996 -3.0040 -2.7635 -2.5629 -2.3927
 -2.2465 -2.1210 -2.0148 -1.9245 -1.8458 -1.7756 -1.7120 -1.6540 -1.6008 -1.5551
 -1.5288
 -7.1041 -6.6804 -6.2806 -5.9192 -5.6062 -5.3434 -5.1219 -4.9249 -4.7455 -4.5837
 -4.4275 -4.2516 -4.0643 -3.8787 -3.7013 -3.3126 -3.0053 -2.7604 -2.5609 -2.3948
 -2.2547 -2.1354 -2.0351 -1.9507 -1.8783 -1.8139 -1.7563 -1.7041 -1.6561 -1.6128
 -1.5780
 -7.1371 -6.7228 -6.3302 -5.9614 -5.6303 -5.3434 -5.0997 -4.8894 -4.6989 -4.5204
 -4.3539 -4.1999 -4.0502 -3.8932 -3.7291 -3.3356 -3.0149 -2.7624 -2.5614 -2.3973
 -2.2611 -2.1469 -2.0518 -1.9731 -1.9070 -1.8492 -1.7975 -1.7505 -1.7077 -1.6692
 -1.6359
 -7.1692 -6.7711 -6.3900 -6.0237 -5.6832 -5.3783 -5.1134 -4.8857 -4.6866 -4.5046
 -4.3324 -4.1690 -4.0157 -3.8704 -3.7284 -3.3690 -3.0394 -2.7761 -2.5699 -2.4049
 -2.2700 -2.1587 -2.0672 -1.9932 -1.9326 -1.8813 -1.8362 -1.7954 -1.7581 -1.7244
 -1.6944
 -7.2001 -6.8050 -6.4413 -6.0885 -5.7498 -5.4355 -5.1537 -4.9072 -4.6932 -4.5042
 -4.3309 -4.1666 -4.0094 -3.8593 -3.7158 -3.3844 -3.0720 -2.7989 -2.5842 -2.4152
 -2.2795 -2.1689 -2.0796 -2.0086 -1.9526 -1.9072 -1.8690 -1.8350 -1.8041 -1.7759
 -1.7492
 -7.2410 -6.8293 -6.4744 -6.1399 -5.8149 -5.5034 -5.2134 -4.9518 -4.7209 -4.5186
 -4.3386 -4.1737 -4.0175 -3.8671 -3.7215 -3.3878 -3.0955 -2.8295 -2.6052
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.0259 -7.4614 -6.9473 -6.5147 -6.1410 -5.8078 -5.5255 -5.2639 -5.0302 -4.8245
 -4.6289 -4.4454 -4.2748 -4.1171 -3.9717 -3.6496 -3.3596 -3.0794 -2.8038
 -7.6506 -7.4223 -6.9360 -6.4762 -6.0733 -5.7210 -5.4222 -5.1558 -4.9163 -4.7040
 -4.5047 -4.3182 -4.1448 -3.9849 -3.8381 -3.5193 -3.2403 -2.9784 -2.7288 -2.4959
 -7.3250 -7.2249 -6.9158 -6.4914 -6.0752 -5.6985 -5.3777 -5.0993 -4.8535 -4.6350
 -4.4325 -4.2430 -4.0663 -3.9030 -3.7532 -3.4312 -3.1572 -2.9071 -2.6745 -2.4609
 -2.2696
 -7.0901 -6.7873 -6.6898 -6.4736 -6.1073 -5.7309 -5.3859 -5.0875 -4.8302 -4.6031
 -4.3974 -4.2048 -4.0245 -3.8572 -3.7031 -3.3738 -3.1004 -2.8574 -2.6367 -2.4374
 -2.2595 -2.1047
 -7.0620 -6.6359 -6.3389 -6.1955 -6.0644 -5.7688 -5.4329 -5.1163 -4.8401 -4.6009
 -4.3894 -4.1937 -4.0099 -3.8383 -3.6794 -3.3395 -3.0629 -2.8237 -2.6113 -2.4229
 -2.2562 -2.1104 -1.9854 -1.8787
 -7.0945 -6.6308 -6.2473 -5.9610 -5.7716 -5.6482 -5.4558 -5.1700 -4.8828 -4.6259
 -4.4026 -4.2029 -4.0158 -3.8402 -3.6764 -3.3237 -3.0406 -2.8021 -2.5952 -2.4149
 -2.2575 -2.1200 -2.0016 -1.9003 -1.8130 -1.7354 -1.6639 -1.5967 -1.5398 -1.5032
 -7.1602 -6.6798 -6.2597 -5.9111 -5.6386 -5.4303 -5.2690 -5.1242 -4.9234 -4.6753
 -4.4374 -4.2281 -4.0377 -3.8586 -3.6904 -3.3238 -3.0309 -2.7902 -2.5863 -2.4118
 -2.2616 -2.1314 -2.0195 -1.9240 -1.8419 -1.7695 -1.7056 -1.6470 -1.5921 -1.5467
 -1.5199
 -7.2436 -6.7594 -6.3200 -5.9374 -5.6192 -5.3604 -5.1506 -4.9702 -4.8116 -4.6574
 -4.4739 -4.2672 -4.0723 -3.8903 -3.7182 -3.3383 -3.0330 -2.7870 -2.5835 -2.4125
 -2.2674 -2.1434 -2.0374 -1.9476 -1.8713 -1.8048 -1.7461 -1.6924 -1.6442 -1.6024
 -1.5676
 -7.3247 -6.8487 -6.4036 -6.0006 -5.6501 -5.3560 -5.1141 -4.9102 -4.7282 -4.5608
 -4.4063 -4.2555 -4.0931 -3.9232 -3.7532 -3.3627 -3.0439 -2.7895 -2.5838 -2.4141
 -2.2724 -2.1531 -2.0524 -1.9681 -1.8976 -1.8372 -1.7846 -1.7374 -1.6949 -1.6573
 -1.6243
 -7.4043 -6.9415 -6.5034 -6.0937 -5.7229 -5.4004 -5.1278 -4.8997 -4.7041 -4.5270
 -4.3613 -4.2059 -4.0603 -3.9186 -3.7737 -3.4016 -3.0698 -2.8044 -2.5929 -2.4217
 -2.2810 -2.1642 -2.0673 -1.9873 -1.9219 -1.8675 -1.8210 -1.7800 -1.7431 -1.7096
 -1.6811
 -7.4767 -7.0223 -6.5985 -6.1953 -5.8178 -5.4768 -5.1787 -4.9242 -4.7083 -4.5209
 -4.3507 -4.1908 -4.0392 -3.8962 -3.7593 -3.4283 -3.1058 -2.8284 -2.6083 -2.4329
 -2.2909 -2.1746 -2.0798 -2.0030 -1.9417 -1.8926 -1.8522 -1.8176 -1.7869 -1.7596
 -1.7337
 -7.5518 -7.0862 -6.6757 -6.2881 -5.9182 -5.5718 -5.2575 -4.9806 -4.7416 -4.5361
 -4.3563 -4.1933 -4.0402 -3.8944 -3.7546 -3.4314 -3.1354 -2.8615 -2.6309
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -7.8691 -7.2974 -6.8044 -6.3983 -6.0382 -5.7210 -5.4538 -5.2044 -4.9726 -4.7730
 -4.5851 -4.4083 -4.2440 -4.0915 -3.9508 -3.6397 -3.3553 -3.0879 -2.8357
 -7.7198 -7.3306 -6.8250 -6.3747 -5.9893 -5.6504 -5.3682 -5.1101 -4.8745 -4.6697
 -4.4780 -4.2986 -4.1317 -3.9772 -3.8346 -3.5246 -3.2555 -3.0035 -2.7616 -2.5320
 -7.4937 -7.2836 -6.8666 -6.4144 -6.0009 -5.6373 -5.3289 -5.0621 -4.8221 -4.6105
 -4.4160 -4.2339 -4.0641 -3.9064 -3.7609 -3.4467 -3.1801 -2.9365 -2.7079 -2.4954
 -2.3026
 -7.2216 -6.9397 -6.8061 -6.4573 -6.0542 -5.6753 -5.3393 -5.0528 -4.8039 -4.5835
 -4.3856 -4.2007 -4.0278 -3.8665 -3.7171 -3.3952 -3.1277 -2.8892 -2.6698 -2.4695
 -2.2894 -2.1300
 -7.0583 -6.6550 -6.4467 -6.3563 -6.0896 -5.7359 -5.3910 -5.0812 -4.8148 -4.5832
 -4.3791 -4.1910 -4.0147 -3.8497 -3.6960 -3.3638 -3.0921 -2.8561 -2.6435 -2.4524
 -2.2826 -2.1324 -2.0018 -1.8902
 -7.1094 -6.6318 -6.2625 -6.0267 -5.9119 -5.7466 -5.4518 -5.1417 -4.8558 -4.6082
 -4.3920 -4.1998 -4.0202 -3.8515 -3.6935 -3.3492 -3.0702 -2.8341 -2.6262 -2.4421
 -2.2806 -2.1386 -2.0146 -1.9077 -1.8152 -1.7347 -1.6608 -1.5911 -1.5340 -1.4968
 -7.2100 -6.6958 -6.2627 -5.9219 -5.6778 -5.5157 -5.3883 -5.1867 -4.9202 -4.6583
 -4.4267 -4.2242 -4.0410 -3.8687 -3.7067 -3.3498 -3.0606 -2.8215 -2.6159 -2.4369
 -2.2817 -2.1468 -2.0293 -1.9280 -1.8410 -1.7655 -1.6978 -1.6370 -1.5829 -1.5377
 -1.5106
 -7.3423 -6.8060 -6.3364 -5.9412 -5.6255 -5.3846 -5.1986 -5.0475 -4.9004 -4.7083
 -4.4817 -4.2656 -4.0746 -3.8994 -3.7336 -3.3646 -3.0631 -2.8177 -2.6118 -2.4358
 -2.2851 -2.1559 -2.0444 -1.9486 -1.8671 -1.7973 -1.7365 -1.6832 -1.6348 -1.5908
 -1.5562
 -7.4912 -6.9369 -6.4479 -6.0181 -5.6557 -5.3625 -5.1303 -4.9396 -4.7734 -4.6224
 -4.4719 -4.3015 -4.1151 -3.9372 -3.7689 -3.3896 -3.0749 -2.8204 -2.6115 -2.4364
 -2.2886 -2.1635 -2.0572 -1.9669 -1.8909 -1.8267 -1.7718 -1.7238 -1.6813 -1.6439
 -1.6111
 -7.6207 -7.0790 -6.5860 -6.1373 -5.7424 -5.4082 -5.1344 -4.9119 -4.7244 -4.5564
 -4.4009 -4.2550 -4.1121 -3.9629 -3.8085 -3.4296 -3.1020 -2.8363 -2.6210 -2.4439
 -2.2966 -2.1736 -2.0709 -1.9850 -1.9137 -1.8549 -1.8057 -1.7635 -1.7266 -1.6942
 -1.6662
 -7.7354 -7.2119 -6.7261 -6.2747 -5.8623 -5.4988 -5.1891 -4.9318 -4.7189 -4.5369
 -4.3728 -4.2197 -4.0756 -3.9395 -3.8065 -3.4690 -3.1399 -2.8617 -2.6376 -2.4559
 -2.3070 -2.1842 -2.0832 -2.0004 -1.9331 -1.8790 -1.8353 -1.7989 -1.7679 -1.7410
 -1.7164
 -7.8353 -7.3356 -6.8483 -6.4095 -5.9961 -5.6183 -5.2826 -4.9942 -4.7513 -4.5468
 -4.3706 -4.2121 -4.0641 -3.9243 -3.7629 -3.5078 -3.1886 -2.8966 -2.6613
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -7.7213 -7.1527 -6.6852 -6.3089 -5.9607 -5.6603 -5.3974 -5.1575 -4.9319 -4.7394
 -4.5573 -4.3865 -4.2274 -4.0800 -3.9433 -3.6405 -3.3655 -3.1092 -2.8694
 -7.7631 -7.2250 -6.7208 -6.2873 -5.9224 -5.5995 -5.3230 -5.0757 -4.8455 -4.6483
 -4.4633 -4.2902 -4.1291 -3.9797 -3.8411 -3.5384 -3.2769 -3.0331 -2.7980 -2.5719
 -7.4428 -7.2727 -6.7836 -6.3392 -5.9384 -5.5893 -5.2918 -5.0344 -4.7995 -4.5959
 -4.4083 -4.2330 -4.0695 -3.9173 -3.7760 -3.4689 -3.2084 -2.9707 -2.7460 -2.5345
 -2.3405
