 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.7146 -1.7170 -1.7119 -1.6974 -1.6740 -1.6431 -1.6071 -1.5691 -1.5323 -1.4979
 -1.4658 -1.4357 -1.4078 -1.3825 -1.3590 -1.3046 -1.2582 -1.2276 -1.2189 -1.2261
 -1.2394 -1.2534 -1.2672 -1.2807 -1.2941 -1.3073 -1.3194 -1.3327 -1.3497 -1.3725
 -1.4024
 -1.6066 -1.6151 -1.6166 -1.6102 -1.5985 -1.5793 -1.5542 -1.5247 -1.4933 -1.4623
 -1.4332 -1.4060 -1.3803 -1.3560 -1.3331 -1.2835 -1.2446 -1.2186 -1.2095 -1.2181
 -1.2356 -1.2554 -1.2747 -1.2929 -1.3101 -1.3262 -1.3419 -1.3575 -1.3748 -1.3942
 -1.4154
 -1.5059 -1.5183 -1.5241 -1.5240 -1.5186 -1.5083 -1.4934 -1.4736 -1.4505 -1.4251
 -1.3998 -1.3760 -1.3536 -1.3321 -1.3116 -1.2659 -1.2304 -1.2075 -1.1991 -1.2068
 -1.2258 -1.2498 -1.2747 -1.2986 -1.3208 -1.3413 -1.3605 -1.3787 -1.3964 -1.4147
 -1.4338
 -1.4137 -1.4270 -1.4352 -1.4387 -1.4380 -1.4336 -1.4257 -1.4146 -1.4001 -1.3824
 -1.3629 -1.3431 -1.3243 -1.3066 -1.2897 -1.2501 -1.2171 -1.1963 -1.1891 -1.1953
 -1.2136 -1.2390 -1.2677 -1.2969 -1.3248 -1.3507 -1.3746 -1.3968 -1.4176 -1.4378
 -1.4583
 -1.3272 -1.3319 -1.3383 -1.3449 -1.3504 -1.3536 -1.3535 -1.3497 -1.3425 -1.3325
 -1.3201 -1.3060 -1.2915 -1.2775 -1.2642 -1.2331 -1.2048 -1.1854 -1.1789
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.6777 -2.6837 -2.6529 -2.5412 -2.4006 -2.2607 -2.1405 -2.0401 -1.9478 -1.8594
 -1.7748 -1.6944 -1.6187 -1.5482 -1.4834 -1.3482 -1.2535 -1.1954 -1.1641
 -2.5017 -2.4301 -2.4058 -2.4063 -2.3375 -2.2208 -2.1016 -1.9990 -1.9087 -1.8239
 -1.7431 -1.6666 -1.5948 -1.5284 -1.4680 -1.3446 -1.2584 -1.2052 -1.1762 -1.1617
 -2.3945 -2.3087 -2.2323 -2.1799 -2.1696 -2.1474 -2.0671 -1.9684 -1.8787 -1.7976
 -1.7208 -1.6480 -1.5797 -1.5168 -1.4596 -1.3438 -1.2636 -1.2142 -1.1885 -1.1764
 -1.1720
 -2.3036 -2.2274 -2.1462 -2.0677 -2.0048 -1.9689 -1.9565 -1.9218 -1.8510 -1.7749
 -1.7025 -1.6337 -1.5688 -1.5089 -1.4545 -1.3446 -1.2688 -1.2222 -1.1990 -1.1894
 -1.1867 -1.1882
 -2.2130 -2.1540 -2.0826 -2.0077 -1.9367 -1.8727 -1.8223 -1.7907 -1.7724 -1.7363
 -1.6809 -1.6191 -1.5586 -1.5019 -1.4500 -1.3451 -1.2726 -1.2282 -1.2071 -1.2003
 -1.2000 -1.2031 -1.2089 -1.2177
 -2.1200 -2.0764 -2.0212 -1.9559 -1.8880 -1.8231 -1.7628 -1.7096 -1.6682 -1.6418
 -1.6189 -1.5857 -1.5413 -1.4920 -1.4438 -1.3437 -1.2741 -1.2313 -1.2118 -1.2081
 -1.2111 -1.2170 -1.2245 -1.2337 -1.2435 -1.2551 -1.2699 -1.2890 -1.3131 -1.3418
 -2.0184 -1.9912 -1.9527 -1.9023 -1.8438 -1.7833 -1.7249 -1.6701 -1.6202 -1.5773
 -1.5434 -1.5180 -1.4931 -1.4632 -1.4283 -1.3395 -1.2727 -1.2310 -1.2125 -1.2114
 -1.2187 -1.2283 -1.2388 -1.2501 -1.2620 -1.2737 -1.2869 -1.3034 -1.3248 -1.3519
 -1.3845
 -1.9153 -1.8985 -1.8754 -1.8398 -1.7951 -1.7436 -1.6905 -1.6387 -1.5899 -1.5447
 -1.5042 -1.4695 -1.4410 -1.4167 -1.3926 -1.3278 -1.2679 -1.2275 -1.2091 -1.2096
 -1.2210 -1.2354 -1.2501 -1.2646 -1.2790 -1.2919 -1.3049 -1.3202 -1.3395 -1.3641
 -1.3948
 -1.8152 -1.8041 -1.7902 -1.7676 -1.7359 -1.6968 -1.6526 -1.6063 -1.5610 -1.5179
 -1.4780 -1.4417 -1.4092 -1.3810 -1.3567 -1.3041 -1.2570 -1.2205 -1.2024 -1.2032
 -1.2174 -1.2368 -1.2567 -1.2758 -1.2940 -1.3113 -1.3284 -1.3465 -1.3658 -1.3861
 -1.4073
 -1.7225 -1.7141 -1.7045 -1.6892 -1.6687 -1.6411 -1.6079 -1.5703 -1.5309 -1.4916
 -1.4543 -1.4198 -1.3880 -1.3591 -1.3332 -1.2814 -1.2412 -1.2108 -1.1939 -1.1938
 -1.2085 -1.2312 -1.2563 -1.2808 -1.3039 -1.3255 -1.3460 -1.3655 -1.3846 -1.4043
 -1.4249
 -1.6422 -1.6296 -1.6203 -1.6091 -1.5964 -1.5775 -1.5539 -1.5260 -1.4948 -1.4616
 -1.4283 -1.3966 -1.3672 -1.3401 -1.3152 -1.2633 -1.2251 -1.1986 -1.1841 -1.1834
 -1.1969 -1.2207 -1.2492 -1.2788 -1.3074 -1.3342 -1.3593 -1.3828 -1.4049 -1.4265
 -1.4483
 -1.5711 -1.5506 -1.5375 -1.5283 -1.5197 -1.5086 -1.4931 -1.4734 -1.4505 -1.4250
 -1.3976 -1.3702 -1.3438 -1.3192 -1.2966 -1.2482 -1.2111 -1.1862 -1.1736
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.8604 -2.7990 -2.6464 -2.4799 -2.3151 -2.1736 -2.0691 -1.9800 -1.8962 -1.8161
 -1.7405 -1.6686 -1.6007 -1.5367 -1.4768 -1.3487 -1.2525 -1.1876 -1.1512
 -2.6016 -2.5990 -2.5786 -2.4549 -2.3062 -2.1636 -2.0462 -1.9530 -1.8687 -1.7906
 -1.7171 -1.6477 -1.5822 -1.5209 -1.4639 -1.3437 -1.2555 -1.1969 -1.1638 -1.1478
 -2.4880 -2.3965 -2.3586 -2.3613 -2.2841 -2.1584 -2.0357 -1.9341 -1.8492 -1.7725
 -1.7013 -1.6343 -1.5712 -1.5122 -1.4575 -1.3429 -1.2600 -1.2054 -1.1746 -1.1607
 -1.1561
 -2.4165 -2.3153 -2.2225 -2.1592 -2.1430 -2.1179 -2.0283 -1.9246 -1.8349 -1.7583
 -1.6891 -1.6244 -1.5636 -1.5068 -1.4542 -1.3440 -1.2647 -1.2128 -1.1838 -1.1716
 -1.1688 -1.1707
 -2.3480 -2.2602 -2.1650 -2.0751 -2.0022 -1.9561 -1.9387 -1.9003 -1.8243 -1.7462
 -1.6780 -1.6156 -1.5570 -1.5022 -1.4515 -1.3451 -1.2686 -1.2187 -1.1912 -1.1805
 -1.1798 -1.1836 -1.1901 -1.1985
 -2.2739 -2.2042 -2.1211 -2.0331 -1.9489 -1.8751 -1.8173 -1.7798 -1.7581 -1.7212
 -1.6643 -1.6057 -1.5497 -1.4971 -1.4482 -1.3453 -1.2710 -1.2226 -1.1962 -1.1870
 -1.1887 -1.1951 -1.2036 -1.2138 -1.2250 -1.2383 -1.2549 -1.2758 -1.3012 -1.3299
 -2.1925 -2.1400 -2.0735 -1.9972 -1.9175 -1.8412 -1.7720 -1.7118 -1.6638 -1.6316
 -1.6075 -1.5768 -1.5355 -1.4890 -1.4429 -1.3436 -1.2714 -1.2242 -1.1986 -1.1905
 -1.1946 -1.2042 -1.2157 -1.2281 -1.2415 -1.2551 -1.2703 -1.2887 -1.3117 -1.3399
 -1.3724
 -2.1069 -2.0668 -2.0164 -1.9552 -1.8865 -1.8152 -1.7465 -1.6830 -1.6261 -1.5771
 -1.5381 -1.5097 -1.4860 -1.4596 -1.4276 -1.3396 -1.2695 -1.2233 -1.1979 -1.1905
 -1.1964 -1.2096 -1.2249 -1.2407 -1.2565 -1.2726 -1.2883 -1.3052 -1.3256 -1.3510
 -1.3825
 -2.0219 -1.9878 -1.9493 -1.9022 -1.8467 -1.7858 -1.7230 -1.6618 -1.6045 -1.5522
 -1.5059 -1.4667 -1.4352 -1.4099 -1.3872 -1.3262 -1.2641 -1.2192 -1.1942 -1.1868
 -1.1939 -1.2102 -1.2300 -1.2501 -1.2697 -1.2887 -1.3077 -1.3278 -1.3490 -1.3712
 -1.3944
 -1.9430 -1.9111 -1.8774 -1.8410 -1.7981 -1.7490 -1.6957 -1.6408 -1.5869 -1.5358
 -1.4887 -1.4464 -1.4096 -1.3783 -1.3521 -1.3002 -1.2530 -1.2129 -1.1882 -1.1801
 -1.1870 -1.2051 -1.2289 -1.2539 -1.2782 -1.3013 -1.3237 -1.3452 -1.3664 -1.3883
 -1.4119
 -1.8756 -1.8367 -1.8053 -1.7746 -1.7408 -1.7023 -1.6595 -1.6133 -1.5659 -1.5188
 -1.4737 -1.4320 -1.3942 -1.3608 -1.3316 -1.2757 -1.2351 -1.2023 -1.1801 -1.1716
 -1.1774 -1.1957 -1.2220 -1.2514 -1.2808 -1.3089 -1.3356 -1.3609 -1.3851 -1.4087
 -1.4325
 -1.8203 -1.7736 -1.7384 -1.7085 -1.6791 -1.6481 -1.6142 -1.5770 -1.5377 -1.4969
 -1.4562 -1.4171 -1.3806 -1.3473 -1.3176 -1.2586 -1.2177 -1.1887 -1.1698
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.9128 -2.7878 -2.6090 -2.4395 -2.2782 -2.1385 -2.0347 -1.9501 -1.8726 -1.7952
 -1.7230 -1.6546 -1.5900 -1.5292 -1.4721 -1.3476 -1.2517 -1.1846 -1.1443
 -2.6786 -2.6926 -2.5898 -2.4298 -2.2750 -2.1314 -2.0181 -1.9281 -1.8487 -1.7730
 -1.7026 -1.6363 -1.5737 -1.5149 -1.4599 -1.3422 -1.2536 -1.1927 -1.1568 -1.1392
 -2.5223 -2.4540 -2.4629 -2.4069 -2.2722 -2.1351 -2.0115 -1.9136 -1.8321 -1.7573
 -1.6888 -1.6245 -1.5639 -1.5071 -1.4541 -1.3411 -1.2572 -1.2004 -1.1669 -1.1511
 -1.1461
 -2.4568 -2.3461 -2.2630 -2.2390 -2.2264 -2.1318 -2.0138 -1.9066 -1.8203 -1.7453
 -1.6782 -1.6158 -1.5572 -1.5023 -1.4511 -1.3420 -1.2613 -1.2072 -1.1756 -1.1611
 -1.1577 -1.1598
 -2.4013 -2.2973 -2.1919 -2.1042 -2.0494 -2.0330 -1.9947 -1.9060 -1.8137 -1.7359
 -1.6689 -1.6082 -1.5515 -1.4984 -1.4489 -1.3432 -1.2649 -1.2128 -1.1826 -1.1694
 -1.1676 -1.1714 -1.1782 -1.1871
 -2.3408 -2.2533 -2.1554 -2.0575 -1.9716 -1.9041 -1.8616 -1.8396 -1.7981 -1.7285
 -1.6602 -1.6005 -1.5454 -1.4940 -1.4462 -1.3436 -1.2675 -1.2167 -1.1877 -1.1755
 -1.1754 -1.1815 -1.1904 -1.2011 -1.2136 -1.2284 -1.2459 -1.2670 -1.2924 -1.3220
 -2.2724 -2.2022 -2.1194 -2.0295 -1.9405 -1.8597 -1.7905 -1.7357 -1.6989 -1.6737
 -1.6381 -1.5889 -1.5376 -1.4884 -1.4422 -1.3427 -1.2685 -1.2188 -1.1904 -1.1791
 -1.1806 -1.1893 -1.2010 -1.2140 -1.2281 -1.2434 -1.2604 -1.2798 -1.3028 -1.3316
 -1.3643
 -2.1984 -2.1416 -2.0748 -1.9987 -1.9176 -1.8376 -1.7633 -1.6975 -1.6414 -1.5961
 -1.5635 -1.5381 -1.5097 -1.4745 -1.4348 -1.3400 -1.2676 -1.2187 -1.1907 -1.1798
 -1.1823 -1.1937 -1.2089 -1.2251 -1.2418 -1.2589 -1.2759 -1.2943 -1.3159 -1.3422
 -1.3740
 -2.1239 -2.0737 -2.0193 -1.9573 -1.8885 -1.8165 -1.7452 -1.6781 -1.6174 -1.5638
 -1.5180 -1.4809 -1.4526 -1.4290 -1.4046 -1.3326 -1.2637 -1.2158 -1.1881 -1.1772
 -1.1805 -1.1941 -1.2130 -1.2334 -1.2538 -1.2738 -1.2939 -1.3143 -1.3354 -1.3591
 -1.3856
 -2.0542 -2.0058 -1.9583 -1.9074 -1.8510 -1.7900 -1.7266 -1.6636 -1.6038 -1.5486
 -1.4990 -1.4556 -1.4188 -1.3887 -1.3640 -1.3109 -1.2569 -1.2112 -1.1834 -1.1720
 -1.1750 -1.1897 -1.2117 -1.2365 -1.2613 -1.2853 -1.3087 -1.3315 -1.3541 -1.3773
 -1.4022
 -1.9940 -1.9416 -1.8962 -1.8513 -1.8042 -1.7538 -1.7002 -1.6449 -1.5898 -1.5368
 -1.4872 -1.4422 -1.4023 -1.3679 -1.3385 -1.2833 -1.2404 -1.2031 -1.1766 -1.1647
 -1.1669 -1.1815 -1.2053 -1.2338 -1.2633 -1.2921 -1.3198 -1.3461 -1.3716 -1.3965
 -1.4213
 -1.9466 -1.8857 -1.8376 -1.7945 -1.7523 -1.7093 -1.6646 -1.6178 -1.5700 -1.5221
 -1.4756 -1.4318 -1.3916 -1.3556 -1.3241 -1.2632 -1.2214 -1.1900 -1.1675
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.9288 -2.7512 -2.5653 -2.4000 -2.2508 -2.1147 -2.0104 -1.9244 -1.8496 -1.7753
 -1.7059 -1.6404 -1.5786 -1.5205 -1.4660 -1.3456 -1.2507 -1.1822 -1.1371
 -2.7798 -2.7285 -2.5685 -2.3972 -2.2452 -2.1077 -1.9966 -1.9073 -1.8287 -1.7557
 -1.6878 -1.6241 -1.5640 -1.5076 -1.4546 -1.3398 -1.2512 -1.1884 -1.1494 -1.1296
 -2.5585 -2.5496 -2.5331 -2.4003 -2.2472 -2.1097 -1.9907 -1.8951 -1.8146 -1.7417
 -1.6755 -1.6135 -1.5552 -1.5005 -1.4492 -1.3384 -1.2538 -1.1950 -1.1589 -1.1407
 -1.1347
 -2.4848 -2.3755 -2.3312 -2.3352 -2.2470 -2.1155 -1.9933 -1.8891 -1.8044 -1.7313
 -1.6660 -1.6057 -1.5492 -1.4961 -1.4465 -1.3389 -1.2572 -1.2010 -1.1669 -1.1500
 -1.1453 -1.1473
 -2.4415 -2.3226 -2.2150 -2.1457 -2.1296 -2.0975 -1.9980 -1.8912 -1.7991 -1.7235
 -1.6578 -1.5988 -1.5439 -1.4926 -1.4445 -1.3400 -1.2605 -1.2061 -1.1735 -1.1577
 -1.1541 -1.1576 -1.1647 -1.1743
 -2.3963 -2.2898 -2.1784 -2.0760 -1.9969 -1.9499 -1.9296 -1.8829 -1.8000 -1.7188
 -1.6507 -1.5920 -1.5385 -1.4886 -1.4420 -1.3407 -1.2631 -1.2099 -1.1784 -1.1635
 -1.1611 -1.1664 -1.1753 -1.1865 -1.1994 -1.2148 -1.2336 -1.2565 -1.2834 -1.3126
 -2.3434 -2.2531 -2.1532 -2.0509 -1.9560 -1.8763 -1.8150 -1.7748 -1.7485 -1.7067
 -1.6445 -1.5849 -1.5323 -1.4838 -1.4385 -1.3402 -1.2645 -1.2123 -1.1813 -1.1671
 -1.1657 -1.1729 -1.1844 -1.1978 -1.2126 -1.2289 -1.2467 -1.2674 -1.2922 -1.3217
 -1.3542
 -2.2836 -2.2072 -2.1223 -2.0307 -1.9384 -1.8517 -1.7759 -1.7122 -1.6616 -1.6251
 -1.5973 -1.5635 -1.5214 -1.4768 -1.4336 -1.3383 -1.2642 -1.2128 -1.1821 -1.1682
 -1.1676 -1.1765 -1.1909 -1.2074 -1.2247 -1.2428 -1.2621 -1.2826 -1.3052 -1.3315
 -1.3638
 -2.2220 -2.1540 -2.0805 -2.0021 -1.9196 -1.8372 -1.7592 -1.6889 -1.6278 -1.5758
 -1.5334 -1.5009 -1.4745 -1.4481 -1.4179 -1.3334 -1.2615 -1.2109 -1.1803 -1.1665
 -1.1664 -1.1769 -1.1942 -1.2144 -1.2352 -1.2562 -1.2775 -1.2993 -1.3220 -1.3466
 -1.3749
 -2.1636 -2.0976 -2.0327 -1.9652 -1.8942 -1.8209 -1.7479 -1.6782 -1.6144 -1.5574
 -1.5075 -1.4649 -1.4298 -1.4019 -1.3784 -1.3200 -1.2573 -1.2076 -1.1769 -1.1626
 -1.1622 -1.1734 -1.1929 -1.2167 -1.2417 -1.2665 -1.2909 -1.3150 -1.3391 -1.3638
 -1.3903
 -2.1127 -2.0443 -1.9823 -1.9213 -1.8595 -1.7961 -1.7315 -1.6673 -1.6056 -1.5481
 -1.4959 -1.4495 -1.4091 -1.3748 -1.3462 -1.2921 -1.2451 -1.2019 -1.1715 -1.1566
 -1.1556 -1.1666 -1.1873 -1.2141 -1.2432 -1.2723 -1.3008 -1.3283 -1.3551 -1.3816
 -1.4076
 -2.0730 -1.9972 -1.9341 -1.8756 -1.8188 -1.7628 -1.7065 -1.6498 -1.5938 -1.5395
 -1.4883 -1.4411 -1.3988 -1.3615 -1.3293 -1.2684 -1.2258 -1.1908 -1.1641
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.9023 -2.7043 -2.5203 -2.3630 -2.2219 -2.0931 -1.9913 -1.9022 -1.8267 -1.7566
 -1.6896 -1.6262 -1.5667 -1.5110 -1.4586 -1.3424 -1.2491 -1.1790 -1.1316
 -2.7644 -2.7197 -2.5353 -2.3636 -2.2148 -2.0838 -1.9772 -1.8875 -1.8097 -1.7390
 -1.6731 -1.6114 -1.5535 -1.4991 -1.4481 -1.3363 -1.2482 -1.1839 -1.1421 -1.1194
 -2.6249 -2.6462 -2.5416 -2.3763 -2.2203 -2.0831 -1.9704 -1.8766 -1.7975 -1.7263
 -1.6618 -1.6018 -1.5455 -1.4926 -1.4430 -1.3345 -1.2498 -1.1891 -1.1505 -1.1298
 -1.1222
 -2.5055 -2.4225 -2.4336 -2.3729 -2.2322 -2.0930 -1.9718 -1.8716 -1.7887 -1.7167
 -1.6530 -1.5945 -1.5398 -1.4885 -1.4404 -1.3349 -1.2525 -1.1941 -1.1577 -1.1383
 -1.1317 -1.1333
 -2.4683 -2.3401 -2.2460 -2.2225 -2.2066 -2.1020 -1.9809 -1.8732 -1.7843 -1.7101
 -1.6456 -1.5881 -1.5349 -1.4851 -1.4384 -1.3359 -1.2554 -1.1986 -1.1636 -1.1454
 -1.1397 -1.1423 -1.1496 -1.1595
 -2.4383 -2.3134 -2.1931 -2.0961 -2.0406 -2.0246 -1.9770 -1.8808 -1.7860 -1.7063
 -1.6394 -1.5819 -1.5297 -1.4814 -1.4361 -1.3366 -1.2581 -1.2024 -1.1682 -1.1508
 -1.1459 -1.1498 -1.1586 -1.1701 -1.1838 -1.2002 -1.2201 -1.2440 -1.2720 -1.3018
 -2.4019 -2.2907 -2.1747 -2.0639 -1.9695 -1.8999 -1.8579 -1.8322 -1.7826 -1.7071
 -1.6358 -1.5759 -1.5241 -1.4769 -1.4329 -1.3363 -1.2597 -1.2049 -1.1712 -1.1544
 -1.1502 -1.1553 -1.1661 -1.1797 -1.1950 -1.2122 -1.2315 -1.2537 -1.2796 -1.3100
 -1.3428
 -2.3603 -2.2611 -2.1570 -2.0513 -1.9506 -1.8618 -1.7895 -1.7339 -1.6950 -1.6650
 -1.6246 -1.5701 -1.5180 -1.4715 -1.4285 -1.3347 -1.2599 -1.2060 -1.1724 -1.1558
 -1.1523 -1.1586 -1.1715 -1.1877 -1.2055 -1.2243 -1.2447 -1.2664 -1.2906 -1.3188
 -1.3519
 -2.3138 -2.2230 -2.1304 -2.0351 -1.9398 -1.8492 -1.7677 -1.6979 -1.6398 -1.5928
 -1.5568 -1.5273 -1.4953 -1.4591 -1.4207 -1.3306 -1.2578 -1.2047 -1.1714 -1.1548
 -1.1518 -1.1592 -1.1742 -1.1935 -1.2144 -1.2360 -1.2584 -1.2812 -1.3054 -1.3321
 -1.3621
 -2.2691 -2.1823 -2.0977 -2.0125 -1.9265 -1.8415 -1.7606 -1.6866 -1.6214 -1.5651
 -1.5171 -1.4773 -1.4452 -1.4184 -1.3933 -1.3240 -1.2549 -1.2026 -1.1690 -1.1519
 -1.1487 -1.1566 -1.1732 -1.1953 -1.2198 -1.2449 -1.2701 -1.2955 -1.3211 -1.3474
 -1.3760
 -2.2297 -2.1420 -2.0611 -1.9826 -1.9051 -1.8282 -1.7530 -1.6812 -1.6147 -1.5548
 -1.5019 -1.4559 -1.4164 -1.3832 -1.3560 -1.3014 -1.2478 -1.1985 -1.1650 -1.1472
 -1.1434 -1.1512 -1.1686 -1.1928 -1.2207 -1.2497 -1.2787 -1.3072 -1.3355 -1.3637
 -1.3913
 -2.1993 -2.1060 -2.0250 -1.9495 -1.8772 -1.8072 -1.7390 -1.6726 -1.6093 -1.5500
 -1.4956 -1.4470 -1.4040 -1.3665 -1.3344 -1.2747 -1.2302 -1.1907 -1.1592
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.8471 -2.6495 -2.4757 -2.3285 -2.1898 -2.0661 -1.9701 -1.8854 -1.8079 -1.7391
 -1.6741 -1.6124 -1.5547 -1.5007 -1.4502 -1.3379 -1.2479 -1.1783 -1.1261
 -2.8154 -2.6838 -2.4953 -2.3298 -2.1873 -2.0591 -1.9585 -1.8705 -1.7922 -1.7231
 -1.6590 -1.5988 -1.5426 -1.4899 -1.4404 -1.3316 -1.2443 -1.1789 -1.1347 -1.1089
 -2.7233 -2.6814 -2.5199 -2.3460 -2.1934 -2.0605 -1.9504 -1.8598 -1.7816 -1.7112
 -1.6483 -1.5898 -1.5351 -1.4838 -1.4357 -1.3296 -1.2451 -1.1828 -1.1418 -1.1185
 -1.1089
 -2.5865 -2.5110 -2.4995 -2.3639 -2.2085 -2.0705 -1.9519 -1.8545 -1.7735 -1.7023
 -1.6400 -1.5829 -1.5297 -1.4799 -1.4331 -1.3298 -1.2472 -1.1869 -1.1479 -1.1262
 -1.1175 -1.1180
 -2.4826 -2.3580 -2.3073 -2.3138 -2.2190 -2.0844 -1.9613 -1.8561 -1.7693 -1.6965
 -1.6330 -1.5768 -1.5249 -1.4766 -1.4312 -1.3308 -1.2499 -1.1909 -1.1531 -1.1324
 -1.1246 -1.1258 -1.1330 -1.1432
 -2.4642 -2.3262 -2.2062 -2.1317 -2.1184 -2.0795 -1.9730 -1.8645 -1.7706 -1.6931
 -1.6273 -1.5709 -1.5200 -1.4729 -1.4289 -1.3315 -1.2525 -1.1944 -1.1573 -1.1374
 -1.1302 -1.1323 -1.1406 -1.1523 -1.1666 -1.1835 -1.2043 -1.2298 -1.2585 -1.2892
 -2.4461 -2.3144 -2.1862 -2.0732 -1.9892 -1.9440 -1.9228 -1.8668 -1.7781 -1.6943
 -1.6245 -1.5654 -1.5147 -1.4685 -1.4256 -1.3312 -1.2544 -1.1971 -1.1604 -1.1408
 -1.1343 -1.1372 -1.1468 -1.1603 -1.1759 -1.1937 -1.2140 -1.2375 -1.2649 -1.2963
 -1.3298
 -2.4224 -2.3011 -2.1789 -2.0620 -1.9575 -1.8729 -1.8115 -1.7721 -1.7415 -1.6924
 -1.6249 -1.5622 -1.5093 -1.4635 -1.4215 -1.3296 -1.2549 -1.1987 -1.1621 -1.1426
 -1.1364 -1.1403 -1.1513 -1.1668 -1.1846 -1.2040 -1.2252 -1.2482 -1.2741 -1.3038
 -1.3378
 -2.3956 -2.2807 -2.1676 -2.0563 -1.9506 -1.8553 -1.7746 -1.7094 -1.6587 -1.6205
 -1.5880 -1.5494 -1.5021 -1.4567 -1.4154 -1.3259 -1.2531 -1.1980 -1.1617 -1.1423
 -1.1365 -1.1412 -1.1537 -1.1715 -1.1919 -1.2138 -1.2369 -1.2612 -1.2869 -1.3152
 -1.3470
 -2.3657 -2.2572 -2.1513 -2.0479 -1.9475 -1.8529 -1.7669 -1.6917 -1.6281 -1.5749
 -1.5311 -1.4956 -1.4653 -1.4347 -1.4029 -1.3216 -1.2508 -1.1967 -1.1603 -1.1405
 -1.1345 -1.1396 -1.1532 -1.1729 -1.1962 -1.2210 -1.2467 -1.2731 -1.3003 -1.3286
 -1.3588
 -2.3357 -2.2314 -2.1307 -2.0332 -1.9395 -1.8498 -1.7655 -1.6883 -1.6195 -1.5595
 -1.5077 -1.4635 -1.4261 -1.3948 -1.3680 -1.3080 -1.2465 -1.1937 -1.1574 -1.1369
 -1.1303 -1.1353 -1.1496 -1.1708 -1.1966 -1.2247 -1.2538 -1.2831 -1.3126 -1.3425
 -1.3722
 -2.3054 -2.2034 -2.1064 -2.0145 -1.9255 -1.8412 -1.7615 -1.6867 -1.6178 -1.5554
 -1.4998 -1.4512 -1.4087 -1.3720 -1.3107 -1.2851 -1.2402 -1.1890 -1.1530
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -2.7932 -2.5983 -2.4344 -2.2985 -2.1615 -2.0439 -1.9477 -1.8662 -1.7898 -1.7230
 -1.6593 -1.5990 -1.5426 -1.4900 -1.4411 -1.3321 -1.2437 -1.1740 -1.1205
 -2.8367 -2.6391 -2.4552 -2.2971 -2.1617 -2.0381 -1.9370 -1.8530 -1.7751 -1.7080
 -1.6452 -1.5863 -1.5314 -1.4800 -1.4319 -1.3257 -1.2396 -1.1735 -1.1272 -1.0984
 -2.6991 -2.6725 -2.4820 -2.3150 -2.1687 -2.0398 -1.9315 -1.8434 -1.7659 -1.6969
 -1.6352 -1.5778 -1.5243 -1.4743 -1.4274 -1.3237 -1.2397 -1.1762 -1.1329 -1.1069
 -1.0950
