 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.0338 -7.8841 -7.7814 -7.7132 -7.6617 -7.6095 -7.5429 -7.4515 -7.3266 -7.1603
 -6.9443 -6.6741 -6.3582 -6.0300 -5.7134 -4.9809 -4.3065 -3.7135 -3.2498 -2.9132
 -7.8381 -7.5951 -7.4170 -7.2882 -7.1787 -7.0850 -6.9939 -6.8895 -6.7606 -6.6012
 -6.4050 -6.1663 -5.8819 -5.5728 -5.2729 -4.5999 -4.0096 -3.4955 -3.0858 -2.7880
 -2.5706
 -7.8050 -7.4823 -7.2262 -7.0273 -6.8667 -6.7266 -6.5920 -6.4517 -6.3014 -6.1380
 -5.9535 -5.7431 -5.4984 -5.2181 -4.9357 -4.3107 -3.7828 -3.3281 -2.9598 -2.6897
 -2.4990 -2.3618
 -7.9070 -7.5384 -7.2170 -6.9523 -6.7323 -6.5414 -6.3665 -6.1969 -6.0237 -5.8386
 -5.6371 -5.4297 -5.2109 -4.9666 -4.7027 -4.1106 -3.6236 -3.2091 -2.8682 -2.6148
 -2.4377 -2.3129 -2.2223 -2.1538
 -8.0976 -7.6781 -7.3081 -6.9812 -6.6922 -6.4378 -6.2126 -6.0110 -5.8275 -5.6567
 -5.4736 -5.2600 -5.0355 -4.8059 -4.5623 -3.9896 -3.5251 -3.1347 -2.8089 -2.5609
 -2.3889 -2.2707 -2.1871 -2.1262 -2.0803 -2.0438 -2.0129 -1.9841 -1.9553 -1.9276
 -8.3914 -7.9125 -7.4887 -7.1121 -6.7763 -6.4762 -6.2077 -5.9663 -5.7463 -5.5417
 -5.3480 -5.1583 -4.9568 -4.7392 -4.5037 -3.9343 -3.4767 -3.0985 -2.7797 -2.5283
 -2.3515 -2.2336 -2.1532 -2.0967 -2.0561 -2.0262 -2.0032 -1.9833 -1.9652 -1.9481
 -1.9314
 -8.7786 -8.2453 -7.7637 -7.3310 -6.9430 -6.5955 -6.2839 -6.0035 -5.7494 -5.5165
 -5.2984 -5.0915 -4.8926 -4.6977 -4.4918 -3.9357 -3.4681 -3.0923 -2.7758 -2.5175
 -2.3283 -2.2022 -2.1198 -2.0648 -2.0274 -2.0018 -1.9843 -1.9714 -1.9608 -1.9516
 -1.9449
 -9.2351 -8.6427 -8.1126 -7.6273 -7.1856 -6.7862 -6.4273 -6.1054 -5.8153 -5.5519
 -5.3095 -5.0831 -4.8692 -4.6664 -4.4713 -3.9608 -3.4886 -3.1045 -2.7871 -2.5227
 -2.3192 -2.1785 -2.0877 -2.0300 -1.9934 -1.9705 -1.9570 -1.9493 -1.9450 -1.9421
 -1.9407
 -9.7235 -9.0984 -8.5241 -7.9941 -7.5043 -7.0545 -6.6455 -6.2772 -5.9468 -5.6496
 -5.3795 -5.1310 -4.8994 -4.6821 -4.4773 -3.9881 -3.5326 -3.1383 -2.8151 -2.5455
 -2.3295 -2.1713 -2.0650 -1.9979 -1.9572 -1.9337 -1.9216 -1.9171 -1.9173 -1.9200
 -1.9235
-10.2097 -9.5702 -8.9636 -8.3983 -7.8701 -7.3782 -6.9247 -6.5102 -6.1365 -5.8007
 -5.4985 -5.2242 -4.9720 -4.7377 -4.5182 -4.0169 -3.5754 -3.1822 -2.8501 -2.5755
 -2.3511 -2.1783 -2.0548 -1.9730 -1.9226 -1.8942 -1.8805 -1.8766 -1.8791 -1.8857
 -1.8945
-10.6870-10.0287 -9.4057 -8.8157 -8.2590 -7.7358 -7.2469 -6.7944 -6.3797 -6.0038
 -5.6653 -5.3602 -5.0833 -4.8291 -4.5940 -4.0472 -3.6170 -3.2362 -2.8921
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.0153 -8.0227 -8.0341 -8.0422 -8.0413 -8.0234 -7.9811 -7.9078 -7.7954 -7.6339
 -7.4158 -7.1424 -6.8310 -6.5105 -6.1978 -5.4667 -4.7772 -4.1320 -3.5921
 -7.5007 -7.4830 -7.4782 -7.4754 -7.4656 -7.4405 -7.3929 -7.3165 -7.2046 -7.0502
 -6.8458 -6.5882 -6.2890 -5.9772 -5.6754 -4.9907 -4.3797 -3.8319 -3.3700 -3.0121
 -7.1415 -7.0562 -7.0082 -6.9793 -6.9533 -6.9176 -6.8635 -6.7848 -6.6765 -6.5339
 -6.3515 -6.1241 -5.8523 -5.5578 -5.2695 -4.6277 -4.0783 -3.5997 -3.1970 -2.8803
 -2.6465
 -7.0730 -6.8840 -6.7294 -6.6308 -6.5583 -6.4987 -6.4330 -6.3499 -6.2441 -6.1123
 -5.9504 -5.7542 -5.5184 -5.2493 -4.9753 -4.3659 -3.8593 -3.4274 -3.0655 -2.7781
 -2.5657 -2.4122
 -7.2151 -6.9304 -6.7003 -6.5162 -6.3704 -6.2562 -6.1620 -6.0607 -5.9435 -5.8086
 -5.6545 -5.4785 -5.2753 -5.0377 -4.7800 -4.1910 -3.7097 -3.3068 -2.9703 -2.7015
 -2.5016 -2.3596 -2.2574 -2.1808
 -7.4502 -7.1087 -6.8115 -6.5569 -6.3439 -6.1669 -6.0226 -5.9043 -5.7895 -5.6552
 -5.4896 -5.3070 -5.1132 -4.9022 -4.6651 -4.0877 -3.6171 -3.2295 -2.9064 -2.6469
 -2.4524 -2.3153 -2.2195 -2.1506 -2.0985 -2.0567 -2.0214 -1.9890 -1.9567 -1.9249
 -7.7729 -7.3672 -7.0139 -6.7055 -6.4372 -6.2066 -6.0092 -5.8379 -5.6852 -5.5453
 -5.4059 -5.2421 -5.0457 -4.8335 -4.6111 -4.0426 -3.5709 -3.1883 -2.8705 -2.6127
 -2.4165 -2.2785 -2.1845 -2.1194 -2.0727 -2.0377 -2.0104 -1.9873 -1.9663 -1.9458
 -1.9251
 -8.2299 -7.7361 -7.3095 -6.9390 -6.6155 -6.3321 -6.0839 -5.8663 -5.6730 -5.4963
 -5.3297 -5.1688 -5.0050 -4.8205 -4.6095 -4.0453 -3.5628 -3.1769 -2.8589 -2.5981
 -2.4080 -2.2494 -2.1519 -2.0871 -2.0430 -2.0123 -1.9907 -1.9742 -1.9610 -1.9498
 -1.9399
 -8.8422 -8.2412 -7.7218 -7.2724 -6.8804 -6.5364 -6.2334 -5.9661 -5.7286 -5.5150
 -5.3184 -5.1327 -4.9542 -4.7805 -4.6015 -4.0799 -3.5836 -3.1868 -2.8645 -2.5986
 -2.3860 -2.2286 -2.1219 -2.0531 -2.0089 -1.9806 -1.9629 -1.9519 -1.9451 -1.9404
 -1.9370
 -9.5609 -8.8756 -8.2648 -7.7303 -7.2572 -6.8399 -6.4716 -6.1470 -5.8591 -5.6026
 -5.3710 -5.1580 -4.9582 -4.7682 -4.5858 -4.1193 -3.6395 -3.2247 -2.8927 -2.6194
 -2.3965 -2.2243 -2.1024 -2.0230 -1.9737 -1.9441 -1.9277 -1.9198 -1.9176 -1.9186
 -1.9206
-10.3205 -9.5785 -8.9014 -8.2861 -7.7356 -7.2414 -6.8009 -6.4097 -6.0633 -5.7568
 -5.4835 -5.2370 -5.0112 -4.8013 -4.6033 -4.1399 -3.6966 -3.2824 -2.9355 -2.6529
 -2.4203 -2.2343 -2.0956 -2.0007 -1.9407 -1.9055 -1.8871 -1.8798 -1.8798 -1.8847
 -1.8921
-11.0666-10.2888 -9.5663 -8.8963 -8.2823 -7.7218 -7.2134 -6.7547 -6.3449 -5.9813
 -5.6590 -5.3723 -5.1145 -4.8793 -4.6540 -4.1417 -3.7549 -3.3599 -2.9929
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = UX   
 -7.8875 -7.9172 -7.9395 -7.9506 -7.9473 -7.9232 -7.8719 -7.7885 -7.6690 -7.5115
 -7.3175 -7.0878 -6.8279 -6.5485 -6.2624 -5.5704 -4.9329 -4.3273 -3.7849
 -7.3409 -7.3644 -7.3834 -7.3933 -7.3896 -7.3680 -7.3234 -7.2495 -7.1420 -6.9975
 -6.8132 -6.5895 -6.3321 -6.0556 -5.7753 -5.1151 -4.5256 -4.0008 -3.5449 -3.1693
 -6.8825 -6.8888 -6.8980 -6.9028 -6.8973 -6.8767 -6.8360 -6.7703 -6.6753 -6.5472
 -6.3826 -6.1793 -5.9398 -5.6766 -5.4074 -4.7794 -4.2342 -3.7609 -3.3573 -3.0258
 -2.7652
 -6.5800 -6.5347 -6.5146 -6.5042 -6.4917 -6.4692 -6.4309 -6.3718 -6.2880 -6.1762
 -6.0330 -5.8554 -5.6416 -5.3984 -5.1426 -4.5402 -4.0260 -3.5869 -3.2164 -2.9140
 -2.6763 -2.4979
 -6.6036 -6.4293 -6.3131 -6.2398 -6.1950 -6.1599 -6.1184 -6.0618 -5.9856 -5.8867
 -5.7618 -5.6080 -5.4215 -5.2026 -4.9624 -4.3783 -3.8826 -3.4651 -3.1146 -2.8297
 -2.6063 -2.4392 -2.3178 -2.2272
 -6.8593 -6.5922 -6.3715 -6.1992 -6.0725 -5.9842 -5.9191 -5.8564 -5.7777 -5.6810
 -5.5648 -5.4268 -5.2633 -5.0700 -4.8487 -4.2789 -3.7909 -3.3851 -3.0456 -2.7697
 -2.5535 -2.3915 -2.2756 -2.1925 -2.1302 -2.0804 -2.0383 -2.0000 -1.9628 -1.9256
 -7.1757 -6.8491 -6.5639 -6.3202 -6.1191 -5.9574 -5.8303 -5.7346 -5.6581 -5.5717
 -5.4578 -5.3189 -5.1611 -4.9835 -4.7841 -4.2303 -3.7413 -3.3392 -3.0049 -2.7313
 -2.5164 -2.3544 -2.2388 -2.1584 -2.1012 -2.0586 -2.0248 -1.9965 -1.9710 -1.9461
 -1.9196
 -7.5720 -7.1734 -6.8269 -6.5250 -6.2641 -6.0435 -5.8601 -5.7088 -5.5841 -5.4774
 -5.3759 -5.2630 -5.1208 -4.9485 -4.7568 -4.2239 -3.7283 -3.3225 -2.9882 -2.7128
 -2.4940 -2.3274 -2.2075 -2.1254 -2.0699 -2.0312 -2.0035 -1.9822 -1.9645 -1.9498
 -1.9341
 -8.1278 -7.6107 -7.1793 -6.8081 -6.4871 -6.2095 -5.9714 -5.7689 -5.5969 -5.4482
 -5.3136 -5.1851 -5.0560 -4.9161 -4.7510 -4.2469 -3.7434 -3.3280 -2.9892 -2.7096
 -2.4837 -2.3088 -2.1806 -2.0929 -2.0355 -1.9985 -1.9745 -1.9586 -1.9476 -1.9395
 -1.9330
 -8.8798 -8.2407 -7.6885 -7.2185 -6.8165 -6.4707 -6.1721 -5.9137 -5.6900 -5.4956
 -5.3230 -5.1645 -5.0131 -4.8645 -4.7148 -4.2851 -3.7943 -3.3639 -3.0152 -2.7283
 -2.4928 -2.3060 -2.1653 -2.0665 -2.0022 -1.9625 -1.9392 -1.9262 -1.9198 -1.9175
 -1.9172
 -9.8166 -9.0535 -8.3808 -7.7917 -7.2841 -6.8485 -6.4731 -6.1480 -5.8649 -5.6176
 -5.3996 -5.2042 -5.0249 -4.8555 -4.6921 -4.2915 -3.8565 -3.4232 -3.0595 -2.7623
 -2.5164 -2.3169 -2.1617 -2.0485 -1.9726 -1.9257 -1.8994 -1.8865 -1.8824 -1.8839
 -1.8886
-10.8148 -9.9712 -9.1983 -8.5081 -7.8946 -7.3588 -6.8926 -6.4863 -6.1321 -5.8224
 -5.5504 -5.3097 -5.0938 -4.8968 -4.6829 -4.2661 -3.9300 -3.5059 -3.1221
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = UX   
 -7.9022 -7.9332 -7.9541 -7.9610 -7.9504 -7.9166 -7.8545 -7.7601 -7.6323 -7.4779
 -7.3007 -7.0994 -6.8722 -6.6220 -6.3561 -5.6829 -5.0421 -4.4502 -3.9159
 -7.3527 -7.3817 -7.4025 -7.4115 -7.4050 -7.3794 -7.3304 -7.2517 -7.1419 -7.0016
 -6.8317 -6.6325 -6.4053 -6.1552 -5.8923 -5.2436 -4.6488 -4.1191 -3.6590 -3.2733
 -6.8802 -6.9009 -6.9179 -6.9266 -6.9227 -6.9028 -6.8630 -6.7982 -6.7054 -6.5827
 -6.4291 -6.2445 -6.0302 -5.7915 -5.5391 -4.9201 -4.3644 -3.8791 -3.4651 -3.1228
 -2.8481
 -6.5206 -6.5173 -6.5214 -6.5243 -6.5196 -6.5026 -6.4694 -6.4155 -6.3373 -6.2321
 -6.0979 -5.9335 -5.7387 -5.5171 -5.2782 -4.6857 -4.1594 -3.7050 -3.3203 -3.0055
 -2.7542 -2.5605
 -6.3847 -6.2912 -6.2426 -6.2193 -6.2039 -6.1845 -6.1540 -6.1072 -6.0402 -5.9501
 -5.8342 -5.6908 -5.5179 -5.3163 -5.0927 -4.5216 -4.0146 -3.5814 -3.2154 -2.9167
 -2.6801 -2.4982 -2.3632 -2.2614
 -6.5892 -6.3668 -6.1998 -6.0842 -6.0080 -5.9588 -5.9205 -5.8739 -5.8122 -5.7321
 -5.6307 -5.5055 -5.3537 -5.1737 -4.9677 -4.4152 -3.9181 -3.4976 -3.1434 -2.8532
 -2.6240 -2.4481 -2.3183 -2.2243 -2.1540 -2.0983 -2.0515 -2.0092 -1.9682 -1.9274
 -6.9054 -6.6130 -6.3624 -6.1569 -5.9949 -5.8720 -5.7837 -5.7222 -5.6629 -5.5855
 -5.4883 -5.3720 -5.2352 -5.0750 -4.8885 -4.3569 -3.8624 -3.4472 -3.0993 -2.8121
 -2.5844 -2.4093 -2.2800 -2.1881 -2.1228 -2.0743 -2.0363 -2.0042 -1.9755 -1.9474
 -1.9174
 -7.2752 -6.9189 -6.6076 -6.3375 -6.1090 -5.9205 -5.7676 -5.6467 -5.5561 -5.4813
 -5.4006 -5.2977 -5.1674 -5.0150 -4.8434 -4.3392 -3.8430 -3.4260 -3.0792 -2.7914
 -2.5605 -2.3815 -2.2485 -2.1546 -2.0900 -2.0454 -2.0131 -1.9886 -1.9686 -1.9507
 -1.9331
 -7.7548 -7.3084 -6.9237 -6.5907 -6.3022 -6.0550 -5.8468 -5.6738 -5.5319 -5.4151
 -5.3122 -5.2127 -5.1060 -4.9790 -4.8239 -4.3496 -3.8516 -3.4274 -3.0770 -2.7857
 -2.5483 -2.3622 -2.2221 -2.1224 -2.0554 -2.0117 -1.9833 -1.9640 -1.9503 -1.9399
 -1.9311
 -8.4488 -7.8685 -7.3732 -6.9519 -6.5909 -6.2809 -6.0146 -5.7875 -5.5954 -5.4327
 -5.2917 -5.1632 -5.0390 -4.9142 -4.7832 -4.3782 -3.8948 -3.4595 -3.1007 -2.8027
 -2.5563 -2.3590 -2.2078 -2.0978 -2.0233 -1.9761 -1.9478 -1.9313 -1.9222 -1.9171
 -1.9152
 -9.3770 -8.6513 -8.0194 -7.4736 -7.0108 -6.6166 -6.2795 -5.9902 -5.7414 -5.5274
 -5.3417 -5.1769 -5.0254 -4.8804 -4.7381 -4.3762 -3.9528 -3.5146 -3.1431 -2.8356
 -2.5794 -2.3698 -2.2051 -2.0819 -1.9959 -1.9408 -1.9087 -1.8918 -1.8847 -1.8839
 -1.8854
-10.5394 -9.6096 -8.8544 -8.1858 -7.6002 -7.0973 -6.6674 -6.2987 -5.9815 -5.7069
 -5.4680 -5.2581 -5.0705 -4.8986 -4.6886 -4.3436 -4.0256 -3.5927 -3.2042
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = UX   
 -7.9706 -8.0005 -8.0148 -8.0133 -7.9893 -7.9390 -7.8599 -7.7503 -7.6130 -7.4627
 -7.3033 -7.1303 -6.9390 -6.7241 -6.4870 -5.8439 -5.2033 -4.6058 -4.0482
 -7.4174 -7.4469 -7.4654 -7.4696 -7.4563 -7.4221 -7.3633 -7.2739 -7.1579 -7.0214
 -6.8678 -6.6956 -6.5023 -6.2858 -6.0487 -5.4226 -4.8183 -4.2719 -3.7981 -3.3981
 -6.9341 -6.9610 -6.9800 -6.9879 -6.9814 -6.9576 -6.9135 -6.8442 -6.7487 -6.6295
 -6.4885 -6.3262 -6.1415 -5.9339 -5.7066 -5.1088 -4.5402 -4.0331 -3.5994 -3.2404
 -2.9497
 -6.5434 -6.5588 -6.5732 -6.5811 -6.5783 -6.5617 -6.5284 -6.4745 -6.3968 -6.2951
 -6.1701 -6.0222 -5.8511 -5.6570 -5.4427 -4.8742 -4.3362 -3.8591 -3.4521 -3.1182
 -2.8506 -2.6399
 -6.2903 -6.2641 -6.2568 -6.2552 -6.2503 -6.2366 -6.2101 -6.1670 -6.1037 -6.0181
 -5.9093 -5.7776 -5.6224 -5.4437 -5.2436 -4.7010 -4.1860 -3.7325 -3.3444 -3.0259
 -2.7723 -2.5739 -2.4224 -2.3073
 -6.3525 -6.1963 -6.0954 -6.0366 -6.0050 -5.9833 -5.9573 -5.9198 -5.8665 -5.7940
 -5.7003 -5.5847 -5.4461 -5.2838 -5.0987 -4.5798 -4.0796 -3.6425 -3.2687 -2.9591
 -2.7126 -2.5205 -2.3745 -2.2663 -2.1855 -2.1220 -2.0691 -2.0219 -1.9766 -1.9320
 -6.6538 -6.3967 -6.1875 -6.0278 -5.9119 -5.8311 -5.7762 -5.7351 -5.6849 -5.6198
 -5.5371 -5.4352 -5.3125 -5.1671 -4.9982 -4.5044 -4.0121 -3.5841 -3.2194 -2.9146
 -2.6699 -2.4791 -2.3343 -2.2278 -2.1514 -2.0951 -2.0513 -2.0148 -1.9826 -1.9513
 -1.9187
 -7.0066 -6.6869 -6.4084 -6.1722 -5.9788 -5.8246 -5.7040 -5.6142 -5.5531 -5.4954
 -5.4223 -5.3291 -5.2163 -5.0846 -4.9320 -4.4678 -3.9805 -3.5542 -3.1936 -2.8903
 -2.6431 -2.4491 -2.3016 -2.1932 -2.1171 -2.0641 -2.0263 -1.9973 -1.9738 -1.9536
 -1.9342
 -7.4321 -7.0369 -6.6937 -6.3952 -6.1383 -5.9220 -5.7432 -5.5969 -5.4812 -5.3935
 -5.3177 -5.2395 -5.1468 -5.0308 -4.8911 -4.4592 -3.9780 -3.5481 -3.1856 -2.8806
 -2.6284 -2.4279 -2.2744 -2.1611 -2.0820 -2.0294 -1.9949 -1.9695 -1.9508 -1.9381
 -1.9309
 -8.0307 -7.5187 -7.0836 -6.7098 -6.3873 -6.1099 -5.8736 -5.6748 -5.5098 -5.3746
 -5.2619 -5.1610 -5.0629 -4.9609 -4.8471 -4.4729 -4.0089 -3.5733 -3.2045 -2.8942
 -2.6343 -2.4236 -2.2600 -2.1377 -2.0513 -1.9944 -1.9592 -1.9381 -1.9256 -1.9179
 -1.9140
 -8.8829 -8.2175 -7.6465 -7.1627 -6.7503 -6.3982 -6.0972 -5.8401 -5.6218 -5.4377
 -5.2817 -5.1459 -5.0217 -4.9018 -4.7824 -4.4627 -4.0576 -3.6211 -3.2431 -2.9246
 -2.6562 -2.4340 -2.2577 -2.1234 -2.0263 -1.9611 -1.9212 -1.8989 -1.8881 -1.8845
 -1.8835
 -9.9686 -9.1575 -8.4409 -7.8173 -7.2806 -6.8255 -6.4383 -6.1084 -5.8267 -5.5857
 -5.3789 -5.1998 -5.0410 -4.8951 -4.6970 -4.4286 -4.1241 -3.6915 -3.3014
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = UX   
 -8.0931 -8.1167 -8.1260 -8.1145 -8.0755 -8.0038 -7.8955 -7.7556 -7.6125 -7.4698
 -7.3268 -7.1800 -7.0227 -6.8462 -6.6452 -6.0552 -5.4141 -4.8015 -4.2247
 -7.5342 -7.5622 -7.5739 -7.5695 -7.5447 -7.4966 -7.4216 -7.3149 -7.1895 -7.0576
 -6.9201 -6.7739 -6.6143 -6.4353 -6.2322 -5.6495 -5.0393 -4.4680 -3.9702 -3.5496
 -7.0383 -7.0666 -7.0837 -7.0870 -7.0736 -7.0412 -6.9871 -6.9067 -6.8033 -6.6859
 -6.5581 -6.4189 -6.2648 -6.0921 -5.8974 -5.3414 -4.7653 -4.2304 -3.7682 -3.3851
 -3.0742
 -6.6222 -6.6463 -6.6642 -6.6720 -6.6666 -6.6458 -6.6071 -6.5472 -6.4641 -6.3624
 -6.2462 -6.1166 -5.9716 -5.8087 -5.6255 -5.1014 -4.5589 -4.0556 -3.6187 -3.2586
 -2.9699 -2.7397
 -6.3064 -6.3118 -6.3212 -6.3274 -6.3253 -6.3116 -6.2837 -6.2387 -6.1731 -6.0872
 -5.9837 -5.8650 -5.7304 -5.5782 -5.4070 -4.9132 -4.3995 -3.9240 -3.5081 -3.1627
 -2.8870 -2.6692 -2.4993 -2.3679
 -6.2427 -6.1153 -6.0773 -6.0614 -6.0519 -6.0387 -6.0160 -5.9805 -5.9284 -5.8571
 -5.7670 -5.6601 -5.5367 -5.3958 -5.2364 -4.7698 -4.2780 -3.8251 -3.4272 -3.0924
 -2.8233 -2.6117 -2.4477 -2.3225 -2.2273 -2.1531 -2.0923 -2.0388 -1.9879 -1.9380
 -6.4224 -6.2108 -6.0567 -5.9501 -5.8793 -5.8352 -5.8054 -5.7725 -5.7283 -5.6687
 -5.5912 -5.4965 -5.3850 -5.2561 -5.1087 -4.6687 -4.1924 -3.7545 -3.3710 -3.0440
 -2.7772 -2.5669 -2.4043 -2.2812 -2.1904 -2.1233 -2.0715 -2.0292 -1.9921 -1.9563
 -1.9193
 -6.7632 -6.4761 -6.2322 -6.0345 -5.8809 -5.7648 -5.6785 -5.6165 -5.5718 -5.5195
 -5.4521 -5.3684 -5.2686 -5.1520 -5.0172 -4.6054 -4.1420 -3.7114 -3.3366 -3.0148
 -2.7474 -2.5343 -2.3695 -2.2449 -2.1542 -2.0900 -2.0442 -2.0093 -1.9815 -1.9576
 -1.9342
 -7.1509 -6.7978 -6.4893 -6.2232 -5.9992 -5.8156 -5.6668 -5.5467 -5.4566 -5.3935
 -5.3347 -5.2655 -5.1796 -5.0754 -4.9530 -4.5710 -4.1211 -3.6923 -3.3193 -2.9993
 -2.7295 -2.5110 -2.3409 -2.2121 -2.1186 -2.0540 -2.0110 -1.9813 -1.9601 -1.9440
 -1.9305
 -7.6619 -7.2167 -6.8306 -6.4972 -6.2090 -5.9630 -5.7564 -5.5846 -5.4430 -5.3303
 -5.2420 -5.1643 -5.0867 -5.0013 -4.9002 -4.5630 -4.1335 -3.7055 -3.3295 -3.0069
 -2.7322 -2.5054 -2.3262 -2.1894 -2.0891 -2.0199 -1.9752 -1.9476 -1.9306 -1.9197
 -1.9126
 -8.3987 -7.8108 -7.3108 -6.8844 -6.5190 -6.2053 -5.9370 -5.7093 -5.5181 -5.3590
 -5.2276 -5.1166 -5.0168 -4.9207 -4.8234 -4.5442 -4.1658 -3.7416 -3.3604 -3.0321
 -2.7510 -2.5147 -2.3241 -2.1764 -2.0663 -1.9888 -1.9386 -1.9088 -1.8928 -1.8856
 -1.8805
 -9.4046 -8.6654 -8.0128 -7.4521 -6.9768 -6.5721 -6.2270 -5.9332 -5.6832 -5.4716
 -5.2930 -5.1413 -5.0087 -4.8874 -4.7226 -4.5146 -4.2180 -3.8006 -3.4120
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = UX   
 -8.2610 -8.2776 -8.2648 -8.2209 -8.1472 -8.0443 -7.9203 -7.7597 -7.6253 -7.4927
 -7.3637 -7.2376 -7.1091 -6.9694 -6.8095 -6.2973 -5.6751 -5.0431 -4.4359
 -7.6993 -7.7215 -7.7259 -7.7086 -7.6665 -7.5972 -7.4972 -7.3644 -7.2311 -7.1032
 -6.9793 -6.8552 -6.7252 -6.5825 -6.4193 -5.9080 -5.3088 -4.7117 -4.1811 -3.7322
 -7.1884 -7.2151 -7.2273 -7.2221 -7.1970 -7.1499 -7.0788 -6.9803 -6.8642 -6.7464
 -6.6297 -6.5111 -6.3850 -6.2464 -6.0888 -5.6010 -5.0356 -4.4751 -3.9779 -3.5628
 -3.2251
