 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -3.5272 -3.4160 -3.3129 -3.2182 -3.1315 -2.9478 -2.8012 -2.6822 -2.5865 -2.5114
 -4.9260 -4.7452 -4.6447 -4.5986 -4.4451 -4.2327 -4.0315 -3.8645 -3.7251 -3.6005
 -3.4843 -3.3754 -3.2745 -3.1820 -3.0976 -2.9205 -2.7816 -2.6713 -2.5842 -2.5160
 -2.4621
 -4.8445 -4.6430 -4.4683 -4.3381 -4.2697 -4.1871 -4.0213 -3.8460 -3.6968 -3.5711
 -3.4570 -3.3504 -3.2515 -3.1606 -3.0779 -2.9047 -2.7704 -2.6656 -2.5844 -2.5219
 -2.4725 -2.4321
 -4.7845 -4.5888 -4.4034 -4.2367 -4.0968 -3.9923 -3.9243 -3.8270 -3.6863 -3.5529
 -3.4391 -3.3346 -3.2376 -3.1482 -3.0666 -2.8959 -2.7643 -2.6629 -2.5859 -2.5280
 -2.4831 -2.4463 -2.4152 -2.3882
 -4.7348 -4.5489 -4.3673 -4.1961 -4.0393 -3.9011 -3.7853 -3.6956 -3.6257 -3.5354
 -3.4273 -3.3242 -3.2287 -3.1407 -3.0602 -2.8910 -2.7607 -2.6614 -2.5873 -2.5330
 -2.4925 -2.4600 -2.4323 -2.4085 -2.3872 -2.3694 -2.3563 -2.3489 -2.3480 -2.3544
 -4.6926 -4.5157 -4.3413 -4.1736 -4.0162 -3.8725 -3.7424 -3.6261 -3.5273 -3.4491
 -3.3812 -3.3059 -3.2209 -3.1355 -3.0560 -2.8880 -2.7583 -2.6598 -2.5874 -2.5358
 -2.4993 -2.4716 -2.4483 -2.4281 -2.4101 -2.3934 -2.3795 -2.3704 -2.3673 -2.3715
 -2.3837
 -4.6568 -4.4871 -4.3199 -4.1574 -4.0028 -3.8586 -3.7263 -3.6054 -3.4960 -3.3990
 -3.3166 -3.2490 -3.1866 -3.1205 -3.0500 -2.8857 -2.7561 -2.6576 -2.5856 -2.5357
 -2.5024 -2.4794 -2.4613 -2.4457 -2.4316 -2.4188 -2.4062 -2.3960 -2.3907 -2.3921
 -2.4016
 -4.6328 -4.4614 -4.3004 -4.1431 -3.9918 -3.8495 -3.7175 -3.5959 -3.4846 -3.3829
 -3.2919 -3.2125 -3.1443 -3.0839 -3.0261 -2.8801 -2.7523 -2.6535 -2.5814 -2.5319
 -2.5006 -2.4817 -2.4692 -2.4591 -2.4501 -2.4415 -2.4338 -2.4281 -2.4245 -2.4227
 -2.4227
 -4.6288 -4.4502 -4.2865 -4.1345 -3.9871 -3.8464 -3.7152 -3.5938 -3.4822 -3.3796
 -3.2859 -3.2017 -3.1272 -3.0613 -3.0023 -2.8702 -2.7489 -2.6502 -2.5771 -2.5269
 -2.4956 -2.4790 -2.4711 -2.4669 -2.4638 -2.4607 -2.4576 -2.4544 -2.4517 -2.4502
 -2.4514
 -4.6566 -4.4454 -4.2783 -4.1283 -3.9856 -3.8475 -3.7166 -3.5950 -3.4832 -3.3802
 -3.2855 -3.1994 -3.1217 -3.0524 -2.9902 -2.8579 -2.7441 -2.6466 -2.5725 -2.5208
 -2.4886 -2.4722 -2.4670 -2.4677 -2.4706 -2.4737 -2.4765 -2.4784 -2.4798 -2.4813
 -2.4835
 -4.7240 -4.4710 -4.2825 -4.1271 -3.9848 -3.8505 -3.7225 -3.6003 -3.4872 -3.3832
 -3.2878 -3.2005 -3.1210 -3.0494 -2.9849 -2.8492 -2.7378 -2.6432 -2.5682
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.5031 -5.2818 -4.9907 -4.7179 -4.4615 -4.2386 -4.0673 -3.9249 -3.7955 -3.6713
 -3.5547 -3.4448 -3.3424 -3.2476 -3.1601 -2.9710 -2.8172 -2.6905 -2.5858
 -5.1709 -5.1331 -4.9437 -4.6830 -4.4335 -4.2028 -4.0170 -3.8668 -3.7351 -3.6121
 -3.4969 -3.3889 -3.2885 -3.1959 -3.1111 -2.9312 -2.7884 -2.6730 -2.5795 -2.5046
 -4.9579 -4.8121 -4.7738 -4.6489 -4.4220 -4.1974 -3.9954 -3.8327 -3.6970 -3.5747
 -3.4613 -3.3552 -3.2564 -3.1656 -3.0825 -2.9076 -2.7710 -2.6627 -2.5765 -2.5080
 -2.4537
 -4.8846 -4.6744 -4.5158 -4.4376 -4.3717 -4.1968 -3.9980 -3.8201 -3.6752 -3.5513
 -3.4394 -3.3350 -3.2380 -3.1484 -3.0665 -2.8945 -2.7614 -2.6574 -2.5761 -2.5127
 -2.4628 -2.4221
 -4.8431 -4.6274 -4.4319 -4.2709 -4.1549 -4.0874 -3.9879 -3.8266 -3.6694 -3.5381
 -3.4259 -3.3231 -3.2275 -3.1391 -3.0581 -2.8878 -2.7566 -2.6551 -2.5773 -2.5177
 -2.4718 -2.4348 -2.4037 -2.3770
 -4.8146 -4.6033 -4.4041 -4.2229 -4.0666 -3.9365 -3.8385 -3.7656 -3.6661 -3.5364
 -3.4183 -3.3160 -3.2215 -3.1343 -3.0540 -2.8847 -2.7542 -2.6541 -2.5785 -2.5219
 -2.4798 -2.4468 -2.4192 -2.3956 -2.3756 -2.3592 -2.3468 -2.3396 -2.3390 -2.3460
 -4.7951 -4.5894 -4.3925 -4.2087 -4.0416 -3.8936 -3.7642 -3.6537 -3.5667 -3.4937
 -3.4073 -3.3112 -3.2182 -3.1318 -3.0523 -2.8835 -2.7530 -2.6534 -2.5789 -2.5246
 -2.4857 -2.4568 -2.4335 -2.4135 -2.3962 -2.3814 -2.3695 -2.3612 -2.3578 -2.3624
 -2.3752
 -4.7821 -4.5820 -4.3888 -4.2061 -4.0368 -3.8832 -3.7453 -3.6221 -3.5129 -3.4189
 -3.3418 -3.2745 -3.2041 -3.1278 -3.0511 -2.8832 -2.7523 -2.6522 -2.5781 -2.5249
 -2.4883 -2.4634 -2.4449 -2.4295 -2.4161 -2.4042 -2.3929 -2.3842 -2.3801 -2.3824
 -2.3922
 -4.7802 -4.5777 -4.3885 -4.2080 -4.0387 -3.8832 -3.7421 -3.6144 -3.4991 -3.3953
 -3.3037 -3.2251 -3.1589 -3.0984 -3.0368 -2.8811 -2.7502 -2.6494 -2.5749 -2.5221
 -2.4871 -2.4653 -2.4516 -2.4416 -2.4332 -2.4255 -2.4189 -2.4133 -2.4094 -2.4092
 -2.4129
 -4.7965 -4.5838 -4.3954 -4.2178 -4.0493 -3.8925 -3.7494 -3.6193 -3.5012 -3.3939
 -3.2969 -3.2104 -3.1348 -3.0693 -3.0108 -2.8752 -2.7492 -2.6476 -2.5718 -2.5182
 -2.4832 -2.4631 -2.4532 -2.4486 -2.4458 -2.4435 -2.4414 -2.4395 -2.4381 -2.4381
 -2.4406
 -4.8427 -4.6028 -4.4080 -4.2315 -4.0652 -3.9082 -3.7628 -3.6303 -3.5100 -3.4004
 -3.3007 -3.2105 -3.1298 -3.0587 -2.9956 -2.8629 -2.7462 -2.6454 -2.5682 -2.5132
 -2.4773 -2.4574 -2.4496 -2.4492 -2.4520 -2.4556 -2.4592 -2.4623 -2.4650 -2.4678
 -2.4711
 -4.9338 -4.6458 -4.4311 -4.2498 -4.0842 -3.9287 -3.7825 -3.6471 -3.5239 -3.4119
 -3.3100 -3.2173 -3.1335 -3.0584 -2.9915 -2.8533 -2.7408 -2.6433 -2.5649
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.5209 -5.2232 -4.9237 -4.6576 -4.4173 -4.1988 -4.0261 -3.8810 -3.7541 -3.6336
 -3.5202 -3.4137 -3.3141 -3.2218 -3.1366 -2.9520 -2.8024 -2.6791 -2.5776
 -5.2977 -5.1725 -4.9095 -4.6359 -4.3907 -4.1677 -3.9841 -3.8341 -3.7028 -3.5830
 -3.4707 -3.3656 -3.2675 -3.1769 -3.0935 -2.9164 -2.7759 -2.6631 -2.5714 -2.4970
 -4.9975 -4.9325 -4.8601 -4.6357 -4.3879 -4.1634 -3.9670 -3.8067 -3.6716 -3.5515
 -3.4407 -3.3371 -3.2405 -3.1511 -3.0691 -2.8958 -2.7605 -2.6534 -2.5679 -2.4992
 -2.4444
 -4.9112 -4.7077 -4.6022 -4.5598 -4.3935 -4.1743 -3.9720 -3.7976 -3.6546 -3.5326
 -3.4228 -3.3206 -3.2253 -3.1371 -3.0560 -2.8848 -2.7521 -2.6486 -2.5672 -2.5028
 -2.4521 -2.4111
 -4.8851 -4.6527 -4.4586 -4.3238 -4.2576 -4.1664 -3.9881 -3.8075 -3.6515 -3.5230
 -3.4123 -3.3112 -3.2172 -3.1300 -3.0497 -2.8795 -2.7482 -2.6466 -2.5679 -2.5069
 -2.4597 -2.4221 -2.3910 -2.3647
 -4.8782 -4.6415 -4.4275 -4.2440 -4.0986 -3.9947 -3.9231 -3.8146 -3.6643 -3.5239
 -3.4073 -3.3063 -3.2132 -3.1269 -3.0472 -2.8777 -2.7467 -2.6459 -2.5691 -2.5106
 -2.4664 -2.4323 -2.4045 -2.3811 -2.3610 -2.3450 -2.3340 -2.3286 -2.3292 -2.3361
 -4.8835 -4.6468 -4.4277 -4.2305 -4.0589 -3.9145 -3.7948 -3.7015 -3.6246 -3.5272
 -3.4095 -3.3045 -3.2117 -3.1261 -3.0469 -2.8778 -2.7465 -2.6458 -2.5697 -2.5130
 -2.4713 -2.4408 -2.4169 -2.3970 -2.3802 -2.3663 -2.3551 -2.3480 -2.3465 -2.3518
 -2.3641
 -4.8964 -4.6621 -4.4418 -4.2393 -4.0580 -3.8985 -3.7604 -3.6399 -3.5367 -3.4517
 -3.3774 -3.2961 -3.2104 -3.1264 -3.0479 -2.8791 -2.7469 -2.6456 -2.5695 -2.5136
 -2.4739 -2.4464 -2.4267 -2.4112 -2.3982 -2.3872 -2.3785 -2.3721 -2.3689 -2.3708
 -2.3810
 -4.9207 -4.6831 -4.4623 -4.2576 -4.0710 -3.9042 -3.7568 -3.6267 -3.5112 -3.4089
 -3.3202 -3.2447 -3.1784 -3.1125 -3.0438 -2.8792 -2.7464 -2.6440 -2.5673 -2.5116
 -2.4731 -2.4481 -2.4324 -2.4218 -2.4136 -2.4068 -2.4013 -2.3971 -2.3948 -2.3954
 -2.4011
 -4.9617 -4.7127 -4.4919 -4.2870 -4.0971 -3.9249 -3.7711 -3.6344 -3.5128 -3.4038
 -3.3061 -3.2197 -3.1447 -3.0804 -3.0217 -2.8783 -2.7475 -2.6436 -2.5654 -2.5089
 -2.4704 -2.4466 -2.4339 -2.4280 -2.4250 -2.4232 -2.4222 -2.4216 -2.4217 -2.4233
 -2.4275
 -5.0285 -4.7550 -4.5275 -4.3218 -4.1312 -3.9554 -3.7960 -3.6535 -3.5265 -3.4126
 -3.3102 -3.2183 -3.1364 -3.0646 -3.0017 -2.8682 -2.7470 -2.6433 -2.5633 -2.5052
 -2.4658 -2.4421 -2.4310 -2.4286 -2.4307 -2.4344 -2.4387 -2.4428 -2.4469 -2.4513
 -2.4558
 -5.1383 -4.8184 -4.5724 -4.3614 -4.1697 -3.9927 -3.8297 -3.6817 -3.5491 -3.4303
 -3.3236 -3.2276 -3.1413 -3.0644 -2.9964 -2.8573 -2.7434 -2.6427 -2.5613
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.5039 -5.1742 -4.8727 -4.6136 -4.3810 -4.1691 -3.9974 -3.8468 -3.7184 -3.6023
 -3.4916 -3.3875 -3.2904 -3.2002 -3.1168 -2.9357 -2.7889 -2.6690 -2.5697
 -5.2880 -5.1690 -4.8725 -4.5965 -4.3536 -4.1375 -3.9584 -3.8068 -3.6758 -3.5585
 -3.4486 -3.3458 -3.2498 -3.1609 -3.0789 -2.9036 -2.7645 -2.6530 -2.5626 -2.4885
 -5.0883 -5.0626 -4.8735 -4.6079 -4.3563 -4.1313 -3.9421 -3.7837 -3.6498 -3.5317
 -3.4229 -3.3214 -3.2267 -3.1388 -3.0578 -2.8855 -2.7505 -2.6439 -2.5588 -2.4899
 -2.4344
 -4.9342 -4.7696 -4.7364 -4.6078 -4.3759 -4.1485 -3.9469 -3.7773 -3.6364 -3.5158
 -3.4077 -3.3075 -3.2139 -3.1270 -3.0468 -2.8760 -2.7430 -2.6393 -2.5577 -2.4925
 -2.4406 -2.3991
 -4.9111 -4.6711 -4.4986 -4.4241 -4.3562 -4.1710 -3.9687 -3.7875 -3.6354 -3.5085
 -3.3992 -3.2998 -3.2073 -3.1214 -3.0418 -2.8718 -2.7397 -2.6374 -2.5581 -2.4957
 -2.4469 -2.4084 -2.3770 -2.3507
 -4.9230 -4.6633 -4.4422 -4.2697 -4.1560 -4.0911 -3.9810 -3.8111 -3.6488 -3.5110
 -3.3959 -3.2961 -3.2044 -3.1192 -3.0402 -2.8708 -2.7388 -2.6371 -2.5590 -2.4988
 -2.4525 -2.4169 -2.3886 -2.3652 -2.3458 -2.3307 -2.3205 -2.3157 -2.3172 -2.3248
 -4.9533 -4.6850 -4.4469 -4.2427 -4.0757 -3.9457 -3.8503 -3.7730 -3.6634 -3.5257
 -3.4002 -3.2957 -3.2039 -3.1193 -3.0409 -2.8718 -2.7393 -2.6374 -2.5599 -2.5011
 -2.4569 -2.4240 -2.3991 -2.3790 -2.3624 -2.3491 -2.3393 -2.3336 -2.3330 -2.3393
 -2.3519
 -4.9978 -4.7236 -4.4761 -4.2575 -4.0691 -3.9102 -3.7783 -3.6680 -3.5782 -3.4986
 -3.4055 -3.3001 -3.2057 -3.1210 -3.0428 -2.8740 -2.7407 -2.6380 -2.5602 -2.5020
 -2.4594 -2.4290 -2.4074 -2.3913 -2.3784 -2.3679 -2.3602 -2.3547 -2.3531 -2.3571
 -2.3680
 -5.0505 -4.7706 -4.5180 -4.2899 -4.0886 -3.9146 -3.7658 -3.6379 -3.5265 -3.4298
 -3.3471 -3.2726 -3.1965 -3.1195 -3.0437 -2.8755 -2.7414 -2.6374 -2.5588 -2.5007
 -2.4591 -2.4307 -2.4123 -2.4004 -2.3919 -2.3854 -2.3809 -2.3777 -2.3768 -2.3797
 -2.3871
 -5.1201 -4.8289 -4.5723 -4.3393 -4.1287 -3.9431 -3.7820 -3.6424 -3.5209 -3.4132
 -3.3175 -3.2335 -3.1602 -3.0953 -3.0331 -2.8784 -2.7441 -2.6385 -2.5582 -2.4991
 -2.4575 -2.4301 -2.4140 -2.4058 -2.4020 -2.4003 -2.3999 -2.4005 -2.4022 -2.4048
 -2.4117
 -5.2129 -4.8984 -4.6333 -4.3966 -4.1813 -3.9872 -3.8155 -3.6655 -3.5347 -3.4196
 -3.3171 -3.2256 -3.1441 -3.0727 -3.0103 -2.8734 -2.7463 -2.6398 -2.5576 -2.4967
 -2.4542 -2.4269 -2.4121 -2.4066 -2.4070 -2.4103 -2.4149 -2.4200 -2.4255 -2.4317
 -2.4377
 -5.3427 -4.9855 -4.7032 -4.4595 -4.2407 -4.0419 -3.8627 -3.7032 -3.5631 -3.4399
 -3.3309 -3.2339 -3.1471 -3.0697 -3.0014 -2.8621 -2.7450 -2.6410 -2.5572
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.4138 -5.0867 -4.8026 -4.5609 -4.3345 -4.1310 -3.9676 -3.8225 -3.6917 -3.5769
 -3.4686 -3.3665 -3.2714 -3.1830 -3.1012 -2.9228 -2.7763 -2.6569 -2.5609
 -5.3474 -5.1156 -4.8161 -4.5504 -4.3177 -4.1066 -3.9356 -3.7860 -3.6542 -3.5387
 -3.4308 -3.3298 -3.2357 -3.1483 -3.0674 -2.8935 -2.7547 -2.6434 -2.5535 -2.4795
 -5.2140 -5.1053 -4.8450 -4.5705 -4.3243 -4.1053 -3.9199 -3.7655 -3.6322 -3.5151
 -3.4082 -3.3084 -3.2154 -3.1289 -3.0488 -2.8772 -2.7417 -2.6346 -2.5493 -2.4802
 -2.4240
 -5.0353 -4.8842 -4.8217 -4.5984 -4.3499 -4.1243 -3.9258 -3.7598 -3.6211 -3.5014
 -3.3948 -3.2962 -3.2042 -3.1186 -3.0392 -2.8687 -2.7348 -2.6302 -2.5478 -2.4819
 -2.4289 -2.3864
 -4.9198 -4.6916 -4.5797 -4.5437 -4.3735 -4.1530 -3.9487 -3.7702 -3.6208 -3.4956
 -3.3876 -3.2895 -3.1985 -3.1137 -3.0349 -2.8652 -2.7318 -2.6284 -2.5479 -2.4843
 -2.4339 -2.3941 -2.3622 -2.3358
 -4.9436 -4.6720 -4.4574 -4.3178 -4.2588 -4.1620 -3.9779 -3.7949 -3.6338 -3.4987
 -3.3850 -3.2865 -3.1960 -3.1120 -3.0338 -2.8647 -2.7313 -2.6282 -2.5487 -2.4869
 -2.4387 -2.4013 -2.3720 -2.3483 -2.3291 -2.3143 -2.3047 -2.3011 -2.3034 -2.3118
 -4.9981 -4.7033 -4.4545 -4.2528 -4.1028 -4.0049 -3.9345 -3.8160 -3.6592 -3.5135
 -3.3902 -3.2867 -3.1959 -3.1123 -3.0347 -2.8661 -2.7323 -2.6288 -2.5497 -2.4890
 -2.4426 -2.4074 -2.3809 -2.3601 -2.3434 -2.3304 -2.3211 -2.3165 -2.3175 -2.3247
 -2.3381
 -5.0736 -4.7627 -4.4926 -4.2639 -4.0753 -3.9254 -3.8085 -3.7182 -3.6368 -3.5306
 -3.4058 -3.2930 -3.1984 -3.1146 -3.0370 -2.8687 -2.7343 -2.6299 -2.5504 -2.4902
 -2.4450 -2.4119 -2.3880 -2.3705 -2.3571 -2.3469 -2.3399 -2.3359 -2.3358 -2.3409
 -2.3528
 -5.1615 -4.8373 -4.5533 -4.3057 -4.0948 -3.9191 -3.7745 -3.6539 -3.5519 -3.4650
 -3.3844 -3.2963 -3.2021 -3.1169 -3.0392 -2.8710 -2.7358 -2.6303 -2.5499 -2.4896
 -2.4453 -2.4137 -2.3923 -2.3783 -2.3688 -2.3622 -2.3581 -2.3564 -2.3571 -2.3614
 -2.3706
 -5.2575 -4.9265 -4.6327 -4.3726 -4.1446 -3.9497 -3.7857 -3.6477 -3.5298 -3.4265
 -3.3355 -3.2555 -3.1821 -3.1104 -3.0402 -2.8757 -2.7396 -2.6325 -2.5504 -2.4890
 -2.4446 -2.4139 -2.3943 -2.3832 -2.3776 -2.3752 -2.3750 -2.3765 -2.3797 -2.3849
 -2.3930
 -5.3714 -5.0263 -4.7214 -4.4530 -4.2141 -4.0041 -3.8232 -3.6695 -3.5385 -3.4250
 -3.3247 -3.2353 -3.1558 -3.0851 -3.0219 -2.8767 -2.7439 -2.6352 -2.5511 -2.4879
 -2.4424 -2.4118 -2.3933 -2.3843 -2.3821 -2.3840 -2.3883 -2.3940 -2.4007 -2.4086
 -2.4167
 -5.5033 -5.1366 -4.8169 -4.5409 -4.2944 -4.0752 -3.8812 -3.7127 -3.5682 -3.4435
 -3.3349 -3.2389 -3.1530 -3.0763 -2.9843 -2.8740 -2.7487 -2.6384 -2.5520
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.3513 -5.0272 -4.7539 -4.5265 -4.3020 -4.1058 -3.9415 -3.7998 -3.6701 -3.5575
 -3.4506 -3.3502 -3.2565 -3.1696 -3.0891 -2.9127 -2.7673 -2.6484 -2.5523
 -5.3895 -5.0671 -4.7707 -4.5138 -4.2902 -4.0850 -3.9132 -3.7680 -3.6366 -3.5231
 -3.4167 -3.3173 -3.2246 -3.1386 -3.0587 -2.8859 -2.7468 -2.6349 -2.5446 -2.4703
 -5.1901 -5.1028 -4.8041 -4.5372 -4.2986 -4.0850 -3.9020 -3.7504 -3.6175 -3.5021
 -3.3964 -3.2981 -3.2064 -3.1212 -3.0420 -2.8710 -2.7346 -2.6264 -2.5402 -2.4704
