 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -7.3545 -7.1226 -6.9181 -6.7303 -6.5437 -6.3592 -6.1749 -5.9946 -5.8231 -5.6626
 -5.5101 -5.3612 -5.2129 -5.0660 -4.9238 -4.6046 -4.3335 -4.1069 -3.9271 -3.7858
 -3.6731 -3.5850 -3.5182 -3.4667 -3.4246 -3.3874 -3.3529 -3.3197 -3.2878 -3.2574
 -3.2293
 -7.2800 -7.0416 -6.8356 -6.6498 -6.4758 -6.3058 -6.1360 -5.9673 -5.8011 -5.6411
 -5.4900 -5.3465 -5.2071 -5.0691 -4.9325 -4.6144 -4.3443 -4.1195 -3.9371
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = BX   
 -9.4110 -9.1204 -8.6863 -8.2345 -7.7985 -7.4209 -7.1252 -6.8618 -6.6132 -6.3814
 -6.1617 -5.9561 -5.7665 -5.5924 -5.4313 -5.0657 -4.7237 -4.3944 -4.0950
 -8.7527 -8.5872 -8.4149 -8.0665 -7.6702 -7.2863 -6.9578 -6.6821 -6.4286 -6.1933
 -5.9704 -5.7624 -5.5716 -5.3982 -5.2400 -4.8917 -4.5807 -4.2920 -4.0288 -3.8035
 -8.4702 -8.1285 -7.9303 -7.8174 -7.5605 -7.2127 -6.8701 -6.5721 -6.3126 -6.0747
 -5.8499 -5.6393 -5.4456 -5.2701 -5.1114 -4.7706 -4.4791 -4.2182 -3.9835 -3.7795
 -3.6101
 -8.3246 -7.9467 -7.6400 -7.4154 -7.2782 -7.1160 -6.8311 -6.5252 -6.2506 -6.0082
 -5.7823 -5.5695 -5.3723 -5.1931 -5.0316 -4.6913 -4.4105 -4.1680 -3.9543 -3.7675
 -3.6104 -3.4794
 -8.2246 -7.8525 -7.5236 -7.2427 -7.0120 -6.8286 -6.6870 -6.4930 -6.2329 -5.9802
 -5.7528 -5.5386 -5.3380 -5.1544 -4.9886 -4.6431 -4.3667 -4.1356 -3.9368 -3.7638
 -3.6172 -3.4947 -3.3901 -3.2986
 -8.1472 -7.7913 -7.4599 -7.1649 -6.9071 -6.6818 -6.4848 -6.3146 -6.1614 -5.9682
 -5.7476 -5.5345 -5.3321 -5.1441 -4.9731 -4.6182 -4.3409 -4.1159 -3.9271 -3.7652
 -3.6277 -3.5129 -3.4152 -3.3295 -3.2526 -3.1826 -3.1178 -3.0570 -3.0034 -2.9707
 -8.0832 -7.7464 -7.4233 -7.1246 -6.8583 -6.6241 -6.4117 -6.2127 -6.0295 -5.8676
 -5.7105 -5.5331 -5.3416 -5.1537 -4.9784 -4.6111 -4.3285 -4.1053 -3.9227 -3.7690
 -3.6393 -3.5314 -3.4405 -3.3613 -3.2898 -3.2242 -3.1639 -3.1088 -3.0585 -3.0160
 -2.9930
 -8.0236 -7.7092 -7.3993 -7.1040 -6.8325 -6.5900 -6.3741 -6.1747 -5.9844 -5.8030
 -5.6352 -5.4807 -5.3266 -5.1631 -4.9954 -4.6188 -4.3271 -4.1018 -3.9218 -3.7736
 -3.6501 -3.5482 -3.4636 -3.3912 -3.3261 -3.2663 -3.2099 -3.1580 -3.1119 -3.0727
 -3.0411
 -7.9704 -7.6703 -7.3773 -7.0910 -6.8193 -6.5709 -6.3488 -6.1486 -5.9619 -5.7817
 -5.6076 -5.4421 -5.2862 -5.1391 -4.9941 -4.6356 -4.3329 -4.1020 -3.9220 -3.7768
 -3.6575 -3.5603 -3.4815 -3.4157 -3.3577 -3.3047 -3.2555 -3.2104 -3.1691 -3.1314
 -3.0969
 -7.9276 -7.6375 -7.3573 -7.0855 -6.8205 -6.5700 -6.3409 -6.1350 -5.9485 -5.7735
 -5.6041 -5.4389 -5.2787 -5.1261 -4.9833 -4.6538 -4.3536 -4.1120 -3.9281 -3.7829
 -3.6654 -3.5708 -3.4957 -3.4355 -3.3844 -3.3387 -3.2967 -3.2570 -3.2199 -3.1857
 -3.1552
 -7.8970 -7.5953 -7.3286 -7.0731 -6.8225 -6.5778 -6.3462 -6.1333 -5.9412 -5.7660
 -5.6016 -5.4426 -5.2863 -5.1333 -4.9867 -4.6616 -4.3764 -4.1303 -3.9382 -3.7902
 -3.6727 -3.5788 -3.5055 -3.4488 -3.4037 -3.3652 -3.3307 -3.2984 -3.2678 -3.2390
 -3.2126
 -7.8825 -7.5622 -7.2926 -7.0486 -6.8120 -6.5809 -6.3569 -6.1425 -5.9440 -5.7632
 -5.5980 -5.4433 -5.2939 -5.1468 -5.0021 -4.6716 -4.3928 -4.1518 -3.9532
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = BX   
 -9.4222 -9.0105 -8.5183 -8.0575 -7.6345 -7.2725 -6.9834 -6.7299 -6.4947 -6.2723
 -6.0635 -5.8678 -5.6868 -5.5208 -5.3680 -5.0253 -4.7097 -4.4050 -4.1168
 -8.8258 -8.6981 -8.3765 -7.9547 -7.5429 -7.1616 -6.8469 -6.5802 -6.3383 -6.1126
 -5.9003 -5.7018 -5.5188 -5.3520 -5.2001 -4.8688 -4.5759 -4.3029 -4.0497 -3.8248
 -8.4674 -8.1860 -8.0766 -7.8579 -7.4951 -7.1244 -6.7818 -6.4951 -6.2456 -6.0165
 -5.8019 -5.6005 -5.4143 -5.2446 -5.0907 -4.7622 -4.4823 -4.2306 -4.0023 -3.7984
 -3.6246
 -8.3414 -7.9598 -7.6833 -7.5316 -7.3967 -7.1076 -6.7754 -6.4655 -6.2013 -5.9668
 -5.7504 -5.5465 -5.3567 -5.1828 -5.0252 -4.6933 -4.4197 -4.1816 -3.9708 -3.7837
 -3.6225 -3.4868
 -8.2760 -7.8807 -7.5426 -7.2764 -7.0806 -6.9465 -6.7588 -6.4784 -6.1983 -5.9519
 -5.7322 -5.5264 -5.3332 -5.1547 -4.9923 -4.6525 -4.3798 -4.1496 -3.9510 -3.7771
 -3.6267 -3.4994 -3.3912 -3.2972
 -8.2375 -7.8474 -7.4943 -7.1900 -6.9379 -6.7265 -6.5537 -6.4054 -6.2084 -5.9659
 -5.7379 -5.5303 -5.3343 -5.1515 -4.9837 -4.6324 -4.3563 -4.1300 -3.9395 -3.7757
 -3.6347 -3.5150 -3.4137 -3.3257 -3.2475 -3.1762 -3.1102 -3.0507 -3.0001 -2.9642
 -8.2150 -7.8362 -7.4818 -7.1627 -6.8864 -6.6497 -6.4409 -6.2521 -6.0874 -5.9323
 -5.7482 -5.5482 -5.3527 -5.1669 -4.9940 -4.6289 -4.3455 -4.1194 -3.9336 -3.7772
 -3.6441 -3.5315 -3.4368 -3.3551 -3.2824 -3.2165 -3.1569 -3.1019 -3.0510 -3.0084
 -2.9850
 -8.1975 -7.8368 -7.4878 -7.1638 -6.8733 -6.6208 -6.4002 -6.2002 -6.0132 -5.8397
 -5.6828 -5.5308 -5.3657 -5.1907 -5.0180 -4.6394 -4.3456 -4.1158 -3.9320 -3.7803
 -3.6533 -3.5468 -3.4581 -3.3828 -3.3166 -3.2565 -3.2004 -3.1490 -3.1034 -3.0643
 -3.0323
 -8.1838 -7.8365 -7.4995 -7.1772 -6.8798 -6.6144 -6.3821 -6.1764 -5.9873 -5.8074
 -5.6367 -5.4781 -5.3296 -5.1833 -5.0318 -4.6592 -4.3529 -4.1166 -3.9317 -3.7825
 -3.6597 -3.5582 -3.4750 -3.4060 -3.3465 -3.2930 -3.2440 -3.1987 -3.1572 -3.1203
 -3.0879
 -8.1746 -7.8373 -7.5163 -7.2033 -6.9052 -6.6313 -6.3870 -6.1715 -5.9790 -5.8006
 -5.6300 -5.4663 -5.3104 -5.1626 -5.0224 -4.6849 -4.3746 -4.1276 -3.9381 -3.7883
 -3.6672 -3.5686 -3.4892 -3.4253 -3.3722 -3.3257 -3.2836 -3.2445 -3.2082 -3.1750
 -3.1454
 -8.1725 -7.8309 -7.5238 -7.2264 -6.9372 -6.6619 -6.4088 -6.1821 -5.9809 -5.7997
 -5.6315 -5.4705 -5.3145 -5.1636 -5.0193 -4.6953 -4.4021 -4.1473 -3.9492 -3.7960
 -3.6744 -3.5768 -3.4993 -3.4389 -3.3911 -3.3514 -3.3166 -3.2845 -3.2546 -3.2268
 -3.2009
 -8.1858 -7.8228 -7.5177 -7.2360 -6.9622 -6.6957 -6.4420 -6.2074 -5.9959 -5.8065
 -5.6355 -5.4766 -5.3247 -5.1767 -5.0322 -4.7027 -4.4216 -4.1730 -3.9663
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = BX   
 -9.3709 -8.8562 -8.3447 -7.8960 -7.5054 -7.1597 -6.8750 -6.6221 -6.3940 -6.1815
 -5.9822 -5.7957 -5.6225 -5.4633 -5.3171 -4.9925 -4.6983 -4.4149 -4.1390
 -8.9616 -8.7150 -8.2846 -7.8345 -7.4286 -7.0656 -6.7613 -6.4995 -6.2624 -6.0466
 -5.8438 -5.6543 -5.4787 -5.3180 -5.1713 -4.8537 -4.5755 -4.3158 -4.0718 -3.8494
 -8.4848 -8.3246 -8.1709 -7.8129 -7.4119 -7.0399 -6.7107 -6.4330 -6.1890 -5.9684
 -5.7631 -5.5707 -5.3919 -5.2279 -5.0785 -4.7602 -4.4904 -4.2464 -4.0229 -3.8205
 -3.6432
 -8.3455 -7.9825 -7.7843 -7.6807 -7.4095 -7.0552 -6.7156 -6.4143 -6.1579 -5.9313
 -5.7235 -5.5284 -5.3461 -5.1779 -5.0244 -4.7001 -4.4332 -4.1990 -3.9897 -3.8027
 -3.6383 -3.4977
 -8.3087 -7.8951 -7.5652 -7.3390 -7.2101 -7.0418 -6.7468 -6.4395 -6.1628 -5.9251
 -5.7131 -5.5155 -5.3300 -5.1576 -4.9991 -4.6650 -4.3965 -4.1676 -3.9681 -3.7931
 -3.6395 -3.5075 -3.3949 -3.2978
 -8.3072 -7.8840 -7.5137 -7.2110 -6.9773 -6.8023 -6.6637 -6.4639 -6.2003 -5.9462
 -5.7242 -5.5239 -5.3355 -5.1590 -4.9955 -4.6489 -4.3750 -4.1481 -3.9551 -3.7888
 -3.6446 -3.5203 -3.4145 -3.3232 -3.2426 -3.1704 -3.1046 -3.0438 -2.9906 -2.9573
 -8.3276 -7.9045 -7.5200 -7.1858 -6.9061 -6.6774 -6.4833 -6.3188 -6.1668 -5.9759
 -5.7537 -5.5476 -5.3570 -5.1771 -5.0088 -4.6483 -4.3657 -4.1375 -3.9480 -3.7881
 -3.6515 -3.5344 -3.4349 -3.3498 -3.2752 -3.2084 -3.1478 -3.0927 -3.0425 -2.9999
 -2.9762
 -8.3555 -7.9429 -7.5545 -7.2032 -6.8979 -6.6403 -6.4222 -6.2280 -6.0515 -5.8927
 -5.7398 -5.5682 -5.3867 -5.2072 -5.0359 -4.6614 -4.3671 -4.1343 -3.9458 -3.7898
 -3.6588 -3.5479 -3.4544 -3.3752 -3.3068 -3.2458 -3.1909 -3.1411 -3.0955 -3.0546
 -3.0224
 -8.3864 -7.9818 -7.5999 -7.2421 -6.9207 -6.6413 -6.4030 -6.1967 -6.0096 -5.8346
 -5.6718 -5.5216 -5.3759 -5.2232 -5.0637 -4.6836 -4.3761 -4.1358 -3.9456 -3.7913
 -3.6641 -3.5581 -3.4699 -3.3967 -3.3346 -3.2800 -3.2310 -3.1862 -3.1454 -3.1088
 -3.0774
 -8.4175 -8.0269 -7.6552 -7.2996 -6.9695 -6.6740 -6.4165 -6.1945 -5.9999 -5.8218
 -5.6534 -5.4941 -5.3450 -5.2037 -5.0656 -4.7164 -4.3992 -4.1481 -3.9527 -3.7973
 -3.6713 -3.5682 -3.4838 -3.4154 -3.3592 -3.3111 -3.2686 -3.2299 -3.1943 -3.1622
 -3.1337
 -8.4485 -8.0593 -7.7029 -7.3593 -7.0307 -6.7265 -6.4538 -6.2149 -6.0069 -5.8226
 -5.6535 -5.4934 -5.3404 -5.1946 -5.0553 -4.7331 -4.4306 -4.1690 -3.9651 -3.8058
 -3.6788 -3.5764 -3.4943 -3.4293 -3.3778 -3.3359 -3.3002 -3.2683 -3.2391 -3.2123
 -3.1869
 -8.4903 -8.0832 -7.7339 -7.4067 -7.0905 -6.7887 -6.5083 -6.2556 -6.0324 -5.8363
 -5.6614 -5.5010 -5.3491 -5.2030 -5.0618 -4.7381 -4.4545 -4.1979 -3.9839
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = BX   
 -9.2461 -8.6872 -8.1809 -7.7570 -7.3923 -7.0680 -6.7932 -6.5384 -6.3107 -6.1095
 -5.9185 -5.7397 -5.5737 -5.4206 -5.2796 -4.9691 -4.6917 -4.4252 -4.1644
 -8.8866 -8.6578 -8.1745 -7.7208 -7.3264 -6.9835 -6.6934 -6.4347 -6.2020 -5.9951
 -5.8008 -5.6194 -5.4509 -5.2958 -5.1537 -4.8467 -4.5804 -4.3318 -4.0958 -3.8765
 -8.5729 -8.4742 -8.1641 -7.7408 -7.3299 -6.9618 -6.6504 -6.3809 -6.1429 -5.9306
 -5.7337 -5.5495 -5.3780 -5.2197 -5.0748 -4.7649 -4.5035 -4.2662 -4.0466 -3.8454
 -3.6659
 -8.3456 -8.0477 -7.9509 -7.7332 -7.3668 -6.9951 -6.6587 -6.3699 -6.1214 -5.9018
 -5.7021 -5.5153 -5.3405 -5.1784 -5.0293 -4.7122 -4.4513 -4.2209 -4.0125 -3.8249
 -3.6581 -3.5129
 -8.3197 -7.9025 -7.6097 -7.4668 -7.3347 -7.0384 -6.7064 -6.3980 -6.1314 -5.9008
 -5.6963 -5.5067 -5.3288 -5.1627 -5.0089 -4.6813 -4.4171 -4.1903 -3.9897 -3.8124
 -3.6561 -3.5197 -3.4023 -3.3016
 -8.3510 -7.8988 -7.5233 -7.2410 -7.0525 -6.9287 -6.7360 -6.4530 -6.1728 -5.9251
 -5.7100 -5.5171 -5.3362 -5.1664 -5.0080 -4.6679 -4.3969 -4.1707 -3.9754 -3.8056
 -3.6581 -3.5295 -3.4187 -3.3233 -3.2407 -3.1672 -3.0996 -3.0365 -2.9835 -2.9500
 -8.4135 -7.9458 -7.5365 -7.1954 -6.9270 -6.7203 -6.5597 -6.4155 -6.2166 -5.9735
 -5.7436 -5.5422 -5.3585 -5.1855 -5.0229 -4.6693 -4.3885 -4.1599 -3.9673 -3.8031
 -3.6623 -3.5408 -3.4363 -3.3467 -3.2691 -3.2006 -3.1400 -3.0845 -3.0329 -2.9907
 -2.9666
 -8.4933 -8.0212 -7.5941 -7.2217 -6.9106 -6.6563 -6.4489 -6.2704 -6.1135 -5.9613
 -5.7812 -5.5802 -5.3924 -5.2168 -5.0507 -4.6841 -4.3911 -4.1569 -3.9644 -3.8035
 -3.6676 -3.5521 -3.4534 -3.3696 -3.2978 -3.2350 -3.1793 -3.1284 -3.0827 -3.0435
 -3.0113
 -8.5718 -8.1062 -7.6730 -7.2816 -6.9408 -6.6539 -6.4167 -6.2160 -6.0367 -5.8720
 -5.7203 -5.5725 -5.4142 -5.2495 -5.0850 -4.7081 -4.4017 -4.1591 -3.9642 -3.8044
 -3.6718 -3.5607 -3.4674 -3.3891 -3.3233 -3.2665 -3.2167 -3.1719 -3.1317 -3.0961
 -3.0651
 -8.6501 -8.1956 -7.7678 -7.3695 -7.0097 -6.6966 -6.4312 -6.2082 -6.0164 -5.8426
 -5.6801 -5.5280 -5.3857 -5.2479 -5.1068 -4.7458 -4.4264 -4.1728 -3.9720 -3.8107
 -3.6789 -3.5703 -3.4807 -3.4070 -3.3464 -3.2957 -3.2521 -3.2134 -3.1785 -3.1466
 -3.1198
 -8.7225 -8.2743 -7.8588 -7.4656 -7.0990 -6.7685 -6.4794 -6.2322 -6.0218 -5.8387
 -5.6722 -5.5159 -5.3679 -5.2287 -5.0955 -4.7734 -4.4609 -4.1951 -3.9858 -3.8200
 -3.6869 -3.5788 -3.4914 -3.4210 -3.3648 -3.3196 -3.2822 -3.2499 -3.2211 -3.1952
 -3.1707
 -8.7984 -8.3377 -7.9335 -7.5540 -7.1937 -6.8576 -6.5532 -6.2851 -6.0535 -5.8539
 -5.6788 -5.5198 -5.3706 -5.2286 -5.0928 -4.7786 -4.4907 -4.2263 -4.0063
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = BX   
 -9.0860 -8.5223 -8.0386 -7.6414 -7.2903 -6.9815 -6.7211 -6.4780 -6.2520 -6.0568
 -5.8732 -5.7008 -5.5408 -5.3927 -5.2563 -4.9561 -4.6836 -4.4291 -4.1905
 -8.9516 -8.5619 -8.0619 -7.6194 -7.2429 -6.9133 -6.6390 -6.3882 -6.1591 -5.9592
 -5.7722 -5.5975 -5.4352 -5.2852 -5.1471 -4.8484 -4.5912 -4.3518 -4.1229 -3.9064
 -8.7376 -8.5276 -8.1102 -7.6617 -7.2554 -6.9009 -6.6017 -6.3431 -6.1104 -5.9045
 -5.7151 -5.5380 -5.3730 -5.2200 -5.0791 -4.7764 -4.5217 -4.2906 -4.0743 -3.8740
 -3.6929
 -8.4747 -8.1966 -8.0624 -7.7119 -7.3112 -6.9389 -6.6121 -6.3349 -6.0942 -5.8807
 -5.6884 -5.5088 -5.3409 -5.1845 -5.0398 -4.7294 -4.4738 -4.2475 -4.0402 -3.8514
 -3.6821 -3.5329
 -8.3159 -7.9204 -7.7145 -7.6235 -7.3546 -7.0021 -6.6634 -6.3626 -6.1054 -5.8818
 -5.6843 -5.5018 -5.3309 -5.1710 -5.0222 -4.7016 -4.4416 -4.2177 -4.0168 -3.8366
 -3.6771 -3.5365 -3.4142 -3.3093
 -8.3662 -7.8999 -7.5375 -7.3041 -7.1890 -7.0220 -6.7275 -6.4225 -6.1452 -5.9065
 -5.6981 -5.5122 -5.3383 -5.1750 -5.0221 -4.6896 -4.4221 -4.1979 -4.0014 -3.8279
 -3.6762 -3.5433 -3.4274 -3.3272 -3.2401 -3.1641 -3.0945 -3.0293 -2.9764 -2.9425
 -8.4633 -7.9622 -7.5396 -7.2054 -6.9640 -6.8021 -6.6741 -6.4725 -6.2095 -5.9549
 -5.7318 -5.5368 -5.3598 -5.1932 -5.0366 -4.6918 -4.4141 -4.1865 -3.9922 -3.8235
 -3.6778 -3.5516 -3.4420 -3.3473 -3.2656 -3.1943 -3.1303 -3.0731 -3.0225 -2.9808
 -2.9565
 -8.5910 -8.0680 -7.6110 -7.2257 -6.9163 -6.6787 -6.4940 -6.3435 -6.1969 -6.0068
 -5.7852 -5.5769 -5.3930 -5.2238 -5.0637 -4.7073 -4.4173 -4.1832 -3.9884 -3.8226
 -3.6811 -3.5603 -3.4565 -3.3673 -3.2911 -3.2253 -3.1680 -3.1177 -3.0721 -3.0309
 -2.9991
 -8.7356 -8.1942 -7.7176 -7.2997 -6.9467 -6.6600 -6.4317 -6.2432 -6.0786 -5.9292
 -5.7807 -5.6133 -5.4325 -5.2609 -5.0985 -4.7322 -4.4291 -4.1859 -3.9877 -3.8227
 -3.6840 -3.5672 -3.4685 -3.3847 -3.3140 -3.2539 -3.2023 -3.1570 -3.1170 -3.0818
 -3.0512
 -8.8644 -8.3323 -7.8502 -7.4135 -7.0298 -6.7048 -6.4376 -6.2195 -6.0351 -5.8696
 -5.7165 -5.5731 -5.4329 -5.2875 -5.1377 -4.7713 -4.4554 -4.2008 -3.9962 -3.8290
 -3.6908 -3.5760 -3.4808 -3.4015 -3.3357 -3.2810 -3.2351 -3.1955 -3.1608 -3.1303
 -3.1041
 -8.9776 -8.4622 -7.9858 -7.5449 -7.1439 -6.7911 -6.4904 -6.2400 -6.0320 -5.8536
 -5.6926 -5.5425 -5.4013 -5.2683 -5.1387 -4.8103 -4.4919 -4.2247 -4.0113 -3.8394
 -3.6995 -3.5849 -3.4914 -3.4153 -3.3536 -3.3038 -3.2635 -3.2298 -3.2009 -3.1757
 -3.1526
 -9.0754 -8.5840 -8.1047 -7.6748 -7.2717 -6.9045 -6.5790 -6.2994 -6.0636 -5.8645
 -5.6925 -5.5375 -5.3928 -5.2563 -5.1015 -4.8492 -4.5386 -4.2576 -4.0330
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = BX   
 -8.9349 -8.3776 -7.9201 -7.5527 -7.2134 -6.9206 -6.6643 -6.4302 -6.2100 -6.0215
 -5.8434 -5.6767 -5.5217 -5.3784 -5.2457 -4.9534 -4.6898 -4.4455 -4.2184
 -8.9870 -8.4533 -7.9570 -7.5325 -7.1766 -6.8624 -6.5934 -6.3528 -6.1287 -5.9359
 -5.7552 -5.5865 -5.4297 -5.2845 -5.1501 -4.8582 -4.6080 -4.3762 -4.1536 -3.9401
 -8.6827 -8.5107 -8.0241 -7.5855 -7.1931 -6.8532 -6.5643 -6.3145 -6.0864 -5.8880
 -5.7050 -5.5342 -5.3751 -5.2273 -5.0904 -4.7942 -4.5451 -4.3193 -4.1067 -3.9070
 -3.7244
