 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = BX   
 -5.1174 -4.8448 -4.5978 -4.3706 -4.1555 -3.9487 -3.7487 -3.5557 -3.3707 -3.1949
 -3.0289 -2.8728 -2.7261 -2.5877 -2.4556 -2.1478 -1.8849 -1.6733 -1.5027 -1.3643
 -1.2570 -1.1729 -1.1028 -1.0404 -0.9823 -0.9269 -0.8741 -0.8238 -0.7766 -0.7336
 -0.6972
 -5.0140 -4.7667 -4.5364 -4.3246 -4.1247 -3.9310 -3.7416 -3.5554 -3.3738 -3.1984
 -3.0306 -2.8716 -2.7217 -2.5812 -2.4484 -2.1470 -1.8919 -1.6816 -1.5122 -1.3745
 -1.2663 -1.1833 -1.1178 -1.0624 -1.0125 -0.9654 -0.9202 -0.8767 -0.8350 -0.7958
 -0.7595
 -4.9174 -4.6863 -4.4714 -4.2704 -4.0811 -3.9003 -3.7230 -3.5472 -3.3733 -3.2026
 -3.0367 -2.8774 -2.7259 -2.5830 -2.4484 -2.1474 -1.8973 -1.6894 -1.5207 -1.3839
 -1.2751 -1.1913 -1.1271 -1.0763 -1.0334 -0.9945 -0.9578 -0.9222 -0.8876 -0.8543
 -0.8233
 -4.8277 -4.6036 -4.4006 -4.2085 -4.0276 -3.8554 -3.6888 -3.5247 -3.3612 -3.1990
 -3.0391 -2.8831 -2.7326 -2.5892 -2.4556 -2.1490 -1.9011 -1.6967 -1.5282
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = BX   
 -6.2866 -5.9910 -5.7454 -5.5379 -5.3573 -5.1890 -5.0197 -4.8400 -4.6486 -4.4465
 -4.2285 -3.9947 -3.7539 -3.5218 -3.2934 -2.8050 -2.3665 -1.9769 -1.6585
 -5.9034 -5.5688 -5.2925 -5.0671 -4.8793 -4.7144 -4.5596 -4.4017 -4.2378 -4.0650
 -3.8776 -3.6720 -3.4516 -3.2335 -3.0305 -2.5880 -2.2081 -1.8743 -1.5949 -1.3722
 -5.6248 -5.2478 -4.9479 -4.7265 -4.5249 -4.3528 -4.2000 -4.0541 -3.9077 -3.7568
 -3.5963 -3.4204 -3.2253 -3.0218 -2.8300 -2.4217 -2.0857 -1.7958 -1.5491 -1.3496
 -1.1854
 -5.4772 -5.0680 -4.7430 -4.4909 -4.2905 -4.1212 -3.9662 -3.8143 -3.6665 -3.5224
 -3.3770 -3.2251 -3.0585 -2.8740 -2.6919 -2.3061 -1.9993 -1.7414 -1.5211 -1.3401
 -1.1920 -1.0661
 -5.4642 -5.0416 -4.6881 -4.4057 -4.1795 -3.9926 -3.8307 -3.6820 -3.5367 -3.3872
 -3.2332 -3.0839 -2.9345 -2.7736 -2.6026 -2.2310 -1.9424 -1.7062 -1.5061 -1.3399
 -1.2034 -1.0873 -0.9849 -0.8924
 -5.4999 -5.0670 -4.7014 -4.3944 -4.1362 -3.9181 -3.7321 -3.5712 -3.4291 -3.2999
 -3.1648 -3.0127 -2.8588 -2.7065 -2.5485 -2.1866 -1.9079 -1.6853 -1.4996 -1.3450
 -1.2182 -1.1109 -1.0163 -0.9303 -0.8510 -0.7776 -0.7103 -0.6465 -0.5884 -0.5523
 -5.5547 -5.1207 -4.7486 -4.4324 -4.1621 -3.9287 -3.7250 -3.5453 -3.3845 -3.2369
 -3.0985 -2.9641 -2.8238 -2.6776 -2.5244 -2.1650 -1.8897 -1.6747 -1.4984 -1.3522
 -1.2331 -1.1340 -1.0471 -0.9681 -0.8949 -0.8264 -0.7629 -0.7041 -0.6498 -0.6033
 -0.5771
 -5.6053 -5.1817 -4.8115 -4.4910 -4.2128 -3.9690 -3.7524 -3.5578 -3.3817 -3.2204
 -3.0695 -2.9263 -2.7887 -2.6549 -2.5176 -2.1651 -1.8840 -1.6716 -1.5007 -1.3597
 -1.2459 -1.1534 -1.0743 -1.0029 -0.9366 -0.8741 -0.8156 -0.7609 -0.7105 -0.6655
 -0.6304
 -5.6300 -5.2232 -4.8667 -4.5513 -4.2717 -4.0219 -3.7964 -3.5910 -3.4026 -3.2290
 -3.0673 -2.9153 -2.7710 -2.6337 -2.5024 -2.1739 -1.8891 -1.6723 -1.5036 -1.3658
 -1.2547 -1.1668 -1.0945 -1.0310 -0.9725 -0.9173 -0.8649 -0.8154 -0.7690 -0.7268
 -0.6908
 -5.6284 -5.2514 -4.9125 -4.6086 -4.3343 -4.0842 -3.8540 -3.6411 -3.4436 -3.2601
 -3.0890 -2.9286 -2.7774 -2.6345 -2.4995 -2.1832 -1.9059 -1.6824 -1.5113 -1.3743
 -1.2638 -1.1774 -1.1094 -1.0527 -1.0022 -0.9550 -0.9102 -0.8673 -0.8265 -0.7883
 -0.7530
 -5.6045 -5.2554 -4.9371 -4.6478 -4.3836 -4.1396 -3.9112 -3.6958 -3.4929 -3.3023
 -3.1235 -2.9559 -2.7984 -2.6499 -2.5097 -2.1912 -1.9203 -1.6964 -1.5207 -1.3828
 -1.2722 -1.1855 -1.1188 -1.0666 -1.0230 -0.9839 -0.9474 -0.9123 -0.8784 -0.8461
 -0.8159
 -5.5590 -5.2383 -4.9423 -4.6688 -4.4150 -4.1785 -3.9565 -3.7449 -3.5420 -3.3483
 -3.1646 -2.9914 -2.8285 -2.6750 -2.5330 -2.1979 -1.9323 -1.7143 -1.5318
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = BX   
 -6.5444 -6.3210 -6.1087 -5.8997 -5.6911 -5.4645 -5.2007 -4.9007 -4.6159 -4.3513
 -4.0967 -3.8468 -3.6053 -3.3808 -3.1754 -2.7312 -2.3463 -1.9980 -1.6924
 -6.0930 -5.8384 -5.6040 -5.3843 -5.1726 -4.9609 -4.7335 -4.4861 -4.2497 -4.0253
 -3.8045 -3.5804 -3.3551 -3.1401 -2.9436 -2.5281 -2.1844 -1.8845 -1.6195 -1.3946
 -5.7756 -5.4828 -5.2217 -4.9872 -4.7734 -4.5729 -4.3748 -4.1671 -3.9651 -3.7717
 -3.5809 -3.3851 -3.1802 -2.9755 -2.7852 -2.3877 -2.0710 -1.8035 -1.5697 -1.3683
 -1.2004
 -5.5900 -5.2412 -4.9521 -4.7046 -4.4827 -4.2837 -4.1002 -3.9200 -3.7434 -3.5734
 -3.4067 -3.2372 -3.0574 -2.8676 -2.6831 -2.2959 -1.9956 -1.7493 -1.5380 -1.3553
 -1.2014 -1.0710
 -5.5316 -5.1265 -4.7900 -4.5109 -4.2789 -4.0852 -3.9173 -3.7515 -3.5870 -3.4279
 -3.2742 -3.1225 -2.9662 -2.7971 -2.6214 -2.2397 -1.9483 -1.7152 -1.5195 -1.3515
 -1.2091 -1.0885 -0.9833 -0.8892
 -5.5844 -5.1399 -4.7577 -4.4357 -4.1697 -3.9511 -3.7723 -3.6244 -3.4897 -3.3507
 -3.1989 -3.0468 -2.8983 -2.7477 -2.5863 -2.2091 -1.9206 -1.6953 -1.5101 -1.3533
 -1.2208 -1.1087 -1.0113 -0.9239 -0.8440 -0.7704 -0.7031 -0.6392 -0.5810 -0.5442
 -5.7030 -5.2234 -4.8105 -4.4611 -4.1683 -3.9249 -3.7225 -3.5516 -3.4036 -3.2728
 -3.1498 -3.0166 -2.8690 -2.7181 -2.5669 -2.1970 -1.9069 -1.6849 -1.5065 -1.3578
 -1.2333 -1.1290 -1.0392 -0.9588 -0.8851 -0.8167 -0.7536 -0.6954 -0.6413 -0.5940
 -0.5670
 -5.8736 -5.3616 -4.9187 -4.5425 -4.2263 -3.9608 -3.7366 -3.5456 -3.3803 -3.2331
 -3.0978 -2.9706 -2.8453 -2.7111 -2.5660 -2.1993 -1.9039 -1.6813 -1.5064 -1.3632
 -1.2455 -1.1468 -1.0642 -0.9912 -0.9244 -0.8621 -0.8041 -0.7494 -0.6995 -0.6559
 -0.6198
 -6.0516 -5.5277 -5.0606 -4.6615 -4.3226 -4.0357 -3.7911 -3.5803 -3.3962 -3.2328
 -3.0842 -2.9454 -2.8133 -2.6863 -2.5587 -2.2128 -1.9078 -1.6809 -1.5069 -1.3671
 -1.2526 -1.1595 -1.0832 -1.0176 -0.9584 -0.9032 -0.8515 -0.8028 -0.7576 -0.7166
 -0.6807
 -6.2062 -5.6900 -5.2222 -4.8106 -4.4541 -4.1474 -3.8829 -3.6527 -3.4497 -3.2686
 -3.1047 -2.9538 -2.8120 -2.6774 -2.5487 -2.2307 -1.9284 -1.6898 -1.5126 -1.3734
 -1.2609 -1.1702 -1.0979 -1.0386 -0.9870 -0.9395 -0.8952 -0.8531 -0.8134 -0.7766
 -0.7427
 -6.3136 -5.8216 -5.3701 -4.9590 -4.5968 -4.2780 -3.9978 -3.7501 -3.5293 -3.3311
 -3.1513 -2.9865 -2.8337 -2.6904 -2.5548 -2.2404 -1.9526 -1.7079 -1.5220 -1.3807
 -1.2683 -1.1783 -1.1078 -1.0526 -1.0074 -0.9676 -0.9313 -0.8968 -0.8639 -0.8328
 -0.8040
 -6.3538 -5.9010 -5.4780 -5.0849 -4.7287 -4.4086 -4.1213 -3.8619 -3.6268 -3.4132
 -3.2184 -3.0399 -2.8753 -2.7221 -2.5770 -2.2419 -1.9804 -1.7352 -1.5351
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = BX   
 -6.9453 -6.7978 -6.6463 -6.4797 -6.2942 -6.0424 -5.6741 -5.1892 -4.7234 -4.3383
 -4.0222 -3.7503 -3.5087 -3.2909 -3.0938 -2.6750 -2.3286 -2.0139 -1.7276
 -6.4379 -6.2711 -6.1046 -5.9306 -5.7362 -5.5014 -5.1922 -4.7957 -4.4126 -4.0811
 -3.7967 -3.5440 -3.3128 -3.1010 -2.9084 -2.5041 -2.1775 -1.8980 -1.6500 -1.4293
 -6.0363 -5.8463 -5.6617 -5.4778 -5.2862 -5.0742 -4.8175 -4.4968 -4.1760 -3.8875
 -3.6324 -3.4004 -3.1824 -2.9771 -2.7877 -2.3909 -2.0788 -1.8199 -1.5958 -1.3974
 -1.2242
 -5.7587 -5.5334 -5.3231 -5.1222 -4.9256 -4.7263 -4.5110 -4.2532 -3.9840 -3.7328
 -3.5052 -3.2953 -3.0941 -2.8986 -2.7129 -2.3190 -2.0145 -1.7685 -1.5602 -1.3785
 -1.2195 -1.0827
 -5.6280 -5.3389 -5.0907 -4.8660 -4.6552 -4.4547 -4.2582 -4.0482 -3.8223 -3.6037
 -3.4010 -3.2122 -3.0299 -2.8484 -2.6693 -2.2765 -1.9746 -1.7361 -1.5384 -1.3690
 -1.2218 -1.0947 -0.9848 -0.8876
 -5.6396 -5.2664 -4.9455 -4.6741 -4.4444 -4.2459 -4.0627 -3.8816 -3.6899 -3.4974
 -3.3145 -3.1429 -2.9781 -2.8134 -2.6453 -2.2551 -1.9518 -1.7171 -1.5264 -1.3659
 -1.2283 -1.1099 -1.0077 -0.9175 -0.8361 -0.7619 -0.6941 -0.6295 -0.5717 -0.5346
 -5.7355 -5.3058 -4.9270 -4.5998 -4.3227 -4.0886 -3.8900 -3.7214 -3.5689 -3.4158
 -3.2556 -3.0944 -2.9380 -2.7853 -2.6316 -2.2494 -1.9416 -1.7072 -1.5209 -1.3667
 -1.2367 -1.1259 -1.0310 -0.9478 -0.8728 -0.8041 -0.7414 -0.6836 -0.6295 -0.5824
 -0.5543
 -5.9071 -5.4236 -4.9972 -4.6268 -4.3095 -4.0418 -3.8168 -3.6264 -3.4619 -3.3167
 -3.1852 -3.0569 -2.9193 -2.7726 -2.6242 -2.2557 -1.9418 -1.7042 -1.5197 -1.3696
 -1.2451 -1.1408 -1.0526 -0.9764 -0.9082 -0.8457 -0.7883 -0.7353 -0.6868 -0.6427
 -0.6068
 -6.1666 -5.6154 -5.1384 -4.7247 -4.3707 -4.0709 -3.8185 -3.6059 -3.4249 -3.2678
 -3.1275 -2.9991 -2.8779 -2.7558 -2.6235 -2.2678 -1.9484 -1.7048 -1.5193 -1.3719
 -1.2513 -1.1519 -1.0695 -1.0000 -0.9390 -0.8835 -0.8324 -0.7848 -0.7410 -0.7013
 -0.6664
 -6.4756 -5.8868 -5.3578 -4.8978 -4.5035 -4.1692 -3.8873 -3.6490 -3.4462 -3.2717
 -3.1184 -2.9799 -2.8510 -2.7284 -2.6084 -2.2895 -1.9686 -1.7151 -1.5251 -1.3775
 -1.2588 -1.1622 -1.0839 -1.0198 -0.9655 -0.9174 -0.8734 -0.8323 -0.7941 -0.7590
 -0.7273
 -6.7745 -6.1714 -5.6217 -5.1249 -4.6925 -4.3228 -4.0092 -3.7430 -3.5153 -3.3189
 -3.1469 -2.9937 -2.8539 -2.7233 -2.5986 -2.2997 -1.9984 -1.7337 -1.5352 -1.3846
 -1.2659 -1.1706 -1.0944 -1.0340 -0.9853 -0.9441 -0.9075 -0.8737 -0.8422 -0.8128
 -0.7858
 -6.9911 -6.4192 -5.8719 -5.3677 -4.9129 -4.5159 -4.1739 -3.8798 -3.6263 -3.4060
 -3.2124 -3.0404 -2.8852 -2.7429 -2.5941 -2.2984 -2.0378 -1.7606 -1.5496
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = BX   
 -7.1522 -7.0396 -6.9213 -6.7851 -6.5886 -6.3055 -5.9188 -5.4152 -4.8376 -4.3719
 -4.0161 -3.7295 -3.4850 -3.2693 -3.0752 -2.6639 -2.3229 -2.0226 -1.7486
 -6.6292 -6.5009 -6.3712 -6.2302 -6.0608 -5.8358 -5.5088 -5.0398 -4.5585 -4.1494
 -3.8209 -3.5494 -3.3137 -3.1026 -2.9116 -2.5098 -2.1861 -1.9111 -1.6683 -1.4509
 -6.1983 -6.0509 -5.9060 -5.7573 -5.5929 -5.3933 -5.1251 -4.7500 -4.3484 -3.9872
 -3.6840 -3.4273 -3.2007 -2.9946 -2.8060 -2.4083 -2.0946 -1.8356 -1.6127 -1.4158
 -1.2413
 -5.8729 -5.6983 -5.5316 -5.3682 -5.2010 -5.0179 -4.7987 -4.5046 -4.1721 -3.8566
 -3.5802 -3.3402 -3.1251 -2.9261 -2.7404 -2.3438 -2.0348 -1.7857 -1.5758 -1.3936
 -1.2331 -1.0929
 -5.6851 -5.4595 -5.2580 -5.0704 -4.8890 -4.7074 -4.5153 -4.2853 -4.0139 -3.7421
 -3.4937 -3.2726 -3.0715 -2.8824 -2.7019 -2.3057 -1.9972 -1.7538 -1.5527 -1.3811
 -1.2319 -1.1015 -0.9882 -0.8888
 -5.6494 -5.3379 -5.0779 -4.8567 -4.6569 -4.4667 -4.2803 -4.0877 -3.8677 -3.6364
 -3.4160 -3.2144 -3.0287 -2.8524 -2.6806 -2.2868 -1.9757 -1.7346 -1.5395 -1.3755
 -1.2351 -1.1134 -1.0079 -0.9152 -0.8325 -0.7580 -0.6892 -0.6241 -0.5669 -0.5303
 -5.7233 -5.3381 -5.0017 -4.7150 -4.4710 -4.2605 -4.0756 -3.9064 -3.7313 -3.5401
 -3.3466 -3.1628 -2.9914 -2.8286 -2.6684 -2.2824 -1.9665 -1.7246 -1.5330 -1.3745
 -1.2409 -1.1266 -1.0283 -0.9425 -0.8662 -0.7970 -0.7342 -0.6765 -0.6224 -0.5761
 -0.5485
 -5.8701 -5.4283 -5.0354 -4.6918 -4.3968 -4.1452 -3.9292 -3.7423 -3.5775 -3.4237
 -3.2740 -3.1211 -2.9647 -2.8105 -2.6601 -2.2893 -1.9679 -1.7219 -1.5311 -1.3764
 -1.2477 -1.1394 -1.0475 -0.9684 -0.8988 -0.8360 -0.7789 -0.7262 -0.6775 -0.6344
 -0.5984
 -6.0974 -5.5955 -5.1491 -4.7572 -4.4173 -4.1266 -3.8796 -3.6694 -3.4882 -3.3282
 -3.1837 -3.0517 -2.9258 -2.7957 -2.6566 -2.3009 -1.9759 -1.7233 -1.5307 -1.3780
 -1.2529 -1.1492 -1.0629 -0.9902 -0.9275 -0.8714 -0.8205 -0.7735 -0.7304 -0.6915
 -0.6574
 -6.4290 -5.8603 -5.3535 -4.9095 -4.5243 -4.1943 -3.9138 -3.6761 -3.4740 -3.3000
 -3.1469 -3.0091 -2.8821 -2.7622 -2.6435 -2.3208 -1.9970 -1.7351 -1.5372 -1.3836
 -1.2601 -1.1592 -1.0768 -1.0092 -0.9527 -0.9035 -0.8595 -0.8189 -0.7814 -0.7474
 -0.7167
 -6.7999 -6.1915 -5.6367 -5.1387 -4.7059 -4.3333 -4.0162 -3.7472 -3.5188 -3.3234
 -3.1543 -3.0049 -2.8697 -2.7440 -2.6242 -2.3321 -2.0270 -1.7550 -1.5484 -1.3911
 -1.2673 -1.1676 -1.0875 -1.0235 -0.9720 -0.9292 -0.8922 -0.8587 -0.8278 -0.7993
 -0.7763
 -7.2101 -6.5154 -5.9441 -5.4195 -4.9467 -4.5341 -4.1792 -3.8761 -3.6179 -3.3965
 -3.2051 -3.0375 -2.8882 -2.7523 -2.5987 -2.3348 -2.0659 -1.7830 -1.5643
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = BX   
 -7.3871 -7.2986 -7.2011 -7.0853 -6.9062 -6.6257 -6.2152 -5.6521 -4.9827 -4.4352
 -4.0343 -3.7284 -3.4788 -3.2634 -3.0716 -2.6656 -2.3314 -2.0389 -1.7658
 -6.8469 -6.7452 -6.6416 -6.5255 -6.3776 -6.1659 -5.8337 -5.3112 -4.7376 -4.2437
 -3.8654 -3.5711 -3.3284 -3.1171 -2.9275 -2.5275 -2.2048 -1.9313 -1.6908 -1.4755
 -6.3867 -6.2704 -6.1560 -6.0363 -5.8975 -5.7153 -5.4483 -5.0357 -4.5544 -4.1115
 -3.7528 -3.4672 -3.2297 -3.0219 -2.8342 -2.4364 -2.1199 -1.8586 -1.6344 -1.4374
 -1.2622
 -6.0173 -5.8805 -5.7492 -5.6191 -5.4813 -5.3195 -5.1064 -4.7901 -4.3960 -4.0059
 -3.6712 -3.3959 -3.1644 -2.9607 -2.7752 -2.3777 -2.0637 -1.8099 -1.5966 -1.4123
 -1.2502 -1.1071
 -5.7599 -5.5879 -5.4303 -5.2804 -5.1321 -4.9763 -4.7964 -4.5569 -4.2428 -3.9090
 -3.6037 -3.3426 -3.1193 -2.9215 -2.7396 -2.3424 -2.0276 -1.7781 -1.5723 -1.3972
 -1.2453 -1.1119 -0.9948 -0.8926
 -5.6602 -5.4182 -5.2131 -5.0303 -4.8600 -4.6940 -4.5241 -4.3325 -4.0882 -3.8103
 -3.5396 -3.2973 -3.0851 -2.8952 -2.7191 -2.3244 -2.0065 -1.7582 -1.5577 -1.3893
 -1.2453 -1.1201 -1.0107 -0.9148 -0.8299 -0.7536 -0.6843 -0.6177 -0.5602 -0.5231
 -5.6954 -5.3616 -5.0810 -4.8480 -4.6490 -4.4693 -4.2966 -4.1245 -3.9317 -3.7067
 -3.4731 -3.2536 -3.0554 -2.8756 -2.7074 -2.3199 -1.9975 -1.7476 -1.5498 -1.3865
 -1.2485 -1.1302 -1.0279 -0.9386 -0.8601 -0.7899 -0.7267 -0.6687 -0.6139 -0.5672
 -0.5394
 -5.8135 -5.4158 -5.0645 -4.7620 -4.5051 -4.2850 -4.0914 -3.9181 -3.7563 -3.5843
 -3.3980 -3.2085 -3.0272 -2.8587 -2.7001 -2.3257 -1.9992 -1.7446 -1.5470 -1.3870
 -1.2534 -1.1405 -1.0445 -0.9617 -0.8897 -0.8257 -0.7682 -0.7162 -0.6682 -0.6243
 -0.5880
 -6.0055 -5.5489 -5.1418 -4.7830 -4.4717 -4.2049 -3.9757 -3.7759 -3.5992 -3.4375
 -3.2833 -3.1354 -2.9894 -2.8414 -2.6931 -2.3357 -2.0081 -1.7468 -1.5465 -1.3877
 -1.2574 -1.1488 -1.0579 -0.9813 -0.9157 -0.8583 -0.8071 -0.7608 -0.7188 -0.6807
 -0.6462
 -6.3098 -5.7813 -5.3134 -4.9005 -4.5398 -4.2280 -3.9608 -3.7321 -3.5348 -3.3615
 -3.2052 -3.0623 -2.9309 -2.8070 -2.6830 -2.3532 -2.0295 -1.7600 -1.5536 -1.3932
 -1.2642 -1.1582 -1.0710 -0.9991 -0.9393 -0.8883 -0.8437 -0.8035 -0.7668 -0.7338
 -0.7042
 -6.7072 -6.1146 -5.5794 -5.1075 -4.6939 -4.3358 -4.0284 -3.7661 -3.5421 -3.3498
 -3.1820 -3.0329 -2.8978 -2.7732 -2.6557 -2.3658 -2.0586 -1.7814 -1.5662 -1.4014
 -1.2716 -1.1666 -1.0817 -1.0133 -0.9581 -0.9128 -0.8747 -0.8412 -0.8109 -0.7834
 -0.7620
 -7.1144 -6.4952 -5.9196 -5.3958 -4.9283 -4.5219 -4.1710 -3.8710 -3.6152 -3.3967
 -3.2085 -3.0445 -2.8991 -2.7674 -2.6112 -2.3735 -2.0954 -1.8110 -1.5843
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = BX   
 -7.6321 -7.5615 -7.5409 -7.4959 -7.3535 -7.0552 -6.5539 -5.8590 -5.1430 -4.5329
 -4.0816 -3.7509 -3.4916 -3.2740 -3.0830 -2.6817 -2.3506 -2.0628 -1.7945
 -7.0807 -7.0025 -6.9157 -6.8170 -6.6837 -6.4786 -6.1397 -5.5741 -4.9316 -4.3660
 -3.9344 -3.6123 -3.3585 -3.1447 -2.9556 -2.5573 -2.2343 -1.9602 -1.7196 -1.5046
 -6.5955 -6.5025 -6.4109 -6.3127 -6.1926 -6.0240 -5.7604 -5.3229 -4.7771 -4.2587
 -3.8422 -3.5236 -3.2714 -3.0595 -2.8719 -2.4748 -2.1553 -1.8902 -1.6629 -1.4639
 -1.2875
 -6.1874 -6.0785 -5.9743 -5.8702 -5.7561 -5.6133 -5.4098 -5.0832 -4.6382 -4.1770
 -3.7800 -3.4652 -3.2140 -3.0033 -2.8171 -2.4204 -2.1018 -1.8425 -1.6244 -1.4363
 -1.2719 -1.1260
 -5.8712 -5.7378 -5.6137 -5.4950 -5.3758 -5.2443 -5.0796 -4.8399 -4.4932 -4.0982
 -3.7306 -3.4246 -3.1757 -2.9666 -2.7821 -2.3862 -2.0663 -1.8102 -1.5988 -1.4188
 -1.2633 -1.1266 -1.0059 -0.9003
 -5.6973 -5.5033 -5.3426 -5.1981 -5.0614 -4.9248 -4.7765 -4.5922 -4.3327 -4.0093
 -3.6818 -3.3919 -3.1488 -2.9427 -2.7610 -2.3673 -2.0447 -1.7891 -1.5823 -1.4086
 -1.2600 -1.1310 -1.0177 -0.9179 -0.8291 -0.7495 -0.6774 -0.6116 -0.5546 -0.5174
 -5.6659 -5.3929 -5.1737 -4.9896 -4.8242 -4.6684 -4.5151 -4.3540 -4.1573 -3.9042
 -3.6248 -3.3597 -3.1272 -2.9266 -2.7490 -2.3609 -2.0351 -1.7772 -1.5726 -1.4037
 -1.2605 -1.1376 -1.0310 -0.9378 -0.8560 -0.7837 -0.7198 -0.6607 -0.6049 -0.5590
 -0.5314
 -5.7502 -5.3967 -5.0934 -4.8416 -4.6328 -4.4533 -4.2897 -4.1316 -3.9702 -3.7779
 -3.5529 -3.3214 -3.1062 -2.9144 -2.7425 -2.3638 -2.0361 -1.7736 -1.5686 -1.4024
 -1.2634 -1.1454 -1.0446 -0.9576 -0.8821 -0.8159 -0.7575 -0.7054 -0.6574 -0.6133
 -0.5776
 -5.9045 -5.4926 -5.1262 -4.8070 -4.5349 -4.3042 -4.1045 -3.9265 -3.7631 -3.6048
 -3.4344 -3.2543 -3.0730 -2.8987 -2.7362 -2.3710 -2.0443 -1.7758 -1.5674 -1.4021
 -1.2660 -1.1519 -1.0559 -0.9746 -0.9052 -0.8454 -0.7930 -0.7462 -0.7044 -0.6670
 -0.6337
 -6.1590 -5.6820 -5.2580 -4.8827 -4.5547 -4.2719 -4.0294 -3.8193 -3.6334 -3.4653
 -3.3068 -3.1538 -3.0078 -2.8673 -2.7280 -2.3859 -2.0648 -1.7898 -1.5749 -1.4073
 -1.2722 -1.1605 -1.0679 -0.9910 -0.9269 -0.8730 -0.8268 -0.7863 -0.7502 -0.7175
 -0.6901
 -6.5333 -5.9803 -5.4875 -5.0524 -4.6705 -4.3382 -4.0513 -3.8046 -3.5919 -3.4059
 -3.2397 -3.0876 -2.9475 -2.8183 -2.6970 -2.3987 -2.0920 -1.8123 -1.5889 -1.4161
 -1.2797 -1.1690 -1.0785 -1.0048 -0.9449 -0.8961 -0.8559 -0.8216 -0.7916 -0.7651
 -0.7467
 -6.9735 -6.3737 -5.8178 -5.3176 -4.8779 -4.4934 -4.1601 -3.8734 -3.6273 -3.4158
 -3.2322 -3.0704 -2.9254 -2.7935 -2.6432 -2.4094 -2.1259 -1.8433 -1.6094
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = BX   
 -7.8639 -7.8141 -7.8030 -7.7470 -7.5803 -7.2520 -6.7187 -5.9945 -5.3029 -4.6605
 -4.1592 -3.7971 -3.5235 -3.3010 -3.1097 -2.7109 -2.3827 -2.0966 -1.8291
 -7.3166 -7.2558 -7.1906 -7.1062 -6.9800 -6.7734 -6.4110 -5.7958 -5.1262 -4.5113
 -4.0284 -3.6737 -3.4041 -3.1849 -2.9954 -2.5989 -2.2755 -1.9993 -1.7563 -1.5395
 -6.8146 -6.7418 -6.6695 -6.5879 -6.4798 -6.3171 -6.0493 -5.5898 -4.9975 -4.4229
 -3.9525 -3.5976 -3.3264 -3.1073 -2.9186 -2.5229 -2.2013 -1.9321 -1.7003 -1.4972
 -1.3181
