 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -6.9308 -6.7353 -6.5426 -6.3491 -6.1540 -5.9613 -5.7762 -5.5986 -5.4248 -5.2520
 -5.0812 -4.9159 -4.7591 -4.6108 -4.4679 -4.1342 -3.8553 -3.6343 -3.4524 -3.3064
 -3.1929 -3.1023 -3.0250 -2.9552 -2.8904 -2.8291 -2.7701 -2.7151 -2.6661 -2.6248
 -2.5921
 -6.7525 -6.5766 -6.4021 -6.2251 -6.0515 -5.8753 -5.7002 -5.5303 -5.3669 -5.2057
 -5.0446 -4.8853 -4.7312 -4.5844 -4.4449 -4.1281 -3.8568 -3.6367 -3.4588 -3.3143
 -3.2024 -3.1160 -3.0454 -2.9835 -2.9264 -2.8722 -2.8207 -2.7719 -2.7272 -2.6868
 -2.6502
 -6.5936 -6.4336 -6.2733 -6.1128 -5.9525 -5.7924 -5.6323 -5.4718 -5.3150 -5.1632
 -5.0136 -4.8643 -4.7165 -4.5736 -4.4370 -4.1263 -3.8629 -3.6449 -3.4682 -3.3247
 -3.2120 -3.1265 -3.0602 -3.0053 -2.9561 -2.9099 -2.8660 -2.8236 -2.7833 -2.7456
 -2.7108
 -6.4508 -6.3003 -6.1504 -6.0013 -5.8529 -5.7055 -5.5591 -5.4131 -5.2661 -5.1210
 -4.9794 -4.8403 -4.7018 -4.5649 -4.4315 -4.1263 -3.8679 -3.6524 -3.4762 -3.3340
 -3.2210 -3.1346 -3.0695 -3.0190 -2.9768 -2.9388 -2.9031 -2.8685 -2.8350 -2.8030
 -2.7731
 -6.3099 -6.1484 -6.0009 -5.8631 -5.7312 -5.6019 -5.4724 -5.3411 -5.2084 -5.0753
 -4.9425 -4.8109 -4.6813 -4.5529 -4.4260 -4.1276 -3.8713 -3.6587 -3.4837
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.9124 -8.7409 -8.5317 -8.1981 -7.8131 -7.4259 -7.0847 -6.7930 -6.5224 -6.2635
 -6.0165 -5.7862 -5.5738 -5.3761 -5.1893 -4.7627 -4.3427 -3.9430 -3.6153
 -8.3996 -8.0704 -7.8786 -7.7538 -7.5150 -7.1870 -6.8485 -6.5436 -6.2686 -6.0074
 -5.7589 -5.5283 -5.3176 -5.1251 -4.9467 -4.5429 -4.1749 -3.8378 -3.5519 -3.3249
 -8.1050 -7.7382 -7.4422 -7.2226 -7.0899 -6.9346 -6.6692 -6.3691 -6.0883 -5.8276
 -5.5786 -5.3468 -5.1357 -4.9445 -4.7702 -4.3891 -4.0588 -3.7632 -3.5084 -3.3026
 -3.1375
 -7.8932 -7.5367 -7.2217 -6.9482 -6.7222 -6.5498 -6.4126 -6.2225 -5.9656 -5.7085
 -5.4620 -5.2296 -5.0166 -4.8246 -4.6512 -4.2822 -3.9767 -3.7118 -3.4822 -3.2935
 -3.1412 -3.0140
 -7.7184 -7.3887 -7.0798 -6.8047 -6.5622 -6.3414 -6.1442 -5.9744 -5.8177 -5.6176
 -5.3888 -5.1612 -4.9479 -4.7536 -4.5788 -4.2136 -3.9225 -3.6784 -3.4684 -3.2935
 -3.1516 -3.0334 -2.9309 -2.8383
 -7.5725 -7.2637 -6.9733 -6.7014 -6.4568 -6.2347 -6.0245 -5.8231 -5.6382 -5.4749
 -5.3066 -5.1138 -4.9120 -4.7191 -4.5422 -4.1745 -3.8900 -3.6586 -3.4628 -3.2991
 -3.1658 -3.0555 -2.9603 -2.8750 -2.7963 -2.7237 -2.6574 -2.5975 -2.5454 -2.5082
 -7.4300 -7.1494 -6.8822 -6.6219 -6.3790 -6.1583 -5.9535 -5.7555 -5.5615 -5.3764
 -5.2039 -5.0423 -4.8765 -4.7030 -4.5310 -4.1582 -3.8737 -3.6486 -3.4622 -3.3067
 -3.1806 -3.0774 -2.9894 -2.9108 -2.8387 -2.7700 -2.7060 -2.6490 -2.6007 -2.5620
 -2.5325
 -7.2955 -7.0396 -6.7973 -6.5542 -6.3185 -6.0981 -5.8965 -5.7067 -5.5214 -5.3377
 -5.1584 -4.9875 -4.8287 -4.6768 -4.5244 -4.1608 -3.8698 -3.6461 -3.4649 -3.3149
 -3.1938 -3.0965 -3.0154 -2.9440 -2.8786 -2.8161 -2.7573 -2.7036 -2.6563 -2.6161
 -2.5836
 -7.1740 -6.9353 -6.7111 -6.4874 -6.2648 -6.0488 -5.8469 -5.6603 -5.4836 -5.3102
 -5.1374 -4.9666 -4.8029 -4.6500 -4.5062 -4.1681 -3.8750 -3.6474 -3.4681 -3.3214
 -3.2031 -3.1100 -3.0351 -2.9711 -2.9132 -2.8590 -2.8081 -2.7611 -2.7178 -2.6780
 -2.6413
 -7.0705 -6.8385 -6.6257 -6.4223 -6.2164 -6.0117 -5.8124 -5.6248 -5.4508 -5.2855
 -5.1235 -4.9616 -4.8010 -4.6464 -4.5009 -4.1749 -3.8905 -3.6575 -3.4761 -3.3303
 -3.2129 -3.1211 -3.0500 -2.9923 -2.9420 -2.8956 -2.8520 -2.8105 -2.7712 -2.7346
 -2.7011
 -6.9841 -6.7497 -6.5422 -6.3513 -6.1608 -5.9723 -5.7838 -5.5993 -5.4241 -5.2604
 -5.1050 -4.9534 -4.8022 -4.6522 -4.5070 -4.1808 -3.9036 -3.6713 -3.4858 -3.3393
 -3.2218 -3.1297 -3.0598 -3.0061 -2.9624 -2.9238 -2.8883 -2.8543 -2.8218 -2.7908
 -2.7621
 -6.9094 -6.6689 -6.4606 -6.2720 -6.0948 -5.9213 -5.7476 -5.5747 -5.4044 -5.2405
 -5.0860 -4.9395 -4.7972 -4.6563 -4.5167 -4.1912 -3.9148 -3.6844 -3.4966
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -9.0548 -8.7626 -8.3271 -7.8732 -7.4332 -7.0509 -6.7512 -6.4843 -6.2324 -5.9976
 -5.7751 -5.5667 -5.3744 -5.1976 -5.0337 -4.6605 -4.3100 -3.9713 -3.6624
 -8.3896 -8.2225 -8.0495 -7.7008 -7.3028 -6.9153 -6.5821 -6.3021 -6.0447 -5.8061
 -5.5800 -5.3689 -5.1751 -4.9988 -4.8375 -4.4814 -4.1622 -3.8648 -3.5930 -3.3599
 -8.1031 -7.7583 -7.5589 -7.4457 -7.1887 -6.8396 -6.4933 -6.1906 -5.9266 -5.6849
 -5.4565 -5.2425 -5.0456 -4.8669 -4.7051 -4.3563 -4.0568 -3.7880 -3.5454 -3.3341
 -3.1590
 -7.9553 -7.5733 -7.2642 -7.0385 -6.9009 -6.7384 -6.4521 -6.1429 -5.8636 -5.6167
 -5.3869 -5.1703 -4.9697 -4.7872 -4.6225 -4.2741 -3.9855 -3.7355 -3.5146 -3.3209
 -3.1584 -3.0232
 -7.8544 -7.4775 -7.1451 -6.8619 -6.6299 -6.4456 -6.3032 -6.1078 -5.8449 -5.5880
 -5.3564 -5.1382 -4.9339 -4.7468 -4.5776 -4.2241 -3.9400 -3.7017 -3.4961 -3.3167
 -3.1648 -3.0382 -2.9305 -2.8365
 -7.7772 -7.4160 -7.0801 -6.7818 -6.5217 -6.2949 -6.0964 -5.9247 -5.7699 -5.5743
 -5.3504 -5.1336 -4.9274 -4.7357 -4.5612 -4.1981 -3.9132 -3.6813 -3.4860 -3.3180
 -3.1753 -3.0564 -2.9558 -2.8676 -2.7887 -2.7169 -2.6504 -2.5877 -2.5321 -2.4980
 -7.7140 -7.3719 -7.0437 -6.7407 -6.4713 -6.2348 -6.0205 -5.8195 -5.6342 -5.4701
 -5.3109 -5.1308 -4.9363 -4.7452 -4.5664 -4.1907 -3.9004 -3.6705 -3.4817 -3.3221
 -3.1872 -3.0752 -2.9813 -2.8998 -2.8264 -2.7592 -2.6976 -2.6410 -2.5891 -2.5449
 -2.5206
 -7.6553 -7.3360 -7.0210 -6.7207 -6.4451 -6.1994 -5.9811 -5.7795 -5.5870 -5.4032
 -5.2329 -5.0760 -4.9196 -4.7537 -4.5833 -4.1987 -3.8992 -3.6672 -3.4812 -3.3273
 -3.1986 -3.0926 -3.0049 -2.9301 -2.8632 -2.8019 -2.7442 -2.6910 -2.6437 -2.6033
 -2.5705
 -7.6027 -7.2986 -7.0008 -6.7094 -6.4329 -6.1805 -5.9550 -5.7522 -5.5633 -5.3807
 -5.2040 -5.0359 -4.8775 -4.7280 -4.5807 -4.2158 -3.9056 -3.6679 -3.4820 -3.3312
 -3.2069 -3.1054 -3.0234 -2.9551 -2.8953 -2.8408 -2.7904 -2.7442 -2.7019 -2.6632
 -2.6279
 -7.5602 -7.2670 -6.9828 -6.7062 -6.4362 -6.1810 -5.9478 -5.7386 -5.5493 -5.3719
 -5.2000 -5.0322 -4.8692 -4.7141 -4.5688 -4.2336 -3.9271 -3.6789 -3.4890 -3.3384
 -3.2159 -3.1169 -3.0384 -2.9755 -2.9226 -2.8754 -2.8322 -2.7915 -2.7535 -2.7186
 -2.6874
 -7.5296 -7.2253 -6.9555 -6.6961 -6.4409 -6.1913 -5.9551 -5.7381 -5.5425 -5.3644
 -5.1974 -5.0359 -4.8770 -4.7213 -4.5720 -4.2409 -3.9501 -3.6981 -3.5002 -3.3468
 -3.2243 -3.1260 -3.0491 -2.9897 -2.9425 -2.9025 -2.8668 -2.8335 -2.8021 -2.7727
 -2.7457
 -7.5148 -7.1924 -6.9202 -6.6732 -6.4328 -6.1975 -5.9688 -5.7497 -5.5470 -5.3627
 -5.1944 -5.0370 -4.8849 -4.7353 -4.5879 -4.2509 -3.9664 -3.7202 -3.5163
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -9.0672 -8.6541 -8.1600 -7.6962 -7.2688 -6.9018 -6.6087 -6.3518 -6.1135 -5.8883
 -5.6767 -5.4784 -5.2948 -5.1263 -4.9708 -4.6211 -4.2977 -3.9844 -3.6870
 -8.4636 -8.3348 -8.0129 -7.5902 -7.1759 -6.7900 -6.4705 -6.1997 -5.9541 -5.7252
 -5.5099 -5.3085 -5.1226 -4.9531 -4.7983 -4.4598 -4.1592 -3.8781 -3.6167 -3.3839
 -8.1004 -7.8167 -7.7068 -7.4883 -7.1251 -6.7519 -6.4048 -6.1132 -5.8595 -5.6267
 -5.4087 -5.2041 -5.0148 -4.8421 -4.6854 -4.3494 -4.0620 -3.8027 -3.5668 -3.3557
 -3.1757
 -7.9721 -7.5866 -7.3083 -7.1562 -7.0215 -6.7321 -6.3975 -6.0833 -5.8142 -5.5754
 -5.3552 -5.1479 -4.9548 -4.7778 -4.6172 -4.2779 -3.9967 -3.7513 -3.5335 -3.3397
 -3.1726 -3.0322
 -7.9060 -7.5057 -7.1643 -6.8964 -6.7001 -6.5657 -6.3775 -6.0952 -5.8112 -5.5599
 -5.3361 -5.1265 -4.9298 -4.7481 -4.5825 -4.2352 -3.9550 -3.7179 -3.5126 -3.3324
 -3.1763 -3.0445 -2.9328 -2.8360
 -7.8678 -7.4722 -7.1146 -6.8073 -6.5534 -6.3410 -6.1672 -6.0180 -5.8194 -5.5739
 -5.3416 -5.1300 -4.9303 -4.7441 -4.5730 -4.2141 -3.9306 -3.6974 -3.5005 -3.3307
 -3.1842 -3.0601 -2.9554 -2.8648 -2.7844 -2.7111 -2.6432 -2.5818 -2.5293 -2.4918
 -7.8464 -7.4620 -7.1022 -6.7790 -6.4996 -6.2609 -6.0507 -5.8604 -5.6941 -5.5374
 -5.3510 -5.1477 -4.9487 -4.7594 -4.5831 -4.2101 -3.9193 -3.6864 -3.4944 -3.3323
 -3.1939 -3.0769 -2.9787 -2.8945 -2.8197 -2.7520 -2.6908 -2.6343 -2.5819 -2.5375
 -2.5129
 -7.8302 -7.4643 -7.1097 -6.7806 -6.4860 -6.2305 -6.0078 -5.8059 -5.6169 -5.4414
 -5.2825 -5.1283 -4.9608 -4.7831 -4.6074 -4.2208 -3.9194 -3.6830 -3.4931 -3.3358
 -3.2036 -3.0927 -3.0006 -2.9227 -2.8544 -2.7926 -2.7351 -2.6824 -2.6355 -2.5952
 -2.5619
 -7.8174 -7.4656 -7.1234 -6.7957 -6.4934 -6.2240 -5.9886 -5.7805 -5.5893 -5.4072
 -5.2343 -5.0734 -4.9226 -4.7741 -4.6203 -4.2411 -3.9273 -3.6842 -3.4934 -3.3387
 -3.2108 -3.1049 -3.0181 -2.9464 -2.8848 -2.8297 -2.7794 -2.7329 -2.6903 -2.6524
 -2.6191
 -7.8086 -7.4679 -7.1424 -6.8243 -6.5209 -6.2422 -5.9939 -5.7752 -5.5802 -5.3995
 -5.2266 -5.0605 -4.9022 -4.7520 -4.6096 -4.2667 -3.9499 -3.6961 -3.5007 -3.3455
 -3.2194 -3.1163 -3.0331 -2.9663 -2.9111 -2.8630 -2.8196 -2.7794 -2.7421 -2.7081
 -2.6778
 -7.8065 -7.4622 -7.1517 -6.8499 -6.5558 -6.2755 -6.0176 -5.7868 -5.5823 -5.3984
 -5.2277 -5.0643 -4.9059 -4.7525 -4.6058 -4.2764 -3.9777 -3.7169 -3.5129 -3.3543
 -3.2277 -3.1256 -3.0442 -2.9808 -2.9307 -2.8893 -2.8531 -2.8201 -2.7893 -2.7608
 -2.7343
 -7.8195 -7.4543 -7.1465 -6.8615 -6.5835 -6.3123 -6.0537 -5.8144 -5.5988 -5.4060
 -5.2320 -5.0706 -4.9162 -4.7658 -4.6187 -4.2833 -3.9971 -3.7433 -3.5311
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -9.0175 -8.5011 -7.9868 -7.5344 -7.1394 -6.7888 -6.5001 -6.2437 -6.0126 -5.7975
 -5.5957 -5.4066 -5.2309 -5.0693 -4.9206 -4.5895 -4.2881 -3.9968 -3.7123
 -8.6010 -8.3536 -7.9229 -7.4709 -7.0615 -6.6937 -6.3847 -6.1188 -5.8781 -5.6594
 -5.4538 -5.2615 -5.0832 -4.9198 -4.7705 -4.4462 -4.1608 -3.8936 -3.6418 -3.4117
 -8.1184 -7.9569 -7.8031 -7.4455 -7.0430 -6.6675 -6.3334 -6.0510 -5.8028 -5.5788
 -5.3704 -5.1749 -4.9932 -4.8264 -4.6744 -4.3492 -4.0722 -3.8210 -3.5902 -3.3807
 -3.1970
 -7.9762 -7.6100 -7.4107 -7.3073 -7.0366 -6.6813 -6.3382 -6.0320 -5.7708 -5.5402
 -5.3289 -5.1305 -4.9452 -4.7741 -4.6178 -4.2866 -4.0125 -3.7712 -3.5551 -3.3615
 -3.1910 -3.0453
 -7.9387 -7.5202 -7.1875 -6.9604 -6.8315 -6.6634 -6.3677 -6.0573 -5.7757 -5.5334
 -5.3175 -5.1164 -4.9276 -4.7521 -4.5907 -4.2496 -3.9740 -3.7382 -3.5322 -3.3509
 -3.1916 -3.0546 -2.9382 -2.8381
 -7.9378 -7.5088 -7.1341 -6.8288 -6.5939 -6.4185 -6.2797 -6.0791 -5.8132 -5.5550
 -5.3284 -5.1243 -4.9324 -4.7527 -4.5861 -4.2324 -3.9514 -3.7177 -3.5183 -3.3462
 -3.1964 -3.0673 -2.9577 -2.8635 -2.7806 -2.7063 -2.6385 -2.5755 -2.5201 -2.4852
 -7.9596 -7.5304 -7.1404 -6.8021 -6.5198 -6.2897 -6.0945 -5.9292 -5.7762 -5.5835
 -5.3583 -5.1482 -4.9539 -4.7706 -4.5991 -4.2312 -3.9416 -3.7066 -3.5110 -3.3454
 -3.2034 -3.0816 -2.9784 -2.8903 -2.8135 -2.7447 -2.6824 -2.6257 -2.5738 -2.5294
 -2.5042
 -7.9890 -7.5707 -7.1765 -6.8200 -6.5107 -6.2503 -6.0304 -5.8348 -5.6569 -5.4965
 -5.3419 -5.1681 -4.9836 -4.8010 -4.6265 -4.2443 -3.9429 -3.7035 -3.5090 -3.3473
 -3.2112 -3.0956 -2.9983 -2.9162 -2.8455 -2.7826 -2.7262 -2.6750 -2.6281 -2.5859
 -2.5522
 -8.0210 -7.6114 -7.2241 -6.8607 -6.5342 -6.2508 -6.0097 -5.8014 -5.6125 -5.4357
 -5.2710 -5.1188 -4.9710 -4.8161 -4.6542 -4.2670 -3.9523 -3.7053 -3.5091 -3.3494
 -3.2172 -3.1066 -3.0145 -2.9382 -2.8738 -2.8174 -2.7669 -2.7209 -2.6790 -2.6413
 -2.6088
 -8.0527 -7.6583 -7.2818 -6.9207 -6.5852 -6.2848 -6.0235 -5.7984 -5.6015 -5.4213
 -5.2509 -5.0895 -4.9382 -4.7948 -4.6546 -4.3001 -3.9762 -3.7184 -3.5171 -3.3563
 -3.2254 -3.1176 -3.0293 -2.9577 -2.8990 -2.8491 -2.8052 -2.7653 -2.7287 -2.6957
 -2.6664
 -8.0838 -7.6916 -7.3315 -6.9832 -6.6493 -6.3399 -6.0624 -5.8195 -5.6083 -5.4215
 -5.2502 -5.0879 -4.9327 -4.7846 -4.6432 -4.3161 -4.0083 -3.7404 -3.5305 -3.3658
 -3.2340 -3.1270 -3.0408 -2.9724 -2.9184 -2.8745 -2.8374 -2.8043 -2.7742 -2.7466
 -2.7205
 -8.1253 -7.7158 -7.3637 -7.0327 -6.7120 -6.4052 -6.1198 -5.8623 -5.6351 -5.4357
 -5.2581 -5.0953 -4.9411 -4.7927 -4.6492 -4.3202 -4.0319 -3.7702 -3.5506
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.8945 -8.3330 -7.8230 -7.3949 -7.0257 -6.6969 -6.4183 -6.1600 -5.9293 -5.7258
 -5.5324 -5.3512 -5.1828 -5.0274 -4.8841 -4.5675 -4.2835 -4.0097 -3.7409
 -8.5273 -8.2988 -7.8141 -7.3575 -6.9589 -6.6113 -6.3167 -6.0541 -5.8179 -5.6083
 -5.4114 -5.2273 -5.0563 -4.8987 -4.7542 -4.4410 -4.1679 -3.9122 -3.6688 -3.4421
 -8.2077 -8.1083 -7.7988 -7.3751 -6.9616 -6.5892 -6.2730 -5.9989 -5.7570 -5.5414
 -5.3417 -5.1547 -4.9805 -4.8196 -4.6721 -4.3558 -4.0877 -3.8435 -3.6168 -3.4088
 -3.2228
 -7.9766 -7.6763 -7.5792 -7.3623 -6.9960 -6.6220 -6.2813 -5.9875 -5.7345 -5.5110
 -5.3082 -5.1184 -4.9408 -4.7759 -4.6242 -4.3006 -4.0330 -3.7958 -3.5807 -3.3866
 -3.2137 -3.0631
 -7.9496 -7.5279 -7.2330 -7.0899 -6.9583 -6.6625 -6.3286 -6.0160 -5.7445 -5.5094
 -5.3013 -5.1085 -4.9275 -4.7585 -4.6021 -4.2679 -3.9970 -3.7635 -3.5564 -3.3730
 -3.2110 -3.0693 -2.9476 -2.8435
 -7.9816 -7.5236 -7.1440 -6.8596 -6.6707 -6.5472 -6.3547 -6.0703 -5.7865 -5.5341
 -5.3147 -5.1183 -4.9342 -4.7613 -4.6001 -4.2532 -3.9757 -3.7428 -3.5411 -3.3655
 -3.2125 -3.0790 -2.9639 -2.8652 -2.7799 -2.7041 -2.6343 -2.5689 -2.5137 -2.4784
 -8.0458 -7.5717 -7.1569 -6.8119 -6.5414 -6.3339 -6.1729 -6.0284 -5.8287 -5.5830
 -5.3490 -5.1435 -4.9562 -4.7800 -4.6145 -4.2539 -3.9666 -3.7314 -3.5326 -3.3627
 -3.2167 -3.0903 -2.9817 -2.8887 -2.8086 -2.7379 -2.6754 -2.6182 -2.5648 -2.5207
 -2.4951
 -8.1275 -7.6493 -7.2159 -6.8382 -6.5234 -6.2668 -6.0582 -5.8787 -5.7210 -5.5678
 -5.3860 -5.1820 -4.9905 -4.8116 -4.6423 -4.2686 -3.9690 -3.7283 -3.5298 -3.3633
 -3.2223 -3.1020 -2.9992 -2.9120 -2.8377 -2.7728 -2.7154 -2.6630 -2.6159 -2.5752
 -2.5415
 -8.2074 -7.7366 -7.2973 -6.9000 -6.5541 -6.2634 -6.0238 -5.8214 -5.6407 -5.4746
 -5.3215 -5.1722 -5.0118 -4.8444 -4.6770 -4.2929 -3.9798 -3.7307 -3.5299 -3.3646
 -3.2269 -3.1112 -3.0137 -2.9321 -2.8636 -2.8048 -2.7534 -2.7072 -2.6658 -2.6291
 -2.5970
 -8.2865 -7.8278 -7.3948 -6.9907 -6.6252 -6.3071 -6.0380 -5.8122 -5.6184 -5.4429
 -5.2787 -5.1250 -4.9809 -4.8412 -4.6981 -4.3312 -4.0052 -3.7451 -3.5384 -3.3716
 -3.2348 -3.1217 -3.0279 -2.9507 -2.8874 -2.8347 -2.7894 -2.7494 -2.7134 -2.6806
 -2.6528
 -8.3590 -7.9077 -7.4880 -7.0897 -6.7175 -6.3815 -6.0877 -5.8366 -5.6233 -5.4379
 -5.2695 -5.1112 -4.9614 -4.8202 -4.6851 -4.3584 -4.0405 -3.7684 -3.5531 -3.3820
 -3.2439 -3.1313 -3.0396 -2.9657 -2.9066 -2.8592 -2.8201 -2.7865 -2.7567 -2.7300
 -2.7048
 -8.4347 -7.9715 -7.5641 -7.1805 -6.8152 -6.4737 -6.1642 -5.8914 -5.6559 -5.4532
 -5.2756 -5.1145 -4.9632 -4.8192 -4.6813 -4.3624 -4.0702 -3.8006 -3.5748
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.7360 -8.1686 -7.6805 -7.2789 -6.9233 -6.6102 -6.3464 -6.1001 -5.8712 -5.6738
 -5.4879 -5.3133 -5.1511 -5.0007 -4.8620 -4.5562 -4.2775 -4.0161 -3.7702
 -8.5944 -8.2050 -7.7024 -7.2561 -6.8752 -6.5408 -6.2626 -6.0080 -5.7756 -5.5732
 -5.3838 -5.2067 -5.0420 -4.8896 -4.7492 -4.4446 -4.1811 -3.9350 -3.6991 -3.4754
 -8.3745 -8.1644 -7.7473 -7.2970 -6.8872 -6.5281 -6.2242 -5.9614 -5.7250 -5.5162
 -5.3241 -5.1444 -4.9769 -4.8215 -4.6782 -4.3694 -4.1085 -3.8706 -3.6476 -3.4406
 -3.2532
 -8.1070 -7.8270 -7.6930 -7.3435 -6.9417 -6.5661 -6.2346 -5.9527 -5.7077 -5.4907
 -5.2955 -5.1131 -4.9426 -4.7837 -4.6365 -4.3201 -4.0581 -3.8252 -3.6113 -3.4163
 -3.2410 -3.0861
 -7.9459 -7.5465 -7.3393 -7.2487 -6.9809 -6.6279 -6.2861 -5.9807 -5.7187 -5.4911
 -5.2901 -5.1048 -4.9310 -4.7685 -4.6171 -4.2903 -4.0240 -3.7936 -3.5864 -3.4002
 -3.2350 -3.0891 -2.9621 -2.8534
 -7.9967 -7.5246 -7.1587 -6.9241 -6.8091 -6.6431 -6.3485 -6.0409 -5.7592 -5.5159
 -5.3035 -5.1143 -4.9374 -4.7713 -4.6157 -4.2770 -4.0033 -3.7726 -3.5699 -3.3906
 -3.2334 -3.0955 -2.9750 -2.8711 -2.7809 -2.7024 -2.6304 -2.5626 -2.5073 -2.4715
 -8.0956 -7.5879 -7.1599 -6.8223 -6.5795 -6.4175 -6.2898 -6.0883 -5.8236 -5.5652
 -5.3377 -5.1388 -4.9585 -4.7890 -4.6295 -4.2784 -3.9945 -3.7606 -3.5601 -3.3857
 -3.2348 -3.1037 -2.9897 -2.8913 -2.8066 -2.7329 -2.6669 -2.6077 -2.5551 -2.5113
 -2.4854
 -8.2256 -7.6960 -7.2325 -6.8421 -6.5294 -6.2901 -6.1048 -5.9540 -5.8072 -5.6161
 -5.3919 -5.1796 -4.9920 -4.8196 -4.6566 -4.2935 -3.9972 -3.7570 -3.5562 -3.3847
 -3.2381 -3.1127 -3.0045 -2.9116 -2.8324 -2.7644 -2.7051 -2.6530 -2.6059 -2.5632
 -2.5298
 -8.3728 -7.8247 -7.3417 -6.9177 -6.5598 -6.2697 -6.0393 -5.8497 -5.6843 -5.5341
 -5.3846 -5.2158 -5.0320 -4.8571 -4.6916 -4.3184 -4.0091 -3.7598 -3.5557 -3.3851
 -3.2414 -3.1199 -3.0170 -2.9295 -2.8558 -2.7934 -2.7399 -2.6932 -2.6518 -2.6153
 -2.5835
 -8.5017 -7.9649 -7.4773 -7.0344 -6.6449 -6.3150 -6.0444 -5.8239 -5.6379 -5.4711
 -5.3168 -5.1722 -5.0306 -4.8832 -4.7311 -4.3581 -4.0359 -3.7752 -3.5647 -3.3921
 -3.2489 -3.1295 -3.0300 -2.9470 -2.8782 -2.8211 -2.7734 -2.7323 -2.6964 -2.6648
 -2.6376
 -8.6160 -8.0964 -7.6152 -7.1690 -6.7621 -6.4037 -6.0983 -5.8443 -5.6336 -5.4533
 -5.2907 -5.1391 -4.9964 -4.8617 -4.7304 -4.3973 -4.0732 -3.8000 -3.5807 -3.4034
 -3.2585 -3.1394 -3.0417 -2.9618 -2.8969 -2.8447 -2.8025 -2.7673 -2.7371 -2.7111
 -2.6871
 -8.7158 -8.2192 -7.7359 -7.3016 -6.8931 -6.5204 -6.1896 -5.9053 -5.6658 -5.4638
 -5.2895 -5.1327 -4.9863 -4.8480 -4.6895 -4.4360 -4.1210 -3.8342 -3.6037
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.5866 -8.0239 -7.5616 -7.1899 -6.8461 -6.5495 -6.2898 -6.0528 -5.8298 -5.6393
 -5.4592 -5.2904 -5.1333 -4.9878 -4.8531 -4.5554 -4.2858 -4.0351 -3.8012
 -8.6336 -8.0979 -7.5979 -7.1690 -6.8085 -6.4899 -6.2171 -5.9731 -5.7459 -5.5509
 -5.3680 -5.1970 -5.0380 -4.8906 -4.7541 -4.4565 -4.2004 -3.9622 -3.7329 -3.5125
 -8.3215 -8.1504 -7.6628 -7.2214 -6.8248 -6.4802 -6.1869 -5.9333 -5.7017 -5.5006
 -5.3152 -5.1421 -4.9808 -4.8307 -4.6915 -4.3896 -4.1345 -3.9023 -3.6832 -3.4771
 -3.2882
