 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -1.7329 -1.7488 -1.7664 -1.7848 -1.8039 -1.8232 -1.8440 -1.8682 -1.8970 -1.9308
 -1.9679
 -2.5309 -2.4979 -2.4542 -2.3993 -2.3364 -2.2705 -2.2068 -2.1480 -2.0958 -2.0513
 -2.0164 -1.9918 -1.9721 -1.9498 -1.9220 -1.8432 -1.7808 -1.7417 -1.7231 -1.7222
 -1.7345 -1.7538 -1.7749 -1.7964 -1.8178 -1.8394 -1.8606 -1.8830 -1.9088 -1.9395
 -1.9761
 -2.4428 -2.4162 -2.3846 -2.3442 -2.2950 -2.2399 -2.1823 -2.1260 -2.0735 -2.0257
 -1.9836 -1.9484 -1.9206 -1.8990 -1.8802 -1.8290 -1.7752 -1.7376 -1.7194 -1.7184
 -1.7317 -1.7541 -1.7795 -1.8050 -1.8299 -1.8542 -1.8784 -1.9036 -1.9300 -1.9574
 -1.9857
 -2.3601 -2.3360 -2.3096 -2.2801 -2.2438 -2.2009 -2.1534 -2.1037 -2.0547 -2.0082
 -1.9654 -1.9273 -1.8943 -1.8667 -1.8440 -1.8013 -1.7633 -1.7310 -1.7132 -1.7116
 -1.7245 -1.7485 -1.7778 -1.8081 -1.8374 -1.8655 -1.8928 -1.9192 -1.9454 -1.9721
 -2.0006
 -2.2877 -2.2577 -2.2340 -2.2103 -2.1833 -2.1513 -2.1147 -2.0743 -2.0321 -1.9898
 -1.9493 -1.9118 -1.8780 -1.8484 -1.8228 -1.7756 -1.7439 -1.7196 -1.7046 -1.7027
 -1.7145 -1.7386 -1.7703 -1.8049 -1.8391 -1.8719 -1.9034 -1.9332 -1.9620 -1.9903
 -2.0186
 -2.2262 -2.1896 -2.1629 -2.1404 -2.1179 -2.0935 -2.0661 -2.0351 -2.0015 -1.9660
 -1.9302 -1.8956 -1.8632 -1.8340 -1.8080 -1.7576 -1.7252 -1.7046 -1.6935
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  o   
 -3.3330 -3.2132 -3.0408 -2.8777 -2.7227 -2.5889 -2.4902 -2.4102 -2.3368 -2.2635
 -2.1953 -2.1308 -2.0699 -2.0126 -1.9588 -1.8419 -1.7530 -1.6934 -1.6617
 -3.1041 -3.1209 -3.0232 -2.8695 -2.7212 -2.5839 -2.4763 -2.3911 -2.3161 -2.2446
 -2.1783 -2.1160 -2.0573 -2.0022 -1.9506 -1.8403 -1.7586 -1.7048 -1.6768 -1.6676
 -2.9510 -2.8872 -2.8989 -2.8474 -2.7189 -2.5883 -2.4708 -2.3783 -2.3015 -2.2310
 -2.1667 -2.1065 -2.0499 -1.9968 -1.9473 -1.8419 -1.7648 -1.7149 -1.6889 -1.6809
 -1.6837
 -2.8861 -2.7813 -2.7029 -2.6825 -2.6735 -2.5848 -2.4731 -2.3719 -2.2906 -2.2201
 -2.1573 -2.0991 -2.0445 -1.9935 -1.9458 -1.8444 -1.7706 -1.7233 -1.6988 -1.6918
 -1.6958 -1.7051
 -2.8300 -2.7325 -2.6327 -2.5499 -2.4995 -2.4870 -2.4533 -2.3707 -2.2841 -2.2112
 -2.1486 -2.0921 -2.0394 -1.9902 -1.9444 -1.8466 -1.7754 -1.7300 -1.7067 -1.7006
 -1.7059 -1.7166 -1.7301 -1.7455
 -2.7681 -2.6875 -2.5958 -2.5035 -2.4226 -2.3599 -2.3218 -2.3040 -2.2675 -2.2033
 -2.1398 -2.0844 -2.0334 -1.9860 -1.9419 -1.8475 -1.7786 -1.7346 -1.7124 -1.7070
 -1.7137 -1.7264 -1.7417 -1.7586 -1.7772 -1.7981 -1.8216 -1.8487 -1.8798 -1.9146
 -2.6974 -2.6346 -2.5586 -2.4748 -2.3912 -2.3155 -2.2512 -2.2010 -2.1686 -2.1477
 -2.1168 -2.0723 -2.0253 -1.9801 -1.9377 -1.8468 -1.7799 -1.7371 -1.7154 -1.7107
 -1.7187 -1.7338 -1.7517 -1.7706 -1.7906 -1.8118 -1.8345 -1.8596 -1.8883 -1.9226
 -1.9599
 -2.6204 -2.5714 -2.5119 -2.4424 -2.3672 -2.2926 -2.2233 -2.1624 -2.1109 -2.0701
 -2.0417 -2.0203 -1.9962 -1.9654 -1.9298 -1.8438 -1.7790 -1.7372 -1.7159 -1.7114
 -1.7203 -1.7378 -1.7589 -1.7809 -1.8032 -1.8258 -1.8483 -1.8723 -1.8993 -1.9309
 -1.9678
 -2.5423 -2.5003 -2.4534 -2.3986 -2.3364 -2.2702 -2.2043 -2.1421 -2.0862 -2.0371
 -1.9956 -1.9627 -1.9381 -1.9184 -1.8981 -1.8359 -1.7750 -1.7343 -1.7133 -1.7089
 -1.7183 -1.7379 -1.7625 -1.7884 -1.8141 -1.8394 -1.8648 -1.8904 -1.9167 -1.9455
 -1.9771
 -2.4683 -2.4284 -2.3888 -2.3453 -2.2960 -2.2414 -2.1839 -2.1262 -2.0713 -2.0207
 -1.9756 -1.9364 -1.9036 -1.8772 -1.8561 -1.8125 -1.7675 -1.7294 -1.7085 -1.7035
 -1.7126 -1.7330 -1.7606 -1.7907 -1.8207 -1.8497 -1.8780 -1.9057 -1.9332 -1.9613
 -1.9910
 -2.4027 -2.3597 -2.3226 -2.2854 -2.2455 -2.2020 -2.1549 -2.1054 -2.0556 -2.0075
 -1.9625 -1.9219 -1.8861 -1.8555 -1.8297 -1.7834 -1.7494 -1.7206 -1.7012 -1.6958
 -1.7041 -1.7244 -1.7537 -1.7874 -1.8218 -1.8554 -1.8877 -1.9187 -1.9487 -1.9783
 -2.0077
 -2.3486 -2.2984 -2.2592 -2.2242 -2.1894 -2.1536 -2.1157 -2.0753 -2.0334 -1.9908
 -1.9492 -1.9099 -1.8740 -1.8421 -1.8143 -1.7622 -1.7290 -1.7060 -1.6914
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  o   
 -3.3489 -3.1777 -2.9984 -2.8394 -2.6963 -2.5662 -2.4671 -2.3858 -2.3153 -2.2450
 -2.1796 -2.1181 -2.0600 -2.0055 -1.9543 -1.8415 -1.7534 -1.6920 -1.6546
 -3.2039 -3.1565 -3.0026 -2.8377 -2.6922 -2.5610 -2.4555 -2.3712 -2.2971 -2.2282
 -2.1645 -2.1048 -2.0487 -1.9959 -1.9464 -1.8391 -1.7572 -1.7011 -1.6694 -1.6576
 -2.9870 -2.9813 -2.9681 -2.8411 -2.6945 -2.5635 -2.4507 -2.3604 -2.2846 -2.2160
 -2.1539 -2.0961 -2.0418 -1.9909 -1.9431 -1.8399 -1.7621 -1.7098 -1.6808 -1.6701
 -1.6718
 -2.9141 -2.8104 -2.7699 -2.7768 -2.6940 -2.5689 -2.4531 -2.3548 -2.2752 -2.2065
 -2.1454 -2.0893 -2.0368 -1.9877 -1.9416 -1.8420 -1.7670 -1.7173 -1.6901 -1.6803
 -1.6829 -1.6922
 -2.8701 -2.7577 -2.6555 -2.5907 -2.5781 -2.5503 -2.4568 -2.3562 -2.2698 -2.1990
 -2.1376 -2.0828 -2.0320 -1.9846 -1.9402 -1.8439 -1.7713 -1.7234 -1.6975 -1.6886
 -1.6920 -1.7025 -1.7163 -1.7324
 -2.8230 -2.7239 -2.6187 -2.5218 -2.4474 -2.4046 -2.3884 -2.3468 -2.2697 -2.1939
 -2.1305 -2.0760 -2.0266 -1.9807 -1.9379 -1.8449 -1.7744 -1.7279 -1.7029 -1.6948
 -1.6990 -1.7110 -1.7264 -1.7439 -1.7629 -1.7843 -1.8091 -1.8382 -1.8711 -1.9054
 -2.7674 -2.6850 -2.5922 -2.4960 -2.4065 -2.3317 -2.2750 -2.2393 -2.2174 -2.1806
 -2.1235 -2.0685 -2.0201 -1.9756 -1.9342 -1.8445 -1.7761 -1.7306 -1.7062 -1.6986
 -1.7036 -1.7172 -1.7349 -1.7544 -1.7751 -1.7972 -1.8208 -1.8472 -1.8778 -1.9128
 -1.9500
 -2.7041 -2.6360 -2.5589 -2.4742 -2.3880 -2.3066 -2.2357 -2.1767 -2.1307 -2.0986
 -2.0752 -2.0460 -2.0083 -1.9679 -1.9287 -1.8423 -1.7758 -1.7313 -1.7072 -1.6997
 -1.7053 -1.7205 -1.7409 -1.7631 -1.7861 -1.8098 -1.8346 -1.8605 -1.8886 -1.9204
 -1.9578
 -2.6382 -2.5790 -2.5137 -2.4429 -2.3672 -2.2908 -2.2181 -2.1527 -2.0963 -2.0489
 -2.0109 -1.9826 -1.9602 -1.9379 -1.9119 -1.8368 -1.7728 -1.7294 -1.7055 -1.6981
 -1.7041 -1.7206 -1.7436 -1.7694 -1.7957 -1.8220 -1.8486 -1.8755 -1.9034 -1.9332
 -1.9666
 -2.5748 -2.5180 -2.4617 -2.4023 -2.3388 -2.2721 -2.2051 -2.1407 -2.0817 -2.0294
 -1.9840 -1.9457 -1.9146 -1.8905 -1.8708 -1.8222 -1.7680 -1.7257 -1.7018 -1.6939
 -1.6997 -1.7166 -1.7417 -1.7710 -1.8012 -1.8310 -1.8604 -1.8894 -1.9184 -1.9481
 -1.9793
 -2.5180 -2.4596 -2.4066 -2.3540 -2.3000 -2.2439 -2.1859 -2.1276 -2.0713 -2.0187
 -1.9711 -1.9291 -1.8928 -1.8624 -1.8375 -1.7925 -1.7545 -1.7194 -1.6960 -1.6876
 -1.6927 -1.7095 -1.7356 -1.7677 -1.8018 -1.8357 -1.8690 -1.9011 -1.9325 -1.9636
 -1.9943
 -2.4715 -2.4066 -2.3530 -2.3032 -2.2546 -2.2062 -2.1571 -2.1070 -2.0569 -2.0080
 -1.9617 -1.9191 -1.8811 -1.8479 -1.8195 -1.7674 -1.7334 -1.7070 -1.6879
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  o   
 -3.3221 -3.1310 -2.9538 -2.8029 -2.6679 -2.5451 -2.4486 -2.3644 -2.2934 -2.2274
 -2.1643 -2.1048 -2.0492 -1.9970 -1.9480 -1.8395 -1.7529 -1.6895 -1.6492
 -3.1883 -3.1474 -2.9696 -2.8045 -2.6623 -2.5376 -2.4366 -2.3519 -2.2787 -2.2121
 -2.1505 -2.0928 -2.0388 -1.9881 -1.9405 -1.8365 -1.7550 -1.6971 -1.6621 -1.6470
 -3.0520 -3.0759 -2.9762 -2.8173 -2.6679 -2.5373 -2.4306 -2.3422 -2.2679 -2.2009
 -2.1406 -2.0847 -2.0324 -1.9834 -1.9373 -1.8366 -1.7586 -1.7043 -1.6724 -1.6588
 -1.6587
 -2.9346 -2.8564 -2.8701 -2.8137 -2.6793 -2.5466 -2.4318 -2.3374 -2.2597 -2.1921
 -2.1326 -2.0783 -2.0276 -1.9802 -1.9357 -1.8383 -1.7626 -1.7107 -1.6807 -1.6683
 -1.6689 -1.6777
 -2.8968 -2.7751 -2.6859 -2.6658 -2.6534 -2.5547 -2.4399 -2.3384 -2.2551 -2.1857
 -2.1254 -2.0722 -2.0230 -1.9772 -1.9342 -1.8400 -1.7665 -1.7161 -1.6875 -1.6760
 -1.6771 -1.6867 -1.7007 -1.7172
 -2.8647 -2.7474 -2.6334 -2.5414 -2.4900 -2.4777 -2.4348 -2.3447 -2.2558 -2.1814
 -2.1192 -2.0658 -2.0178 -1.9734 -1.9319 -1.8410 -1.7696 -1.7204 -1.6926 -1.6818
 -1.6835 -1.6940 -1.7094 -1.7273 -1.7472 -1.7697 -1.7957 -1.8258 -1.8596 -1.8945
 -2.8250 -2.7224 -2.6137 -2.5091 -2.4198 -2.3547 -2.3169 -2.2954 -2.2510 -2.1810
 -2.1149 -2.0594 -2.0118 -1.9686 -1.9284 -1.8406 -1.7714 -1.7233 -1.6959 -1.6856
 -1.6879 -1.6993 -1.7164 -1.7361 -1.7574 -1.7805 -1.8056 -1.8336 -1.8653 -1.9012
 -1.9388
 -2.7793 -2.6893 -2.5934 -2.4948 -2.4001 -2.3165 -2.2489 -2.1978 -2.1634 -2.1378
 -2.1023 -2.0528 -2.0050 -1.9626 -1.9235 -1.8387 -1.7716 -1.7245 -1.6974 -1.6871
 -1.6898 -1.7023 -1.7212 -1.7434 -1.7669 -1.7914 -1.8173 -1.8445 -1.8742 -1.9078
 -1.9460
 -2.7279 -2.6468 -2.5632 -2.4758 -2.3875 -2.3029 -2.2266 -2.1615 -2.1080 -2.0655
 -2.0338 -2.0087 -1.9811 -1.9492 -1.9149 -1.8340 -1.7692 -1.7232 -1.6964 -1.6862
 -1.6892 -1.7026 -1.7235 -1.7485 -1.7750 -1.8019 -1.8296 -1.8577 -1.8871 -1.9190
 -1.9540
 -2.6776 -2.6010 -2.5257 -2.4491 -2.3709 -2.2928 -2.2179 -2.1491 -2.0887 -2.0369
 -1.9933 -1.9579 -1.9299 -1.9071 -1.8859 -1.8265 -1.7657 -1.7206 -1.6938 -1.6831
 -1.6859 -1.6997 -1.7220 -1.7496 -1.7794 -1.8096 -1.8399 -1.8702 -1.9008 -1.9321
 -1.9653
 -2.6320 -2.5548 -2.4838 -2.4143 -2.3451 -2.2759 -2.2074 -2.1416 -2.0804 -2.0253
 -1.9770 -1.9353 -1.9000 -1.8708 -1.8473 -1.8020 -1.7575 -1.7160 -1.6893 -1.6780
 -1.6803 -1.6940 -1.7169 -1.7464 -1.7794 -1.8133 -1.8471 -1.8804 -1.9132 -1.9460
 -1.9782
 -2.5945 -2.5126 -2.4417 -2.3756 -2.3120 -2.2501 -2.1894 -2.1298 -2.0725 -2.0185
 -1.9690 -1.9249 -1.8862 -1.8528 -1.8245 -1.7737 -1.7380 -1.7070 -1.6829
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  o   
 -3.2682 -3.0777 -2.9104 -2.7693 -2.6366 -2.5187 -2.4280 -2.3482 -2.2752 -2.2104
 -2.1495 -2.0917 -2.0378 -1.9873 -1.9403 -1.8358 -1.7529 -1.6898 -1.6439
 -3.2384 -3.1123 -2.9304 -2.7714 -2.6352 -2.5132 -2.4181 -2.3352 -2.2614 -2.1966
 -2.1366 -2.0805 -2.0281 -1.9791 -1.9332 -1.8322 -1.7517 -1.6926 -1.6548 -1.6361
 -3.1487 -3.1104 -2.9548 -2.7874 -2.6413 -2.5148 -2.4107 -2.3255 -2.2521 -2.1859
 -2.1272 -2.0728 -2.0220 -1.9746 -1.9300 -1.8319 -1.7542 -1.6982 -1.6636 -1.6471
 -1.6448
 -3.0144 -2.9432 -2.9347 -2.8047 -2.6557 -2.5242 -2.4120 -2.3204 -2.2444 -2.1776
 -2.1196 -2.0666 -2.0174 -1.9715 -1.9284 -1.8333 -1.7576 -1.7035 -1.6708 -1.6558
 -1.6540 -1.6617
 -2.9113 -2.7927 -2.7459 -2.7551 -2.6654 -2.5371 -2.4204 -2.3213 -2.2400 -2.1720
 -2.1127 -2.0607 -2.0129 -1.9685 -1.9268 -1.8349 -1.7611 -1.7083 -1.6768 -1.6627
 -1.6615 -1.6697 -1.6836 -1.7003
 -2.8908 -2.7604 -2.6463 -2.5762 -2.5661 -2.5313 -2.4307 -2.3284 -2.2404 -2.1682
 -2.1069 -2.0547 -2.0078 -1.9647 -1.9245 -1.8358 -1.7641 -1.7124 -1.6815 -1.6680
 -1.6674 -1.6761 -1.6909 -1.7091 -1.7296 -1.7527 -1.7798 -1.8115 -1.8462 -1.8820
 -2.8692 -2.7463 -2.6254 -2.5183 -2.4389 -2.3976 -2.3802 -2.3292 -2.2463 -2.1682
 -2.1035 -2.0488 -2.0022 -1.9599 -1.9210 -1.8355 -1.7661 -1.7155 -1.6849 -1.6717
 -1.6715 -1.6808 -1.6967 -1.7164 -1.7381 -1.7618 -1.7880 -1.8174 -1.8507 -1.8876
 -1.9258
 -2.8405 -2.7292 -2.6156 -2.5057 -2.4070 -2.3273 -2.2703 -2.2350 -2.2088 -2.1647
 -2.1026 -2.0448 -1.9962 -1.9544 -1.9162 -1.8335 -1.7666 -1.7171 -1.6868 -1.6736
 -1.6736 -1.6836 -1.7007 -1.7222 -1.7459 -1.7710 -1.7978 -1.8264 -1.8578 -1.8930
 -1.9321
 -2.8079 -2.7038 -2.6002 -2.4972 -2.3985 -2.3090 -2.2333 -2.1726 -2.1263 -2.0924
 -2.0644 -2.0306 -1.9880 -1.9467 -1.9094 -1.8291 -1.7644 -1.7164 -1.6865 -1.6733
 -1.6737 -1.6844 -1.7028 -1.7263 -1.7524 -1.7797 -1.8082 -1.8378 -1.8687 -1.9022
 -1.9391
 -2.7718 -2.6745 -2.5787 -2.4844 -2.3921 -2.3044 -2.2242 -2.1541 -2.0951 -2.0464
 -2.0069 -1.9758 -1.9497 -1.9234 -1.8957 -1.8239 -1.7615 -1.7146 -1.6849 -1.6713
 -1.6714 -1.6824 -1.7018 -1.7271 -1.7558 -1.7859 -1.8167 -1.8481 -1.8802 -1.9134
 -1.9484
 -2.7348 -2.6422 -2.5521 -2.4643 -2.3794 -2.2976 -2.2202 -2.1488 -2.0852 -2.0298
 -1.9825 -1.9427 -1.9095 -1.8822 -1.8593 -1.8089 -1.7562 -1.7110 -1.6815 -1.6674
 -1.6669 -1.6778 -1.6977 -1.7244 -1.7554 -1.7885 -1.8225 -1.8565 -1.8907 -1.9252
 -1.9595
 -2.6969 -2.6070 -2.5213 -2.4396 -2.3598 -2.2841 -2.2120 -2.1441 -2.0812 -2.0240
 -1.9732 -1.9289 -1.8907 -1.8582 -1.8002 -1.7841 -1.7485 -1.7056 -1.6763
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  o   
 -3.2147 -3.0268 -2.8694 -2.7395 -2.6085 -2.4967 -2.4058 -2.3291 -2.2572 -2.1946
 -2.1349 -2.0785 -2.0258 -1.9769 -1.9314 -1.8303 -1.7491 -1.6861 -1.6386
 -3.2585 -3.0676 -2.8905 -2.7388 -2.6096 -2.4922 -2.3966 -2.3176 -2.2443 -2.1814
 -2.1228 -2.0679 -2.0168 -1.9692 -1.9246 -1.8264 -1.7471 -1.6874 -1.6473 -1.6252
 -3.1244 -3.1011 -2.9169 -2.7564 -2.6166 -2.4941 -2.3917 -2.3089 -2.2363 -2.1714
 -2.1139 -2.0606 -2.0110 -1.9648 -1.9215 -1.8259 -1.7488 -1.6917 -1.6545 -1.6351
 -1.6301
