 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.7932 -0.7926 -0.7819 -0.7640 -0.7443 -0.7078 -0.6955 -0.7058 -0.7367 -0.7810
 -0.8297 -0.8790 -0.9283 -0.9774 -1.0256 -1.0739 -1.1235 -1.1756 -1.2305 -1.2871
 -0.8444 -0.8610 -0.8627 -0.8496 -0.8272 -0.8024 -0.7793 -0.7590 -0.7421 -0.7303
 -0.7257 -0.7288 -0.7337 -0.7350 -0.7309 -0.7078 -0.6977 -0.7085 -0.7391 -0.7846
 -0.8361 -0.8881 -0.9395 -0.9904 -1.0408 -1.0902 -1.1397 -1.1907 -1.2443 -1.3011
 -1.3610
 -0.7358 -0.7659 -0.7845 -0.7887 -0.7810 -0.7652 -0.7471 -0.7298 -0.7145 -0.7011
 -0.6906 -0.6844 -0.6836 -0.6871 -0.6917 -0.6966 -0.6949 -0.7067 -0.7368 -0.7830
 -0.8375 -0.8930 -0.9473 -1.0006 -1.0530 -1.1036 -1.1537 -1.2048 -1.2580 -1.3143
 -1.3743
 -0.6226 -0.6627 -0.6938 -0.7133 -0.7211 -0.7191 -0.7103 -0.6985 -0.6869 -0.6762
 -0.6668 -0.6592 -0.6542 -0.6526 -0.6547 -0.6689 -0.6839 -0.7008 -0.7311 -0.7771
 -0.8337 -0.8932 -0.9516 -1.0082 -1.0632 -1.1172 -1.1706 -1.2242 -1.2782 -1.3324
 -1.3867
 -0.5074 -0.5556 -0.5960 -0.6259 -0.6473 -0.6593 -0.6632 -0.6610 -0.6557 -0.6494
 -0.6434 -0.6382 -0.6340 -0.6313 -0.6309 -0.6422 -0.6639 -0.6895 -0.7219 -0.7669
 -0.8237 -0.8861 -0.9486 -1.0092 -1.0678 -1.1247 -1.1804 -1.2350 -1.2891 -1.3433
 -1.3986
 -0.3936 -0.4454 -0.4923 -0.5306 -0.5628 -0.5859 -0.6021 -0.6117 -0.6161 -0.6167
 -0.6158 -0.6146 -0.6136 -0.6130 -0.6133 -0.6223 -0.6440 -0.6742 -0.7104 -0.7552
 -0.8109 -0.8741 -0.9395 -1.0042 -1.0668 -1.1272 -1.1860 -1.2431 -1.2991 -1.3545
 -1.4099
 -0.2808 -0.3323 -0.3828 -0.4284 -0.4683 -0.5017 -0.5283 -0.5485 -0.5637 -0.5741
 -0.5807 -0.5853 -0.5889 -0.5921 -0.5952 -0.6068 -0.6278 -0.6588 -0.6976
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.5721 -1.5416 -1.4325 -1.3134 -1.1968 -1.1001 -1.0345 -0.9810 -0.9308 -0.8833
 -0.8404 -0.8015 -0.7660 -0.7335 -0.7042 -0.6474 -0.6167 -0.6143 -0.6400
 -1.3645 -1.3849 -1.3894 -1.3075 -1.2067 -1.1118 -1.0375 -0.9820 -0.9324 -0.8872
 -0.8470 -0.8108 -0.7779 -0.7481 -0.7213 -0.6703 -0.6437 -0.6431 -0.6677 -0.7070
 -1.2749 -1.2199 -1.2099 -1.2354 -1.1961 -1.1179 -1.0419 -0.9816 -0.9328 -0.8894
 -0.8513 -0.8173 -0.7867 -0.7590 -0.7344 -0.6878 -0.6646 -0.6653 -0.6888 -0.7277
 -0.7723
 -1.2155 -1.1550 -1.0988 -1.0684 -1.0795 -1.0854 -1.0401 -0.9814 -0.9311 -0.8890
 -0.8527 -0.8206 -0.7920 -0.7663 -0.7434 -0.7005 -0.6800 -0.6819 -0.7048 -0.7433
 -0.7885 -0.8354
 -1.1520 -1.1079 -1.0521 -0.9991 -0.9621 -0.9494 -0.9620 -0.9593 -0.9253 -0.8854
 -0.8507 -0.8206 -0.7938 -0.7698 -0.7486 -0.7090 -0.6907 -0.6938 -0.7165 -0.7547
 -0.8009 -0.8491 -0.8976 -0.9455
 -1.0763 -1.0539 -1.0128 -0.9634 -0.9170 -0.8804 -0.8580 -0.8536 -0.8632 -0.8615
 -0.8409 -0.8161 -0.7920 -0.7699 -0.7502 -0.7137 -0.6974 -0.7015 -0.7244 -0.7625
 -0.8098 -0.8598 -0.9100 -0.9601 -1.0094 -1.0591 -1.1105 -1.1645 -1.2210 -1.2773
 -0.9869 -0.9854 -0.9648 -0.9296 -0.8881 -0.8491 -0.8167 -0.7927 -0.7791 -0.7785
 -0.7853 -0.7867 -0.7789 -0.7644 -0.7481 -0.7150 -0.7006 -0.7056 -0.7286 -0.7667
 -0.8150 -0.8672 -0.9196 -0.9717 -1.0234 -1.0742 -1.1254 -1.1782 -1.2337 -1.2921
 -1.3514
 -0.8862 -0.9016 -0.9011 -0.8848 -0.8566 -0.8234 -0.7915 -0.7643 -0.7429 -0.7278
 -0.7205 -0.7216 -0.7274 -0.7320 -0.7314 -0.7126 -0.7003 -0.7063 -0.7293 -0.7672
 -0.8164 -0.8708 -0.9259 -0.9805 -1.0342 -1.0876 -1.1400 -1.1926 -1.2469 -1.3040
 -1.3647
 -0.7778 -0.8054 -0.8213 -0.8234 -0.8123 -0.7916 -0.7665 -0.7417 -0.7201 -0.7024
 -0.6891 -0.6807 -0.6782 -0.6811 -0.6870 -0.6978 -0.6962 -0.7037 -0.7270 -0.7645
 -0.8140 -0.8706 -0.9290 -0.9867 -1.0432 -1.0988 -1.1539 -1.2092 -1.2649 -1.3208
 -1.3768
 -0.6655 -0.7020 -0.7289 -0.7463 -0.7520 -0.7471 -0.7340 -0.7166 -0.6987 -0.6826
 -0.6692 -0.6589 -0.6520 -0.6489 -0.6499 -0.6652 -0.6827 -0.6972 -0.7211 -0.7579
 -0.8065 -0.8642 -0.9256 -0.9869 -1.0467 -1.1051 -1.1625 -1.2189 -1.2749 -1.3309
 -1.3878
 -0.5528 -0.5923 -0.6279 -0.6563 -0.6758 -0.6858 -0.6872 -0.6815 -0.6717 -0.6603
 -0.6497 -0.6408 -0.6341 -0.6297 -0.6278 -0.6363 -0.6585 -0.6841 -0.7122 -0.7488
 -0.7964 -0.8537 -0.9169 -0.9815 -1.0450 -1.1068 -1.1671 -1.2259 -1.2837 -1.3409
 -1.3980
 -0.4407 -0.4816 -0.5219 -0.5576 -0.5869 -0.6091 -0.6239 -0.6314 -0.6330 -0.6301
 -0.6252 -0.6202 -0.6160 -0.6131 -0.6116 -0.6167 -0.6361 -0.6654 -0.6994
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.6208 -1.5339 -1.4024 -1.2805 -1.1668 -1.0724 -1.0084 -0.9599 -0.9162 -0.8715
 -0.8319 -0.7961 -0.7638 -0.7346 -0.7080 -0.6547 -0.6237 -0.6167 -0.6349
 -1.4326 -1.4666 -1.3997 -1.2864 -1.1800 -1.0844 -1.0144 -0.9625 -0.9179 -0.8753
 -0.8379 -0.8045 -0.7745 -0.7474 -0.7229 -0.6748 -0.6480 -0.6437 -0.6625 -0.6987
 -1.3058 -1.2693 -1.2985 -1.2740 -1.1857 -1.0971 -1.0203 -0.9637 -0.9186 -0.8773
 -0.8416 -0.8101 -0.7820 -0.7568 -0.7341 -0.6901 -0.6665 -0.6642 -0.6831 -0.7187
 -0.7626
 -1.2513 -1.1814 -1.1322 -1.1344 -1.1484 -1.0971 -1.0269 -0.9648 -0.9176 -0.8773
 -0.8429 -0.8130 -0.7865 -0.7629 -0.7418 -0.7011 -0.6800 -0.6795 -0.6986 -0.7337
 -0.7781 -0.8251
 -1.1982 -1.1398 -1.0740 -1.0220 -0.9997 -1.0118 -1.0084 -0.9647 -0.9157 -0.8754
 -0.8416 -0.8131 -0.7880 -0.7659 -0.7463 -0.7087 -0.6896 -0.6905 -0.7100 -0.7449
 -0.7897 -0.8380 -0.8868 -0.9351
 -1.1327 -1.0959 -1.0417 -0.9830 -0.9340 -0.9022 -0.8933 -0.9029 -0.8982 -0.8695
 -0.8374 -0.8102 -0.7866 -0.7660 -0.7477 -0.7131 -0.6959 -0.6979 -0.7178 -0.7526
 -0.7979 -0.8477 -0.8983 -0.9489 -0.9995 -1.0506 -1.1029 -1.1570 -1.2131 -1.2707
 -1.0521 -1.0375 -1.0036 -0.9564 -0.9062 -0.8629 -0.8304 -0.8113 -0.8079 -0.8150
 -0.8143 -0.7999 -0.7813 -0.7630 -0.7463 -0.7146 -0.6992 -0.7022 -0.7224 -0.7572
 -0.8028 -0.8542 -0.9069 -0.9596 -1.0120 -1.0644 -1.1170 -1.1707 -1.2264 -1.2854
 -1.3445
 -0.9580 -0.9624 -0.9497 -0.9211 -0.8821 -0.8408 -0.8038 -0.7747 -0.7543 -0.7431
 -0.7424 -0.7478 -0.7509 -0.7480 -0.7394 -0.7131 -0.6998 -0.7036 -0.7240 -0.7585
 -0.8043 -0.8571 -0.9123 -0.9673 -1.0219 -1.0762 -1.1298 -1.1836 -1.2390 -1.2970
 -1.3581
 -0.8546 -0.8726 -0.8780 -0.8688 -0.8469 -0.8165 -0.7838 -0.7537 -0.7291 -0.7106
 -0.6984 -0.6928 -0.6940 -0.6995 -0.7052 -0.7061 -0.6971 -0.7021 -0.7228 -0.7570
 -0.8028 -0.8569 -0.9146 -0.9727 -1.0300 -1.0865 -1.1427 -1.1985 -1.2544 -1.3115
 -1.3700
 -0.7463 -0.7729 -0.7918 -0.7995 -0.7953 -0.7806 -0.7588 -0.7343 -0.7111 -0.6915
 -0.6762 -0.6655 -0.6594 -0.6581 -0.6613 -0.6783 -0.6893 -0.6974 -0.7182 -0.7519
 -0.7969 -0.8513 -0.9111 -0.9724 -1.0329 -1.0921 -1.1505 -1.2081 -1.2652 -1.3224
 -1.3804
 -0.6367 -0.6677 -0.6953 -0.7153 -0.7262 -0.7275 -0.7202 -0.7066 -0.6900 -0.6734
 -0.6590 -0.6477 -0.6397 -0.6350 -0.6337 -0.6449 -0.6667 -0.6877 -0.7109 -0.7442
 -0.7883 -0.8421 -0.9030 -0.9669 -1.0307 -1.0932 -1.1544 -1.2143 -1.2732 -1.3315
 -1.3896
 -0.5285 -0.5602 -0.5925 -0.6210 -0.6431 -0.6577 -0.6645 -0.6642 -0.6585 -0.6494
 -0.6394 -0.6303 -0.6233 -0.6185 -0.6161 -0.6212 -0.6412 -0.6692 -0.6998
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.6321 -1.5012 -1.3642 -1.2459 -1.1425 -1.0517 -0.9882 -0.9395 -0.8993 -0.8577
 -0.8208 -0.7877 -0.7582 -0.7317 -0.7078 -0.6588 -0.6288 -0.6201 -0.6304
 -1.5192 -1.4960 -1.3796 -1.2563 -1.1522 -1.0620 -0.9944 -0.9440 -0.9010 -0.8611
 -0.8261 -0.7952 -0.7677 -0.7431 -0.7208 -0.6765 -0.6503 -0.6439 -0.6577 -0.6896
 -1.3363 -1.3501 -1.3568 -1.2661 -1.1614 -1.0722 -0.9997 -0.9456 -0.9020 -0.8628
 -0.8293 -0.8000 -0.7742 -0.7512 -0.7305 -0.6897 -0.6664 -0.6624 -0.6774 -0.7091
 -0.7514
 -1.2753 -1.2051 -1.1880 -1.2134 -1.1638 -1.0803 -1.0060 -0.9466 -0.9014 -0.8630
 -0.8304 -0.8024 -0.7779 -0.7564 -0.7372 -0.6993 -0.6783 -0.6761 -0.6921 -0.7238
 -0.7663 -0.8132
 -1.2330 -1.1608 -1.0917 -1.0544 -1.0641 -1.0635 -1.0094 -0.9492 -0.9001 -0.8619
 -0.8294 -0.8024 -0.7792 -0.7589 -0.7410 -0.7061 -0.6870 -0.6861 -0.7030 -0.7347
 -0.7773 -0.8252 -0.8744 -0.9235
 -1.1799 -1.1271 -1.0603 -0.9966 -0.9524 -0.9375 -0.9472 -0.9379 -0.8990 -0.8591
 -0.8266 -0.8002 -0.7780 -0.7589 -0.7422 -0.7102 -0.6929 -0.6931 -0.7106 -0.7424
 -0.7851 -0.8340 -0.8848 -0.9359 -0.9868 -1.0384 -1.0918 -1.1479 -1.2061 -1.2630
 -1.1106 -1.0806 -1.0322 -0.9736 -0.9174 -0.8741 -0.8481 -0.8416 -0.8480 -0.8433
 -0.8204 -0.7954 -0.7744 -0.7564 -0.7410 -0.7117 -0.6963 -0.6975 -0.7152 -0.7471
 -0.7898 -0.8397 -0.8924 -0.9455 -0.9986 -1.0519 -1.1055 -1.1603 -1.2177 -1.2775
 -1.3368
 -1.0255 -1.0163 -0.9897 -0.9481 -0.8988 -0.8510 -0.8121 -0.7846 -0.7692 -0.7662
 -0.7712 -0.7716 -0.7629 -0.7501 -0.7369 -0.7107 -0.6973 -0.6993 -0.7172 -0.7489
 -0.7916 -0.8422 -0.8968 -0.9522 -1.0075 -1.0626 -1.1181 -1.1735 -1.2299 -1.2885
 -1.3502
 -0.9292 -0.9362 -0.9281 -0.9063 -0.8728 -0.8332 -0.7940 -0.7608 -0.7358 -0.7189
 -0.7102 -0.7097 -0.7139 -0.7182 -0.7193 -0.7064 -0.6955 -0.6986 -0.7168 -0.7483
 -0.7909 -0.8421 -0.8985 -0.9567 -1.0146 -1.0720 -1.1293 -1.1864 -1.2436 -1.3017
 -1.3618
 -0.8266 -0.8424 -0.8503 -0.8466 -0.8311 -0.8062 -0.7760 -0.7452 -0.7182 -0.6969
 -0.6816 -0.6722 -0.6682 -0.6697 -0.6749 -0.6892 -0.6907 -0.6952 -0.7134 -0.7444
 -0.7864 -0.8375 -0.8952 -0.9559 -1.0167 -1.0767 -1.1361 -1.1949 -1.2533 -1.3119
 -1.3712
 -0.7225 -0.7427 -0.7600 -0.7702 -0.7709 -0.7622 -0.7458 -0.7245 -0.7020 -0.6812
 -0.6644 -0.6521 -0.6440 -0.6400 -0.6401 -0.6545 -0.6741 -0.6884 -0.7075 -0.7381
 -0.7793 -0.8299 -0.8880 -0.9505 -1.0141 -1.0771 -1.1392 -1.2001 -1.2603 -1.3200
 -1.3791
 -0.6202 -0.6401 -0.6626 -0.6817 -0.6949 -0.7005 -0.6986 -0.6902 -0.6774 -0.6626
 -0.6482 -0.6362 -0.6274 -0.6219 -0.6194 -0.6261 -0.6472 -0.6728 -0.6985
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.6002 -1.4540 -1.3201 -1.2093 -1.1132 -1.0294 -0.9692 -0.9192 -0.8794 -0.8421
 -0.8076 -0.7766 -0.7493 -0.7251 -0.7036 -0.6595 -0.6314 -0.6208 -0.6279
 -1.4984 -1.4816 -1.3451 -1.2223 -1.1212 -1.0370 -0.9739 -0.9240 -0.8825 -0.8452
 -0.8123 -0.7832 -0.7577 -0.7352 -0.7151 -0.6749 -0.6502 -0.6428 -0.6531 -0.6803
 -1.3891 -1.4288 -1.3590 -1.2403 -1.1331 -1.0445 -0.9777 -0.9257 -0.8840 -0.8466
 -0.8150 -0.7874 -0.7634 -0.7424 -0.7237 -0.6864 -0.6642 -0.6592 -0.6714 -0.6993
 -0.7390
 -1.2907 -1.2418 -1.2719 -1.2415 -1.1464 -1.0559 -0.9826 -0.9270 -0.8837 -0.8467
 -0.8158 -0.7895 -0.7667 -0.7469 -0.7295 -0.6950 -0.6747 -0.6713 -0.6850 -0.7134
 -0.7533 -0.7995
 -1.2551 -1.1737 -1.1147 -1.1156 -1.1252 -1.0635 -0.9901 -0.9290 -0.8828 -0.8462
 -0.8150 -0.7895 -0.7678 -0.7491 -0.7329 -0.7012 -0.6826 -0.6804 -0.6951 -0.7240
 -0.7639 -0.8108 -0.8601 -0.9095
 -1.2155 -1.1467 -1.0710 -1.0104 -0.9853 -0.9959 -0.9835 -0.9327 -0.8829 -0.8441
 -0.8129 -0.7876 -0.7668 -0.7491 -0.7339 -0.7050 -0.6883 -0.6870 -0.7022 -0.7314
 -0.7714 -0.8189 -0.8696 -0.9211 -0.9727 -1.0252 -1.0798 -1.1371 -1.1963 -1.2540
 -1.1588 -1.1130 -1.0502 -0.9829 -0.9259 -0.8903 -0.8801 -0.8858 -0.8745 -0.8415
 -0.8096 -0.7839 -0.7637 -0.7470 -0.7328 -0.7065 -0.6918 -0.6914 -0.7069 -0.7362
 -0.7762 -0.8240 -0.8761 -0.9296 -0.9833 -1.0374 -1.0921 -1.1484 -1.2071 -1.2680
 -1.3277
 -1.0865 -1.0616 -1.0197 -0.9655 -0.9079 -0.8570 -0.8204 -0.7994 -0.7941 -0.7976
 -0.7938 -0.7770 -0.7581 -0.7425 -0.7294 -0.7057 -0.6931 -0.6937 -0.7092 -0.7383
 -0.7783 -0.8264 -0.8798 -0.9353 -0.9911 -1.0471 -1.1035 -1.1603 -1.2183 -1.2783
 -1.3408
 -0.9996 -0.9916 -0.9701 -0.9348 -0.8899 -0.8423 -0.7992 -0.7657 -0.7430 -0.7307
 -0.7280 -0.7315 -0.7328 -0.7288 -0.7214 -0.7020 -0.6917 -0.6935 -0.7094 -0.7384
 -0.7783 -0.8268 -0.8813 -0.9389 -0.9972 -1.0553 -1.1136 -1.1718 -1.2305 -1.2903
 -1.3518
 -0.9051 -0.9078 -0.9027 -0.8862 -0.8587 -0.8237 -0.7860 -0.7507 -0.7220 -0.7010
 -0.6874 -0.6809 -0.6806 -0.6842 -0.6890 -0.6935 -0.6880 -0.6910 -0.7070 -0.7354
 -0.7749 -0.8233 -0.8784 -0.9378 -0.9985 -1.0590 -1.1193 -1.1793 -1.2392 -1.3000
 -1.3602
 -0.8083 -0.8153 -0.8208 -0.8194 -0.8088 -0.7895 -0.7641 -0.7357 -0.7084 -0.6851
 -0.6674 -0.6553 -0.6484 -0.6461 -0.6480 -0.6642 -0.6782 -0.6859 -0.7023 -0.7303
 -0.7691 -0.8170 -0.8723 -0.9327 -0.9956 -1.0587 -1.1214 -1.1834 -1.2449 -1.3061
 -1.3667
 -0.7137 -0.7199 -0.7302 -0.7386 -0.7415 -0.7371 -0.7259 -0.7093 -0.6900 -0.6703
 -0.6528 -0.6392 -0.6298 -0.6243 -0.6223 -0.6317 -0.6531 -0.6749 -0.6951
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.5489 -1.4037 -1.2786 -1.1761 -1.0817 -1.0024 -0.9475 -0.9017 -0.8606 -0.8250
 -0.7927 -0.7634 -0.7376 -0.7152 -0.6956 -0.6562 -0.6324 -0.6227 -0.6252
 -1.5387 -1.4457 -1.3063 -1.1886 -1.0925 -1.0105 -0.9527 -0.9047 -0.8633 -0.8278
 -0.7967 -0.7691 -0.7451 -0.7243 -0.7060 -0.6698 -0.6473 -0.6398 -0.6480 -0.6709
 -1.4710 -1.4544 -1.3348 -1.2086 -1.1042 -1.0191 -0.9545 -0.9055 -0.8652 -0.8289
 -0.7990 -0.7728 -0.7502 -0.7307 -0.7136 -0.6801 -0.6596 -0.6542 -0.6646 -0.6892
 -0.7258
 -1.3588 -1.3143 -1.3238 -1.2280 -1.1199 -1.0303 -0.9594 -0.9063 -0.8649 -0.8290
 -0.7996 -0.7747 -0.7533 -0.7349 -0.7189 -0.6879 -0.6690 -0.6650 -0.6769 -0.7026
 -0.7396 -0.7842
 -1.2672 -1.1862 -1.1629 -1.1887 -1.1304 -1.0424 -0.9670 -0.9083 -0.8641 -0.8290
 -0.7989 -0.7747 -0.7543 -0.7370 -0.7221 -0.6937 -0.6764 -0.6733 -0.6860 -0.7124
 -0.7497 -0.7949 -0.8440 -0.8936
 -1.2391 -1.1570 -1.0792 -1.0362 -1.0460 -1.0373 -0.9749 -0.9129 -0.8640 -0.8273
 -0.7973 -0.7731 -0.7535 -0.7371 -0.7232 -0.6974 -0.6819 -0.6796 -0.6927 -0.7195
 -0.7570 -0.8025 -0.8527 -0.9046 -0.9570 -1.0101 -1.0656 -1.1245 -1.1846 -1.2433
 -1.1983 -1.1342 -1.0592 -0.9882 -0.9385 -0.9225 -0.9293 -0.9106 -0.8661 -0.8255
 -0.7949 -0.7701 -0.7508 -0.7351 -0.7222 -0.6989 -0.6856 -0.6841 -0.6973 -0.7241
 -0.7617 -0.8074 -0.8586 -0.9121 -0.9663 -1.0211 -1.0771 -1.1348 -1.1948 -1.2566
 -1.3171
 -1.1381 -1.0969 -1.0393 -0.9740 -0.9115 -0.8629 -0.8346 -0.8267 -0.8287 -0.8175
 -0.7909 -0.7661 -0.7463 -0.7313 -0.7191 -0.6981 -0.6870 -0.6867 -0.7000 -0.7266
 -0.7641 -0.8100 -0.8618 -0.9169 -0.9731 -1.0297 -1.0870 -1.1448 -1.2043 -1.2662
 -1.3297
 -1.0636 -1.0398 -1.0027 -0.9537 -0.8988 -0.8459 -0.8022 -0.7717 -0.7550 -0.7501
 -0.7514 -0.7487 -0.7374 -0.7243 -0.7133 -0.6947 -0.6859 -0.6871 -0.7009 -0.7273
 -0.7648 -0.8110 -0.8634 -0.9199 -0.9781 -1.0368 -1.0959 -1.1554 -1.2154 -1.2767
 -1.3399
 -0.9759 -0.9674 -0.9474 -0.9171 -0.8776 -0.8335 -0.7902 -0.7528 -0.7247 -0.7061
 -0.6961 -0.6937 -0.6961 -0.6981 -0.6976 -0.6890 -0.6827 -0.6853 -0.6993 -0.7254
 -0.7624 -0.8084 -0.8612 -0.9188 -0.9787 -1.0394 -1.1003 -1.1613 -1.2226 -1.2843
 -1.3469
 -0.8835 -0.8838 -0.8761 -0.8614 -0.8386 -0.8087 -0.7751 -0.7411 -0.7108 -0.6867
 -0.6696 -0.6590 -0.6543 -0.6544 -0.6577 -0.6707 -0.6764 -0.6811 -0.6956 -0.7213
 -0.7577 -0.8033 -0.8561 -0.9142 -0.9756 -1.0383 -1.1014 -1.1642 -1.2269 -1.2896
 -1.3520
 -0.7865 -0.7889 -0.7925 -0.7901 -0.7813 -0.7662 -0.7457 -0.7217 -0.6969 -0.6738
 -0.6546 -0.6405 -0.6313 -0.6267 -0.5936 -0.6398 -0.6670 -0.6745 -0.6898
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.4911 -1.3506 -1.2354 -1.1430 -1.0503 -0.9767 -0.9222 -0.8798 -0.8402 -0.8069
 -0.7761 -0.7482 -0.7237 -0.7026 -0.6846 -0.6493 -0.6280 -0.6193 -0.6213
 -1.5447 -1.3974 -1.2637 -1.1530 -1.0629 -0.9850 -0.9271 -0.8831 -0.8425 -0.8092
 -0.7796 -0.7533 -0.7305 -0.7109 -0.6939 -0.6615 -0.6414 -0.6347 -0.6417 -0.6614
 -1.4411 -1.4370 -1.2939 -1.1744 -1.0755 -0.9938 -0.9308 -0.8842 -0.8451 -0.8101
 -0.7815 -0.7566 -0.7351 -0.7168 -0.7010 -0.6708 -0.6524 -0.6474 -0.6565 -0.6785
 -0.7118
